miRNA,GSM4044943,GSM4044944,GSM4044945,GSM4044946,GSM4044947,GSM4044948,GSM4044949,GSM4044950,GSM4044951,GSM4044952,GSM4044953,GSM4044954,GSM4044955,GSM4044956,GSM4044957,GSM4044958,GSM4044959,GSM4044960,GSM4044961,GSM4044962,GSM4044963,GSM4044964,GSM4044965,GSM4044966,GSM4044967,GSM4044968,GSM4044969,GSM4044970,GSM4044971,GSM4044972,GSM4044973,GSM4044974,GSM4044975,GSM4044976,GSM4044977,GSM4044978,GSM4044979,GSM4044980,GSM4044981,GSM4044982,GSM4044983,GSM4044984,GSM4044985,GSM4044986,GSM4044987,GSM4044988,GSM4044989,GSM4044990
hsa-miR-3620-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-363-3p,198.54,78.07,212.29,192.14,113.26,43.09,260.37,244.38,122.28,105.22,119.44,175.19,53.22,123.28,10.6,306.9,30.5,267.26,91.77,122.46,146.9,61.7,294.17,272.47,177.9,11.59,235.79,41.72,192.68,123.41,0.0,156.24,95.16,93.3,1952.5,65.46,37.1,131.1,117.39,65.19,42.23,410.27,117.63,101.02,360.42,124.96,50.94,100.35
hsa-miR-363-5p,0.0,0.0,0.0,16.01,0.0,0.0,0.0,0.0,0.0,8.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.73,0.0,0.0,0.0,0.0,8.4,0.0,0.0,0.0,0.0,0.0,5.67,0.0,0.0,0.0,15.86,0.0,31.24,0.0,0.0,0.0,0.0,0.0,0.0,20.01,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-365a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-365a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.79,14.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-365b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-365b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3665,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,8.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.28,17.79,5.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.54,4.66,0.0,0.0,0.0,16.84,0.0,0.0,0.0,0.0
hsa-miR-3674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.01,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3675-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3679-5p,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3688-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3691-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.01,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-370-3p,0.0,26.02,26.54,0.0,0.0,14.36,27.65,0.0,0.0,24.28,0.0,0.0,0.0,0.0,5.3,0.0,0.0,25.45,0.0,0.0,12.24,0.0,0.0,25.71,0.0,0.0,0.0,20.86,0.0,47.99,0.0,0.0,0.0,20.73,31.24,5.04,18.55,8.74,0.0,32.6,14.08,0.0,176.44,0.0,0.0,15.62,152.82,0.0
hsa-miR-372-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-374a-3p,0.0,0.0,0.0,0.0,0.0,0.0,9.22,0.0,0.0,8.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.73,0.0,0.0,6.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.67,6.86,0.0,0.0,15.86,0.0,39.05,0.0,0.0,8.74,0.0,0.0,0.0,10.01,0.0,0.0,0.0,0.0,50.94,0.0
hsa-miR-374a-5p,0.0,26.02,0.0,0.0,25.17,0.0,6.91,24.44,30.57,8.09,0.0,0.0,0.0,0.0,0.0,12.79,0.0,25.45,0.0,0.0,12.24,10.28,0.0,25.71,17.79,5.79,14.74,0.0,5.67,20.57,0.0,0.0,0.0,10.37,70.29,5.04,0.0,26.22,0.0,4.66,0.0,20.01,0.0,16.84,0.0,15.62,0.0,0.0
hsa-miR-374b-5p,0.0,0.0,0.0,0.0,25.17,14.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-375-3p,0.0,26.02,0.0,32.02,12.58,43.09,16.13,73.31,0.0,0.0,0.0,15.93,0.0,30.82,0.0,12.79,0.0,0.0,0.0,45.92,24.48,10.28,42.02,25.71,35.58,730.14,29.47,20.86,85.01,13.71,54.2,0.0,31.72,3835.59,234.3,35.25,9.28,402.04,50.31,349.25,84.45,5293.49,0.0,0.0,291.77,31.24,0.0,20.07
hsa-miR-378a-3p,119.12,78.07,13.27,112.08,37.75,43.09,85.25,36.66,30.57,40.47,23.89,15.93,0.0,0.0,0.0,51.15,106.73,38.18,91.77,0.0,67.33,20.57,58.83,35.99,53.37,5.79,58.95,125.15,90.67,47.99,27.1,104.16,31.72,155.5,288.97,40.28,9.28,26.22,33.54,190.92,42.23,260.17,58.81,25.26,51.49,62.48,0.0,0.0
hsa-miR-378a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-378c,0.0,0.0,13.27,0.0,12.58,14.36,0.0,36.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.25,0.0,0.0,0.0,0.0,0.0,0.0,5.14,0.0,0.0,14.74,0.0,0.0,0.0,0.0,0.0,15.86,20.73,23.43,0.0,0.0,8.74,0.0,0.0,0.0,0.0,0.0,8.42,0.0,31.24,0.0,0.0
hsa-miR-378d,0.0,0.0,0.0,0.0,0.0,0.0,2.3,24.44,0.0,24.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.31,12.24,0.0,0.0,0.0,0.0,0.0,0.0,20.86,0.0,6.86,0.0,0.0,0.0,0.0,46.86,0.0,0.0,8.74,0.0,4.66,0.0,30.02,0.0,0.0,0.0,15.62,0.0,0.0
hsa-miR-378e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-379-3p,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-379-5p,0.0,52.05,0.0,0.0,0.0,14.36,0.0,0.0,0.0,8.09,0.0,0.0,0.0,30.82,0.0,0.0,0.0,25.45,0.0,0.0,6.12,0.0,25.21,5.14,0.0,0.0,14.74,0.0,0.0,68.56,0.0,0.0,0.0,0.0,7.81,5.04,18.55,8.74,0.0,0.0,14.08,0.0,0.0,8.42,0.0,0.0,0.0,0.0
hsa-miR-381-3p,0.0,0.0,0.0,0.0,12.58,0.0,6.91,0.0,0.0,0.0,23.89,0.0,0.0,0.0,0.0,25.58,0.0,0.0,22.94,0.0,12.24,0.0,0.0,15.42,0.0,0.0,0.0,0.0,0.0,89.13,0.0,0.0,0.0,0.0,54.67,0.0,0.0,17.48,0.0,9.31,0.0,30.02,0.0,0.0,0.0,0.0,101.88,20.07
hsa-miR-382-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-382-5p,39.71,0.0,0.0,16.01,0.0,0.0,2.3,12.22,0.0,0.0,0.0,15.93,0.0,0.0,0.0,25.58,0.0,25.45,22.94,0.0,18.36,0.0,0.0,10.28,0.0,0.0,0.0,0.0,0.0,54.85,0.0,0.0,0.0,0.0,15.62,10.07,0.0,8.74,0.0,9.31,0.0,0.0,58.81,0.0,0.0,0.0,0.0,0.0
hsa-miR-3909,0.0,0.0,0.0,0.0,12.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.81,0.0,0.0,0.0,0.0,4.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3912-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3913-5p,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.01,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3922-3p,0.0,0.0,0.0,0.0,0.0,0.0,4.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.12,0.0,0.0,0.0,17.79,0.0,0.0,0.0,0.0,6.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3928-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.73,0.0,0.0,0.0,0.0,16.81,0.0,0.0,0.0,0.0,0.0,11.33,0.0,0.0,0.0,15.86,20.73,0.0,10.07,0.0,0.0,0.0,9.31,0.0,10.01,0.0,0.0,0.0,0.0,0.0,20.07
hsa-miR-3934-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3940-3p,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.73,0.0,0.0,0.0,0.0,0.0,5.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3960,0.0,0.0,13.27,0.0,0.0,0.0,0.0,0.0,0.0,24.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.73,0.0,0.0,6.12,0.0,8.4,10.28,0.0,11.59,14.74,0.0,5.67,0.0,0.0,0.0,15.86,20.73,0.0,20.14,0.0,17.48,0.0,9.31,14.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-409-3p,39.71,78.07,53.07,0.0,0.0,0.0,4.61,12.22,0.0,24.28,11.94,0.0,0.0,61.64,5.3,12.79,15.25,25.45,22.94,15.31,42.85,0.0,0.0,46.27,0.0,0.0,0.0,0.0,0.0,137.12,0.0,0.0,0.0,0.0,156.2,0.0,55.65,34.96,16.77,27.94,14.08,50.03,58.81,8.42,51.49,0.0,0.0,0.0
hsa-miR-411-3p,0.0,0.0,0.0,16.01,0.0,0.0,0.0,0.0,0.0,16.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.86,0.0,0.0,0.0,0.0,7.81,0.0,0.0,17.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-411-5p,0.0,26.02,26.54,0.0,0.0,0.0,0.0,0.0,0.0,8.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-421,0.0,0.0,0.0,0.0,0.0,0.0,4.61,12.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.79,15.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-423-3p,119.12,52.05,159.21,48.03,188.77,86.18,182.03,146.63,30.57,56.66,23.89,79.63,53.22,0.0,5.3,102.3,60.99,12.73,114.71,76.54,263.2,51.42,50.43,143.95,124.53,23.18,0.0,354.59,124.67,13.71,27.1,0.0,126.88,228.06,413.93,55.39,9.28,227.24,83.85,135.04,140.75,370.24,58.81,75.77,188.79,140.58,203.76,60.21
hsa-miR-423-5p,1707.43,1847.66,0.0,2962.13,717.32,1781.15,1094.46,1979.5,91.71,963.17,2890.48,971.52,2195.35,123.28,688.68,2276.19,1753.48,432.71,5047.38,3229.86,2160.71,51.42,1765.02,2765.87,142.32,115.9,663.17,1793.8,56.67,1686.61,3522.75,4166.45,2458.21,1845.23,22875.49,548.86,1159.41,270.94,3203.19,2118.79,774.15,2391.58,235.25,1666.85,5217.45,218.68,4329.89,60.21
hsa-miR-424-3p,0.0,0.0,0.0,16.01,12.58,0.0,16.13,12.22,30.57,24.28,0.0,0.0,13.31,0.0,0.0,51.15,0.0,25.45,0.0,15.31,6.12,0.0,58.83,0.0,0.0,0.0,29.47,20.86,5.67,6.86,0.0,0.0,15.86,31.1,195.25,10.07,0.0,0.0,16.77,4.66,14.08,90.06,58.81,25.26,120.14,15.62,0.0,0.0
hsa-miR-424-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.81,0.0,0.0,0.0,0.0,4.66,0.0,0.0,0.0,8.42,0.0,0.0,0.0,0.0
hsa-miR-425-3p,0.0,0.0,13.27,16.01,12.58,0.0,6.91,0.0,30.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.28,0.0,5.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.43,0.0,0.0,0.0,0.0,0.0,0.0,20.01,0.0,0.0,17.16,0.0,50.94,0.0
hsa-miR-425-5p,0.0,52.05,26.54,80.06,50.34,14.36,119.81,73.31,0.0,64.75,59.72,0.0,39.92,30.82,15.89,76.73,15.25,63.63,22.94,30.61,55.09,0.0,58.83,97.68,0.0,5.79,147.37,20.86,68.0,61.71,0.0,208.32,15.86,72.57,484.22,15.11,9.28,69.92,100.62,18.63,42.23,120.08,0.0,0.0,34.33,46.86,0.0,20.07
hsa-miR-4261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4284,0.0,0.0,0.0,0.0,12.58,0.0,0.0,12.22,0.0,0.0,23.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.1,0.0,0.0,0.0,0.0,5.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.01,0.0,0.0,17.16,0.0,0.0,20.07
hsa-miR-4302,39.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4306,0.0,0.0,0.0,0.0,0.0,0.0,9.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.25,0.0,0.0,0.0,6.12,0.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.24,5.04,0.0,8.74,0.0,0.0,14.08,20.01,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-431-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-432-5p,0.0,0.0,0.0,0.0,0.0,0.0,9.22,0.0,0.0,32.38,11.94,0.0,0.0,0.0,5.3,25.58,0.0,25.45,22.94,0.0,12.24,10.28,0.0,10.28,17.79,0.0,0.0,0.0,0.0,41.14,0.0,0.0,0.0,0.0,109.34,0.0,0.0,26.22,0.0,4.66,0.0,30.02,0.0,0.0,0.0,0.0,50.94,0.0
hsa-miR-4326,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.58,0.0,12.73,0.0,0.0,12.24,0.0,0.0,5.14,0.0,0.0,0.0,0.0,5.67,13.71,0.0,0.0,15.86,0.0,0.0,0.0,0.0,0.0,0.0,4.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-433-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.86,0.0,0.0,0.0,0.0,15.62,0.0,0.0,8.74,0.0,4.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4421,0.0,0.0,0.0,0.0,12.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4433b-3p,0.0,0.0,13.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.42,0.0,0.0,14.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.07,0.0,17.48,0.0,0.0,0.0,0.0,0.0,8.42,0.0,0.0,0.0,0.0
hsa-miR-4433b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.58,0.0,0.0,0.0,0.0,6.12,10.28,0.0,15.42,0.0,0.0,0.0,0.0,0.0,20.57,0.0,0.0,0.0,0.0,7.81,0.0,0.0,0.0,0.0,18.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4443,0.0,0.0,26.54,0.0,0.0,0.0,20.74,0.0,0.0,24.28,11.94,0.0,13.31,0.0,0.0,38.36,0.0,0.0,45.89,0.0,0.0,0.0,8.4,10.28,17.79,5.79,0.0,0.0,5.67,0.0,0.0,0.0,0.0,0.0,7.81,0.0,0.0,0.0,16.77,0.0,0.0,20.01,0.0,0.0,17.16,0.0,0.0,20.07
