miRNA,SRR12267548,SRR12267549
hsa-let-7a-2-3p,0.22,0.16
hsa-let-7a-3p,540.13,783.98
hsa-let-7a-5p,14554.09,14366.89
hsa-let-7b-3p,136.07,166.2
hsa-let-7b-5p,7714.57,8572.47
hsa-let-7c-3p,2.74,2.83
hsa-let-7c-5p,1184.13,969.03
hsa-let-7d-3p,1104.62,1620.73
hsa-let-7d-5p,1444.2,1663.08
hsa-let-7e-3p,9.85,6.94
hsa-let-7e-5p,543.02,405.98
hsa-let-7f-1-3p,80.62,90.41
hsa-let-7f-2-3p,183.23,222.27
hsa-let-7f-5p,21108.59,18755.58
hsa-let-7g-3p,26.13,34.39
hsa-let-7g-5p,8188.0,8779.42
hsa-let-7i-3p,248.74,332.18
hsa-let-7i-5p,12790.07,12523.3
hsa-miR-1-3p,31.91,23.5
hsa-miR-100-3p,0.0,0.21
hsa-miR-100-5p,823.75,786.92
hsa-miR-101-2-5p,0.37,0.37
hsa-miR-101-3p,20042.76,17718.68
hsa-miR-101-5p,16.36,12.98
hsa-miR-10394-3p,0.07,0.05
hsa-miR-10394-5p,0.15,0.21
hsa-miR-10399-3p,1.18,1.5
hsa-miR-10399-5p,1.78,2.4
hsa-miR-103a-1-5p,2.59,1.5
hsa-miR-103a-2-5p,27.69,26.7
hsa-miR-103a-3p,7363.14,237.6
hsa-miR-10401-3p,3.48,2.67
hsa-miR-10401-5p,0.07,0.0
hsa-miR-10526-3p,0.0,0.05
hsa-miR-10527-5p,0.22,0.11
hsa-miR-106a-3p,56.26,84.81
hsa-miR-106a-5p,144.95,166.89
hsa-miR-106b-3p,236.68,232.74
hsa-miR-106b-5p,3079.33,3292.3
hsa-miR-107,102.53,8332.05
hsa-miR-10a-3p,12.51,11.75
hsa-miR-10a-5p,687.6,559.41
hsa-miR-10b-3p,6.81,7.21
hsa-miR-10b-5p,1355.96,1006.15
hsa-miR-11399,0.15,0.32
hsa-miR-11400,1.33,0.8
hsa-miR-11401,0.37,0.37
hsa-miR-1179,0.15,0.11
hsa-miR-1180-3p,103.27,115.57
hsa-miR-1180-5p,0.07,0.27
hsa-miR-1185-1-3p,8.0,6.89
hsa-miR-1185-2-3p,1.26,1.98
hsa-miR-1185-5p,3.55,3.52
hsa-miR-1193,0.0,0.05
hsa-miR-1197,8.88,5.82
hsa-miR-12113,0.07,0.0
hsa-miR-12114,0.0,0.16
hsa-miR-12124,0.0,0.05
hsa-miR-12129,0.07,0.0
hsa-miR-12131,0.0,0.05
hsa-miR-12136,80.47,50.41
hsa-miR-122-3p,1.04,1.17
hsa-miR-122-5p,30.28,157.28
hsa-miR-1225-5p,0.22,0.0
hsa-miR-1226-3p,0.3,0.64
hsa-miR-1226-5p,0.0,0.05
hsa-miR-1228-3p,0.37,0.11
hsa-miR-1229-3p,0.3,0.11
hsa-miR-1233-5p,0.0,0.05
hsa-miR-1234-3p,0.0,0.11
hsa-miR-1236-5p,0.0,0.05
hsa-miR-1238-3p,0.15,0.0
hsa-miR-124-3p,107.12,82.08
hsa-miR-124-5p,0.37,0.21
hsa-miR-1243,0.15,0.32
hsa-miR-1245a,0.07,0.0
hsa-miR-1246,31.02,23.18
hsa-miR-1247-5p,0.44,0.48
hsa-miR-1248,0.22,0.16
hsa-miR-1249-3p,2.29,3.42
hsa-miR-1249-5p,0.07,0.0
hsa-miR-1250-5p,0.37,0.53
hsa-miR-1251-5p,0.15,0.21
hsa-miR-1252-5p,0.0,0.21
hsa-miR-1255a,1.41,0.75
hsa-miR-1255b-5p,4.74,5.02
hsa-miR-1256,0.07,0.21
hsa-miR-125a-3p,8.14,3.63
hsa-miR-125a-5p,221.06,190.33
hsa-miR-125b-1-3p,2.89,2.62
hsa-miR-125b-2-3p,4.07,3.15
hsa-miR-125b-5p,235.42,280.8
hsa-miR-126-3p,552.49,625.05
hsa-miR-126-5p,433.82,407.75
hsa-miR-1260b,2.52,1.82
hsa-miR-1262,0.15,0.21
hsa-miR-1264,0.07,0.05
hsa-miR-1266-5p,0.0,0.05
hsa-miR-1267,0.0,0.05
hsa-miR-1268a,13.03,9.08
hsa-miR-1268b,1.63,0.69
hsa-miR-127-3p,592.84,452.23
hsa-miR-127-5p,44.05,38.24
hsa-miR-1270,13.7,12.02
hsa-miR-1271-3p,1.78,1.07
hsa-miR-1271-5p,33.39,34.34
hsa-miR-1273c,2.0,1.71
hsa-miR-1273h-3p,0.74,0.59
hsa-miR-1273h-5p,0.15,0.16
hsa-miR-1275,0.22,0.11
hsa-miR-1276,0.15,0.11
hsa-miR-1277-3p,5.4,2.78
hsa-miR-1278,2.59,1.44
hsa-miR-128-1-5p,1.78,1.23
hsa-miR-128-3p,554.57,585.69
hsa-miR-1282,0.0,0.05
hsa-miR-1283,0.15,0.11
hsa-miR-1284,6.51,14.26
hsa-miR-1285-3p,172.94,200.96
hsa-miR-1285-5p,0.89,0.48
hsa-miR-1286,0.07,0.05
hsa-miR-1287-3p,0.15,0.91
hsa-miR-1287-5p,8.44,8.81
hsa-miR-1288-3p,0.22,0.32
hsa-miR-1289,0.44,0.48
hsa-miR-129-1-3p,1.04,0.43
hsa-miR-129-2-3p,2.96,2.19
hsa-miR-129-5p,4.96,3.9
hsa-miR-1290,0.07,0.0
hsa-miR-1291,0.22,0.11
hsa-miR-1292-5p,3.26,3.79
hsa-miR-1294,19.25,13.46
hsa-miR-1295a,0.52,0.37
hsa-miR-1296-3p,0.44,0.05
hsa-miR-1296-5p,17.47,15.22
hsa-miR-1297,0.37,5.71
hsa-miR-1298-5p,5.03,3.2
hsa-miR-1299,1.63,1.55
hsa-miR-1301-3p,15.1,15.59
hsa-miR-1301-5p,0.0,0.05
hsa-miR-1302,0.07,0.0
hsa-miR-1303,10.81,15.49
hsa-miR-1304-3p,0.0,0.16
hsa-miR-1304-5p,10.66,9.67
hsa-miR-1305,0.0,0.21
hsa-miR-1306-3p,0.81,0.85
hsa-miR-1306-5p,8.66,5.5
hsa-miR-1307-3p,30.13,28.3
hsa-miR-1307-5p,536.95,490.95
hsa-miR-130a-3p,492.23,534.8
hsa-miR-130a-5p,0.89,0.8
hsa-miR-130b-3p,112.31,133.67
hsa-miR-130b-5p,6.66,4.97
hsa-miR-132-3p,519.85,480.54
hsa-miR-132-5p,18.73,15.59
hsa-miR-1323,0.15,0.11
hsa-miR-133a-3p,2.67,2.3
hsa-miR-133a-5p,0.15,0.32
hsa-miR-133b,0.0,0.11
hsa-miR-134-3p,0.96,1.12
hsa-miR-134-5p,108.9,85.77
hsa-miR-1343-3p,0.0,0.43
hsa-miR-1343-5p,0.15,0.0
hsa-miR-135a-2-3p,0.44,0.43
hsa-miR-135a-3p,0.3,0.37
hsa-miR-135a-5p,65.52,52.76
hsa-miR-135b-3p,0.15,0.05
hsa-miR-135b-5p,31.54,25.69
hsa-miR-136-3p,134.07,131.7
hsa-miR-136-5p,37.31,28.79
hsa-miR-137-3p,3.11,3.04
hsa-miR-138-1-3p,0.07,0.05
hsa-miR-138-2-3p,0.0,0.11
hsa-miR-138-5p,6.37,5.45
hsa-miR-139-3p,0.67,1.17
hsa-miR-139-5p,38.64,35.46
hsa-miR-140-3p,598.47,804.38
hsa-miR-140-5p,102.61,89.67
hsa-miR-141-3p,109.71,66.92
hsa-miR-141-5p,0.3,0.37
hsa-miR-142-3p,1410.52,1273.76
hsa-miR-142-5p,3269.66,3772.35
hsa-miR-143-3p,1446.42,1040.75
hsa-miR-143-5p,23.39,18.75
hsa-miR-144-3p,37680.03,32322.36
hsa-miR-144-5p,181.01,215.54
hsa-miR-145-3p,8.44,6.41
hsa-miR-145-5p,216.25,135.33
hsa-miR-1468-5p,0.89,0.85
hsa-miR-146a-3p,2.22,2.83
hsa-miR-146a-5p,1076.78,1365.72
