miRNA,SRR22696370,SRR22696371,SRR22696372,SRR22696373,SRR22696374,SRR22696375,SRR22696376,SRR22696377,SRR22696378,SRR22696379,SRR22696380,SRR22696381,SRR22696382,SRR22696383,SRR22696384,SRR22696385,SRR22696386,SRR22696387,SRR22696388,SRR22696389,SRR22696390,SRR22696391,SRR22696392,SRR22696393
hsa-miR-106b-3p,354.23,320.98,161.35,0.59,0.0,0.0,741.68,419.14,110.94,312.37,186.14,230.36,49.62,226.67,129.08,210.23,184.01,124.51,43.16,291.48,37.33,60.52,240.98,0.0
hsa-miR-106b-5p,184.07,32.68,36.17,0.0,0.0,1.12,25.34,38.58,2.39,136.28,52.41,37.91,0.0,59.44,95.2,0.0,37.1,90.43,2.09,142.17,0.0,21.1,152.73,0.0
hsa-miR-107,32.61,40.5,557.32,94.46,0.0,0.0,32.58,68.4,213.53,75.38,118.94,47.97,0.0,0.0,507.55,22.18,318.3,178.77,127.79,144.67,0.0,107.5,135.34,0.0
hsa-miR-10a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.85,0.0
hsa-miR-10a-5p,72.04,204.1,182.99,83.31,1.04,0.0,237.71,256.63,58.45,277.39,544.3,618.99,120.08,24.18,207.92,693.96,242.62,125.91,41.9,202.18,60.58,42.2,222.73,0.0
hsa-miR-10b-5p,448.14,1813.46,742.47,204.17,190.19,53.78,1784.61,1652.61,425.86,1614.3,2358.63,2904.8,0.0,425.13,1645.29,2999.69,1227.2,1427.39,221.22,992.31,370.83,273.12,914.69,551.41
hsa-miR-11400,6.62,33.93,0.0,0.0,0.0,0.0,17.3,0.0,0.0,0.0,0.0,12.06,0.0,0.0,0.0,0.0,0.74,0.0,0.0,28.93,0.0,0.0,21.21,0.0
hsa-miR-11401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0
hsa-miR-1180-3p,148.96,224.35,76.97,1.17,0.0,0.0,112.22,85.35,47.72,7.24,46.37,122.94,0.0,30.22,0.0,138.39,35.61,0.0,7.54,64.65,0.0,36.23,19.09,0.0
hsa-miR-1185-1-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1185-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.93,0.0,0.0,0.0,0.0
hsa-miR-1185-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.65,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.0,0.0,0.0,0.0
hsa-miR-1207-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.99,0.0,11.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-122-5p,811.29,5429.55,1095.47,1409.86,2565.43,3.36,2496.13,5697.91,474.77,374.48,465.01,3882.55,51.77,2982.46,120.32,136.37,475.6,53.56,1919.37,6173.19,1114.93,1610.07,573.59,743.45
hsa-miR-1224-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1229-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.81,0.0,0.0,0.0,0.0,14.69,0.0,0.0,0.0
hsa-miR-1229-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1237-5p,0.0,0.0,0.0,0.0,0.0,0.0,24.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1246,1.34,26.82,4.95,9.39,0.0,0.0,0.0,19.88,10.74,12.06,35.61,9.48,0.0,0.0,0.0,2.52,37.1,11.13,2.09,27.15,0.0,15.93,10.61,0.0
hsa-miR-1249-3p,0.0,0.0,5.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1249-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1250-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1255a,1.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1255b-5p,2.69,0.0,7.42,0.0,0.0,0.0,0.0,18.71,0.0,0.0,0.0,9.48,0.0,20.65,0.0,0.0,28.19,0.0,10.89,17.5,0.0,0.0,0.0,0.0
hsa-miR-125a-3p,2.59,16.52,13.91,0.0,0.0,0.0,18.5,19.29,13.92,0.0,45.02,14.36,48.9,0.0,40.3,7.31,23.0,0.0,7.54,17.86,12.85,0.0,0.0,0.0
hsa-miR-125a-5p,9.78,27.0,22.26,1.76,1.04,1.12,31.37,32.15,2.39,1.21,29.57,11.78,0.0,0.0,2.34,11.09,0.0,0.0,6.7,22.15,25.7,28.67,0.42,0.0
hsa-miR-125b-1-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-125b-5p,3.17,0.0,14.22,21.12,2.09,11.2,0.8,21.63,1.99,0.6,2.69,0.0,0.0,1.01,0.0,1.26,0.0,0.0,0.0,16.43,0.0,0.0,0.0,0.0
hsa-miR-126-3p,106.28,250.11,262.12,1.17,0.0,0.0,231.27,156.67,114.12,217.09,340.02,380.87,0.0,59.44,450.31,287.87,360.59,622.57,49.02,360.06,49.57,128.2,350.43,45.69
hsa-miR-126-5p,140.91,655.82,258.41,27.58,0.0,0.0,103.37,222.73,55.27,1020.32,681.38,262.25,0.0,64.47,288.53,274.26,94.97,1030.2,72.48,373.28,3.06,27.07,358.92,23.46
hsa-miR-1260b,0.0,0.18,6.18,0.0,0.0,0.0,0.0,0.0,0.0,11.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1262,0.0,21.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1268a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1268b,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.54,0.0,35.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-127-3p,0.0,0.0,0.0,0.0,0.0,0.0,39.42,24.55,0.0,0.0,0.0,0.0,34.52,0.0,0.0,0.0,0.0,0.0,0.0,12.14,0.0,0.0,16.12,0.0
hsa-miR-127-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.55,0.0
hsa-miR-1270,13.72,0.0,19.16,0.0,0.0,0.0,0.0,7.6,13.52,15.08,0.0,0.0,0.0,0.0,0.0,0.0,66.03,0.0,0.0,0.0,0.0,0.0,18.67,0.0
hsa-miR-1273h-3p,7.1,45.65,8.65,21.71,0.0,0.0,0.0,0.0,8.75,0.0,0.0,0.0,68.31,0.0,0.0,15.88,0.0,0.0,9.22,36.43,0.0,20.31,41.15,38.9
hsa-miR-1273h-5p,0.0,25.76,10.51,0.0,0.0,0.0,0.0,18.71,0.0,0.0,0.0,0.0,0.0,41.3,36.8,0.0,30.42,0.0,0.0,10.0,0.0,0.0,0.0,0.0
hsa-miR-1275,0.0,0.0,0.0,0.0,0.0,0.0,11.26,0.0,5.17,0.0,0.0,0.0,0.0,17.13,5.84,0.0,0.0,10.43,2.51,0.0,0.0,8.76,6.36,0.0
hsa-miR-1278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
hsa-miR-128-1-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-128-3p,151.94,71.76,68.93,0.0,0.0,0.0,143.59,166.02,27.44,102.51,8.74,144.48,0.0,56.42,89.36,105.37,80.13,101.56,5.87,147.52,0.0,35.43,184.97,25.32
hsa-miR-1285-3p,4.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.39,0.0
hsa-miR-1287-5p,4.7,3.73,9.58,0.0,0.0,0.0,41.83,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-129-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.08,0.0,0.0,0.0,0.0,0.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1292-5p,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1294,8.06,0.0,0.31,0.0,0.0,0.0,0.0,0.0,5.17,0.0,0.0,5.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.27,0.0
hsa-miR-1296-5p,2.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1299,0.0,0.0,0.0,0.0,0.0,0.0,276.72,0.0,0.0,0.0,0.0,10.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1301-3p,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.51,0.0,0.0
hsa-miR-1303,5.37,0.0,4.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.34,7.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1304-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.97,0.0
hsa-miR-1306-3p,0.0,0.0,6.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1306-5p,0.0,0.0,7.73,0.0,0.0,0.0,28.15,0.0,12.33,25.33,0.0,0.0,0.0,0.0,0.0,10.59,0.0,0.0,7.12,0.0,0.0,0.0,0.0,0.0
hsa-miR-1307-3p,33.28,37.48,38.33,0.0,1.04,0.0,48.67,76.58,13.92,28.34,30.24,39.35,253.83,60.95,0.0,16.89,251.52,0.0,28.07,11.07,9.79,0.0,8.49,0.0
hsa-miR-1307-5p,326.32,50.8,8.35,21.71,0.0,21.29,85.67,177.71,7.16,22.92,64.51,87.32,187.68,0.0,51.98,52.68,227.78,112.69,10.06,248.97,47.12,19.91,113.7,0.0
hsa-miR-130a-3p,160.67,42.81,82.22,40.48,0.0,0.0,146.81,68.98,69.98,126.64,315.83,92.49,50.33,86.64,154.19,128.81,27.45,94.6,6.7,91.8,0.0,17.12,148.06,0.0
hsa-miR-130b-3p,123.93,151.7,98.6,0.59,0.0,0.0,44.24,84.18,49.31,70.55,46.37,82.15,64.0,22.16,168.79,10.34,55.65,0.0,8.38,45.01,0.0,0.0,20.36,0.0
hsa-miR-130b-5p,2.49,42.81,23.49,0.0,0.0,0.0,0.0,43.84,21.07,18.09,0.0,66.93,0.0,0.0,21.03,21.68,0.0,91.82,7.96,84.3,0.0,34.24,22.06,0.0
hsa-miR-132-3p,2.11,7.11,6.8,0.0,0.0,0.0,28.56,15.2,5.57,21.11,0.0,16.37,0.0,0.0,42.05,18.91,0.0,49.39,10.06,14.29,13.46,0.0,12.73,0.0
hsa-miR-1323,0.0,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.95,0.0,0.0,0.0,7.12,0.0,0.0,0.0,0.0,0.0
hsa-miR-133a-3p,0.0,0.0,36.17,0.0,0.0,0.0,0.0,33.32,0.0,18.69,0.0,9.48,0.0,2.01,1.17,3.02,56.39,0.0,5.87,0.0,0.0,0.4,15.27,0.0
hsa-miR-133a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-134-5p,5.47,82.42,21.33,0.59,0.0,0.0,26.14,68.98,6.36,36.18,0.0,38.78,1958.73,15.61,0.0,102.59,31.9,35.48,4.61,11.43,28.15,0.4,22.49,32.73
hsa-miR-1343-5p,0.0,0.0,0.0,27.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-135a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-136-3p,0.0,23.27,0.0,0.0,0.0,0.0,0.0,18.71,0.0,0.0,0.0,24.13,0.0,0.0,0.0,10.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-138-5p,2.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-139-3p,5.08,0.0,43.27,17.6,0.0,0.0,0.0,17.54,19.48,18.09,12.1,20.97,0.0,77.07,44.97,16.89,36.36,0.0,0.42,20.0,0.0,0.0,16.12,0.0
hsa-miR-139-5p,7.29,26.11,28.44,0.0,0.0,0.0,25.34,2.34,5.96,19.9,34.27,36.48,0.0,25.69,23.36,41.34,53.42,83.47,4.19,7.5,0.0,0.0,8.49,0.0
hsa-miR-140-3p,1026.15,519.4,493.33,32.86,0.0,0.0,684.16,803.8,214.72,552.98,165.31,345.83,225.07,240.77,259.32,524.06,300.49,85.56,104.75,398.28,11.63,124.62,514.2,0.0
hsa-miR-140-5p,18.32,22.03,9.89,0.0,0.0,0.0,28.96,80.09,52.09,1.81,0.0,0.0,0.0,0.0,0.0,5.29,22.26,54.26,4.61,51.08,0.0,0.0,23.76,22.23
hsa-miR-141-3p,0.0,0.0,5.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.11,0.0,0.0,0.0,8.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-142-3p,15.83,0.0,11.13,0.0,0.0,0.0,113.83,0.0,9.94,28.34,0.0,12.93,0.0,0.0,32.12,0.0,132.07,90.43,5.87,48.94,0.0,44.99,17.82,0.0
hsa-miR-142-5p,441.71,1076.99,999.03,53.98,54.34,0.0,897.33,441.94,388.88,1497.92,703.56,668.11,58.96,569.69,296.7,729.76,550.53,496.66,129.47,855.86,96.68,244.06,770.87,293.92
hsa-miR-143-3p,85.75,196.82,93.66,61.02,3.13,2.24,230.47,359.52,80.32,138.7,73.25,195.61,5.03,45.33,107.47,145.95,364.3,175.29,65.78,527.95,82.61,101.53,506.56,83.98
hsa-miR-143-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0
hsa-miR-144-3p,229.54,33.4,51.62,73.93,13.58,0.0,50.68,72.49,31.41,129.05,87.36,46.24,0.0,63.47,66.58,57.22,85.33,272.68,48.6,412.93,22.03,87.19,510.8,83.36
hsa-miR-144-5p,134.58,319.92,98.3,1.17,0.0,0.0,263.85,70.15,83.9,418.5,307.76,205.95,0.0,154.64,510.47,142.93,105.36,377.72,23.04,149.31,0.0,87.59,89.94,0.0
hsa-miR-145-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-145-5p,0.0,0.0,0.0,1.76,0.0,0.0,0.8,1.75,4.37,2.41,2.69,0.86,1.44,1.51,4.67,2.77,0.0,0.0,0.42,0.0,0.61,0.0,0.0,0.0
hsa-miR-1468-5p,3.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.48,0.0,0.0,0.0,12.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-146a-5p,153.57,447.64,239.56,42.24,0.0,0.0,956.06,237.34,97.82,630.77,239.22,214.85,1037.61,268.48,255.23,454.24,647.73,418.76,71.23,341.49,97.91,65.29,439.53,212.41
hsa-miR-146b-3p,6.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.03,12.5,0.0,0.0,0.0,0.0
hsa-miR-146b-5p,81.82,201.44,71.4,0.59,0.0,0.0,255.81,135.62,46.13,122.41,101.47,68.94,0.0,105.78,81.77,58.23,313.85,149.56,42.32,142.17,22.64,10.75,60.67,0.0
hsa-miR-148a-3p,1551.21,600.93,164.44,78.62,1.04,0.0,605.73,806.72,187.28,343.73,97.44,414.48,0.0,107.79,187.48,398.53,960.84,704.65,136.59,906.58,190.31,122.23,776.39,114.85
hsa-miR-148a-5p,48.92,0.0,5.56,0.0,0.0,0.0,20.92,30.98,0.0,0.0,0.0,12.06,43.86,0.0,0.0,3.53,0.0,41.74,5.03,0.0,0.0,0.0,29.7,0.0
hsa-miR-148b-3p,165.37,199.13,61.51,1.17,0.0,0.0,202.71,90.03,22.66,68.75,45.69,117.48,46.02,43.82,85.86,77.39,90.52,88.34,32.68,106.09,77.1,36.63,151.46,125.35
hsa-miR-148b-5p,1.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.87,0.0,0.0,5.0,0.0,0.0,22.91,0.0
hsa-miR-149-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-150-3p,5.76,37.13,56.57,11.15,0.0,0.0,69.98,23.38,54.87,13.87,53.09,45.96,0.0,24.68,39.72,30.0,0.0,0.0,9.22,0.0,18.36,35.83,10.18,37.67
hsa-miR-150-5p,0.0,59.86,119.01,23.47,0.0,0.0,90.9,32.74,33.4,86.23,0.0,100.24,0.0,26.19,0.0,145.95,28.94,38.26,26.82,57.15,94.85,108.69,33.09,0.0
hsa-miR-151a-3p,159.42,201.97,103.24,2.93,0.0,0.0,367.62,307.49,34.99,191.16,86.68,237.26,174.73,50.37,74.76,142.17,315.33,324.15,103.49,345.42,134.62,45.39,352.56,96.94
hsa-miR-151a-5p,14.87,36.77,17.93,0.0,1.04,0.0,43.04,87.1,9.54,40.4,45.02,7.76,0.0,0.0,46.72,0.0,7.42,29.22,9.22,89.66,39.16,60.92,103.09,0.0
hsa-miR-151b,0.48,17.94,14.84,14.08,0.0,0.0,0.0,0.0,0.0,0.0,0.67,9.19,0.0,11.08,0.0,0.0,0.0,25.74,1.26,0.0,0.0,0.0,0.0,0.0
