miRNA,GSM3939089,GSM3939090,GSM3939091,GSM3939092,GSM3939093,GSM3939094,GSM3939095,GSM3939096,GSM3939097,GSM3939098,GSM3939099,GSM3939100,GSM3939101,GSM3939102,GSM3939103,GSM3939104,GSM3939105,GSM3939106
hsa-miR-500b-5p,0.44,0.32,0.0,0.0,0.0,0.0,0.0,1.04,0.25,0.0,0.0,0.0,0.0,0.31,2.35,0.0,0.0,0.57
hsa-miR-501-3p,6.69,11.51,0.67,0.0,0.81,0.58,0.0,1.04,2.03,2.71,0.62,2.72,0.0,1.53,1.8,2.1,0.55,1.15
hsa-miR-501-5p,0.29,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.31,0.41,0.0,0.27,0.0
hsa-miR-5010-3p,0.29,0.16,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5010-5p,0.29,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.19
hsa-miR-502-3p,5.82,15.98,0.0,0.0,3.22,1.74,0.0,1.82,2.03,2.44,2.16,2.23,0.0,2.14,2.9,1.31,0.55,0.96
hsa-miR-502-5p,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.82,0.0
hsa-miR-503-3p,0.44,0.64,0.0,0.0,0.0,0.29,0.0,0.26,0.25,0.0,0.0,0.49,0.0,0.31,0.55,0.0,0.0,0.76
hsa-miR-503-5p,29.23,56.58,2.67,0.0,2.01,2.32,0.0,7.52,4.81,2.44,3.39,2.72,0.0,7.97,19.89,2.88,3.02,5.92
hsa-miR-504-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19
hsa-miR-504-5p,0.73,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-505-3p,4.07,8.79,1.34,0.0,1.21,1.45,0.91,2.85,3.04,1.35,1.23,1.48,0.0,1.23,7.18,0.79,2.2,0.96
hsa-miR-505-5p,1.31,1.44,0.67,0.0,0.4,0.0,0.0,0.0,0.0,0.81,0.31,0.0,0.0,0.0,1.11,0.26,0.27,0.38
hsa-miR-506-5p,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5088-5p,0.44,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-5090,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5094,0.0,0.8,0.67,0.0,0.0,0.0,0.0,0.26,0.0,0.54,0.0,0.25,0.0,0.0,0.28,0.0,0.0,0.0
hsa-miR-511-5p,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5187-5p,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.26,0.25,0.0,0.0,0.25,0.0,0.0,0.28,0.0,0.0,0.0
hsa-miR-5188,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5189-3p,0.15,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19
hsa-miR-519a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-520a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0
hsa-miR-520h,0.44,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-532-3p,1.75,1.92,0.67,0.0,2.42,0.87,0.0,0.26,0.76,0.81,1.54,0.99,0.0,0.61,2.62,0.0,0.55,0.19
hsa-miR-532-5p,45.95,109.32,3.34,0.53,12.49,6.39,0.0,16.08,13.68,10.02,9.54,12.12,0.0,20.53,38.26,9.96,9.33,11.65
hsa-miR-539-3p,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-541-5p,0.29,3.2,0.0,0.0,0.4,0.29,0.0,0.26,0.25,0.27,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-542-3p,15.71,31.17,2.67,21.8,11.28,8.14,12.69,14.78,16.72,12.18,8.31,9.9,0.76,6.74,11.74,5.77,4.94,3.63
hsa-miR-542-5p,1.02,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.49,0.0,0.0,1.24,0.26,0.82,0.0
hsa-miR-543,0.15,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-544a,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-544b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-545-3p,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-545-5p,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-548a-3p,0.73,2.56,0.0,0.53,1.21,0.0,0.0,0.52,0.25,0.0,0.62,0.25,0.0,0.31,0.83,0.26,0.27,0.0
hsa-miR-548a-5p,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-548aa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0
hsa-miR-548ac,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-548ad-5p,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-548ae-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-548am-5p,0.29,0.8,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-548aq-3p,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0
hsa-miR-548au-5p,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-548aw,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-548ay-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0
hsa-miR-548ay-5p,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0
hsa-miR-548az-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-548b-3p,0.15,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-548b-5p,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0
hsa-miR-548bc,0.0,0.48,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-548c-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0
hsa-miR-548d-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0
hsa-miR-548d-5p,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.52,0.51,0.0,0.31,0.0,0.0,0.0,0.41,0.26,0.0,0.38
hsa-miR-548e-3p,0.58,0.32,0.0,0.0,0.4,0.0,0.0,0.26,0.51,0.81,0.0,0.25,0.0,0.0,0.69,0.0,0.0,0.38
hsa-miR-548e-5p,0.44,2.24,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.27,0.62,0.49,0.0,0.61,1.24,0.52,0.0,0.0
hsa-miR-548f-3p,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0
hsa-miR-548h-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0
hsa-miR-548h-5p,0.0,0.0,0.0,0.53,0.0,0.0,1.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-548j-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-548j-5p,1.02,0.48,0.0,0.0,0.0,1.45,0.0,0.52,0.0,0.0,0.62,1.24,0.0,0.0,2.76,0.0,0.55,0.76
hsa-miR-548k,0.44,0.16,0.0,0.0,0.0,0.0,0.0,0.52,0.25,0.0,0.31,0.0,0.0,0.0,1.52,0.26,0.27,0.19
hsa-miR-548l,0.0,1.28,0.0,0.0,0.81,0.29,0.0,1.04,0.76,0.0,0.31,0.25,0.0,0.92,0.41,0.0,0.0,0.0
hsa-miR-548n,0.15,0.16,0.0,0.0,0.4,0.0,0.0,0.26,0.51,0.0,0.31,0.74,0.0,0.31,0.69,0.0,0.0,0.0
hsa-miR-548o-3p,0.58,0.0,0.0,0.0,0.4,0.87,0.0,0.0,0.25,0.0,0.31,0.25,0.0,0.0,0.97,0.0,0.0,0.0
hsa-miR-548q,0.29,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.19
hsa-miR-548s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-548t-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.25,0.0,0.0,0.25,0.0,0.0,0.28,0.0,0.0,0.0
hsa-miR-548u,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.74,0.0,0.31,0.0,0.26,0.0,0.0
hsa-miR-548z,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-549a-3p,0.15,1.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.55,0.0
hsa-miR-549a-5p,0.29,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0
hsa-miR-550a-3-5p,0.15,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-550a-3p,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.92,0.25,0.0,0.31,0.14,0.0,0.27,0.0
hsa-miR-550a-5p,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-556-3p,0.44,0.96,0.0,0.0,0.0,0.29,0.0,0.26,0.51,0.27,0.31,0.49,0.0,0.31,0.69,0.0,0.27,0.38
hsa-miR-556-5p,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-557,0.0,0.0,0.0,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53,0.0,0.0,0.0,0.0,0.19
hsa-miR-5581-3p,0.0,0.16,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5582-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-5583-3p,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0
hsa-miR-5585-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-5588-5p,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-561-3p,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-561-5p,0.15,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0
hsa-miR-5680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0
hsa-miR-5682,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5695,0.0,0.96,0.0,2.13,2.01,0.0,0.0,0.0,0.51,0.27,1.54,0.49,0.76,0.92,0.41,0.52,0.0,0.57
hsa-miR-5696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0
hsa-miR-5697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0
hsa-miR-5698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-5699-3p,0.0,0.48,0.0,0.0,0.4,0.29,0.0,0.0,0.51,0.27,0.0,0.0,0.0,0.0,0.14,0.26,0.0,0.0
hsa-miR-5699-5p,0.15,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11,0.0,0.0,0.0
hsa-miR-570-3p,0.29,1.44,0.67,0.0,0.0,0.29,0.0,0.0,0.25,0.27,0.31,0.25,0.0,0.0,1.24,0.0,0.0,0.0
hsa-miR-570-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0
hsa-miR-572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0
hsa-miR-574-3p,9.02,17.26,0.0,0.0,2.01,2.03,0.0,5.97,5.32,4.6,3.39,9.65,0.0,2.76,6.08,2.36,3.02,4.78
hsa-miR-574-5p,2.62,2.56,0.0,0.0,1.61,1.45,0.0,2.08,2.03,0.81,0.62,2.72,0.0,1.23,7.04,1.83,0.0,4.58
hsa-miR-576-3p,0.58,0.8,0.0,0.0,0.0,0.58,0.0,0.78,0.51,0.54,0.31,0.0,0.0,0.0,1.52,0.52,0.0,0.19
hsa-miR-576-5p,22.1,22.54,0.67,0.0,7.65,4.07,0.0,9.08,9.63,6.77,5.54,8.17,0.0,8.89,17.27,8.65,6.86,8.02
hsa-miR-577,0.15,0.16,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-579-3p,0.29,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0
hsa-miR-579-5p,0.15,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.69,0.26,0.0,0.0
hsa-miR-580-3p,0.0,0.0,0.0,2.13,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.25,0.0,0.0,0.55,0.26,0.0,0.0
hsa-miR-580-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-581,0.15,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.31,0.14,0.0,0.0,0.0
hsa-miR-582-3p,5.82,9.43,0.67,4.79,0.81,2.03,1.81,1.56,2.03,1.62,1.54,2.72,0.0,3.06,6.49,3.67,2.2,1.53
hsa-miR-582-5p,0.0,1.12,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.25,0.0,0.31,0.41,0.0,0.0,0.0
hsa-miR-584-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-584-5p,52.64,152.96,1.34,3.19,10.47,8.14,1.81,18.16,15.2,16.51,13.55,11.88,0.76,25.74,26.52,8.65,13.45,12.61
hsa-miR-586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-589-3p,2.62,1.92,0.0,0.0,0.0,0.0,0.0,0.78,1.01,0.54,0.31,0.74,0.0,0.31,2.62,0.52,0.55,0.19
hsa-miR-589-5p,49.88,98.93,2.67,0.0,8.86,5.52,0.91,12.97,12.41,8.39,10.16,14.6,0.0,16.24,33.57,10.48,10.98,10.51
hsa-miR-590-3p,17.16,13.59,1.34,0.0,8.46,8.72,0.0,11.67,14.44,5.68,11.39,18.31,0.0,3.06,46.0,4.72,5.49,7.64
hsa-miR-590-5p,1.16,1.6,0.67,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.31,0.0,0.0,0.0,3.04,0.26,0.0,0.19
hsa-miR-597-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.26,0.0,0.0
hsa-miR-597-5p,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-598-3p,15.12,20.94,0.0,0.0,3.22,2.91,0.0,2.33,4.31,2.71,2.77,3.71,0.0,5.82,11.74,1.83,3.57,3.44
hsa-miR-600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-602,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0
hsa-miR-6077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6125,0.15,0.16,0.0,1.06,1.21,0.29,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.61,0.83,0.52,0.0,0.0
hsa-miR-6126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0
hsa-miR-6128,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-614,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-615-3p,20.07,32.29,0.67,0.0,8.86,4.94,0.0,8.3,5.07,7.04,6.47,6.68,0.0,8.58,12.57,4.45,6.04,6.88
hsa-miR-616-3p,0.0,0.32,0.0,0.0,0.4,0.29,0.0,0.0,0.0,0.27,0.31,0.0,0.0,0.0,0.14,0.0,0.0,0.19
hsa-miR-616-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-619-5p,0.29,0.48,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.54,0.0,0.25,0.0,0.61,0.83,0.52,0.27,0.38
hsa-miR-622,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-624-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-624-5p,0.15,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.27,0.0
hsa-miR-625-3p,7.13,24.45,0.0,0.0,4.83,0.0,0.0,0.78,3.29,11.64,3.69,7.18,0.0,4.6,5.39,1.57,4.94,14.71
hsa-miR-625-5p,2.47,5.75,0.0,0.0,0.0,0.87,0.0,2.33,1.52,0.27,0.62,1.98,0.0,0.0,1.52,0.0,0.27,0.57
hsa-miR-627-3p,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0
hsa-miR-627-5p,0.44,2.08,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.62,0.0,0.0,0.0,2.21,0.0,0.0,0.19
hsa-miR-628-3p,2.47,5.27,0.67,1.06,1.21,0.87,0.0,1.04,1.52,1.08,0.31,1.98,0.0,0.61,2.35,0.79,0.55,0.19
hsa-miR-628-5p,1.16,1.6,0.67,0.0,1.21,0.58,0.0,1.56,3.04,1.62,0.92,2.97,0.0,0.92,2.62,0.79,0.82,1.15
hsa-miR-629-3p,1.45,0.32,0.0,0.0,0.0,0.29,0.0,0.52,0.0,0.54,0.0,0.99,0.0,0.31,1.8,0.26,0.82,0.96
hsa-miR-629-5p,130.59,240.38,2.0,0.53,34.65,21.8,0.0,40.72,37.74,38.71,32.94,36.87,0.0,31.87,81.63,31.71,20.04,26.93
hsa-miR-631,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-632,0.29,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.82,0.0
hsa-miR-636,0.15,0.32,0.0,0.0,0.4,0.0,0.0,0.26,0.76,0.27,0.31,0.49,0.0,0.0,0.28,0.0,0.0,0.19
hsa-miR-639,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0
hsa-miR-641,1.02,0.96,0.0,0.0,0.0,0.29,0.0,0.26,0.25,0.0,0.0,0.25,0.0,0.61,1.52,0.0,0.27,0.19
hsa-miR-642a-3p,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-643,0.15,0.96,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.62,0.0,0.0,0.0,0.28,0.0,0.0,0.19
hsa-miR-6499-5p,0.73,0.48,0.0,0.0,0.4,0.58,0.0,0.26,0.0,0.0,0.92,0.25,0.0,0.61,1.52,0.0,0.27,0.19
hsa-miR-6501-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6501-5p,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.19
hsa-miR-6502-3p,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6503-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-6505-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19
hsa-miR-6505-5p,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.31,0.0,0.0,0.0,0.83,0.26,0.0,0.0
hsa-miR-6509-5p,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-651-5p,5.53,11.83,0.67,0.0,1.61,1.45,0.0,1.82,1.52,0.81,0.62,3.46,0.0,2.14,5.8,1.83,1.65,1.15
hsa-miR-6510-3p,0.29,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.28,0.0,0.0,0.57
hsa-miR-6511a-3p,0.44,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.31,0.0,0.0,0.0,0.28,0.0,0.0,0.19
hsa-miR-6511a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.27,0.0
hsa-miR-6511b-3p,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.25,0.0,0.31,0.41,0.0,0.0,0.19
hsa-miR-6511b-5p,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6513-3p,0.0,0.0,1.34,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0
hsa-miR-6513-5p,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.28,0.0,0.0,0.19
hsa-miR-6514-5p,0.15,0.96,0.0,0.0,0.0,0.0,0.0,0.26,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
