miRNA,SRR21848191,SRR21848192,SRR21848193,SRR21848194,SRR21848195
hsa-miR-3121-3p,0.0,0.0,0.0,0.0,0.07
hsa-miR-3124-5p,0.0,0.0,0.97,0.14,0.0
hsa-miR-3125,0.0,0.0,0.0,0.37,0.0
hsa-miR-3127-3p,0.0,0.0,0.0,0.37,0.07
hsa-miR-3127-5p,0.0,0.0,0.32,0.23,0.56
hsa-miR-3128,0.0,0.0,0.0,0.56,0.0
hsa-miR-3129-3p,0.0,0.0,0.65,0.0,0.0
hsa-miR-3130-5p,0.0,0.0,0.0,0.05,0.0
hsa-miR-3131,0.0,0.0,0.0,0.0,0.21
hsa-miR-3133,0.0,6.04,0.0,0.05,0.0
hsa-miR-3135a,0.0,0.0,0.0,0.74,0.14
hsa-miR-3136-5p,0.0,0.0,0.0,0.14,0.14
hsa-miR-3138,0.0,0.0,0.0,0.05,0.0
hsa-miR-3139,0.0,0.0,0.0,1.39,0.7
hsa-miR-3143,0.0,12.08,1.95,14.63,3.28
hsa-miR-3144-3p,0.0,0.0,0.0,0.05,0.0
hsa-miR-3146,0.0,0.0,0.0,0.09,0.0
hsa-miR-3150a-5p,0.0,0.0,1.62,0.0,0.0
hsa-miR-3157-3p,0.0,0.0,0.0,0.23,0.0
hsa-miR-3157-5p,0.0,0.0,0.0,0.51,0.21
hsa-miR-3158-3p,0.0,13.29,0.0,53.48,9.43
hsa-miR-3158-5p,0.0,0.0,0.0,0.05,0.0
hsa-miR-3160-3p,0.0,0.0,0.0,0.88,0.7
hsa-miR-3163,0.0,0.0,0.0,1.06,0.0
hsa-miR-3164,0.0,0.0,0.0,0.19,0.0
hsa-miR-3165,0.0,0.0,0.0,0.14,0.0
hsa-miR-3173-3p,0.0,0.0,0.0,0.23,0.0
hsa-miR-3173-5p,0.0,0.0,3.24,0.46,0.49
hsa-miR-3176,0.0,0.0,0.0,2.82,1.61
hsa-miR-3177-3p,0.0,0.0,0.0,0.32,0.0
hsa-miR-3179,0.0,0.0,0.0,0.42,0.0
hsa-miR-3180-3p,0.0,0.0,0.0,0.14,0.0
hsa-miR-3187-3p,0.0,0.0,0.0,0.05,0.0
hsa-miR-3188,0.0,0.0,0.0,0.69,0.0
hsa-miR-3192-5p,0.0,1.21,0.0,0.37,0.0
hsa-miR-3193,0.0,14.5,0.0,0.0,0.0
hsa-miR-3194-3p,0.0,0.0,0.0,0.05,0.0
hsa-miR-3199,0.0,0.0,0.0,0.05,0.21
hsa-miR-32-3p,28.59,0.0,1.95,5.93,0.77
hsa-miR-32-5p,30.79,88.21,12.01,581.73,23.32
hsa-miR-3200-3p,0.0,0.0,4.87,5.88,3.35
hsa-miR-3200-5p,0.0,30.21,1.95,6.99,4.33
hsa-miR-320a-3p,1574.74,1581.74,4026.65,841.99,468.76
hsa-miR-320b,107.77,161.92,29.85,41.81,6.7
hsa-miR-320c,0.0,6.04,5.19,0.28,0.28
hsa-miR-320d,26.39,0.0,0.0,0.37,0.0
hsa-miR-323a-3p,15.4,7.25,2.27,0.0,0.28
hsa-miR-323b-3p,0.0,0.0,0.0,0.0,0.14
hsa-miR-324-3p,81.38,27.79,3.57,11.34,3.42
hsa-miR-324-5p,0.0,73.71,22.71,180.25,72.19
hsa-miR-326,0.0,0.0,0.0,0.0,0.28
hsa-miR-328-3p,239.73,93.04,48.02,10.79,3.91
hsa-miR-329-3p,0.0,0.0,1.3,0.0,0.0
hsa-miR-330-3p,59.38,13.29,0.97,0.09,0.0
hsa-miR-330-5p,0.0,8.46,2.27,1.62,0.14
hsa-miR-331-3p,4.4,0.0,1.3,1.3,0.49
hsa-miR-331-5p,0.0,0.0,0.0,0.46,0.0
hsa-miR-335-3p,574.03,362.51,32.77,0.69,0.0
hsa-miR-335-5p,81.38,10.88,12.98,12.59,2.72
hsa-miR-337-5p,0.0,0.0,0.0,0.09,0.0
hsa-miR-339-3p,0.0,8.46,6.49,12.27,0.98
hsa-miR-339-5p,420.08,117.21,35.04,25.74,5.24
hsa-miR-33a-3p,0.0,0.0,0.0,0.42,0.0
hsa-miR-33a-5p,21.99,16.92,2.27,3.29,0.0
hsa-miR-33b-3p,0.0,0.0,0.0,0.05,0.0
hsa-miR-33b-5p,0.0,16.92,13.95,155.85,15.36
hsa-miR-340-3p,87.97,30.21,8.11,6.2,0.0
hsa-miR-340-5p,727.99,381.84,64.57,52.18,12.64
hsa-miR-342-3p,81.38,43.5,51.59,6.39,6.14
hsa-miR-342-5p,37.39,26.58,23.04,11.44,3.07
hsa-miR-345-5p,0.0,53.17,29.2,64.27,63.18
hsa-miR-34a-5p,807.16,180.05,33.1,1.02,0.0
hsa-miR-34c-5p,0.0,0.0,3.89,0.0,0.0
hsa-miR-3605-3p,0.0,0.0,4.22,1.06,1.61
hsa-miR-3605-5p,0.0,0.0,2.92,8.33,1.61
hsa-miR-3609,0.0,0.0,0.97,0.09,0.0
hsa-miR-361-3p,0.0,36.25,8.44,6.44,1.82
hsa-miR-361-5p,109.97,29.0,18.17,2.92,0.0
hsa-miR-3611,0.0,0.0,0.0,0.32,0.0
hsa-miR-3613-3p,11.0,0.0,1.95,4.44,1.68
hsa-miR-3613-5p,8.8,64.04,191.44,50.47,7.33
hsa-miR-3614-3p,0.0,0.0,0.0,0.32,0.0
hsa-miR-3614-5p,0.0,0.0,0.65,0.0,0.0
hsa-miR-3615,63.78,54.38,59.38,108.3,51.94
hsa-miR-362-3p,11.0,26.58,0.32,5.32,1.47
hsa-miR-362-5p,0.0,0.0,3.57,1.25,1.05
hsa-miR-3620-3p,0.0,0.0,0.0,0.19,0.0
hsa-miR-363-3p,2.2,184.88,238.48,600.34,141.45
hsa-miR-363-5p,0.0,0.0,0.0,0.69,0.0
hsa-miR-3648,0.0,0.0,0.97,0.0,0.0
hsa-miR-3651,0.0,0.0,0.0,0.19,0.0
hsa-miR-3657,0.0,0.0,0.0,0.46,0.0
hsa-miR-365a-3p,0.0,13.29,7.79,1.11,0.0
hsa-miR-365b-3p,244.13,0.0,2.27,0.0,0.0
hsa-miR-365b-5p,0.0,0.0,0.32,0.14,0.0
hsa-miR-3661,0.0,0.0,0.0,0.09,0.0
hsa-miR-3675-5p,0.0,0.0,0.0,1.02,0.0
hsa-miR-3677-3p,0.0,0.0,0.0,0.05,0.0
hsa-miR-3679-5p,0.0,0.0,0.0,0.14,0.0
hsa-miR-3680-5p,0.0,0.0,0.0,0.32,0.07
hsa-miR-3682-3p,0.0,0.0,0.0,0.05,0.28
hsa-miR-3683,0.0,0.0,0.0,0.05,0.07
hsa-miR-3684,0.0,0.0,0.0,1.3,0.14
hsa-miR-3688-3p,0.0,15.71,2.6,6.99,1.33
hsa-miR-369-3p,0.0,0.0,3.57,0.23,0.56
hsa-miR-369-5p,0.0,0.0,0.0,0.14,0.0
hsa-miR-3691-3p,0.0,0.0,0.0,0.09,0.28
hsa-miR-3691-5p,0.0,0.0,0.0,0.56,0.0
hsa-miR-371a-5p,0.0,0.0,8.11,0.0,0.0
hsa-miR-373-3p,0.0,22.96,0.0,0.42,0.0
hsa-miR-374a-3p,0.0,29.0,24.66,106.08,42.94
hsa-miR-374a-5p,369.49,58.0,14.93,45.51,5.17
hsa-miR-374b-3p,0.0,0.0,0.0,0.65,0.07
hsa-miR-374b-5p,151.76,62.83,0.0,1.39,0.77
