miRNA,SRR11057475,SRR11057476,SRR11057477,SRR11057478,SRR11057479,SRR11057480,SRR11057481,SRR11057482,SRR11057483,SRR11057484,SRR11057485,SRR11057486,SRR11057487,SRR11057488,SRR11057489,SRR11057490,SRR11057491,SRR11057492,SRR11057493,SRR11057494,SRR11057495,SRR11057496,SRR11057497,SRR11057498,SRR11057499,SRR11057500,SRR11057501,SRR11057502,SRR11057503,SRR11057504,SRR11057505,SRR11057506,SRR11057507,SRR11057508,SRR11057509,SRR11057510,SRR11057511,SRR11057512,SRR11057513,SRR11057514,SRR11057515,SRR11057516,SRR11057517,SRR11057518,SRR11057519,SRR11057520
hsa-let-7a-3p,0.17,0.0,0.6,0.0,0.0,0.0,0.0,0.99,0.0,0.12,0.32,0.72,0.0,0.0,0.0,0.18,0.2,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.5,0.74,0.14,0.16,0.11,0.17,2.14,3.34,0.09,0.46,0.72,0.44,0.12,0.0,0.3,0.1,0.12,0.0,0.12,0.0,0.26,0.13
hsa-let-7a-5p,54.27,29.08,66.85,48.32,34.28,70.62,45.21,250.51,96.99,28.02,272.54,307.07,29.94,28.84,33.53,25.43,35.49,23.23,68.91,26.22,92.03,67.04,40.66,50.81,15.28,103.24,30.47,31.29,39.34,27.03,260.42,390.98,30.28,44.31,189.9,183.22,35.47,19.96,27.62,43.02,37.48,22.82,37.19,20.99,73.41,41.64
hsa-let-7b-3p,1.18,0.0,0.2,0.0,0.19,0.26,0.0,0.0,0.0,0.0,0.32,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07,1.94,0.27,0.31,0.1,0.11,0.24,0.0,0.0,0.2,0.0,0.12,0.36,0.1,0.0,0.26
hsa-let-7b-5p,10.79,4.08,9.92,5.96,7.12,7.76,4.31,42.46,24.63,2.96,64.62,58.82,0.92,0.84,1.54,0.36,2.39,1.5,4.16,2.9,4.18,2.27,0.83,0.7,2.16,10.94,2.02,2.77,5.03,7.17,62.48,136.61,7.82,7.85,22.94,11.29,2.79,0.94,2.09,7.34,4.83,4.03,5.76,4.18,13.29,5.99
hsa-let-7c-3p,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7c-5p,32.53,11.23,29.55,21.62,13.49,24.83,3.94,77.46,36.95,4.96,59.82,67.48,2.14,2.93,2.3,2.72,1.99,3.84,8.32,4.97,6.96,9.09,9.13,7.66,2.66,13.53,4.33,5.38,3.42,2.45,27.77,99.64,5.21,5.08,19.77,12.07,2.67,1.22,1.89,8.97,7.19,2.19,8.04,3.46,19.73,10.41
hsa-let-7d-3p,0.84,0.13,1.39,0.22,0.19,2.07,0.12,2.23,0.0,0.0,1.6,2.16,0.0,0.42,0.0,0.36,0.6,0.0,0.59,0.41,0.38,3.41,0.0,0.0,0.17,0.56,0.14,0.0,0.43,0.26,1.07,3.87,0.45,0.77,1.43,1.11,0.49,0.19,0.3,0.0,0.0,0.12,0.12,0.71,1.05,0.13
hsa-let-7d-5p,2.36,0.77,1.39,0.88,0.75,1.55,0.74,4.47,3.08,0.47,4.48,4.69,0.31,0.84,0.26,1.09,1.2,0.17,2.97,0.55,2.28,0.0,1.66,0.0,0.5,1.3,0.72,0.81,0.75,0.52,3.92,4.75,0.54,0.62,2.77,1.66,0.36,0.09,0.4,0.61,0.47,0.46,0.6,0.41,1.45,1.3
hsa-let-7e-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7e-5p,2.86,2.04,6.15,4.19,2.44,4.14,2.34,10.92,9.24,1.06,13.12,18.76,1.53,1.67,3.07,1.63,1.4,2.51,6.53,2.62,6.71,5.68,2.07,2.78,0.66,7.97,0.87,1.96,1.39,1.22,8.01,13.55,1.53,1.23,5.43,8.3,1.34,1.6,1.49,2.14,1.18,0.92,1.68,1.22,2.24,1.82
hsa-let-7f-1-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0
hsa-let-7f-2-3p,0.0,0.0,0.4,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.18,0.35,0.09,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.26
hsa-let-7f-5p,54.94,25.9,74.19,56.04,27.73,71.91,30.55,156.66,100.07,17.26,150.34,224.44,24.14,13.37,38.14,21.43,45.06,19.55,52.28,19.73,67.73,46.59,27.8,45.94,15.28,103.24,23.54,24.44,23.09,21.25,132.26,236.6,22.29,19.85,104.17,78.71,20.89,13.37,14.01,26.61,27.58,16.71,24.83,10.6,51.57,30.06
hsa-let-7g-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7g-5p,10.95,6.38,11.5,6.62,7.49,11.12,7.51,44.69,16.93,7.33,44.46,40.05,6.42,3.76,6.4,6.72,11.56,7.69,8.32,4.69,20.38,6.82,9.54,5.57,4.98,28.54,7.65,9.13,7.91,8.22,60.17,101.4,7.82,8.61,39.44,32.44,5.1,4.61,7.25,9.07,6.72,4.49,6.6,3.87,14.6,7.03
hsa-let-7i-3p,0.0,0.0,0.0,0.44,0.19,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.09,0.0,0.7,0.0,0.0,0.1,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7i-5p,4.38,1.02,5.16,2.43,1.69,4.14,1.72,9.43,6.16,1.3,20.79,15.52,0.92,0.84,3.07,2.54,8.37,1.5,4.16,1.24,5.06,4.55,2.9,0.0,0.83,5.93,1.01,0.98,2.03,2.27,14.6,28.52,2.25,2.46,6.35,7.86,1.7,1.13,1.59,2.34,2.24,1.27,1.56,1.02,5.53,2.6
hsa-miR-100-3p,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-100-5p,1.85,1.91,3.17,1.76,0.75,2.85,2.22,14.9,6.16,1.89,17.27,15.88,2.44,2.09,1.54,0.73,2.39,3.51,0.0,2.76,5.06,2.27,1.24,0.7,1.66,5.37,1.44,2.44,2.25,2.36,13.17,11.27,1.26,1.54,11.57,11.74,2.55,1.04,1.59,1.84,0.71,0.92,1.68,0.92,2.37,1.04
hsa-miR-101-2-5p,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-101-3p,18.54,7.27,30.35,17.87,12.18,27.16,8.99,69.27,27.71,8.87,85.09,73.61,5.81,7.94,9.47,9.26,11.56,15.87,26.14,14.9,32.41,22.73,15.35,17.4,11.63,62.46,16.32,15.97,17.11,16.01,166.26,189.95,19.05,12.77,58.59,56.24,10.81,10.92,15.1,18.56,16.85,9.79,14.51,5.81,22.1,14.83
hsa-miR-101-5p,0.0,0.0,0.0,0.22,0.19,0.0,0.0,0.5,0.0,0.0,0.32,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.11,0.09,0.53,1.06,0.0,0.0,0.31,0.0,0.24,0.09,0.1,0.0,0.0,0.0,0.12,0.2,0.0,0.0
hsa-miR-10226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.89,0.35,0.0,0.15,0.1,0.11,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.0,0.26
hsa-miR-10392-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.26,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10392-5p,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.1,0.13,0.0
hsa-miR-10393-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.11,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.13
hsa-miR-10393-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0
hsa-miR-10394-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.21,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.12,0.12,0.0,0.0,0.0,0.0
hsa-miR-10394-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26
hsa-miR-10395-3p,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.59,0.0,1.19,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.14,0.33,0.0,0.0,0.0,0.0,0.0,0.15,0.31,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.13,0.13
hsa-miR-10395-5p,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.0
hsa-miR-10396a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.13
hsa-miR-10396a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10396b-3p,0.17,0.13,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.0
hsa-miR-10396b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10399-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0
hsa-miR-10399-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-103a-3p,77.35,6.12,13.29,33.09,11.8,2.07,5.67,196.14,3.08,37.0,114.2,105.36,0.61,10.45,3.07,0.91,12.56,4.68,208.52,4.69,4.3,18.18,3.73,14.62,1.99,10.38,3.03,11.9,31.22,5.51,451.43,37.14,3.86,0.46,116.26,68.75,3.04,3.48,2.78,0.31,0.71,6.22,0.6,20.89,76.56,3.77
hsa-miR-10400-3p,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10400-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10401-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.2,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10401-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-105-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.31,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-105-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-106a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.17,0.53,0.53,0.0,0.0,0.1,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13
hsa-miR-106a-5p,0.67,0.0,0.4,0.0,0.37,0.26,0.12,0.74,0.0,0.0,1.6,1.44,0.0,0.0,0.0,0.0,0.0,0.0,1.19,0.14,0.0,0.0,0.0,0.0,0.0,0.19,0.14,0.16,0.11,0.52,2.49,5.46,0.18,1.08,0.1,0.44,0.12,0.09,0.0,0.41,0.0,0.12,0.12,0.0,0.53,0.26
hsa-miR-106b-3p,2.19,1.4,1.39,2.87,1.69,4.4,2.59,10.43,9.24,0.95,8.32,9.02,0.61,1.67,0.77,1.45,1.2,2.34,1.78,2.48,6.96,0.0,3.32,2.09,1.33,7.78,1.88,2.12,2.78,2.89,10.68,12.85,0.99,2.15,7.99,7.42,1.82,1.6,1.69,2.45,1.3,0.69,1.92,1.43,1.97,0.91
hsa-miR-106b-5p,1.52,1.02,1.79,1.76,1.5,0.26,0.74,9.43,3.08,0.95,6.72,5.77,0.92,1.67,1.28,1.27,1.59,0.67,4.75,1.93,4.43,9.09,2.49,0.7,1.16,6.86,1.16,3.1,1.92,1.92,11.93,10.91,2.07,1.38,7.27,10.3,2.31,1.22,1.79,2.75,0.82,0.69,1.08,0.2,1.45,1.04
hsa-miR-107,0.51,10.08,0.6,0.0,0.56,0.0,26.48,0.0,18.47,0.0,2.56,0.0,0.92,0.0,9.98,0.0,1.4,0.17,20.2,0.0,45.45,2.27,0.0,1.39,0.0,9.27,1.73,0.0,2.99,0.09,0.36,61.44,0.0,0.15,0.1,7.42,2.31,0.09,18.78,21.0,0.12,0.12,0.0,0.0,0.39,0.0
hsa-miR-10a-3p,0.34,0.0,0.6,0.0,0.19,0.0,0.37,0.99,0.0,0.12,0.96,2.16,0.0,1.25,0.0,0.91,0.2,0.33,0.59,0.14,0.76,0.0,0.41,0.0,0.17,1.67,0.58,0.0,0.21,0.0,1.07,1.76,0.0,0.31,1.13,1.55,0.12,0.19,0.6,0.41,0.0,0.0,0.36,0.2,0.53,0.13
hsa-miR-10a-5p,386.1,248.75,391.75,264.53,315.29,325.42,586.7,3221.93,891.36,474.51,3086.83,2938.62,328.45,415.41,323.77,416.32,341.72,548.42,556.05,453.76,1274.65,557.91,543.88,435.05,329.03,1863.06,405.76,465.89,245.8,220.07,2331.36,1628.53,160.85,217.99,2163.11,2330.62,379.11,331.34,391.28,429.43,313.12,325.88,343.32,218.15,499.76,242.82
hsa-miR-10b-3p,0.17,0.0,0.0,0.0,0.0,0.26,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.14,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.35,0.0,0.0,0.41,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0
hsa-miR-10b-5p,723.15,259.85,599.83,311.96,582.06,558.75,561.08,2988.55,1009.91,465.76,4130.91,3276.72,156.43,244.06,185.82,210.52,174.45,590.87,690.91,461.21,1387.57,628.36,675.81,287.48,257.94,1468.46,320.57,337.97,485.93,467.6,4539.54,5379.92,354.86,477.05,2713.26,2867.45,451.14,369.76,461.63,521.91,236.52,260.89,282.86,186.26,801.54,250.24
hsa-miR-11181-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1180-3p,0.34,0.0,0.2,0.44,0.0,0.26,0.25,1.24,0.0,0.24,1.92,1.44,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.28,0.76,0.0,0.0,0.0,0.17,0.93,0.14,0.0,0.0,0.09,1.25,0.7,0.09,0.31,0.51,0.33,0.12,0.19,0.1,0.31,0.0,0.23,0.0,0.1,0.0,0.0
hsa-miR-1180-5p,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1181,0.0,0.13,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0
hsa-miR-1185-1-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.14,0.25,0.0,0.0,0.0,0.0,0.0,0.14,0.16,0.21,0.0,0.89,0.88,0.09,0.0,0.0,0.11,0.0,0.0,0.0,0.1,0.0,0.12,0.0,0.2,0.13,0.0
hsa-miR-1185-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.09,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1185-5p,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1207-5p,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0
hsa-miR-12119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12136,5.56,1.91,3.77,5.29,3.56,5.95,4.56,24.33,7.7,10.05,23.03,24.18,3.36,11.7,5.63,5.81,8.77,7.19,7.72,6.21,5.95,15.91,8.3,5.57,1.16,4.08,3.9,4.56,5.99,3.94,5.7,9.51,2.79,2.31,21.82,17.49,11.9,4.71,4.67,9.69,8.01,8.07,6.84,1.43,3.16,6.51
hsa-miR-122-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.55,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.11,0.0,0.18,0.18,0.09,0.15,1.02,1.0,0.0,0.09,0.0,0.0,0.0,0.0,0.12,0.0,0.13,0.13
hsa-miR-122-5p,0.0,0.89,0.0,0.44,0.56,0.0,3.2,8.94,4.62,0.83,10.56,4.69,0.0,0.0,0.26,0.0,0.2,0.84,1.78,0.14,7.22,0.0,0.41,1.39,0.83,8.71,0.72,1.96,0.86,0.35,16.38,0.18,0.0,0.0,10.45,5.87,0.24,0.85,1.19,0.31,0.0,0.23,0.48,0.1,0.66,0.39
hsa-miR-1225-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
