miRNA,SRR22806505,SRR22806506,SRR22806507,SRR22806508,SRR22806509,SRR22806510,SRR22806511,SRR22806512,SRR22806513,SRR22806514,SRR22806515,SRR22806516,SRR22806517,SRR22806518,SRR22806519,SRR22806520,SRR22806521,SRR22806522,SRR22806523,SRR22806524,SRR22806525,SRR22806526,SRR22806527,SRR22806528
hsa-miR-4488,3.23,8.05,0.0,3.21,0.0,0.0,0.0,6.32,0.0,4.45,7.4,0.0,15.34,2.84,4.22,2.14,8.08,6.28,4.76,2.43,3.13,20.29,0.0,6.27
hsa-miR-4489,0.0,0.0,0.0,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.76,0.0,0.0,0.0,0.0
hsa-miR-4492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.4,0.0,0.0
hsa-miR-4494,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.78,0.0,0.0
hsa-miR-4497,0.36,0.0,0.0,7.11,0.0,0.0,0.0,4.97,0.0,7.68,5.73,18.12,0.45,0.0,1.41,0.54,2.59,0.0,3.81,5.31,3.3,2.78,0.0,5.37
hsa-miR-449a,3.59,0.0,0.0,0.0,0.0,0.0,0.0,27.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-449c-5p,1.79,0.0,0.0,0.0,0.0,0.0,2.17,326.89,0.0,0.0,0.0,0.0,0.0,0.0,2.82,0.0,0.0,3.35,0.0,0.0,2.26,0.0,0.0,0.0
hsa-miR-4500,0.0,0.0,0.0,2.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4504,0.0,0.0,4.4,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.61,0.35,0.0,0.0,0.0
hsa-miR-4508,0.72,3.22,4.89,0.0,1.76,1.84,6.52,18.51,6.29,15.77,2.15,0.0,0.0,3.12,1.94,2.14,9.05,3.77,4.12,2.12,1.91,3.98,2.13,0.0
hsa-miR-450a-1-3p,0.0,0.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,6.87,0.24,0.0,0.0,4.83,4.93,0.0,0.0,2.93,0.0,9.26,0.0,0.0,0.0,0.9
hsa-miR-450a-2-3p,3.59,9.12,11.73,81.39,2.64,0.0,3.26,7.22,1.05,13.75,26.98,12.79,31.57,22.15,95.03,4.82,34.92,31.39,15.54,94.98,15.47,2.78,12.54,50.46
hsa-miR-450a-5p,260.6,100.83,163.23,771.09,58.95,42.91,193.84,90.3,46.13,485.95,222.74,119.91,189.89,224.36,688.82,166.51,385.36,719.77,357.82,751.82,340.07,234.69,146.01,555.06
hsa-miR-450b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0
hsa-miR-450b-5p,141.79,255.3,173.98,402.76,29.03,9.81,76.02,18.06,3.15,87.73,55.62,56.49,117.72,110.76,708.71,118.32,338.81,430.19,151.31,302.25,168.47,123.71,94.19,476.53
hsa-miR-4511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58,0.0,0.0,0.0,0.0,1.67,0.0,0.0,0.0,0.0
hsa-miR-4516,0.72,4.83,0.49,0.0,0.0,0.31,0.54,8.58,2.1,0.0,2.86,0.0,0.0,0.0,4.22,0.0,14.55,1.26,0.0,0.0,0.17,3.98,0.0,0.0
hsa-miR-451a,330.24,188.25,3052.42,12753.42,1032.0,135.47,0.0,401.84,207.6,2.43,1696.66,236.1,227.78,1071.79,6617.0,4.28,25.54,375.37,735.63,135.8,7357.96,3.98,426.92,2139.02
hsa-miR-452-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06,0.0,0.0,0.0,0.0,1.21,2.09,0.0,0.0,0.0
hsa-miR-452-5p,5.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.41,0.0,0.0,0.0,0.0,0.0,5.91,0.0,0.0,0.0
hsa-miR-4521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.48
hsa-miR-4533,0.0,0.0,0.0,1.67,0.0,0.0,0.0,0.0,0.0,8.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-454-3p,3.95,0.0,0.0,2.09,0.0,0.0,0.0,0.0,0.0,0.0,6.45,0.0,0.0,0.0,2.29,2.14,0.0,0.0,0.0,2.58,4.0,0.0,0.0,0.0
hsa-miR-454-5p,2.15,0.0,0.0,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,2.14,0.0,0.0,0.0,0.91,3.13,0.0,0.0,1.49
hsa-miR-455-3p,6.46,1.07,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,1.43,0.0,0.9,0.0,5.1,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-455-5p,3.23,0.0,0.0,14.35,0.0,7.36,19.0,51.02,2.1,18.19,44.88,2.66,11.28,42.88,27.1,1.61,12.61,19.25,3.49,7.13,68.5,8.75,2.6,5.67
hsa-miR-4635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.37,0.0,0.0,0.0,0.0
hsa-miR-4638-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0
hsa-miR-4638-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4647,0.0,0.0,0.0,2.93,0.0,0.0,0.0,0.0,0.0,0.0,5.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.28,0.0,0.0,0.0,0.0
hsa-miR-4649-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4649-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4652-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4653-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,0.0,0.0,0.0
hsa-miR-4654,0.0,0.54,1.47,0.28,0.0,0.0,0.0,0.0,0.0,0.0,5.01,0.0,0.45,0.0,0.0,0.0,0.32,0.0,0.32,1.37,0.0,0.8,0.0,0.0
hsa-miR-4655-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.4,0.0,1.19
hsa-miR-4658,2.15,0.0,0.0,10.17,0.0,0.0,0.0,0.0,4.19,0.0,13.13,1.6,0.0,5.96,0.0,0.0,6.47,1.26,0.0,10.47,1.22,0.0,3.08,2.39
hsa-miR-4659a-3p,0.0,0.0,0.0,1.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4659a-5p,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4659b-5p,0.0,0.0,0.0,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4661-5p,0.0,9.12,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.0,1.23,0.0,0.0,0.0,0.0,8.5,1.39,0.0,0.0,0.0
hsa-miR-4662a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4664-3p,0.0,0.0,0.0,2.79,0.0,0.0,0.0,0.0,1.05,0.0,1.43,0.0,0.0,3.41,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,2.99
hsa-miR-4665-5p,1.79,5.9,3.42,4.18,0.0,0.0,0.0,0.0,0.0,12.13,25.07,2.66,0.0,2.84,5.63,2.68,11.64,5.86,0.0,9.26,4.0,0.0,11.36,7.17
hsa-miR-4667-5p,0.0,0.0,0.0,0.56,0.0,0.0,3.26,0.0,0.0,0.0,0.0,1.07,0.0,0.0,0.0,0.0,0.0,0.84,1.9,1.06,0.87,0.0,0.0,0.0
hsa-miR-4669,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4671-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.37,0.0,0.0,0.0,0.0
hsa-miR-4674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0
hsa-miR-4677-3p,0.0,0.0,0.0,0.84,0.0,0.0,0.0,0.0,0.0,0.0,2.86,0.0,0.0,0.0,2.99,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0
hsa-miR-4677-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4683,0.0,0.54,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,5.97,0.0,0.0,0.0,2.11,0.0,0.0,0.0,0.0,0.76,0.0,0.0,0.0,0.0
hsa-miR-4684-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4687-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.0,0.0,0.0
hsa-miR-4688,0.0,0.0,0.0,1.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.84,2.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4690-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,0.0,0.0,0.0
hsa-miR-4697-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.0,0.0,0.0
hsa-miR-4698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,1.37,0.0,0.0,0.0,0.3
hsa-miR-4701-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4703-3p,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4709-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0
hsa-miR-4710,2.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.86,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4716-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.99
hsa-miR-4721,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4724-5p,0.0,0.0,0.0,2.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4727-3p,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4732-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,5.41,0.0,0.0,1.61,1.29,0.0,0.0,1.52,3.82,0.0,0.0,2.09
hsa-miR-4732-5p,0.0,0.0,4.4,12.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.46,0.0,19.07,0.0,0.0,13.35,3.48,0.0,4.02,4.18
hsa-miR-4738-3p,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4741,0.0,0.0,0.0,1.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.41,0.0,3.88,0.0,0.0,0.15,0.87,0.0,0.0,0.0
hsa-miR-4742-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.76,0.0,1.29,0.0,0.0,0.0,0.0,0.0,0.0,0.9
hsa-miR-4743-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4745-5p,0.0,6.97,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.0,3.82,0.0,0.0,0.0,0.0,0.0,0.0,3.35,3.81,3.19,0.0,0.0,0.0,0.0
hsa-miR-4746-5p,0.0,0.0,0.0,3.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61,0.0,0.0,0.0,3.49,0.52,10.34,0.0,1.79
hsa-miR-4749-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
hsa-miR-4749-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4754,0.0,0.0,0.0,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4755-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4755-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.28,0.0,0.0,1.91,0.0,0.0,0.0
hsa-miR-4757-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.09,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4763-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.53,0.0,0.0,0.0,5.57,0.0,0.0
hsa-miR-4763-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4767,0.0,0.54,0.0,1.39,0.88,0.0,1.09,0.0,0.0,2.83,0.0,0.0,0.0,0.0,2.29,0.0,0.65,1.26,0.63,1.67,1.04,1.59,0.0,0.3
hsa-miR-4770,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.46,0.0,0.0,0.0,0.0
hsa-miR-4773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,3.69,0.0,0.0,0.0,0.0,0.0,4.25,0.0,0.4,0.0,0.0
hsa-miR-4775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.94,0.0,0.0,0.0,0.0,0.0,2.26,0.0,0.0,0.0
hsa-miR-4783-3p,0.0,0.0,0.0,1.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4787-5p,0.0,0.0,0.0,0.0,0.0,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4788,3.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4791,0.0,0.0,0.0,2.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.52,0.0,0.0,1.79
hsa-miR-4796-5p,0.0,0.0,0.0,2.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4798-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.12,1.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4800-5p,0.0,0.0,3.91,1.39,0.0,0.0,0.0,0.0,1.05,5.66,0.0,0.0,0.0,1.99,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.0,0.0,0.0
hsa-miR-4804-5p,0.0,0.0,0.0,0.0,0.0,0.0,1.63,0.0,0.0,4.04,0.0,0.0,0.0,2.27,0.7,0.0,0.0,0.0,0.0,1.21,0.0,0.0,0.0,0.0
hsa-miR-483-3p,80.05,63.29,38.12,8.22,32.55,42.3,1.63,33.86,9.44,0.0,11.94,6.93,3.16,14.77,20.24,47.65,107.33,87.46,180.5,49.92,50.59,132.86,5.68,34.04
hsa-miR-483-5p,814.82,3375.16,745.27,701.69,512.92,151.41,889.93,1666.05,468.67,1457.84,3003.94,780.77,2415.36,1684.08,1219.25,267.7,1158.99,940.31,909.78,854.09,166.38,599.46,829.23,1585.15
hsa-miR-484,38.05,17.7,54.73,125.56,8.8,6.74,15.2,0.9,5.24,22.64,16.95,6.93,28.42,15.62,158.57,11.78,111.86,37.66,27.92,170.24,89.36,48.53,16.09,77.63
hsa-miR-485-3p,31.59,3.22,9.29,8.22,4.4,4.9,0.0,30.7,0.0,0.0,0.0,0.0,11.28,9.37,31.85,12.85,12.28,16.32,26.33,33.84,38.42,0.0,13.73,31.05
hsa-miR-485-5p,71.79,261.2,71.84,135.74,36.95,19.92,35.84,149.45,29.36,266.42,174.51,9.59,214.25,413.78,376.79,24.63,153.89,94.16,47.58,265.07,91.1,29.04,215.12,238.27
hsa-miR-486-3p,0.0,0.0,3.91,15.05,0.0,0.0,0.0,0.0,0.0,0.0,3.58,0.0,0.0,0.0,13.2,0.0,43.32,0.0,6.98,24.28,18.08,0.0,6.39,4.78
hsa-miR-486-5p,2.87,85.28,597.68,381.15,274.5,2.76,108.59,0.0,0.0,89.35,174.75,64.49,0.45,0.0,520.75,1.61,31.04,0.0,0.63,14.41,24.34,0.0,486.08,392.63
hsa-miR-487a-3p,0.0,0.0,0.0,1.81,0.0,0.0,0.0,9.93,0.0,0.0,0.0,0.0,0.0,0.0,1.23,0.0,0.0,4.18,0.0,0.0,0.17,0.0,0.0,1.49
hsa-miR-487a-5p,1.79,0.0,4.4,14.49,0.0,1.23,0.0,3.16,0.0,19.41,8.83,0.0,0.0,1.14,8.45,2.14,4.2,5.86,0.0,7.74,4.69,0.0,0.0,9.85
hsa-miR-487b-3p,0.0,0.0,0.0,10.87,0.0,0.0,0.0,9.48,0.0,8.49,0.0,0.0,0.0,5.96,13.55,4.82,0.0,2.09,4.12,5.77,5.91,0.0,0.0,3.88
hsa-miR-487b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,0.35,0.0,0.0,0.0
hsa-miR-488-3p,0.0,15.55,0.0,1.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.23,0.0,0.0,0.84,0.0,0.15,0.0,0.0,0.0,0.0
hsa-miR-493-3p,5.03,32.72,35.19,132.39,6.16,3.68,11.95,55.54,9.44,62.66,138.22,9.06,43.75,66.45,155.57,8.03,42.67,25.53,6.98,87.7,55.46,6.76,46.38,51.06
hsa-miR-493-5p,2.15,0.0,7.33,93.23,2.64,7.05,0.0,30.25,6.29,40.43,47.03,2.13,3.61,8.52,79.55,13.38,49.14,15.9,19.98,82.09,61.89,7.96,12.07,40.61
hsa-miR-494-3p,0.0,0.0,0.0,48.78,2.64,0.0,0.0,0.0,0.0,4.85,0.0,4.26,0.0,0.0,27.63,2.14,0.0,5.86,6.66,33.99,14.43,3.18,0.0,1.19
hsa-miR-494-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.82,0.0,0.0,0.0,0.0,1.67,0.0,0.0,0.0,0.0
hsa-miR-495-3p,29.79,41.83,110.45,189.81,11.44,7.36,14.12,58.24,24.12,103.09,49.42,6.93,88.86,99.11,273.13,32.12,108.95,86.62,42.51,225.02,100.49,6.76,35.26,177.06
hsa-miR-497-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-497-5p,6.1,0.0,0.0,16.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.93,0.0,2.84,20.59,0.54,9.05,13.81,0.0,9.1,4.52,7.96,0.0,17.91
hsa-miR-4999-5p,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.84,0.0
hsa-miR-499a-5p,0.0,0.0,0.0,15.05,0.0,0.0,0.0,16.71,0.0,0.0,0.0,1.6,0.0,7.95,4.22,0.0,10.67,1.67,0.0,0.0,10.43,7.56,0.0,10.45
hsa-miR-5001-5p,0.0,0.0,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.73,0.0,0.0,0.0,0.0
hsa-miR-5002-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5003-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5004-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5009-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.0,0.0,0.0,0.0
hsa-miR-500a-3p,0.0,0.0,0.0,17.28,1.76,0.0,4.89,0.0,0.0,0.0,3.34,0.0,4.51,0.0,12.14,0.0,9.05,0.0,0.0,10.62,8.17,2.39,0.0,11.35
hsa-miR-500b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.12,0.0,0.0,0.0,0.0,0.0
hsa-miR-501-3p,18.31,22.53,10.75,77.35,1.76,0.0,3.26,4.06,8.39,23.45,8.59,11.72,0.9,0.28,76.03,3.21,69.18,26.78,0.95,106.51,26.43,7.96,7.57,48.67
hsa-miR-501-5p,0.0,2.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.02,3.12,0.0,1.61,0.0,0.0,0.0,2.12,0.0,5.57,0.0,3.28
