miRNA,SRR24055586,SRR24055587,SRR24055588,SRR24055589,SRR24055590,SRR24055591,SRR24055592,SRR24055593,SRR24055594,SRR24055595,SRR24055596,SRR24055597,SRR24055598,SRR24055599,SRR24055600,SRR24055601,SRR24055602,SRR24055603,SRR24055604,SRR24055605
hsa-miR-10395-3p,0.0,0.0,0.0,0.0,0.0,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10395-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2
hsa-miR-10399-3p,0.0,0.0,0.0,0.0,0.0,15.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-103a-3p,531.73,23.41,163.58,0.0,107.6,508.69,267.25,423.35,1024.37,188.37,126.12,18.01,99.42,185.45,441.52,19.52,196.57,107.64,25.36,40.03
hsa-miR-10526-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2
hsa-miR-10527-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.96,0.0,0.0,0.0,0.0,0.0,5.15,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-106a-5p,0.0,0.0,0.0,0.0,0.0,0.0,8.91,11.93,0.0,0.0,11.29,0.0,0.0,0.0,0.0,2.79,0.0,11.33,0.0,0.0
hsa-miR-106b-3p,24.17,101.43,76.34,291.12,47.08,186.82,552.32,119.25,256.09,200.93,257.88,162.05,298.27,97.87,191.97,228.64,491.42,441.9,443.84,159.33
hsa-miR-106b-5p,96.68,81.92,109.05,87.34,0.0,40.51,200.44,29.81,28.45,12.56,88.47,72.02,71.02,319.38,121.58,25.09,344.0,11.33,0.0,36.03
hsa-miR-107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.81,0.0,0.0,9.41,0.0,0.0,0.0,6.4,0.0,0.0,0.0,6.34,0.0
hsa-miR-10a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10a-5p,459.23,436.91,305.35,989.81,652.34,411.9,267.25,435.27,412.59,640.46,323.77,531.17,1221.49,942.69,697.48,440.55,589.71,379.58,1553.45,124.1
hsa-miR-10b-5p,435.06,300.38,381.69,640.47,403.51,562.71,320.7,536.64,241.87,263.72,438.59,567.18,582.34,752.09,678.28,312.29,383.31,339.93,399.46,76.86
hsa-miR-11400,24.17,19.51,0.0,0.0,0.0,29.26,0.0,59.63,42.68,37.67,24.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-11401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.45,0.0,0.0,0.0,0.0,0.0,12.8,0.0,0.0,5.67,0.0,2.4
hsa-miR-1180-3p,24.17,23.41,65.43,29.11,0.0,51.77,13.36,5.96,14.23,25.12,24.47,0.0,127.83,72.12,0.0,33.46,88.46,0.0,38.04,30.42
hsa-miR-1193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12136,0.0,11.7,10.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-122-5p,5679.9,47350.62,7350.21,30189.23,63633.61,4409.37,16280.19,5282.9,882.1,13324.12,2106.37,5401.76,14345.37,19559.46,11076.42,9340.74,19460.42,3212.3,17665.0,3575.64
hsa-miR-1224-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88,0.0,0.0,0.0,0.0,5.58,0.0,0.0,0.0,4.0
hsa-miR-1229-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6
hsa-miR-1234-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-124-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.58,0.0,0.0,0.0,0.0
hsa-miR-1246,24.17,81.92,87.24,116.45,40.35,27.01,13.36,41.74,0.0,50.23,30.12,99.03,14.2,36.06,70.39,25.09,108.11,5.67,76.09,15.21
hsa-miR-1250-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.59,0.0,0.0,11.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4
hsa-miR-1255a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1255b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.96,0.0,0.0,3.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-125a-3p,0.0,3.9,0.0,0.0,0.0,6.75,0.0,0.0,0.0,0.0,1.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-125a-5p,24.17,35.11,21.81,29.11,134.5,67.52,31.18,59.63,28.45,75.35,48.94,153.05,99.42,41.21,38.39,36.25,78.63,39.66,76.09,1.6
hsa-miR-125b-5p,96.68,11.7,32.72,29.11,107.6,13.5,22.27,29.81,14.23,37.67,86.59,0.0,85.22,56.66,134.38,52.98,19.66,73.65,114.13,8.81
hsa-miR-126-3p,410.89,183.35,163.58,407.57,154.68,594.22,596.87,602.23,384.14,464.65,384.0,396.13,482.91,746.94,876.64,426.61,275.2,260.61,240.94,38.43
hsa-miR-126-5p,0.0,0.0,0.0,0.0,0.0,0.0,17.82,59.63,0.0,50.23,7.53,0.0,0.0,0.0,6.4,0.0,19.66,0.0,0.0,0.8
hsa-miR-1260b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88,27.01,0.0,0.0,0.0,44.61,0.0,0.0,0.0,0.0
hsa-miR-1268a,0.0,35.11,0.0,0.0,0.0,13.5,26.73,5.96,71.14,12.56,0.0,9.0,0.0,15.45,0.0,36.25,0.0,39.66,31.7,29.62
hsa-miR-1268b,0.0,0.0,21.81,29.11,121.05,0.0,0.0,0.0,0.0,37.67,22.59,0.0,14.2,51.51,25.6,2.79,29.49,17.0,12.68,17.61
hsa-miR-127-3p,48.34,19.51,0.0,0.0,0.0,2.25,17.82,59.63,14.23,113.02,9.41,0.0,0.0,15.45,12.8,55.77,39.31,22.66,63.41,5.6
hsa-miR-127-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1270,0.0,0.0,10.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6
hsa-miR-1271-5p,0.0,0.0,0.0,0.0,13.45,0.0,0.0,23.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1273c,0.0,19.51,0.0,0.0,6.73,0.0,8.91,5.96,0.0,0.0,5.65,0.0,0.0,5.15,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1273h-3p,0.0,7.8,0.0,0.0,13.45,0.0,0.0,17.89,14.23,12.56,0.0,0.0,0.0,0.0,25.6,0.0,0.0,0.0,0.0,0.0
hsa-miR-1273h-5p,24.17,35.11,32.72,0.0,0.0,0.0,4.45,17.89,0.0,12.56,16.94,18.01,14.2,0.0,0.0,0.0,0.0,0.0,0.0,5.6
hsa-miR-1275,145.02,0.0,10.91,116.45,134.5,0.0,0.0,0.0,14.23,12.56,9.41,0.0,0.0,41.21,0.0,11.15,0.0,56.65,44.38,5.6
hsa-miR-1278,0.0,0.0,0.0,0.0,0.0,22.51,0.0,0.0,0.0,0.0,3.76,0.0,0.0,0.0,12.8,0.0,0.0,0.0,0.0,0.0
hsa-miR-128-3p,96.68,409.61,272.63,989.81,625.44,382.64,565.69,554.53,782.51,602.79,483.77,531.17,909.01,638.76,627.09,250.95,973.02,696.85,526.27,85.67
hsa-miR-1285-3p,0.0,0.0,10.91,0.0,0.0,0.0,4.45,0.0,28.45,12.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1285-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.61,25.6,0.0,0.0,0.0,0.0,0.0
hsa-miR-1287-5p,0.0,7.8,0.0,0.0,0.0,6.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.15,0.0,0.0,0.0,11.33,0.0,0.0
hsa-miR-1288-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88,0.0,0.0,0.0,0.0,0.0,0.0,5.67,0.0,9.61
hsa-miR-129-5p,0.0,31.21,0.0,29.11,0.0,0.0,0.0,5.96,28.45,50.23,3.76,9.0,0.0,15.45,12.8,8.36,98.28,39.66,0.0,0.8
hsa-miR-1291,96.68,11.7,21.81,0.0,0.0,0.0,4.45,5.96,0.0,0.0,3.76,81.03,0.0,25.76,0.0,0.0,19.66,0.0,6.34,12.01
hsa-miR-1292-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.93,14.23,37.67,0.0,0.0,0.0,15.45,0.0,0.0,0.0,0.0,6.34,0.0
hsa-miR-1293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1294,0.0,0.0,10.91,0.0,0.0,20.26,8.91,53.66,0.0,0.0,5.65,0.0,0.0,0.0,0.0,5.58,0.0,0.0,0.0,0.8
hsa-miR-1296-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.66,0.0,0.0,0.0
hsa-miR-1298-5p,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,3.76,0.0,71.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.94,0.0,0.0,0.0,19.2,0.0,0.0,0.0,0.0,4.0
hsa-miR-1301-3p,72.51,23.41,65.43,0.0,6.73,9.0,13.36,47.7,56.91,25.12,24.47,0.0,0.0,61.82,19.2,2.79,0.0,5.67,0.0,0.0
hsa-miR-1304-5p,0.0,0.0,10.91,0.0,0.0,2.25,0.0,0.0,14.23,12.56,26.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1306-3p,0.0,11.7,10.91,0.0,0.0,22.51,31.18,17.89,14.23,0.0,1.88,0.0,0.0,15.45,0.0,27.88,0.0,0.0,0.0,5.6
hsa-miR-1307-3p,193.36,280.87,250.82,87.34,94.15,328.62,507.78,1520.47,967.46,866.51,329.41,117.04,156.24,154.54,63.99,119.9,49.14,101.98,158.52,66.45
hsa-miR-1307-5p,24.17,27.31,65.43,0.0,33.63,15.76,4.45,41.74,14.23,62.79,18.82,0.0,71.02,41.21,38.39,2.79,0.0,11.33,0.0,6.41
hsa-miR-130a-3p,0.0,3.9,0.0,0.0,0.0,0.0,0.0,11.93,0.0,0.0,13.18,0.0,42.61,0.0,12.8,5.58,0.0,0.0,0.0,3.2
hsa-miR-130b-3p,0.0,0.0,0.0,0.0,0.0,0.0,8.91,0.0,0.0,0.0,0.0,0.0,42.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-130b-5p,24.17,7.8,21.81,0.0,0.0,0.0,0.0,11.93,0.0,12.56,24.47,0.0,0.0,0.0,0.0,0.0,39.31,17.0,0.0,0.0
hsa-miR-132-5p,0.0,0.0,0.0,0.0,0.0,0.0,8.91,0.0,0.0,0.0,0.0,0.0,56.81,0.0,0.0,2.79,0.0,56.65,0.0,3.2
hsa-miR-133a-3p,24.17,0.0,0.0,87.34,0.0,18.01,0.0,0.0,14.23,0.0,5.65,135.04,0.0,41.21,0.0,5.58,0.0,0.0,0.0,0.0
hsa-miR-134-5p,1885.24,491.53,512.55,407.57,706.14,2298.1,3692.55,4245.4,2219.47,3805.1,2059.31,1215.4,397.69,2225.36,2284.39,1572.59,285.03,4045.12,944.75,365.89
hsa-miR-1343-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.93,0.0,25.12,0.0,0.0,0.0,0.0,0.0,13.94,0.0,0.0,0.0,0.0
hsa-miR-136-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.93,0.0,0.0,0.0,0.0,0.0,0.0,12.8,0.0,0.0,0.0,0.0,0.0
hsa-miR-138-5p,0.0,0.0,0.0,0.0,0.0,9.0,0.0,5.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-139-3p,0.0,42.91,10.91,29.11,80.7,27.01,75.72,35.78,142.27,50.23,32.0,18.01,0.0,15.45,44.79,89.22,117.94,33.99,19.02,9.61
hsa-miR-139-5p,24.17,35.11,0.0,0.0,0.0,117.04,4.45,53.66,0.0,0.0,11.29,144.05,0.0,5.15,0.0,19.52,0.0,39.66,0.0,2.4
hsa-miR-140-3p,845.94,1587.72,1461.32,873.36,269.01,702.26,1612.43,864.58,611.78,778.6,852.71,621.2,1477.15,561.49,1490.93,747.26,1012.33,1138.75,1084.25,364.29
hsa-miR-140-5p,48.34,0.0,0.0,0.0,0.0,0.0,13.36,0.0,0.0,0.0,7.53,0.0,14.2,15.45,0.0,22.31,0.0,0.0,0.0,6.41
hsa-miR-142-3p,24.17,11.7,10.91,0.0,33.63,0.0,57.9,17.89,28.45,12.56,5.65,9.0,0.0,10.3,0.0,0.0,0.0,0.0,0.0,0.8
hsa-miR-142-5p,314.21,109.23,185.39,145.56,53.8,72.03,342.98,160.99,184.96,125.58,265.41,261.08,326.68,592.4,460.72,189.6,334.17,107.64,88.77,94.47
hsa-miR-143-3p,1160.15,706.09,676.13,1950.51,1318.13,1190.69,1670.33,1389.29,1949.15,1419.06,664.48,1953.63,4317.81,1962.64,2572.34,1868.15,4599.73,1490.01,1984.62,489.19
hsa-miR-144-3p,0.0,35.11,32.72,0.0,100.88,49.52,151.44,29.81,142.27,37.67,135.53,36.01,0.0,87.57,31.99,13.94,68.8,79.32,31.7,11.21
hsa-miR-144-5p,0.0,0.0,0.0,0.0,0.0,18.01,62.36,35.78,0.0,0.0,45.18,0.0,0.0,0.0,57.59,36.25,216.23,0.0,0.0,2.4
hsa-miR-145-3p,0.0,0.0,0.0,0.0,26.9,0.0,0.0,23.85,0.0,0.0,9.41,0.0,42.61,5.15,0.0,30.67,0.0,22.66,0.0,1.6
hsa-miR-145-5p,0.0,7.8,10.91,0.0,0.0,22.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.79,0.0,0.0,0.0,3.2
hsa-miR-1468-5p,0.0,0.0,0.0,29.11,0.0,0.0,13.36,0.0,0.0,0.0,9.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-146a-3p,0.0,0.0,0.0,0.0,0.0,2.25,0.0,0.0,14.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-146a-5p,1208.49,327.69,403.5,320.23,181.58,1105.16,1452.08,1371.41,853.64,1205.58,340.71,423.14,525.52,412.1,633.49,398.72,324.34,436.24,481.89,119.29
hsa-miR-146b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.91,25.12,0.0,0.0,0.0,123.63,70.39,2.79,0.0,0.0,25.36,0.0
hsa-miR-146b-5p,821.77,202.85,119.96,436.68,228.66,468.17,547.87,924.21,569.1,439.53,329.41,234.08,397.69,448.16,454.32,479.58,304.68,288.94,221.92,59.25
hsa-miR-147b-3p,0.0,3.9,0.0,0.0,6.73,0.0,0.0,11.93,0.0,12.56,9.41,0.0,0.0,20.61,44.79,0.0,0.0,0.0,6.34,5.6
hsa-miR-148a-3p,3383.77,1618.92,1810.29,6491.99,3819.9,2457.9,2213.75,2224.06,2475.56,2850.68,1116.24,3727.21,5170.01,3441.06,3954.49,2963.94,3774.14,1994.23,3202.02,570.85
hsa-miR-148a-5p,48.34,35.11,0.0,0.0,13.45,36.01,151.44,107.33,85.36,12.56,32.0,0.0,0.0,36.06,83.19,0.0,0.0,11.33,50.73,32.03
hsa-miR-148b-3p,120.85,39.01,10.91,0.0,67.25,45.02,124.72,172.92,199.18,226.05,54.59,108.04,14.2,103.03,83.19,80.86,78.63,124.64,120.47,22.42
hsa-miR-148b-5p,0.0,3.9,0.0,0.0,0.0,0.0,4.45,0.0,0.0,0.0,0.0,0.0,0.0,30.91,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-149-3p,0.0,11.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-149-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.15,0.0,0.0,0.0,11.33,0.0,0.0
hsa-miR-150-3p,0.0,7.8,21.81,0.0,0.0,0.0,0.0,11.93,0.0,0.0,0.0,9.0,42.61,0.0,0.0,0.0,0.0,0.0,0.0,3.2
hsa-miR-150-5p,72.51,54.61,98.15,87.34,0.0,29.26,8.91,95.4,99.59,62.79,56.47,216.07,42.61,56.66,83.19,11.15,49.14,73.65,76.09,4.8
hsa-miR-151a-3p,3480.45,1174.21,1177.78,1251.82,746.49,4049.24,4008.8,4984.77,5107.63,5739.04,2002.84,1809.59,3323.58,4100.43,2162.81,1494.52,2063.98,1541.0,1350.55,343.47
hsa-miR-151a-5p,24.17,0.0,0.0,0.0,0.0,0.0,8.91,5.96,0.0,62.79,0.0,0.0,0.0,46.36,25.6,13.94,0.0,0.0,0.0,4.0
hsa-miR-151b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-152-3p,0.0,11.7,0.0,87.34,13.45,36.01,57.9,47.7,0.0,62.79,9.41,0.0,0.0,0.0,6.4,0.0,167.08,5.67,6.34,0.0
hsa-miR-1538,48.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-155-5p,0.0,0.0,0.0,0.0,0.0,4.5,4.45,0.0,0.0,0.0,13.18,72.02,0.0,0.0,0.0,8.36,0.0,33.99,0.0,0.0
hsa-miR-15a-5p,48.34,0.0,0.0,0.0,0.0,0.0,0.0,5.96,0.0,0.0,5.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-15b-3p,0.0,0.0,0.0,0.0,0.0,0.0,22.27,0.0,28.45,37.67,16.94,0.0,0.0,0.0,19.2,22.31,0.0,0.0,0.0,7.21
hsa-miR-15b-5p,0.0,31.21,0.0,87.34,0.0,33.76,22.27,41.74,28.45,12.56,7.53,0.0,14.2,0.0,0.0,0.0,0.0,0.0,0.0,5.6
hsa-miR-16-1-3p,0.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-16-2-3p,0.0,230.16,283.54,0.0,302.63,285.86,449.88,190.8,170.73,100.46,536.47,99.03,894.81,298.78,627.09,443.34,78.63,113.31,107.79,147.32
hsa-miR-16-5p,241.7,46.81,43.62,0.0,73.98,24.76,329.61,101.36,156.5,75.35,97.88,81.03,340.88,149.39,89.58,189.6,39.31,56.65,88.77,44.84
hsa-miR-17-3p,24.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.07,0.8
hsa-miR-17-5p,0.0,11.7,0.0,29.11,40.35,11.25,22.27,71.55,14.23,25.12,37.65,0.0,42.61,0.0,0.0,5.58,0.0,5.67,6.34,7.21
hsa-miR-181a-2-3p,48.34,31.21,10.91,0.0,0.0,38.26,31.18,53.66,14.23,25.12,20.71,0.0,14.2,25.76,0.0,16.73,39.31,28.33,50.73,16.81
hsa-miR-181a-3p,48.34,23.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.23,15.06,0.0,0.0,20.61,0.0,33.46,0.0,0.0,63.41,4.8
hsa-miR-181a-5p,72.51,187.25,218.11,58.22,100.88,137.3,146.99,411.42,128.05,100.46,190.12,9.0,56.81,185.45,281.55,61.34,98.28,56.65,164.86,30.42
hsa-miR-181b-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,35.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-181b-5p,0.0,7.8,21.81,0.0,0.0,0.0,0.0,11.93,0.0,0.0,1.88,0.0,0.0,25.76,0.0,0.0,0.0,0.0,0.0,4.8
hsa-miR-181c-3p,24.17,15.6,21.81,0.0,0.0,27.01,0.0,17.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.36,0.0,5.67,0.0,0.0
hsa-miR-181c-5p,0.0,0.0,0.0,0.0,0.0,0.0,40.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-181d-5p,0.0,0.0,0.0,0.0,0.0,20.26,0.0,11.93,0.0,0.0,0.0,0.0,42.61,0.0,0.0,2.79,0.0,0.0,19.02,0.0
hsa-miR-182-5p,96.68,62.42,32.72,262.01,73.98,99.04,209.35,71.55,142.27,175.81,152.47,36.01,255.66,123.63,57.59,78.07,19.66,101.98,171.2,36.03
hsa-miR-1827,0.0,0.0,0.0,0.0,0.0,0.0,4.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-183-5p,96.68,105.33,163.58,0.0,121.05,110.29,191.53,77.51,142.27,75.35,267.3,27.01,71.02,324.53,236.76,86.44,58.97,73.65,133.15,46.44
hsa-miR-184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.53,0.0,14.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1843,0.0,0.0,0.0,29.11,0.0,49.52,0.0,23.85,28.45,25.12,24.47,45.01,71.02,0.0,0.0,8.36,39.31,0.0,0.0,5.6
hsa-miR-185-3p,0.0,11.7,21.81,0.0,0.0,0.0,89.08,53.66,42.68,37.67,1.88,99.03,0.0,66.97,31.99,0.0,0.0,22.66,25.36,24.82
hsa-miR-185-5p,1087.64,1755.46,2290.13,727.8,692.69,873.32,2013.31,2522.2,1678.83,1444.18,2255.08,1332.43,1008.44,865.42,1369.35,543.71,344.0,696.85,507.25,413.93
hsa-miR-186-5p,120.85,70.22,98.15,465.79,269.01,90.03,164.81,172.92,113.82,50.23,135.53,171.06,241.46,123.63,159.97,223.06,334.17,147.3,215.58,129.7
hsa-miR-18a-3p,0.0,3.9,0.0,0.0,0.0,0.0,4.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1908-5p,24.17,23.41,43.62,58.22,114.33,65.27,26.73,107.33,0.0,0.0,65.88,0.0,0.0,66.97,57.59,44.61,0.0,28.33,19.02,14.41
hsa-miR-190b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.79,0.0,0.0,0.0,0.0
hsa-miR-191-3p,0.0,0.0,0.0,0.0,53.8,0.0,13.36,5.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
