miRNA,SRR11129773,SRR11129774,SRR11129775,SRR11129776,SRR11129777,SRR11129778,SRR11129779,SRR11129780,SRR11129781,SRR11129782,SRR11129783,SRR11129784,SRR11129785,SRR11129786,SRR11129787,SRR11129788
hsa-miR-1251-5p,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0
hsa-miR-1255a,0.0,0.94,0.26,0.33,0.39,0.92,0.95,0.5,0.76,0.24,0.37,1.14,0.11,0.65,0.22,1.58
hsa-miR-1255b-5p,3.25,2.0,0.35,0.67,1.58,1.83,0.56,2.23,4.3,13.18,9.3,9.44,11.65,1.73,0.56,2.48
hsa-miR-1256,0.0,0.0,0.04,0.06,0.0,0.0,0.08,0.0,0.1,0.0,0.24,0.1,0.0,0.0,0.0,0.0
hsa-miR-125a-3p,0.14,0.82,0.39,0.11,0.2,0.23,0.32,0.41,1.43,2.06,0.61,0.42,1.21,0.37,0.67,0.53
hsa-miR-125a-5p,5.03,27.1,1.77,2.78,3.55,7.78,10.42,11.32,54.03,42.81,13.95,32.69,40.21,2.8,8.29,14.34
hsa-miR-125b-1-3p,0.32,0.47,0.17,0.17,0.1,0.0,0.32,0.17,0.38,0.12,0.86,0.42,0.22,0.23,0.22,0.15
hsa-miR-125b-2-3p,0.14,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-125b-5p,2.61,9.07,1.9,0.78,2.17,3.32,3.58,5.21,9.55,12.94,6.48,7.89,9.01,2.19,4.48,3.08
hsa-miR-126-3p,3582.95,9821.83,3722.22,6176.5,7689.24,13840.74,6100.12,5476.06,13526.01,30792.67,10077.07,12046.98,21818.29,3288.31,3431.22,9868.75
hsa-miR-126-5p,2.56,12.61,2.64,7.28,6.21,13.16,14.4,17.43,55.84,121.43,25.69,42.65,54.16,1.4,12.33,41.96
hsa-miR-1260a,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1260b,0.32,0.35,0.52,0.5,0.1,0.23,1.11,1.49,4.68,4.47,1.35,2.49,1.87,0.7,0.78,1.73
hsa-miR-1266-5p,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1268a,0.0,0.94,0.86,0.22,0.1,0.11,0.24,0.08,1.24,3.27,0.49,0.31,0.0,0.09,0.11,0.3
hsa-miR-1268b,0.05,3.89,0.0,0.0,0.2,0.11,0.88,0.41,0.1,0.0,1.47,1.04,0.99,0.84,0.0,0.15
hsa-miR-127-3p,5.67,6.13,4.93,2.84,7.79,2.86,7.56,15.7,21.29,33.5,19.45,19.51,39.77,5.6,8.74,26.42
hsa-miR-127-5p,0.14,0.0,0.39,0.11,0.1,0.0,0.16,0.33,0.76,0.97,0.0,0.52,0.33,0.0,0.34,1.05
hsa-miR-1270,0.09,0.0,0.0,0.0,0.1,0.11,0.0,0.0,0.19,0.97,0.37,0.73,0.55,0.0,0.0,0.23
hsa-miR-1271-5p,0.14,0.94,0.17,0.11,0.1,0.92,0.64,0.33,0.95,1.94,0.49,1.14,1.43,0.42,0.22,0.75
hsa-miR-1273c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.29,0.48,0.12,0.0,0.11,0.14,0.0,0.0
hsa-miR-1273h-3p,1.19,2.24,1.56,0.67,1.68,1.37,1.03,1.49,4.1,4.47,3.18,2.28,4.5,0.98,2.8,3.0
hsa-miR-1273h-5p,0.27,17.32,2.33,1.28,1.48,3.09,3.26,2.89,6.11,10.64,10.52,3.53,5.49,2.1,0.78,2.7
hsa-miR-1275,0.05,0.0,0.04,0.06,0.0,0.0,0.08,0.25,0.1,0.24,0.73,0.31,0.22,0.09,0.0,0.0
hsa-miR-1276,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1277-3p,0.0,0.0,0.0,0.33,0.1,0.0,0.0,0.0,0.67,0.48,0.0,0.73,0.11,0.0,0.11,0.08
hsa-miR-1278,0.14,0.0,0.13,0.28,0.39,0.69,0.24,0.58,0.86,5.93,0.49,1.25,1.54,0.14,0.45,1.28
hsa-miR-128-1-5p,0.0,0.0,0.0,0.06,0.0,0.11,0.32,0.08,0.29,0.0,0.12,0.0,0.0,0.05,0.0,0.08
hsa-miR-128-3p,28.55,40.54,21.97,7.5,41.9,22.44,53.38,33.13,126.48,174.64,40.61,93.91,140.95,12.5,16.36,75.81
hsa-miR-1283,0.0,0.0,0.04,0.0,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.52,0.22,0.09,0.0,0.0
hsa-miR-1284,0.0,0.0,0.0,0.0,0.1,0.46,0.16,0.0,0.1,0.0,0.12,0.1,0.0,0.0,0.0,0.0
hsa-miR-1285-3p,0.82,1.18,0.82,0.95,0.3,0.46,0.95,0.74,5.54,14.51,2.57,6.43,5.27,0.51,1.68,2.7
hsa-miR-1285-5p,1.01,54.32,3.59,1.11,2.27,4.01,4.85,3.8,7.25,15.24,9.91,5.08,7.91,5.13,0.45,3.38
hsa-miR-1286,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1287-3p,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.17,0.19,0.0,0.0,0.1,0.0,0.0,0.0,0.38
hsa-miR-1287-5p,0.5,0.24,0.52,0.22,0.2,0.92,0.4,0.99,3.05,5.08,1.1,3.01,1.76,0.47,0.9,1.88
hsa-miR-1288-3p,0.05,0.0,0.22,0.0,0.0,0.34,0.0,0.33,0.19,0.97,0.73,0.31,0.88,0.33,0.11,0.38
hsa-miR-1289,0.05,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.08
hsa-miR-129-1-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0
hsa-miR-129-2-3p,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-129-5p,0.46,0.12,0.61,0.11,0.69,0.23,0.16,0.17,0.57,1.21,0.37,0.52,0.33,0.14,0.34,0.23
hsa-miR-1290,0.05,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1291,0.18,0.24,0.17,0.11,0.59,0.57,0.24,0.17,1.05,1.33,0.0,0.1,0.77,0.19,0.11,0.08
hsa-miR-1292-5p,0.73,1.53,0.39,0.06,0.3,0.34,0.24,0.25,0.76,3.02,0.73,1.66,2.86,0.33,0.45,0.68
hsa-miR-1294,1.56,0.94,0.95,0.17,0.3,0.92,0.64,2.07,4.68,8.35,4.16,3.22,3.85,0.47,0.45,2.33
hsa-miR-1295a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0
hsa-miR-1296-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0
hsa-miR-1296-5p,0.09,0.47,0.17,0.06,0.59,0.11,0.16,0.08,0.67,0.85,0.12,0.83,0.55,0.05,0.45,1.2
hsa-miR-1297,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.1,0.36,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1298-5p,0.18,0.35,0.39,0.22,0.1,0.23,0.16,0.08,0.1,0.24,0.37,0.31,0.44,0.14,0.0,0.0
hsa-miR-1299,0.73,1.77,1.34,0.17,0.89,0.57,1.11,0.41,0.38,0.85,0.98,1.56,3.95,0.23,0.11,0.0
hsa-miR-1301-3p,2.97,4.12,2.03,1.22,4.04,1.26,3.9,3.14,8.88,13.42,3.3,11.1,8.79,2.42,3.36,6.98
hsa-miR-1303,0.18,1.77,0.04,0.06,0.0,0.23,0.24,0.25,0.48,6.05,1.35,2.28,0.99,0.05,0.11,0.23
hsa-miR-1304-3p,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.08
hsa-miR-1304-5p,0.73,0.94,0.09,0.78,1.28,1.03,0.8,1.24,2.39,9.19,5.14,2.91,3.63,1.21,0.78,1.13
hsa-miR-1306-3p,0.32,0.71,0.39,0.17,0.89,1.37,0.48,0.17,1.05,2.42,3.3,1.66,1.76,0.56,0.34,0.75
hsa-miR-1306-5p,0.18,0.0,0.0,0.06,0.0,0.0,0.08,0.08,0.1,0.85,0.0,0.31,0.11,0.09,0.11,0.53
hsa-miR-1307-3p,32.48,37.59,22.49,9.17,43.19,24.04,46.14,37.43,110.07,110.42,60.31,96.71,79.98,26.25,25.33,60.65
hsa-miR-1307-5p,0.59,1.18,0.17,0.61,1.48,0.69,0.95,1.9,5.35,5.56,1.83,8.09,4.06,0.56,0.78,3.15
hsa-miR-130a-3p,1.14,2.59,1.51,3.34,4.14,3.78,2.31,12.15,19.28,22.74,6.97,9.44,10.22,5.04,4.82,11.33
hsa-miR-130a-5p,0.0,0.0,0.09,0.39,0.1,0.0,0.56,0.99,0.38,0.6,1.71,0.62,0.88,0.14,0.0,0.9
hsa-miR-130b-3p,0.09,0.24,0.13,0.22,0.1,0.34,0.32,0.41,1.91,4.47,1.96,4.46,0.99,0.51,0.22,0.53
hsa-miR-130b-5p,0.5,2.24,0.43,0.0,0.79,0.34,1.19,0.83,4.68,1.45,0.61,2.18,1.87,0.23,0.67,1.5
hsa-miR-132-3p,0.59,1.41,0.22,1.11,1.18,1.37,0.72,0.25,3.34,4.72,2.69,4.67,5.93,0.42,0.56,1.88
hsa-miR-132-5p,0.37,3.18,0.99,1.5,0.99,1.72,1.99,2.56,3.72,5.32,4.65,2.59,5.82,0.56,2.24,1.43
hsa-miR-1323,0.0,0.0,0.0,0.11,0.0,0.11,0.4,0.0,0.19,0.24,0.12,0.62,0.77,0.0,0.11,0.08
hsa-miR-133a-3p,1.28,0.35,0.52,3.17,3.55,1.6,0.56,1.82,4.58,4.47,1.59,3.01,14.06,1.07,5.94,6.98
hsa-miR-133a-5p,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0
hsa-miR-133b,0.0,0.12,0.13,0.0,0.0,0.11,0.0,0.33,0.0,0.0,0.12,0.0,0.0,0.0,0.56,0.0
hsa-miR-134-3p,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.15
hsa-miR-134-5p,3.75,3.89,4.54,2.78,8.18,3.78,2.23,7.68,26.73,27.58,17.49,13.08,21.42,5.41,5.04,16.59
hsa-miR-1343-3p,0.05,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.48,0.12,0.12,0.42,0.22,0.0,0.0,0.23
hsa-miR-135a-2-3p,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-135a-3p,0.09,0.0,0.0,0.06,0.1,0.0,0.08,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0
hsa-miR-135a-5p,0.14,0.35,0.04,0.0,0.0,0.0,0.08,0.0,0.76,1.21,0.0,0.42,0.22,0.09,0.34,0.15
hsa-miR-135b-5p,0.0,0.12,0.0,0.06,0.1,0.11,0.0,0.0,0.1,0.0,0.0,0.42,0.0,0.0,0.0,0.0
hsa-miR-136-3p,0.05,0.0,0.52,1.06,0.0,0.46,0.4,1.98,2.1,4.96,2.2,1.04,2.2,0.19,1.57,4.05
hsa-miR-136-5p,1.1,0.94,1.04,0.61,0.89,1.03,0.8,2.89,2.58,7.14,4.28,4.15,7.36,0.65,2.02,4.05
hsa-miR-137-3p,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0
hsa-miR-138-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-138-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.24,0.0,0.33,0.0,0.0,0.0
hsa-miR-139-3p,0.91,3.54,1.12,1.0,2.46,3.21,2.07,3.55,10.21,5.44,5.5,5.4,6.92,1.77,3.92,3.23
hsa-miR-139-5p,79.37,279.05,80.04,91.45,213.96,304.17,158.22,196.06,408.09,380.25,391.46,319.93,672.34,75.4,136.82,201.76
hsa-miR-140-3p,292.5,166.16,271.94,328.37,525.53,785.2,138.34,180.44,409.33,971.91,783.04,688.11,589.29,265.68,147.92,271.95
hsa-miR-140-5p,2.52,12.49,3.24,4.95,4.83,7.44,6.52,8.92,30.74,46.81,14.56,20.13,25.16,2.7,6.84,24.55
hsa-miR-141-3p,0.0,0.47,0.04,0.0,0.0,0.11,0.32,0.33,0.57,2.18,0.12,0.0,0.22,0.0,0.22,0.15
hsa-miR-141-5p,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.08
hsa-miR-142-3p,23.97,49.49,20.93,34.69,42.59,40.07,54.81,96.58,289.34,490.19,96.15,220.51,140.51,32.59,107.58,161.23
hsa-miR-142-5p,57.69,151.07,35.33,71.38,91.99,155.46,113.99,166.48,524.84,1639.4,607.0,757.63,848.44,42.66,108.14,377.78
hsa-miR-143-3p,29.32,96.75,100.71,74.27,61.13,36.63,69.29,81.46,228.05,649.59,86.61,171.64,129.41,43.74,66.56,76.26
hsa-miR-143-5p,0.09,0.12,0.09,0.28,0.0,0.11,0.4,0.33,0.76,2.18,0.0,0.1,0.11,0.0,0.67,0.23
hsa-miR-144-3p,20.72,73.42,12.37,7.34,22.68,30.68,24.66,48.58,206.1,768.72,199.52,398.69,136.34,19.91,35.86,101.78
hsa-miR-144-5p,14.64,8.01,5.71,12.56,11.44,22.21,9.94,27.76,56.89,201.25,54.8,78.97,64.82,2.94,17.37,86.92
hsa-miR-145-3p,0.64,0.35,0.35,0.56,0.39,0.0,0.32,0.41,1.62,2.78,0.0,1.66,1.32,0.19,0.9,0.53
hsa-miR-145-5p,0.87,2.24,2.21,0.72,1.28,0.57,3.02,4.96,5.82,13.67,1.59,4.36,1.21,1.17,8.07,3.08
hsa-miR-1468-5p,0.0,0.0,0.0,0.22,0.0,0.0,0.16,0.0,0.0,0.36,0.0,0.0,0.44,0.0,0.0,0.15
hsa-miR-146a-3p,0.0,0.82,1.17,0.95,2.37,0.0,1.83,0.0,0.0,6.17,1.1,1.76,2.09,0.0,1.23,1.43
hsa-miR-146a-5p,141.08,328.31,267.92,429.27,716.03,566.32,401.16,722.35,2107.85,1740.87,832.46,952.72,864.04,340.38,763.12,1010.02
hsa-miR-146b-3p,0.5,0.82,1.43,0.56,1.18,0.92,1.35,0.66,1.91,5.56,1.47,2.28,1.76,1.31,1.34,1.8
hsa-miR-146b-5p,114.23,256.78,108.62,173.83,170.28,231.24,116.54,195.64,442.84,711.03,441.37,390.8,488.54,146.36,213.92,259.56
hsa-miR-147a,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-147b-3p,0.14,0.0,0.22,0.06,0.1,0.23,0.24,0.0,0.67,0.73,0.73,0.52,0.44,0.42,0.0,0.15
hsa-miR-148a-3p,2173.23,1751.36,2492.33,4944.39,7531.18,5547.56,2245.66,3275.06,2935.59,6026.66,3550.63,2386.73,4278.47,1310.0,2099.97,7265.4
hsa-miR-148a-5p,3.11,3.89,3.59,2.72,4.14,2.86,3.74,4.71,14.51,14.15,5.26,6.85,7.25,2.28,4.82,10.96
hsa-miR-148b-3p,30.06,40.54,40.56,69.1,80.46,78.87,71.43,97.74,270.63,376.74,159.03,205.57,148.53,31.05,122.82,426.35
hsa-miR-148b-5p,1.42,0.82,0.86,2.56,1.97,1.95,1.35,2.15,5.63,15.84,5.38,7.99,4.39,0.93,1.12,6.08
hsa-miR-149-5p,0.14,0.0,0.22,0.06,0.3,0.11,0.24,0.0,0.1,0.24,0.0,0.0,0.22,0.14,0.0,0.0
hsa-miR-150-3p,1.01,2.24,0.43,0.39,0.3,2.18,0.64,0.83,1.72,4.6,1.83,3.01,4.28,0.79,0.45,0.53
hsa-miR-150-5p,10.2,77.89,6.44,5.84,12.42,21.98,38.66,29.25,124.29,218.79,105.57,76.06,144.25,6.62,21.07,48.86
hsa-miR-151a-3p,1234.88,1583.08,2422.76,1701.74,4145.1,2665.26,2148.29,1755.76,3322.58,5737.96,3073.91,1967.6,3837.39,1589.76,933.78,3171.64
