miRNA,SRR15307302,SRR15307303,SRR15307304,SRR15307305,SRR15307378,SRR15307379,SRR15307380,SRR15307381,SRR15307382,SRR15307383,SRR15307384,SRR15307385,SRR15307386,SRR15307387,SRR15307388,SRR15307389,SRR15307390,SRR15307391,SRR15307392,SRR15307393,SRR15307394,SRR15307395,SRR15307396,SRR15307397,SRR15307398,SRR15307399,SRR15307400,SRR15307401,SRR15307402,SRR15307403,SRR15307404,SRR15307405,SRR15307406,SRR15307407,SRR15307408,SRR15307409,SRR15307410,SRR15307411,SRR15307412,SRR15307413,SRR15307414,SRR15307415,SRR15307416,SRR15307417,SRR15307418,SRR15307419,SRR15307420,SRR15307421,SRR15307422,SRR15307423,SRR15307424,SRR15307425
hsa-let-7a-3p,0.13,0.0,1.73,0.87,0.0,1.63,0.0,1.6,0.0,1.62,1.63,0.0,0.0,0.0,0.0,2.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61,0.0,0.0,0.0,0.0,1.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7a-5p,411.15,704.85,417.6,309.65,967.14,996.42,1051.0,1073.64,957.45,1075.28,1014.93,957.12,347.06,355.85,316.23,285.2,323.47,348.33,338.53,304.6,55.65,56.43,53.53,41.07,55.61,56.38,48.7,57.29,1122.22,989.22,1054.38,1116.82,1061.55,1069.94,1154.95,1150.28,882.14,884.43,845.07,927.33,838.91,838.55,961.48,770.47,49.97,57.54,62.62,40.18,58.14,50.48,43.48,60.68
hsa-let-7b-3p,0.0,0.0,0.0,0.0,0.0,0.0,1.59,1.6,0.0,1.62,0.0,1.6,0.0,0.0,1.05,0.0,3.2,0.0,1.07,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63,0.0,0.0,0.0,0.0,1.64,1.64,3.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7b-5p,269.98,442.13,110.67,139.88,223.56,265.39,210.2,221.75,247.45,212.14,239.86,214.83,122.43,105.68,102.62,107.21,115.3,142.11,102.84,107.5,40.25,34.82,39.57,32.86,31.95,32.39,39.2,35.8,156.82,182.4,167.16,203.5,163.44,161.07,181.84,193.89,171.3,133.96,152.65,158.21,137.97,161.94,182.68,155.04,78.33,87.68,101.26,92.42,100.06,105.04,92.4,107.88
hsa-let-7c-5p,5.1,69.88,0.0,0.87,6.48,30.93,3.18,7.98,4.85,3.24,8.16,6.41,3.19,0.0,28.27,1.04,1.07,14.96,0.0,10.54,1.18,0.0,0.0,0.0,5.92,0.0,1.19,1.19,35.94,47.65,8.04,3.2,3.24,50.95,52.42,3.26,6.4,6.46,29.9,1.57,1.59,8.02,1.6,6.33,1.35,1.37,0.0,0.0,0.0,1.36,1.36,0.0
hsa-let-7d-3p,27.37,30.91,25.07,21.82,166.86,146.53,136.95,126.03,145.56,121.45,109.33,123.45,44.71,73.33,40.84,59.33,50.18,44.88,41.78,63.24,26.05,18.01,15.13,18.78,22.48,26.39,9.5,13.13,155.18,149.53,136.62,144.21,144.02,159.42,142.53,159.67,107.27,127.5,107.01,112.78,125.28,118.65,133.0,123.4,74.28,64.39,62.62,62.95,71.67,66.85,67.94,56.64
hsa-let-7d-5p,37.3,67.19,33.72,30.99,153.9,143.28,122.62,161.13,164.97,132.79,135.43,152.31,63.88,88.42,78.54,80.15,64.05,81.21,95.35,75.89,13.02,6.0,11.64,15.26,5.92,13.19,13.07,9.55,205.82,200.47,228.23,190.68,258.91,235.03,250.65,192.26,190.52,154.94,174.68,191.11,177.61,165.15,165.05,162.95,12.16,9.59,9.33,6.7,8.11,9.55,10.87,25.62
hsa-let-7e-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7e-5p,7.51,8.06,0.0,0.22,16.2,13.03,19.11,12.76,9.7,11.34,14.69,9.62,1.06,3.24,2.09,3.12,6.41,3.21,2.14,1.05,0.0,0.0,1.16,1.17,0.0,0.0,0.0,0.0,1.63,4.93,1.61,3.2,3.24,3.29,1.64,4.89,1.6,0.0,0.0,3.13,0.0,1.6,0.0,3.16,0.0,0.0,0.0,1.34,0.0,2.73,0.0,0.0
hsa-let-7f-1-3p,0.13,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07,0.0,0.0,0.0,0.0,2.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7f-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7f-5p,795.19,1611.95,995.15,807.4,988.2,931.29,1023.92,944.42,896.0,1023.46,884.39,982.77,201.21,203.81,207.33,199.85,207.11,199.81,194.98,206.58,56.83,58.84,60.51,56.33,55.61,62.37,52.26,42.96,818.39,861.04,837.4,857.25,878.69,887.51,909.22,866.79,669.21,740.79,728.62,676.7,697.77,718.3,711.49,700.86,35.12,28.77,29.31,37.5,43.27,25.92,27.18,35.06
hsa-let-7g-5p,1412.32,2613.79,1475.01,1336.35,3278.87,3238.35,3297.9,3243.25,3313.89,3178.87,3245.5,3403.62,475.88,482.02,467.02,446.54,445.18,465.87,486.37,455.31,165.75,146.49,155.94,131.44,144.35,145.14,127.09,161.12,2830.87,2793.47,2780.6,2627.82,2665.2,2749.64,2716.18,2764.92,2130.9,2243.35,2340.07,2246.27,2256.65,2310.43,2262.67,2331.99,67.53,69.87,59.96,42.86,52.73,65.48,47.56,47.2
hsa-let-7i-3p,0.27,0.0,0.0,0.0,1.62,1.63,1.59,3.19,3.23,1.62,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,1.63,1.64,1.61,0.0,3.24,0.0,3.28,0.0,1.6,0.0,1.57,1.57,0.0,0.0,1.6,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7i-5p,3063.63,4690.72,3352.92,3671.04,756.54,768.48,718.18,788.08,740.73,838.84,781.6,737.48,228.89,242.63,237.7,253.97,247.68,224.39,206.76,229.76,31.97,34.82,36.08,39.9,34.31,35.98,38.01,39.38,710.58,770.67,802.04,773.92,729.82,815.19,760.14,785.32,619.58,624.59,675.11,625.01,618.48,617.29,645.79,620.18,68.88,80.83,55.96,54.92,60.85,66.85,62.51,57.99
hsa-miR-1-3p,0.0,0.67,0.0,0.0,1.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,1.37,0.0,4.02,1.35,4.09,0.0,1.35
hsa-miR-100-5p,1.61,0.67,6.92,13.09,3.24,0.0,0.0,3.19,0.0,0.0,1.63,3.21,0.0,0.0,1.05,0.0,0.0,1.07,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,6.53,3.29,4.82,3.2,1.62,3.29,6.55,11.41,1.6,6.46,1.57,3.13,4.76,6.41,1.6,11.07,1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-101-2-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-101-3p,56.76,116.24,65.71,54.34,17.82,22.79,15.92,17.55,14.56,14.57,26.11,19.24,8.52,6.47,7.33,3.12,6.41,5.34,3.21,3.16,4.74,2.4,0.0,7.04,3.55,3.6,1.19,10.74,14.7,13.15,4.82,16.02,12.95,14.79,11.47,6.52,9.61,6.46,14.16,9.4,7.93,4.81,6.41,9.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10392-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10393-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10394-3p,0.0,0.0,0.0,0.0,0.0,1.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10394-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,0.0,0.0,0.0,0.0,1.35
hsa-miR-10395-3p,5.23,8.06,7.78,4.36,21.06,19.54,17.52,17.55,12.94,21.05,11.42,22.44,0.0,1.08,2.09,4.16,1.07,3.21,1.07,3.16,0.0,1.2,1.16,1.17,2.37,0.0,0.0,0.0,13.07,11.5,19.29,11.22,11.33,11.5,13.11,17.92,17.61,9.68,12.59,4.7,15.86,4.81,6.41,14.24,1.35,1.37,0.0,0.0,4.06,0.0,1.36,2.7
hsa-miR-10395-5p,0.13,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10396a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18,0.0,0.0,0.0,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10396b-3p,0.81,1.34,0.86,0.22,4.86,3.26,7.96,12.76,14.56,8.1,6.53,9.62,0.0,2.16,0.0,0.0,0.0,0.0,1.07,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,13.07,6.57,17.68,8.01,8.09,16.44,11.47,4.89,6.4,9.68,12.59,10.97,14.27,8.02,9.61,17.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10396b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10399-3p,10.2,10.08,4.32,9.82,4.86,8.14,3.18,1.6,6.47,4.86,4.9,3.21,3.19,5.39,9.42,3.12,5.34,5.34,3.21,5.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63,8.22,9.64,8.01,3.24,11.5,3.28,6.52,4.8,1.61,0.0,4.7,6.34,9.62,0.0,6.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-103a-2-5p,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-103a-3p,17.44,16.8,30.26,20.95,1.62,0.0,1.59,0.0,90.57,85.83,71.8,9.62,19.16,42.06,19.9,3.12,16.01,29.92,35.35,14.76,0.0,2.4,0.0,3.52,0.0,4.8,0.0,3.58,104.54,4.93,4.82,144.21,0.0,1.64,198.23,174.33,59.24,133.96,130.62,75.19,52.33,123.46,131.4,148.72,0.0,2.74,1.33,1.34,2.7,4.09,0.0,6.74
hsa-miR-10401-3p,0.54,0.0,0.0,0.0,1.62,1.63,4.78,0.0,3.23,0.0,3.26,3.21,1.06,1.08,2.09,4.16,4.27,0.0,1.07,3.16,0.0,1.2,0.0,1.17,3.55,4.8,2.38,2.39,1.63,8.22,1.61,0.0,0.0,0.0,1.64,0.0,1.6,1.61,0.0,1.57,0.0,1.6,1.6,0.0,0.0,4.11,1.33,4.02,8.11,0.0,2.72,0.0
hsa-miR-10401-5p,0.0,0.0,0.0,0.0,0.0,0.0,1.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10527-5p,0.0,0.0,0.0,0.0,0.0,1.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-106a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,1.63,0.0,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.16,0.0,0.0,0.0,0.0,1.19,0.0,0.0,0.0,0.0,1.62,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-106a-5p,0.67,0.67,0.86,1.75,8.1,6.51,7.96,12.76,3.23,4.86,14.69,16.03,9.58,12.94,3.14,8.33,10.68,7.48,4.29,6.32,1.18,1.2,1.16,2.35,0.0,2.4,1.19,1.19,11.43,4.93,4.82,3.2,16.18,6.57,4.91,3.26,9.61,6.46,7.87,4.7,7.93,6.41,6.41,11.07,1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-106b-3p,47.64,56.44,68.3,70.48,84.24,128.62,124.21,108.48,97.04,132.79,102.8,145.89,30.87,34.51,25.13,39.55,26.69,21.37,33.21,23.19,4.74,6.0,5.82,5.87,9.47,7.2,8.31,10.74,169.88,118.31,188.05,163.44,147.26,134.77,150.72,174.33,129.68,117.82,122.75,137.85,101.49,123.46,133.0,124.98,4.05,4.11,7.99,9.38,1.35,2.73,4.08,5.39
hsa-miR-106b-5p,2.01,8.06,3.46,2.62,3.24,1.63,9.55,4.79,8.09,1.62,3.26,3.21,1.06,2.16,1.05,1.04,5.34,3.21,3.21,1.05,1.18,2.4,2.33,1.17,1.18,0.0,1.19,1.19,4.9,3.29,3.21,3.2,4.85,3.29,1.64,4.89,0.0,6.46,9.44,6.27,3.17,1.6,4.81,1.58,0.0,0.0,0.0,1.34,0.0,0.0,0.0,0.0
hsa-miR-107,0.4,0.0,0.86,0.22,17.82,0.0,0.0,0.0,0.0,1.62,37.53,1.6,0.0,0.0,1.05,0.0,3.2,0.0,3.21,0.0,1.18,0.0,0.0,0.0,1.18,0.0,1.19,0.0,3.27,0.0,1.61,0.0,0.0,1.64,1.64,0.0,0.0,1.61,1.57,0.0,22.2,3.21,8.01,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,1.05,0.0,0.0,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10a-5p,18.92,27.55,8.65,13.53,9.72,4.88,25.48,12.76,4.85,14.57,22.84,12.83,18.1,20.49,18.85,19.78,18.15,12.82,13.93,15.81,4.74,3.6,3.49,4.69,4.73,3.6,7.13,3.58,19.6,13.15,19.29,9.61,12.95,11.5,16.38,13.03,14.41,6.46,18.88,18.8,17.44,22.45,9.61,18.98,0.0,2.74,4.0,0.0,2.7,0.0,1.36,4.05
hsa-miR-11401,0.13,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1180-3p,0.27,0.0,0.0,0.65,1.62,0.0,0.0,1.6,0.0,0.0,1.63,3.21,0.0,2.16,0.0,1.04,1.07,1.07,2.14,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,0.0,0.0,0.0,1.6,0.0,3.29,1.64,0.0,0.0,1.61,0.0,1.57,0.0,1.6,1.6,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1183,0.13,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12119,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12132,0.0,0.0,0.0,0.0,0.0,1.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12136,0.13,0.0,0.0,0.87,6.48,3.26,0.0,0.0,4.85,0.0,6.53,6.41,0.0,2.16,3.14,1.04,2.14,1.07,0.0,3.16,1.18,0.0,0.0,1.17,0.0,1.2,0.0,1.19,0.0,3.29,1.61,0.0,1.62,0.0,0.0,3.26,0.0,1.61,1.57,0.0,3.17,0.0,0.0,0.0,2.7,0.0,1.33,0.0,1.35,2.73,2.72,1.35
hsa-miR-122-5p,0.54,1.34,0.0,0.87,0.0,1.63,1.59,0.0,1.62,0.0,0.0,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,3.55,0.0,1.16,0.0,0.0,3.6,0.0,0.0,0.0,0.0,1.61,0.0,1.62,0.0,0.0,0.0,0.0,1.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1226-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.34,0.0,0.0,0.0,0.0
hsa-miR-1227-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68,0.0,0.0,0.0,0.0
hsa-miR-1229-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35,0.0,0.0,0.0,0.0,2.73,1.36,0.0
hsa-miR-1229-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1234-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-124-3p,0.13,0.0,0.0,0.65,0.0,1.63,0.0,0.0,0.0,4.86,0.0,0.0,5.32,4.31,9.42,6.25,3.2,4.27,3.21,4.22,1.18,2.4,0.0,1.17,0.0,0.0,2.38,1.19,1.63,1.64,0.0,0.0,3.24,0.0,8.19,1.63,3.2,0.0,1.57,3.13,0.0,1.6,0.0,0.0,1.35,2.74,7.99,1.34,4.06,0.0,1.36,0.0
hsa-miR-124-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1244,0.27,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.13,1.08,0.0,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35,0.0,0.0,0.0
hsa-miR-1246,231.07,444.14,498.01,338.23,93.96,83.03,73.25,82.96,92.19,93.92,79.95,88.18,20.23,18.33,13.61,22.9,17.08,12.82,12.86,13.7,156.28,122.48,119.86,126.74,111.22,116.35,110.46,125.31,173.15,154.46,147.87,137.8,129.46,131.48,127.78,159.67,118.47,72.63,116.45,112.78,96.74,88.18,76.92,106.0,9.45,5.48,5.33,12.05,2.7,12.28,8.15,6.74
hsa-miR-1248,2.42,5.38,1.73,0.22,16.2,13.03,15.92,7.98,16.17,21.05,16.32,8.02,1.06,1.08,1.05,0.0,1.07,0.0,2.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,0.0,16.34,9.86,11.25,11.22,22.66,9.86,22.94,9.78,20.81,11.3,25.18,6.27,11.1,16.03,9.61,6.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1249-3p,0.13,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.0,1.04,1.07,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61,0.0,1.57,0.0,0.0,0.0,0.0,0.0,1.37,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1249-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1250-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
