miRNA,SRR8397254,SRR8397255,SRR8397256,SRR8397257
hsa-let-7a-2-3p,0.0,0.55,0.16,0.14
hsa-let-7a-3p,1.46,4.25,2.69,1.08
hsa-let-7a-5p,49.95,144.16,93.35,7.17
hsa-let-7b-3p,0.0,0.22,0.63,0.41
hsa-let-7b-5p,32.45,970.18,109.47,32.34
hsa-let-7c-3p,0.18,0.0,0.32,0.0
hsa-let-7c-5p,19.14,197.26,45.97,6.36
hsa-let-7d-3p,0.73,4.8,3.79,1.62
hsa-let-7d-5p,2.92,22.25,5.37,1.22
hsa-let-7e-3p,0.0,0.11,0.32,0.27
hsa-let-7e-5p,4.19,13.63,7.9,0.41
hsa-let-7f-1-3p,0.18,1.42,0.0,0.41
hsa-let-7f-2-3p,0.36,3.27,1.11,0.81
hsa-let-7f-5p,62.35,123.33,107.57,4.74
hsa-let-7g-3p,0.18,1.31,0.0,0.0
hsa-let-7g-5p,80.4,287.99,142.16,10.69
hsa-let-7i-3p,0.18,2.51,0.47,0.54
hsa-let-7i-5p,59.25,4114.86,445.61,249.09
hsa-miR-1-3p,1.28,1.09,2.21,0.0
hsa-miR-100-5p,112.3,3016.66,556.34,418.76
hsa-miR-101-3p,33.73,985.45,177.55,41.27
hsa-miR-101-5p,0.0,0.22,0.16,0.0
hsa-miR-10396a-3p,0.0,0.0,0.47,0.54
hsa-miR-10396a-5p,0.0,0.11,0.0,0.27
hsa-miR-10396b-3p,0.0,0.0,0.32,0.14
hsa-miR-10396b-5p,0.0,0.11,0.32,0.0
hsa-miR-10398-3p,0.0,0.0,0.16,0.0
hsa-miR-10399-3p,0.0,0.65,0.16,0.14
hsa-miR-103a-2-5p,0.0,0.33,0.47,0.0
hsa-miR-103a-3p,33.54,46.78,45.02,6.22
hsa-miR-10400-5p,36.83,1.31,2.05,0.81
hsa-miR-10401-3p,0.36,1.64,0.47,0.14
hsa-miR-10401-5p,0.18,0.11,0.16,0.14
hsa-miR-105-5p,0.18,0.11,0.32,0.0
hsa-miR-10526-3p,0.36,0.55,0.0,0.0
hsa-miR-10527-5p,0.0,0.11,0.0,0.0
hsa-miR-106a-5p,0.0,15.05,0.0,0.0
hsa-miR-106b-3p,1.82,105.34,19.9,9.07
hsa-miR-106b-5p,1.82,32.5,3.48,1.22
hsa-miR-107,7.66,103.38,4.11,0.0
hsa-miR-10a-3p,0.0,43.51,6.32,1.62
hsa-miR-10a-5p,3.65,876.4,140.11,82.53
hsa-miR-10b-3p,0.18,30.31,4.58,2.03
hsa-miR-10b-5p,7.29,1828.82,411.01,175.89
hsa-miR-1180-3p,2.92,34.46,8.53,4.06
hsa-miR-1185-1-3p,0.36,2.73,1.26,0.41
hsa-miR-1185-2-3p,0.0,0.44,1.11,0.41
hsa-miR-1185-5p,0.0,0.65,0.16,0.0
hsa-miR-1193,0.0,0.33,0.0,0.0
hsa-miR-1197,0.0,28.79,1.9,0.27
hsa-miR-12136,0.18,4.69,0.16,0.27
hsa-miR-122-5p,4.01,226.93,6.63,4.19
hsa-miR-1226-3p,0.0,0.11,0.0,0.14
hsa-miR-1227-3p,0.0,0.0,0.0,0.14
hsa-miR-124-3p,19.69,12.98,31.75,0.0
hsa-miR-124-5p,1.09,0.98,2.05,0.0
hsa-miR-1246,27.35,236.09,49.44,34.91
hsa-miR-1248,0.0,0.11,0.16,0.0
hsa-miR-1249-3p,0.0,0.44,0.63,0.0
hsa-miR-1250-5p,0.18,0.87,0.16,0.14
hsa-miR-1252-5p,0.0,0.44,0.0,0.0
hsa-miR-1255a,0.0,0.33,0.0,0.0
hsa-miR-1255b-5p,0.0,0.11,0.0,0.0
hsa-miR-125a-3p,0.18,11.34,1.26,0.81
hsa-miR-125a-5p,27.89,23.88,52.29,3.52
hsa-miR-125b-1-3p,0.73,21.26,3.0,0.81
hsa-miR-125b-2-3p,0.0,5.78,1.26,0.68
hsa-miR-125b-5p,70.55,113.95,148.48,14.21
hsa-miR-126-3p,32.63,7100.0,486.68,458.13
hsa-miR-126-5p,4.19,1648.45,202.35,118.39
hsa-miR-1260b,0.18,2.29,0.16,0.0
hsa-miR-1262,0.0,1.96,0.32,0.14
hsa-miR-1266-5p,0.0,0.22,0.0,0.0
hsa-miR-1267,0.0,0.22,0.0,0.0
hsa-miR-1268a,0.18,4.25,0.16,0.0
hsa-miR-1268b,0.18,1.96,0.16,0.0
hsa-miR-127-3p,16.41,95.74,43.28,12.04
hsa-miR-127-5p,1.28,16.58,2.69,0.41
hsa-miR-1270,0.0,0.44,0.0,0.0
hsa-miR-1271-3p,0.0,0.33,0.16,0.0
hsa-miR-1271-5p,0.18,3.6,1.11,0.14
hsa-miR-1273c,0.0,0.0,0.16,0.0
hsa-miR-1273h-5p,1.82,1.96,1.9,0.95
hsa-miR-1275,0.0,0.22,0.16,0.0
hsa-miR-1277-3p,0.0,0.76,0.16,0.0
hsa-miR-1278,0.0,1.42,0.0,0.0
hsa-miR-128-1-5p,0.36,0.11,0.47,0.0
hsa-miR-128-3p,379.01,277.74,735.47,1.62
hsa-miR-1285-3p,0.0,2.94,0.63,0.14
hsa-miR-1285-5p,0.55,6.11,0.63,0.68
hsa-miR-1287-3p,0.0,0.11,0.0,0.0
hsa-miR-1287-5p,0.18,4.47,0.47,0.27
hsa-miR-1288-3p,0.0,0.11,0.0,0.0
hsa-miR-129-1-3p,0.55,0.44,2.69,0.0
hsa-miR-129-2-3p,0.73,0.98,1.58,0.0
hsa-miR-129-5p,10.76,7.09,21.01,0.14
hsa-miR-1291,0.0,0.33,0.0,0.27
hsa-miR-1292-5p,0.0,0.11,0.0,0.0
hsa-miR-1293,0.0,0.33,0.0,0.14
hsa-miR-1294,0.0,1.85,0.0,0.0
hsa-miR-1296-3p,0.0,0.0,0.16,0.0
hsa-miR-1296-5p,0.91,1.09,1.26,0.0
hsa-miR-1297,0.0,0.76,0.0,0.14
hsa-miR-1298-5p,0.0,0.0,0.32,0.0
hsa-miR-1299,0.0,0.0,0.0,0.14
hsa-miR-1301-3p,0.18,3.93,1.9,0.27
hsa-miR-1303,0.0,1.09,0.47,0.14
hsa-miR-1304-3p,0.0,0.0,0.0,0.14
hsa-miR-1304-5p,0.0,2.94,0.0,0.0
hsa-miR-1306-3p,0.0,1.31,0.16,0.14
hsa-miR-1306-5p,0.0,0.22,0.0,0.0
hsa-miR-1307-3p,24.61,60.52,14.85,5.41
hsa-miR-1307-5p,2.37,11.56,8.53,4.33
hsa-miR-130a-3p,0.18,17.34,2.21,0.95
hsa-miR-130b-3p,0.36,28.24,2.21,1.49
hsa-miR-130b-5p,0.18,0.11,0.16,0.0
hsa-miR-132-3p,5.83,13.3,7.9,1.22
hsa-miR-132-5p,2.37,1.96,4.11,0.0
hsa-miR-133a-3p,0.0,0.11,0.63,0.14
hsa-miR-134-3p,0.0,0.11,0.16,0.0
hsa-miR-134-5p,57.79,328.67,57.02,34.77
hsa-miR-135a-3p,0.0,0.11,0.0,0.0
hsa-miR-135a-5p,0.36,0.55,0.79,0.0
hsa-miR-135b-5p,0.18,0.0,0.0,0.0
hsa-miR-136-3p,2.01,48.31,13.11,2.71
hsa-miR-136-5p,1.64,19.85,1.42,0.68
hsa-miR-137-3p,1.46,24.43,5.37,0.81
hsa-miR-137-5p,0.0,0.22,0.32,0.0
hsa-miR-138-5p,4.74,3.71,9.0,0.14
hsa-miR-139-3p,0.91,3.05,2.69,0.14
hsa-miR-139-5p,14.22,14.29,27.64,0.68
hsa-miR-140-3p,3.83,116.68,41.39,14.21
hsa-miR-140-5p,0.73,160.73,6.16,4.46
hsa-miR-141-3p,0.36,0.11,0.0,0.0
hsa-miR-141-5p,0.18,0.0,0.0,0.0
hsa-miR-142-3p,0.0,0.55,0.79,0.0
hsa-miR-142-5p,0.36,0.98,0.47,0.0
hsa-miR-143-3p,23.15,34.24,36.8,0.54
hsa-miR-143-5p,0.55,0.65,0.47,0.0
hsa-miR-144-3p,0.36,0.33,0.47,0.0
hsa-miR-144-5p,0.0,0.33,0.0,0.0
hsa-miR-145-3p,0.0,0.11,0.16,0.14
hsa-miR-145-5p,1.09,0.65,2.53,0.0
hsa-miR-146a-3p,0.0,0.33,0.0,0.14
hsa-miR-146a-5p,15.86,1698.83,711.14,333.25
hsa-miR-146b-5p,11.85,19.3,25.12,1.35
hsa-miR-147b-3p,0.0,0.22,0.0,0.0
hsa-miR-148a-3p,81.31,116.35,102.67,1.49
hsa-miR-148a-5p,0.73,1.09,0.47,0.0
hsa-miR-148b-3p,13.13,584.27,60.97,20.7
hsa-miR-148b-5p,0.0,0.87,0.0,0.41
hsa-miR-149-5p,2.37,1.74,6.32,0.14
hsa-miR-150-5p,0.18,0.0,0.16,0.0
hsa-miR-151a-3p,20.42,964.08,123.84,116.49
hsa-miR-151a-5p,0.55,2.62,0.47,0.14
hsa-miR-151b,0.0,0.98,0.16,0.14
hsa-miR-152-3p,4.01,884.69,84.35,40.32
hsa-miR-152-5p,0.0,0.44,0.16,0.14
hsa-miR-153-3p,0.73,0.22,0.95,0.0
hsa-miR-154-3p,0.18,0.44,0.0,0.0
hsa-miR-154-5p,0.0,12.32,1.42,0.54
hsa-miR-155-5p,0.18,29.22,1.9,1.08
hsa-miR-15a-3p,0.0,0.11,0.0,0.0
hsa-miR-15a-5p,0.0,6.22,0.95,0.14
hsa-miR-15b-3p,0.18,4.8,1.58,0.27
hsa-miR-15b-5p,0.0,27.48,2.05,0.95
hsa-miR-16-1-3p,0.0,0.0,0.16,0.0
hsa-miR-16-2-3p,0.18,41.22,3.79,1.76
hsa-miR-16-5p,1.82,289.19,20.69,16.64
hsa-miR-17-3p,0.0,0.76,0.16,0.27
hsa-miR-17-5p,2.37,1027.54,49.28,14.61
hsa-miR-181a-2-3p,0.18,16.03,2.21,0.54
hsa-miR-181a-3p,1.28,5.67,3.95,0.54
hsa-miR-181a-5p,42.84,183.96,127.63,24.22
hsa-miR-181b-2-3p,0.0,0.55,0.0,0.0
hsa-miR-181b-3p,0.0,1.85,0.32,0.14
hsa-miR-181b-5p,11.49,386.57,66.19,30.04
hsa-miR-181c-3p,0.73,6.11,3.48,0.41
hsa-miR-181c-5p,1.09,4.91,2.05,0.27
hsa-miR-181d-5p,4.01,27.7,13.11,0.68
hsa-miR-182-3p,0.0,0.0,0.16,0.0
hsa-miR-182-5p,2.55,1.09,1.11,0.0
hsa-miR-183-5p,1.46,0.98,1.42,0.0
hsa-miR-1843,0.55,1.42,2.37,0.0
hsa-miR-185-3p,0.0,3.27,0.79,0.14
hsa-miR-185-5p,4.19,242.08,31.43,9.74
hsa-miR-186-5p,5.1,293.66,64.76,20.7
hsa-miR-187-3p,0.18,0.22,0.0,0.0
hsa-miR-188-5p,0.0,4.03,0.47,0.68
hsa-miR-18a-3p,0.18,1.53,0.0,0.27
hsa-miR-18a-5p,0.0,18.87,1.58,0.27
hsa-miR-18b-5p,0.0,0.76,0.0,0.0
hsa-miR-1908-5p,0.18,2.84,0.0,0.0
hsa-miR-190a-5p,0.0,0.11,0.0,0.0
hsa-miR-190b-5p,0.18,2.94,0.32,0.14
hsa-miR-191-3p,0.18,0.11,0.32,0.0
hsa-miR-191-5p,12.76,25.84,28.12,2.71
hsa-miR-1910-5p,0.0,0.44,0.16,0.14
hsa-miR-1915-3p,0.0,0.22,0.63,0.41
hsa-miR-192-5p,0.73,14.5,1.11,0.68
hsa-miR-193a-3p,0.0,6.32,1.11,0.68
hsa-miR-193a-5p,13.67,71.64,11.85,5.01
hsa-miR-193b-3p,1.28,3.82,1.9,0.54
hsa-miR-193b-5p,1.46,1.64,0.32,0.0
hsa-miR-194-5p,0.0,0.98,0.63,0.27
hsa-miR-195-3p,0.0,1.42,0.79,0.14
hsa-miR-195-5p,0.18,18.54,2.21,0.54
hsa-miR-196a-5p,0.0,0.22,0.0,0.0
hsa-miR-196b-3p,0.0,0.55,0.47,0.0
hsa-miR-196b-5p,0.0,83.09,6.63,3.38
hsa-miR-197-3p,1.28,7.31,5.37,2.16
hsa-miR-197-5p,0.0,0.44,0.0,0.0
hsa-miR-199a-3p,10.39,67.83,11.37,4.6
hsa-miR-199a-5p,4.92,75.35,14.69,2.16
hsa-miR-199b-3p,0.36,216.13,41.86,13.12
hsa-miR-199b-5p,3.1,2.73,2.37,0.0
hsa-miR-19a-3p,0.0,66.19,5.05,1.89
hsa-miR-19b-3p,2.01,739.01,39.33,16.24
hsa-miR-200a-3p,3.1,2.18,2.21,0.27
hsa-miR-200a-5p,0.0,0.11,0.0,0.0
hsa-miR-200b-3p,3.46,3.49,4.11,0.0
hsa-miR-200b-5p,0.0,0.22,0.0,0.0
hsa-miR-200c-3p,6.02,1.96,7.9,0.0
hsa-miR-203a-3p,0.55,0.55,0.95,0.14
hsa-miR-204-3p,0.0,0.11,0.16,0.0
hsa-miR-204-5p,1.46,0.55,1.11,0.0
hsa-miR-206,0.0,0.11,0.0,0.0
hsa-miR-20a-3p,0.0,0.11,0.16,0.27
hsa-miR-20a-5p,7.47,1988.9,76.77,33.28
hsa-miR-20b-5p,0.0,0.22,0.0,0.0
hsa-miR-21-3p,0.36,135.11,29.22,8.66
hsa-miR-21-5p,133.63,46274.55,8408.27,3712.55
hsa-miR-210-3p,1.64,18.97,3.48,1.08
hsa-miR-2110,0.18,1.09,0.32,0.0
hsa-miR-2116-3p,0.0,1.31,0.0,0.0
hsa-miR-212-3p,0.0,0.22,0.16,0.14
hsa-miR-212-5p,0.0,0.11,0.63,0.0
hsa-miR-214-3p,0.55,11.78,0.63,0.14
hsa-miR-214-5p,0.0,0.22,0.0,0.27
hsa-miR-215-5p,0.18,1.09,0.0,0.14
hsa-miR-216a-3p,0.0,66.3,8.06,4.06
hsa-miR-216a-5p,1.09,73.28,23.38,10.69
hsa-miR-216b-3p,0.0,0.0,0.0,0.14
hsa-miR-216b-5p,0.0,3.49,0.32,0.27
hsa-miR-217-3p,0.0,2.07,0.16,0.0
hsa-miR-217-5p,2.19,1630.46,289.38,132.73
hsa-miR-218-1-3p,0.0,0.22,0.0,0.14
hsa-miR-218-5p,6.75,212.31,20.53,2.71
hsa-miR-219a-1-3p,0.0,0.87,0.16,0.27
hsa-miR-219a-2-3p,6.2,3.71,13.11,0.0
hsa-miR-219a-5p,0.55,0.11,0.63,0.0
hsa-miR-22-3p,82.95,686.01,553.97,87.95
hsa-miR-22-5p,0.55,65.86,19.11,11.37
hsa-miR-221-3p,37.01,1367.33,619.05,168.99
hsa-miR-221-5p,1.46,4.58,4.11,1.35
hsa-miR-222-3p,21.51,149.72,104.73,39.24
