miRNA,SRR29057793,SRR29057794,SRR29057795
hsa-let-7a-2-3p,0.04,0.0,0.05
hsa-let-7a-3p,4.2,8.27,108.13
hsa-let-7a-5p,2536.75,1777.53,11662.97
hsa-let-7b-3p,2.53,32.58,462.26
hsa-let-7b-5p,1019.09,2124.65,8139.34
hsa-let-7c-3p,0.04,0.38,8.77
hsa-let-7c-5p,412.16,361.09,1548.27
hsa-let-7d-3p,124.16,462.26,8318.65
hsa-let-7d-5p,161.78,117.41,655.19
hsa-let-7e-3p,3.47,15.36,260.24
hsa-let-7e-5p,58.44,51.99,57.41
hsa-let-7f-1-3p,0.21,5.4,81.83
hsa-let-7f-2-3p,0.9,0.59,19.33
hsa-let-7f-5p,2298.71,883.83,8233.14
hsa-let-7g-3p,0.0,0.3,0.0
hsa-let-7g-5p,448.02,360.55,2341.47
hsa-let-7i-3p,0.73,0.21,8.11
hsa-let-7i-5p,253.21,232.67,2583.93
hsa-miR-1-3p,1.41,1.35,35.68
hsa-miR-100-5p,34.45,134.04,825.02
hsa-miR-101-3p,0.09,0.13,1.7
hsa-miR-10399-3p,3.43,1.1,10.65
hsa-miR-103a-2-5p,0.0,0.0,0.05
hsa-miR-103a-3p,1.93,1.01,11.69
hsa-miR-10401-3p,0.13,0.0,1.79
hsa-miR-105-5p,0.04,0.0,0.19
hsa-miR-10527-5p,0.0,0.0,2.07
hsa-miR-106a-5p,0.0,0.04,0.0
hsa-miR-106b-3p,0.34,0.0,0.14
hsa-miR-106b-5p,0.43,0.13,2.4
hsa-miR-107,0.0,0.0,0.05
hsa-miR-10a-3p,0.21,0.08,14.19
hsa-miR-10a-5p,70.69,165.02,1229.77
hsa-miR-10b-3p,0.0,0.0,3.39
hsa-miR-10b-5p,72.28,429.89,3104.31
hsa-miR-1180-3p,64.99,138.09,1929.69
hsa-miR-1184,2.44,0.0,0.0
hsa-miR-1185-1-3p,0.0,1.01,0.0
hsa-miR-1185-2-3p,0.0,0.13,0.0
hsa-miR-1185-5p,0.0,0.04,0.0
hsa-miR-1193,0.0,0.0,1.79
hsa-miR-1204,0.0,0.04,0.0
hsa-miR-12136,0.17,0.0,0.05
hsa-miR-122-3p,6.21,1.39,141.55
hsa-miR-122-5p,167.99,130.49,1462.76
hsa-miR-1226-3p,0.04,0.93,0.09
hsa-miR-1226-5p,0.0,0.0,2.17
hsa-miR-1227-3p,0.0,0.0,4.48
hsa-miR-1228-5p,0.0,0.17,0.0
hsa-miR-1229-3p,0.0,0.0,0.05
hsa-miR-1237-5p,0.0,0.0,1.79
hsa-miR-1243,0.0,0.0,2.4
hsa-miR-1246,4.63,4.22,138.63
hsa-miR-1247-5p,0.09,1.48,35.73
hsa-miR-1248,0.0,0.04,0.0
