miRNA,SRR27918985,SRR27918986,SRR27918988,SRR27918989
hsa-let-7a-2-3p,15.3,20.96,0.0,0.0
hsa-let-7a-3p,48.67,68.72,9.03,1.4
hsa-let-7a-5p,3500.33,3875.42,3588.46,3821.69
hsa-let-7b-3p,5.56,11.65,6.32,3.5
hsa-let-7b-5p,670.3,935.81,1762.16,2295.68
hsa-let-7c-3p,0.46,1.75,0.0,0.0
hsa-let-7c-5p,212.31,300.48,11.74,16.12
hsa-let-7d-3p,89.0,149.08,65.03,37.85
hsa-let-7d-5p,221.12,305.72,383.86,365.21
hsa-let-7e-3p,5.56,8.15,3.16,2.8
hsa-let-7e-5p,304.09,383.76,370.32,312.63
hsa-let-7f-1-3p,8.81,11.06,2.26,1.4
hsa-let-7f-2-3p,4.17,3.49,0.0,0.0
hsa-let-7f-5p,6216.78,5975.89,3572.2,3161.38
hsa-let-7g-3p,0.93,1.16,0.0,0.0
hsa-let-7g-5p,9158.98,13305.69,1332.69,1481.85
hsa-let-7i-3p,10.2,5.24,3.16,2.1
hsa-let-7i-5p,23094.93,24631.46,24421.02,29425.33
hsa-miR-1-3p,6.03,2.33,0.0,0.0
hsa-miR-100-3p,3.24,2.91,0.0,0.0
hsa-miR-100-5p,64508.28,83936.09,5043.98,1842.85
hsa-miR-101-3p,616.53,642.89,31.61,8.41
hsa-miR-101-5p,0.0,0.58,0.0,0.0
hsa-miR-10393-3p,0.0,1.75,0.0,0.0
hsa-miR-10394-3p,0.0,0.58,0.0,0.0
hsa-miR-10395-3p,10.66,29.7,3.16,16.12
hsa-miR-10395-5p,0.93,0.0,0.0,0.0
hsa-miR-10396a-3p,0.46,0.58,0.0,0.0
hsa-miR-10396a-5p,0.46,1.16,0.0,0.0
hsa-miR-10399-3p,6.03,12.23,0.0,0.7
hsa-miR-10399-5p,0.0,0.58,0.0,0.0
hsa-miR-103a-2-5p,4.64,0.0,0.0,0.0
hsa-miR-103a-3p,909.96,1087.8,203.67,147.2
hsa-miR-10401-3p,0.93,4.66,0.9,2.8
hsa-miR-10401-5p,0.0,0.0,0.0,1.4
hsa-miR-105-3p,0.46,0.0,0.0,0.0
hsa-miR-105-5p,6.95,8.73,1.81,0.0
hsa-miR-10526-3p,4.64,5.24,0.0,0.0
hsa-miR-10527-5p,0.0,0.58,0.0,0.0
hsa-miR-106a-5p,1.39,1.16,0.0,0.0
hsa-miR-106b-3p,563.69,735.48,78.13,61.69
hsa-miR-106b-5p,570.64,639.4,18.97,4.91
hsa-miR-107,40.33,26.79,13.55,1.4
hsa-miR-10a-3p,152.51,135.68,16.26,4.91
hsa-miR-10a-5p,4096.46,3852.71,2239.06,732.51
hsa-miR-10b-3p,17.15,26.79,1.81,0.0
hsa-miR-10b-5p,1593.25,1815.71,373.93,92.53
hsa-miR-11401,0.46,1.16,0.0,0.0
hsa-miR-1179,0.0,0.58,0.0,0.0
hsa-miR-1180-3p,70.0,149.66,37.93,44.16
hsa-miR-1185-1-3p,8.34,12.23,11.29,2.1
hsa-miR-1185-2-3p,1.39,2.33,2.26,1.4
hsa-miR-1185-5p,0.46,0.0,0.0,0.0
hsa-miR-1197,2.78,4.66,0.45,0.7
hsa-miR-12117,0.0,0.58,0.0,0.0
hsa-miR-12136,3.24,3.49,16.26,0.0
hsa-miR-122-5p,0.93,0.0,0.0,4.91
hsa-miR-1225-3p,0.0,0.58,0.0,0.0
hsa-miR-1226-5p,0.93,0.58,0.0,0.0
hsa-miR-1228-3p,0.0,0.0,0.45,0.0
hsa-miR-1229-3p,0.0,0.0,0.0,0.7
hsa-miR-122b-5p,0.0,0.0,0.45,0.0
hsa-miR-1244,0.46,0.0,0.0,0.0
hsa-miR-1246,264.23,435.0,115.61,234.83
hsa-miR-1248,12.98,9.9,10.84,18.93
hsa-miR-1249-3p,0.0,1.75,1.35,0.0
hsa-miR-1250-5p,0.0,0.58,0.0,0.0
hsa-miR-1252-3p,0.46,0.0,0.0,0.0
hsa-miR-1252-5p,0.93,2.91,0.0,0.0
hsa-miR-1255a,9.27,9.32,1.35,0.0
hsa-miR-1255b-5p,0.0,1.75,0.9,0.0
hsa-miR-1256,0.46,0.0,0.0,0.0
hsa-miR-125a-3p,16.22,19.22,6.77,6.31
hsa-miR-125a-5p,399.12,372.69,964.18,716.39
hsa-miR-125b-1-3p,186.35,337.17,65.03,89.72
hsa-miR-125b-2-3p,0.93,0.0,0.0,0.0
hsa-miR-125b-5p,2390.11,2781.22,1022.43,656.11
hsa-miR-126-3p,54.7,71.63,9.94,2.8
hsa-miR-126-5p,0.93,1.75,0.0,0.0
hsa-miR-1260a,0.0,0.58,0.0,0.0
hsa-miR-1260b,6.03,18.05,6.32,14.02
hsa-miR-1262,6.95,9.32,1.35,0.0
hsa-miR-1264,0.0,0.58,0.0,0.0
hsa-miR-1265,2.32,0.58,0.0,0.0
hsa-miR-1268a,0.46,0.0,0.45,2.1
hsa-miR-1268b,0.0,1.16,0.0,0.0
hsa-miR-1269a,0.93,0.0,0.45,0.0
hsa-miR-1269b,0.0,0.58,40.19,17.52
hsa-miR-127-3p,120.53,146.17,398.77,330.86
hsa-miR-127-5p,7.42,6.99,7.68,2.1
hsa-miR-1270,5.1,6.41,0.0,0.0
hsa-miR-1271-3p,0.0,0.58,0.0,0.0
hsa-miR-1271-5p,21.32,29.7,1.81,0.0
hsa-miR-1273c,0.93,1.16,1.35,0.0
hsa-miR-1273h-5p,0.46,0.58,0.0,0.0
hsa-miR-1275,9.73,29.7,3.16,8.41
hsa-miR-1276,0.0,1.16,0.0,0.0
hsa-miR-1277-3p,3.24,1.75,0.0,0.0
hsa-miR-1278,12.52,12.23,0.45,0.0
hsa-miR-128-1-5p,0.0,1.75,0.9,0.0
hsa-miR-128-3p,1067.11,1558.9,198.71,91.83
hsa-miR-1283,0.0,0.0,0.45,0.0
hsa-miR-1284,0.0,1.75,1.35,0.0
hsa-miR-1285-3p,28.74,34.36,0.0,0.7
hsa-miR-1285-5p,12.98,19.8,1.81,2.1
hsa-miR-1287-5p,23.18,18.05,4.06,7.71
hsa-miR-1288-3p,0.0,3.49,0.0,0.0
hsa-miR-1289,0.46,0.0,0.0,0.0
hsa-miR-129-1-3p,1.39,0.58,0.45,0.0
hsa-miR-129-2-3p,5.1,5.24,0.0,0.0
hsa-miR-129-5p,24.57,34.36,3.61,2.1
hsa-miR-1290,0.0,0.0,0.0,0.7
hsa-miR-1291,46.82,62.31,6.32,8.41
hsa-miR-1292-5p,3.71,2.91,1.35,3.5
hsa-miR-1293,3.24,5.24,0.0,0.0
hsa-miR-1294,2.78,10.48,1.81,0.7
hsa-miR-1295a,0.0,0.0,0.0,0.7
hsa-miR-1296-3p,0.46,1.75,0.45,0.0
hsa-miR-1296-5p,41.26,48.92,3.61,2.1
hsa-miR-1298-5p,6.03,2.33,0.0,0.0
hsa-miR-1299,4.64,10.48,0.45,0.0
hsa-miR-1301-3p,31.52,40.76,6.32,4.21
hsa-miR-1303,14.37,26.79,5.87,2.8
hsa-miR-1304-5p,19.01,24.46,3.16,2.1
hsa-miR-1305,0.0,0.0,0.45,0.0
hsa-miR-1306-3p,0.46,1.16,0.45,0.0
hsa-miR-1306-5p,0.93,1.75,0.0,0.7
hsa-miR-1307-3p,84.37,140.34,83.55,80.61
hsa-miR-1307-5p,26.42,32.03,1.81,0.7
hsa-miR-130a-3p,21.79,29.12,4.97,4.21
hsa-miR-130a-5p,12.98,20.96,0.0,0.7
hsa-miR-130b-3p,16.22,26.2,2.71,0.0
hsa-miR-130b-5p,26.89,33.19,5.87,2.8
hsa-miR-132-3p,39.87,41.93,12.19,4.21
hsa-miR-132-5p,13.44,18.63,4.06,3.5
hsa-miR-1322,0.0,1.75,0.0,0.0
hsa-miR-133a-3p,0.46,1.75,0.0,0.0
hsa-miR-134-5p,47.75,58.23,51.48,30.84
hsa-miR-1343-3p,0.93,2.33,0.0,2.1
hsa-miR-135a-5p,0.46,0.0,0.0,0.0
hsa-miR-135b-3p,1.39,0.0,0.0,0.0
hsa-miR-135b-5p,108.47,96.08,0.0,0.0
hsa-miR-136-3p,13.44,19.8,8.13,0.7
hsa-miR-136-5p,12.52,4.66,7.68,2.8
hsa-miR-137-3p,2.32,1.16,0.9,1.4
hsa-miR-138-1-3p,4.64,4.08,0.45,1.4
hsa-miR-138-5p,63.04,67.55,18.06,9.81
hsa-miR-139-5p,6.03,13.98,1.35,0.7
hsa-miR-140-3p,434.35,472.85,91.68,25.94
hsa-miR-140-5p,158.07,209.06,69.1,32.24
hsa-miR-141-3p,0.0,0.0,0.45,0.0
hsa-miR-142-3p,2.32,4.08,0.0,0.0
hsa-miR-142-5p,2.32,5.24,0.0,0.0
hsa-miR-143-3p,518.72,525.85,3217.69,1282.78
hsa-miR-143-5p,6.49,5.82,32.97,30.14
hsa-miR-144-3p,0.0,1.16,0.0,0.0
hsa-miR-144-5p,0.0,1.16,0.0,0.0
hsa-miR-145-3p,0.46,0.58,8.58,9.11
hsa-miR-145-5p,6.49,5.24,163.48,60.28
hsa-miR-1468-5p,0.93,0.58,0.45,0.7
hsa-miR-146a-3p,0.46,0.0,1.35,0.7
hsa-miR-146a-5p,1108.37,1343.44,172.51,78.51
hsa-miR-146b-3p,1.39,5.82,0.45,0.0
hsa-miR-146b-5p,332.83,379.68,77.68,19.63
hsa-miR-147b-3p,2.78,2.33,0.0,0.0
hsa-miR-147b-5p,0.46,0.0,0.0,0.0
hsa-miR-148a-3p,4501.61,5163.53,2.71,2.1
hsa-miR-148a-5p,10.66,16.31,0.0,0.0
hsa-miR-148b-3p,795.0,954.44,48.32,11.22
hsa-miR-148b-5p,48.67,54.16,2.71,1.4
hsa-miR-149-3p,0.46,0.58,0.0,0.0
hsa-miR-149-5p,65.83,59.4,31.16,25.94
hsa-miR-150-5p,0.46,4.08,0.0,0.0
hsa-miR-151a-3p,4942.46,6152.33,506.7,179.45
hsa-miR-151a-5p,63.51,59.98,10.84,7.01
hsa-miR-151b,1.85,5.82,0.9,0.0
hsa-miR-152-3p,994.8,1150.1,211.8,88.32
hsa-miR-152-5p,10.2,8.73,1.35,0.0
hsa-miR-153-3p,0.0,0.0,0.45,0.0
hsa-miR-154-3p,0.93,0.58,0.45,0.7
hsa-miR-154-5p,5.1,2.91,3.16,0.7
hsa-miR-155-5p,2622.81,3656.46,128.71,100.24
hsa-miR-15a-5p,4.17,6.41,0.45,0.7
hsa-miR-15b-3p,92.71,119.38,6.77,0.7
hsa-miR-15b-5p,60.26,67.55,9.48,3.5
hsa-miR-16-1-3p,0.0,1.16,0.0,0.0
hsa-miR-16-2-3p,102.91,211.97,43.35,25.94
hsa-miR-16-5p,427.4,489.74,49.68,23.13
hsa-miR-17-3p,0.93,2.33,0.45,0.0
hsa-miR-17-5p,294.82,359.3,23.94,14.02
hsa-miR-181a-2-3p,49.14,51.25,62.32,26.64
