miRNA,SRR16297783,SRR16297784,SRR16297785,SRR16297786,SRR16297787,SRR16297788,SRR16297789,SRR16297790,SRR16297791,SRR16297792,SRR16297793,SRR16297794,SRR16297795,SRR16297796,SRR16297797,SRR16297798,SRR16297799,SRR16297800,SRR16297801,SRR16297802,SRR16297803
hsa-miR-23b-3p,872.59,874.72,804.89,999.93,962.71,548.47,1102.94,864.35,881.89,411.84,911.18,1106.41,862.85,465.35,893.04,849.05,1236.78,995.17,694.13,1227.7,830.1
hsa-miR-23b-5p,9.64,5.61,14.71,18.63,11.43,12.68,16.87,9.31,7.5,9.69,7.91,16.8,14.05,4.63,11.5,23.56,14.07,10.41,15.69,14.86,16.47
hsa-miR-23c,0.0,0.0,0.16,0.05,0.0,0.0,0.0,0.0,0.06,0.0,0.13,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-24-1-5p,0.44,8.67,2.83,1.98,2.38,0.0,2.79,11.08,3.95,8.44,7.91,3.44,1.11,5.29,8.09,0.17,4.77,2.19,1.85,5.14,3.83
hsa-miR-24-2-5p,48.55,107.45,106.01,78.21,58.32,69.9,77.99,53.55,70.74,47.21,107.81,102.64,38.0,60.71,63.36,64.08,62.37,78.38,67.6,107.44,64.98
hsa-miR-24-3p,1115.11,3010.9,698.41,1927.47,1744.8,1970.04,1817.63,1797.76,1704.39,1568.75,1821.66,1513.45,1946.91,1606.19,2916.29,1726.53,2747.9,3510.77,1809.55,3447.46,1275.81
hsa-miR-2467-3p,0.0,1.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2467-5p,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.0,0.12,0.0,0.0,0.15,0.0
hsa-miR-25-3p,23544.35,10638.88,15225.62,14333.13,23632.44,12100.17,11258.51,24739.75,21484.02,17466.32,19586.61,13330.88,16815.65,7282.39,15316.87,13409.04,17495.04,10291.44,13543.0,9908.73,11647.89
hsa-miR-25-5p,17.27,42.43,25.34,21.73,28.37,32.65,7.2,21.08,25.33,30.75,22.24,23.18,15.85,9.25,29.98,22.35,19.26,17.28,10.5,13.15,17.97
hsa-miR-26a-1-3p,0.0,4.41,5.81,4.96,3.33,1.97,4.33,3.73,0.56,0.0,1.16,2.94,3.4,0.0,0.55,4.26,6.4,9.99,2.31,12.92,4.5
hsa-miR-26a-2-3p,0.44,7.53,5.13,6.25,2.62,10.71,5.96,6.39,4.91,1.12,5.27,4.7,3.28,2.55,1.84,5.39,4.59,3.33,3.11,4.92,3.78
hsa-miR-26a-5p,17944.39,24236.93,31861.15,34936.31,28414.7,10488.15,20826.9,20406.37,21615.84,10492.25,27816.91,27706.76,18429.24,13011.08,15273.19,14067.41,23162.61,26847.64,16232.63,49561.31,23063.25
hsa-miR-26b-3p,14.7,31.41,39.52,44.58,37.56,22.74,36.29,30.83,24.2,15.2,34.84,57.03,32.62,22.75,41.57,41.74,46.25,35.81,27.8,50.17,34.12
hsa-miR-26b-5p,8037.29,6405.61,7676.42,10603.38,8324.57,3312.89,10454.84,8127.05,6935.95,3396.56,10648.72,7864.2,5190.81,3851.73,4682.14,4509.73,6990.68,8604.86,7005.05,15060.97,5651.24
hsa-miR-27a-3p,3016.41,3766.24,2888.83,4150.81,2723.17,1521.28,3600.67,3381.3,4154.33,1702.01,5286.72,4561.61,1581.47,2414.34,2370.87,2429.07,2588.09,2525.5,3827.78,4237.93,2435.63
hsa-miR-27a-5p,35.54,98.0,45.02,53.07,39.75,36.3,44.88,40.45,63.85,42.19,59.14,51.15,17.83,45.51,34.3,34.61,14.79,12.91,62.64,15.34,33.03
hsa-miR-27b-3p,3088.24,4576.08,6050.08,7216.38,5866.79,2269.89,3281.9,3723.39,3240.06,2048.44,4398.94,4375.48,3502.57,1937.0,3206.43,3236.12,4268.26,3710.43,2987.73,6523.76,3761.82
hsa-miR-27b-5p,16.77,19.12,32.25,21.25,19.95,16.98,15.71,7.72,15.85,15.34,13.82,18.14,8.17,6.23,16.09,25.56,22.64,16.55,14.19,23.69,12.48
hsa-miR-28-3p,315.66,731.46,696.0,525.91,500.99,343.0,250.45,273.53,335.07,282.2,337.82,531.95,601.21,291.07,730.08,717.23,607.07,685.17,213.88,742.8,455.75
hsa-miR-28-5p,283.38,622.02,734.53,595.53,528.17,288.48,275.83,293.1,332.75,271.88,381.02,476.68,330.22,233.85,362.61,369.36,456.43,575.03,190.0,992.44,376.06
hsa-miR-2861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16
hsa-miR-296-3p,4.82,13.15,2.72,7.21,3.81,12.68,1.16,3.61,4.4,5.3,5.27,11.17,1.3,2.55,6.62,4.35,3.02,5.41,0.0,1.97,3.83
hsa-miR-296-5p,42.11,29.35,16.65,18.36,33.8,65.6,25.69,45.33,33.51,64.08,41.98,21.5,26.31,9.35,60.6,66.78,43.11,25.19,16.27,13.56,15.27
hsa-miR-299-3p,6.69,6.11,16.7,9.77,13.38,4.88,5.34,5.06,4.63,1.39,1.16,2.27,5.26,3.02,10.12,15.56,11.53,14.05,1.5,6.11,11.44
hsa-miR-299-5p,1.69,1.49,2.04,4.86,6.95,4.3,1.08,1.77,2.65,0.0,0.19,1.85,5.94,0.76,2.76,0.0,3.98,4.68,1.73,2.46,2.74
hsa-miR-29a-3p,2256.88,4577.57,2716.64,3783.99,3082.97,1635.12,3116.17,3263.49,3462.59,1921.18,5603.97,4429.99,1435.08,2233.55,1978.46,2135.27,1741.75,2142.21,2026.66,2396.44,2174.26
hsa-miR-29a-5p,0.81,9.66,5.08,4.91,1.86,7.07,8.28,2.79,6.26,0.56,7.07,3.53,1.36,0.38,1.66,2.09,0.72,2.71,2.88,0.56,2.95
hsa-miR-29b-1-5p,0.13,6.47,1.57,5.13,3.38,3.79,3.87,4.81,6.37,7.32,6.43,8.32,3.9,2.55,10.3,0.61,2.6,7.81,2.77,5.1,2.95
hsa-miR-29b-2-5p,22.21,44.41,34.45,24.77,29.23,25.95,13.15,14.94,15.63,25.66,24.56,24.19,8.36,11.99,26.94,23.39,18.84,31.85,13.96,29.72,15.84
hsa-miR-29b-3p,140.91,190.66,93.34,152.1,107.11,71.79,175.94,155.16,148.13,106.34,259.46,142.96,61.9,103.38,65.2,82.77,66.59,78.18,144.78,92.47,81.14
hsa-miR-29c-3p,280.37,421.83,229.51,302.49,381.31,250.8,411.08,371.21,427.35,373.97,604.67,371.01,131.53,219.88,233.03,248.93,249.77,222.66,287.59,289.26,209.86
hsa-miR-29c-5p,14.14,19.68,19.32,19.81,17.09,16.84,23.06,22.28,21.21,18.06,25.84,25.45,17.95,14.73,15.45,19.74,21.31,12.08,12.34,23.09,14.45
hsa-miR-301a-3p,15.39,36.38,46.64,25.52,26.28,20.19,24.45,17.98,14.38,26.78,15.75,24.53,33.67,10.29,28.88,11.56,25.3,53.4,24.57,89.27,29.77
hsa-miR-301a-5p,2.0,7.39,8.59,12.12,6.57,5.17,1.7,4.49,3.27,3.35,5.34,4.54,2.35,1.32,9.38,9.56,6.28,7.08,6.11,17.47,5.49
hsa-miR-301b-3p,0.69,1.35,3.46,1.98,2.24,3.57,1.24,1.2,1.24,2.23,0.64,2.35,2.48,1.7,1.47,0.0,2.29,2.71,0.0,5.21,0.78
hsa-miR-301b-5p,0.0,0.99,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,1.29,0.17,0.0,0.0,0.0,0.11,0.0
hsa-miR-302a-3p,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-302b-3p,0.0,0.0,0.0,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09
hsa-miR-302c-5p,0.0,0.0,0.0,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3064-3p,0.13,1.35,0.89,1.49,0.86,1.38,2.01,3.73,0.0,1.19,3.73,0.67,0.19,1.79,1.01,0.0,2.54,0.0,0.0,1.23,1.24
hsa-miR-3064-5p,0.0,1.63,1.52,0.48,0.52,1.6,0.0,1.58,1.07,0.84,1.35,0.0,3.65,3.3,1.75,0.0,3.68,1.46,0.0,2.87,0.67
hsa-miR-3065-3p,0.0,0.0,0.47,1.33,0.67,0.0,1.16,0.0,0.0,0.0,0.0,1.51,2.1,1.04,0.0,0.0,0.42,0.0,0.0,2.2,1.14
hsa-miR-3065-5p,3.5,8.67,4.66,3.74,0.57,5.25,3.4,1.77,1.07,0.42,2.25,5.38,1.18,1.13,3.31,2.96,0.85,4.37,1.15,7.9,2.59
hsa-miR-3074-3p,2.38,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.37,0.0,0.0,0.0,1.15,0.0,0.0,0.0,0.0
hsa-miR-3074-5p,0.0,1.07,1.1,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.19,2.86,1.86,0.09,0.0,2.0,1.09,0.1,0.0,0.48,0.0
hsa-miR-3085-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.58,0.76,0.0,0.0,0.37,0.0,0.0,0.0,0.69,0.0,0.62
hsa-miR-3085-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-30a-3p,155.99,166.43,129.62,223.48,170.23,75.0,175.09,180.42,187.78,73.29,186.49,191.85,75.82,89.5,91.41,59.12,94.97,77.76,119.74,99.06,108.01
hsa-miR-30a-5p,4690.83,4990.24,3567.76,5731.16,4380.76,1629.37,4816.96,4929.33,4977.95,2439.56,5664.27,5631.98,2282.15,2975.98,2808.42,2535.84,2616.28,1917.36,4379.9,2373.24,3214.68
hsa-miR-30b-3p,12.33,23.1,17.59,13.72,9.66,12.17,9.59,8.1,8.69,7.88,5.21,12.85,13.68,6.04,7.36,13.22,7.97,13.22,5.19,22.35,10.1
hsa-miR-30b-5p,1644.2,1757.26,1638.63,2268.13,1633.31,1500.94,2112.57,2014.51,1946.61,1320.93,2460.79,2366.19,1352.82,1283.03,1264.57,1576.89,1966.95,1562.81,1428.28,2356.07,1519.94
hsa-miR-30c-1-3p,9.82,27.86,22.04,13.08,14.85,10.79,6.58,8.67,6.99,10.25,7.46,11.84,11.88,3.12,3.68,1.3,11.77,12.91,5.19,20.71,13.62
hsa-miR-30c-2-3p,14.08,20.54,13.51,12.12,9.9,9.26,12.38,10.26,15.63,10.46,11.7,12.68,8.42,3.59,4.41,10.96,9.12,4.89,16.38,5.81,7.97
hsa-miR-30c-5p,6741.79,5980.72,5090.96,6713.42,6180.46,3998.16,7694.98,6561.67,6965.96,3894.31,6887.18,4882.23,5974.43,2957.86,6414.15,6581.18,7441.49,6883.93,5615.07,7338.07,4577.37
hsa-miR-30d-3p,12.39,25.94,28.64,19.81,16.9,12.83,9.36,9.43,7.78,18.34,11.51,12.18,12.57,7.84,20.88,13.3,10.75,14.05,5.88,35.83,16.67
hsa-miR-30d-5p,12148.09,10289.96,14149.81,12717.39,14530.59,7010.1,8367.65,10048.25,11422.63,7860.64,11563.83,13286.95,14381.79,7216.49,14188.96,13587.19,13759.23,11737.76,8801.33,16236.9,10805.37
hsa-miR-30e-3p,146.16,271.75,229.82,259.89,240.36,123.1,156.76,142.81,194.72,91.49,236.57,207.64,142.98,95.73,166.82,100.51,230.57,194.45,157.81,357.27,181.17
hsa-miR-30e-5p,8053.68,7421.19,10061.36,7938.16,9661.4,4759.02,7067.33,9653.68,8573.15,7253.56,9833.97,8166.5,9429.59,3731.54,8387.28,8206.59,9755.3,10849.09,6964.67,13481.96,7139.18
hsa-miR-31-3p,0.06,1.42,1.41,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
hsa-miR-31-5p,33.35,56.64,19.47,27.23,21.85,28.21,27.54,22.41,27.36,12.41,36.9,18.31,7.8,11.99,9.2,9.91,5.68,14.89,10.84,3.8,12.48
hsa-miR-3115,0.0,0.0,0.42,0.32,0.0,0.0,0.0,1.39,0.0,0.0,0.0,0.0,2.17,0.0,0.0,1.74,0.66,0.0,0.0,1.42,1.29
hsa-miR-3116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98
hsa-miR-3117-3p,0.0,2.06,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3120-3p,2.0,12.86,1.57,6.35,6.9,4.08,0.0,0.13,1.92,3.42,1.03,7.22,2.23,1.6,0.83,0.26,9.66,10.62,0.81,7.93,1.55
hsa-miR-3120-5p,0.0,0.0,0.05,0.0,1.24,0.0,0.0,0.82,0.0,0.0,0.13,3.11,0.43,0.0,0.0,0.78,1.45,3.02,0.0,0.04,0.0
hsa-miR-3121-3p,0.0,0.0,0.31,0.59,0.19,0.0,0.0,0.0,0.68,0.0,0.06,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0
hsa-miR-3122,1.69,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.23,0.0,0.84,1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3123,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3124-3p,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3124-5p,3.32,1.28,2.25,0.11,0.9,0.0,0.0,2.98,2.31,0.0,0.84,2.52,2.17,0.0,0.0,5.83,3.98,5.1,1.62,1.79,3.0
hsa-miR-3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.42,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3127-3p,0.0,3.41,1.73,0.0,1.33,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.35,0.56,0.0
hsa-miR-3127-5p,1.0,0.99,1.83,0.0,1.29,0.0,0.0,0.89,0.56,0.0,1.41,1.18,1.3,0.0,1.47,0.0,0.85,0.0,0.0,0.56,0.0
hsa-miR-3128,0.0,0.0,0.99,0.0,1.29,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,1.12,0.0
hsa-miR-3129-3p,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3130-3p,2.0,0.0,0.0,0.69,0.0,0.0,0.0,0.0,1.52,0.0,0.26,1.43,1.11,0.19,0.83,1.65,0.42,0.0,0.0,0.52,0.67
hsa-miR-3130-5p,0.44,0.07,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0
hsa-miR-3131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0
hsa-miR-3133,0.0,1.92,0.21,0.64,0.67,0.0,0.0,0.0,0.51,0.0,0.51,0.5,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.41,0.72
hsa-miR-3134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0
hsa-miR-3135a,1.81,0.0,0.37,0.0,0.62,0.0,0.0,0.0,0.0,1.26,0.0,0.67,0.68,0.0,0.0,1.91,1.03,0.0,0.0,0.41,0.0
hsa-miR-3136-5p,2.57,0.0,0.47,1.23,1.24,2.19,0.0,1.08,0.51,0.0,1.03,0.76,0.0,0.0,0.55,0.0,2.05,1.56,2.19,1.86,1.86
hsa-miR-3138,0.0,0.0,0.1,0.0,0.43,1.09,0.0,0.0,0.0,0.42,0.0,0.0,0.0,1.32,0.28,0.0,1.09,0.0,0.0,0.0,0.0
hsa-miR-3139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.51,0.0,0.84,0.0,0.8,0.19,0.0,0.0,0.0,0.0,0.0,0.34,0.0
hsa-miR-3140-3p,3.38,3.34,0.79,0.16,3.19,0.0,0.0,2.98,3.55,0.0,2.57,1.01,4.02,1.13,1.56,1.74,1.75,0.0,0.0,2.57,0.62
hsa-miR-3140-5p,1.13,0.0,0.0,0.53,0.0,0.44,0.0,1.39,0.0,0.0,1.16,1.18,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3143,16.64,3.06,9.06,14.89,25.71,5.03,9.21,18.67,15.4,3.35,17.16,5.96,11.45,0.47,13.7,4.96,9.06,6.77,13.38,8.34,4.76
hsa-miR-3144-3p,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.32,0.34,0.0,0.0,1.2,0.0,0.18,0.0,0.0,1.01,0.0
hsa-miR-3144-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0
hsa-miR-3145-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.72,0.0,0.0,0.0,0.0
hsa-miR-3146,0.0,0.0,0.37,0.91,0.48,0.0,2.17,0.0,0.62,0.0,0.06,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.15,0.0
hsa-miR-3149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.08,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3150a-3p,0.0,0.0,0.0,0.48,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.6,0.0
hsa-miR-3150a-5p,0.0,0.0,0.0,1.07,0.0,0.0,0.0,0.51,0.0,0.0,0.39,0.92,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.3,0.72
hsa-miR-3150b-3p,0.0,1.63,1.2,0.0,0.52,1.68,0.0,0.0,0.68,1.81,0.0,0.67,0.12,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0
hsa-miR-3150b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27,0.0,0.0
hsa-miR-3151-5p,1.38,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,1.46,0.64,0.0,0.0,0.57,0.0,2.35,0.18,0.0,0.0,0.0,0.31
hsa-miR-3152-5p,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.15,0.0
hsa-miR-3154,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.68,1.51,0.0,3.3,0.0,0.0,0.0,0.15,0.93
hsa-miR-3155a,0.0,0.0,0.58,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0
hsa-miR-3157-3p,0.0,2.42,2.88,1.98,1.62,0.0,0.0,1.46,2.2,0.0,1.22,1.76,1.55,0.76,1.01,1.57,0.85,1.67,2.19,1.34,1.92
hsa-miR-3157-5p,0.94,1.14,2.77,1.12,0.86,1.31,0.0,4.18,1.52,0.0,0.84,0.84,0.31,0.47,0.28,0.17,0.85,0.73,0.0,0.26,0.62
hsa-miR-3158-3p,38.36,4.05,9.0,0.16,2.43,0.0,12.53,2.6,14.16,29.78,11.7,1.85,0.0,3.02,0.74,13.3,5.43,14.26,3.81,1.12,10.25
hsa-miR-3158-5p,1.44,0.0,0.0,0.0,0.38,0.87,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,2.54,0.0,0.0
hsa-miR-3159,0.0,0.0,0.0,0.0,0.48,1.9,0.0,0.0,0.17,0.0,0.0,0.0,0.0,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3160-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3161,0.0,0.0,5.13,0.0,0.0,0.0,0.0,2.15,0.0,0.0,0.0,0.0,3.16,0.0,0.0,2.43,2.54,0.0,0.0,0.0,0.0
hsa-miR-3162-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3163,1.94,0.0,0.16,0.0,2.14,0.0,1.24,0.57,0.68,0.0,0.39,0.67,1.24,0.47,0.0,2.96,0.12,0.0,0.0,0.0,1.97
hsa-miR-3164,0.0,1.56,0.37,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.57
hsa-miR-3165,1.06,0.0,0.79,0.0,0.0,0.73,0.0,0.63,0.0,0.0,0.13,0.0,0.0,0.0,1.56,0.0,0.48,0.0,0.0,0.52,0.0
hsa-miR-3166,0.0,0.0,0.0,0.0,0.76,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.26,0.0
hsa-miR-3170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3173-3p,0.0,0.0,0.0,0.0,0.1,1.6,1.55,0.0,0.34,0.0,0.0,1.43,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.11,0.67
hsa-miR-3173-5p,9.76,8.1,1.52,5.82,6.0,1.97,4.72,3.36,2.2,2.44,4.24,5.46,6.19,2.36,4.51,4.7,4.47,2.29,1.38,2.94,4.3
hsa-miR-3174,0.0,0.0,0.73,0.27,0.0,0.0,0.0,0.0,0.0,0.0,1.16,0.0,3.34,1.51,0.0,0.0,0.54,4.37,0.0,0.74,0.0
hsa-miR-3175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3176,1.56,0.0,1.26,1.65,0.43,7.14,3.09,2.91,1.86,1.46,1.41,1.6,1.61,0.09,6.62,3.3,1.81,0.0,0.92,1.86,2.23
hsa-miR-3177-3p,2.25,2.27,5.5,4.59,3.38,6.78,1.32,1.77,0.39,3.56,2.44,7.31,4.52,1.98,5.43,2.7,3.02,2.81,0.0,3.72,3.47
hsa-miR-3177-5p,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3178,1.5,5.47,1.47,2.4,0.71,3.28,6.73,2.34,2.03,2.09,2.44,0.5,0.62,1.98,15.91,20.78,0.54,2.19,4.04,0.82,1.45
hsa-miR-3179,2.19,0.0,1.41,0.37,2.38,0.0,0.0,0.32,0.9,1.81,1.41,0.76,1.55,0.0,0.0,0.0,0.24,0.0,0.0,0.78,2.28
hsa-miR-3180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.15,0.16
hsa-miR-3180-3p,0.81,0.0,0.0,0.0,0.0,2.04,0.0,0.0,0.0,0.0,0.19,0.17,0.37,0.0,1.1,0.0,0.97,0.0,0.0,0.0,0.0
hsa-miR-3180-5p,0.0,0.0,0.0,0.0,0.0,2.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0
hsa-miR-3181,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.63,0.0,0.59,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.36
hsa-miR-3182,0.56,1.14,0.42,1.82,0.19,3.13,1.01,0.13,0.11,1.19,0.26,0.08,0.06,0.28,0.0,0.52,0.12,0.42,0.23,0.67,0.78
hsa-miR-3183,0.0,0.0,0.0,0.0,0.0,1.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.15,0.0
hsa-miR-3184-5p,0.0,0.0,0.52,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0
hsa-miR-3186-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83
hsa-miR-3186-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0
hsa-miR-3187-3p,5.13,0.0,3.35,2.56,3.33,4.74,0.0,2.28,1.24,13.6,3.28,1.01,0.56,1.32,4.97,1.13,3.38,1.35,0.0,2.01,0.0
hsa-miR-3187-5p,0.0,0.0,0.47,0.48,0.62,0.0,0.0,0.0,0.0,0.7,0.06,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.22,0.0
hsa-miR-3188,1.56,2.27,0.63,0.0,1.0,0.0,0.0,0.7,0.0,2.79,0.71,1.09,1.05,1.42,0.64,2.78,0.0,0.0,1.38,0.11,0.0
hsa-miR-3190-3p,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.35,0.0,0.0,1.49,0.47,0.0,0.0,1.03,0.0,0.0,0.0,0.52
hsa-miR-3190-5p,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3191-3p,0.0,0.0,0.79,0.53,0.0,0.0,0.0,0.38,0.0,0.0,0.06,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.52
hsa-miR-3191-5p,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
