miRNA,SRR22696370,SRR22696371,SRR22696372,SRR22696373,SRR22696374,SRR22696375,SRR22696376,SRR22696377,SRR22696378,SRR22696379,SRR22696380,SRR22696381,SRR22696382,SRR22696383,SRR22696384,SRR22696385,SRR22696386,SRR22696387,SRR22696388,SRR22696389,SRR22696390,SRR22696391,SRR22696392,SRR22696393
hsa-miR-106a-5p,158.0,153.0,40.0,0.0,0.0,0.0,0.0,25.0,0.0,30.0,0.0,17.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,6.0,0.0,52.0,131.0,0.0
hsa-miR-106b-3p,3693.0,1807.0,522.0,1.0,0.0,0.0,1844.0,717.0,279.0,518.0,277.0,802.0,69.0,450.0,221.0,834.0,248.0,179.0,103.0,816.0,61.0,152.0,568.0,0.0
hsa-miR-106b-5p,1919.0,184.0,117.0,0.0,0.0,1.0,63.0,66.0,6.0,226.0,78.0,132.0,0.0,118.0,163.0,0.0,50.0,130.0,5.0,398.0,0.0,53.0,360.0,0.0
hsa-miR-107,340.0,228.0,1803.0,161.0,0.0,0.0,81.0,117.0,537.0,125.0,177.0,167.0,0.0,0.0,869.0,88.0,429.0,257.0,305.0,405.0,0.0,270.0,319.0,0.0
hsa-miR-10a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0
hsa-miR-10a-5p,751.0,1149.0,592.0,142.0,1.0,0.0,591.0,439.0,147.0,460.0,810.0,2155.0,167.0,48.0,356.0,2753.0,327.0,181.0,100.0,566.0,99.0,106.0,525.0,0.0
hsa-miR-10b-5p,4672.0,10209.0,2402.0,348.0,182.0,48.0,4437.0,2827.0,1071.0,2677.0,3510.0,10113.0,0.0,844.0,2817.0,11900.0,1654.0,2052.0,528.0,2778.0,606.0,686.0,2156.0,893.0
hsa-miR-11400,69.0,191.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,81.0,0.0,0.0,50.0,0.0
hsa-miR-11401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0
hsa-miR-1180-3p,1553.0,1263.0,249.0,2.0,0.0,0.0,279.0,146.0,120.0,12.0,69.0,428.0,0.0,60.0,0.0,549.0,48.0,0.0,18.0,181.0,0.0,91.0,45.0,0.0
hsa-miR-1185-1-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1185-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0
hsa-miR-1185-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
hsa-miR-1207-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-122-5p,8458.0,30566.0,3544.0,2403.0,2455.0,3.0,6206.0,9747.0,1194.0,621.0,692.0,13517.0,72.0,5921.0,206.0,541.0,641.0,77.0,4581.0,17282.0,1822.0,4044.0,1352.0,1204.0
hsa-miR-1224-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1229-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0
hsa-miR-1229-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1237-5p,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1246,14.0,151.0,16.0,16.0,0.0,0.0,0.0,34.0,27.0,20.0,53.0,33.0,0.0,0.0,0.0,10.0,50.0,16.0,5.0,76.0,0.0,40.0,25.0,0.0
hsa-miR-1249-3p,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1249-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1250-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1255a,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1255b-5p,28.0,0.0,24.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,33.0,0.0,41.0,0.0,0.0,38.0,0.0,26.0,49.0,0.0,0.0,0.0,0.0
hsa-miR-125a-3p,27.0,93.0,45.0,0.0,0.0,0.0,46.0,33.0,35.0,0.0,67.0,50.0,68.0,0.0,69.0,29.0,31.0,0.0,18.0,50.0,21.0,0.0,0.0,0.0
hsa-miR-125a-5p,102.0,152.0,72.0,3.0,1.0,1.0,78.0,55.0,6.0,2.0,44.0,41.0,0.0,0.0,4.0,44.0,0.0,0.0,16.0,62.0,42.0,72.0,1.0,0.0
hsa-miR-125b-1-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-125b-5p,33.0,0.0,46.0,36.0,2.0,10.0,2.0,37.0,5.0,1.0,4.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0
hsa-miR-126-3p,1108.0,1408.0,848.0,2.0,0.0,0.0,575.0,268.0,287.0,360.0,506.0,1326.0,0.0,118.0,771.0,1142.0,486.0,895.0,117.0,1008.0,81.0,322.0,826.0,74.0
hsa-miR-126-5p,1469.0,3692.0,836.0,47.0,0.0,0.0,257.0,381.0,139.0,1692.0,1014.0,913.0,0.0,128.0,494.0,1088.0,128.0,1481.0,173.0,1045.0,5.0,68.0,846.0,38.0
hsa-miR-1260b,0.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1262,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1268a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1268b,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-127-3p,0.0,0.0,0.0,0.0,0.0,0.0,98.0,42.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,38.0,0.0
hsa-miR-127-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0
hsa-miR-1270,143.0,0.0,62.0,0.0,0.0,0.0,0.0,13.0,34.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0
hsa-miR-1273h-3p,74.0,257.0,28.0,37.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,95.0,0.0,0.0,63.0,0.0,0.0,22.0,102.0,0.0,51.0,97.0,63.0
hsa-miR-1273h-5p,0.0,145.0,34.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,82.0,63.0,0.0,41.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0
hsa-miR-1275,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,13.0,0.0,0.0,0.0,0.0,34.0,10.0,0.0,0.0,15.0,6.0,0.0,0.0,22.0,15.0,0.0
hsa-miR-1278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0
hsa-miR-128-1-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-128-3p,1584.0,404.0,223.0,0.0,0.0,0.0,357.0,284.0,69.0,170.0,13.0,503.0,0.0,112.0,153.0,418.0,108.0,146.0,14.0,413.0,0.0,89.0,436.0,41.0
hsa-miR-1285-3p,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0
hsa-miR-1287-5p,49.0,21.0,31.0,0.0,0.0,0.0,104.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-129-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1292-5p,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1294,84.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0
hsa-miR-1296-5p,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1299,0.0,0.0,0.0,0.0,0.0,0.0,688.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1301-3p,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0
hsa-miR-1303,56.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1304-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0
hsa-miR-1306-3p,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1306-5p,0.0,0.0,25.0,0.0,0.0,0.0,70.0,0.0,31.0,42.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1307-3p,347.0,211.0,124.0,0.0,1.0,0.0,121.0,131.0,35.0,47.0,45.0,137.0,353.0,121.0,0.0,67.0,339.0,0.0,67.0,31.0,16.0,0.0,20.0,0.0
hsa-miR-1307-5p,3402.0,286.0,27.0,37.0,0.0,19.0,213.0,304.0,18.0,38.0,96.0,304.0,261.0,0.0,89.0,209.0,307.0,162.0,24.0,697.0,77.0,50.0,268.0,0.0
hsa-miR-130a-3p,1675.0,241.0,266.0,69.0,0.0,0.0,365.0,118.0,176.0,210.0,470.0,322.0,70.0,172.0,264.0,511.0,37.0,136.0,16.0,257.0,0.0,43.0,349.0,0.0
hsa-miR-130b-3p,1292.0,854.0,319.0,1.0,0.0,0.0,110.0,144.0,124.0,117.0,69.0,286.0,89.0,44.0,289.0,41.0,75.0,0.0,20.0,126.0,0.0,0.0,48.0,0.0
hsa-miR-130b-5p,26.0,241.0,76.0,0.0,0.0,0.0,0.0,75.0,53.0,30.0,0.0,233.0,0.0,0.0,36.0,86.0,0.0,132.0,19.0,236.0,0.0,86.0,52.0,0.0
hsa-miR-132-3p,22.0,40.0,22.0,0.0,0.0,0.0,71.0,26.0,14.0,35.0,0.0,57.0,0.0,0.0,72.0,75.0,0.0,71.0,24.0,40.0,22.0,0.0,30.0,0.0
hsa-miR-1323,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-133a-3p,0.0,0.0,117.0,0.0,0.0,0.0,0.0,57.0,0.0,31.0,0.0,33.0,0.0,4.0,2.0,12.0,76.0,0.0,14.0,0.0,0.0,1.0,36.0,0.0
hsa-miR-133a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-134-5p,57.0,464.0,69.0,1.0,0.0,0.0,65.0,118.0,16.0,60.0,0.0,135.0,2724.0,31.0,0.0,407.0,43.0,51.0,11.0,32.0,46.0,1.0,53.0,53.0
hsa-miR-1343-5p,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-135a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-136-3p,0.0,131.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-138-5p,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-139-3p,53.0,0.0,140.0,30.0,0.0,0.0,0.0,30.0,49.0,30.0,18.0,73.0,0.0,153.0,77.0,67.0,49.0,0.0,1.0,56.0,0.0,0.0,38.0,0.0
hsa-miR-139-5p,76.0,147.0,92.0,0.0,0.0,0.0,63.0,4.0,15.0,33.0,51.0,127.0,0.0,51.0,40.0,164.0,72.0,120.0,10.0,21.0,0.0,0.0,20.0,0.0
hsa-miR-140-3p,10698.0,2924.0,1596.0,56.0,0.0,0.0,1701.0,1375.0,540.0,917.0,246.0,1204.0,313.0,478.0,444.0,2079.0,405.0,123.0,250.0,1115.0,19.0,313.0,1212.0,0.0
hsa-miR-140-5p,191.0,124.0,32.0,0.0,0.0,0.0,72.0,137.0,131.0,3.0,0.0,0.0,0.0,0.0,0.0,21.0,30.0,78.0,11.0,143.0,0.0,0.0,56.0,36.0
hsa-miR-141-3p,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-142-3p,165.0,0.0,36.0,0.0,0.0,0.0,283.0,0.0,25.0,47.0,0.0,45.0,0.0,0.0,55.0,0.0,178.0,130.0,14.0,137.0,0.0,113.0,42.0,0.0
hsa-miR-142-5p,4605.0,6063.0,3232.0,92.0,52.0,0.0,2231.0,756.0,978.0,2484.0,1047.0,2326.0,82.0,1131.0,508.0,2895.0,742.0,714.0,309.0,2396.0,158.0,613.0,1817.0,476.0
hsa-miR-143-3p,894.0,1108.0,303.0,104.0,3.0,2.0,573.0,615.0,202.0,230.0,109.0,681.0,7.0,90.0,184.0,579.0,491.0,252.0,157.0,1478.0,135.0,255.0,1194.0,136.0
hsa-miR-143-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-144-3p,2393.0,188.0,167.0,126.0,13.0,0.0,126.0,124.0,79.0,214.0,130.0,161.0,0.0,126.0,114.0,227.0,115.0,392.0,116.0,1156.0,36.0,219.0,1204.0,135.0
hsa-miR-144-5p,1403.0,1801.0,318.0,2.0,0.0,0.0,656.0,120.0,211.0,694.0,458.0,717.0,0.0,307.0,874.0,567.0,142.0,543.0,55.0,418.0,0.0,220.0,212.0,0.0
hsa-miR-145-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-145-5p,0.0,0.0,0.0,3.0,0.0,0.0,2.0,3.0,11.0,4.0,4.0,3.0,2.0,3.0,8.0,11.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-1468-5p,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-146a-5p,1601.0,2520.0,775.0,72.0,0.0,0.0,2377.0,406.0,246.0,1046.0,356.0,748.0,1443.0,533.0,437.0,1802.0,873.0,602.0,170.0,956.0,160.0,164.0,1036.0,344.0
hsa-miR-146b-3p,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,35.0,0.0,0.0,0.0,0.0
hsa-miR-146b-5p,853.0,1134.0,231.0,1.0,0.0,0.0,636.0,232.0,116.0,203.0,151.0,240.0,0.0,210.0,140.0,231.0,423.0,215.0,101.0,398.0,37.0,27.0,143.0,0.0
hsa-miR-148a-3p,16172.0,3383.0,532.0,134.0,1.0,0.0,1506.0,1380.0,471.0,570.0,145.0,1443.0,0.0,214.0,321.0,1581.0,1295.0,1013.0,326.0,2538.0,311.0,307.0,1830.0,186.0
hsa-miR-148a-5p,510.0,0.0,18.0,0.0,0.0,0.0,52.0,53.0,0.0,0.0,0.0,42.0,61.0,0.0,0.0,14.0,0.0,60.0,12.0,0.0,0.0,0.0,70.0,0.0
hsa-miR-148b-3p,1724.0,1121.0,199.0,2.0,0.0,0.0,504.0,154.0,57.0,114.0,68.0,409.0,64.0,87.0,147.0,307.0,122.0,127.0,78.0,297.0,126.0,92.0,357.0,203.0
hsa-miR-148b-5p,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,14.0,0.0,0.0,54.0,0.0
hsa-miR-149-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-150-3p,60.0,209.0,183.0,19.0,0.0,0.0,174.0,40.0,138.0,23.0,79.0,160.0,0.0,49.0,68.0,119.0,0.0,0.0,22.0,0.0,30.0,90.0,24.0,61.0
hsa-miR-150-5p,0.0,337.0,385.0,40.0,0.0,0.0,226.0,56.0,84.0,143.0,0.0,349.0,0.0,52.0,0.0,579.0,39.0,55.0,64.0,160.0,155.0,273.0,78.0,0.0
hsa-miR-151a-3p,1662.0,1137.0,334.0,5.0,0.0,0.0,914.0,526.0,88.0,317.0,129.0,826.0,243.0,100.0,128.0,564.0,425.0,466.0,247.0,967.0,220.0,114.0,831.0,157.0
hsa-miR-151a-5p,155.0,207.0,58.0,0.0,1.0,0.0,107.0,149.0,24.0,67.0,67.0,27.0,0.0,0.0,80.0,0.0,10.0,42.0,22.0,251.0,64.0,153.0,243.0,0.0
