miRNA,SRR7669367
hsa-miR-30d-5p,702
hsa-miR-148a-3p,523
hsa-miR-200a-3p,241
hsa-miR-200c-3p,199
hsa-let-7a-5p,223
hsa-miR-200b-3p,165
hsa-let-7f-5p,143
hsa-miR-532-5p,49
hsa-miR-99b-5p,79
hsa-miR-146b-5p,99
hsa-miR-148a-5p,52
hsa-miR-26a-5p,44
hsa-miR-100-5p,50
hsa-miR-21-5p,103
hsa-miR-101-3p,142
hsa-miR-375-3p,82
hsa-miR-378a-3p,52
hsa-miR-30a-5p,116
hsa-miR-99a-5p,75
hsa-miR-576-3p,51
hsa-let-7g-5p,109
hsa-let-7b-5p,116
hsa-miR-370-3p,32
hsa-miR-143-3p,34
hsa-miR-184,30
hsa-miR-191-5p,51
hsa-miR-378c,38
hsa-miR-6852-5p,29
hsa-miR-615-3p,28
hsa-miR-192-5p,31
hsa-miR-22-3p,59
hsa-miR-629-5p,28
hsa-miR-3929,29
hsa-miR-589-5p,29
hsa-miR-151a-3p,29
hsa-miR-223-5p,29
hsa-miR-140-3p,28
hsa-miR-411-5p,26
hsa-miR-485-5p,25
hsa-miR-7974,25
hsa-miR-10a-5p,32
hsa-miR-183-5p,31
hsa-miR-378e,28
hsa-miR-490-3p,25
hsa-miR-340-5p,31
hsa-miR-10b-5p,23
hsa-miR-1307-3p,25
hsa-miR-92a-3p,27
hsa-miR-224-5p,22
hsa-miR-363-3p,24
hsa-miR-129-5p,21
hsa-miR-409-3p,23
hsa-miR-139-3p,22
hsa-miR-501-3p,17
hsa-miR-130b-5p,17
hsa-miR-182-5p,32
hsa-miR-20a-5p,16
hsa-miR-3178,15
hsa-miR-320a-3p,38
hsa-miR-128-3p,16
hsa-miR-486-3p,17
hsa-miR-181a-5p,43
hsa-miR-424-3p,21
hsa-miR-92b-3p,16
hsa-miR-499b-3p,17
hsa-miR-433-3p,18
hsa-miR-3615,13
hsa-miR-323a-3p,13
hsa-miR-584-5p,15
hsa-miR-148b-3p,29
hsa-miR-429,19
hsa-miR-511-5p,17
hsa-miR-543,14
hsa-miR-27b-3p,28
hsa-let-7i-5p,17
hsa-miR-186-5p,17
hsa-miR-941,17
hsa-miR-185-3p,12
hsa-miR-30e-5p,21
hsa-miR-502-3p,11
hsa-miR-485-3p,14
hsa-miR-136-3p,12
hsa-miR-181b-5p,16
hsa-miR-4488,16
hsa-miR-103a-3p,11
hsa-miR-500a-3p,12
hsa-miR-664a-5p,12
hsa-miR-126-3p,10
hsa-miR-30e-3p,15
hsa-miR-26b-5p,15
hsa-miR-1-3p,12
hsa-miR-127-3p,16
hsa-miR-378d,10
hsa-miR-1246,12
hsa-miR-30c-5p,19
hsa-miR-9-5p,10
hsa-miR-605-3p,10
hsa-miR-340-3p,11
hsa-miR-29a-3p,33
hsa-miR-766-5p,9
hsa-miR-769-5p,10
hsa-miR-25-3p,10
hsa-miR-4732-5p,10
hsa-miR-140-5p,8
hsa-miR-215-5p,7
hsa-miR-125b-5p,23
hsa-miR-152-3p,13
hsa-miR-320b,17
hsa-miR-330-3p,8
hsa-miR-744-5p,8
hsa-miR-133a-5p,8
hsa-miR-20b-5p,6
hsa-miR-125a-5p,20
hsa-miR-361-3p,14
hsa-miR-199a-3p,6
hsa-miR-145-3p,7
hsa-miR-34c-5p,6
hsa-miR-2355-3p,6
hsa-miR-122b-3p,6
hsa-miR-450b-5p,7
hsa-miR-141-3p,17
hsa-miR-204-3p,5
hsa-miR-1180-3p,7
hsa-miR-4326,5
hsa-let-7c-5p,11
hsa-miR-7704,6
hsa-miR-28-5p,6
hsa-miR-369-5p,7
hsa-miR-7706,5
hsa-miR-421,5
hsa-miR-342-5p,6
hsa-miR-146a-5p,6
hsa-miR-574-3p,5
hsa-miR-193b-5p,4
hsa-miR-185-5p,5
hsa-let-7e-5p,10
hsa-miR-132-3p,4
hsa-let-7d-5p,15
hsa-miR-323b-3p,4
hsa-miR-139-5p,4
hsa-miR-132-5p,5
hsa-miR-484,4
hsa-miR-1908-5p,5
hsa-miR-222-3p,4
hsa-miR-134-5p,4
hsa-miR-511-3p,5
hsa-miR-1301-3p,4
hsa-miR-483-5p,6
hsa-miR-4433a-5p,4
hsa-miR-28-3p,8
hsa-miR-654-3p,5
hsa-miR-660-5p,4
hsa-miR-144-5p,3
hsa-miR-218-5p,3
hsa-miR-195-5p,4
hsa-miR-378b,5
hsa-miR-423-5p,7
