miRNA,SRR5786046
hsa-miR-671-5p,1.03
hsa-miR-374b-3p,0.63
hsa-miR-548e-3p,1.29
hsa-miR-29c-3p,0.74
hsa-miR-532-3p,0.85
hsa-miR-93-3p,1.11
hsa-miR-362-5p,0.66
hsa-miR-184,0.55
hsa-miR-10401-5p,1.92
hsa-miR-301b-3p,0.48
hsa-miR-6831-3p,0.44
hsa-miR-130b-3p,1.51
hsa-miR-196a-3p,0.85
hsa-miR-31-3p,0.78
hsa-miR-1287-5p,0.74
hsa-miR-3178,0.52
hsa-miR-199a-5p,0.41
hsa-miR-125b-1-3p,0.63
hsa-miR-135a-2-3p,1.07
hsa-mir-466-3p,0.55
hsa-miR-561-5p,0.59
hsa-miR-452-5p,0.63
hsa-miR-25-5p,1.03
hsa-let-7i-3p,0.55
hsa-miR-548f-3p,0.55
hsa-miR-153-3p,0.7
hsa-miR-206,0.41
hsa-miR-222-5p,0.66
hsa-miR-199b-5p,0.55
hsa-miR-548bc,0.74
hsa-miR-4449,1.66
hsa-miR-32-3p,0.55
hsa-miR-1304-5p,0.52
hsa-miR-1268b,0.52
hsa-miR-373-3p,0.33
hsa-miR-3651,0.55
hsa-miR-190b-5p,0.48
hsa-miR-500a-5p,0.33
hsa-let-7b-3p,0.59
hsa-miR-331-5p,0.74
hsa-miR-6516-3p,0.81
hsa-miR-505-3p,1.11
hsa-miR-641,1.11
hsa-miR-552-5p,0.41
hsa-miR-6801-5p,0.63
hsa-miR-185-3p,0.44
hsa-miR-33a-5p,0.66
hsa-miR-15a-5p,0.85
hsa-let-7f-1-3p,0.37
hsa-miR-135b-3p,0.66
hsa-miR-365b-3p,0.52
hsa-miR-194-3p,0.52
hsa-miR-625-5p,0.52
hsa-mir-663a-5p,1.77
hsa-mir-4262-3p,0.81
hsa-miR-549a-5p,0.44
hsa-miR-466,0.3
hsa-miR-454-5p,0.3
hsa-miR-106a-5p,0.33
hsa-miR-378a-5p,0.41
hsa-miR-4492,0.52
hsa-miR-2110,0.48
hsa-miR-4746-5p,0.41
hsa-miR-199a-3p,0.7
hsa-miR-3613-3p,0.26
hsa-miR-744-5p,0.22
hsa-miR-671-3p,0.78
hsa-miR-30d-3p,0.66
hsa-miR-5695,0.22
hsa-miR-6818-3p,0.22
hsa-miR-506-5p,0.22
hsa-miR-301a-3p,0.26
hsa-miR-411-5p,0.37
hsa-miR-663a,2.77
hsa-mir-559-5p,0.22
hsa-miR-574-5p,0.48
hsa-miR-330-5p,0.41
hsa-miR-363-3p,0.44
hsa-miR-7974,0.18
hsa-miR-590-5p,0.22
hsa-miR-4286,0.37
hsa-mir-1291-5p,0.59
hsa-miR-191-3p,0.41
hsa-miR-125a-3p,0.26
hsa-miR-379-5p,0.22
hsa-miR-10396a-5p,0.26
hsa-miR-3177-3p,0.18
hsa-miR-365a-3p,0.33
hsa-miR-1285-5p,0.81
hsa-miR-29a-5p,0.26
hsa-miR-200c-5p,0.22
hsa-miR-501-5p,0.41
hsa-miR-301a-5p,0.33
hsa-miR-548d-5p,0.15
hsa-miR-493-5p,0.15
hsa-miR-3200-3p,0.3
hsa-miR-4466,0.81
hsa-miR-203b-3p,0.18
hsa-miR-6125,0.41
hsa-miR-409-3p,0.3
hsa-miR-942-5p,0.22
hsa-miR-326,0.33
hsa-miR-144-3p,0.26
hsa-miR-204-5p,0.18
hsa-miR-324-3p,0.33
hsa-miR-3916,0.41
hsa-miR-127-3p,0.15
hsa-miR-218-5p,0.22
hsa-miR-219a-1-3p,0.18
hsa-miR-9985,0.15
hsa-miR-9903,0.22
hsa-miR-29c-5p,0.3
hsa-miR-4485-3p,0.63
hsa-miR-33a-3p,0.26
hsa-miR-3929,0.3
hsa-mir-6089-2-3p,0.11
hsa-miR-1271-5p,0.22
hsa-miR-548u,0.18
hsa-miR-12136,0.7
hsa-miR-1273c,0.11
hsa-mir-12136-5p,1.96
hsa-miR-3196,0.18
hsa-miR-371a-5p,0.22
hsa-miR-495-3p,0.15
hsa-miR-3184-3p,0.15
hsa-miR-143-3p,0.15
hsa-miR-4661-5p,0.11
hsa-mir-3159-5p,0.37
hsa-miR-550a-5p,0.22
hsa-miR-10395-3p,0.59
hsa-miR-940,0.37
hsa-miR-579-3p,0.11
hsa-miR-518e-3p,0.22
hsa-miR-24-1-5p,0.3
hsa-miR-654-3p,0.18
hsa-miR-494-3p,0.11
hsa-miR-19b-1-5p,0.15
hsa-miR-664a-5p,0.22
hsa-miR-1292-5p,0.37
hsa-miR-1843,0.55
hsa-miR-1266-5p,0.11
hsa-miR-1296-3p,0.11
hsa-miR-20a-3p,0.22
hsa-miR-629-3p,0.18
hsa-miR-30c-1-3p,0.18
hsa-miR-212-5p,0.26
hsa-miR-579-5p,0.15
hsa-miR-663b,0.81
hsa-miR-570-3p,0.15
hsa-miR-548ar-3p,0.11
hsa-miR-500b-5p,0.26
hsa-miR-155-5p,0.18
hsa-miR-4798-5p,0.15
hsa-miR-642a-3p,0.07
hsa-miR-6132,0.07
hsa-miR-3664-3p,0.11
hsa-miR-659-5p,0.26
hsa-miR-371a-3p,0.11
hsa-miR-874-3p,0.15
hsa-miR-10399-3p,0.11
hsa-mir-3155a-3p,0.18
hsa-miR-376a-3p,0.07
hsa-miR-1185-1-3p,0.07
hsa-miR-6720-3p,0.15
hsa-miR-2276-3p,0.07
hsa-miR-548t-5p,0.07
hsa-miR-627-3p,0.11
hsa-miR-30b-3p,0.15
hsa-miR-362-3p,0.11
hsa-miR-183-3p,0.33
hsa-miR-433-3p,0.07
hsa-miR-597-3p,0.15
hsa-miR-365a-5p,0.18
hsa-miR-133a-3p,0.11
hsa-mir-599-3p,0.15
hsa-miR-3127-5p,0.07
hsa-miR-196a-1-3p,0.11
hsa-miR-3140-3p,0.07
hsa-miR-3124-5p,0.07
hsa-miR-369-3p,0.07
hsa-miR-370-3p,0.11
hsa-miR-4690-3p,0.15
hsa-miR-1275,0.18
hsa-miR-3679-5p,0.18
hsa-miR-486-3p,0.07
hsa-miR-5582-3p,0.15
hsa-miR-411-3p,0.07
hsa-miR-338-3p,0.07
hsa-miR-331-3p,0.15
hsa-miR-4796-5p,0.11
hsa-mir-1303-3p,0.15
hsa-miR-1269a,0.07
hsa-miR-6866-5p,0.11
hsa-miR-192-3p,0.18
hsa-miR-378e,0.07
hsa-miR-9983-3p,0.11
hsa-miR-499a-3p,0.07
hsa-miR-877-5p,0.11
hsa-miR-656-3p,0.07
hsa-miR-619-5p,0.11
hsa-miR-212-3p,0.15
hsa-miR-34c-5p,0.11
hsa-miR-18b-5p,0.07
hsa-miR-597-5p,0.11
hsa-miR-760,0.18
hsa-miR-1343-3p,0.07
hsa-mir-548ag-1-5p,0.07
hsa-miR-1277-3p,0.11
hsa-miR-1915-3p,0.11
hsa-miR-1290,0.18
hsa-mir-622-3p,0.11
hsa-miR-33b-3p,0.07
hsa-miR-3145-5p,0.07
hsa-let-7f-2-3p,0.18
hsa-miR-3157-5p,0.11
hsa-mir-3651-3p,0.18
hsa-miR-98-3p,0.15
hsa-miR-1301-3p,0.26
hsa-miR-16-1-3p,0.11
hsa-miR-548w,0.07
hsa-miR-550a-3p,0.07
hsa-miR-34a-5p,0.11
hsa-miR-134-5p,0.11
hsa-miR-5000-5p,0.07
hsa-miR-6515-5p,0.07
hsa-miR-769-3p,0.18
hsa-miR-20b-5p,0.07
hsa-miR-577,0.07
hsa-mir-3156-3-5p,0.07
hsa-miR-548aj-3p,0.04
hsa-miR-6808-3p,0.04
hsa-miR-3674,0.11
hsa-mir-6724-1-5p,0.04
hsa-mir-617-5p,0.04
hsa-miR-548n,0.15
hsa-miR-636,0.11
hsa-mir-5696-5p,0.04
hsa-miR-6720-5p,0.04
hsa-miR-3064-5p,0.04
hsa-miR-146b-3p,0.04
hsa-miR-4796-3p,0.04
hsa-miR-3184-5p,0.11
hsa-miR-4429,0.11
hsa-miR-6877-5p,0.07
hsa-miR-10394-3p,0.18
hsa-mir-7854-3p,0.04
hsa-miR-450a-2-3p,0.11
hsa-mir-553-5p,0.04
hsa-mir-5188-3p,0.04
hsa-miR-5699-5p,0.04
hsa-miR-3126-5p,0.04
hsa-miR-4660,0.04
hsa-miR-3942-5p,0.04
hsa-miR-3118,0.04
hsa-miR-4775,0.04
hsa-miR-544b,0.07
hsa-miR-758-3p,0.07
hsa-miR-4485-5p,0.18
hsa-miR-520h,0.11
hsa-miR-3677-3p,0.07
hsa-miR-3173-5p,0.04
hsa-miR-181b-3p,0.11
hsa-miR-193b-5p,0.15
hsa-miR-548d-3p,0.07
hsa-miR-3944-3p,0.07
hsa-miR-5588-5p,0.07
hsa-miR-1276,0.07
hsa-mir-1248-5p,0.11
hsa-miR-182-3p,0.11
hsa-miR-147b-3p,0.04
hsa-miR-296-3p,0.04
hsa-miR-499b-5p,0.04
hsa-miR-3617-5p,0.07
hsa-miR-4664-3p,0.11
hsa-mir-1273c-5p,0.11
hsa-miR-3180-3p,0.04
hsa-miR-6752-3p,0.04
hsa-miR-3922-3p,0.07
hsa-mir-429-3p,0.11
hsa-miR-452-3p,0.07
hsa-mir-3976-5p,0.04
hsa-miR-4285,0.04
hsa-mir-7705-5p,0.07
hsa-miR-3165,0.04
hsa-miR-3125,0.04
hsa-miR-3127-3p,0.07
hsa-miR-4254,0.04
hsa-miR-627-5p,0.04
hsa-mir-5684-5p,0.07
hsa-miR-129-5p,0.04
hsa-miR-643,0.04
hsa-miR-6785-5p,0.07
hsa-miR-628-3p,0.07
hsa-miR-548ah-3p,0.04
hsa-miR-4426,0.07
hsa-let-7a-2-3p,0.15
hsa-miR-3609,0.07
hsa-miR-543,0.04
hsa-miR-4284,0.04
hsa-miR-708-3p,0.04
hsa-miR-652-5p,0.07
hsa-mir-6089-1-3p,0.04
hsa-miR-150-3p,0.07
hsa-miR-509-3-5p,0.04
hsa-miR-3928-3p,0.07
hsa-miR-6797-3p,0.04
hsa-miR-3611,0.07
hsa-miR-139-3p,0.07
hsa-miR-193a-5p,0.11
hsa-miR-10395-5p,0.04
hsa-miR-523-3p,0.04
hsa-miR-610,0.04
hsa-mir-4525-5p,0.11
hsa-miR-5010-3p,0.04
hsa-miR-7113-5p,0.04
hsa-mir-4473-3p,0.04
hsa-miR-6882-5p,0.04
hsa-mir-4449-3p,0.22
hsa-miR-138-5p,0.04
hsa-mir-2110-5p,0.04
hsa-miR-152-5p,0.07
hsa-miR-6839-5p,0.04
hsa-miR-95-5p,0.15
hsa-miR-3913-5p,0.04
hsa-mir-8086-5p,0.18
hsa-miR-9899,0.04
hsa-miR-5693,0.04
hsa-miR-548an,0.04
hsa-miR-4513,0.04
hsa-miR-3909,0.07
hsa-miR-4677-3p,0.07
hsa-miR-548l,0.04
hsa-miR-1289,0.04
hsa-miR-5001-5p,0.11
hsa-miR-3148,0.04
hsa-miR-1293,0.07
hsa-miR-1229-3p,0.04
hsa-miR-337-3p,0.04
hsa-miR-3180,0.04
hsa-miR-3183,0.04
hsa-miR-4676-5p,0.04
hsa-miR-556-3p,0.11
hsa-miR-4684-3p,0.07
hsa-miR-662,0.04
hsa-mir-3169-5p,0.07
hsa-miR-548q,0.04
hsa-miR-127-5p,0.04
hsa-mir-941-4-3p,0.04
hsa-miR-378f,0.04
hsa-miR-3126-3p,0.04
hsa-miR-6724-5p,0.07
hsa-miR-548av-3p,0.04
hsa-miR-151b,0.04
hsa-miR-382-5p,0.07
hsa-miR-181b-2-3p,0.04
hsa-miR-4732-3p,0.04
hsa-miR-6529-5p,0.04
hsa-miR-500b-3p,0.07
hsa-miR-2116-3p,0.07
hsa-miR-580-5p,0.04
hsa-miR-100-3p,0.04
hsa-miR-6820-5p,0.04
hsa-miR-122-5p,0.04
hsa-miR-4473,0.07
hsa-miR-33b-5p,0.07
hsa-mir-548h-3-5p,0.04
hsa-miR-208b-5p,0.04
hsa-miR-6789-5p,0.04
hsa-miR-3134,0.04
hsa-miR-624-5p,0.07
hsa-miR-5009-5p,0.07
hsa-miR-589-3p,0.04
hsa-miR-3159,0.04
hsa-mir-572-3p,0.04
hsa-miR-548am-3p,0.07
hsa-miR-4769-5p,0.04
hsa-miR-6886-5p,0.07
hsa-miR-6726-3p,0.04
hsa-mir-765-3p,0.04
hsa-miR-3667-3p,0.04
hsa-miR-493-3p,0.04
hsa-miR-4688,0.04
hsa-miR-34b-5p,0.04
hsa-miR-7845-5p,0.04
hsa-miR-223-3p,0.07
hsa-miR-6766-3p,0.07
hsa-mir-3146-3p,0.04
hsa-miR-526a-5p,0.04
hsa-miR-653-3p,0.04
hsa-miR-6511a-3p,0.04
hsa-miR-4684-5p,0.07
hsa-miR-92b-5p,0.04
hsa-mir-4271-3p,0.04
hsa-miR-6798-3p,0.04
hsa-mir-4330-3p,0.04
hsa-miR-485-3p,0.04
hsa-miR-10396b-5p,0.04
hsa-miR-5189-3p,0.04
hsa-miR-548j-3p,0.04
hsa-miR-6767-5p,0.04
hsa-miR-9902,0.04
hsa-miR-3133,0.04
hsa-miR-1273h-5p,0.04
hsa-miR-6873-5p,0.04
hsa-miR-449c-5p,0.04
hsa-miR-4504,0.04
hsa-miR-196b-3p,0.07
hsa-miR-1249-3p,0.07
hsa-miR-766-5p,0.04
hsa-miR-3074-5p,0.04
hsa-miR-6511b-3p,0.04
hsa-miR-26b-3p,0.04
hsa-miR-301b-5p,0.04
hsa-miR-4498,0.04
hsa-miR-584-3p,0.04
hsa-miR-4713-5p,0.11
hsa-miR-1306-3p,0.07
hsa-miR-6727-5p,0.04
hsa-miR-4676-3p,0.07
hsa-miR-6085,0.04
hsa-miR-3939,0.04
hsa-miR-548j-5p,0.04
hsa-miR-4324,0.04
hsa-miR-3912-3p,0.07
hsa-mir-9899-3p,0.04
hsa-mir-6844-3p,0.04
hsa-miR-6820-3p,0.04
hsa-mir-1276-5p,0.04
hsa-miR-6772-3p,0.04
hsa-miR-4521,0.07
hsa-miR-1261,0.04
hsa-mir-3652-5p,0.04
hsa-miR-5696,0.04
hsa-mir-551a-3p,0.04
hsa-mir-521-1-3p,0.04
hsa-miR-210-5p,0.07
hsa-miR-1294,0.04
hsa-miR-6789-3p,0.04
hsa-miR-15a-3p,0.04
hsa-miR-548a-3p,0.04
hsa-miR-205-5p,0.07
hsa-miR-144-5p,0.07
hsa-miR-1243,0.04
hsa-miR-622,0.07
hsa-miR-2115-3p,0.04
hsa-mir-9903-3p,0.04
hsa-miR-3692-3p,0.04
hsa-miR-548ah-5p,0.04
hsa-miR-939-5p,0.04
hsa-mir-12121-5p,0.07
hsa-mir-6084-3p,0.11
hsa-miR-548ay-3p,0.07
hsa-miR-551a,0.04
hsa-miR-3157-3p,0.04
hsa-miR-581,0.04
hsa-miR-548ab,0.04
hsa-mir-3916-5p,0.04
hsa-miR-372-5p,0.04
hsa-miR-6516-5p,0.07
hsa-miR-1197,0.04
hsa-miR-4422,0.04
hsa-miR-4793-3p,0.04
hsa-miR-3198,0.07
hsa-mir-3181-5p,0.04
hsa-miR-4474-3p,0.04
hsa-miR-891a-5p,0.04
hsa-mir-6127-5p,0.04
hsa-miR-676-3p,0.04
hsa-miR-1976,0.07
hsa-miR-4779,0.04
hsa-miR-539-3p,0.04
hsa-miR-6716-3p,0.04
hsa-mir-3929-3p,0.07
hsa-miR-105-5p,0.04
hsa-miR-502-5p,0.07
hsa-mir-8072-5p,0.04
hsa-miR-664b-3p,0.04
hsa-miR-708-5p,0.04
hsa-mir-3908-5p,0.04
hsa-miR-548ay-5p,0.04
hsa-let-7g-3p,0.04
hsa-miR-29b-1-5p,0.04
hsa-miR-342-3p,0.04
hsa-miR-6749-3p,0.07
hsa-miR-3179,0.04
hsa-miR-4645-3p,0.07
hsa-miR-4687-3p,0.04
hsa-miR-1910-5p,0.04
hsa-miR-6733-5p,0.04
hsa-miR-3650,0.04
hsa-miR-26a-2-3p,0.04
hsa-miR-4667-3p,0.04
hsa-miR-26a-1-3p,0.04
hsa-mir-644a-3p,0.04
hsa-miR-505-5p,0.04
hsa-mir-3659-3p,0.04
hsa-miR-410-3p,0.04
hsa-miR-6505-5p,0.04
hsa-miR-4741,0.07
hsa-miR-542-5p,0.04
hsa-miR-3140-5p,0.04
hsa-miR-1538,0.04
hsa-mir-3655-5p,0.04
hsa-miR-29b-2-5p,0.04
hsa-miR-548t-3p,0.04
hsa-miR-4713-3p,0.04
hsa-miR-556-5p,0.11
hsa-mir-641-5p,0.04
hsa-mir-563-3p,0.04
hsa-miR-8485,0.04
hsa-miR-497-5p,0.04
hsa-miR-3170,0.04
hsa-miR-4686,0.04
hsa-miR-1247-3p,0.07
hsa-miR-449a,0.04
hsa-miR-487b-3p,0.04
hsa-miR-628-5p,0.07
hsa-miR-3614-5p,0.04
hsa-miR-486-5p,0.04
hsa-miR-450a-1-3p,0.04
hsa-miR-3121-3p,0.04
hsa-miR-3664-5p,0.04
hsa-miR-3605-3p,0.04
hsa-miR-3652,0.07
hsa-miR-3146,0.04
hsa-miR-1299,0.04
hsa-miR-6078,0.04
hsa-miR-449b-5p,0.04
hsa-miR-302f,0.04
hsa-miR-6510-3p,0.04
hsa-miR-3655,0.04
hsa-mir-6724-2-5p,0.04
hsa-miR-3187-3p,0.04
hsa-miR-6807-5p,0.04
hsa-miR-4762-3p,0.04
hsa-miR-128-1-5p,0.04
hsa-miR-9898,0.04
hsa-miR-138-1-3p,0.04
hsa-mir-10524-5p,0.04
hsa-mir-639-3p,0.04
hsa-miR-4797-5p,0.04
hsa-miR-4463,0.04
hsa-mir-3615-3p,0.04
hsa-miR-190a-5p,0.04
hsa-mir-3180-4-5p,0.04
hsa-miR-6842-3p,0.04
hsa-miR-10392-5p,0.04
hsa-let-7e-3p,0.04
