miRNA,SRR22254414,SRR22254415,SRR22254416,SRR22254417,SRR22254418,SRR22254419,SRR22254420,SRR22254421,SRR22254422,SRR22254423,SRR22254424,SRR22254425,SRR22254426,SRR22254427,SRR22254428,SRR22254429,SRR22254430
hsa-miR-30c-2-3p,42.35,27.63,42.36,44.8,29.82,39.81,41.6,21.5,57.93,33.68,41.94,34.65,37.31,26.84,24.73,40.52,30.92
hsa-miR-30c-5p,1666.7,1075.7,1323.02,1766.7,1317.12,1005.49,1421.08,929.29,1576.41,1388.32,1069.47,682.34,717.04,1316.99,886.28,1063.12,1037.75
hsa-miR-30d-3p,68.61,52.59,65.51,134.45,109.02,50.83,63.59,64.91,65.1,58.38,71.35,64.93,53.43,72.16,49.09,62.88,69.79
hsa-miR-30d-5p,10007.78,8455.56,9175.6,13035.67,9648.73,9349.8,8830.87,8811.1,10305.75,10845.36,10018.48,7176.63,8567.2,10558.41,7793.07,9589.61,7350.0
hsa-miR-30e-3p,295.44,247.68,297.1,328.18,267.71,250.5,265.91,209.38,348.18,307.44,261.83,244.19,207.4,235.61,188.31,268.76,161.48
hsa-miR-30e-5p,4094.87,2639.27,3106.5,6578.07,5632.97,2775.38,3636.71,2976.09,3546.33,3203.38,2596.39,1739.72,1847.37,4447.54,2446.38,2663.21,4128.68
hsa-miR-31-3p,0.22,0.31,0.68,0.24,0.25,0.0,0.16,0.14,0.25,0.69,0.5,0.75,0.0,0.0,0.11,0.18,0.11
hsa-miR-31-5p,56.25,57.93,52.18,31.44,21.85,6.61,51.05,15.06,49.91,57.23,83.81,43.84,23.32,8.82,6.92,7.23,3.06
hsa-miR-3116,0.0,0.16,0.05,0.19,0.25,0.0,0.0,0.07,0.55,0.06,0.0,0.15,0.27,0.53,0.0,0.36,0.27
hsa-miR-3120-3p,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0
hsa-miR-3121-3p,0.22,0.0,0.0,0.1,0.05,0.0,0.16,0.0,0.04,0.0,0.0,0.08,0.0,0.05,0.0,0.06,0.05
hsa-miR-3124-3p,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0
hsa-miR-3124-5p,0.18,0.05,0.0,0.0,0.1,0.15,0.16,0.0,0.17,0.12,0.14,0.08,0.21,0.16,0.0,0.0,0.05
hsa-miR-3125,0.31,0.31,0.53,0.19,0.2,0.3,0.24,0.0,0.0,0.12,0.07,0.3,0.0,0.0,0.32,0.43,0.05
hsa-miR-3126-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3126-5p,0.09,0.37,0.15,0.19,0.85,0.23,0.08,0.0,0.13,0.17,0.21,0.15,0.62,0.16,0.16,0.24,0.11
hsa-miR-3127-3p,0.04,0.1,0.05,0.05,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.05,0.0,0.0
hsa-miR-3127-5p,0.4,0.73,0.97,0.77,0.35,0.53,0.49,0.41,0.76,0.23,1.0,0.83,0.89,0.32,0.53,0.67,0.16
hsa-miR-3128,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3129-3p,0.09,0.16,0.1,0.1,0.05,0.0,0.08,0.0,0.17,0.06,0.07,0.08,0.0,0.05,0.0,0.12,0.0
hsa-miR-3129-5p,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0
hsa-miR-3130-3p,0.0,0.0,0.15,0.1,0.0,0.08,0.0,0.21,0.0,0.0,0.14,0.0,0.0,0.05,0.0,0.06,0.05
hsa-miR-3130-5p,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.14,0.21,0.29,0.0,0.3,0.27,0.0,0.05,0.0,0.11
hsa-miR-3131,0.04,0.21,0.05,0.19,0.05,0.15,0.0,0.0,0.04,0.0,0.07,0.15,0.14,0.16,0.16,0.0,0.05
hsa-miR-3133,0.18,0.16,0.1,0.14,0.15,0.0,0.0,0.0,0.17,0.0,0.07,0.08,0.07,0.16,0.16,0.12,0.16
hsa-miR-3134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3135a,0.0,0.05,0.0,0.0,0.0,0.08,0.0,0.14,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3135b,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3136-5p,0.0,0.0,0.05,0.05,0.05,0.08,0.08,0.07,0.04,0.06,0.0,0.0,0.07,0.0,0.0,0.0,0.05
hsa-miR-3138,0.0,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.07,0.08,0.21,0.05,0.0,0.24,0.0
hsa-miR-3139,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3140-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0
hsa-miR-3141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0
hsa-miR-3143,0.13,0.0,0.0,0.0,0.05,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0
hsa-miR-3144-3p,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3145-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3145-5p,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.16
hsa-miR-3146,0.04,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3149,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.05
hsa-miR-3150a-5p,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3150b-3p,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.08,0.0,0.0,0.0,0.06,0.05
hsa-miR-3152-3p,0.0,0.0,0.05,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3152-5p,1.35,1.1,1.6,1.21,1.2,0.08,1.55,1.44,0.5,0.63,0.5,0.08,1.23,1.37,0.69,0.67,0.64
hsa-miR-3155a,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.04,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3156-5p,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3157-3p,0.09,0.37,0.19,0.24,0.2,0.15,0.08,0.0,0.29,0.35,0.14,0.0,0.27,0.05,0.26,0.67,0.11
hsa-miR-3157-5p,0.09,0.16,0.0,0.1,0.05,0.08,0.08,0.07,0.17,0.06,0.0,0.0,0.0,0.0,0.05,0.0,0.16
hsa-miR-3158-3p,0.63,0.1,0.1,0.39,0.3,0.0,0.24,0.82,0.17,0.4,0.14,0.45,0.21,0.05,0.58,0.43,0.0
hsa-miR-3159,0.04,0.0,0.0,0.1,0.0,0.08,0.0,0.0,0.13,0.0,0.07,0.0,0.07,0.0,0.0,0.0,0.05
hsa-miR-3160-3p,0.0,0.05,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.05,0.0,0.0
hsa-miR-3160-5p,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3161,0.0,0.73,0.58,0.24,0.0,0.0,0.98,1.16,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3162-5p,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3163,0.13,0.26,0.29,0.14,0.2,0.08,0.24,0.27,0.38,0.17,0.14,0.0,0.07,0.37,0.21,0.12,0.11
hsa-miR-3165,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.12,0.0,0.08,0.07,0.0,0.0,0.0,0.0
hsa-miR-3170,0.04,0.1,0.0,0.05,0.0,0.0,0.0,0.14,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3173-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0
hsa-miR-3173-5p,0.13,0.0,0.1,0.19,0.1,0.0,0.08,0.27,0.29,0.06,0.07,0.38,0.55,0.0,0.11,0.12,0.05
hsa-miR-3174,0.0,0.16,0.39,0.34,0.0,0.0,0.08,0.07,0.21,0.23,0.0,0.15,0.34,0.11,0.05,0.12,0.0
hsa-miR-3175,0.04,0.0,0.05,0.0,0.0,0.0,0.08,0.07,0.0,0.06,0.07,0.0,0.34,0.11,0.0,0.06,0.0
hsa-miR-3176,0.31,0.58,0.34,0.14,0.15,0.08,0.73,0.0,0.55,0.17,0.78,0.38,0.34,0.42,0.16,0.12,0.05
hsa-miR-3177-3p,0.13,0.31,0.1,0.14,0.25,0.0,0.24,0.14,0.21,0.17,0.0,0.23,0.07,0.16,0.37,0.24,0.21
hsa-miR-3177-5p,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3178,3.06,2.41,5.74,3.38,3.96,3.34,3.18,5.75,2.35,2.59,6.55,10.85,8.57,3.49,4.12,4.98,4.72
hsa-miR-3179,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3180,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.08,0.0,0.11,0.0,0.0,0.0
hsa-miR-3180-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3180-5p,0.0,0.05,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.0,0.07,0.08,0.0,0.0,0.0,0.12,0.0
hsa-miR-3181,0.0,0.05,0.15,0.1,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.11,0.0,0.0,0.0
hsa-miR-3182,19.06,5.39,6.57,39.5,81.2,11.55,16.28,40.33,8.06,4.66,11.04,14.84,17.21,23.09,56.69,13.06,80.31
hsa-miR-3183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.15,0.21,0.0,0.0,0.0,0.0
hsa-miR-3185,0.09,0.16,0.15,0.68,0.0,0.15,0.0,0.07,0.25,0.06,0.36,0.08,0.07,0.05,0.16,0.55,0.16
hsa-miR-3187-3p,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.07,0.08,0.0,0.0,0.0,0.0,0.0
hsa-miR-3187-5p,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.08,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3190-3p,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3190-5p,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3192-5p,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0
hsa-miR-3194-5p,0.0,0.05,0.0,0.14,0.0,0.0,0.08,0.0,0.04,0.0,0.07,0.23,0.14,0.05,0.05,0.0,0.11
hsa-miR-3195,0.63,0.47,0.34,0.1,0.4,0.3,0.41,0.48,0.21,0.12,0.14,0.6,0.07,0.32,0.26,0.24,0.27
hsa-miR-3196,0.9,0.94,1.17,0.58,0.9,1.98,1.22,1.03,0.92,1.04,1.78,1.88,1.03,1.16,0.58,1.46,1.13
hsa-miR-3197,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3199,0.0,0.0,0.0,0.0,0.1,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-32-3p,3.42,2.46,2.53,3.42,4.31,1.22,1.71,1.44,2.22,2.19,2.35,0.53,1.1,2.38,1.16,1.15,1.77
hsa-miR-32-5p,32.87,18.05,21.01,72.43,64.71,6.69,12.29,16.36,25.6,14.97,11.11,2.03,3.5,18.12,10.41,6.68,18.14
hsa-miR-3200-3p,1.84,1.1,1.02,1.54,1.85,0.99,1.3,0.75,1.01,0.69,2.71,1.73,1.78,1.48,1.22,0.97,0.11
hsa-miR-3200-5p,0.04,0.21,0.0,0.05,0.05,0.08,0.08,0.0,0.0,0.29,0.07,0.0,0.0,0.11,0.32,0.06,0.11
hsa-miR-3202,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.06,0.0
hsa-miR-320a-3p,413.24,346.53,372.82,264.86,372.77,373.43,298.15,235.06,521.08,500.37,665.3,987.7,689.82,326.05,365.26,499.0,161.1
hsa-miR-320a-5p,0.0,0.16,0.1,0.19,0.05,0.15,0.24,0.34,0.04,0.0,0.21,0.08,0.0,0.05,0.0,0.0,0.21
hsa-miR-320b,26.93,208.43,158.16,144.24,17.64,20.29,99.09,40.19,38.03,24.81,168.26,42.93,167.62,18.44,17.59,24.06,30.71
hsa-miR-320c,0.81,0.94,1.02,0.68,0.75,0.61,0.73,0.55,1.22,0.52,1.78,1.28,1.99,0.21,0.16,0.79,0.48
hsa-miR-320d,1.08,1.94,0.97,0.72,1.2,0.15,1.14,0.55,1.72,1.44,1.85,2.33,3.09,1.11,0.63,0.73,0.75
hsa-miR-320e,0.0,0.0,0.34,0.05,0.25,0.0,0.0,0.14,0.08,0.0,0.0,0.83,0.0,0.48,0.0,0.0,0.0
hsa-miR-323a-3p,1.53,7.17,2.38,1.45,1.5,0.08,2.44,0.07,2.85,6.91,8.33,0.3,5.83,0.0,0.63,0.67,0.0
hsa-miR-323b-3p,0.36,7.9,2.97,1.98,2.0,0.15,3.5,0.21,1.18,5.3,4.91,0.45,6.1,0.11,0.58,0.67,0.0
hsa-miR-324-3p,11.06,15.7,12.45,16.78,14.34,7.75,16.61,8.01,12.89,13.64,20.58,13.11,18.24,13.0,12.36,14.34,6.82
hsa-miR-324-5p,32.73,41.08,27.43,66.21,72.83,18.92,28.17,12.6,34.59,27.17,29.34,41.88,38.2,42.84,42.22,39.79,15.46
hsa-miR-326,0.22,0.73,0.88,1.59,0.65,0.76,0.49,0.82,0.29,0.75,0.93,0.75,0.89,0.9,0.79,1.34,0.59
hsa-miR-328-3p,18.75,19.0,15.51,24.26,23.61,17.63,22.15,13.76,17.88,25.62,23.64,32.92,37.24,24.93,16.48,23.51,9.77
hsa-miR-328-5p,0.04,0.0,0.0,0.0,0.0,0.15,0.08,0.07,0.04,0.06,0.0,0.23,0.0,0.0,0.05,0.0,0.05
hsa-miR-329-3p,0.0,0.26,0.05,0.0,0.15,0.0,0.08,0.27,0.04,0.12,0.28,0.0,0.21,0.0,0.05,0.0,0.0
hsa-miR-329-5p,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0
hsa-miR-330-3p,0.85,1.05,0.83,2.03,1.05,0.46,1.47,0.75,0.92,1.27,1.28,1.05,1.51,0.85,1.0,1.15,0.21
hsa-miR-330-5p,1.66,2.2,1.31,4.92,3.06,0.99,1.71,1.3,1.26,1.84,2.42,0.3,2.26,2.11,1.48,0.91,0.54
hsa-miR-331-3p,8.86,11.62,12.3,10.08,12.68,6.15,14.41,11.09,7.56,14.05,28.13,17.32,17.08,11.73,11.15,16.65,12.03
hsa-miR-331-5p,3.82,2.72,2.53,4.0,3.66,2.05,4.23,2.88,3.95,4.72,4.34,2.71,2.88,2.59,2.27,2.61,2.15
hsa-miR-335-3p,6.29,6.91,6.95,8.05,6.32,2.81,4.23,4.25,6.84,6.85,3.99,2.79,3.98,5.34,2.54,4.92,6.5
hsa-miR-335-5p,52.11,38.83,44.74,67.37,57.49,25.0,29.39,28.55,35.76,47.73,16.73,23.95,13.99,61.97,26.05,32.08,52.56
hsa-miR-337-3p,0.0,0.1,0.0,0.05,0.0,0.0,0.16,0.0,0.08,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-337-5p,0.0,0.1,0.0,0.14,0.0,0.0,0.08,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-338-3p,16.23,0.78,10.41,11.0,35.79,6.91,49.18,5.41,16.2,18.65,25.07,26.66,6.24,7.24,20.13,19.93,14.33
hsa-miR-338-5p,0.13,0.52,6.18,3.38,0.8,0.0,0.24,0.0,0.17,3.34,0.71,10.92,4.12,4.17,2.91,3.04,0.81
hsa-miR-339-3p,26.84,25.33,25.68,38.15,27.57,17.47,29.23,13.15,32.07,28.96,39.38,33.44,23.94,32.65,20.34,29.46,17.39
hsa-miR-339-5p,23.56,23.44,26.6,27.87,25.51,13.52,25.65,11.3,27.49,23.26,44.01,29.07,28.12,25.25,23.41,30.19,22.06
hsa-miR-33a-3p,2.02,1.57,3.45,4.87,5.36,1.37,1.95,1.51,3.36,2.36,2.49,1.66,1.1,2.75,2.48,2.13,3.01
hsa-miR-33a-5p,4.63,4.34,4.09,21.32,25.56,2.28,4.07,3.77,5.41,3.45,3.56,2.86,2.74,6.97,3.86,2.86,6.93
hsa-miR-33b-3p,3.64,2.72,3.4,2.89,0.95,1.44,3.26,2.4,4.16,3.45,4.27,3.39,3.02,3.86,1.95,2.98,2.09
hsa-miR-33b-5p,12.9,19.41,22.52,44.51,37.49,9.5,20.19,12.32,20.95,15.08,18.3,12.5,14.88,17.33,10.83,9.23,14.66
hsa-miR-340-3p,10.03,5.49,5.98,8.54,6.01,4.03,6.84,4.38,9.11,7.48,6.98,2.94,4.18,9.77,4.91,5.04,5.42
hsa-miR-340-5p,162.17,108.79,165.79,309.95,250.67,73.85,147.69,123.11,148.09,132.36,99.48,44.36,65.7,191.18,105.2,87.05,114.72
hsa-miR-342-3p,100.17,100.89,85.25,106.68,97.79,67.7,91.51,110.31,134.36,118.14,100.26,121.95,97.59,142.48,66.79,97.81,100.98
hsa-miR-342-5p,4.41,4.92,3.94,3.67,3.51,3.95,3.75,2.53,6.46,4.32,4.34,7.38,4.25,3.96,1.95,3.83,2.36
hsa-miR-345-3p,0.18,0.31,0.39,0.24,0.2,0.08,0.33,0.14,0.08,0.35,0.14,0.15,0.21,0.0,0.21,0.18,0.05
hsa-miR-345-5p,211.63,253.07,218.61,244.6,177.04,96.95,150.14,113.46,183.89,235.59,252.72,217.0,185.04,137.19,117.72,128.0,80.1
hsa-miR-346,0.0,0.0,0.05,0.05,0.15,0.0,0.08,0.0,0.04,0.0,0.0,0.08,0.0,0.0,0.11,0.0,0.05
hsa-miR-34a-3p,0.36,0.26,0.29,0.34,0.85,0.3,0.73,0.41,0.17,0.4,0.14,0.53,0.0,0.16,0.37,0.24,0.16
hsa-miR-34a-5p,11.47,8.95,8.56,31.78,26.82,5.93,11.97,22.12,9.07,11.23,13.46,11.75,8.78,9.67,14.9,13.18,11.49
hsa-miR-34b-3p,4.63,5.02,7.98,0.05,0.05,0.0,0.33,0.62,5.33,1.04,6.98,0.53,0.21,0.05,0.0,0.12,0.0
hsa-miR-34b-5p,4.0,4.03,5.93,0.14,0.1,0.0,0.65,0.14,5.2,0.29,8.97,0.15,0.0,0.16,0.11,0.12,0.05
hsa-miR-34c-3p,5.8,6.33,7.49,0.24,0.2,0.08,0.49,0.07,4.66,1.38,12.96,0.75,0.14,0.05,0.05,0.3,0.05
hsa-miR-34c-5p,49.01,75.41,109.47,2.7,3.26,1.14,3.01,3.77,62.12,13.01,258.06,6.93,2.88,1.69,0.69,3.46,0.75
hsa-miR-3529-5p,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3605-3p,4.23,2.41,2.38,3.47,2.56,3.65,3.18,2.53,5.04,3.17,3.2,1.66,5.9,3.8,1.9,2.19,2.25
hsa-miR-3605-5p,1.26,0.89,1.51,1.64,2.0,1.22,1.95,1.51,2.73,2.53,2.28,2.33,2.4,2.22,1.9,3.52,0.54
hsa-miR-3609,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.07,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-361-3p,84.17,86.55,84.48,132.04,67.42,59.03,95.59,73.47,111.28,115.72,118.42,80.82,117.96,88.12,68.21,84.08,43.11
hsa-miR-361-5p,170.13,95.66,98.48,172.65,136.19,74.46,77.1,102.71,159.5,134.38,81.96,39.92,75.03,136.19,93.15,113.85,100.71
hsa-miR-3610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
hsa-miR-3611,0.27,0.0,0.24,0.63,1.2,0.0,0.16,0.21,0.21,0.12,0.07,0.15,0.27,0.37,0.26,0.18,0.38
hsa-miR-3612,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.06,0.0,0.0,0.14,0.0,0.0,0.0,0.0
hsa-miR-3613-3p,0.9,0.37,0.53,0.82,0.75,0.23,0.57,0.21,0.59,0.69,1.85,0.75,0.48,0.74,0.32,0.24,0.16
hsa-miR-3613-5p,0.67,0.21,0.29,0.87,0.7,0.15,0.24,0.27,0.34,0.23,0.14,0.15,0.0,0.79,0.0,0.06,0.21
hsa-miR-3614-3p,0.18,0.0,0.1,0.14,0.0,0.0,0.0,0.14,0.04,0.0,0.0,0.15,0.0,0.0,0.11,0.12,0.0
hsa-miR-3614-5p,0.58,0.37,0.53,0.43,0.1,0.46,0.57,0.82,0.71,0.06,0.36,0.53,1.03,0.21,0.21,0.67,0.27
hsa-miR-3615,3.73,13.61,5.84,3.81,3.51,2.36,10.58,3.49,4.91,10.08,14.31,5.27,24.96,5.71,5.44,5.53,3.17
hsa-miR-3616-3p,0.18,0.21,0.19,0.19,0.25,0.0,0.24,0.07,0.13,0.12,0.5,0.08,0.34,0.37,0.11,0.18,0.11
hsa-miR-3616-5p,0.18,0.21,0.1,0.0,0.05,0.0,0.08,0.0,0.13,0.17,0.0,0.0,0.0,0.11,0.11,0.06,0.16
hsa-miR-3617-3p,0.0,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.0,0.12,0.0,0.08,0.0,0.0,0.0,0.0,0.0
hsa-miR-3617-5p,1.48,0.89,2.63,0.53,0.35,0.08,0.49,0.0,0.76,1.27,0.78,0.98,0.27,0.05,0.0,0.0,0.0
hsa-miR-3619-3p,0.04,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.06,0.0
hsa-miR-3619-5p,0.0,0.05,0.0,0.0,0.0,0.0,0.08,0.07,0.0,0.0,0.21,0.0,0.14,0.0,0.05,0.12,0.0
hsa-miR-362-3p,0.94,0.78,1.65,3.33,3.71,0.3,0.73,0.48,0.76,0.98,0.64,0.45,0.14,1.0,0.26,0.49,1.07
hsa-miR-362-5p,2.38,2.72,3.11,1.16,1.3,0.61,1.22,0.68,2.14,2.19,2.28,4.44,2.47,1.9,1.43,1.4,1.56
hsa-miR-3620-3p,0.0,0.16,0.0,0.0,0.0,0.08,0.0,0.14,0.21,0.12,0.57,0.0,0.07,0.0,0.05,0.06,0.0
hsa-miR-3620-5p,0.13,0.37,0.44,0.58,0.05,0.0,0.24,0.07,0.42,0.23,0.5,0.45,0.21,0.11,0.16,0.06,0.11
hsa-miR-3622a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3622b-5p,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-363-3p,3635.55,2197.13,3219.23,6222.12,5670.01,2114.76,1864.89,2817.71,3812.07,3036.01,2587.2,2927.17,2490.69,3953.18,3087.03,3968.37,2816.39
hsa-miR-363-5p,2.61,1.73,1.99,2.03,2.46,0.99,0.65,0.96,2.1,2.19,1.57,0.9,1.1,1.9,1.32,2.67,0.81
hsa-miR-3646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3648,0.04,0.1,0.05,0.39,0.0,0.0,0.0,0.21,0.0,0.0,0.36,0.0,0.0,0.11,0.05,0.24,0.0
hsa-miR-3651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3652,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0
hsa-miR-3654,0.22,0.21,0.53,0.43,0.4,0.3,0.33,0.14,0.46,0.46,1.07,0.45,0.48,0.21,0.16,0.36,0.59
hsa-miR-3655,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.08,0.0,0.07,0.08,0.0,0.0,0.0,0.0,0.0
hsa-miR-3659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-365a-3p,13.08,14.29,25.92,50.83,48.42,38.06,28.66,21.77,38.91,22.63,44.79,7.76,21.47,11.31,53.21,35.84,28.24
hsa-miR-365a-5p,0.99,0.84,1.36,0.43,0.65,1.82,0.73,0.75,1.09,0.86,2.14,0.9,0.89,0.58,0.74,1.09,0.32
hsa-miR-365b-3p,46.44,18.79,21.88,0.53,7.77,1.06,11.32,23.96,10.41,25.1,4.2,8.59,13.79,39.51,4.81,2.67,8.8
hsa-miR-365b-5p,2.88,2.3,3.84,2.46,2.0,2.51,3.01,1.78,4.49,3.17,4.49,3.39,3.57,2.75,3.33,3.1,1.45
