miRNA,SRR12195311,SRR12195312,SRR12195313,SRR12195314,SRR12195315,SRR12195316
hsa-let-7a-3p,0.27,0.0,0.0,0.0,0.0,10.84
hsa-let-7a-5p,646.47,120.35,228.16,553.96,275.17,291.37
hsa-let-7b-3p,0.13,0.0,0.0,0.0,0.0,0.0
hsa-let-7b-5p,1105.96,683.23,1270.88,1140.83,845.61,1791.58
hsa-let-7c-3p,0.81,0.0,0.0,0.13,0.0,0.0
hsa-let-7c-5p,138.14,35.78,44.31,152.66,78.56,28.66
hsa-let-7d-3p,18.35,15.03,8.26,27.03,19.68,42.14
hsa-let-7d-5p,4.72,5.13,3.91,8.26,1.84,0.48
hsa-let-7e-3p,0.13,0.0,0.0,0.0,0.0,0.0
hsa-let-7e-5p,106.98,20.99,20.73,112.12,25.76,22.15
hsa-let-7f-1-3p,0.0,0.12,0.0,0.0,0.0,0.0
hsa-let-7f-5p,238.51,61.43,152.91,244.13,105.17,194.09
hsa-let-7g-5p,36.96,16.22,40.56,21.52,30.01,96.32
hsa-let-7i-5p,431.02,404.0,341.12,374.39,553.31,560.11
hsa-miR-1-3p,4.18,1.31,127.67,6.88,0.0,32.03
hsa-miR-100-3p,0.0,0.12,0.0,0.0,0.0,0.0
hsa-miR-100-5p,1812.05,530.2,850.01,893.57,762.24,1312.62
hsa-miR-101-3p,20.64,16.7,97.93,27.28,17.84,64.78
hsa-miR-10395-3p,1.35,2.74,0.15,0.38,0.85,0.48
hsa-miR-10395-5p,0.0,1.19,0.0,0.0,0.0,0.0
hsa-miR-10396a-3p,0.54,0.24,0.15,0.0,0.0,0.0
hsa-miR-10396b-3p,0.0,0.48,0.0,0.25,0.28,0.48
hsa-miR-10399-3p,1.35,0.0,0.0,0.13,2.12,0.0
hsa-miR-103a-3p,13.36,6.92,20.88,0.75,11.32,0.96
hsa-miR-10401-3p,55.18,9.9,4.21,49.43,5.66,0.24
hsa-miR-10401-5p,1.89,0.0,0.0,0.0,0.0,0.0
hsa-miR-105-5p,0.0,0.95,0.3,0.25,0.14,0.24
hsa-miR-10526-3p,0.0,0.0,0.0,0.63,0.0,0.0
hsa-miR-106b-3p,7.02,7.28,5.26,8.13,11.75,19.75
hsa-miR-106b-5p,0.4,0.6,11.72,4.76,0.57,0.48
hsa-miR-107,0.13,0.24,0.3,0.25,0.14,0.48
hsa-miR-10a-3p,0.0,0.12,0.15,0.0,0.0,0.0
hsa-miR-10a-5p,48.43,67.15,108.75,48.43,90.73,121.61
hsa-miR-10b-5p,238.65,307.38,229.96,287.18,398.74,292.34
hsa-miR-1180-3p,4.05,0.95,1.05,1.25,1.27,1.2
hsa-miR-1185-1-3p,0.0,0.0,0.0,0.0,0.0,2.89
hsa-miR-1193,0.0,1.91,0.0,0.0,0.0,0.0
hsa-miR-122-5p,199.53,180.47,5629.69,442.84,4746.24,9206.17
hsa-miR-1226-3p,0.0,1.79,0.0,0.0,0.0,0.0
hsa-miR-1229-3p,0.0,0.0,0.0,0.25,0.0,0.0
hsa-miR-1244,0.0,0.0,0.0,0.0,0.0,0.24
hsa-miR-1246,83.91,10.38,18.63,53.56,30.72,53.7
hsa-miR-1248,2.83,0.0,0.0,1.38,0.0,0.24
hsa-miR-1250-5p,0.0,0.0,0.0,0.0,0.0,0.24
hsa-miR-125a-3p,1.48,0.0,0.0,0.13,0.0,0.0
hsa-miR-125a-5p,19.56,22.78,29.14,43.8,33.83,54.9
hsa-miR-125b-1-3p,36.02,17.3,21.18,23.78,24.2,33.47
hsa-miR-125b-2-3p,0.0,0.12,0.0,0.13,0.28,0.0
hsa-miR-125b-5p,69.48,8.83,24.63,21.65,18.83,31.79
hsa-miR-126-3p,36.42,38.53,47.92,34.79,52.23,34.92
hsa-miR-1260a,0.0,0.0,0.0,0.0,0.14,0.0
hsa-miR-1260b,2.02,0.48,0.15,0.5,0.14,1.2
