miRNA,SRR24658712,SRR24658713,SRR24658714,SRR24658715,SRR24658716,SRR24658717,SRR24658718,SRR24658719,SRR24658720,SRR24658721
hsa-let-7a-3p,91.0,27.0,1.0,26.0,0.0,7.0,135.0,18.0,77.0,21.0
hsa-let-7a-5p,78363.0,70224.0,55862.0,35730.0,19103.0,30895.0,30752.0,102411.0,66253.0,71840.0
hsa-let-7b-3p,108.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,52.0
hsa-let-7b-5p,78375.0,48327.0,31308.0,29322.0,23068.0,29500.0,38177.0,63466.0,50200.0,50427.0
hsa-let-7c-5p,2089.0,6481.0,1608.0,930.0,1387.0,1252.0,600.0,1847.0,1646.0,1701.0
hsa-let-7d-3p,3144.0,1352.0,646.0,468.0,5.0,862.0,456.0,1575.0,704.0,1080.0
hsa-let-7d-5p,3367.0,3958.0,1866.0,1055.0,938.0,956.0,871.0,4663.0,2633.0,2464.0
hsa-let-7e-5p,2818.0,3289.0,1190.0,515.0,5.0,1146.0,466.0,2333.0,1741.0,1465.0
hsa-let-7f-5p,49526.0,63121.0,40365.0,23239.0,16945.0,20261.0,20744.0,88987.0,39867.0,56335.0
hsa-let-7g-5p,11739.0,11687.0,8214.0,5869.0,4242.0,5693.0,5275.0,14021.0,10515.0,12266.0
hsa-let-7i-5p,104382.0,123644.0,70808.0,45827.0,31349.0,41592.0,43769.0,164979.0,80567.0,106932.0
hsa-miR-1-3p,0.0,48.0,2.0,96.0,234.0,112.0,1.0,388.0,146.0,194.0
hsa-miR-100-5p,158.0,47.0,362.0,193.0,1313.0,591.0,301.0,384.0,270.0,240.0
hsa-miR-101-3p,3953.0,4568.0,3071.0,2785.0,4113.0,3117.0,3902.0,7363.0,3141.0,4286.0
hsa-miR-10398-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0
hsa-miR-10399-3p,0.0,64.0,59.0,0.0,181.0,1.0,307.0,228.0,154.0,84.0
hsa-miR-103a-3p,968.0,1563.0,563.0,0.0,4.0,419.0,172.0,328.0,777.0,74.0
hsa-miR-10526-3p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-106a-5p,100.0,1.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0
hsa-miR-106b-3p,1056.0,1250.0,684.0,955.0,659.0,952.0,664.0,1174.0,1210.0,894.0
hsa-miR-106b-5p,63.0,3.0,36.0,0.0,198.0,111.0,0.0,0.0,147.0,12.0
hsa-miR-107,40.0,91.0,0.0,2.0,0.0,3.0,0.0,65.0,0.0,1.0
hsa-miR-10a-5p,8110.0,4650.0,4060.0,3651.0,1951.0,4105.0,3806.0,5921.0,6008.0,4959.0
hsa-miR-10b-5p,10817.0,5991.0,6871.0,5794.0,4023.0,6162.0,5085.0,4557.0,9479.0,7342.0
hsa-miR-11400,24.0,58.0,37.0,3.0,29.0,9.0,173.0,110.0,40.0,36.0
hsa-miR-11401,48.0,0.0,35.0,0.0,0.0,0.0,0.0,63.0,126.0,32.0
hsa-miR-1180-3p,31.0,63.0,42.0,153.0,0.0,106.0,0.0,55.0,0.0,70.0
hsa-miR-1181,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0
hsa-miR-1185-1-3p,0.0,0.0,35.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0
hsa-miR-1185-2-3p,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
hsa-miR-122-5p,3156.0,66618.0,5935.0,22079.0,4715.0,10487.0,3623.0,507.0,7412.0,4515.0
