miRNA,SRR4103521,SRR4103522,SRR4103523,SRR4103524,SRR4103525,SRR4103533,SRR4103534,SRR4103535,SRR4103536,SRR4103537,SRR4103538,SRR4103539,SRR4103540,SRR4103581,SRR4103582,SRR4103606,SRR4103647,SRR4103648,SRR4103649,SRR4103651,SRR4103652,SRR4103653
hsa-miR-140-5p,85.61,14.09,0.0,0.0,563.86,0.0,0.0,107.38,40.21,462.53,448.03,0.0,0.0,0.0,0.0,0.0,247.43,264.69,270.77,0.0,0.0,0.0
hsa-miR-141-3p,684.87,112.76,0.0,0.0,163.96,0.0,0.0,378.99,13.4,0.0,0.0,0.0,1183.43,0.0,0.0,0.0,3.08,4.03,4.73,0.0,0.0,0.0
hsa-miR-141-5p,0.0,0.0,0.0,0.0,32.32,0.0,0.0,77.38,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-142-3p,0.0,98.66,0.0,0.0,2.64,0.0,0.0,17.37,26.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.19,8.05,13.01,0.0,0.0,0.0
hsa-miR-142-5p,0.0,267.79,0.0,0.0,12.34,0.0,0.0,74.22,26.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.91,30.19,30.74,0.0,0.0,0.0
hsa-miR-143-3p,0.0,0.0,0.0,0.0,711.65,201.52,0.0,4.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.07,59.38,44.93,0.0,0.0,0.0
hsa-miR-143-5p,0.0,0.0,0.0,0.0,3.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-144-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.51,20.13,11.82,0.0,0.0,0.0
hsa-miR-144-5p,0.0,0.0,0.0,0.0,1.18,16.79,0.0,74.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.55,62.4,69.76,0.0,0.0,0.0
hsa-miR-145-3p,0.0,0.0,0.0,0.0,2.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-145-5p,0.0,0.0,0.0,0.0,4720.95,2418.26,0.0,146.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.15,370.36,379.55,0.0,0.0,0.0
hsa-miR-1468-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1468-5p,0.0,0.0,0.0,0.0,2.94,16.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.0,0.0,0.0,0.0,0.0
hsa-miR-146a-5p,0.0,295.98,5.0,0.0,991.38,83.97,0.0,1.58,268.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2298.72,2379.19,2458.18,62.85,57.95,50.9
hsa-miR-146b-3p,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-146b-5p,0.0,98.66,0.0,0.0,92.26,50.38,0.0,56.85,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.21,1.01,7.09,7.86,0.0,0.0
hsa-miR-147b-3p,0.0,0.0,0.0,0.0,5.29,0.0,0.0,0.0,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,3.55,0.0,0.0,0.0
hsa-miR-147b-5p,0.0,0.0,0.0,0.0,2.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-148a-3p,1797.79,338.27,5.0,0.0,1635.45,16.79,172.62,851.15,174.24,0.0,0.0,0.0,0.0,0.0,0.0,854.7,156.05,127.82,146.62,0.0,0.0,0.0
hsa-miR-148a-5p,85.61,0.0,0.0,0.0,5.88,0.0,0.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-148b-3p,342.44,28.19,0.0,0.0,426.05,16.79,35.54,348.99,120.63,0.0,0.0,0.0,1183.43,0.0,1008.06,854.7,58.52,71.46,69.76,0.0,0.0,0.0
hsa-miR-148b-5p,0.0,0.0,0.0,0.0,33.2,0.0,0.0,11.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.67,20.13,20.1,0.0,0.0,0.0
hsa-miR-149-5p,256.83,1254.4,0.0,0.0,1130.07,33.59,0.0,508.48,67.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222.79,223.43,237.66,0.0,0.0,0.0
hsa-miR-150-5p,0.0,366.46,0.0,0.0,17.34,0.0,0.0,48.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.36,56.36,67.4,0.0,0.0,0.0
hsa-miR-151a-3p,0.0,239.61,0.0,0.0,2020.07,134.35,0.0,451.63,335.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.69,163.04,209.28,0.0,0.0,0.0
hsa-miR-151a-5p,0.0,0.0,0.0,0.0,73.16,0.0,0.0,20.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,162.03,177.36,0.0,0.0,0.0
hsa-miR-151b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4,0.0,0.0,0.0,0.0,1141.55,0.0,0.0,3.08,10.06,2.36,0.0,0.0,0.0
hsa-miR-152-3p,0.0,0.0,0.0,0.0,1145.05,16.79,5.08,304.77,40.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.55,70.45,61.48,0.0,0.0,0.0
hsa-miR-152-5p,0.0,0.0,0.0,0.0,11.75,0.0,0.0,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.08,3.02,2.36,0.0,0.0,0.0
hsa-miR-1537-3p,0.0,0.0,0.0,0.0,1.76,0.0,0.0,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.16,2.01,2.36,0.0,0.0,0.0
hsa-miR-154-3p,0.0,0.0,0.0,0.0,0.0,16.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-154-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-155-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.13,0.0,2.36,0.0,0.0,0.0
hsa-miR-155-5p,0.0,0.0,0.0,0.0,7.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,3.02,2.36,0.0,0.0,0.0
hsa-miR-15a-3p,0.0,0.0,0.0,0.0,24.68,0.0,0.0,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.13,1.01,1.18,0.0,0.0,0.0
hsa-miR-15a-5p,85.61,183.23,5.0,37.94,501.27,83.97,50.77,1395.96,388.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,853.17,817.22,926.99,7.86,0.0,0.0
hsa-miR-15b-3p,0.0,70.47,0.0,0.0,3334.37,83.97,15.23,453.21,40.21,925.07,0.0,0.0,0.0,0.0,0.0,0.0,283.36,332.12,354.72,7.86,0.0,0.0
hsa-miR-15b-5p,171.22,1042.99,5.0,0.0,5453.76,268.7,25.39,2736.64,831.01,0.0,448.03,1307.19,2366.86,1141.55,1008.06,0.0,1134.47,1225.82,1407.04,7.86,3.41,0.0
hsa-miR-16-2-3p,0.0,42.28,0.0,0.0,1229.09,50.38,0.0,110.54,26.81,462.53,0.0,0.0,0.0,0.0,0.0,0.0,371.66,375.4,420.93,0.0,0.0,0.0
hsa-miR-16-5p,2225.84,1479.92,44.99,75.88,13495.26,873.26,198.0,4824.26,2921.94,1387.6,896.06,2614.38,3550.3,0.0,1008.06,0.0,2500.98,2935.74,3851.03,7.86,6.82,8.48
hsa-miR-17-3p,171.22,98.66,0.0,0.0,267.09,16.79,5.08,53.69,0.0,462.53,0.0,0.0,0.0,0.0,0.0,0.0,119.09,117.75,150.16,0.0,0.0,0.0
hsa-miR-17-5p,7191.17,4792.11,129.97,75.88,8987.93,251.9,30.46,2212.37,2265.17,6012.95,1344.09,2178.65,2366.86,0.0,1008.06,1709.4,8336.59,8583.79,8878.54,23.57,6.82,0.0
hsa-miR-181a-2-3p,0.0,56.38,0.0,0.0,8.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.45,18.12,24.83,0.0,0.0,0.0
hsa-miR-181a-3p,256.83,28.19,5.0,0.0,56.12,16.79,0.0,41.06,40.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.13,165.05,180.91,0.0,0.0,0.0
hsa-miR-181a-5p,3595.58,747.0,5.0,37.94,4043.38,100.76,10.15,2164.99,629.96,462.53,0.0,0.0,0.0,1141.55,0.0,0.0,3302.81,3300.06,3661.85,0.0,0.0,0.0
hsa-miR-181b-2-3p,0.0,0.0,0.0,0.0,9.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.27,8.05,5.91,0.0,0.0,0.0
hsa-miR-181b-3p,0.0,0.0,0.0,0.0,9.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.43,23.15,23.65,0.0,0.0,0.0
hsa-miR-181b-5p,428.05,436.93,0.0,0.0,1864.64,16.79,5.08,614.28,214.45,0.0,448.03,435.73,0.0,0.0,0.0,0.0,2898.3,2773.7,3264.57,0.0,0.0,0.0
hsa-miR-181c-3p,0.0,0.0,0.0,0.0,2.35,0.0,0.0,6.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.32,6.04,8.28,0.0,0.0,0.0
hsa-miR-181c-5p,0.0,84.57,10.0,0.0,27.03,33.59,0.0,97.91,0.0,0.0,448.03,0.0,0.0,0.0,0.0,0.0,28.75,16.1,27.19,0.0,0.0,0.0
hsa-miR-181d-5p,0.0,98.66,5.0,0.0,11.75,0.0,0.0,18.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.59,14.09,17.74,0.0,0.0,0.0
hsa-miR-182-3p,0.0,0.0,0.0,0.0,14.99,0.0,0.0,23.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.11,8.05,8.28,0.0,0.0,0.0
hsa-miR-182-5p,513.65,267.79,5.0,0.0,818.9,151.14,5.08,745.35,67.02,0.0,0.0,0.0,0.0,0.0,1008.06,0.0,158.11,146.94,189.18,0.0,0.0,0.0
hsa-miR-183-3p,0.0,14.09,0.0,0.0,33.2,0.0,0.0,25.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.05,3.02,2.36,0.0,0.0,0.0
hsa-miR-183-5p,0.0,183.23,0.0,0.0,1007.25,50.38,0.0,1266.47,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.01,55.35,57.94,0.0,3.41,0.0
hsa-miR-184,0.0,0.0,0.0,0.0,0.88,0.0,0.0,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1843,0.0,0.0,0.0,0.0,1.18,0.0,0.0,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-185-3p,0.0,0.0,0.0,0.0,4.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01,3.55,0.0,0.0,0.0
hsa-miR-185-5p,428.05,42.28,0.0,0.0,1529.67,251.9,0.0,1359.64,93.82,462.53,0.0,0.0,0.0,0.0,0.0,0.0,287.47,326.08,358.26,0.0,0.0,0.0
hsa-miR-186-3p,0.0,0.0,0.0,0.0,6.76,0.0,0.0,3.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.05,3.02,4.73,0.0,0.0,0.0
hsa-miR-186-5p,428.05,84.57,0.0,0.0,1570.52,83.97,0.0,451.63,67.02,0.0,0.0,435.73,2366.86,0.0,0.0,0.0,81.11,107.69,122.97,0.0,0.0,0.0
hsa-miR-187-3p,0.0,0.0,0.0,0.0,11.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.19,11.07,9.46,0.0,0.0,0.0
hsa-miR-187-5p,0.0,0.0,0.0,0.0,8.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,1.01,5.91,0.0,0.0,0.0
hsa-miR-188-3p,0.0,0.0,0.0,0.0,19.98,0.0,0.0,9.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.11,4.03,4.73,0.0,0.0,0.0
hsa-miR-188-5p,85.61,0.0,0.0,0.0,342.9,33.59,10.15,102.64,53.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.93,29.19,27.19,0.0,0.0,0.0
hsa-miR-18a-3p,0.0,28.19,0.0,0.0,250.05,0.0,0.0,15.79,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.01,33.21,47.3,0.0,0.0,0.0
hsa-miR-18a-5p,0.0,98.66,0.0,0.0,52.6,0.0,0.0,28.42,67.02,0.0,0.0,435.73,0.0,0.0,0.0,0.0,257.7,301.93,267.22,0.0,0.0,0.0
hsa-miR-18b-3p,0.0,0.0,0.0,0.0,2.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.96,21.13,35.47,0.0,0.0,0.0
hsa-miR-18b-5p,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.11,82.53,138.34,15.71,20.45,67.87
hsa-miR-1908-5p,0.0,0.0,0.0,0.0,9.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1909-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.11,4.03,3.55,0.0,0.0,0.0
hsa-miR-190a-3p,0.0,0.0,0.0,0.0,47.89,0.0,0.0,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.77,11.07,26.01,0.0,0.0,0.0
hsa-miR-190a-5p,0.0,0.0,0.0,0.0,3.53,0.0,0.0,0.0,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.13,3.02,7.09,0.0,0.0,0.0
hsa-miR-190b-3p,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-190b-5p,0.0,14.09,0.0,0.0,0.59,0.0,0.0,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-191-3p,0.0,0.0,0.0,0.0,14.99,0.0,0.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.16,8.05,8.28,0.0,0.0,0.0
hsa-miR-191-5p,3852.41,2522.9,24.99,265.58,9379.6,419.84,30.46,4281.04,844.41,4162.81,1792.11,2614.38,0.0,0.0,1008.06,0.0,7758.58,7962.83,8436.33,7.86,0.0,0.0
hsa-miR-1910-3p,0.0,0.0,5.0,0.0,75.22,0.0,0.0,37.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.08,2.01,1.18,0.0,0.0,0.0
hsa-miR-1910-5p,0.0,0.0,0.0,0.0,16.16,0.0,0.0,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.16,4.03,4.73,0.0,0.0,0.0
hsa-miR-1914-3p,0.0,0.0,0.0,0.0,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1914-5p,0.0,0.0,0.0,0.0,7.64,0.0,0.0,4.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1915-5p,0.0,0.0,0.0,0.0,2.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-192-3p,0.0,14.09,0.0,0.0,10.28,0.0,0.0,3.16,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.32,6.04,7.09,0.0,0.0,0.0
hsa-miR-192-5p,171.22,56.38,10.0,0.0,1820.27,50.38,5.08,802.2,214.45,1387.6,1792.11,1742.92,2366.86,0.0,7056.45,0.0,437.36,420.69,475.32,0.0,0.0,0.0
hsa-miR-193a-3p,171.22,0.0,0.0,0.0,183.06,33.59,0.0,585.86,40.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.65,56.36,59.12,0.0,0.0,0.0
hsa-miR-193a-5p,0.0,14.09,0.0,0.0,27.03,83.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.71,71.46,62.67,0.0,0.0,0.0
hsa-miR-193b-3p,171.22,28.19,10.0,0.0,612.93,83.97,5.08,3655.7,174.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,715.59,737.71,774.46,0.0,0.0,0.0
hsa-miR-193b-5p,0.0,0.0,0.0,0.0,38.79,0.0,0.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.96,37.24,43.75,0.0,0.0,0.0
hsa-miR-194-5p,85.61,14.09,0.0,0.0,80.8,0.0,0.0,69.48,26.81,462.53,0.0,0.0,0.0,1141.55,1008.06,0.0,49.28,55.35,44.93,7.86,0.0,0.0
hsa-miR-195-3p,0.0,0.0,0.0,0.0,7.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,1.01,1.18,0.0,0.0,0.0
hsa-miR-195-5p,85.61,14.09,0.0,0.0,115.47,33.59,0.0,45.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.48,13.08,22.47,0.0,0.0,0.0
hsa-miR-196a-1-3p,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-196a-3p,0.0,0.0,0.0,0.0,4.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-196a-5p,85.61,98.66,0.0,0.0,1314.0,235.11,0.0,20.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213.55,223.43,271.95,0.0,0.0,0.0
hsa-miR-196b-3p,0.0,0.0,0.0,0.0,1.18,0.0,0.0,4.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-196b-5p,0.0,0.0,0.0,0.0,1.18,0.0,0.0,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.0,0.0,0.0,0.0,0.0
hsa-miR-197-3p,0.0,225.51,0.0,37.94,4205.87,67.17,10.15,780.09,107.23,462.53,448.03,0.0,0.0,0.0,0.0,0.0,246.4,267.71,283.77,0.0,0.0,0.0
hsa-miR-197-5p,0.0,0.0,0.0,0.0,8.81,0.0,0.0,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18,0.0,0.0,0.0
hsa-miR-199a-3p,0.0,14.09,5.0,0.0,10.87,3022.82,5.08,94.75,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.89,215.37,243.57,0.0,0.0,0.0
hsa-miR-199a-5p,0.0,0.0,0.0,0.0,7.64,369.46,0.0,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.07,55.35,52.03,0.0,0.0,0.0
hsa-miR-199b-3p,0.0,70.47,0.0,0.0,40.25,218.31,0.0,33.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,11.07,2.36,0.0,0.0,0.0
hsa-miR-199b-5p,171.22,112.76,0.0,0.0,5.58,0.0,0.0,23.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.68,58.37,66.21,0.0,0.0,0.0
hsa-miR-19a-3p,2311.45,1465.82,49.99,0.0,3421.64,117.55,5.08,519.54,1326.94,0.0,0.0,435.73,1183.43,0.0,1008.06,0.0,1104.7,1082.91,1200.12,0.0,0.0,0.0
hsa-miR-19a-5p,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-19b-1-5p,0.0,0.0,0.0,0.0,7.05,0.0,0.0,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.59,20.13,24.83,0.0,0.0,0.0
hsa-miR-19b-2-5p,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,26.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.11,5.03,1.18,0.0,0.0,0.0
hsa-miR-19b-3p,21487.89,7709.65,334.92,75.88,22959.2,621.36,269.08,3698.33,5213.92,925.07,448.03,2178.65,0.0,1141.55,2016.13,2564.1,5114.89,5113.64,5372.77,7.86,3.41,0.0
hsa-miR-200a-3p,171.22,1916.84,5.0,0.0,34.97,0.0,5.08,3120.37,0.0,0.0,896.06,2178.65,0.0,1141.55,2016.13,0.0,2.05,0.0,4.73,0.0,0.0,0.0
hsa-miR-200a-5p,0.0,0.0,0.0,0.0,0.59,0.0,0.0,14.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-200b-3p,0.0,676.53,0.0,0.0,52.01,0.0,0.0,244.77,0.0,462.53,0.0,871.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-200b-5p,0.0,169.13,0.0,0.0,8.23,0.0,5.08,178.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-200c-3p,599.26,126.85,0.0,37.94,1107.73,0.0,15.23,203.71,0.0,462.53,0.0,435.73,0.0,0.0,1008.06,0.0,4.11,1.01,4.73,0.0,0.0,0.0
hsa-miR-200c-5p,85.61,0.0,0.0,0.0,10.58,0.0,0.0,11.05,0.0,462.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-202-5p,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-203a-3p,85.61,606.06,0.0,37.94,1257.88,0.0,0.0,750.09,0.0,0.0,448.03,435.73,0.0,1141.55,0.0,0.0,36.96,23.15,40.2,0.0,0.0,0.0
hsa-miR-203a-5p,0.0,0.0,0.0,0.0,3.23,0.0,0.0,11.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-204-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.0,1.18,0.0,0.0,0.0
hsa-miR-204-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3666.25,3453.04,3886.51,0.0,0.0,0.0
hsa-miR-205-5p,85.61,0.0,20.0,0.0,66.99,16.79,15.23,186.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.65,58.37,49.66,0.0,0.0,0.0
hsa-miR-20a-3p,0.0,14.09,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.0,0.0,0.0,0.0,0.0
hsa-miR-20a-5p,513.65,972.52,0.0,0.0,346.72,33.59,0.0,260.56,241.26,462.53,448.03,871.46,0.0,1141.55,0.0,0.0,4859.25,4695.97,5198.95,0.0,3.41,0.0
hsa-miR-20b-3p,0.0,0.0,0.0,0.0,49.95,0.0,0.0,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.57,66.42,88.68,7.86,0.0,0.0
hsa-miR-20b-5p,85.61,0.0,0.0,0.0,684.92,0.0,0.0,47.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4985.53,5111.63,5505.19,7.86,0.0,8.48
hsa-miR-21-3p,0.0,0.0,0.0,0.0,16.16,0.0,0.0,282.67,40.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.71,158.01,192.73,0.0,0.0,0.0
hsa-miR-21-5p,1284.14,56.38,10.0,113.82,724.29,4450.27,198.0,1828.64,7894.6,10175.76,5376.34,17864.92,5917.16,6849.32,17137.1,0.0,13673.24,21746.81,29475.72,0.0,0.0,0.0
hsa-miR-210-3p,770.48,56.38,0.0,0.0,1930.16,50.38,5.08,303.19,1032.06,0.0,448.03,435.73,0.0,0.0,0.0,0.0,383.98,382.44,372.45,0.0,0.0,0.0
hsa-miR-210-5p,0.0,0.0,0.0,0.0,20.57,0.0,0.0,1.58,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.29,5.03,4.73,0.0,0.0,0.0
hsa-miR-211-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,1.01,1.18,15.71,0.0,8.48
hsa-miR-2110,0.0,0.0,0.0,0.0,0.59,16.79,5.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18,0.0,0.0,0.0
hsa-miR-2114-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2115-3p,0.0,0.0,0.0,0.0,2.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2115-5p,85.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2116-3p,0.0,0.0,0.0,0.0,7.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.27,5.03,14.19,0.0,0.0,0.0
hsa-miR-2116-5p,0.0,0.0,0.0,0.0,9.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.27,6.04,9.46,0.0,0.0,0.0
hsa-miR-212-3p,0.0,98.66,0.0,0.0,5.88,0.0,0.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.16,4.03,4.73,0.0,0.0,0.0
hsa-miR-212-5p,0.0,28.19,0.0,0.0,1.18,0.0,0.0,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.11,4.03,1.18,0.0,0.0,0.0
