miRNA,SRR23249719,SRR23249720,SRR23249721,SRR23249722,SRR23249723,SRR23249724,SRR23249725,SRR23249726,SRR23249727,SRR23249728,SRR23249729,SRR23249730,SRR23249732,SRR23249733
hsa-miR-101-3p,361.75,250.12,463.69,937.16,155.33,130.21,2851.26,3250.86,1821.15,0.0,0.0,813.06,0.0,817.47
hsa-miR-101-5p,0.0,0.0,0.0,0.0,0.0,0.0,11.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10399-3p,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.19,0.0,0.0,1.14,0.0,1.16
hsa-miR-103a-3p,35.02,0.56,0.0,0.0,0.0,0.0,19.57,131.06,95.93,0.0,0.0,25.38,0.0,34.17
hsa-miR-106a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51
hsa-miR-106a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.3,0.0,0.0,0.0,0.0,0.64
hsa-miR-106b-3p,0.41,7.27,1.77,1.72,0.0,11.92,170.42,127.93,103.42,0.0,0.0,37.3,0.0,49.72
hsa-miR-106b-5p,16.48,10.63,0.44,0.0,14.25,0.0,44.55,36.68,63.85,0.0,0.0,1.52,0.0,4.11
hsa-miR-107,2.88,0.0,0.0,0.0,0.0,0.0,39.15,15.88,0.3,0.0,0.0,0.0,0.0,3.6
hsa-miR-10a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.54,0.0,1.41
hsa-miR-10a-5p,409.96,310.0,426.16,1292.37,669.75,167.98,2386.91,3490.39,1811.85,0.0,0.0,2122.22,0.0,1911.41
hsa-miR-10b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.29,0.0,0.0,3.3,0.0,0.13
hsa-miR-10b-5p,1207.22,517.03,1038.68,2283.84,1910.93,471.34,4511.6,5011.48,2748.66,0.0,62.11,2972.71,0.0,2624.18
hsa-miR-11400,0.0,0.0,0.0,0.0,0.0,0.0,2.7,13.42,3.9,0.0,0.0,8.25,0.0,6.55
hsa-miR-11401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.68,0.0,9.25
hsa-miR-1180-3p,0.41,0.0,0.88,2.59,2.85,0.0,22.95,61.51,50.06,0.0,0.0,5.08,0.0,7.07
hsa-miR-1185-1-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.93
hsa-miR-1197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13
hsa-miR-12114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.0,0.0
hsa-miR-122-5p,599.49,315.59,719.83,3096.85,1983.61,33.66,8094.5,7291.44,7258.51,140.62,46739.13,54325.35,6516.2,6358.48
hsa-miR-1224-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.54,0.0,0.0
hsa-miR-1228-5p,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1229-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.19,0.0,0.0
hsa-miR-124-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26
hsa-miR-1246,0.0,0.0,0.0,0.0,0.0,0.0,8.77,0.0,0.6,0.0,0.0,3.55,0.0,10.41
hsa-miR-1247-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.69,0.0,0.0,0.0,0.0,0.0
hsa-miR-1249-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0
hsa-miR-1250-5p,0.0,10.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39
hsa-miR-1255a,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.22,0.0,0.0,0.0,3.3,0.0,0.39
hsa-miR-1255b-5p,0.0,0.0,0.0,0.0,0.0,0.0,18.22,0.22,29.38,0.0,0.0,0.0,0.0,0.64
hsa-miR-125a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,1.02,0.0,3.34
hsa-miR-125a-5p,76.64,52.6,139.55,828.53,346.28,39.78,359.07,532.08,402.0,0.0,31.06,313.9,0.0,223.29
hsa-miR-125b-5p,0.41,0.0,0.0,0.0,0.0,12.77,81.33,96.62,16.79,0.0,0.0,70.67,0.0,65.52
hsa-miR-126-3p,1804.24,1407.85,1685.2,3981.42,2864.26,257.46,8097.2,8005.13,4847.7,0.0,155.28,1679.02,0.0,1952.65
hsa-miR-126-5p,16.89,0.0,0.44,0.86,64.13,0.11,44.55,56.59,2.4,0.0,0.0,39.97,0.0,46.89
hsa-miR-1260b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13
hsa-miR-1268b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13
hsa-miR-127-3p,0.0,0.56,0.0,0.86,1.43,0.0,0.0,0.67,0.0,0.0,0.0,3.68,0.0,2.7
hsa-miR-127-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51
hsa-miR-1270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03
hsa-miR-1271-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.09,0.0,0.0,0.0,0.0,0.0
hsa-miR-1273c,0.0,0.0,0.0,0.0,0.0,0.0,15.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1273h-3p,0.0,0.0,0.0,0.0,0.0,0.0,6.75,1.57,11.09,0.0,0.0,16.75,0.0,11.05
hsa-miR-1273h-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.82,0.0,1.28
hsa-miR-1275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51
hsa-miR-1276,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1277-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.55,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1278,5.36,0.0,4.86,0.0,0.0,0.0,8.77,21.25,12.29,0.0,0.0,2.03,0.0,0.9
hsa-miR-128-2-5p,2.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-128-3p,265.75,86.17,163.84,111.22,263.63,165.76,2872.52,3426.65,2149.1,15.62,62.11,1837.24,0.0,1654.08
hsa-miR-1284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,2.06
hsa-miR-1285-3p,0.0,0.0,0.0,0.0,0.0,0.0,11.81,6.26,0.0,0.0,0.0,1.52,0.0,2.31
hsa-miR-1285-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64
hsa-miR-1287-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77
hsa-miR-1287-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.34
hsa-miR-129-1-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77
hsa-miR-129-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,5.52
hsa-miR-1290,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51
hsa-miR-1292-5p,0.41,8.95,0.0,0.0,0.0,0.0,10.46,7.6,0.0,0.0,0.0,1.9,0.0,0.0
hsa-miR-1294,0.0,0.0,0.0,0.86,0.0,0.0,5.06,14.31,4.8,0.0,0.0,0.0,0.0,0.13
hsa-miR-1297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.14,0.0,0.0
hsa-miR-1299,0.0,0.0,0.0,0.86,0.0,0.0,6.41,22.59,3.3,0.0,0.0,5.2,0.0,3.08
hsa-miR-1301-3p,0.0,6.16,0.0,0.0,0.0,0.0,0.0,31.54,23.98,0.0,0.0,25.5,0.0,15.42
hsa-miR-1303,0.0,0.0,0.0,0.0,0.0,0.0,8.1,13.64,5.1,0.0,0.0,0.0,0.0,0.13
hsa-miR-1304-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.88,0.0,0.0,1.14,0.0,1.28
hsa-miR-1306-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.34,13.2,6.6,0.0,0.0,0.38,0.0,0.13
hsa-miR-1306-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03
hsa-miR-1307-3p,30.08,5.6,17.66,4.31,55.58,0.32,211.93,96.62,140.6,0.0,0.0,98.97,0.0,109.07
hsa-miR-1307-5p,15.66,0.0,0.0,0.0,0.0,0.0,0.34,7.6,8.99,0.0,0.0,1.02,0.0,5.01
hsa-miR-130a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.55,3.3,0.0,0.0,2.16,0.0,2.44
hsa-miR-130b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,0.0,1.54
hsa-miR-130b-5p,0.0,13.43,0.44,68.97,0.0,21.74,167.05,190.33,124.11,0.0,0.0,72.07,0.0,60.0
hsa-miR-132-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.13
hsa-miR-132-5p,0.0,0.0,0.0,0.86,0.0,0.0,12.49,15.66,0.0,0.0,0.0,0.0,0.0,0.9
hsa-miR-1323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.54,0.0,0.26
hsa-miR-134-5p,0.41,0.0,6.18,31.9,1.43,0.0,21.26,122.12,88.43,0.0,31.06,121.05,0.0,188.21
hsa-miR-1343-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.19,0.0,0.0,0.0,0.0,0.0
hsa-miR-135a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51
hsa-miR-135a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9
hsa-miR-136-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77
hsa-miR-136-5p,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,6.6,0.0,0.0,0.0,0.0,0.64
hsa-miR-138-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51
hsa-miR-139-3p,0.0,6.71,0.44,0.0,0.0,10.45,54.67,39.36,39.57,0.0,0.0,41.36,0.0,36.23
hsa-miR-139-5p,0.0,12.31,70.66,256.06,38.48,15.51,101.92,251.39,85.44,0.0,0.0,54.43,0.0,52.03
hsa-miR-140-3p,36.26,57.08,34.89,194.85,75.53,52.12,297.31,306.19,137.6,0.0,0.0,89.32,0.0,99.95
hsa-miR-140-5p,16.89,0.0,14.13,0.0,0.0,0.0,35.77,13.42,35.07,0.0,0.0,4.19,0.0,3.6
hsa-miR-142-3p,26.78,43.09,7.51,0.0,1.43,0.0,247.03,265.48,201.15,0.0,0.0,20.43,0.0,24.92
hsa-miR-142-5p,470.12,203.12,370.96,394.87,236.55,1.48,1576.99,1936.65,998.56,0.0,31.06,492.43,0.0,495.13
hsa-miR-143-3p,92.29,97.92,374.49,999.23,424.65,94.33,892.6,870.47,574.37,0.0,31.06,773.34,0.0,852.93
hsa-miR-144-3p,133.08,104.08,132.48,44.83,39.9,0.0,919.94,984.54,759.94,0.0,0.0,41.36,0.0,54.86
hsa-miR-144-5p,25.13,22.38,0.44,0.0,69.83,27.22,312.83,482.43,163.38,0.0,0.0,10.53,0.0,33.15
hsa-miR-145-3p,0.0,0.56,0.0,0.0,0.0,0.0,10.8,0.0,14.09,0.0,0.0,8.88,0.0,8.99
hsa-miR-145-5p,30.08,0.56,37.1,57.76,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1468-5p,0.0,8.95,6.18,0.86,0.0,0.0,10.8,11.63,0.0,0.0,0.0,4.19,0.0,9.89
hsa-miR-146a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.99,0.0,0.0,0.0,5.33,0.0,3.73
hsa-miR-146a-5p,33.79,44.76,50.34,365.55,111.15,0.74,925.67,460.51,353.14,0.0,0.0,704.7,0.0,993.86
hsa-miR-146b-3p,0.0,0.0,0.0,0.0,0.0,0.0,9.11,0.0,0.0,0.0,0.0,0.25,0.0,1.54
hsa-miR-146b-5p,789.43,378.82,529.05,434.52,222.3,60.78,1382.6,1256.06,884.64,0.0,0.0,521.61,0.0,613.07
hsa-miR-147b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.31,0.0,0.0,0.0,0.0,0.0,1.16
hsa-miR-148a-3p,1822.78,1252.85,2074.26,2710.6,2345.56,440.53,25916.16,28288.82,13251.36,15.62,527.95,14275.19,22.55,14001.44
hsa-miR-148a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.18,0.0,0.0,0.0,10.4,0.0,10.53
hsa-miR-148b-3p,4.12,1.12,0.0,5.17,32.78,21.84,141.4,237.08,127.11,0.0,0.0,269.24,0.0,305.38
hsa-miR-148b-5p,0.0,0.0,0.0,0.0,0.0,0.0,35.43,36.46,0.9,0.0,0.0,0.0,0.0,1.93
hsa-miR-149-3p,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-150-3p,40.38,8.95,11.04,0.0,14.25,0.0,66.82,39.36,43.77,0.0,0.0,15.35,0.0,14.26
hsa-miR-150-5p,66.34,30.78,64.03,0.0,0.0,0.11,78.63,165.51,51.26,0.0,0.0,12.82,0.0,38.03
hsa-miR-151a-3p,606.5,408.48,784.75,3033.05,1299.61,513.54,10160.47,10371.87,6026.42,0.0,248.45,5758.52,0.0,5944.29
hsa-miR-151a-5p,0.0,0.56,0.0,0.0,0.0,0.0,0.34,14.76,11.99,0.0,0.0,0.38,0.0,10.02
hsa-miR-151b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.13
hsa-miR-152-3p,0.0,0.56,0.0,0.0,22.8,0.0,37.8,10.06,17.39,0.0,0.0,42.63,0.0,76.95
hsa-miR-1538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9
hsa-miR-154-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39
hsa-miR-155-5p,45.73,0.0,51.67,236.23,121.13,10.23,64.79,35.56,32.08,0.0,0.0,17.0,0.0,26.08
hsa-miR-15a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.17,0.0,1.03
hsa-miR-15b-3p,0.0,0.0,0.0,0.0,0.0,0.0,40.16,0.22,8.39,0.0,0.0,1.65,0.0,4.11
hsa-miR-15b-5p,0.0,8.39,0.44,0.0,0.0,0.0,4.72,54.57,0.0,0.0,0.0,1.9,0.0,4.75
hsa-miR-16-2-3p,227.02,107.44,205.35,272.44,114.0,92.54,1216.91,1359.39,991.36,0.0,31.06,181.06,90.19,170.74
hsa-miR-16-5p,20.6,45.32,56.08,0.0,41.33,4.22,262.21,235.29,197.25,0.0,0.0,27.79,0.0,27.11
hsa-miR-17-5p,44.5,0.0,0.0,1.72,0.0,10.66,37.12,55.91,51.86,0.0,0.0,3.55,0.0,14.77
hsa-miR-181a-2-3p,0.0,0.0,0.0,0.0,1.43,0.0,30.71,15.66,15.29,0.0,0.0,14.97,0.0,11.43
hsa-miR-181a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,11.69,0.0,0.0,0.0,0.0,3.21
hsa-miR-181a-5p,90.23,29.66,89.65,263.82,8.55,28.49,340.17,352.26,163.68,0.0,0.0,194.89,0.0,261.06
hsa-miR-181b-5p,0.41,6.16,8.83,0.86,1.43,0.0,97.87,48.09,36.27,0.0,0.0,26.77,0.0,38.8
hsa-miR-181c-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.77
hsa-miR-181c-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26
hsa-miR-181d-5p,20.19,0.0,0.0,0.0,0.0,0.0,1.01,0.22,0.0,0.0,0.0,3.68,0.0,9.64
hsa-miR-182-3p,0.82,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-182-5p,138.85,45.32,244.65,69.83,44.18,90.22,1053.57,1361.85,781.22,0.0,0.0,143.63,0.0,118.32
hsa-miR-1827,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.22,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-183-5p,235.26,118.07,318.85,227.61,32.78,66.69,2188.14,2291.37,1329.51,0.0,31.06,186.26,0.0,127.06
hsa-miR-184,0.0,14.55,3.53,0.0,2.85,632.04,2.36,12.75,46.77,0.0,0.0,10.4,0.0,0.51
hsa-miR-1843,0.0,12.31,0.44,0.0,0.0,0.0,49.27,5.82,43.17,0.0,0.0,35.4,0.0,18.11
hsa-miR-185-3p,0.0,0.0,0.0,0.0,0.0,0.0,9.45,0.0,2.1,0.0,0.0,2.16,0.0,4.88
hsa-miR-185-5p,78.28,19.03,20.76,2.59,15.68,14.56,282.46,341.08,222.73,0.0,0.0,124.22,0.0,273.0
hsa-miR-186-5p,156.57,97.36,48.14,106.04,61.28,20.89,567.62,705.86,440.37,0.0,0.0,55.07,0.0,108.69
hsa-miR-18a-3p,0.0,0.56,0.0,0.0,0.0,0.0,0.0,16.33,12.29,0.0,0.0,0.0,0.0,0.0
hsa-miR-18a-5p,13.18,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.6,0.0,0.0,0.0,0.0,0.13
hsa-miR-1908-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.84,2.7,0.0,0.0,13.96,0.0,10.41
hsa-miR-190a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.66,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-190a-5p,0.0,0.0,0.0,0.0,0.0,0.0,11.47,0.0,11.69,0.0,0.0,0.0,0.0,0.13
hsa-miR-190b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.41
hsa-miR-191-3p,0.0,0.0,0.0,0.0,0.0,0.0,8.77,0.0,6.6,0.0,0.0,1.9,0.0,2.83
hsa-miR-191-5p,16.07,111.91,102.01,149.15,125.4,47.59,834.89,645.25,279.99,0.0,10403.73,277.36,0.0,365.63
hsa-miR-192-5p,190.77,93.45,109.96,58.63,38.48,0.32,786.3,771.62,427.48,0.0,31.06,318.47,0.0,412.27
hsa-miR-193a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51
hsa-miR-193a-5p,0.0,0.0,0.44,0.86,0.0,0.0,34.08,40.26,39.87,0.0,0.0,30.32,0.0,30.19
hsa-miR-193b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.26
hsa-miR-193b-5p,0.0,0.0,0.0,0.0,0.0,3.69,22.27,36.9,19.49,0.0,31.06,24.11,0.0,9.12
hsa-miR-194-5p,0.0,12.31,30.03,1.72,31.35,0.0,104.61,77.39,85.44,0.0,0.0,45.04,0.0,47.66
hsa-miR-195-3p,2.06,0.0,0.0,0.0,0.0,23.53,12.15,0.0,9.29,0.0,0.0,0.89,0.0,3.47
hsa-miR-195-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.18,0.0,0.0,0.0,1.4,0.0,0.51
hsa-miR-196b-5p,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.0,14.09,0.0,0.0,3.3,0.0,0.26
hsa-miR-197-3p,12.77,0.0,0.0,0.0,0.0,0.0,6.41,10.51,0.0,0.0,0.0,10.66,0.0,14.52
hsa-miR-197-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.81,0.0,0.0
hsa-miR-1976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39
hsa-miR-199a-3p,59.33,1.12,26.5,576.78,1.43,0.11,55.68,123.68,29.08,0.0,0.0,19.16,0.0,37.51
hsa-miR-199a-5p,0.41,0.0,0.44,81.9,0.0,0.11,63.11,51.66,41.67,0.0,0.0,107.6,0.0,149.93
hsa-miR-199b-3p,1.24,0.0,0.0,1.72,98.33,0.11,0.67,0.45,18.89,0.0,0.0,11.93,0.0,0.64
hsa-miR-199b-5p,0.0,0.0,28.7,0.0,0.0,0.0,0.0,11.18,0.0,0.0,0.0,0.0,0.0,1.03
hsa-miR-19a-3p,0.0,0.56,0.0,0.0,0.0,0.0,6.07,14.09,9.59,0.0,0.0,0.0,0.0,2.06
hsa-miR-19b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.42,15.89,0.0,0.0,9.9,0.0,7.19
hsa-miR-200a-3p,0.0,0.0,0.0,0.86,0.0,44.0,34.08,22.37,8.09,0.0,0.0,9.64,0.0,24.41
hsa-miR-200a-5p,0.0,0.0,0.0,0.86,0.0,0.0,0.0,14.76,0.0,0.0,0.0,0.0,0.0,0.77
hsa-miR-200b-3p,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.3,0.0,0.0,2.79,0.0,1.41
hsa-miR-200b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.96,0.0,0.0,0.0,0.0,0.0,0.77
hsa-miR-200c-3p,0.0,11.19,0.0,0.0,0.0,0.0,16.2,30.19,6.89,0.0,0.0,4.19,0.0,5.14
hsa-miR-203a-3p,21.84,118.07,296.76,3.45,303.53,14.77,270.65,95.05,126.21,0.0,0.0,5.96,0.0,3.85
hsa-miR-204-3p,0.0,7.83,0.0,0.0,0.0,0.0,9.79,10.51,0.0,0.0,0.0,0.0,0.0,3.08
hsa-miR-204-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,2.66,0.0,2.18
hsa-miR-206,0.0,0.0,0.0,0.0,0.0,63.73,20.59,15.43,3.0,0.0,0.0,10.02,0.0,8.48
hsa-miR-208b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.26
hsa-miR-20a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39
hsa-miR-20a-5p,58.1,17.35,30.91,62.94,0.0,19.2,193.71,237.08,66.55,0.0,0.0,28.29,0.0,37.39
hsa-miR-20b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.28,0.0,0.0
hsa-miR-20b-5p,0.0,0.0,0.0,0.0,0.0,0.0,10.12,31.09,0.0,0.0,0.0,0.0,0.0,1.67
hsa-miR-21-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9
hsa-miR-21-5p,1030.88,560.12,1013.5,3665.87,1008.9,328.58,6256.31,6893.78,5073.13,0.0,31.06,3874.96,0.0,4920.88
hsa-miR-210-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26
hsa-miR-2110,0.41,0.0,13.69,0.0,0.0,8.55,10.46,24.38,17.09,0.0,0.0,4.19,0.0,9.89
hsa-miR-2115-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.16
hsa-miR-212-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64
