miRNA,SRR18594753,SRR18594754,SRR18594755,SRR18594756,SRR18594757,SRR18594758,SRR18594759,SRR18594760,SRR18594761,SRR18594762,SRR18594763,SRR18594764,SRR18594765
hsa-miR-15a-5p,826.35,551.57,749.78,584.32,449.1,414.96,587.13,490.69,432.91,406.53,521.85,505.46,178.31
hsa-miR-15b-3p,242.62,166.34,204.64,184.72,263.52,110.81,230.65,134.46,123.87,102.12,173.27,102.31,62.72
hsa-miR-15b-5p,1258.6,1120.97,1390.55,920.8,588.75,813.67,1061.02,547.71,1027.63,681.71,1063.68,766.11,313.23
hsa-miR-16-1-3p,9.1,3.3,5.83,2.32,0.91,3.39,4.75,4.69,1.41,0.35,3.87,3.17,1.38
hsa-miR-16-2-3p,1525.15,768.32,1549.6,867.43,1545.69,501.74,973.68,540.67,561.75,502.48,491.07,696.44,317.17
hsa-miR-16-5p,9455.64,5591.08,9430.69,5661.48,7407.79,2912.65,5319.61,2694.21,4386.9,3985.0,2533.63,4657.53,2421.8
hsa-miR-17-3p,55.76,33.73,42.22,43.63,18.74,61.76,85.32,69.93,37.51,32.22,123.43,40.92,10.45
hsa-miR-17-5p,3133.16,2040.12,2130.51,1322.95,801.53,1883.87,1670.73,1141.42,2325.91,1527.69,3097.48,2856.15,795.5
hsa-miR-181a-2-3p,65.45,80.84,58.49,55.46,41.37,89.61,63.22,32.38,76.31,51.94,101.82,51.89,43.99
hsa-miR-181a-3p,59.91,88.41,52.35,53.37,48.68,81.41,81.87,64.77,55.34,58.63,185.81,76.98,55.62
hsa-miR-181a-5p,4391.37,4437.54,3133.89,3440.47,3662.07,4585.93,4169.94,3250.6,3609.93,3812.63,7194.63,4684.57,3084.75
hsa-miR-181b-2-3p,4.75,0.58,0.31,0.23,0.0,0.0,0.71,0.23,1.19,1.23,1.12,0.24,1.58
hsa-miR-181b-3p,1.98,2.13,2.0,0.23,1.6,0.28,0.95,0.47,2.16,2.46,3.16,0.49,0.79
hsa-miR-181b-5p,532.51,465.68,379.95,315.13,397.45,468.81,363.62,381.33,268.5,382.58,472.93,488.16,399.82
hsa-miR-181c-3p,26.69,49.24,15.66,25.99,20.34,72.36,60.48,43.18,45.83,20.25,77.77,31.42,16.57
hsa-miR-181c-5p,81.07,86.27,37.3,47.11,27.2,98.09,82.82,51.86,87.45,48.59,124.96,85.99,30.18
hsa-miR-181d-3p,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.39
hsa-miR-181d-5p,78.5,98.68,40.68,47.8,38.17,126.21,79.85,91.29,96.42,65.67,106.92,78.68,48.92
hsa-miR-182-3p,0.4,0.58,0.77,0.0,0.69,0.28,0.95,0.47,0.32,0.0,0.2,0.97,0.59
hsa-miR-182-5p,604.88,653.93,467.0,344.6,625.54,355.04,174.32,99.97,215.53,404.77,134.34,624.82,540.65
hsa-miR-183-3p,8.7,6.01,5.53,5.34,4.34,2.26,2.73,2.82,1.41,2.99,0.92,1.71,5.52
hsa-miR-183-5p,243.42,180.69,133.87,101.87,146.04,73.21,47.18,20.42,33.51,99.12,12.43,120.09,132.16
hsa-miR-184,0.0,1.36,0.31,0.0,0.46,0.14,0.0,0.0,0.22,0.53,0.1,5.12,0.99
hsa-miR-1843,24.52,44.78,16.73,27.61,10.74,59.08,35.77,31.45,47.13,29.58,75.22,33.62,19.33
hsa-miR-185-3p,132.48,172.93,100.86,118.12,53.94,224.44,261.66,290.28,169.38,142.96,282.43,147.13,58.19
hsa-miR-185-5p,12479.26,9045.5,12762.16,8880.1,9123.3,11735.69,16277.89,14856.28,8817.46,7398.14,12661.33,10167.4,3767.22
hsa-miR-186-3p,0.2,0.39,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.24,0.2
hsa-miR-186-5p,2940.96,2292.73,1828.38,1375.17,1909.09,2559.17,2479.72,1823.83,2319.21,1489.84,3187.99,2310.5,1101.63
hsa-miR-187-3p,0.4,0.0,0.0,0.0,0.69,0.0,0.0,0.47,0.0,1.76,0.1,0.0,0.0
hsa-miR-188-3p,0.99,0.0,1.07,0.23,0.0,0.0,0.0,0.0,0.11,0.0,1.22,0.0,1.58
hsa-miR-188-5p,4.75,0.19,3.07,0.23,0.23,1.7,1.78,0.94,0.0,2.29,1.33,2.19,0.79
hsa-miR-18a-3p,28.67,11.44,14.43,14.62,9.37,12.44,13.31,11.97,9.19,13.73,4.79,9.99,7.69
hsa-miR-18a-5p,102.23,64.17,65.71,42.0,22.63,48.9,46.82,43.65,52.75,53.35,96.42,76.98,16.96
hsa-miR-18b-3p,3.36,1.55,2.61,3.48,1.14,1.13,1.78,3.29,1.08,2.29,0.1,0.49,1.18
hsa-miR-18b-5p,4.75,2.13,5.83,2.55,1.83,0.99,1.43,1.88,0.32,1.41,1.83,0.49,2.37
hsa-miR-1908-3p,0.4,0.0,0.15,0.0,0.0,0.28,0.0,0.47,0.54,0.0,0.61,0.73,0.0
hsa-miR-1908-5p,54.38,67.47,22.87,50.36,14.4,83.11,144.14,150.89,39.45,33.63,92.34,56.51,33.53
hsa-miR-1909-3p,0.0,0.58,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1909-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.39
hsa-miR-190a-3p,0.0,0.78,0.77,0.0,0.69,0.0,0.48,0.0,0.22,0.7,0.41,0.0,1.18
hsa-miR-190a-5p,15.23,12.02,15.04,9.05,6.63,5.65,12.12,7.98,7.67,11.27,13.96,18.76,6.11
hsa-miR-190b-5p,4.75,2.91,3.84,6.27,1.14,5.79,4.75,5.16,2.7,6.87,6.93,8.28,2.17
hsa-miR-191-3p,14.04,10.66,8.9,10.21,2.74,20.64,19.49,14.08,15.24,3.52,30.27,13.64,6.11
hsa-miR-191-5p,14847.77,16184.85,9013.43,8562.88,7413.28,15888.13,15046.23,11862.63,17612.77,10904.78,21251.41,15004.22,6264.57
hsa-miR-1910-3p,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.23,0.0,0.0,0.1,0.0,0.0
hsa-miR-1910-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0
hsa-miR-1911-5p,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1912-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0
hsa-miR-1913,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1914-3p,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.94,0.22,0.0,0.1,0.24,0.0
hsa-miR-1914-5p,0.0,0.97,0.0,0.0,0.0,0.0,0.12,0.0,0.65,0.0,1.63,2.68,0.0
hsa-miR-192-3p,0.79,0.0,1.23,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-192-5p,622.08,361.96,751.62,400.76,517.21,715.73,548.51,331.35,237.59,328.0,211.7,247.49,203.36
hsa-miR-193a-3p,2.18,0.78,1.54,2.09,0.46,0.28,0.71,1.64,0.22,0.53,0.2,0.24,1.58
hsa-miR-193a-5p,103.42,73.48,61.25,50.36,91.88,65.01,82.23,176.94,38.7,86.97,23.95,72.1,87.58
hsa-miR-193b-3p,11.47,6.2,11.67,12.76,6.17,13.85,9.51,14.08,3.13,10.56,1.33,2.92,11.24
hsa-miR-193b-5p,0.79,12.8,12.13,5.11,7.54,4.38,4.87,22.53,3.68,6.16,1.33,14.62,22.09
hsa-miR-194-3p,1.78,0.58,0.77,0.23,0.69,1.84,1.31,0.7,0.22,0.7,0.31,0.97,0.39
hsa-miR-194-5p,479.71,257.46,519.04,255.96,289.57,565.91,272.36,169.43,175.54,264.97,173.37,315.94,134.92
hsa-miR-195-3p,6.92,4.65,2.0,2.55,2.74,2.97,4.28,2.58,2.27,1.23,0.92,2.44,1.18
hsa-miR-195-5p,34.41,21.52,17.65,19.03,16.91,12.58,17.35,15.02,14.59,15.85,9.17,11.94,15.39
hsa-miR-196a-5p,2.77,0.78,1.38,0.46,6.4,0.28,1.19,0.47,2.05,0.7,0.2,3.9,4.14
hsa-miR-196b-3p,0.4,1.55,0.61,0.23,0.91,0.99,1.43,0.47,0.43,0.0,1.12,1.22,0.0
hsa-miR-196b-5p,48.25,31.6,42.83,29.7,19.43,24.45,38.14,31.68,35.78,26.59,31.39,25.33,7.69
hsa-miR-197-3p,112.12,115.94,50.66,42.0,26.51,118.58,71.65,34.26,124.74,74.83,141.57,105.96,62.33
hsa-miR-197-5p,2.77,0.39,0.31,1.86,2.06,1.13,0.83,3.75,0.76,0.88,1.12,0.73,0.79
hsa-miR-1976,1.38,0.0,0.61,0.0,0.46,0.0,1.43,0.23,0.22,1.76,0.31,0.49,0.0
hsa-miR-198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0
hsa-miR-199a-3p,6715.39,2493.2,1530.26,3341.15,1813.78,7546.63,6513.6,1355.67,8529.72,5797.21,11147.56,5353.0,1272.24
hsa-miR-199a-5p,4507.25,7240.94,2918.81,3233.71,1791.61,6917.4,6081.66,3080.7,6757.02,3815.8,11510.81,5143.75,2526.93
hsa-miR-199b-3p,276.64,6758.97,3236.29,1727.66,337.11,704.84,151.15,2434.9,565.21,237.33,3942.43,1154.15,2132.24
hsa-miR-199b-5p,223.25,120.98,142.16,347.39,163.19,57.67,82.23,42.47,69.94,93.31,78.28,88.67,79.1
hsa-miR-19a-3p,656.29,243.89,361.53,154.78,222.61,231.37,291.25,233.26,175.32,151.41,320.65,361.01,89.75
hsa-miR-19a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.1,0.0,0.0
hsa-miR-19b-1-5p,0.0,3.3,0.77,0.46,0.0,1.55,1.43,1.17,1.08,0.35,2.65,2.44,0.59
hsa-miR-19b-2-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0
hsa-miR-19b-3p,2466.78,961.02,1733.05,783.89,1191.21,975.22,1399.33,1119.36,852.09,723.97,1269.87,1454.26,421.12
hsa-miR-200a-3p,18.39,17.64,21.34,6.5,15.08,25.58,19.49,12.91,15.89,20.42,24.36,18.76,9.27
hsa-miR-200a-5p,0.0,0.39,0.15,0.0,1.83,0.0,0.0,0.94,0.65,0.0,0.1,0.73,0.39
hsa-miR-200b-3p,31.24,23.26,37.15,19.72,19.66,29.68,24.48,18.3,32.54,28.7,36.18,27.77,13.81
hsa-miR-200b-5p,0.0,0.0,0.15,0.0,0.0,1.55,1.07,0.0,0.65,0.35,0.0,0.0,0.0
hsa-miR-200c-3p,69.21,88.02,59.87,38.99,52.34,75.05,48.6,51.63,100.42,55.81,93.06,72.35,55.62
hsa-miR-202-3p,0.0,0.0,0.46,1.39,1.37,0.0,0.24,1.88,0.0,0.0,0.0,1.46,0.0
hsa-miR-202-5p,0.0,0.0,0.15,0.0,0.46,0.42,0.0,0.0,0.22,1.23,0.0,0.73,0.59
hsa-miR-203a-3p,4.75,4.85,6.29,40.84,2.06,3.11,0.83,20.42,0.54,17.61,10.91,3.17,2.56
hsa-miR-203b-3p,0.59,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-204-3p,1.58,1.94,2.76,0.46,1.14,0.71,2.38,3.05,0.86,1.58,1.94,3.17,2.17
hsa-miR-204-5p,9.89,12.02,35.0,25.06,11.66,19.36,12.6,8.45,12.21,16.73,10.29,26.06,13.61
hsa-miR-205-5p,0.4,2.91,6.91,2.32,11.88,4.52,3.21,2.58,2.7,4.05,2.14,4.87,5.13
hsa-miR-206,0.59,0.0,0.61,1.16,0.0,0.0,1.07,0.7,0.22,2.29,0.2,0.0,0.59
hsa-miR-208a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.39
hsa-miR-208a-5p,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-20a-3p,11.07,6.79,5.22,6.73,5.03,12.01,7.49,8.45,6.59,4.23,15.9,6.58,3.75
hsa-miR-20a-5p,4099.11,2300.88,2946.6,1628.11,1148.24,1855.88,1580.66,1337.37,2472.81,1668.54,3274.93,3228.85,1002.21
hsa-miR-20b-3p,1.38,0.58,1.69,2.55,0.46,0.71,2.26,0.47,1.19,0.7,1.43,0.0,0.0
hsa-miR-20b-5p,431.46,155.49,317.32,128.56,106.5,78.72,102.55,74.15,100.74,115.5,95.1,209.98,67.66
hsa-miR-21-3p,185.28,178.36,122.66,103.73,64.22,233.63,182.88,141.5,166.79,116.91,341.24,193.9,81.86
hsa-miR-21-5p,61842.04,48810.25,41402.71,28018.96,19378.15,47332.4,34033.41,24432.32,52752.15,32196.88,92466.69,60835.12,17182.59
hsa-miR-210-3p,136.44,59.91,102.4,88.41,40.45,63.04,122.04,176.23,28.1,57.75,119.05,108.89,27.02
hsa-miR-210-5p,0.0,0.19,0.92,0.23,0.0,0.85,0.48,0.94,0.0,0.0,0.92,0.24,0.0
hsa-miR-211-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.31,0.0,0.0
hsa-miR-2110,155.42,85.3,122.97,85.63,82.96,94.13,146.28,185.62,71.34,81.69,94.99,100.85,54.83
hsa-miR-2113,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2114-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
hsa-miR-2114-5p,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.11,0.0,0.1,0.0,0.0
hsa-miR-2115-3p,3.95,0.0,1.23,1.39,3.2,0.28,0.95,0.7,0.11,0.7,0.0,2.44,0.79
hsa-miR-2115-5p,0.4,0.78,0.15,0.0,0.23,0.0,0.12,0.0,0.54,0.0,0.0,1.22,0.0
hsa-miR-2116-3p,1.19,0.78,1.23,1.86,1.14,1.13,0.48,0.7,0.65,1.76,1.02,2.68,0.59
hsa-miR-2116-5p,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-212-3p,0.0,0.0,0.46,0.46,0.0,0.0,0.36,0.23,0.22,0.0,0.92,0.49,0.79
hsa-miR-212-5p,1.78,1.55,1.38,0.93,2.29,0.0,0.24,2.35,1.95,1.23,0.71,1.22,1.18
hsa-miR-214-3p,4.94,1.55,0.61,5.8,2.29,0.57,3.21,2.82,0.32,1.41,1.63,0.97,1.78
hsa-miR-214-5p,1.58,0.97,0.0,1.62,0.0,0.0,0.71,1.88,0.32,2.11,0.1,0.0,0.2
hsa-miR-215-3p,0.0,0.0,0.15,0.0,0.0,1.13,0.0,0.0,0.0,0.0,0.1,0.49,0.0
hsa-miR-215-5p,3.16,3.3,4.91,2.32,5.94,6.5,6.06,4.93,4.11,8.27,2.75,0.73,1.78
hsa-miR-216a-5p,0.0,0.0,0.15,0.0,2.29,0.85,0.0,0.0,0.0,0.53,0.1,0.0,0.0
hsa-miR-216b-5p,0.0,0.39,0.0,0.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-217-5p,0.2,0.0,1.07,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.1,0.24,0.0
hsa-miR-218-1-3p,0.79,0.0,0.61,0.23,0.46,0.0,0.24,0.47,0.0,0.53,0.1,0.0,0.2
hsa-miR-218-5p,1.58,0.78,3.68,3.94,3.89,0.71,0.59,0.23,0.97,2.99,0.51,3.9,1.78
hsa-miR-219a-1-3p,0.2,0.58,0.15,0.0,0.0,0.42,0.95,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-219a-2-3p,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0
hsa-miR-219a-5p,1.78,1.74,1.54,0.0,3.2,0.71,2.73,1.88,2.92,0.35,3.98,3.65,0.2
hsa-miR-219b-3p,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0
hsa-miR-219b-5p,0.2,0.0,1.07,0.0,0.0,0.0,0.12,0.47,0.32,0.88,0.0,1.22,0.0
hsa-miR-22-3p,7225.55,4776.24,5802.01,3887.41,4718.66,6146.27,9584.38,7714.9,4519.42,3415.96,8688.12,4949.85,2060.05
hsa-miR-22-5p,97.48,100.04,70.77,66.37,37.25,90.6,116.57,95.04,97.61,66.38,168.28,77.71,40.44
hsa-miR-221-3p,6248.92,9600.75,4113.64,3879.29,2622.17,10921.59,9498.46,9971.22,8993.87,6066.76,19971.85,10457.52,3635.66
hsa-miR-221-5p,95.11,129.31,52.5,52.91,41.14,132.15,115.03,78.85,122.68,51.41,165.42,138.61,44.97
hsa-miR-222-3p,2001.11,2948.6,1239.34,886.69,984.37,2670.4,1694.62,1365.06,2396.07,1586.85,4685.36,2927.77,1003.2
hsa-miR-222-5p,2.57,1.94,0.92,3.02,2.29,2.12,3.8,2.11,0.54,2.29,1.02,2.19,2.37
hsa-miR-223-3p,13651.85,10657.16,8646.99,5876.83,6689.69,9959.38,10342.15,6447.47,12259.86,7964.18,17223.36,11737.86,4965.89
hsa-miR-223-5p,246.98,177.78,138.32,73.1,107.42,159.71,154.72,99.73,172.08,108.81,234.12,223.13,86.99
hsa-miR-224-3p,2.37,1.16,1.69,0.7,0.91,1.13,2.85,3.75,1.41,0.7,2.14,0.97,0.39
hsa-miR-224-5p,231.55,182.82,101.78,138.31,39.31,119.15,204.03,128.6,145.71,146.84,271.12,492.31,103.75
hsa-miR-2276-3p,0.4,0.58,0.61,0.0,0.0,0.14,1.31,0.23,0.43,0.0,0.1,0.0,0.0
hsa-miR-2277-3p,1.38,1.94,0.77,0.46,1.6,0.57,1.9,0.0,0.32,0.53,1.73,0.97,0.2
hsa-miR-2277-5p,2.18,3.49,2.0,3.71,2.29,9.05,3.45,3.99,3.13,2.11,8.46,3.9,1.58
hsa-miR-2278,0.0,0.58,0.31,0.0,0.0,0.0,1.9,0.7,0.22,0.7,0.61,0.0,0.0
hsa-miR-2355-3p,12.06,19.58,4.76,8.59,3.43,15.97,15.21,14.78,14.92,8.45,24.16,20.46,8.09
hsa-miR-2355-5p,24.72,31.21,13.05,22.28,6.86,32.79,35.05,20.89,26.48,11.09,44.95,20.46,6.51
hsa-miR-23a-3p,3881.8,4423.0,2573.4,2042.56,1663.85,4332.37,3206.71,2434.43,4078.94,2793.05,5079.6,4224.66,1834.99
hsa-miR-23a-5p,19.58,15.32,13.2,13.0,16.0,29.96,28.88,40.6,17.51,24.3,35.78,22.17,13.41
hsa-miR-23b-3p,507.99,655.09,398.07,368.51,264.89,655.94,435.27,317.97,726.7,504.42,733.24,528.11,220.92
hsa-miR-23b-5p,11.86,16.09,9.83,4.87,7.09,21.2,14.62,15.25,13.08,10.74,22.22,8.28,8.09
hsa-miR-23c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0
hsa-miR-24-1-5p,3.76,0.97,4.45,1.86,1.37,2.83,0.71,3.75,2.7,2.46,4.79,4.14,1.97
hsa-miR-24-2-5p,74.75,61.46,57.72,38.29,41.37,74.91,79.97,56.79,61.29,46.83,94.69,62.6,34.91
hsa-miR-24-3p,1991.62,1926.51,1232.74,1377.49,438.82,1834.12,2498.02,275.26,2025.96,558.12,682.18,351.75,815.62
hsa-miR-2467-3p,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0
hsa-miR-2467-5p,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.97,0.0
hsa-miR-25-3p,16710.26,8988.89,15998.9,11044.5,14235.3,7265.37,10674.99,7347.88,6394.91,7938.65,5616.64,8076.63,4019.5
hsa-miR-25-5p,16.02,14.54,9.67,14.85,12.11,11.31,22.1,24.17,11.78,12.32,17.02,13.4,4.34
hsa-miR-2681-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-26a-1-3p,3.36,2.71,0.31,2.55,0.69,4.38,4.28,1.17,4.65,1.06,9.48,3.17,2.56
hsa-miR-26a-2-3p,4.55,4.27,4.3,6.5,3.89,2.26,2.38,1.88,5.19,4.23,5.2,1.95,1.97
hsa-miR-26a-5p,31336.17,33551.73,21495.73,18577.98,16448.35,29684.78,26221.48,12723.39,36812.75,20333.8,42354.52,26514.56,13491.11
hsa-miR-26b-3p,20.17,31.6,20.57,17.17,11.66,30.81,28.52,9.86,32.54,18.13,46.27,28.5,15.78
hsa-miR-26b-5p,6924.6,7228.53,6405.79,4329.25,4046.72,6214.54,4771.1,2083.84,7902.25,4883.62,8981.46,6067.95,3045.1
hsa-miR-27a-3p,2910.71,1921.27,2352.49,1556.63,1321.25,1829.17,1806.44,1017.98,1456.53,1660.8,2797.21,1115.66,1159.02
hsa-miR-27a-5p,38.76,24.43,45.9,21.35,28.11,16.96,26.74,26.75,12.86,32.04,11.93,29.72,13.02
hsa-miR-27b-3p,4555.1,5368.52,3874.0,3161.31,2768.21,5475.49,4545.2,2548.95,5964.28,3406.63,8021.13,3658.06,1944.07
hsa-miR-27b-5p,13.64,15.7,12.28,6.96,14.17,25.02,16.28,15.25,21.73,11.97,21.3,18.03,6.71
hsa-miR-28-3p,547.34,496.12,299.97,297.5,197.7,727.31,591.89,420.05,624.45,220.61,1109.85,603.38,260.37
hsa-miR-28-5p,361.47,344.51,268.35,282.88,105.82,507.68,458.32,406.21,451.93,307.58,896.12,364.91,159.97
hsa-miR-296-3p,0.99,2.52,1.54,2.09,1.6,2.97,4.52,2.11,1.84,1.58,2.75,1.22,0.59
hsa-miR-296-5p,16.21,16.48,22.11,8.82,13.26,8.76,18.18,15.72,10.27,11.97,11.01,11.45,6.9
hsa-miR-299-3p,4.75,0.39,3.84,6.5,5.49,15.41,22.34,19.01,5.4,4.05,68.8,7.31,6.31
hsa-miR-299-5p,0.79,4.27,2.46,1.86,0.23,3.53,2.14,2.58,2.05,1.58,15.08,4.14,2.56
hsa-miR-29a-3p,2684.3,2252.99,2088.9,1647.14,1727.62,1402.33,1877.26,956.03,1851.72,1305.33,1301.67,1456.7,1087.62
hsa-miR-29a-5p,2.18,1.74,1.38,1.62,1.6,2.69,1.66,1.64,1.62,0.7,2.34,1.71,0.2
hsa-miR-29b-1-5p,1.19,0.78,1.69,1.62,2.06,0.57,1.43,3.52,1.51,4.05,0.2,1.22,1.38
hsa-miR-29b-2-5p,29.27,21.91,19.8,13.46,9.37,27.84,27.21,34.73,24.32,18.13,37.3,27.77,11.24
hsa-miR-29b-3p,117.65,92.09,103.32,75.42,58.97,53.0,62.15,22.06,56.42,50.71,56.06,47.01,55.23
hsa-miR-29c-3p,276.83,168.67,238.1,175.67,128.22,121.83,176.82,140.1,103.44,105.99,185.4,131.05,81.07
hsa-miR-29c-5p,10.48,8.92,10.29,8.59,7.31,9.05,13.67,8.45,12.0,10.21,16.31,8.28,3.55
hsa-miR-301a-3p,36.98,20.94,20.42,11.83,8.0,26.71,25.07,15.25,28.86,13.38,46.58,34.1,14.6
hsa-miR-301a-5p,5.93,6.4,6.29,2.55,3.89,10.03,13.07,7.04,10.27,12.15,19.06,8.04,5.13
hsa-miR-301b-3p,2.97,1.74,0.0,0.46,0.0,0.99,1.07,2.82,3.35,1.58,2.75,4.38,0.2
hsa-miR-301b-5p,0.0,0.0,0.0,0.0,0.0,0.42,1.07,0.0,0.65,0.0,0.2,0.24,0.0
hsa-miR-3064-3p,1.38,0.78,0.0,0.23,0.0,0.0,0.36,0.0,0.65,0.88,0.51,0.0,0.0
hsa-miR-3064-5p,0.0,1.74,1.54,0.0,0.91,4.1,1.43,3.52,2.59,1.76,3.57,0.73,0.0
hsa-miR-3065-3p,1.58,0.39,1.07,0.46,0.0,0.42,0.24,0.94,0.0,0.0,0.1,0.73,0.39
hsa-miR-3065-5p,0.99,2.33,1.38,1.16,2.51,5.09,3.45,3.05,4.97,1.94,4.89,3.41,0.0
hsa-miR-3074-3p,0.2,0.0,0.15,0.0,0.0,1.13,0.0,0.0,0.22,0.0,0.0,0.49,0.0
hsa-miR-3074-5p,0.2,0.0,3.38,0.0,0.23,2.69,2.73,0.23,1.95,1.58,0.61,0.0,0.59
hsa-miR-3085-3p,0.0,0.0,0.46,0.23,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-30a-3p,158.19,88.41,117.29,74.72,89.59,81.83,88.29,69.46,54.48,88.74,47.19,67.23,88.17
hsa-miR-30a-5p,5419.41,2696.18,3143.87,2098.72,2997.22,2652.87,2451.91,1983.64,1580.19,2801.15,1047.48,2379.68,2479.2
hsa-miR-30b-3p,12.06,11.83,5.37,8.59,1.83,22.05,16.64,9.62,14.92,10.04,21.4,12.91,2.76
hsa-miR-30b-5p,1101.2,1109.92,820.55,692.69,635.37,893.67,960.97,478.95,1140.04,750.03,1290.56,878.89,561.96
hsa-miR-30c-1-3p,16.02,9.69,10.75,13.92,5.26,14.98,12.71,16.43,12.75,8.45,19.47,13.15,8.88
hsa-miR-30c-2-3p,14.04,9.89,8.14,7.66,9.6,13.43,9.86,12.44,4.86,8.63,2.96,7.55,7.89
hsa-miR-30c-5p,5574.04,4398.77,3694.53,2647.53,2915.17,4134.08,3723.14,2631.32,5014.8,3413.85,4144.14,4847.78,2329.88
hsa-miR-30d-3p,17.4,24.82,16.12,15.32,12.57,32.65,32.8,25.81,26.37,19.72,54.43,21.19,12.43
hsa-miR-30d-5p,13087.11,12294.22,9471.99,7743.72,8863.43,13474.54,11854.72,6818.24,13641.91,9548.22,14403.12,12985.31,7199.52
hsa-miR-30e-3p,303.13,262.89,227.05,184.95,156.33,257.8,210.68,119.45,284.82,207.05,336.86,218.02,131.17
hsa-miR-30e-5p,13339.82,10376.82,10118.6,6230.25,10504.89,9617.06,9853.52,5109.63,10965.35,6983.69,11414.39,11447.74,5002.98
hsa-miR-31-3p,0.0,0.19,0.0,0.23,0.0,0.0,0.36,0.0,0.0,0.18,0.31,0.0,0.0
hsa-miR-31-5p,8.31,8.53,9.67,11.14,13.26,3.39,9.15,4.69,4.86,2.82,4.99,5.6,6.31
hsa-miR-3115,0.4,0.0,0.0,0.46,0.0,0.0,1.31,0.0,0.22,0.0,0.61,0.0,0.39
hsa-miR-3117-3p,0.4,0.0,0.61,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.49,0.0
hsa-miR-3120-3p,11.47,18.42,3.38,5.8,1.37,10.74,7.01,7.27,14.92,5.63,24.05,2.92,0.79
hsa-miR-3120-5p,0.2,0.97,1.38,0.0,0.0,0.42,0.71,0.0,1.19,0.7,1.94,1.46,0.39
hsa-miR-3121-3p,0.0,0.0,0.15,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
hsa-miR-3122,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0
hsa-miR-3124-5p,0.79,0.97,0.0,0.46,0.69,1.55,2.02,3.29,0.43,0.88,1.53,2.19,0.99
hsa-miR-3126-3p,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
