miRNA,SRR29397945,SRR29397946,SRR29397947,SRR29397948,SRR29397949,SRR29397950,SRR29397951,SRR29397952,SRR29397953,SRR29397954,SRR29397955,SRR29397956,SRR29397957,SRR29397958,SRR29397959,SRR29397960,SRR29397961,SRR29397962,SRR29397963,SRR29397964,SRR29397965,SRR29397966,SRR29397967,SRR29397968,SRR29397969,SRR29397970,SRR29397971,SRR29397972,SRR29397973,SRR29397974,SRR29397975,SRR29397976,SRR29397977,SRR29397978,SRR29397979,SRR29397980,SRR29397981,SRR29397982,SRR29397983,SRR29397984,SRR29397985,SRR29397986,SRR29397987,SRR29397988,SRR29397989,SRR29397990,SRR29397991,SRR29397992,SRR29397993,SRR29397994,SRR29397995,SRR29397996,SRR29397997,SRR29397998,SRR29397999,SRR29398000,SRR29398001,SRR29398002,SRR29398003,SRR29398004,SRR29398005,SRR29398006,SRR29398007,SRR29398008,SRR29398009,SRR29398010,SRR29398011,SRR29398012,SRR29398013,SRR29398014,SRR29398015,SRR29398016,SRR29398017,SRR29398018,SRR29398019,SRR29398020,SRR29398021,SRR29398022,SRR29398023,SRR29398024,SRR29398025,SRR29398026,SRR29398027,SRR29398028,SRR29398029,SRR29398030,SRR29398031,SRR29398032,SRR29398033,SRR29398034,SRR29398035,SRR29398036,SRR29398037,SRR29398038,SRR29398039,SRR29398040,SRR29398041,SRR29398042,SRR29398043,SRR29398044
hsa-let-7a-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7a-3p,15.52,24.87,13.38,2.52,7.08,15.43,0.0,15.18,23.47,0.0,20.32,0.0,8.91,21.18,16.36,24.43,0.0,2.43,27.78,1.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.34,0.0,0.0,2.92,26.39,7.57,9.76,11.57,12.66,14.92,16.72,12.25,13.13,16.74,4.61,10.23,5.11,12.53,12.39,10.82,4.85,21.02,0.0,10.13,5.96,1.51,16.42,2.37,15.24,5.55,0.0,1.03,2.17,0.0,1.27,19.93,17.62,0.0,7.38,5.76,3.36,5.73,6.94,2.99,5.94,19.24,14.01,22.37,23.41,15.98,13.78,0.0,25.93,14.05,18.47,7.78,23.67,11.98,17.62,2.48,8.53,1.29,14.31,8.42,3.82,5.86,13.45,0.0,4.63,1.69,12.17
hsa-let-7a-5p,414.5,486.18,162.45,143.08,48.18,734.92,2.52,443.36,1229.8,0.0,963.61,1067.67,173.66,565.23,264.11,527.02,136.62,841.08,612.52,578.36,566.68,632.04,559.37,492.64,5349.42,386.6,2285.98,2563.07,2044.91,900.89,1133.74,94.61,174.92,1118.55,525.97,302.92,427.1,733.86,958.6,571.54,816.9,1004.23,368.43,179.87,534.23,616.75,531.37,671.94,689.76,322.46,555.73,131.83,625.21,651.06,502.83,1137.8,1087.5,352.68,1356.76,0.0,158.72,156.54,103.62,49.41,353.15,454.94,153.02,99.61,540.87,63.81,422.32,103.65,117.65,216.19,1079.44,458.05,548.59,567.41,1264.93,634.66,0.0,675.39,1160.3,1094.51,196.67,815.34,317.97,210.7,134.04,184.89,88.9,182.41,185.57,420.61,315.58,740.9,248.33,725.8,99.88,785.57
hsa-let-7b-3p,18.24,20.06,13.38,4.21,1.42,26.9,0.0,25.12,51.33,0.0,18.63,0.0,0.0,14.44,14.02,20.94,0.0,3.64,11.71,7.37,3.24,6.02,0.0,0.0,3.75,0.0,3.04,9.45,0.0,4.68,0.0,0.0,0.0,2.36,2.84,6.01,2.12,4.57,13.07,8.68,4.92,5.9,15.03,13.26,8.72,9.47,14.5,6.79,4.22,7.27,3.66,0.0,1.88,0.95,0.0,3.73,1.58,3.11,1.85,0.0,3.09,0.0,0.0,0.0,19.8,22.5,4.64,1.84,8.19,2.24,7.37,3.9,1.79,2.97,14.96,19.36,11.08,12.86,18.28,7.43,0.0,15.88,22.61,28.84,1.41,13.02,5.13,5.87,0.62,7.4,0.0,7.15,1.6,0.0,3.96,3.5,0.0,4.63,0.0,0.58
hsa-let-7b-5p,2738.49,1032.54,495.01,621.15,408.08,2126.15,128.76,1979.1,1416.07,46.45,1370.05,1837.02,779.22,1214.23,1142.93,910.95,493.36,2472.27,1501.85,1613.52,1120.4,4132.32,3194.88,2390.6,14873.41,1861.2,8035.92,5352.85,7387.71,3360.21,3783.91,2317.88,2220.76,4143.91,2929.04,4629.07,2311.79,2970.42,2225.66,1579.07,2159.28,3137.39,1472.18,699.87,2096.77,1450.26,1487.3,2684.13,1985.87,1292.25,1676.79,643.43,1696.61,1235.08,1455.63,3055.78,2551.99,1244.94,3696.64,41.6,767.84,893.59,681.25,553.67,1069.43,918.63,783.64,618.9,2617.04,198.52,1396.28,581.15,1165.19,1156.16,3477.54,2059.17,1681.52,1281.03,2229.83,2342.03,0.0,1677.14,2214.89,1444.67,993.98,2443.65,1616.2,1249.53,992.88,921.59,306.64,1065.85,1466.9,2574.49,2154.25,3008.22,1994.36,2319.69,1199.44,5062.78
hsa-let-7c-3p,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.07,0.13,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.51,0.05,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.57,0.0,0.0,0.0,1.64,0.0,0.1,0.0,0.0,0.0,0.0
hsa-let-7c-5p,5.05,8.83,0.0,10.1,1.42,16.35,0.0,8.56,29.33,0.0,23.71,0.0,0.0,4.81,9.35,11.63,3.8,13.35,17.74,17.5,97.14,15.05,25.1,4.27,85.47,0.0,60.88,25.19,48.08,11.7,25.04,0.0,0.73,26.39,5.09,4.88,13.4,18.73,20.5,9.2,7.33,15.39,3.42,5.76,5.87,12.09,5.27,17.02,7.13,4.85,15.54,7.87,7.13,7.87,0.0,14.19,15.81,11.51,12.02,0.0,0.0,0.0,0.0,0.0,7.21,11.22,9.27,0.0,5.76,0.0,4.91,2.39,3.58,17.32,34.2,9.17,4.9,6.63,42.29,17.24,0.0,13.61,9.17,13.16,7.78,13.19,1.37,0.73,4.96,19.34,1.29,7.15,5.61,19.67,10.17,19.42,8.91,20.21,0.42,4.06
hsa-let-7d-3p,144.38,110.72,99.38,53.87,46.76,252.14,15.15,208.98,402.6,0.0,311.61,78.51,53.43,108.81,63.11,230.35,3.8,29.13,242.67,77.36,22.67,3.01,0.0,8.54,56.23,13.17,70.01,110.21,70.71,88.92,7.15,0.0,34.26,70.2,70.66,83.71,90.43,100.08,171.13,248.6,184.86,177.37,184.72,76.67,174.02,288.06,173.39,142.34,216.99,53.34,154.47,98.38,132.47,151.73,61.91,99.3,59.28,90.81,89.71,0.0,15.46,9.78,7.15,2.53,140.57,185.13,46.37,57.19,72.16,92.54,90.03,56.6,57.93,67.78,200.37,157.18,149.34,200.06,178.69,136.67,0.0,149.73,143.59,339.28,97.63,226.47,79.41,116.0,32.27,113.78,41.23,64.38,66.13,71.01,109.27,113.46,42.18,132.19,81.76,45.19
hsa-let-7d-5p,372.97,234.27,101.29,85.01,66.6,242.64,2.52,148.8,560.27,0.0,277.74,266.92,84.6,234.95,114.53,200.11,11.39,151.71,199.15,653.88,16.19,42.14,60.96,112.48,852.46,59.85,252.64,425.08,183.84,126.36,92.99,0.0,69.97,342.38,324.53,198.95,250.34,313.26,396.12,357.83,445.37,702.91,303.35,434.68,334.65,441.37,315.79,586.95,239.16,58.19,208.86,33.45,212.03,234.28,126.84,337.46,304.28,192.51,343.12,0.0,29.89,33.7,54.79,10.14,161.52,206.96,20.87,73.79,199.19,11.94,184.15,88.47,114.67,190.47,460.8,279.97,295.93,351.78,611.22,539.88,0.0,220.38,362.33,303.1,155.64,358.17,180.38,201.16,55.23,98.99,68.28,160.95,129.86,193.37,274.39,320.32,41.59,147.77,110.84,141.36
hsa-let-7e-3p,0.39,0.0,1.91,0.0,0.0,0.26,0.0,1.38,0.0,0.0,0.0,0.0,0.0,0.96,2.34,0.0,0.0,0.0,0.0,0.0,3.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.07,0.11,1.21,0.3,0.09,0.32,0.58,0.0,0.25,0.0,1.38,0.0,0.0,0.91,0.0,0.0,1.67,0.0,2.99,1.58,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.05,2.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.13,2.04,0.15,0.2,1.11,0.33,0.0,0.0,0.0,2.53,0.0,0.34,0.0,0.0,0.0,0.57,0.0,0.0,0.4,0.0,0.34,0.15,0.0,0.42,0.0,0.0
hsa-let-7e-5p,9.31,19.25,5.73,5.05,5.67,9.76,0.0,8.56,29.33,0.0,22.02,0.0,4.45,8.67,16.36,25.59,0.0,10.92,16.07,13.81,9.71,0.0,35.86,8.54,35.99,5.98,54.79,53.53,31.11,7.02,21.46,0.0,0.0,18.53,2.96,15.77,3.39,3.9,11.55,5.03,5.32,2.82,1.02,20.75,0.6,18.32,5.27,8.07,11.09,7.27,9.6,5.9,22.14,21.71,3.02,35.84,37.15,14.62,17.57,0.0,0.0,8.7,0.0,0.0,2.48,1.81,0.0,6.46,1.82,0.0,4.91,2.17,6.57,2.47,28.18,31.08,2.04,7.44,20.04,7.13,0.0,9.07,29.94,50.85,4.95,12.17,2.74,1.47,3.72,8.53,3.87,0.0,6.41,20.76,15.51,7.19,0.0,11.79,6.74,2.9
hsa-let-7f-1-3p,6.21,4.01,5.73,2.52,4.25,5.8,0.0,3.04,5.87,0.0,5.08,15.7,4.45,8.67,4.67,8.14,0.0,1.21,4.69,4.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.44,2.84,0.75,4.16,5.84,14.43,7.75,8.42,8.9,9.04,0.0,9.02,11.22,12.53,6.89,3.43,0.0,8.23,0.0,3.38,1.91,1.51,0.0,2.37,5.6,0.0,0.0,0.0,0.0,0.0,0.0,5.94,5.35,0.0,1.84,1.21,0.75,7.37,2.17,0.0,0.99,7.44,5.6,10.51,7.54,10.8,7.76,0.0,13.61,5.5,8.86,3.54,8.79,4.79,2.2,0.0,2.28,3.87,10.73,4.41,3.28,2.07,6.99,0.0,0.84,0.0,0.0
hsa-let-7f-2-3p,3.1,0.8,0.0,8.42,4.25,1.05,0.0,0.83,3.67,0.0,8.47,0.0,4.45,0.0,7.01,5.82,0.0,4.85,6.36,5.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.15,0.0,2.34,0.0,0.0,0.0,2.98,1.89,1.5,3.67,2.32,2.22,8.79,4.89,3.19,6.85,0.0,8.12,8.97,4.61,3.15,5.02,0.0,5.94,1.97,4.5,4.53,1.51,3.73,5.53,7.15,3.7,0.0,3.09,0.0,0.0,0.0,5.21,3.15,0.0,0.0,0.3,2.99,0.0,2.6,8.96,5.44,5.56,4.84,5.9,6.03,6.28,3.67,0.0,0.97,5.5,2.02,2.12,5.83,5.13,10.28,8.69,4.55,3.87,0.0,9.62,4.37,5.0,4.18,2.38,4.63,1.26,1.74
hsa-let-7f-5p,252.27,348.99,66.89,37.03,53.84,375.04,5.05,144.38,735.54,0.0,672.32,549.54,111.32,311.98,60.77,296.67,18.98,288.86,411.03,240.37,207.24,258.83,319.13,156.62,1981.57,128.07,919.26,1199.67,919.22,365.04,432.75,236.52,59.04,642.04,214.34,145.64,224.38,355.66,525.43,238.47,543.77,721.07,162.37,62.84,216.73,377.18,295.35,277.1,313.07,123.65,286.55,78.71,374.15,265.77,262.74,500.96,506.61,210.55,627.05,13.87,47.41,70.66,30.97,0.0,161.16,247.37,23.18,51.65,287.11,38.43,211.16,41.2,80.63,82.12,670.34,219.6,420.25,424.03,941.17,463.53,0.0,467.01,656.83,609.24,95.51,495.12,131.43,103.52,57.09,73.95,36.07,50.07,74.15,132.19,151.5,462.18,77.83,330.48,48.47,381.2
hsa-let-7g-3p,1.94,2.41,3.82,5.05,0.0,3.82,0.0,5.8,5.87,0.0,3.39,0.0,0.0,2.89,0.0,1.16,0.0,0.0,5.69,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.73,0.0,0.0,2.36,2.84,0.0,1.41,2.02,2.33,3.99,2.91,1.89,1.71,0.0,2.41,1.25,7.91,1.48,4.22,7.27,1.37,1.97,7.13,1.43,4.53,0.75,0.79,3.11,1.85,0.0,0.0,0.0,0.0,0.0,2.54,2.39,0.0,0.0,0.61,1.87,4.09,4.12,1.19,4.95,2.93,5.86,1.86,3.82,4.8,1.62,0.0,2.59,4.28,1.52,5.66,1.61,0.34,3.67,4.96,1.14,0.0,0.0,2.0,0.0,2.93,2.86,0.0,5.05,1.26,1.74
hsa-let-7g-5p,960.57,767.79,258.01,250.82,218.21,1045.87,2.52,474.55,1999.81,6.64,834.9,533.84,240.45,748.18,397.34,656.16,174.57,270.65,1170.82,924.18,340.01,659.12,398.01,291.88,3720.98,256.14,1263.22,1180.78,1088.92,503.1,525.74,0.0,468.64,2084.6,1175.97,648.26,961.64,1484.35,1746.17,1154.36,1516.04,2527.48,992.77,835.35,929.64,978.48,1578.94,1181.38,1015.24,169.71,1069.42,161.35,861.63,650.34,386.56,1117.64,769.0,682.96,1300.35,0.0,96.88,108.71,195.32,82.35,842.62,1326.67,224.89,297.92,1040.81,106.72,784.08,305.32,468.23,653.53,1371.73,695.48,1495.56,1151.21,1828.5,1659.37,0.0,1151.15,1109.59,1060.86,519.27,1561.36,783.8,852.35,330.75,316.87,238.35,658.11,376.75,480.7,547.91,1586.67,412.89,624.34,245.7,1172.57
hsa-let-7i-3p,3.1,7.22,21.02,9.26,5.67,3.82,0.0,4.97,7.33,0.0,3.39,15.7,8.91,5.78,11.69,9.31,0.0,3.64,10.71,10.13,3.24,0.0,0.0,0.0,0.0,0.0,3.04,9.45,0.0,11.7,3.58,0.0,0.0,5.18,6.51,7.51,5.64,7.19,4.34,7.23,5.84,3.58,6.04,2.88,5.72,6.23,3.3,6.0,6.07,2.42,11.88,7.87,7.13,5.73,10.57,10.45,7.9,7.78,10.17,0.0,0.0,0.0,1.19,0.0,8.18,3.77,0.0,2.77,3.03,8.21,9.0,6.94,13.74,10.39,8.04,4.59,4.28,4.72,2.59,2.54,0.0,11.67,6.72,3.8,0.71,5.41,6.5,14.68,4.96,6.26,2.58,7.15,15.23,12.02,10.34,4.52,6.53,7.16,2.53,3.48
hsa-let-7i-5p,1919.97,870.48,489.27,515.94,504.43,1156.77,83.32,1300.26,1353.01,46.45,799.34,863.56,520.97,643.22,579.65,615.44,37.95,754.91,1348.89,1613.52,145.72,481.55,380.09,345.99,2037.8,289.65,1101.89,727.36,794.77,732.41,443.48,141.91,911.77,1747.71,1712.35,1428.66,1313.41,1529.67,1407.82,1510.8,1628.62,1724.0,1603.47,778.85,1698.05,1200.84,1374.57,1767.55,1525.76,504.29,1809.78,303.02,1338.98,904.42,418.27,1183.34,1430.51,1686.25,1909.82,0.0,608.09,194.59,364.45,195.12,930.98,897.33,190.11,371.71,833.44,139.56,834.82,573.13,890.47,1041.88,1845.91,1585.84,2000.04,1063.89,1420.71,1483.12,0.0,760.63,925.67,954.85,1131.22,1540.65,1304.05,1380.2,751.49,701.43,552.72,1015.77,696.98,931.91,1185.96,1749.31,649.34,661.81,494.78,1581.0
hsa-miR-1-3p,22.51,70.6,22.93,35.35,31.17,15.56,10.1,35.89,13.2,13.27,62.66,0.0,17.81,33.7,14.02,52.35,64.52,65.54,46.19,37.76,71.24,57.18,68.13,41.29,91.47,64.63,94.36,75.57,96.16,37.44,67.95,0.0,21.87,23.72,7.22,49.92,11.36,8.54,54.13,16.08,17.27,4.23,11.66,18.45,17.0,46.99,29.01,31.58,35.64,60.61,58.04,37.39,28.9,13.6,57.38,64.95,48.21,32.97,14.8,13.87,27.83,5.44,15.48,25.34,16.72,3.77,39.41,37.82,30.32,47.39,23.74,15.61,37.63,26.22,46.3,31.84,10.51,29.74,61.41,17.47,0.0,17.5,43.38,46.05,49.52,76.0,26.01,129.94,50.26,49.49,76.01,17.88,61.72,35.51,29.13,14.37,26.73,56.41,19.39,34.18
hsa-miR-1-5p,0.0,0.8,3.82,0.0,0.0,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.76,0.52,0.1,0.09,0.11,0.0,0.0,0.0,0.0,0.3,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.55,0.14,0.0,0.32,1.83,0.25,1.41,0.0,0.0,0.0,0.62,0.0,1.29,0.0,0.4,0.0,0.0,0.05,0.0,0.0,0.0,0.0
hsa-miR-100-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0
hsa-miR-100-5p,73.74,58.57,51.6,17.67,21.25,47.21,22.72,83.92,120.27,0.0,37.26,0.0,62.34,52.96,74.79,65.15,0.0,2.43,62.26,56.18,0.0,3.01,0.0,1.42,9.0,13.17,3.04,18.89,0.0,30.42,14.31,0.0,20.41,20.73,21.07,14.26,6.91,28.84,84.94,55.94,74.86,87.95,64.44,133.17,31.74,106.7,103.5,77.12,44.35,7.27,42.05,7.87,31.15,22.66,21.14,31.36,31.61,38.56,52.72,0.0,18.55,0.0,7.15,6.33,32.95,10.03,2.32,13.84,8.49,12.31,44.2,16.91,25.08,24.74,88.16,35.41,29.22,71.94,144.06,45.32,0.0,44.08,45.21,85.77,48.11,86.39,29.78,143.16,7.45,75.09,24.48,64.38,40.48,39.33,33.44,31.7,11.88,24.42,26.13,17.38
hsa-miR-101-2-5p,0.0,0.8,0.0,0.0,0.0,0.13,0.0,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.59,1.42,0.0,0.0,0.0,6.3,0.0,0.0,0.0,0.0,0.0,0.16,0.36,0.0,0.0,0.37,0.22,0.4,0.23,0.28,0.11,0.0,0.15,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.29,0.0,0.0,0.0,0.0,3.27,0.0,0.0,0.0,0.98,0.0,0.31,0.6,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.51,0.68,0.0,0.0,0.57,0.0,0.0,0.8,0.0,0.86,0.29,0.0,0.0,0.0,0.0
hsa-miR-101-3p,6644.41,5079.27,2291.55,1785.17,1300.76,5746.67,65.64,3771.3,9987.31,132.72,5158.43,5872.19,2947.69,5416.36,3802.77,3592.6,98.67,1773.19,7425.92,2160.11,223.43,207.67,179.29,909.82,1318.8,128.07,733.58,1142.99,554.36,1036.61,404.14,0.0,2349.04,7726.5,4664.71,2949.66,6367.48,5541.44,6571.37,7160.2,8078.02,7886.84,8444.31,1071.71,6906.67,5858.51,9616.69,6830.48,6280.97,1297.1,8852.85,1473.79,5979.61,4033.51,1846.72,7224.71,4835.27,8745.67,3305.43,0.0,1160.52,175.02,1059.99,320.55,5066.19,5508.47,962.17,2074.39,4093.83,1841.13,3669.94,2739.86,5089.57,5039.23,11171.89,7043.67,15276.68,10635.66,13346.91,10334.47,0.0,5509.11,4663.19,4259.64,6847.47,11849.43,5181.64,8014.0,3473.86,5703.06,4792.8,5382.88,3890.1,3729.26,6904.65,6899.54,1693.16,2032.99,1916.32,4194.94
hsa-miR-101-5p,50.07,39.31,53.51,43.77,24.09,53.01,2.52,53.0,67.47,0.0,22.02,15.7,53.43,40.44,21.04,29.09,3.8,103.16,54.56,32.23,16.19,21.07,0.0,68.34,12.75,5.98,9.13,31.49,8.49,42.12,0.0,0.0,20.41,44.92,37.99,25.53,36.96,39.4,45.89,56.18,33.29,34.92,46.31,9.8,48.73,28.17,54.06,47.61,45.4,33.94,47.07,3.94,29.27,17.89,30.2,29.86,49.0,23.95,37.92,0.0,8.25,10.87,4.76,0.0,53.48,67.44,23.18,37.82,35.17,19.03,19.64,48.57,26.28,32.65,48.03,52.73,32.34,31.65,25.58,29.68,0.0,39.21,29.94,33.65,48.81,57.82,47.58,45.52,45.3,55.18,37.36,53.65,22.85,27.86,41.36,44.71,33.27,40.42,35.4,17.96
hsa-miR-10392-5p,0.0,0.0,0.0,0.0,0.0,0.0,2.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.16,0.0,0.0,0.33,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.37,0.0,0.0,0.0,0.07,0.0,0.0,0.06,0.03,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,2.42,0.0,0.0,0.0,0.0,3.02,0.0,0.0,0.0,2.77,0.0,0.0,1.09,0.0,0.0,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.97,0.0,0.42,0.0
hsa-miR-10393-3p,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.25,0.0,0.0,1.66,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10393-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10394-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.39,0.53,2.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,2.99,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.16,0.0,0.0,2.32
hsa-miR-10394-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10395-3p,0.0,2.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.07,0.0,0.16,0.64,0.26,0.02,0.7,0.58,0.0,1.5,0.0,0.39,0.0,0.0,0.91,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.1,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.23,0.25,0.1,0.5,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.42,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,4.75,1.68,0.0,0.0
