miRNA,SRR29397945,SRR29397946,SRR29397947,SRR29397948,SRR29397949,SRR29397950,SRR29397951,SRR29397952,SRR29397953,SRR29397954,SRR29397955,SRR29397956,SRR29397957,SRR29397958,SRR29397959,SRR29397960,SRR29397961,SRR29397962,SRR29397963,SRR29397964,SRR29397965,SRR29397966,SRR29397967,SRR29397968,SRR29397969,SRR29397970,SRR29397971,SRR29397972,SRR29397973,SRR29397974,SRR29397975,SRR29397976,SRR29397977,SRR29397978,SRR29397979,SRR29397980,SRR29397981,SRR29397982,SRR29397983,SRR29397984,SRR29397985,SRR29397986,SRR29397987,SRR29397988,SRR29397989,SRR29397990,SRR29397991,SRR29397992,SRR29397993,SRR29397994,SRR29397995,SRR29397996,SRR29397997,SRR29397998,SRR29397999,SRR29398000,SRR29398001,SRR29398002,SRR29398003,SRR29398004,SRR29398005,SRR29398006,SRR29398007,SRR29398008,SRR29398009,SRR29398010,SRR29398011,SRR29398012,SRR29398013,SRR29398014,SRR29398015,SRR29398016,SRR29398017,SRR29398018,SRR29398019,SRR29398020,SRR29398021,SRR29398022,SRR29398023,SRR29398024,SRR29398025,SRR29398026,SRR29398027,SRR29398028,SRR29398029,SRR29398030,SRR29398031,SRR29398032,SRR29398033,SRR29398034,SRR29398035,SRR29398036,SRR29398037,SRR29398038,SRR29398039,SRR29398040,SRR29398041,SRR29398042,SRR29398043,SRR29398044
hsa-miR-138-1-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-138-2-3p,0.0,0.0,0.0,0.0,4.25,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.93,0.0,1.16,0.0,0.0,0.0,0.0,0.0,3.01,0.0,0.0,2.25,0.0,3.04,0.0,5.66,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.28,0.15,0.11,0.35,0.0,0.04,0.16,0.0,0.0,1.0,0.0,0.0,0.53,0.0,0.0,3.94,0.0,0.72,1.51,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.32,0.0,1.21,0.37,2.46,0.0,0.0,2.47,0.6,0.51,0.05,0.0,0.0,0.02,0.0,0.0,0.0,0.51,3.54,0.0,0.0,0.0,0.62,1.14,0.0,0.0,0.0,0.0,0.17,0.0,0.59,2.95,3.79,0.0
hsa-miR-138-5p,10.48,12.03,19.11,20.2,15.59,8.04,10.1,10.77,18.33,6.64,18.63,31.4,8.91,6.74,25.71,15.12,7.59,9.71,12.05,6.91,3.24,9.03,21.51,2.85,0.0,1.2,6.09,15.74,2.83,11.7,7.15,0.0,23.32,4.08,6.39,23.65,7.12,7.64,18.12,14.87,9.08,1.69,11.02,29.98,7.07,17.7,7.25,21.64,22.44,16.97,9.6,13.77,21.77,6.92,24.16,10.45,8.69,5.6,30.52,0.0,0.0,7.61,21.44,10.14,4.48,1.53,9.27,12.91,10.61,14.93,31.1,14.75,20.9,7.42,12.48,9.17,1.88,5.63,8.03,5.69,0.0,15.88,9.78,9.87,16.98,4.4,9.93,15.42,20.48,14.79,12.88,0.0,34.07,15.84,9.82,7.28,19.01,29.47,13.06,12.17
hsa-miR-139-3p,4.66,3.21,7.64,16.83,19.84,7.78,2.52,9.66,17.6,0.0,15.24,0.0,31.17,9.63,7.01,9.31,7.59,10.92,9.04,6.45,3.24,0.0,3.59,4.27,3.0,1.2,0.0,15.74,2.83,2.34,0.0,0.0,2.19,1.41,1.89,4.88,1.69,3.15,3.2,8.27,1.35,0.85,4.23,25.37,1.8,12.59,1.32,2.95,8.18,16.97,10.05,9.84,9.38,10.26,10.57,8.96,15.81,4.98,16.65,0.0,0.0,1.09,4.76,0.0,2.54,1.58,2.32,12.91,4.55,8.96,9.0,8.89,3.58,0.49,5.64,4.84,0.36,2.01,0.55,1.34,1821.88,8.1,10.39,11.13,7.78,4.31,3.42,5.87,6.83,4.55,12.88,3.58,14.03,8.74,7.41,0.87,9.51,14.73,11.38,1.16
hsa-miR-139-5p,113.33,192.55,122.32,92.58,96.35,261.24,7.57,176.13,662.2,0.0,660.47,157.01,204.82,425.61,299.17,285.03,3.8,58.26,264.42,140.91,48.57,9.03,39.44,24.2,94.47,13.17,106.54,217.26,53.74,194.22,14.31,0.0,24.78,105.86,22.72,40.54,37.03,42.25,194.72,466.65,177.79,67.26,168.04,224.83,50.99,621.74,236.02,207.26,235.46,130.92,231.71,102.32,221.79,279.13,63.42,214.27,169.13,134.35,228.44,0.0,38.13,7.61,10.72,34.21,75.7,55.45,6.96,39.66,50.63,37.32,171.06,52.91,38.22,60.36,315.82,261.89,52.46,182.27,444.17,119.97,0.0,206.44,313.45,472.11,178.28,125.87,55.79,129.21,28.55,102.4,127.55,118.03,157.11,143.12,108.93,62.82,19.01,152.4,74.17,35.34
hsa-miR-140-3p,3509.27,2828.05,2513.25,2695.86,1711.67,3100.02,378.72,2988.39,1875.14,106.17,1679.96,1507.3,1451.58,2300.39,2119.92,2265.15,242.89,1754.98,2360.72,1352.43,446.87,349.13,469.73,1234.45,128.21,87.37,182.63,1168.18,200.81,1832.2,1266.07,283.82,1300.24,1715.05,1759.7,2327.67,2402.15,1671.77,2584.46,3060.72,2636.09,2815.59,3220.1,2172.83,3046.87,2489.07,2749.79,3067.37,2056.61,1054.65,2105.93,1243.58,1444.43,1318.82,1410.33,1972.48,2273.8,2362.37,1533.41,0.0,734.86,134.8,731.28,257.2,2422.9,2541.62,570.34,1997.83,1615.34,2228.09,2379.24,2531.9,1895.6,2684.36,2854.47,2903.17,2729.31,2497.14,2969.78,3156.79,0.0,3157.55,2656.04,2212.8,2628.2,3046.22,2471.2,4883.57,2013.07,2335.27,2518.8,3015.13,2913.37,2168.62,3008.6,2439.38,1337.3,1778.29,3217.75,669.71
hsa-miR-140-5p,100.91,121.95,131.87,196.95,131.78,110.77,55.55,127.54,175.27,0.0,110.08,94.21,48.98,135.77,144.91,161.71,11.39,134.72,208.53,119.26,38.86,27.09,39.44,78.31,35.99,15.56,18.26,69.27,19.8,46.8,57.22,0.0,110.78,130.67,84.15,161.03,122.31,162.85,152.42,243.28,150.78,127.78,213.07,46.7,74.9,146.21,78.45,159.55,200.36,133.35,166.35,112.16,136.97,126.44,144.96,179.18,113.02,169.18,189.6,0.0,31.95,30.44,64.31,43.08,168.06,135.93,13.91,101.46,109.45,117.54,156.32,185.62,107.5,138.03,223.22,202.27,121.05,106.41,127.9,167.05,0.0,136.12,85.54,120.43,106.83,104.4,149.91,154.17,215.33,170.67,150.74,236.06,259.71,167.15,263.87,132.97,114.66,194.5,231.37,75.31
hsa-miR-141-3p,4.27,19.25,5.73,12.62,8.5,8.18,0.0,4.14,13.2,0.0,27.1,0.0,8.91,8.67,7.01,13.96,0.0,0.0,18.07,5.07,0.0,0.0,0.0,1.42,0.0,1.2,0.0,12.59,0.0,9.36,0.0,0.0,13.85,6.75,3.31,13.51,5.22,3.22,16.54,14.46,11.33,4.36,12.09,7.49,10.53,13.84,7.25,16.82,11.88,2.42,7.77,21.64,17.64,8.11,13.59,5.23,7.11,4.35,8.32,0.0,0.0,0.0,0.0,7.6,6.72,4.39,0.0,0.0,4.85,8.58,8.18,3.47,11.94,0.0,14.28,15.79,7.24,22.91,17.55,7.76,0.0,5.51,13.44,14.67,19.1,30.86,14.72,63.87,7.45,29.01,11.6,3.58,13.63,6.01,9.82,8.2,0.0,6.74,14.33,8.11
hsa-miR-141-5p,0.0,0.0,5.73,2.52,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.16,3.8,3.64,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.04,3.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.07,0.04,0.0,0.0,0.0,0.87,0.0,0.1,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,1.84,0.0,1.49,2.46,0.0,0.0,0.0,0.3,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.25,0.0,0.0,1.86,4.55,0.0,0.0,0.0,1.64,0.0,0.15,1.19,0.0,0.0,0.0
hsa-miR-142-3p,2967.08,7798.21,9105.03,8684.32,7555.16,2369.72,6655.36,2763.67,4320.82,1134.73,3580.08,4992.93,4501.68,5271.93,7117.05,6867.59,998.11,1864.22,2747.65,879.51,2506.34,2350.58,1588.47,2003.32,350.13,786.37,563.12,1734.95,749.52,2545.9,1330.45,709.56,1585.95,3088.18,1040.69,3569.02,1638.51,1357.76,1190.42,2100.16,758.95,383.52,1756.43,1515.04,844.51,1086.42,1400.94,1188.66,1678.08,1803.81,2733.87,2534.38,2400.63,907.05,3542.44,3007.25,1454.22,1725.12,1593.52,0.0,466.89,934.9,1295.81,667.7,2092.47,1457.11,2128.36,6589.34,2057.68,2904.99,1924.18,3154.68,2885.8,5494.87,2876.72,1885.17,519.89,1494.35,1021.78,624.94,0.0,7801.04,6085.61,3238.5,1963.19,1192.62,2370.23,5496.59,5995.16,3602.17,5636.7,3959.37,3494.12,2460.32,3298.33,720.61,1983.07,2344.52,2725.08,1330.73
hsa-miR-142-5p,692.0,738.9,395.62,243.24,242.3,1265.96,15.15,1339.46,659.27,19.91,631.68,172.71,200.37,666.33,303.85,759.7,11.39,64.33,758.12,373.45,38.86,15.05,0.0,34.17,115.46,47.88,76.1,66.12,31.11,51.48,3.58,47.3,110.78,497.24,291.63,209.46,331.88,497.53,817.62,1359.86,1052.91,1328.69,527.32,103.77,733.07,940.58,487.2,766.77,573.61,72.73,509.57,61.0,499.11,351.89,86.07,249.36,198.37,323.75,301.5,0.0,95.85,6.52,151.26,21.54,397.11,605.64,9.27,105.15,246.48,82.09,259.45,168.06,170.81,255.28,802.55,529.38,1136.04,952.56,1512.31,971.63,0.0,1030.59,625.67,908.8,475.41,859.13,333.71,430.95,107.36,336.21,181.66,482.85,228.05,162.78,393.31,596.23,57.63,140.19,138.66,64.89
hsa-miR-143-3p,69.47,252.72,152.9,175.07,66.6,206.64,17.67,249.01,264.73,13.27,150.72,109.91,187.01,207.99,114.53,296.67,11.39,32.77,412.37,102.69,35.62,12.04,14.34,15.66,23.24,8.38,48.7,31.49,5.66,28.08,17.88,283.82,37.9,125.33,35.62,69.07,32.31,91.09,98.34,237.72,251.33,32.82,61.72,40.93,71.44,234.71,143.72,169.29,303.83,55.76,212.06,131.83,179.01,105.21,175.16,209.79,78.24,120.67,274.68,0.0,36.07,5.44,52.4,54.48,58.75,56.5,13.91,53.5,39.41,48.51,56.47,35.35,48.38,74.7,200.07,205.84,73.07,168.61,298.36,102.5,0.0,151.67,64.77,224.42,184.65,115.64,79.06,192.35,48.4,407.89,83.75,293.29,178.35,119.08,197.0,70.98,90.3,139.35,149.61,23.75
hsa-miR-143-5p,6.21,51.35,42.05,48.82,56.68,18.07,63.12,29.26,36.67,26.54,23.71,15.7,84.6,51.03,63.11,46.54,60.72,50.97,28.12,12.43,80.95,78.25,53.79,45.56,13.5,84.98,45.66,100.76,82.02,107.64,118.02,0.0,27.7,21.2,10.53,66.82,9.73,13.33,12.1,17.01,5.91,1.13,10.64,5.19,9.02,15.21,15.82,23.61,22.44,126.07,34.73,70.84,34.15,19.09,77.01,64.21,20.55,15.24,50.87,55.46,76.27,188.07,90.52,35.48,12.54,4.11,55.64,75.63,38.5,44.03,18.82,20.17,31.65,73.71,24.35,20.38,2.86,11.56,10.53,5.22,0.0,45.7,27.5,11.89,32.54,7.95,13.69,60.2,54.61,42.1,23.19,32.19,80.56,67.74,43.61,3.88,79.01,58.52,65.32,24.33
hsa-miR-144-3p,18869.81,14334.42,5102.95,9470.43,6692.24,11350.53,1706.76,4485.75,37406.01,1068.38,12040.85,30617.05,15615.61,22829.6,15348.98,10080.91,1017.08,9682.76,8429.05,5433.19,1725.94,3241.45,1742.66,15078.27,2490.65,490.73,1098.85,5211.15,1204.89,3933.51,1344.75,0.0,11898.25,35558.16,14128.33,13966.03,14374.18,20347.86,22606.17,19604.86,11089.27,14946.93,24053.13,3322.37,19591.67,3502.57,15198.02,20324.22,7643.07,4439.22,14554.58,2538.31,9915.48,3522.97,5319.7,13598.32,7844.08,6853.85,4558.61,0.0,867.82,471.8,2922.72,976.84,33515.3,31345.68,5504.06,8089.1,21394.44,5983.11,15065.24,16363.46,25275.84,23359.26,22732.57,17712.74,13994.78,14153.39,13585.34,18044.58,0.0,17539.45,13668.19,6767.95,25733.72,20964.92,18877.26,19268.54,16565.04,12021.09,8833.18,14971.92,6693.25,5429.74,13059.22,15351.67,3441.57,4079.87,3376.22,19139.39
hsa-miR-144-5p,735.08,556.79,244.64,278.59,110.52,742.96,10.1,290.69,1050.14,0.0,562.24,659.44,311.69,832.92,427.72,425.81,18.98,152.92,400.32,337.07,19.43,27.09,17.93,142.38,338.13,31.12,179.59,91.31,166.87,109.98,14.31,0.0,236.14,1116.35,832.27,468.84,737.96,905.62,975.74,912.24,1121.23,1627.61,887.41,306.7,1354.68,373.44,895.94,1064.43,387.25,60.61,627.94,92.48,476.97,277.46,172.14,632.36,278.2,698.82,385.66,0.0,80.39,14.13,82.18,12.67,577.53,780.93,88.1,207.53,291.05,95.53,358.48,250.02,307.57,478.4,749.94,420.34,1140.5,812.59,1250.06,916.53,0.0,1036.42,662.33,526.0,208.7,710.69,409.7,679.82,135.9,281.03,194.55,389.86,280.96,278.59,495.86,775.86,158.03,111.98,156.36,465.2
hsa-miR-145-3p,2.72,12.84,22.93,11.78,28.34,13.06,5.05,10.49,1.47,0.0,15.24,0.0,4.45,13.48,11.69,10.47,7.59,2.43,20.42,7.83,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.85,5.5,2.96,4.88,2.54,4.57,10.96,6.07,8.55,1.89,7.43,4.61,5.11,13.46,4.61,10.82,11.88,4.85,15.08,7.87,7.88,6.68,3.02,19.41,13.44,8.71,13.87,0.0,0.0,0.0,0.0,0.0,5.94,2.34,0.0,1.84,3.33,6.72,4.09,1.52,0.0,2.47,14.51,5.35,3.09,8.44,13.21,5.64,0.0,9.4,11.0,19.23,6.37,9.81,6.85,24.96,6.83,19.34,10.31,10.73,13.63,14.75,9.13,3.64,3.56,8.42,9.69,4.63
hsa-miR-145-5p,1106.88,4235.26,3508.99,3251.36,1747.09,2091.34,1085.66,3609.81,1809.87,338.43,1055.06,675.15,4515.03,1308.59,1965.66,2536.23,265.66,475.76,2239.22,1228.56,210.48,201.65,207.97,273.37,382.37,432.09,435.28,488.05,395.97,601.37,447.06,283.82,1145.0,1316.6,351.51,1302.91,367.57,517.01,1726.59,2091.72,1259.82,278.17,1902.06,1890.34,856.25,3059.45,1777.38,2641.14,1913.01,1003.73,1870.11,1155.03,1430.92,1200.96,1346.91,2641.42,1554.59,1393.29,2197.45,180.25,1096.62,618.56,986.15,565.07,1043.87,562.65,324.59,779.39,700.95,926.16,1244.05,599.8,1262.54,911.77,2029.07,1753.72,584.38,1319.51,2826.64,853.92,0.0,1920.2,1630.77,2636.09,1758.03,2213.8,1525.84,12225.82,1043.77,4519.21,2067.86,2335.56,2900.94,2208.5,2256.97,623.8,970.74,2015.73,2400.99,409.59
hsa-miR-1468-3p,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,2.95,0.0
hsa-miR-1468-5p,1.16,0.0,3.82,4.21,2.83,1.58,0.0,3.31,2.2,0.0,1.69,0.0,4.45,0.96,7.01,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,0.24,0.0,0.21,0.45,0.0,0.0,0.2,0.07,0.16,2.31,0.15,0.5,0.0,0.39,0.79,0.0,1.37,0.0,0.75,1.67,0.0,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.67,0.0,1.84,0.0,0.75,0.0,1.52,0.0,0.99,0.38,0.76,0.08,0.1,0.46,0.31,0.0,1.94,3.67,2.53,0.0,0.42,0.0,1.47,0.62,0.57,0.0,0.0,1.2,0.0,0.34,0.0,0.0,0.0,0.0,0.0
hsa-miR-146a-3p,1.55,8.02,13.38,3.37,4.25,0.79,0.0,8.01,1.47,0.0,0.0,0.0,0.0,4.81,2.34,12.8,0.0,0.0,9.37,9.21,0.0,0.0,0.0,1.42,0.0,0.0,0.0,6.3,0.0,0.0,0.0,0.0,0.73,1.41,0.71,1.88,3.67,1.12,1.14,10.24,1.88,0.65,0.86,0.0,1.8,9.85,4.61,4.82,10.82,26.67,6.4,11.81,0.0,6.2,13.59,6.72,3.16,3.73,8.32,0.0,0.0,0.0,0.0,3.8,0.0,0.91,0.0,1.84,0.3,0.75,4.09,2.39,4.78,0.99,0.0,5.6,0.41,9.45,7.2,2.82,0.0,2.27,3.67,13.16,0.71,0.0,0.0,0.73,0.62,9.1,1.29,0.0,5.21,0.0,1.38,3.2,5.94,1.26,2.11,0.0
hsa-miR-146a-5p,1241.56,3867.01,4323.17,3183.18,6567.55,2562.52,3928.58,3285.98,3258.21,1041.83,10305.0,2056.84,7743.24,5096.68,3279.22,4733.9,478.18,1882.42,5561.91,2820.89,676.78,291.94,261.76,700.52,405.61,353.09,511.38,2657.53,478.0,1441.43,1047.91,851.47,800.26,938.25,796.88,994.73,1060.81,562.85,1047.33,6010.24,1128.5,377.77,957.74,1470.07,699.68,3619.98,1234.14,975.01,5036.34,3037.87,6292.19,4507.96,4039.07,5622.87,5023.74,4098.01,3203.23,1930.38,3600.46,110.92,1678.95,1399.09,976.62,310.41,916.63,699.97,229.53,804.3,662.75,1047.44,1321.8,1150.81,650.98,731.2,2463.57,2015.1,376.45,1578.05,1720.64,1156.96,0.0,2699.62,4933.26,6466.12,1772.89,1810.23,1038.45,1714.24,940.76,2667.5,1497.11,1820.52,4557.42,1613.08,2155.97,1134.53,1278.48,1582.94,2648.8,438.55
hsa-miR-146b-3p,0.39,0.0,0.0,1.68,4.25,0.92,0.0,5.8,7.33,0.0,1.69,0.0,8.91,1.93,9.35,3.49,0.0,0.0,3.68,3.22,0.0,0.0,0.0,1.42,0.0,0.0,0.0,3.15,0.0,0.0,0.0,0.0,2.92,0.0,0.59,0.0,1.13,0.82,2.17,2.55,0.63,0.54,1.23,0.58,1.05,3.74,0.0,1.08,1.85,2.42,1.37,1.97,0.75,2.86,0.0,1.49,3.16,0.93,0.92,0.0,0.0,0.0,0.0,0.0,0.67,0.43,0.0,1.84,0.61,1.87,0.0,0.87,4.18,0.0,2.56,2.29,0.44,1.91,0.46,0.75,0.0,0.65,1.22,2.02,0.0,0.17,0.0,0.0,3.1,0.0,6.44,0.0,2.4,0.0,0.17,0.73,0.59,2.95,3.37,0.0
hsa-miR-146b-5p,95.86,211.0,158.63,85.85,116.19,158.38,25.25,167.02,178.93,6.64,325.15,235.52,138.03,219.54,147.25,201.27,0.0,31.56,230.28,122.95,12.95,6.02,0.0,19.93,26.99,5.98,9.13,66.12,31.11,28.08,42.92,0.0,69.24,106.8,44.62,64.19,87.4,87.64,171.89,168.47,138.69,74.99,60.75,226.56,47.23,216.64,111.42,123.55,174.75,48.49,120.65,53.13,109.58,148.87,34.73,111.24,71.92,81.48,131.33,0.0,32.98,8.7,54.79,3.8,66.01,72.07,0.0,48.89,51.54,38.06,108.04,48.57,37.03,40.07,164.97,89.67,65.19,100.18,223.84,132.76,0.0,218.43,215.68,261.86,88.43,143.29,46.55,98.38,24.2,85.9,23.19,118.03,128.25,108.7,134.26,111.13,33.86,54.73,106.63,31.86
hsa-miR-1471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-147b-3p,0.39,2.41,1.91,4.21,4.25,1.32,7.57,1.93,2.2,0.0,10.16,0.0,4.45,1.93,0.0,15.12,18.98,8.5,2.68,0.92,6.48,18.06,3.59,1.42,0.0,4.79,12.18,18.89,5.66,9.36,25.04,0.0,8.75,4.55,3.79,24.4,3.6,4.49,2.5,2.83,0.89,0.98,3.48,0.58,3.01,3.24,1.98,2.46,4.49,16.97,5.48,31.48,6.38,2.39,9.06,8.96,6.32,4.35,3.7,0.0,29.89,32.61,11.91,3.8,1.94,1.05,9.27,2.77,7.58,11.57,4.09,6.07,25.68,11.38,2.56,6.62,1.26,1.61,0.83,1.39,0.0,4.21,4.28,1.52,9.2,1.44,3.08,22.02,14.89,9.67,6.44,10.73,13.23,13.66,4.65,0.68,18.42,7.58,20.23,16.22
hsa-miR-147b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.58,0.07,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.15,0.0,0.0,0.09,0.0,0.0,0.0,0.25,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-148a-3p,1110.76,1306.92,1131.44,765.07,454.84,1139.23,141.39,1008.46,2916.48,33.18,714.66,345.42,636.74,805.95,1276.16,979.59,53.13,588.64,1217.35,1907.3,119.81,42.14,82.47,240.63,104.21,17.95,48.7,283.39,39.6,308.88,60.8,47.3,276.96,815.28,596.63,574.32,682.87,537.53,1102.82,1043.63,1059.81,1170.25,1289.0,502.13,1232.4,918.4,1437.2,866.91,1220.35,484.9,780.13,285.31,644.72,469.75,283.88,764.5,870.16,939.85,611.33,0.0,297.86,64.14,278.69,60.82,801.37,694.0,57.96,297.0,274.98,350.76,646.58,397.91,849.85,596.63,1313.41,1069.45,807.67,1529.62,1081.16,621.2,16235.65,644.28,754.59,881.98,1279.08,1908.38,617.46,2468.95,558.5,1628.15,539.83,640.22,842.87,632.56,971.04,843.53,282.79,501.83,655.77,264.75
hsa-miR-148a-5p,2.33,10.43,9.56,23.57,11.34,8.7,2.52,11.59,3.67,0.0,3.39,0.0,4.45,13.48,7.01,10.47,0.0,9.71,13.05,10.59,0.0,6.02,3.59,1.42,0.0,0.0,0.0,3.15,0.0,4.68,0.0,0.0,0.0,3.14,1.78,0.38,3.46,3.82,5.1,6.31,3.01,1.32,4.71,2.31,3.46,5.11,2.64,2.26,6.07,4.85,11.43,25.58,7.51,5.96,15.1,12.69,3.95,7.15,11.1,0.0,0.0,0.0,2.38,0.0,3.82,2.05,0.0,2.77,4.55,11.19,12.28,5.2,7.17,1.48,8.64,7.39,1.21,3.11,2.12,1.51,0.0,2.27,1.83,5.31,5.66,2.96,3.42,8.81,7.45,26.74,10.31,10.73,9.62,3.28,15.17,2.48,12.48,10.95,11.8,3.48
hsa-miR-148b-3p,388.88,353.01,326.82,238.19,294.72,338.51,164.11,331.0,429.74,39.82,391.2,78.51,333.95,320.65,313.2,379.27,45.54,492.75,650.35,382.66,93.91,57.18,43.03,232.08,51.73,5.98,51.75,314.87,33.94,283.14,71.53,0.0,128.28,237.15,360.98,291.66,361.5,262.62,274.84,769.23,367.9,384.85,504.17,91.66,460.84,475.15,356.0,497.83,496.53,332.15,569.9,182.99,464.21,448.04,234.05,504.69,566.67,438.2,389.36,0.0,230.87,54.35,78.61,30.41,369.07,256.77,30.14,174.33,193.13,119.78,240.62,204.05,163.04,264.68,401.8,392.57,398.61,444.02,358.02,424.77,0.0,202.55,360.49,382.55,411.74,553.03,441.53,504.36,334.48,368.64,228.04,325.48,412.02,260.56,355.22,329.65,174.07,288.38,304.29,177.28
hsa-miR-148b-5p,5.05,12.84,3.82,4.21,12.75,11.08,0.0,2.21,12.47,0.0,8.47,0.0,8.91,10.59,9.35,1.16,0.0,3.64,5.02,4.6,0.0,0.0,0.0,1.42,2.25,0.0,0.0,3.15,0.0,0.0,0.0,0.0,0.0,4.87,3.31,0.38,4.87,3.6,4.18,3.18,3.83,3.97,2.67,2.88,1.65,3.12,4.61,4.23,4.75,7.27,8.23,0.0,3.75,2.86,1.51,3.73,1.58,2.8,0.0,0.0,0.0,0.0,0.0,0.0,3.88,6.3,0.0,0.92,0.91,2.24,1.64,3.47,1.19,2.97,1.8,1.02,2.32,3.82,3.23,3.43,0.0,8.43,19.55,9.87,0.0,5.75,4.45,2.2,4.96,2.28,3.87,3.58,3.21,0.0,5.34,3.74,0.0,0.84,0.0,1.16
hsa-miR-149-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,2.39,6.09,0.0,0.0,0.0,3.58,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09,0.0,0.0,0.0,0.0,0.0,0.92,0.0,0.75,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.58,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.58
