miRNA,GSM4154495,GSM4154496,GSM4154497,GSM4154498,GSM4154499,GSM4154500,GSM4154501,GSM4154502,GSM4154503,GSM4154504,GSM4154505,GSM4154506,GSM4154507,GSM4154508,GSM4154509,GSM4154456,GSM4154457,GSM4154458,GSM4154459,GSM4154460,GSM4154461,GSM4154462,GSM4154463,GSM4154464,GSM4154465,GSM4154466,GSM4154467,GSM4154468,GSM4154469,GSM4154470,GSM4154471,GSM4154472,GSM4154473,GSM4154474,GSM4154475,GSM4154476,GSM4154477,GSM4154478,GSM4154479,GSM4154480,GSM4154481,GSM4154482,GSM4154483,GSM4154484,GSM4154485,GSM4154486,GSM4154487,GSM4154488,GSM4154489,GSM4154490,GSM4154491,GSM4154492,GSM4154493,GSM4154494
hsa-miR-149-5p,0.0,0.42,0.0,0.74,0.0,0.31,0.33,0.0,1.05,0.8,0.25,0.0,0.2,0.71,0.46,0.0,0.0,0.0,0.29,0.53,0.0,0.0,0.0,0.0,0.38,0.18,0.0,0.0,0.0,0.3,0.45,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.22,0.0,0.0,0.44,0.08,0.42,0.52,0.0,0.05,0.0,0.0,0.0
hsa-miR-150-3p,12.15,4.62,9.6,8.62,16.75,12.95,12.04,18.83,25.08,7.2,5.85,5.08,11.1,14.37,8.9,8.26,9.41,9.9,11.03,6.74,5.66,9.21,13.35,9.55,7.88,14.91,8.84,4.86,3.68,5.98,2.82,1.42,2.54,2.85,0.0,0.0,0.0,11.99,2.45,9.43,8.21,15.2,9.61,20.96,9.39,13.24,10.03,7.13,2.52,2.35,12.93,4.47,0.0,0.0
hsa-miR-150-5p,160.05,107.62,55.51,63.53,325.9,201.95,167.83,292.7,126.87,100.43,113.18,120.31,262.54,126.39,79.16,47.87,87.4,21.57,53.43,66.87,46.27,142.04,169.62,34.72,57.13,173.11,75.97,50.26,56.14,111.81,15.28,17.61,59.02,61.01,0.0,0.0,0.0,29.98,103.34,99.63,90.78,57.3,126.62,93.35,83.83,290.6,318.9,36.91,90.17,11.21,352.81,45.27,0.0,172.84
hsa-miR-151a-3p,4047.44,6213.85,752.26,3904.69,2484.67,4212.79,4089.07,4424.12,5147.9,5715.07,7636.75,3500.84,4091.28,5510.53,6436.36,5135.35,1453.51,2631.29,3121.86,1927.69,707.43,1430.93,1338.48,1523.45,3939.74,4334.61,4098.95,1749.37,1267.2,3062.75,1023.2,956.43,4239.13,5988.17,24.92,819.02,2082.5,1193.34,2961.96,1161.92,5603.18,1829.56,4280.98,3220.1,2799.15,3123.11,4292.91,1009.62,3719.67,888.27,2412.2,2369.07,384.32,5300.46
hsa-miR-151a-5p,36.45,21.19,16.5,21.5,18.52,23.82,66.99,101.81,89.46,84.43,92.26,73.71,72.85,66.18,76.41,46.55,43.7,44.92,60.73,52.33,20.05,11.84,8.61,45.17,52.38,47.94,16.88,6.49,31.75,82.21,33.39,7.09,72.34,30.28,0.0,0.0,120.14,6.0,7.12,6.21,73.88,24.54,53.04,42.76,19.21,73.26,43.13,26.43,77.89,4.82,54.69,94.18,0.0,0.0
hsa-miR-151b,0.35,19.51,0.9,20.65,18.87,43.13,0.51,4.75,8.57,2.0,2.49,0.85,3.83,2.59,5.17,48.32,2.02,3.05,2.29,3.72,1.03,31.56,32.29,3.6,9.11,1.78,37.38,1.62,0.0,7.17,5.49,8.81,2.54,59.03,0.0,0.0,0.0,0.0,11.05,10.71,3.86,3.17,0.33,1.81,27.07,0.88,73.94,2.52,1.57,5.15,7.8,1.96,0.0,0.0
hsa-miR-152-3p,499.59,621.6,108.92,447.27,254.13,445.87,530.56,315.95,434.76,290.49,516.09,547.32,652.01,674.75,741.35,641.34,154.63,304.26,434.56,277.94,112.59,167.03,158.43,294.12,500.65,385.47,427.26,217.25,116.87,289.09,189.65,217.97,282.4,554.11,24.92,0.0,400.48,167.91,193.67,120.84,643.66,313.67,600.52,421.21,288.82,279.24,428.7,144.71,435.42,117.43,267.87,569.28,0.0,288.07
hsa-miR-152-5p,0.69,0.63,0.6,0.11,0.18,1.59,1.21,0.51,0.42,1.6,1.12,0.0,0.61,0.08,0.46,0.69,0.0,0.51,0.43,0.53,0.51,2.63,0.86,1.38,1.71,1.6,0.4,0.0,0.0,2.09,0.74,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.74,0.86,1.93,0.32,1.33,0.24,0.87,1.32,1.66,0.0,1.99,0.0,0.76,1.96,0.0,0.0
hsa-miR-153-3p,0.0,0.21,0.0,0.0,0.0,0.0,0.05,0.51,0.0,0.4,0.0,0.0,0.2,0.39,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.11,0.24,0.0,0.63,0.0,0.24,0.0,0.0,0.0
hsa-miR-1537-3p,0.0,0.0,0.0,0.0,0.0,0.24,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0
hsa-miR-1538,0.69,1.47,0.6,1.81,1.41,0.98,1.39,1.36,3.55,2.0,3.49,0.85,1.01,3.06,2.96,3.34,2.02,0.51,1.29,1.06,0.51,2.63,0.0,0.42,2.94,0.71,1.21,0.0,1.38,2.39,0.74,0.07,5.71,3.29,0.0,0.0,0.0,0.0,0.49,0.21,1.45,1.42,2.32,0.72,0.44,1.54,1.03,0.0,1.99,0.5,1.28,3.35,0.0,0.0
hsa-miR-154-3p,0.0,0.0,0.0,0.0,1.23,0.31,0.98,1.87,0.0,1.2,0.75,1.69,0.81,0.47,1.02,0.44,0.0,0.0,0.57,0.18,0.0,1.32,1.72,0.0,0.19,0.18,0.0,0.0,0.46,0.6,0.0,0.0,0.63,3.95,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.33,0.0,0.22,0.77,0.95,0.0,1.26,0.0,2.81,0.0,0.0,0.0
hsa-miR-154-5p,1.39,0.42,0.0,0.0,2.47,0.67,0.98,1.19,0.0,1.2,0.12,3.39,1.21,1.81,1.64,0.13,0.0,0.25,0.72,0.35,0.0,0.0,0.43,1.04,0.95,1.24,0.4,0.0,0.0,0.3,0.45,0.22,1.9,3.07,0.0,0.0,0.0,0.0,0.25,0.21,0.0,0.24,0.0,0.24,0.22,0.77,1.42,0.0,0.63,0.11,1.62,7.27,0.0,0.0
hsa-miR-155-5p,101.03,113.07,69.31,146.96,116.57,135.24,135.76,191.06,72.32,170.86,216.15,166.91,204.83,165.25,154.0,152.89,84.71,69.79,104.27,95.96,63.75,68.39,101.17,74.43,101.82,136.18,31.75,74.58,90.65,114.2,33.69,40.07,174.52,216.16,12.46,0.0,200.24,53.97,94.75,56.14,163.21,57.78,126.73,102.02,121.16,239.41,277.03,42.36,193.78,33.34,191.31,111.79,0.0,230.45
hsa-miR-15a-3p,0.0,0.21,0.0,0.0,0.0,0.0,0.09,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.32,0.0,0.31,0.0,0.05,0.0,0.0,0.0
hsa-miR-15a-5p,37.15,32.31,30.91,15.64,31.39,61.27,40.4,77.21,15.47,23.61,47.06,33.89,53.48,19.08,20.47,26.68,21.51,10.66,15.18,13.48,9.77,114.42,116.24,10.72,45.17,33.38,14.47,19.46,19.79,53.51,13.65,15.6,26.02,37.31,0.0,0.0,0.0,11.99,59.4,259.89,53.12,12.03,22.21,16.98,35.37,75.13,131.37,6.71,61.62,19.33,89.35,26.83,0.0,0.0
hsa-miR-15b-3p,16.32,36.5,6.9,9.47,21.52,35.37,30.45,39.71,8.15,26.41,43.95,38.13,56.3,22.45,31.31,16.65,14.79,4.82,10.03,10.47,5.14,60.5,68.45,4.91,18.12,23.08,6.83,11.35,20.71,51.72,6.23,7.39,32.36,37.09,0.0,0.0,40.05,11.99,39.52,48.21,39.6,10.13,34.47,20.36,34.06,65.75,76.78,2.1,53.33,13.0,45.79,22.64,0.0,115.23
hsa-miR-15b-5p,43.74,53.08,31.21,15.96,56.96,62.61,61.04,53.62,27.17,64.82,57.9,105.06,79.11,42.47,50.4,44.66,51.77,27.66,28.07,26.61,10.28,110.48,105.91,15.01,63.67,47.76,61.9,6.49,21.17,43.35,27.75,17.39,39.35,34.23,12.46,0.0,40.05,23.99,89.59,260.54,96.57,18.76,50.49,32.28,26.42,48.21,74.25,18.46,51.54,29.53,70.57,25.99,0.0,288.07
hsa-miR-16-1-3p,0.69,2.94,0.6,0.64,1.59,3.3,2.46,1.36,0.0,0.8,2.37,2.54,2.62,1.49,1.69,0.82,0.0,0.25,0.57,0.71,0.0,1.32,2.15,0.0,0.66,0.36,0.8,3.24,0.92,2.39,0.59,0.45,1.27,1.1,0.0,0.0,0.0,0.0,0.49,1.07,3.86,1.66,2.87,1.57,2.18,2.87,2.92,0.84,1.68,1.01,2.85,0.0,0.0,0.0
hsa-miR-16-2-3p,364.19,641.73,280.86,189.85,371.4,727.04,465.8,653.78,177.67,606.2,757.39,637.98,819.51,536.82,485.99,312.28,397.33,135.0,170.02,153.78,88.43,1937.28,1985.98,100.78,613.86,552.37,163.99,202.66,403.99,698.05,154.19,202.38,545.76,664.72,0.0,26.42,200.24,119.93,1437.9,1831.9,717.54,187.59,410.58,350.03,570.0,1049.64,1017.28,70.47,1129.07,391.07,1079.53,203.18,384.32,1209.89
hsa-miR-16-5p,430.16,502.44,537.42,327.55,588.14,696.26,672.36,568.94,375.61,386.13,440.26,682.88,699.84,520.88,582.14,605.9,431.62,248.69,302.65,248.32,96.14,996.92,974.69,149.69,993.9,308.23,234.33,340.47,314.73,379.37,227.2,274.31,286.2,281.56,0.0,0.0,320.38,173.9,1469.32,4439.83,923.24,269.35,408.37,423.38,359.12,532.99,804.87,117.03,522.13,466.99,604.18,221.06,0.0,1440.34
hsa-miR-17-3p,10.76,10.49,3.0,6.28,3.7,8.74,8.65,15.95,2.3,6.8,13.94,5.08,8.07,9.5,9.54,9.59,7.4,2.28,7.3,7.45,2.06,11.84,11.62,5.53,6.45,9.59,5.63,0.0,1.38,17.04,3.56,4.78,7.62,12.51,0.0,0.0,0.0,0.0,5.89,12.0,4.83,2.77,4.42,5.42,8.73,13.57,18.56,1.68,13.23,2.58,7.04,11.46,0.0,0.0
hsa-miR-17-5p,842.61,722.92,218.75,553.48,514.08,852.58,891.43,969.39,316.04,718.63,968.68,1042.96,1160.35,1037.76,1210.4,1430.66,496.16,506.52,696.96,511.19,269.91,829.89,840.8,564.1,847.39,508.51,180.87,381.0,355.68,726.15,533.05,607.65,481.03,643.21,0.0,0.0,680.82,251.86,688.52,1173.7,1147.77,414.51,694.99,712.22,663.22,751.32,1510.52,165.26,781.83,782.32,559.24,652.0,0.0,633.75
hsa-miR-181a-2-3p,55.9,78.67,22.5,56.51,45.85,70.13,52.49,86.71,67.09,125.24,145.55,68.63,92.83,86.75,76.41,62.44,26.89,31.21,36.81,27.14,8.74,63.13,71.47,17.43,53.52,95.88,52.25,32.43,52.91,103.44,18.4,15.6,122.48,137.38,0.0,0.0,0.0,17.99,53.26,34.28,99.95,30.95,60.0,38.42,66.58,120.81,116.2,15.94,110.01,13.67,80.6,28.51,0.0,57.61
hsa-miR-181a-3p,45.48,46.15,13.8,30.97,24.51,50.4,32.68,73.13,45.15,51.22,65.24,40.67,52.67,51.03,54.41,45.35,27.56,30.2,37.38,28.91,14.4,30.25,21.96,18.95,20.02,35.51,17.69,22.7,21.17,33.78,13.06,9.7,81.86,95.02,0.0,0.0,40.05,11.99,23.32,8.57,22.21,9.81,27.18,14.94,22.49,61.67,62.09,7.13,33.28,8.07,63.68,29.34,0.0,115.23
hsa-miR-181a-5p,850.25,817.12,595.93,1011.61,653.22,1105.96,958.33,1801.68,1093.16,1008.73,1221.18,1016.7,1195.05,1613.36,1633.7,1558.39,717.34,710.54,949.05,814.5,328.01,766.76,789.57,588.1,699.93,614.87,431.28,385.87,527.77,986.84,431.54,304.46,1380.26,1539.45,37.38,132.1,961.15,443.75,964.17,818.68,698.23,285.34,569.25,514.32,638.33,1273.5,1823.57,281.87,889.95,329.44,1331.72,1234.14,384.32,1440.34
hsa-miR-181b-2-3p,0.0,1.26,0.9,0.0,0.53,0.12,0.51,0.51,0.42,0.0,1.12,1.69,1.01,0.39,0.34,0.06,0.0,0.0,0.43,0.71,0.0,0.0,0.43,0.42,0.47,0.71,0.0,0.0,0.46,0.9,0.15,0.6,0.63,1.1,0.0,0.0,0.0,0.0,0.98,0.86,1.93,0.55,0.99,0.96,0.44,0.66,1.5,0.0,0.63,0.11,0.29,0.0,0.0,0.0
hsa-miR-181b-3p,0.35,0.42,0.0,0.43,0.35,0.49,0.37,1.02,0.0,1.2,0.5,0.85,2.02,1.1,1.09,1.32,1.34,0.51,0.14,0.18,0.0,1.32,0.0,1.11,0.19,0.53,0.0,0.0,0.0,0.0,0.59,0.3,0.63,1.76,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.24,0.22,0.24,0.0,0.88,1.11,0.42,0.21,0.06,1.57,0.0,0.0,0.0
hsa-miR-181b-5p,152.76,161.74,74.42,210.71,113.04,162.43,151.1,274.38,231.38,156.85,210.79,163.52,198.97,290.16,280.82,274.12,88.74,106.58,164.29,132.14,59.12,117.05,108.92,90.34,134.65,110.62,86.42,107.0,69.94,133.03,67.08,69.32,183.4,239.2,0.0,0.0,40.05,47.97,122.98,63.85,113.96,59.52,99.22,93.59,106.32,186.12,235.48,43.2,138.25,59.33,260.36,212.68,0.0,115.23
hsa-miR-181c-3p,21.87,16.15,3.0,13.3,9.52,27.0,20.36,46.83,17.56,33.61,45.69,11.86,23.81,18.92,20.7,28.45,8.07,12.43,10.17,9.05,3.6,13.15,12.49,4.15,10.63,21.66,15.27,4.86,11.96,35.58,5.94,5.22,39.35,61.01,0.0,0.0,0.0,11.99,5.65,6.64,41.04,9.97,12.6,8.67,16.81,29.68,46.05,4.19,41.78,1.57,30.05,15.93,0.0,0.0
hsa-miR-181c-5p,3.82,3.99,2.7,3.51,1.94,8.0,6.93,18.83,4.18,4.0,6.85,7.63,6.05,6.28,7.52,6.43,3.36,2.79,3.01,2.31,0.0,5.26,4.31,2.84,3.99,4.26,4.42,0.0,7.36,11.36,1.63,0.07,6.98,7.02,0.0,0.0,0.0,0.0,2.21,3.64,5.79,0.87,5.75,3.01,6.33,13.35,20.3,1.26,9.76,0.5,10.08,16.21,0.0,0.0
hsa-miR-181d-3p,0.0,0.21,0.0,0.85,0.0,0.06,0.33,0.17,0.63,0.0,0.25,0.0,0.0,0.0,0.07,0.25,0.0,0.51,0.14,0.35,0.0,0.0,0.0,0.0,0.09,0.0,1.21,1.62,0.46,0.0,0.0,0.22,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.16,0.33,0.48,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-181d-5p,47.22,48.46,13.5,50.97,31.39,51.5,49.1,74.49,44.94,50.42,70.35,36.43,51.26,72.85,87.59,119.02,26.89,38.06,49.7,31.75,15.94,39.46,28.41,54.65,46.97,34.8,16.88,6.49,32.21,83.41,34.13,18.88,47.6,83.61,0.0,0.0,120.14,17.99,21.85,11.78,68.57,23.03,38.67,32.76,39.95,50.75,77.81,12.16,59.73,16.53,50.65,70.43,0.0,0.0
hsa-miR-182-3p,0.0,0.0,0.3,0.0,0.0,0.18,0.19,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.42,0.28,0.0,0.4,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.29,1.45,0.08,0.11,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,2.24,0.0,0.0
hsa-miR-182-5p,280.18,454.4,531.41,217.2,141.44,495.53,326.18,486.48,349.48,428.14,469.65,253.33,348.31,457.84,442.31,414.97,212.45,178.4,156.41,105.01,53.47,523.45,523.94,85.29,511.28,274.5,127.01,395.59,271.94,289.98,200.04,271.63,292.55,321.72,62.29,52.84,400.48,221.88,2634.03,1907.1,359.25,262.46,386.17,443.37,399.5,374.56,526.97,67.11,430.17,1059.1,397.56,83.0,0.0,1670.8
hsa-miR-1827,0.35,0.21,0.6,0.11,0.53,0.24,0.46,0.17,1.05,0.0,0.12,0.0,0.2,0.39,0.27,0.19,0.0,0.0,0.29,0.18,0.51,0.0,0.0,0.0,0.19,0.36,0.0,0.0,0.0,0.3,0.0,0.07,0.0,0.44,0.0,0.0,0.0,0.0,0.49,0.43,0.0,0.16,0.11,0.36,0.22,0.11,0.08,0.0,0.21,0.11,0.29,0.0,0.0,0.0
hsa-miR-183-3p,0.0,0.0,0.0,0.0,0.0,0.12,0.19,0.0,0.21,0.0,0.12,0.0,0.0,0.16,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.49,1.29,0.0,0.16,0.22,0.24,0.0,0.0,0.55,0.0,0.1,0.11,0.57,1.4,0.0,0.0
hsa-miR-183-5p,72.91,145.8,156.03,56.83,34.92,205.43,94.94,194.96,134.19,185.66,214.78,65.24,125.52,157.8,123.18,91.84,64.54,36.54,38.96,29.62,8.23,284.08,295.34,22.14,166.63,106.0,41.4,115.11,109.05,120.78,64.26,83.8,60.92,77.47,12.46,0.0,80.1,77.96,912.37,520.86,104.78,111.44,113.14,111.54,149.98,187.44,197.33,22.23,193.78,314.88,213.81,22.92,0.0,345.68
hsa-miR-184,1.39,1.05,8.7,0.21,1.06,1.47,2.6,0.17,0.21,0.4,1.49,0.0,1.41,1.65,1.48,7.57,2.02,0.25,0.57,1.24,2.06,1.32,0.86,1.25,1.23,1.95,0.4,0.0,0.92,0.0,1.19,0.0,0.0,1.54,0.0,0.0,0.0,0.0,0.0,0.43,0.97,1.66,0.99,1.32,1.09,0.66,0.0,0.42,2.73,0.0,0.38,0.0,0.0,0.0
hsa-miR-1843,71.87,101.33,20.1,90.77,54.32,105.68,94.33,63.12,66.26,124.84,202.33,70.32,78.5,129.77,154.75,151.0,38.32,61.67,79.21,60.31,19.02,81.54,78.35,38.11,115.1,119.85,75.16,37.29,39.57,130.04,23.45,22.31,102.17,176.88,0.0,0.0,40.05,6.0,42.22,40.71,117.82,42.74,68.17,67.45,76.84,115.84,113.75,15.52,121.03,19.39,86.36,27.39,0.0,172.84
hsa-miR-185-3p,58.33,63.57,6.9,33.63,23.28,66.28,44.35,69.57,23.41,98.83,134.1,46.6,59.73,54.01,53.38,50.21,15.46,25.38,36.24,26.78,7.2,55.24,39.61,17.57,41.75,77.06,29.34,16.21,45.09,106.13,14.39,16.04,77.42,107.09,0.0,0.0,0.0,6.0,30.44,61.49,63.26,31.58,45.74,31.56,52.83,87.93,91.47,15.94,93.74,16.81,75.28,23.75,0.0,57.61
hsa-miR-185-5p,3376.34,3390.56,1731.07,3168.81,2249.94,3552.15,3482.54,2909.03,2061.96,4914.8,5043.6,6751.74,6249.32,4802.33,5088.86,5719.55,3127.54,3993.51,3774.99,2131.14,1176.83,4223.08,4350.82,4894.84,5440.36,3885.93,1268.91,2423.82,2602.49,3923.13,3403.95,2724.53,3485.86,3465.36,62.29,132.1,4325.19,1337.26,2813.71,6571.69,3807.4,2124.55,2792.22,2838.03,3038.85,3086.27,3878.12,910.21,3562.74,2660.76,3579.52,6128.51,2305.92,5127.61
hsa-miR-186-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
hsa-miR-186-5p,578.06,722.08,258.66,282.65,552.87,845.43,638.19,991.62,160.32,766.65,970.17,804.89,898.81,617.92,641.31,504.03,515.65,198.19,224.3,206.11,149.1,1265.22,1220.52,363.5,550.09,553.79,149.12,343.71,587.58,1112.1,239.51,228.27,727.89,890.53,12.46,0.0,40.05,203.89,898.63,1520.15,1030.44,251.7,543.73,433.5,611.48,1299.42,1487.69,85.99,1191.32,307.2,1124.43,695.6,0.0,1325.11
hsa-miR-187-3p,0.0,0.0,0.0,0.0,0.0,0.24,0.19,0.68,0.42,0.0,0.37,0.0,0.2,0.0,0.14,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.09,0.89,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.21,0.97,0.0,0.11,0.12,0.0,0.33,0.39,0.0,0.52,0.0,0.19,0.0,0.0,0.0
hsa-miR-187-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-188-3p,0.0,0.21,0.0,0.0,0.0,0.06,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.12,0.44,0.0,0.08,0.0,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-188-5p,0.0,0.21,0.0,0.0,0.0,0.06,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.24,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.47,0.0,0.0,0.0,0.0,0.9,0.59,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.14,0.0,0.0,0.0
hsa-miR-18a-3p,7.29,4.62,0.6,2.13,6.7,10.93,6.88,7.47,2.3,2.0,11.21,3.39,12.51,8.64,9.93,6.75,0.67,1.27,4.3,2.48,0.0,17.1,14.21,2.35,9.49,5.86,2.81,3.24,1.38,7.17,1.63,3.51,0.63,6.58,0.0,0.0,0.0,0.0,10.8,18.0,11.11,1.66,5.52,6.75,7.2,12.03,15.01,1.68,8.92,8.07,9.37,3.35,0.0,0.0
hsa-miR-18a-5p,31.94,32.52,9.9,19.16,19.58,32.74,33.57,36.31,14.21,28.41,28.89,42.36,35.11,26.69,33.34,41.12,16.81,15.48,18.05,14.72,10.28,23.67,24.97,15.7,33.02,18.64,6.83,8.11,15.18,29.0,14.39,8.36,41.25,30.28,0.0,0.0,0.0,6.0,26.51,54.42,47.8,10.61,23.2,23.97,27.07,28.46,64.46,8.81,28.76,8.74,25.11,24.31,0.0,0.0
hsa-miR-18b-3p,0.35,0.0,0.0,0.0,0.0,0.79,0.09,0.34,0.0,0.0,0.37,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.98,0.43,0.97,0.0,0.11,0.0,0.0,0.66,0.71,0.0,1.05,0.22,0.33,0.0,0.0,0.0
hsa-miR-18b-5p,0.69,0.63,0.3,0.0,0.88,1.53,0.28,1.02,2.72,4.0,0.87,5.08,1.41,0.08,0.43,2.4,0.67,1.52,0.86,0.89,1.03,2.63,1.72,0.0,1.99,1.07,3.22,1.62,1.38,0.3,2.08,0.3,0.63,1.1,0.0,0.0,0.0,0.0,1.23,3.64,4.35,0.32,0.99,1.45,0.44,1.88,2.37,1.68,1.15,0.62,2.04,2.79,0.0,0.0
hsa-miR-1908-3p,0.35,0.42,0.0,0.74,0.0,0.86,1.35,0.51,0.42,0.0,0.62,0.0,0.2,0.24,0.34,1.26,0.0,0.0,0.43,0.89,1.03,0.0,0.0,0.0,0.0,0.36,1.21,0.0,0.0,0.6,0.15,0.6,0.0,1.1,0.0,0.0,0.0,0.0,0.25,0.0,0.97,0.71,0.22,0.48,0.65,0.33,0.47,0.0,0.1,0.0,0.76,0.0,0.0,0.0
hsa-miR-1908-5p,53.12,33.78,30.91,100.25,19.05,35.74,43.0,63.29,108.48,40.81,52.42,26.26,24.82,77.96,93.58,168.98,34.96,93.89,111.15,62.26,15.94,13.15,14.64,293.43,54.18,25.57,48.23,17.83,23.93,127.35,116.34,48.88,41.88,52.23,0.0,0.0,160.19,35.98,3.93,9.43,44.91,58.49,50.6,117.08,88.85,58.47,26.54,31.88,51.02,25.83,18.78,140.57,0.0,57.61
hsa-miR-1909-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.12,0.0,0.2,0.0,0.0,0.32,0.0,0.0,0.14,0.18,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.05,0.0,0.0,0.0
hsa-miR-1909-5p,0.0,0.0,0.0,0.21,0.18,0.0,0.05,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.02,0.13,0.0,0.0,0.29,0.0,0.0,0.0,0.43,0.69,0.76,0.71,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.05,0.0,0.0,0.0
hsa-miR-190a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.1,0.0,0.19,0.0,0.0,0.0
hsa-miR-190a-5p,2.43,2.73,0.6,0.32,1.41,2.63,2.37,3.73,0.0,2.8,4.73,2.54,2.42,0.79,1.39,1.14,1.34,0.76,0.43,0.18,0.0,5.26,3.44,0.28,1.23,2.31,0.0,0.0,2.3,3.59,0.59,1.04,0.63,1.1,0.0,0.0,0.0,0.0,5.65,12.64,0.97,1.11,1.55,1.69,2.4,3.09,6.87,0.0,4.83,2.13,7.32,3.91,0.0,0.0
