miRNA,SRR16069255,SRR16069256,SRR16069257,SRR16069258,SRR16069259,SRR16069261,SRR16069262,SRR16069263,SRR16069264,SRR16069265,SRR16069266,SRR16069267,SRR16069268,SRR16069269,SRR16069270,SRR16069272,SRR16069273,SRR16069274,SRR16069275,SRR16069276,SRR16069277,SRR16069278,SRR16069279,SRR16069280,SRR16069281,SRR16069283,SRR16069284,SRR16069285,SRR16069286,SRR16069287,SRR16069288,SRR16069289,SRR16069290,SRR16069291,SRR16069292,SRR16069294,SRR16069295,SRR16069296,SRR16069297,SRR16069298,SRR16069299,SRR16069300,SRR16069301,SRR16069302,SRR16069303
hsa-let-7e-5p,75.77,22.9,20.4,9.94,32.67,6.17,6.87,2.32,2.85,12.96,15.98,15.96,29.45,4.22,3.16,5.7,28.74,134.98,26.43,65.48,17.85,19.78,24.49,12.6,80.97,42.17,8.99,72.41,68.4,50.74,16.3,65.37,17.15,21.41,16.21,17.11,25.1,30.98,7.73,7.31,3.45,24.48,16.51,62.92,18.49
hsa-let-7f-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0
hsa-let-7f-5p,106.83,33.59,40.8,5.42,51.91,4.74,47.67,0.58,15.67,68.59,41.21,33.08,34.16,1.48,4.21,4.67,18.12,252.52,3.11,117.86,27.87,82.53,14.47,19.91,56.68,15.56,3.13,192.12,143.95,107.4,33.1,131.86,27.16,41.87,34.52,26.04,43.43,60.44,9.67,18.84,9.21,41.15,25.22,116.97,21.41
hsa-let-7g-5p,36.64,29.52,2.91,1.36,0.89,1.9,1.29,0.0,13.67,0.0,26.91,2.34,1.18,0.63,0.0,0.52,1.56,3.94,0.78,28.81,0.0,22.82,0.37,0.81,37.95,24.98,1.17,17.38,14.29,17.74,12.35,23.1,10.96,9.99,13.6,9.67,6.76,11.68,8.22,9.61,6.52,16.67,11.92,13.51,7.3
hsa-let-7i-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7i-5p,126.08,118.07,69.52,11.3,160.65,21.82,155.89,140.88,80.62,24.84,134.99,231.21,120.95,15.42,36.83,226.06,141.51,365.0,150.0,401.25,150.67,77.2,80.53,201.55,387.63,370.56,192.0,241.84,307.8,303.48,189.71,391.07,162.47,208.89,195.6,145.48,146.71,189.96,37.22,133.83,64.82,208.86,126.11,252.95,170.33
hsa-miR-1-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.0,0.0,0.0,0.48,0.0,0.0,0.0,3.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-100-3p,0.0,0.0,0.0,13.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-100-5p,0.0,13.23,7.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.39,0.39,0.0,0.0,2.59,0.0,7.87,0.0,1.57,13.06,0.38,15.22,0.0,9.61,0.82,0.39,41.51,38.28,46.8,25.2,60.29,25.73,32.83,26.15,17.11,28.47,22.86,9.18,13.46,5.37,31.25,27.06,35.89,21.9
hsa-miR-101-3p,770.77,690.59,377.59,657.13,595.17,573.98,672.94,699.2,381.43,587.06,1053.44,1128.78,597.27,339.56,723.41,1155.19,724.73,2216.41,470.61,1942.84,1211.87,988.8,977.52,1085.37,1779.74,1443.75,825.49,3935.98,4822.21,5267.58,3598.52,6887.62,3378.46,4360.54,4369.09,3581.46,4416.33,3783.86,1519.39,6104.37,1780.04,4465.33,3641.7,5519.35,4953.81
hsa-miR-101-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0
hsa-miR-10393-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.0
hsa-miR-10394-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10395-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.82,0.0,11.06,0.0,0.97,0.0,1.97,0.0,0.0,0.48,0.48,0.0,0.37,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.0
hsa-miR-10396b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10397-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49
hsa-miR-10399-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-103a-2-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-103a-3p,3411.62,2884.52,2021.59,2077.14,1804.74,1999.93,1879.25,1314.92,1356.51,1251.89,2727.59,3180.83,2538.31,1340.93,1541.0,2644.29,3286.59,11167.53,2409.39,9854.6,4394.61,4117.58,2658.31,4459.33,9838.4,5607.13,2865.17,41011.11,49751.36,47935.34,23726.34,59220.13,21173.12,31795.68,26065.5,23462.94,29863.7,37925.49,6064.99,12735.23,7654.45,28420.74,17345.42,39669.63,17214.96
hsa-miR-105-5p,27.95,31.55,6.24,23.95,0.0,39.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.52,0.0,0.0,0.0,0.0,0.0,0.0,23.58,35.26,0.0,20.24,0.0,0.0,12.07,22.97,21.18,41.5,16.9,40.5,47.11,45.5,39.07,50.67,34.03,20.3,24.61,7.29,16.67,11.92,5.07,9.73
hsa-miR-10526-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.46,0.0,0.0
hsa-miR-106a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,1.43,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.42,0.49
hsa-miR-106a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-106b-3p,0.0,0.0,0.0,0.0,0.0,0.47,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.99,0.56,1.91,0.95,0.0,0.37,0.48,1.02,0.0,0.38,0.0,0.0,0.0,0.0,2.43
hsa-miR-106b-5p,0.0,25.95,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,14.67,0.0,0.0,0.0,0.0,0.51,0.0,0.0,1.93,3.57,1.48,0.0,1.13,0.0,0.0,0.0,0.0,1.93,0.0,0.0,0.38,0.0,1.56,0.0,2.53,0.0
hsa-miR-107,0.62,23.41,22.9,1.36,1.79,30.83,2.15,14.49,17.95,1.62,42.47,2.34,2.75,2.96,33.15,1.04,41.86,160.85,5.83,130.95,71.85,0.0,1.11,75.58,108.29,51.18,25.42,403.54,403.25,360.63,312.23,499.26,208.68,306.44,228.55,315.88,340.72,443.91,85.08,142.29,67.5,313.56,254.98,443.41,169.85
hsa-miR-10a-5p,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.47,0.0,0.0,0.0,0.0,1.02,1.48,0.0,0.0,0.48,1.9,2.09,4.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,1.46
hsa-miR-10b-5p,18.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.09,36.19,0.0,0.0,0.0,22.17,0.0,0.0,0.0,0.0,24.09,16.24,10.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.56,4.76,1.9,0.0,1.49,0.0,1.52,0.48,0.38,0.77,0.0,0.0,0.42,0.0
hsa-miR-1179,180.11,87.02,0.0,145.98,219.27,353.88,310.06,168.71,109.96,28.08,179.57,319.95,89.14,53.0,184.14,225.54,0.0,145.66,0.0,270.29,10.89,0.0,69.4,4.06,211.02,45.04,19.16,246.66,311.37,344.87,62.25,327.96,72.42,88.51,91.52,91.16,199.8,173.19,23.69,166.91,65.2,175.53,139.41,197.63,195.15
hsa-miR-1180-3p,0.0,0.51,0.0,0.0,0.45,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.99,0.0,0.56,0.0,0.95,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0
hsa-miR-1185-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97
hsa-miR-12114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.0,1.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0
hsa-miR-12135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12136,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,35.42,20.03,0.0,0.0,0.0,8.75,0.0,0.0,0.0,0.0,0.0,0.0,27.23,0.0,12.28,16.81,4.83,8.68,6.9,43.97,14.65,37.64,16.65,21.44,29.76,41.02,44.19,9.67,2.69,1.15,2.08,0.46,8.87,0.49
hsa-miR-122-5p,78.26,11.2,12.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1224-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.38,0.0,0.0,0.0,0.0
hsa-miR-1226-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.39,0.0,0.0,0.0,0.99,0.0,0.95,0.0,0.52,0.37,0.48,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.49
hsa-miR-1226-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1228-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.99,0.0,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.0,0.0,0.0
hsa-miR-122b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.49,0.0,0.56,0.0,0.0,0.0,0.0,0.48,0.51,0.0,0.38,0.0,1.04,0.0,0.0,0.0
hsa-miR-1231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,27.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49
hsa-miR-1236-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-124-3p,0.0,0.0,11.66,61.92,46.99,0.47,14.17,0.0,56.4,1.08,0.0,14.79,31.02,0.42,0.0,44.07,32.49,0.0,50.13,34.05,13.5,72.26,39.34,0.0,0.0,0.0,16.03,157.36,404.79,407.43,902.59,542.65,1156.33,1383.72,1782.36,1373.65,1335.86,851.75,200.62,218.05,107.01,207.82,239.84,104.73,133.83
hsa-miR-124-5p,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.38,0.0,0.0,0.51,0.0,0.0,0.0,0.51,0.0,0.49,0.0,0.95,2.86,0.52,2.98,1.93,4.57,2.9,0.0,0.38,2.6,0.0,0.0,2.43
hsa-miR-1243,0.0,22.9,0.0,0.0,0.0,0.0,0.0,0.0,19.94,0.0,0.0,0.0,0.0,0.0,0.0,24.89,0.0,0.0,0.0,0.0,16.55,0.0,0.0,0.0,13.16,0.0,0.0,4.34,3.06,4.43,3.95,5.63,4.76,6.19,8.89,5.95,1.93,3.05,1.45,1.92,1.15,4.69,3.21,2.96,2.92
hsa-miR-1244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1246,16.77,18.83,27.06,19.43,23.27,9.01,17.61,12.18,11.39,14.04,10.51,23.35,9.82,8.24,12.63,20.22,34.05,3.94,33.03,5.76,62.27,23.2,30.06,32.1,7.59,30.71,45.36,4.34,7.66,7.39,57.31,3.38,53.36,36.16,36.61,65.85,18.82,3.56,23.69,15.0,9.59,3.65,1.38,1.27,4.38
hsa-miR-1247-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.49
hsa-miR-1247-5p,0.0,1.02,0.0,0.9,0.0,0.0,0.0,1.16,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.56,0.0,0.0,0.0,0.38,0.74,0.0,0.0,0.41,0.78,0.48,1.02,0.99,3.46,0.0,7.62,2.86,1.57,2.6,1.93,1.02,0.48,1.15,1.15,0.0,0.0,0.42,0.49
hsa-miR-1248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.51,0.49,0.0,1.69,0.0,0.0,0.0,0.0,0.48,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1249-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1249-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1250-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1251-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0
hsa-miR-1251-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1252-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,1.13,1.91,1.9,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.46,0.0,0.49
