miRNA,SRR8839813,SRR8839814,SRR8839815,SRR8839816
hsa-let-7a-3p,13.46,0.0,0.0,0.78
hsa-let-7a-5p,20503.58,278.6,1280.87,232.75
hsa-let-7b-3p,7.28,0.0,1.65,0.0
hsa-let-7b-5p,3203.61,110.28,224.24,348.74
hsa-let-7c-3p,2.65,0.0,0.0,0.0
hsa-let-7c-5p,2449.55,220.56,233.34,32.27
hsa-let-7d-3p,81.65,5.8,20.69,7.82
hsa-let-7d-5p,305.86,29.02,19.86,21.12
hsa-let-7e-3p,6.4,0.0,0.0,0.0
hsa-let-7e-5p,548.61,23.22,17.38,17.6
hsa-let-7f-1-3p,2.87,0.0,0.0,3.91
hsa-let-7f-2-3p,0.22,0.0,0.0,0.0
hsa-let-7f-5p,23047.8,650.07,2156.3,466.87
hsa-let-7g-5p,7297.44,348.25,713.25,266.2
hsa-let-7i-3p,0.22,0.0,0.0,0.0
hsa-let-7i-5p,2352.23,859.02,623.06,599.48
hsa-miR-1-3p,47.89,0.0,42.2,75.11
hsa-miR-100-5p,4228.22,429.51,386.41,287.13
hsa-miR-101-2-5p,0.44,0.0,0.0,0.0
hsa-miR-101-3p,1393.81,98.67,140.66,40.88
hsa-miR-101-5p,0.22,0.0,0.0,0.0
hsa-miR-10394-3p,0.22,0.0,0.0,1.17
hsa-miR-10395-3p,0.22,0.0,0.0,0.0
hsa-miR-10396a-3p,0.0,0.0,0.0,0.98
hsa-miR-10399-3p,3.75,0.0,0.0,0.0
hsa-miR-10399-5p,0.22,0.0,0.83,0.0
hsa-miR-103a-1-5p,0.22,0.0,0.0,0.0
hsa-miR-103a-2-5p,1.77,0.0,0.0,0.0
hsa-miR-103a-3p,1330.7,179.93,199.41,88.41
hsa-miR-10400-5p,0.0,0.0,0.0,0.2
hsa-miR-10401-3p,0.88,0.0,0.0,1.17
hsa-miR-10401-5p,0.0,0.0,0.83,0.0
hsa-miR-105-5p,0.44,0.0,0.0,2.35
hsa-miR-106a-3p,0.88,0.0,0.0,0.0
hsa-miR-106a-5p,45.68,0.0,3.31,0.0
hsa-miR-106b-3p,99.75,23.22,19.86,11.74
hsa-miR-106b-5p,28.47,5.8,0.83,0.59
hsa-miR-107,39.5,0.0,1.65,4.3
hsa-miR-10a-3p,47.23,0.0,5.79,0.0
hsa-miR-10a-5p,23727.71,145.1,8474.63,197.74
hsa-miR-10b-3p,53.63,0.0,7.45,1.17
hsa-miR-10b-5p,54621.11,301.82,14212.08,740.11
hsa-miR-11400,0.22,0.0,0.0,0.0
hsa-miR-11401,0.22,0.0,0.0,0.0
hsa-miR-1180-3p,20.74,5.8,1.65,9.98
hsa-miR-12129,0.0,0.0,0.0,2.74
hsa-miR-12136,9.93,0.0,2.48,0.0
hsa-miR-122-5p,19.64,644.26,3.31,105.03
hsa-miR-1226-3p,0.22,0.0,0.0,0.0
hsa-miR-1226-5p,0.22,0.0,0.0,0.0
hsa-miR-1229-3p,0.44,0.0,0.0,0.0
hsa-miR-1229-5p,0.22,0.0,0.0,0.2
hsa-miR-122b-5p,0.44,0.0,0.0,0.0
hsa-miR-124-3p,1.54,0.0,3.31,0.0
hsa-miR-124-5p,0.66,5.8,1.65,0.0
hsa-miR-1245b-3p,0.22,0.0,0.0,0.0
hsa-miR-1246,39.28,133.5,371.52,5.48
hsa-miR-1248,0.0,0.0,0.0,1.37
hsa-miR-1249-3p,0.88,0.0,0.0,0.0
hsa-miR-1250-5p,0.22,0.0,0.0,0.0
hsa-miR-1251-5p,1.99,0.0,0.0,0.0
hsa-miR-1255a,1.1,0.0,0.0,0.0
hsa-miR-125a-3p,10.59,0.0,0.83,0.0
hsa-miR-125a-5p,407.82,75.45,583.34,24.45
hsa-miR-125b-1-3p,3.75,5.8,0.0,7.04
hsa-miR-125b-2-3p,3.53,0.0,0.83,0.0
hsa-miR-125b-5p,533.38,261.19,97.64,23.67
hsa-miR-126-3p,52.08,1079.58,158.04,64.94
hsa-miR-126-5p,1.54,34.83,4.14,2.15
hsa-miR-1260b,7.94,0.0,0.0,0.0
hsa-miR-1262,0.44,0.0,3.31,0.0
hsa-miR-1263,0.22,0.0,0.0,0.0
hsa-miR-1266-5p,0.22,0.0,0.0,0.0
hsa-miR-1268a,4.41,0.0,0.0,0.0
hsa-miR-1268b,0.22,0.0,4.14,0.2
hsa-miR-1269a,2.21,0.0,0.0,0.0
hsa-miR-1269b,2.87,0.0,0.83,0.0
hsa-miR-127-3p,6.84,110.28,12.41,16.43
hsa-miR-127-5p,0.22,0.0,0.83,0.0
hsa-miR-1270,0.88,0.0,0.0,0.0
hsa-miR-1271-5p,3.09,0.0,0.0,0.0
hsa-miR-1273h-5p,0.44,0.0,1.65,11.54
hsa-miR-1275,1.32,0.0,0.0,0.0
hsa-miR-128-1-5p,0.44,0.0,0.0,0.0
hsa-miR-128-2-5p,0.22,0.0,0.0,0.0
hsa-miR-128-3p,126.23,249.58,117.5,69.43
hsa-miR-1283,0.22,0.0,0.0,0.0
hsa-miR-1284,0.22,0.0,0.0,0.0
hsa-miR-1285-3p,0.22,0.0,0.0,0.0
hsa-miR-1285-5p,1.99,0.0,4.14,25.04
hsa-miR-1287-5p,1.99,0.0,0.0,0.0
hsa-miR-1288-3p,0.22,0.0,0.0,0.0
hsa-miR-129-1-3p,2.21,0.0,0.0,0.0
hsa-miR-129-2-3p,0.0,11.61,1.65,0.0
hsa-miR-129-5p,9.71,40.63,10.76,5.28
hsa-miR-1290,0.0,0.0,0.83,0.0
hsa-miR-1291,0.44,0.0,0.0,1.56
hsa-miR-1292-5p,0.44,0.0,0.0,0.0
hsa-miR-1294,0.22,0.0,0.0,0.0
hsa-miR-1296-3p,0.22,0.0,0.0,0.0
hsa-miR-1296-5p,6.84,0.0,0.0,0.0
hsa-miR-1298-5p,0.44,5.8,0.83,0.0
hsa-miR-1299,39.94,0.0,0.0,1.37
hsa-miR-1301-3p,4.63,0.0,1.65,2.35
hsa-miR-1303,4.85,0.0,1.65,0.59
hsa-miR-1304-3p,0.0,0.0,0.0,0.98
hsa-miR-1306-3p,0.44,0.0,0.0,0.0
hsa-miR-1306-5p,1.54,0.0,0.0,0.0
hsa-miR-1307-3p,108.35,23.22,54.61,56.33
hsa-miR-1307-5p,5.08,0.0,0.83,0.0
hsa-miR-130a-3p,5.3,0.0,0.0,0.0
hsa-miR-130b-3p,0.22,5.8,0.0,0.0
hsa-miR-130b-5p,1.99,11.61,0.83,3.72
hsa-miR-132-3p,5.52,5.8,2.48,0.98
hsa-miR-132-5p,1.99,0.0,0.0,3.52
hsa-miR-133a-3p,11.7,0.0,0.83,0.98
hsa-miR-133b,0.88,0.0,0.0,0.0
hsa-miR-134-5p,1.1,0.0,0.83,3.33
hsa-miR-135a-2-3p,92.91,5.8,2.48,0.0
hsa-miR-135a-5p,98.2,5.8,3.31,0.0
hsa-miR-135b-3p,0.44,0.0,0.0,0.0
hsa-miR-135b-5p,21.85,0.0,5.79,0.0
hsa-miR-136-3p,1.1,17.41,0.83,0.0
hsa-miR-136-5p,0.44,0.0,0.0,0.0
hsa-miR-137-3p,0.22,5.8,0.0,0.0
hsa-miR-138-5p,1.1,0.0,0.0,0.0
hsa-miR-139-3p,0.0,0.0,0.83,0.0
hsa-miR-139-5p,2.21,0.0,1.65,0.2
hsa-miR-140-3p,669.1,29.02,71.99,28.36
hsa-miR-140-5p,24.27,0.0,2.48,2.35
hsa-miR-141-3p,91.14,0.0,9.1,1.37
hsa-miR-141-5p,8.39,0.0,0.0,0.0
hsa-miR-142-3p,0.44,5.8,3.31,14.86
hsa-miR-142-5p,3.53,5.8,0.0,24.06
