miRNA,SRR1917326,SRR1917327,SRR1917328,SRR1917332,SRR1917333,SRR1917334,SRR1917338,SRR1917339,SRR1917340
hsa-miR-1243,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1244,0.12,0.48,0.0,0.0,0.0,2.29,1.54,1.09,1.47
hsa-miR-1246,222.82,233.41,466.52,430.01,277.47,852.31,97.79,281.26,605.49
hsa-miR-1247-3p,0.12,0.0,0.17,0.0,0.0,0.18,0.0,0.0,0.0
hsa-miR-1247-5p,9.53,5.48,4.23,2.2,0.61,1.94,3.08,0.65,1.89
hsa-miR-1248,1.93,1.69,5.24,2.48,1.83,6.16,0.66,2.83,4.21
hsa-miR-1249-3p,1.33,0.48,0.0,0.83,0.0,0.0,0.22,0.65,0.21
hsa-miR-1250-5p,0.24,0.08,1.01,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1255a,0.72,0.89,0.0,0.28,1.52,0.18,0.0,0.22,0.42
hsa-miR-1255b-5p,0.36,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1256,0.12,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-125a-3p,1.93,1.21,0.34,0.0,0.0,0.0,0.66,0.87,0.42
hsa-miR-125a-5p,3.14,10.97,8.37,0.0,0.0,0.88,4.85,2.62,5.68
hsa-miR-125b-1-3p,6.64,9.76,0.59,0.0,0.0,0.0,0.66,0.87,0.42
hsa-miR-125b-5p,20.03,63.78,1.27,0.0,0.0,0.53,2.42,0.44,3.37
hsa-miR-126-3p,14.24,15.08,2.87,10.46,8.52,10.73,1.32,1.96,2.74
hsa-miR-126-5p,5.79,1.05,0.0,0.28,0.0,0.7,0.0,0.0,0.0
hsa-miR-1260b,1.93,2.74,0.25,0.0,0.91,0.53,0.66,0.22,2.1
hsa-miR-1262,3.14,2.66,2.79,2.48,1.83,3.69,2.2,0.87,2.32
hsa-miR-1263,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0
hsa-miR-1266-5p,4.46,2.42,1.77,1.1,0.61,1.94,1.54,0.65,5.68
hsa-miR-1268a,0.0,4.6,0.17,0.83,0.61,0.0,1.98,0.0,0.42
hsa-miR-1268b,2.41,0.48,0.76,0.83,0.91,2.46,0.0,2.18,0.21
hsa-miR-1269b,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-127-3p,0.24,0.81,0.25,0.0,0.0,0.0,0.0,0.0,0.42
hsa-miR-1271-5p,0.0,0.08,0.0,0.55,0.0,0.0,0.0,0.0,0.0
hsa-miR-1272,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1273c,1.45,1.29,0.0,0.28,0.0,0.35,0.0,0.0,0.0
hsa-miR-1273h-5p,0.0,0.0,0.08,0.0,0.0,0.0,0.22,0.0,0.0
hsa-miR-1275,38.6,2.5,0.0,6.88,2.74,1.76,4.4,1.53,2.1
hsa-miR-1276,1.45,0.89,1.27,0.0,0.3,1.06,0.66,0.0,0.63
hsa-miR-1278,0.84,1.53,2.87,0.55,0.3,1.06,0.0,0.22,0.42
hsa-miR-128-1-5p,0.24,0.89,0.0,0.55,0.0,0.88,0.22,1.53,1.26
hsa-miR-128-3p,474.59,569.22,426.46,130.49,69.06,235.07,164.52,78.93,162.48
hsa-miR-1283,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1284,0.0,0.08,0.0,0.0,0.0,0.7,0.66,0.44,0.0
hsa-miR-1285-3p,2.65,1.77,1.94,0.55,0.61,0.35,0.22,0.0,0.0
hsa-miR-1285-5p,2.53,1.37,1.44,1.1,1.22,1.23,0.22,0.87,1.05
hsa-miR-1286,0.84,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.84
hsa-miR-1287-3p,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.42
hsa-miR-1287-5p,18.58,7.26,0.76,1.1,0.3,2.11,0.66,0.87,1.05
hsa-miR-1288-3p,0.6,0.32,0.0,0.0,0.3,0.0,0.22,0.0,0.63
hsa-miR-1289,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0
hsa-miR-129-1-3p,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-129-5p,0.0,0.65,0.59,0.28,0.0,0.18,0.0,0.22,0.0
hsa-miR-1290,0.12,0.08,0.17,0.0,0.91,0.88,0.0,0.22,0.21
hsa-miR-1291,13.27,5.16,0.93,16.52,8.52,13.55,3.3,7.19,7.79
hsa-miR-1292-3p,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1292-5p,5.91,4.19,4.14,1.65,1.83,2.46,1.54,0.87,1.47
hsa-miR-1293,2.17,1.94,0.76,0.0,0.0,0.7,0.22,1.31,2.32
hsa-miR-1294,0.36,0.4,0.0,0.0,0.0,0.53,0.22,0.0,0.21
hsa-miR-1295a,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1296-3p,0.48,0.4,0.0,0.28,0.0,0.18,0.0,0.22,0.0
hsa-miR-1296-5p,15.44,13.06,3.38,1.65,0.91,6.33,5.51,0.87,3.16
hsa-miR-1297,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1298-5p,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1299,0.36,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.21
hsa-miR-1301-3p,12.18,24.67,3.55,1.65,7.61,10.56,8.81,2.83,7.37
hsa-miR-1303,3.38,7.9,2.28,0.55,0.61,3.34,4.4,1.31,3.58
hsa-miR-1304-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21
hsa-miR-1304-5p,11.22,10.32,1.27,0.83,1.52,1.23,2.64,0.65,2.32
hsa-miR-1306-3p,0.24,0.56,0.59,1.1,0.61,1.06,0.44,0.0,0.0
hsa-miR-1306-5p,0.12,0.08,0.42,0.0,0.0,0.18,0.0,0.44,0.0
hsa-miR-1307-3p,95.79,170.6,146.46,25.05,26.77,41.88,117.61,32.05,49.88
hsa-miR-1307-5p,45.48,9.59,7.27,13.21,2.74,9.15,18.5,5.89,3.37
hsa-miR-130b-3p,165.27,21.53,5.92,7.16,3.65,1.06,2.64,1.74,4.21
hsa-miR-130b-5p,3.02,6.69,13.44,0.83,0.61,0.88,8.15,5.45,4.84
hsa-miR-132-3p,52.84,13.46,3.55,3.85,1.52,1.58,1.98,0.87,2.74
hsa-miR-132-5p,2.65,3.06,2.62,0.0,0.0,1.06,0.66,0.0,0.21
hsa-miR-1323,1.57,1.13,0.0,0.0,0.0,0.0,3.08,0.0,1.47
hsa-miR-133a-3p,0.24,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-134-5p,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.21
hsa-miR-1343-3p,0.24,0.24,0.0,0.28,0.0,0.18,1.32,0.65,0.21
hsa-miR-1343-5p,0.12,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.21
hsa-miR-135a-2-3p,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0
hsa-miR-135a-3p,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-135a-5p,0.0,0.0,0.0,0.28,0.0,0.18,0.0,0.0,0.0
hsa-miR-135b-3p,0.36,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-135b-5p,1.21,2.5,0.0,0.0,0.0,0.18,0.0,0.0,0.0
hsa-miR-138-2-3p,0.24,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-139-3p,3.14,4.52,0.0,0.28,0.3,0.18,1.32,0.0,0.21
hsa-miR-139-5p,205.21,131.82,8.79,3.85,4.26,16.36,11.45,5.45,13.47
hsa-miR-140-3p,488.83,120.46,109.28,369.17,165.81,244.04,87.21,81.76,134.91
hsa-miR-140-5p,13.87,9.35,3.97,3.3,2.13,4.57,0.66,1.53,0.84
hsa-miR-141-3p,36.79,12.26,2.96,9.08,2.74,7.74,3.52,0.87,5.68
hsa-miR-141-5p,3.38,2.1,1.61,0.55,1.22,1.23,1.1,0.0,0.21
hsa-miR-142-3p,0.36,0.73,0.51,0.0,0.0,0.53,0.0,0.0,0.0
hsa-miR-142-5p,8.2,4.03,0.76,1.1,2.74,1.23,0.22,1.53,0.42
hsa-miR-143-3p,1.57,1.94,0.0,1.38,0.91,2.64,1.32,0.87,1.68
hsa-miR-144-5p,0.12,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.21
hsa-miR-145-3p,0.12,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-145-5p,1.09,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1468-5p,0.48,0.08,0.0,0.0,0.61,0.0,0.0,0.65,0.21
hsa-miR-146a-3p,0.24,0.08,0.0,0.28,0.0,0.18,0.0,0.0,0.0
hsa-miR-146a-5p,50.55,13.79,2.7,40.47,21.6,24.46,5.73,4.14,4.84
hsa-miR-146b-3p,0.36,0.48,0.0,0.28,0.3,0.18,0.22,0.0,1.05
hsa-miR-146b-5p,47.05,32.49,22.4,178.12,130.52,153.25,21.14,20.06,22.1
hsa-miR-147b-3p,2.9,0.89,1.1,3.85,0.91,2.99,0.66,1.09,3.58
hsa-miR-147b-5p,0.0,0.16,0.0,0.55,0.3,0.0,0.0,0.22,0.21
hsa-miR-148a-3p,2099.11,430.87,394.09,7390.04,3217.99,4674.86,1013.98,1599.03,2457.13
hsa-miR-148a-5p,22.68,7.66,11.92,28.36,12.78,28.86,10.35,5.89,12.21
hsa-miR-148b-3p,168.89,74.34,10.82,85.07,37.12,56.83,24.67,50.8,75.77
hsa-miR-148b-5p,23.52,4.84,0.59,1.38,1.52,1.06,0.66,0.87,1.89
hsa-miR-149-3p,0.0,0.4,0.0,0.28,0.0,0.0,0.0,0.0,0.0
hsa-miR-149-5p,25.33,13.71,5.32,3.3,1.83,3.17,6.17,4.8,7.37
hsa-miR-150-5p,0.24,0.56,0.0,0.0,0.0,0.53,0.88,0.0,0.63
hsa-miR-151a-3p,876.92,810.94,190.83,845.71,674.2,1048.85,838.89,603.51,1777.76
hsa-miR-151a-5p,387.73,122.39,2.2,6.33,5.48,28.33,5.95,2.18,30.52
hsa-miR-151b,11.1,13.79,1.18,0.83,1.22,0.53,0.0,0.65,0.21
hsa-miR-152-3p,61.04,31.2,7.35,19.55,11.26,26.04,5.73,12.43,33.88
hsa-miR-152-5p,0.48,0.32,0.0,0.0,0.3,0.0,0.0,0.65,0.0
hsa-miR-153-3p,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1538,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-155-5p,3.26,3.23,0.93,1.93,0.61,2.82,0.66,0.22,3.37
hsa-miR-15a-3p,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0
hsa-miR-15a-5p,27.02,1.37,0.0,0.0,0.0,0.35,0.22,0.0,0.42
hsa-miR-15b-3p,30.16,30.8,2.87,4.68,4.56,4.93,1.54,1.09,1.68
hsa-miR-15b-5p,18.82,13.87,0.59,0.83,1.52,2.64,0.0,1.96,2.53
hsa-miR-16-1-3p,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-16-2-3p,81.79,83.13,31.27,9.64,17.04,23.23,18.72,10.03,13.47
hsa-miR-16-5p,368.19,101.67,4.82,26.98,10.95,25.69,12.11,5.01,23.36
hsa-miR-17-3p,2.9,0.65,0.0,0.0,0.0,0.53,0.0,0.0,0.0
hsa-miR-17-5p,112.43,82.4,11.75,13.49,5.48,15.66,5.29,9.16,13.68
hsa-miR-181a-2-3p,1.45,3.06,10.31,2.2,1.83,4.4,6.61,3.92,10.31
hsa-miR-181a-3p,11.34,10.16,4.31,12.39,5.78,10.38,5.29,1.53,8.63
hsa-miR-181a-5p,880.3,411.19,22.4,95.25,54.46,100.12,36.34,18.1,59.14
hsa-miR-181b-2-3p,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0
hsa-miR-181b-3p,0.12,0.4,0.08,1.1,0.61,2.11,1.1,0.44,1.26
hsa-miR-181b-5p,451.19,250.99,23.66,69.93,36.51,62.29,47.35,20.28,55.35
hsa-miR-181c-3p,1.57,0.08,0.08,0.0,0.0,0.18,0.22,0.44,0.0
hsa-miR-181c-5p,5.19,0.16,0.0,0.0,0.0,0.18,0.66,0.0,0.0
hsa-miR-181d-5p,3.62,1.69,0.0,2.2,0.61,0.88,0.22,0.0,0.21
hsa-miR-182-3p,1.21,0.32,0.0,1.1,0.3,0.7,0.0,0.0,0.42
hsa-miR-182-5p,2891.34,1003.15,268.42,1153.76,714.36,1269.49,486.95,704.24,1550.04
hsa-miR-1827,0.12,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-183-3p,2.77,1.77,0.59,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-183-5p,3005.1,1030.8,390.04,852.04,532.12,934.65,555.22,777.93,1461.44
hsa-miR-184,0.48,0.65,0.68,0.28,1.52,1.58,1.1,0.0,0.21
hsa-miR-1843,9.77,3.87,0.0,1.1,2.74,1.94,3.74,3.27,4.0
hsa-miR-185-3p,6.39,5.81,0.68,1.93,1.52,1.23,2.2,3.92,5.68
hsa-miR-185-5p,128.48,66.68,10.14,9.64,5.78,22.17,3.74,4.58,13.47
hsa-miR-186-5p,316.92,155.21,4.65,16.79,15.52,35.01,26.87,13.95,33.04
hsa-miR-187-3p,0.12,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0
hsa-miR-188-5p,3.26,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-18a-3p,2.77,3.87,1.27,1.38,0.0,1.23,0.44,0.87,0.63
hsa-miR-18a-5p,3.74,1.53,0.42,0.28,0.0,0.35,0.0,0.0,0.0
hsa-miR-18b-5p,0.24,0.0,0.0,0.0,0.91,0.0,0.0,0.0,0.0
hsa-miR-1908-5p,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1909-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0
hsa-miR-190a-5p,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-190b-5p,3.5,1.69,0.0,2.48,1.83,6.33,0.44,0.0,0.63
hsa-miR-191-3p,2.9,4.35,1.52,0.0,0.61,0.0,1.76,0.22,1.47
hsa-miR-191-5p,2827.76,2150.38,1322.91,364.77,263.17,617.41,403.04,225.66,393.77
hsa-miR-1910-3p,0.12,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1910-5p,0.12,1.37,0.0,0.0,0.0,0.0,0.22,0.0,0.0
hsa-miR-1914-3p,0.24,0.0,0.34,0.0,0.0,0.18,0.0,0.0,0.0
hsa-miR-1914-5p,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.42
hsa-miR-1915-5p,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-192-3p,0.0,0.24,0.0,0.0,0.0,0.0,0.66,0.0,0.0
hsa-miR-192-5p,1248.85,387.41,258.36,350.73,147.86,291.73,116.95,119.92,214.04
hsa-miR-193a-3p,1.21,0.24,0.0,0.28,0.0,0.0,0.0,0.0,0.0
hsa-miR-193a-5p,3.86,4.19,2.2,2.2,1.52,2.46,2.64,0.22,0.21
hsa-miR-193b-3p,65.39,40.72,4.39,6.61,3.65,5.81,2.42,1.53,2.32
hsa-miR-193b-5p,2.29,2.02,0.85,0.0,0.61,1.41,2.2,0.22,0.42
hsa-miR-194-3p,0.24,1.37,0.0,1.38,0.3,0.53,1.32,0.87,0.42
hsa-miR-194-5p,95.79,94.33,2.96,7.16,8.21,10.03,5.07,4.14,8.42
hsa-miR-195-3p,0.24,0.0,0.0,0.0,0.0,0.35,0.22,0.0,0.63
hsa-miR-195-5p,0.12,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.21
hsa-miR-196a-1-3p,1.21,1.29,0.0,0.0,0.0,0.0,0.44,0.22,0.42
hsa-miR-196a-5p,259.01,179.96,18.85,36.61,28.6,73.55,35.24,17.44,38.72
hsa-miR-196b-3p,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-196b-5p,92.77,81.92,0.25,13.76,5.17,16.54,5.51,8.72,15.15
hsa-miR-197-3p,23.89,17.33,11.66,4.13,1.83,2.29,6.17,5.01,5.89
hsa-miR-197-5p,1.21,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.21
hsa-miR-1976,0.24,0.48,0.0,0.28,0.0,0.0,0.0,0.0,0.0
hsa-miR-199a-3p,0.24,0.24,0.0,0.28,0.0,0.0,0.0,0.0,0.0
hsa-miR-199a-5p,0.24,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-199b-3p,0.24,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0
hsa-miR-199b-5p,0.12,0.16,0.0,0.28,0.0,0.0,0.0,0.0,0.0
hsa-miR-19a-3p,2.17,0.65,1.18,0.28,0.0,0.0,0.44,0.22,0.0
hsa-miR-19b-3p,18.82,5.97,7.35,6.33,1.22,1.41,0.44,1.31,0.0
hsa-miR-200a-3p,1026.39,441.19,64.57,256.85,108.62,183.69,84.35,63.01,119.96
hsa-miR-200a-5p,142.96,89.17,97.28,61.39,40.46,122.29,112.76,123.19,259.71
hsa-miR-200b-3p,1833.82,2420.31,623.38,1028.5,764.26,1842.39,902.98,557.07,1514.26
hsa-miR-200b-5p,23.89,37.81,20.2,5.23,7.3,17.42,28.63,9.59,24.62
hsa-miR-200c-3p,1533.92,3320.34,779.4,452.31,453.93,1173.95,888.44,402.92,853.0
hsa-miR-200c-5p,2.05,2.02,0.0,0.0,0.3,0.18,0.44,0.0,0.0
hsa-miR-203a-3p,79.26,48.94,68.12,65.8,39.86,46.98,16.3,27.91,22.52
hsa-miR-203a-5p,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-203b-3p,0.36,0.81,0.42,3.3,0.61,0.0,0.0,0.22,0.21
hsa-miR-204-3p,0.0,0.08,0.51,0.0,0.3,0.7,0.0,0.0,0.0
hsa-miR-204-5p,0.0,0.24,0.17,0.0,0.0,0.35,0.66,0.22,0.0
hsa-miR-205-5p,0.36,0.08,0.42,0.0,0.0,0.0,0.0,0.44,0.0
hsa-miR-206,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-20a-3p,0.12,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0
hsa-miR-20a-5p,141.03,78.61,32.45,29.46,11.87,20.23,9.25,6.76,14.94
hsa-miR-21-3p,51.27,16.61,1.18,6.61,4.87,8.45,1.98,2.18,8.42
hsa-miR-21-5p,7489.59,6675.51,897.21,2949.79,2102.63,4965.18,1822.92,1293.79,3795.02
hsa-miR-210-3p,16.17,12.9,0.68,2.48,0.91,2.82,0.22,0.0,1.47
hsa-miR-210-5p,0.36,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0
hsa-miR-2110,7.72,10.8,7.27,1.65,2.74,3.69,7.93,4.14,6.95
hsa-miR-2115-3p,0.0,0.08,0.0,0.0,0.0,0.35,0.0,0.0,0.0
hsa-miR-2116-3p,1.09,1.61,1.35,0.0,0.0,0.18,0.0,0.0,0.21
hsa-miR-212-3p,3.74,1.37,0.51,0.28,0.61,0.0,0.22,0.22,0.21
hsa-miR-212-5p,2.9,3.39,0.59,1.93,0.61,2.11,1.32,1.96,1.26
hsa-miR-214-3p,0.0,0.08,0.59,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-215-3p,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-215-5p,22.32,5.0,10.23,21.47,2.74,13.9,2.42,4.58,6.52
hsa-miR-216b-5p,0.0,0.16,0.08,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-219a-1-3p,2.17,1.53,4.73,3.85,1.22,2.99,2.2,1.53,1.89
hsa-miR-219b-5p,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-22-3p,4251.78,1066.6,333.92,115.62,66.33,130.73,81.71,53.85,102.49
hsa-miR-22-5p,14.72,12.66,1.86,0.83,1.22,2.64,0.44,0.22,0.21
hsa-miR-221-3p,3228.4,1619.61,29.41,119.48,114.7,206.04,128.18,95.28,203.94
hsa-miR-221-5p,37.64,34.27,3.21,13.21,11.56,17.6,13.43,4.36,17.68
hsa-miR-222-3p,1133.52,1267.12,40.4,59.74,75.45,212.73,279.48,195.35,309.38
hsa-miR-222-5p,11.94,9.19,0.0,1.38,1.52,1.58,1.1,1.53,3.79
hsa-miR-223-3p,0.36,0.73,0.0,0.28,0.61,0.0,0.22,0.0,0.0
hsa-miR-223-5p,0.0,0.32,0.0,0.0,0.0,0.0,0.22,0.0,0.21
hsa-miR-224-3p,0.36,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0
