miRNA,SRR13058034,SRR13058035,SRR13058036,SRR13058037,SRR13058038,SRR13058039,SRR13058040,SRR13058041,SRR13058042,SRR13058043,SRR13058044,SRR13058045,SRR13058046,SRR13058047,SRR13058048,SRR13058049,SRR13058050,SRR13058051,SRR13058052,SRR13058053,SRR13058054,SRR13058055,SRR13058056,SRR13058057,SRR13058058,SRR13058059,SRR13058060,SRR13058061,SRR13058062,SRR13058063
hsa-miR-10395-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10396b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.35,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10399-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.16,0.0,0.0,0.0
hsa-miR-103a-3p,235.11,67.99,198.01,106.55,1051.97,1111.82,971.63,1309.0,207.96,61.23,67.61,131.91,519.9,155.67,580.4,101.19,1891.13,1018.46,425.14,779.7,570.24,165.44,223.47,123.84,97.14,101.47,188.53,43.09,751.65,107.6
hsa-miR-105-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10526-3p,0.0,0.0,0.0,0.0,0.0,0.0,3.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,2.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10527-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-106b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.0
hsa-miR-106b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.16,0.0,0.0,0.0
hsa-miR-107,3.22,0.0,0.0,0.0,17.7,22.39,9.17,17.82,0.0,4.37,0.0,0.0,4.88,2.64,14.03,2.25,25.38,19.73,0.0,10.61,12.59,0.0,3.15,2.43,1.83,4.83,2.33,0.0,20.28,0.0
hsa-miR-10a-3p,0.0,2.72,0.0,0.0,0.0,0.0,3.06,9.9,0.0,2.92,0.0,0.0,0.0,10.55,0.0,2.25,0.0,2.47,0.0,7.96,0.0,4.73,0.0,4.86,3.67,8.05,10.47,1.66,2.9,5.25
hsa-miR-10a-5p,74.08,19.04,61.88,53.27,209.89,320.86,250.55,334.68,63.73,48.11,42.26,49.47,104.96,65.96,113.98,20.24,208.51,184.95,84.53,169.73,122.32,82.72,51.93,63.13,42.16,51.54,58.19,19.06,149.17,68.24
hsa-miR-10b-3p,0.0,0.0,0.0,0.0,0.0,3.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,0.0,1.83,0.0,0.0,0.0,1.45,0.0
hsa-miR-10b-5p,3.22,0.0,0.0,0.0,2.53,11.19,0.0,7.92,0.0,0.0,0.0,0.0,2.44,0.0,1.75,0.0,3.63,0.0,0.0,0.0,0.0,0.0,3.15,0.0,1.83,0.0,1.16,1.66,0.0,0.0
hsa-miR-1178-5p,3.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1179,0.0,0.0,0.0,0.0,2.53,0.0,0.0,0.0,0.0,1.46,0.0,4.12,0.0,0.0,1.75,0.0,1.81,0.0,0.0,2.65,0.0,2.36,0.0,0.0,0.0,3.22,0.0,0.83,0.0,0.0
hsa-miR-1181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12114,0.0,0.0,0.0,0.0,2.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12136,9.66,0.0,0.0,0.0,2.53,18.65,18.33,3.96,6.71,0.0,0.0,4.12,2.44,0.0,3.51,0.0,12.69,4.93,9.94,5.3,16.19,0.0,6.29,2.43,0.0,1.61,1.16,0.0,0.0,2.62
hsa-miR-122-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.86,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1228-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-122b-5p,0.0,2.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-124-3p,0.0,0.0,0.0,0.0,2.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1243,0.0,0.0,0.0,0.0,2.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.47,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1246,0.0,0.0,0.0,0.0,0.0,0.0,3.06,3.96,3.35,0.0,4.23,0.0,0.0,2.64,0.0,0.0,0.0,0.0,0.0,0.0,1.8,2.36,1.57,0.0,3.67,0.0,2.33,0.83,0.0,0.0
hsa-miR-1248,0.0,0.0,0.0,0.0,0.0,0.0,3.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.81,0.0,4.97,0.0,1.8,0.0,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1255b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.0
hsa-miR-125a-5p,6.44,16.32,20.63,43.87,42.99,44.77,88.61,85.15,16.77,32.07,0.0,28.86,29.29,55.41,12.27,40.47,54.39,93.71,52.21,82.21,34.18,70.9,17.31,26.71,43.99,59.59,64.01,10.77,82.55,55.11
hsa-miR-125b-1-3p,0.0,0.0,0.0,3.13,0.0,0.0,0.0,1.98,0.0,0.0,0.0,0.0,0.0,2.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-125b-5p,99.84,168.61,127.88,282.04,237.7,499.95,516.37,433.69,107.33,170.56,50.71,234.97,241.64,195.25,161.32,175.39,420.65,557.32,288.4,352.72,242.85,399.41,138.49,335.09,247.43,351.12,328.18,118.48,673.44,608.88
hsa-miR-126-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1260a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,1.81,4.93,0.0,0.0,0.0,0.0,1.57,0.0,1.83,0.0,1.16,0.0,0.0,0.0
hsa-miR-1260b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1269a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-127-3p,35.43,67.99,41.25,87.75,55.63,93.27,70.28,97.04,30.19,43.73,33.81,119.55,78.11,118.74,42.08,101.19,85.22,86.31,39.78,84.87,70.16,127.62,53.51,97.13,84.31,140.13,119.87,67.94,120.21,133.85
hsa-miR-1271-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.83,1.61,0.0,0.83,4.34,0.0
hsa-miR-1273h-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-128-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.73,1.57,0.0,0.0,0.0,4.65,0.83,1.45,5.25
hsa-miR-1285-5p,0.0,29.91,4.13,12.54,0.0,0.0,3.06,5.94,3.35,8.75,0.0,12.37,7.32,39.58,7.01,15.74,7.25,7.4,4.97,18.56,3.6,0.0,3.15,4.86,14.66,0.0,4.65,2.49,8.69,0.0
hsa-miR-1287-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-129-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-129-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1291,0.0,0.0,4.13,0.0,0.0,3.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.25
hsa-miR-1296-5p,0.0,0.0,0.0,3.13,5.06,0.0,0.0,0.0,0.0,0.0,0.0,4.12,0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,0.0,0.0,1.61,4.65,0.0,0.0,0.0
hsa-miR-1304-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.98,0.0,0.0,0.0,0.0,2.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.33,0.83,0.0,0.0
hsa-miR-1306-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1307-3p,28.99,70.71,49.5,47.01,65.75,82.08,94.72,101.0,53.67,30.61,46.48,65.96,53.7,60.69,54.36,44.97,74.34,69.05,44.75,61.0,71.95,73.26,39.34,128.69,40.32,38.66,41.89,11.6,65.17,62.99
hsa-miR-1307-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-130a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46,0.0,0.0,0.0,0.0,0.0,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.43,0.0,1.61,0.0,0.83,0.0,0.0
hsa-miR-130b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.16,0.0,0.0,0.0
hsa-miR-130b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-132-3p,0.0,2.72,4.13,3.13,0.0,3.73,0.0,9.9,0.0,2.92,0.0,0.0,2.44,0.0,3.51,2.25,3.63,9.86,0.0,0.0,1.8,0.0,3.15,0.0,1.83,0.0,4.65,0.0,0.0,0.0
hsa-miR-132-5p,3.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-134-5p,6.44,8.16,8.25,9.4,0.0,7.46,0.0,9.9,0.0,5.83,4.23,12.37,2.44,18.47,3.51,8.99,5.44,7.4,0.0,7.96,1.8,9.45,1.57,2.43,7.33,6.44,18.62,1.66,13.03,7.87
hsa-miR-1343-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61,0.0,0.0,0.0,0.0
hsa-miR-135b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-136-3p,0.0,8.16,0.0,0.0,2.53,0.0,3.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.25
hsa-miR-136-5p,25.77,29.91,41.25,25.07,48.05,48.5,82.5,43.57,23.48,29.15,21.13,41.22,26.85,34.3,49.1,15.74,76.15,61.65,47.24,45.08,26.98,37.81,15.74,46.14,38.49,28.99,30.26,2.49,21.72,26.24
hsa-miR-137-5p,0.0,0.0,0.0,0.0,2.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-138-1-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.16,0.0,0.0,0.0
hsa-miR-138-5p,0.0,2.72,0.0,3.13,2.53,0.0,0.0,1.98,0.0,0.0,0.0,0.0,0.0,2.64,0.0,2.25,0.0,7.4,2.49,2.65,5.4,2.36,1.57,2.43,3.67,1.61,0.0,0.0,0.0,0.0
hsa-miR-139-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.45,0.0
hsa-miR-140-3p,3.22,8.16,12.38,34.47,5.06,7.46,6.11,3.96,6.71,8.75,0.0,0.0,4.88,13.19,3.51,17.99,3.63,9.86,2.49,7.96,8.99,16.54,0.0,29.14,12.83,40.27,36.08,15.74,17.38,26.24
hsa-miR-140-5p,3.22,8.16,16.5,6.27,5.06,26.12,12.22,7.92,3.35,1.46,0.0,4.12,17.09,0.0,14.03,2.25,9.07,9.86,4.97,7.96,10.79,7.09,9.44,14.57,1.83,0.0,3.49,3.31,14.48,13.12
hsa-miR-141-3p,0.0,0.0,12.38,0.0,5.06,0.0,0.0,7.92,0.0,0.0,0.0,0.0,0.0,0.0,8.77,0.0,5.44,0.0,4.97,7.96,1.8,0.0,1.57,0.0,0.0,0.0,1.16,0.0,0.0,0.0
hsa-miR-142-3p,0.0,38.07,12.38,28.2,15.17,18.65,24.44,25.74,3.35,10.2,4.23,0.0,12.2,23.75,8.77,29.23,14.51,36.99,12.43,39.78,10.79,9.45,3.15,9.71,49.49,19.33,26.77,4.97,21.72,2.62
hsa-miR-142-5p,0.0,2.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.0
hsa-miR-143-3p,28.99,16.32,16.5,50.14,60.69,33.58,67.22,89.12,3.35,24.78,12.68,41.22,17.09,15.83,26.3,24.73,45.33,61.65,39.78,63.65,12.59,37.81,14.16,58.28,16.5,41.88,34.91,10.77,75.31,62.99
hsa-miR-143-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-144-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.83,0.0,0.0,0.0,2.9,0.0
hsa-miR-145-3p,0.0,0.0,0.0,3.13,0.0,0.0,0.0,0.0,0.0,0.0,4.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49,2.65,5.4,0.0,0.0,2.43,0.0,1.61,0.0,2.49,1.45,5.25
hsa-miR-145-5p,16.1,24.48,16.5,28.2,2.53,26.12,15.28,1.98,6.71,17.49,8.45,32.98,17.09,29.02,10.52,29.23,10.88,17.26,12.43,7.96,12.59,42.54,12.59,21.85,29.33,40.27,29.09,10.77,15.93,28.87
hsa-miR-146a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.81,0.0,0.0,0.0,0.0,0.0,0.0,2.43,1.83,1.61,2.33,0.0,2.9,2.62
hsa-miR-146b-3p,0.0,2.72,16.5,0.0,0.0,0.0,0.0,1.98,3.35,1.46,0.0,0.0,0.0,5.28,0.0,2.25,0.0,4.93,0.0,0.0,0.0,0.0,0.0,2.43,3.67,3.22,3.49,0.83,0.0,5.25
hsa-miR-146b-5p,0.0,0.0,4.13,3.13,2.53,3.73,3.06,0.0,0.0,0.0,0.0,0.0,2.44,0.0,3.51,2.25,1.81,2.47,0.0,2.65,0.0,0.0,0.0,0.0,0.0,3.22,2.33,0.0,0.0,0.0
hsa-miR-147b-5p,0.0,0.0,0.0,0.0,0.0,7.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-148a-3p,3.22,5.44,4.13,0.0,2.53,11.19,9.17,1.98,0.0,4.37,0.0,8.24,0.0,5.28,0.0,2.25,1.81,9.86,2.49,5.3,0.0,0.0,1.57,4.86,7.33,1.61,12.8,0.83,14.48,2.62
hsa-miR-148b-3p,0.0,2.72,8.25,9.4,7.59,0.0,3.06,1.98,0.0,2.92,0.0,4.12,2.44,5.28,1.75,4.5,3.63,7.4,4.97,0.0,3.6,4.73,1.57,0.0,5.5,11.27,6.98,3.31,10.14,2.62
hsa-miR-148b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-149-5p,0.0,2.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-151a-3p,0.0,5.44,4.13,0.0,5.06,3.73,9.17,17.82,3.35,2.92,8.45,8.24,9.76,0.0,3.51,2.25,0.0,9.86,2.49,10.61,5.4,21.27,1.57,9.71,9.16,9.66,10.47,2.49,23.17,15.75
hsa-miR-151a-5p,0.0,0.0,0.0,0.0,2.53,0.0,3.06,0.0,3.35,1.46,0.0,0.0,0.0,0.0,0.0,4.5,1.81,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.34,5.25
hsa-miR-151b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.43,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-152-3p,380.04,1112.27,589.91,1381.99,804.15,925.27,675.25,946.6,345.48,447.53,177.49,824.45,634.62,1118.75,734.71,1090.57,1156.8,1368.63,529.56,936.18,654.79,1117.87,313.17,675.04,1435.11,2266.17,1929.49,779.68,1194.82,1409.35
hsa-miR-154-5p,0.0,0.0,0.0,0.0,0.0,3.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,0.0,0.0,0.0,0.0,0.0,2.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-155-5p,0.0,10.88,4.13,3.13,7.59,3.73,9.17,13.86,0.0,0.0,0.0,4.12,0.0,5.28,3.51,2.25,7.25,0.0,0.0,5.3,0.0,0.0,1.57,0.0,0.0,0.0,0.0,0.0,1.45,0.0
hsa-miR-15a-3p,0.0,0.0,0.0,3.13,0.0,0.0,0.0,1.98,0.0,0.0,0.0,0.0,2.44,0.0,0.0,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.83,0.0,0.0,0.0,0.0
hsa-miR-15a-5p,28.99,8.16,4.13,9.4,70.81,93.27,73.33,95.06,16.77,13.12,12.68,0.0,17.09,5.28,31.56,4.5,65.27,66.58,32.32,37.13,26.98,11.82,11.02,7.28,1.83,14.5,10.47,4.14,31.86,18.37
hsa-miR-15b-3p,0.0,0.0,4.13,0.0,2.53,0.0,0.0,0.0,0.0,1.46,0.0,0.0,4.88,0.0,0.0,6.75,1.81,2.47,0.0,0.0,1.8,0.0,0.0,0.0,5.5,1.61,0.0,0.0,0.0,2.62
hsa-miR-15b-5p,6.44,0.0,0.0,12.54,2.53,7.46,0.0,0.0,3.35,0.0,0.0,8.24,7.32,2.64,3.51,4.5,0.0,4.93,4.97,5.3,0.0,2.36,0.0,2.43,7.33,12.89,2.33,5.8,4.34,5.25
hsa-miR-16-1-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.86,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-16-2-3p,3.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-16-5p,180.36,571.09,235.14,629.88,285.75,462.64,336.1,506.97,107.33,253.65,63.39,387.49,344.16,580.48,340.18,593.63,413.4,485.8,193.92,440.24,224.86,725.55,127.47,383.65,784.45,1129.06,970.56,415.94,635.79,755.85
hsa-miR-17-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.64,0.0,0.0,0.0,0.0,0.0,2.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.62
hsa-miR-181a-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-181a-5p,0.0,0.0,0.0,0.0,2.53,14.92,6.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.0
hsa-miR-181b-2-3p,0.0,0.0,0.0,0.0,0.0,3.73,0.0,0.0,3.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,0.0,0.0,3.22,1.16,0.0,0.0,7.87
hsa-miR-181b-5p,19.32,29.91,4.13,25.07,45.52,33.58,64.16,112.88,6.71,2.92,0.0,8.24,17.09,29.02,26.3,13.49,21.76,14.8,2.49,21.22,16.19,2.36,6.29,4.86,23.83,25.77,22.11,0.0,21.72,15.75
hsa-miR-181d-5p,0.0,8.16,4.13,6.27,5.06,0.0,9.17,7.92,0.0,0.0,0.0,0.0,0.0,7.92,3.51,0.0,0.0,0.0,0.0,0.0,1.8,0.0,1.57,0.0,1.83,4.83,1.16,0.0,0.0,2.62
hsa-miR-182-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
