miRNA,SRR15602382,SRR15602383,SRR15602384
hsa-let-7a-5p,4875.0,7628.0,8347.0
hsa-let-7b-3p,77.0,0.0,0.0
hsa-let-7b-5p,40133.0,53121.0,69009.0
hsa-let-7c-5p,694.0,166.0,482.0
hsa-let-7d-5p,3.0,0.0,1.0
hsa-let-7e-5p,72.0,12.0,13.0
hsa-let-7f-1-3p,0.0,0.0,53.0
hsa-let-7f-5p,637.0,401.0,533.0
hsa-let-7g-5p,58.0,3.0,125.0
hsa-let-7i-5p,50.0,121.0,148.0
hsa-miR-1-3p,73.0,0.0,0.0
hsa-miR-101-3p,1070.0,958.0,2826.0
hsa-miR-10395-3p,0.0,71.0,0.0
hsa-miR-103a-3p,6900.0,7375.0,17094.0
hsa-miR-10526-3p,0.0,0.0,70.0
hsa-miR-106b-3p,0.0,0.0,1.0
hsa-miR-106b-5p,1.0,0.0,0.0
hsa-miR-107,159.0,1.0,220.0
hsa-miR-10a-5p,124.0,0.0,223.0
hsa-miR-1180-3p,0.0,0.0,1.0
hsa-miR-12136,5.0,2.0,3.0
hsa-miR-122-5p,82.0,1.0,247.0
hsa-miR-1226-3p,0.0,1.0,0.0
hsa-miR-1244,0.0,56.0,0.0
hsa-miR-1246,3.0,102.0,8.0
hsa-miR-125a-5p,87.0,45.0,380.0
hsa-miR-125b-5p,119.0,131.0,504.0
hsa-miR-1262,0.0,0.0,1.0
hsa-miR-127-3p,134.0,282.0,704.0
hsa-miR-128-1-5p,0.0,0.0,1.0
hsa-miR-1285-5p,88.0,0.0,0.0
hsa-miR-1289,0.0,2.0,0.0
hsa-miR-1293,1.0,0.0,0.0
hsa-miR-1306-3p,0.0,0.0,1.0
hsa-miR-1306-5p,60.0,1.0,3.0
hsa-miR-1307-3p,2103.0,1719.0,2798.0
hsa-miR-130b-5p,0.0,0.0,1.0
hsa-miR-132-3p,0.0,0.0,124.0
hsa-miR-134-5p,0.0,0.0,79.0
hsa-miR-139-3p,0.0,0.0,192.0
hsa-miR-140-3p,3.0,2.0,7.0
hsa-miR-142-3p,25329.0,29721.0,20506.0
hsa-miR-142-5p,363.0,0.0,632.0
hsa-miR-143-3p,0.0,2.0,1.0
hsa-miR-144-5p,141.0,2.0,382.0
hsa-miR-145-5p,71.0,0.0,0.0
hsa-miR-148a-3p,2.0,1.0,2.0
hsa-miR-148b-3p,0.0,1.0,2.0
hsa-miR-151a-3p,8.0,10.0,145.0
hsa-miR-152-3p,416.0,447.0,870.0
hsa-miR-15a-3p,0.0,0.0,1.0
hsa-miR-15a-5p,80.0,96.0,0.0
hsa-miR-15b-3p,60.0,0.0,0.0
hsa-miR-16-5p,2213.0,1776.0,4707.0
hsa-miR-17-5p,2.0,2.0,4.0
hsa-miR-181a-5p,1.0,0.0,0.0
hsa-miR-181b-5p,262.0,90.0,364.0
hsa-miR-182-5p,2015.0,2867.0,3713.0
hsa-miR-183-5p,2.0,1.0,0.0
hsa-miR-1843,67.0,0.0,0.0
hsa-miR-185-5p,2.0,3.0,5.0
hsa-miR-186-3p,57.0,0.0,0.0
hsa-miR-18a-5p,2.0,1.0,1.0
hsa-miR-18b-5p,0.0,0.0,4.0
hsa-miR-191-5p,93.0,276.0,138.0
hsa-miR-193a-5p,2.0,3.0,7.0
hsa-miR-193b-5p,6.0,10.0,8.0
hsa-miR-194-5p,181.0,0.0,404.0
hsa-miR-195-5p,0.0,210.0,0.0
hsa-miR-196a-5p,9200.0,6404.0,12912.0
hsa-miR-196b-5p,645.0,1062.0,1140.0
hsa-miR-199a-3p,119.0,18.0,3.0
hsa-miR-199b-3p,1.0,109.0,22.0
hsa-miR-19b-3p,1.0,0.0,1.0
hsa-miR-200c-3p,628.0,665.0,714.0
hsa-miR-206,0.0,79.0,218.0
hsa-miR-20a-5p,1.0,2.0,1.0
hsa-miR-21-3p,0.0,0.0,5.0
hsa-miR-21-5p,38.0,122.0,289.0
hsa-miR-215-5p,59.0,0.0,0.0
hsa-miR-218-5p,56.0,0.0,0.0
hsa-miR-221-3p,3.0,0.0,2.0
