miRNA,SRR13074034,SRR13074035,SRR13074036,SRR13074037
hsa-let-7a-3p,252.4,8.22,0.0,11.93
hsa-let-7a-5p,2019.18,531.86,816.96,1165.11
hsa-let-7b-3p,0.0,1.17,26.35,0.0
hsa-let-7b-5p,252.4,82.19,87.85,135.2
hsa-let-7c-5p,0.0,28.18,8.78,111.34
hsa-let-7d-3p,0.0,48.14,52.71,59.65
hsa-let-7d-5p,0.0,163.2,298.68,103.39
hsa-let-7e-5p,0.0,57.53,26.35,67.6
hsa-let-7f-5p,2019.18,1411.25,1431.88,2552.91
hsa-let-7g-5p,0.0,138.54,96.63,230.64
hsa-let-7i-3p,0.0,0.0,8.78,3.98
hsa-let-7i-5p,1009.59,483.72,711.55,1125.35
hsa-miR-100-3p,0.0,12.91,79.06,91.46
hsa-miR-100-5p,5047.96,1862.1,2231.28,9456.1
hsa-miR-101-3p,504.8,429.72,553.43,660.1
hsa-miR-101-5p,0.0,3.52,26.35,0.0
hsa-miR-10396a-3p,0.0,1.17,0.0,3.98
hsa-miR-10396b-3p,0.0,1.17,8.78,0.0
hsa-miR-103a-3p,252.4,308.78,913.59,815.18
hsa-miR-10401-3p,0.0,17.61,0.0,0.0
hsa-miR-10401-5p,0.0,1.17,0.0,0.0
hsa-miR-106a-5p,0.0,1.17,8.78,7.95
hsa-miR-106b-3p,0.0,79.84,131.77,95.44
hsa-miR-106b-5p,0.0,65.75,105.41,39.76
hsa-miR-107,0.0,293.52,0.0,1435.51
hsa-miR-10a-3p,0.0,2.35,0.0,0.0
hsa-miR-10a-5p,6562.34,4643.51,992.66,27219.08
hsa-miR-10b-3p,0.0,1.17,0.0,0.0
hsa-miR-10b-5p,3785.97,1785.78,4181.45,16387.12
hsa-miR-1180-3p,0.0,18.79,26.35,11.93
hsa-miR-1185-1-3p,0.0,1.17,8.78,0.0
hsa-miR-1185-5p,0.0,2.35,17.57,7.95
hsa-miR-1197,0.0,3.52,0.0,0.0
hsa-miR-12136,0.0,4.7,0.0,0.0
hsa-miR-122-5p,0.0,2.35,0.0,0.0
hsa-miR-1244,0.0,0.0,26.35,0.0
hsa-miR-1245b-5p,0.0,1.17,0.0,0.0
