miRNA,SRR9005506,SRR9005507,SRR9005508,SRR9005509,SRR9005510,SRR9005511,SRR9005512,SRR9005513,SRR9005514,SRR9005515,SRR9005516,SRR9005517,SRR9005518,SRR9005519,SRR9005520,SRR9005521,SRR9005522,SRR9005523,SRR9005524,SRR9005525,SRR9005526,SRR9005527,SRR9005528,SRR9005529,SRR9005530,SRR9005531,SRR9005532,SRR9005533,SRR9005534,SRR9005535,SRR9005536,SRR9005537,SRR9005538,SRR9005539,SRR9005540,SRR9005541,SRR9005542,SRR9005543,SRR9005544,SRR9005545,SRR9005546,SRR9005547,SRR9005548,SRR9005549,SRR9005550,SRR9005551,SRR9005552,SRR9005553
hsa-miR-194-5p,0.17,0.69,0.5,3.66,0.16,0.49,1.55,1.09,1.73,0.16,1.39,0.33,0.33,0.63,0.75,0.0,0.69,0.43,0.18,0.32,0.52,0.68,0.34,0.33,0.97,0.17,0.58,0.19,1.87,1.07,0.73,0.47,1.03,0.16,1.75,0.76,0.26,0.62,1.64,0.16,0.16,1.25,0.64,0.14,0.5,0.3,0.0,4.85
hsa-miR-195-3p,0.5,0.86,0.66,0.95,0.16,0.98,0.69,0.16,2.05,0.47,0.35,0.65,0.49,0.63,0.37,1.09,0.17,0.87,0.0,0.32,1.04,0.34,0.34,0.49,0.32,0.66,0.19,0.19,0.68,0.61,0.54,0.16,0.0,0.32,1.75,1.38,0.53,0.0,0.0,0.48,0.82,0.16,0.8,0.14,0.0,0.15,0.3,17.83
hsa-miR-195-5p,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,2.19
hsa-miR-196a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16
hsa-miR-196b-5p,0.17,0.0,0.33,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.17,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.17,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-197-3p,0.5,0.17,1.16,0.16,0.98,1.64,1.03,1.41,0.95,0.63,0.0,0.33,0.33,0.32,0.56,0.54,0.52,1.3,0.18,0.16,0.87,1.52,0.17,0.81,0.16,0.17,0.19,0.19,0.34,0.92,1.09,1.26,0.34,0.16,0.64,0.31,0.26,0.31,0.73,1.11,0.33,0.47,0.96,0.28,0.5,0.6,0.75,2.82
hsa-miR-197-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1976,0.0,0.0,0.17,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.3,0.0,0.16
hsa-miR-199a-3p,0.17,0.52,2.48,0.8,0.65,0.66,1.03,0.78,1.42,0.63,2.44,0.33,0.66,0.16,0.37,0.91,0.17,0.43,0.0,0.0,0.35,0.34,0.17,0.81,1.13,0.99,0.97,0.57,0.0,0.46,0.54,0.78,0.0,0.16,1.27,1.07,0.53,0.62,0.0,0.16,0.16,0.0,1.12,1.11,0.17,0.3,0.9,4.69
hsa-miR-199a-5p,2.35,2.07,2.81,1.11,0.65,7.54,0.34,1.41,2.52,1.42,1.57,0.49,1.81,3.95,2.06,2.72,1.2,1.59,1.41,1.92,4.86,3.38,1.85,1.3,8.55,1.16,1.94,3.04,2.72,1.53,2.18,0.78,2.06,1.59,4.3,4.74,1.06,4.47,1.82,2.39,0.82,1.25,1.61,1.95,1.51,1.04,0.9,2.97
hsa-miR-199b-3p,0.5,0.52,0.17,0.16,0.0,1.15,0.0,0.16,0.0,0.0,1.04,0.65,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.32,0.35,1.01,0.0,0.16,0.16,0.0,0.0,0.76,0.85,0.15,0.0,0.16,1.38,0.64,0.0,0.46,0.4,0.77,1.28,0.48,0.33,0.0,0.0,0.14,0.34,0.0,0.15,0.47
hsa-miR-199b-5p,0.0,0.0,0.17,0.0,0.0,0.0,0.17,0.0,0.32,0.16,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.31,0.0,0.0,0.0,0.0,0.64,0.0,0.17,0.15,0.0,1.09
hsa-miR-19a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.47
hsa-miR-19b-3p,0.0,0.0,0.0,0.32,0.16,0.33,0.0,0.47,0.63,0.32,0.52,0.16,0.0,0.16,0.0,0.18,0.17,0.0,0.18,0.0,0.0,0.0,0.34,0.0,0.16,0.0,0.19,0.57,0.17,0.0,0.0,0.16,0.0,0.0,0.0,0.15,0.0,0.15,0.18,0.16,0.0,0.0,0.16,0.0,0.0,0.0,0.0,1.56
hsa-miR-200a-3p,0.34,0.17,0.33,0.16,0.0,0.16,0.17,0.16,0.0,0.0,0.52,0.16,0.0,0.0,0.0,0.18,0.0,0.14,0.0,0.0,0.35,0.0,0.17,0.16,0.32,0.17,0.0,0.0,0.17,0.0,0.0,0.16,0.34,0.16,0.0,0.15,0.0,0.15,0.55,0.32,0.16,0.16,0.96,0.0,0.17,0.0,0.45,3.91
hsa-miR-200a-5p,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.32,0.0,0.0,0.19,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0
hsa-miR-200b-3p,0.17,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.16,0.0,0.17,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.16,0.0,0.0,0.19,0.0,0.15,0.0,0.31,0.34,0.0,0.0,0.15,0.13,0.0,0.18,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.63
hsa-miR-200b-5p,0.0,0.0,0.17,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.15,0.0,0.63
hsa-miR-200c-3p,2.18,0.0,0.33,0.16,0.0,0.16,0.0,0.31,0.63,0.0,0.0,0.16,0.16,0.0,0.19,0.18,0.34,0.0,0.0,0.0,0.0,0.17,0.0,0.33,0.32,0.0,0.19,0.38,0.17,0.15,0.36,0.31,0.17,0.48,0.32,0.15,0.26,0.15,0.0,0.0,0.0,0.0,0.32,0.28,0.0,0.0,0.0,0.78
hsa-miR-202-3p,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-202-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16
hsa-miR-203a-3p,0.5,0.0,1.49,2.07,0.49,0.0,0.52,1.09,0.0,0.0,0.0,0.33,0.33,0.16,0.19,0.18,0.17,1.16,0.18,0.0,0.0,0.17,0.0,0.0,0.32,0.17,0.0,0.0,0.0,0.92,1.27,0.0,0.0,0.0,0.32,0.15,0.0,0.0,0.18,0.32,0.16,0.31,1.45,0.0,0.0,0.0,0.0,0.16
hsa-miR-204-3p,14.25,19.84,26.41,20.53,17.12,20.15,22.94,17.04,30.44,13.56,19.15,15.16,6.25,10.91,25.08,20.29,15.8,18.54,14.5,14.4,14.42,22.66,14.83,12.38,18.71,17.55,12.82,8.92,17.7,14.8,15.23,6.75,11.53,14.63,18.31,18.04,4.5,18.5,19.7,13.2,13.57,9.08,20.07,11.7,10.77,13.7,25.29,121.05
hsa-miR-204-5p,1.34,1.73,0.83,1.75,0.16,1.64,1.55,1.25,2.21,1.42,0.7,0.98,1.48,1.26,1.12,1.81,0.17,2.32,0.71,1.76,2.61,2.03,1.52,1.14,1.94,0.66,2.14,0.57,3.06,1.53,1.63,1.41,2.41,1.11,1.91,1.38,0.79,1.85,1.09,1.43,0.98,0.31,0.8,0.84,0.5,1.19,2.11,46.29
hsa-miR-205-5p,0.17,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09
hsa-miR-206,0.67,0.52,1.32,0.95,0.49,0.66,0.86,0.31,0.79,0.63,0.52,0.49,0.0,0.95,0.94,2.54,0.69,1.88,0.53,1.28,1.39,1.01,0.51,0.33,0.97,0.99,0.39,0.38,0.68,0.92,0.18,0.78,1.2,0.8,2.55,1.38,0.66,0.46,0.73,0.95,0.16,0.16,1.12,0.28,0.34,0.6,1.05,74.29
hsa-miR-208a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-208b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0
hsa-miR-20a-5p,0.17,0.35,2.31,1.11,0.16,0.82,0.34,0.63,2.68,0.79,1.74,0.81,0.0,0.47,0.94,1.09,1.03,1.01,0.0,0.32,0.69,1.01,0.67,0.81,2.74,0.5,1.55,0.95,1.02,0.31,1.27,0.31,0.52,0.32,1.27,0.61,0.26,0.46,0.55,0.32,0.82,0.47,0.64,0.0,0.17,0.15,0.45,2.35
hsa-miR-20b-5p,0.0,0.0,0.66,0.0,0.16,0.49,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.19,0.36,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.16,0.32,0.0,0.19,0.0,0.0,0.15,0.18,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31
hsa-miR-21-3p,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-21-5p,37.55,23.12,81.2,53.62,19.07,102.4,29.32,35.79,120.64,22.87,119.05,37.49,24.16,37.47,32.19,56.52,56.15,50.69,21.93,26.25,95.02,64.25,43.49,58.98,160.51,27.82,59.65,78.74,74.01,40.14,85.05,56.03,63.66,48.83,110.79,136.55,25.29,46.72,39.59,54.07,26.49,25.22,44.97,37.74,35.0,32.61,64.13,323.75
hsa-miR-210-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.3,0.0
hsa-miR-211-5p,0.34,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2110,1.51,1.04,3.3,5.25,1.96,2.29,0.34,0.63,4.1,3.15,1.39,0.98,0.49,0.95,0.94,1.09,2.58,1.59,0.53,1.6,1.39,1.35,1.35,0.49,1.61,0.66,0.58,1.33,1.87,1.22,3.26,0.78,1.72,0.32,1.27,1.38,0.79,2.47,0.73,1.11,0.98,0.16,2.57,1.39,0.84,1.04,3.01,2.35
hsa-miR-2113,0.17,0.0,0.5,0.16,0.0,0.16,0.52,0.0,0.16,0.0,0.17,0.16,0.0,0.0,0.37,0.36,0.17,0.29,0.0,0.16,0.0,0.0,0.17,0.0,0.16,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.15,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,4.54
hsa-miR-2115-3p,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2115-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.16,0.0,0.0,0.0,0.0,0.0
hsa-miR-2116-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-212-3p,1.01,1.55,1.82,1.91,3.59,1.31,3.1,2.34,2.84,2.05,1.22,0.49,0.66,1.26,1.5,0.72,1.37,1.16,0.71,0.64,0.69,2.03,1.18,0.16,0.97,0.0,1.36,0.57,1.19,0.46,0.91,0.16,1.03,0.48,1.43,0.76,0.79,1.39,0.73,0.64,1.31,1.41,1.77,1.39,0.34,0.89,1.81,7.19
hsa-miR-212-5p,0.34,0.17,1.16,0.48,0.65,0.82,1.38,0.31,1.26,0.16,0.7,0.0,0.49,0.16,0.94,0.91,0.69,0.72,0.53,0.48,1.39,0.34,0.17,0.81,1.13,0.17,0.58,0.0,0.85,1.07,0.73,1.1,0.52,0.32,1.59,0.61,0.4,0.62,0.36,0.32,0.82,0.0,0.48,1.53,0.84,0.6,0.45,29.56
hsa-miR-214-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.31
hsa-miR-214-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-215-5p,0.0,0.0,0.5,0.95,0.49,0.0,0.52,0.31,0.16,0.32,1.57,0.0,0.0,0.47,1.12,0.54,0.34,0.87,0.53,0.32,0.52,0.17,0.34,0.65,0.32,0.0,0.0,0.38,0.34,0.46,0.0,0.16,0.52,0.16,0.96,0.15,0.0,0.0,0.18,0.48,0.49,0.0,0.16,1.11,0.0,0.3,0.45,1.25
hsa-miR-216a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-216b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88
hsa-miR-217-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16
hsa-miR-218-1-3p,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-218-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16
hsa-miR-218-5p,2.18,1.21,3.3,4.77,1.3,2.29,2.59,3.44,4.89,0.95,7.83,1.63,2.63,1.58,4.3,5.98,2.58,3.19,1.41,1.12,3.82,4.06,2.19,3.75,6.61,3.31,3.89,3.98,3.74,2.59,2.9,1.88,1.03,3.5,7.48,6.88,0.93,2.31,1.28,1.43,2.29,1.1,3.69,2.79,1.18,2.98,1.81,449.49
hsa-miR-219a-1-3p,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-219a-2-3p,3.69,1.55,0.99,5.73,4.24,2.13,2.93,2.19,3.63,0.32,10.62,2.12,0.33,4.43,2.06,12.32,0.86,2.75,1.59,1.6,2.26,0.68,1.01,4.89,0.81,0.5,1.94,3.04,4.76,0.61,0.73,1.1,2.24,2.23,1.91,4.28,1.19,1.54,6.93,5.41,3.27,0.31,2.25,3.76,0.34,1.79,3.01,216.93
hsa-miR-219a-5p,0.0,0.52,0.0,0.16,0.16,0.49,0.34,0.0,0.0,0.16,0.35,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.65,0.33,0.0,0.0,0.17,0.31,0.0,0.0,0.69,0.0,0.16,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.17,0.0,0.15,0.16
hsa-miR-22-3p,45.43,56.76,66.68,134.61,68.8,78.15,88.81,57.52,100.3,38.48,116.44,37.0,24.65,48.06,65.32,75.91,52.72,55.47,62.6,50.25,64.79,73.05,35.23,37.64,147.92,82.45,49.54,24.85,70.44,54.79,81.61,34.84,47.14,55.99,47.12,58.57,18.81,89.75,117.85,80.31,63.6,28.82,111.13,68.37,32.64,36.03,96.04,278.55
hsa-miR-22-5p,0.17,0.35,0.5,0.32,0.16,0.16,0.34,0.16,0.16,0.32,1.22,0.0,0.0,0.0,0.37,0.36,0.0,0.58,0.0,0.16,0.35,0.68,0.67,0.65,0.48,0.66,0.0,0.0,0.68,0.0,0.0,0.31,0.17,0.0,0.96,0.15,0.13,0.93,0.18,0.0,0.16,0.31,0.64,0.28,0.0,0.15,0.45,6.1
hsa-miR-221-3p,1.01,1.73,5.45,6.68,2.12,7.04,2.76,2.66,5.68,1.73,6.27,1.47,1.64,2.69,3.74,2.9,2.58,2.61,0.71,1.12,2.78,3.55,2.02,3.42,5.65,4.14,1.94,3.04,3.57,1.98,2.36,0.94,1.55,1.43,4.93,5.05,0.66,1.85,2.37,2.39,1.14,1.57,2.41,1.81,1.18,0.74,4.82,137.63
hsa-miR-221-5p,0.0,0.17,0.5,0.16,0.0,0.66,0.0,0.16,0.47,0.16,0.7,0.0,0.33,0.32,0.19,0.18,0.17,0.0,0.0,0.32,0.87,0.68,0.17,0.33,0.65,0.0,0.39,0.0,0.0,0.0,0.54,0.78,0.69,0.32,0.8,0.46,0.26,0.0,0.36,0.16,0.0,0.16,0.16,0.0,0.0,0.0,0.6,2.66
hsa-miR-222-3p,34.7,31.05,62.22,45.66,26.74,63.24,38.28,33.29,80.58,36.9,22.11,37.0,40.93,55.02,52.97,63.95,44.3,33.46,35.36,35.05,65.66,55.46,50.23,41.38,43.07,38.41,59.65,62.23,43.05,28.24,81.06,45.36,69.68,50.58,52.37,59.94,20.92,51.5,49.8,39.92,33.68,27.88,36.13,28.69,28.77,37.82,42.6,690.66
hsa-miR-222-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-223-3p,0.17,0.0,2.97,0.32,0.16,2.29,0.34,0.47,1.1,0.32,0.87,0.16,0.0,0.47,0.0,0.18,0.34,0.58,0.0,0.16,1.04,0.51,0.51,0.16,1.45,0.33,0.39,0.0,0.34,0.31,0.0,0.47,0.0,0.32,0.96,0.92,0.0,0.31,0.36,0.16,0.0,0.31,0.8,0.42,0.34,0.15,0.3,0.63
hsa-miR-223-5p,2.35,3.97,30.86,6.05,5.71,37.19,2.41,3.59,29.8,5.99,15.67,9.13,2.96,3.48,10.11,3.26,4.81,9.41,2.65,2.4,5.91,11.5,4.55,19.39,14.84,9.44,6.02,7.97,5.44,6.72,7.62,4.87,2.24,3.34,11.14,12.08,5.96,5.55,12.95,11.29,4.09,7.36,7.07,0.84,3.87,2.98,10.39,24.24
hsa-miR-224-5p,0.17,0.35,1.16,0.16,0.65,3.44,1.03,1.41,2.37,0.16,0.52,1.47,0.66,1.42,0.56,1.09,0.34,1.01,0.71,1.6,1.04,1.35,0.0,1.63,0.32,0.17,0.58,0.57,0.68,0.76,2.54,0.16,3.27,0.0,2.39,2.14,0.53,0.46,1.82,2.86,1.96,1.88,1.12,0.56,0.17,0.6,0.75,1.25
hsa-miR-2355-3p,0.0,0.0,0.17,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-23a-3p,3.02,6.21,39.12,17.98,10.27,21.63,13.45,4.53,17.19,3.63,34.11,4.4,1.81,4.9,10.86,12.14,4.98,9.41,4.77,2.4,3.13,7.44,2.19,4.24,18.39,8.11,5.05,2.85,8.0,6.72,3.26,3.3,2.58,2.23,6.84,3.82,2.25,8.17,14.23,5.73,5.56,4.86,10.76,6.96,2.02,2.98,15.05,16.89
hsa-miR-23a-5p,0.0,0.0,0.33,0.0,0.33,0.33,0.0,0.31,0.32,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.34,0.0,0.0,0.32,0.17,0.17,0.0,0.16,0.0,0.17,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.18,0.0,0.0,0.31,0.0,0.0,0.0,0.15,0.15,0.0
hsa-miR-23b-3p,5.2,2.42,4.62,2.86,5.22,8.68,5.0,6.41,3.47,1.89,1.57,0.16,0.66,1.11,5.43,1.81,6.01,2.03,0.35,0.8,1.91,2.71,2.53,0.65,2.42,0.99,5.44,1.33,2.89,4.12,2.18,0.94,1.89,2.23,3.82,2.14,0.53,3.24,5.29,0.16,2.78,0.78,4.82,1.53,1.51,2.38,5.72,15.48
