miRNA,SRR14934743
hsa-miR-21-5p,2628232
hsa-miR-155-5p,1464614
hsa-miR-181a-5p,458555
hsa-miR-92a-3p,126746
hsa-miR-146b-5p,122702
hsa-miR-26b-5p,108430
hsa-let-7f-5p,81646
hsa-let-7i-5p,73824
hsa-miR-181b-5p,147930
hsa-miR-16-5p,64280
hsa-miR-146a-5p,61409
hsa-miR-26a-5p,53779
hsa-miR-103a-3p,30505
hsa-miR-98-5p,33741
hsa-let-7a-5p,36270
hsa-miR-148b-3p,26743
hsa-let-7g-5p,32717
hsa-miR-1246,45615
hsa-miR-25-3p,26510
hsa-miR-19b-3p,29184
hsa-miR-93-5p,25323
hsa-miR-20a-5p,21521
hsa-miR-142-5p,44271
hsa-miR-301a-3p,17592
hsa-miR-17-5p,19891
hsa-miR-221-3p,19299
hsa-miR-186-5p,19884
hsa-miR-148a-3p,9799
hsa-miR-191-5p,20469
hsa-miR-196a-5p,16013
hsa-miR-342-3p,15884
hsa-miR-34a-5p,17102
hsa-let-7c-5p,9221
hsa-miR-9-5p,16327
hsa-miR-29a-3p,13156
hsa-miR-7-5p,8487
hsa-miR-15a-5p,6591
hsa-miR-142-3p,13637
hsa-miR-378a-3p,8374
hsa-miR-101-3p,17016
hsa-miR-23a-3p,18098
hsa-miR-29b-3p,5969
hsa-miR-210-3p,6090
hsa-miR-106b-3p,8007
hsa-miR-454-3p,7754
hsa-miR-425-5p,8901
hsa-let-7d-5p,6723
hsa-miR-24-3p,3909
hsa-miR-27a-3p,7971
hsa-miR-19a-3p,10847
hsa-miR-106b-5p,5700
hsa-miR-28-3p,4797
hsa-miR-532-5p,3637
hsa-miR-107,4155
hsa-miR-30e-3p,4672
hsa-miR-27b-3p,6155
hsa-miR-1-3p,2928
hsa-miR-196b-5p,4860
hsa-miR-769-5p,2934
hsa-miR-30c-5p,4058
hsa-miR-660-5p,3669
hsa-miR-124-3p,4953
hsa-miR-423-3p,9962
hsa-miR-222-3p,4520
hsa-miR-30e-5p,4971
hsa-miR-18a-5p,3130
hsa-miR-766-3p,2176
hsa-miR-15b-5p,2534
hsa-miR-181c-5p,2577
hsa-miR-181a-3p,3082
hsa-miR-941,1729
hsa-miR-21-3p,2745
hsa-miR-130b-3p,1987
hsa-miR-378c,1060
hsa-miR-181d-5p,2084
hsa-miR-30d-5p,3196
hsa-miR-1307-5p,1264
hsa-miR-128-3p,1231
hsa-miR-29c-3p,1597
hsa-miR-205-5p,1426
hsa-miR-374b-5p,1090
hsa-let-7b-5p,1326
hsa-miR-421,1650
hsa-miR-374a-5p,1171
hsa-miR-301b-3p,820
hsa-miR-361-3p,1296
hsa-miR-192-5p,810
hsa-miR-30b-5p,638
hsa-miR-374a-3p,673
hsa-miR-513c-5p,758
hsa-miR-425-3p,1691
hsa-miR-140-3p,1746
hsa-miR-484,779
hsa-miR-16-2-3p,867
hsa-miR-133a-3p,990
hsa-miR-99a-5p,867
hsa-miR-140-5p,449
hsa-miR-664a-3p,489
