miRNA,SRR19599583,SRR19599584,SRR19599585,SRR19599586,SRR19599587,SRR19599588,SRR19599589,SRR19599590,SRR19599591,SRR19599592
hsa-let-7a-3p,90.0,135.0,24.0,0.0,98.0,100.0,141.0,48.0,51.0,50.0
hsa-let-7a-5p,32258.0,63816.0,12292.0,25071.0,10277.0,14293.0,21980.0,7920.0,8006.0,11242.0
hsa-let-7b-3p,0.0,31.0,0.0,0.0,19.0,42.0,16.0,0.0,0.0,15.0
hsa-let-7b-5p,9104.0,29279.0,5236.0,15986.0,5654.0,6727.0,8724.0,3927.0,4608.0,11419.0
hsa-let-7c-5p,217.0,757.0,149.0,382.0,134.0,276.0,426.0,237.0,143.0,562.0
hsa-let-7d-3p,4128.0,3719.0,1221.0,1244.0,1588.0,1274.0,1750.0,812.0,1078.0,786.0
hsa-let-7d-5p,8888.0,17017.0,4139.0,6704.0,3524.0,3226.0,5082.0,1716.0,2345.0,3583.0
hsa-let-7e-5p,853.0,1716.0,37.0,195.0,258.0,227.0,369.0,246.0,112.0,122.0
hsa-let-7f-1-3p,0.0,0.0,1.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7f-2-3p,5.0,9.0,19.0,6.0,30.0,0.0,49.0,0.0,26.0,10.0
hsa-let-7f-5p,56331.0,89592.0,19708.0,33337.0,17182.0,16982.0,36163.0,11937.0,9143.0,14547.0
hsa-let-7g-3p,30.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-let-7g-5p,76041.0,242960.0,77510.0,122563.0,54634.0,34213.0,62270.0,40217.0,32649.0,56234.0
hsa-let-7i-3p,96.0,88.0,84.0,0.0,148.0,148.0,157.0,10.0,45.0,30.0
hsa-let-7i-5p,52438.0,175578.0,54459.0,65557.0,31848.0,23429.0,40752.0,26170.0,25481.0,38533.0
hsa-miR-1-3p,2081.0,2606.0,658.0,1644.0,139.0,268.0,822.0,329.0,260.0,878.0
hsa-miR-100-5p,611.0,342.0,433.0,427.0,210.0,490.0,480.0,582.0,677.0,228.0
hsa-miR-101-3p,63570.0,86626.0,52747.0,67866.0,70216.0,24686.0,48564.0,33217.0,41133.0,53159.0
hsa-miR-101-5p,0.0,11.0,28.0,17.0,0.0,8.0,27.0,0.0,46.0,23.0
hsa-miR-10392-5p,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10393-3p,16.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10395-3p,5.0,58.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10399-3p,18.0,49.0,38.0,2.0,11.0,42.0,50.0,0.0,8.0,45.0
hsa-miR-103a-1-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
hsa-miR-103a-2-5p,101.0,65.0,0.0,9.0,30.0,0.0,18.0,0.0,0.0,13.0
hsa-miR-103a-3p,13238.0,10868.0,62613.0,21889.0,1517.0,31069.0,14694.0,14162.0,26973.0,12836.0
hsa-miR-10401-3p,5.0,15.0,1.0,13.0,0.0,0.0,0.0,0.0,6.0,0.0
hsa-miR-106a-3p,19.0,60.0,68.0,49.0,42.0,54.0,28.0,51.0,0.0,23.0
hsa-miR-106a-5p,114.0,381.0,135.0,233.0,218.0,123.0,201.0,137.0,8.0,161.0
hsa-miR-106b-3p,11954.0,16152.0,10602.0,12156.0,12287.0,3799.0,7769.0,8832.0,5516.0,8538.0
hsa-miR-106b-5p,4499.0,7075.0,3982.0,3936.0,4426.0,2702.0,4129.0,3114.0,2227.0,2286.0
hsa-miR-107,3604.0,6152.0,1700.0,1471.0,1633.0,2814.0,2454.0,792.0,3714.0,881.0
hsa-miR-10a-3p,6.0,32.0,0.0,0.0,0.0,33.0,55.0,0.0,0.0,3.0
