miRNA,SRR13307291,SRR13307292,SRR13307293,SRR13307294,SRR13307295,SRR13307296,SRR13307297,SRR13307298,SRR13307299,SRR13307300,SRR13307301,SRR13307302
hsa-let-7a-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0
hsa-let-7a-3p,17.44,18.06,70.31,45.6,88.07,53.94,36.94,28.48,23.54,38.63,10.59,50.44
hsa-let-7a-5p,6741.21,6843.44,35034.0,17065.28,24302.82,9705.09,10889.19,6941.08,4823.77,22475.93,2917.39,8044.16
hsa-let-7b-3p,4.05,0.86,13.4,5.53,24.46,7.57,0.95,2.05,3.44,13.42,0.65,7.53
hsa-let-7b-5p,946.04,1828.95,6254.72,2941.19,5375.94,2235.96,1684.37,1345.39,975.81,5010.67,611.67,2230.49
hsa-let-7c-3p,0.0,0.0,0.0,0.21,0.72,0.95,1.43,0.46,0.0,0.2,0.0,0.64
hsa-let-7c-5p,31.76,129.55,173.12,85.74,141.25,83.27,94.15,48.52,30.94,226.27,29.49,187.98
hsa-let-7d-3p,170.65,201.5,1192.61,958.56,1347.15,356.26,206.88,86.34,67.96,570.86,29.98,50.6
hsa-let-7d-5p,1967.12,1798.28,9333.93,3733.52,6381.15,2570.46,3300.82,1679.57,999.34,5822.84,607.76,746.0
hsa-let-7e-3p,2.8,0.86,4.62,6.72,8.9,4.73,4.53,0.46,1.06,3.05,0.33,2.24
hsa-let-7e-5p,99.34,81.4,294.18,212.46,330.39,94.15,294.83,70.85,52.62,286.65,12.71,87.43
hsa-let-7f-1-3p,0.93,0.0,2.25,0.56,5.13,6.15,1.19,1.14,1.32,3.05,0.98,1.92
hsa-let-7f-2-3p,3.74,3.15,2.02,1.19,4.73,0.95,2.38,0.46,0.53,2.44,1.14,5.28
hsa-let-7f-5p,8628.3,6512.96,34374.85,23189.89,25134.21,10722.77,15689.91,9101.31,5498.37,21774.35,3710.57,8103.24
hsa-let-7g-3p,1.25,0.0,2.73,0.35,1.04,2.84,1.19,0.46,0.53,1.42,0.49,1.92
hsa-let-7g-5p,7750.77,6298.85,33887.16,18979.26,28939.12,11543.16,13690.21,8721.11,5264.86,20851.58,5092.6,7730.8
hsa-let-7i-3p,11.83,3.44,28.34,29.21,32.89,5.68,20.02,16.63,3.17,24.4,4.56,7.53
hsa-let-7i-5p,3661.14,3078.34,15650.43,7516.78,11469.77,5647.62,5735.26,3463.93,2140.69,7597.22,1849.66,2002.95
hsa-miR-1-3p,258.77,96.02,751.87,2183.32,203.5,1179.49,604.44,102.51,196.48,118.12,16.78,10.25
hsa-miR-1-5p,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-100-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0
hsa-miR-100-5p,97.16,87.13,256.12,72.43,43.31,171.74,117.26,83.37,37.29,243.14,58.17,196.15
hsa-miR-101-2-5p,0.62,0.0,0.36,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-101-3p,1935.05,1047.32,6295.98,4109.2,11629.31,5307.92,3628.54,2441.79,1306.63,2639.2,1355.64,2396.69
hsa-miR-101-5p,0.0,0.0,1.42,1.54,3.29,1.42,0.24,1.37,1.32,0.2,0.65,0.16
hsa-miR-10392-3p,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.23,0.0,0.0,0.0,0.0
hsa-miR-10393-3p,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10394-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0
hsa-miR-10395-3p,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.32
hsa-miR-10395-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64
hsa-miR-10396a-3p,0.0,0.0,0.0,0.28,0.0,0.47,0.0,0.0,0.0,0.0,4.07,0.0
hsa-miR-10396b-3p,0.0,0.0,0.0,0.0,0.0,2.84,0.24,0.0,0.26,0.0,2.12,0.0
hsa-miR-10396b-5p,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10398-3p,0.0,0.0,0.0,0.07,0.08,0.0,0.0,1.14,0.0,0.0,0.0,0.0
