miRNA,SRR9656190,SRR9656191,SRR9656192,SRR9656193
hsa-let-7a-3p,3.87,10.27,18.46,46.6
hsa-let-7a-5p,37079.95,33497.58,80283.39,98885.36
hsa-let-7b-3p,1.35,0.0,8.93,1.63
hsa-let-7b-5p,19634.11,33034.11,19330.13,20156.51
hsa-let-7c-5p,1472.33,2609.07,1223.47,951.48
hsa-let-7d-3p,315.13,285.59,235.84,244.95
hsa-let-7d-5p,2819.49,2036.12,7438.16,12789.9
hsa-let-7e-3p,4.26,0.0,6.39,2.9
hsa-let-7e-5p,677.26,1434.42,1300.19,1118.43
hsa-let-7f-1-3p,0.0,6.75,0.0,0.0
hsa-let-7f-2-3p,0.0,0.0,0.0,1.54
hsa-let-7f-5p,15040.71,11016.56,44641.4,92469.6
hsa-let-7g-5p,5103.72,3006.78,9964.23,21003.29
hsa-let-7i-3p,0.0,0.0,0.0,0.9
hsa-let-7i-5p,4355.27,3737.05,7283.75,16310.51
hsa-miR-1-3p,6.77,2.94,50.42,51.94
hsa-miR-100-3p,0.0,0.0,0.0,0.36
hsa-miR-100-5p,18.96,25.24,16.65,6.88
hsa-miR-101-3p,382.45,573.24,585.68,674.41
hsa-miR-101-5p,0.97,0.0,0.0,0.81
hsa-miR-10395-3p,0.0,0.0,0.48,0.0
hsa-miR-10399-3p,2.9,0.0,3.62,3.89
hsa-miR-10399-5p,0.19,0.0,9.41,0.72
hsa-miR-103a-2-5p,0.0,0.0,0.0,0.45
hsa-miR-103a-3p,258.06,47.84,304.96,5976.17
hsa-miR-10527-5p,0.0,0.0,0.0,0.18
hsa-miR-106a-3p,1.74,0.0,0.0,0.0
hsa-miR-106a-5p,4.26,0.0,8.2,19.09
hsa-miR-106b-3p,166.75,216.32,259.85,614.68
hsa-miR-106b-5p,25.34,29.94,20.87,59.63
hsa-miR-107,39.66,30.53,64.66,350.46
hsa-miR-10a-3p,3.68,15.56,3.14,4.89
hsa-miR-10a-5p,4333.99,16021.31,5213.31,4124.88
hsa-miR-10b-3p,5.22,17.02,0.0,0.45
hsa-miR-10b-5p,26240.33,100089.73,26468.39,9644.36
hsa-miR-11400,2.51,0.0,0.0,4.25
hsa-miR-1179,0.0,0.0,0.0,5.43
hsa-miR-1180-3p,16.25,35.22,21.23,6.24
hsa-miR-1185-1-3p,3.29,0.0,3.86,6.97
hsa-miR-1185-2-3p,0.0,0.0,2.65,2.99
