miRNA,SRR17139532,SRR17139533
hsa-let-7a-2-3p,0.23,0.34
hsa-let-7a-3p,7.18,5.31
hsa-let-7a-5p,1859.47,1130.67
hsa-let-7b-3p,0.93,0.69
hsa-let-7b-5p,606.23,684.5
hsa-let-7c-5p,22.94,28.27
hsa-let-7d-3p,58.86,40.26
hsa-let-7d-5p,460.46,187.79
hsa-let-7e-3p,6.72,5.31
hsa-let-7e-5p,591.16,422.87
hsa-let-7f-1-3p,1.16,0.69
hsa-let-7f-2-3p,1.39,0.86
hsa-let-7f-5p,2042.54,1086.47
hsa-let-7g-3p,0.0,0.51
hsa-let-7g-5p,1095.89,887.2
hsa-let-7i-3p,4.4,3.26
hsa-let-7i-5p,944.56,952.82
hsa-miR-1-3p,0.23,0.51
hsa-miR-100-3p,0.0,0.34
hsa-miR-100-5p,732.76,478.21
hsa-miR-101-3p,363.13,606.2
hsa-miR-101-5p,0.0,0.51
hsa-miR-10393-3p,0.0,0.17
hsa-miR-10394-3p,0.0,0.51
hsa-miR-10395-3p,0.46,0.0
hsa-miR-10396a-3p,0.46,0.0
hsa-miR-10396b-3p,0.23,0.17
hsa-miR-10399-3p,0.0,2.06
hsa-miR-10399-5p,0.23,0.34
hsa-miR-103a-2-5p,1.39,0.34
hsa-miR-103a-3p,1611.74,153.86
hsa-miR-10401-3p,2.32,1.37
hsa-miR-105-5p,0.0,0.34
hsa-miR-10526-3p,0.46,0.17
hsa-miR-10527-5p,0.7,0.86
hsa-miR-106a-5p,0.0,0.17
hsa-miR-106b-3p,80.64,52.94
hsa-miR-106b-5p,49.13,45.23
hsa-miR-107,38.24,26.04
hsa-miR-10a-3p,0.7,0.34
hsa-miR-10a-5p,18.77,25.19
hsa-miR-10b-5p,3.71,7.37
hsa-miR-1180-3p,37.31,16.96
hsa-miR-1185-1-3p,52.6,54.49
hsa-miR-1185-2-3p,4.4,6.85
hsa-miR-1185-5p,3.01,3.26
hsa-miR-1197,67.67,43.86
hsa-miR-122-5p,9.73,15.93
hsa-miR-1226-3p,0.0,0.86
hsa-miR-1226-5p,0.0,0.34
hsa-miR-1228-3p,0.46,0.34
hsa-miR-1229-3p,1.39,0.17
hsa-miR-1234-3p,0.23,0.0
hsa-miR-124-3p,0.0,0.17
hsa-miR-1244,0.0,0.17
hsa-miR-1245a,0.23,0.0
hsa-miR-1246,3.48,8.91
hsa-miR-1247-5p,0.23,0.86
hsa-miR-1248,0.93,0.0
hsa-miR-1249-3p,0.7,0.51
hsa-miR-1255a,0.23,0.0
hsa-miR-125a-3p,10.43,10.45
hsa-miR-125a-5p,383.3,360.5
hsa-miR-125b-1-3p,3.24,1.54
hsa-miR-125b-2-3p,0.0,0.34
hsa-miR-125b-5p,122.13,231.14
hsa-miR-126-3p,18.08,16.11
hsa-miR-126-5p,7.42,11.14
hsa-miR-1260a,1.62,1.2
hsa-miR-1260b,2.78,0.0
hsa-miR-1262,0.0,0.17
hsa-miR-1268a,1.16,0.0
hsa-miR-1268b,0.0,0.17
hsa-miR-127-3p,1294.72,814.89
hsa-miR-127-5p,62.34,63.57
hsa-miR-1270,1.39,1.03
hsa-miR-1271-5p,5.33,3.77
hsa-miR-1273c,0.0,0.17
hsa-miR-1273h-5p,0.23,0.17
hsa-miR-1275,0.46,0.69
hsa-miR-1277-3p,1.16,2.74
hsa-miR-128-1-5p,0.0,0.69
hsa-miR-128-3p,112.62,12.17
hsa-miR-1283,0.23,1.71
hsa-miR-1284,1.16,0.34
hsa-miR-1285-3p,0.7,1.37
hsa-miR-1285-5p,0.46,0.69
hsa-miR-1287-3p,0.0,0.17
hsa-miR-1287-5p,6.26,9.25
hsa-miR-1289,0.0,0.17
hsa-miR-129-5p,0.23,0.0
