miRNA,SRR13699293,SRR13699296,SRR13699298,SRR13699299,SRR13699300,SRR13699301,SRR13699305,SRR13699307,SRR13699310,SRR13699312,SRR13699320,SRR13699322,SRR13699324,SRR13699334,SRR13699337,SRR13699339,SRR13699341,SRR13699348,SRR13699349,SRR13699351,SRR13699355,SRR13699356,SRR13699357,SRR13699361,SRR13699362,SRR13699363,SRR13699372,SRR13699373,SRR13699374,SRR13699375,SRR13699379,SRR13699382,SRR13699385,SRR13699388,SRR13699389,SRR13699392,SRR13699394,SRR13699395,SRR13699397,SRR13699400,SRR13699401,SRR13699402,SRR13699406,SRR13699410,SRR13699415,SRR13699418,SRR13699419,SRR13699420,SRR13699421,SRR13699422,SRR13699426,SRR13699427,SRR13699430,SRR13699431,SRR13699432,SRR13699435,SRR13699436,SRR13699437,SRR13699440,SRR13699441,SRR13699444,SRR13699447,SRR13699450,SRR13699451,SRR13699453,SRR13699456,SRR13699458
hsa-miR-148b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-151a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1023.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.83,0.0,2.47,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-151a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-152-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-16-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.52,0.0,0.0,0.0,0.0,2.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-17-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-181a-5p,0.0,666.17,0.0,91.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.14,0.0,0.0,0.0,0.0,0.0,53.61,0.0,20.12,54.45,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-182-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-182-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-183-5p,0.0,0.0,0.0,60.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.69,0.0,0.0,697.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-186-5p,0.0,0.0,0.0,0.0,0.0,0.0,394.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,334.59,532.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.06,2.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-191-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,523.12,0.0,0.0,0.0,2.46,0.0,0.0,0.0,0.0,0.0,26.3,0.0,10.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,1175.6,0.0,0.0,0.0,63.43,0.0,0.0,0.0,0.0,0.0,157.47,14.16,0.0,232.65,0.0,0.0,0.0,0.0,0.0,4.47
hsa-miR-192-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.22,0.0,0.0,158.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.71,0.0,0.0,0.0,0.0,0.0,0.0,62.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-193a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-193b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-193b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,0.0,0.0,2.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-194-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-195-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-197-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-200a-3p,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.83,0.0,0.0,440.27,0.0,13.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,418.79,0.0,0.0,0.0,0.0,0.0,0.0,128.84,0.0,686.45,0.0,0.0,0.0,0.0,0.0,302.4,0.0,147.99,0.0,0.0,99.77,0.0,0.0,89.27,0.0,0.0,0.0,5.1,0.0,0.0,0.0,0.0,0.0
hsa-miR-200a-5p,0.0,0.0,0.0,365.03,0.0,0.0,0.0,63.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.26,0.0,0.0,0.0,0.0,52.6,0.0,0.0,0.0,685.36,30.56,0.0,0.0,247.7,0.0,0.0,174.81,0.0,0.0,348.99,0.0,0.0,0.0,0.0,0.0,0.0,85.89,0.0,0.0,0.0,318.49,301.48,0.0,0.0,0.0,0.0,211.42,248.56,0.0,49.88,0.0,145.4,161.54,0.0,80.5,297.0,0.0,874.31,0.0,25.24,0.0,0.0
hsa-miR-200b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.19,0.0,8.83,749.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-200c-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.73,0.0,0.0,0.0,0.0,0.0,0.0,27.11,292.18,0.0,0.0,0.0,0.0,0.0,0.0,208.42,0.0,59.6,0.0,0.0,0.0,0.0,77.54,0.0,0.0,0.0,0.0,87.25,0.0,0.0,0.0,1897.82,0.0,0.0,0.0,4.79,0.0,0.0,0.0,0.0,682.95,376.41,100.8,5.41,42.28,0.0,5.03,0.0,0.0,0.0,407.33,22.65,0.0,155.92,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-203a-3p,0.0,0.0,0.0,30.42,2.44,0.0,364.23,382.36,0.0,0.0,0.0,3326.59,0.0,0.0,386.87,233.75,304.41,12.58,0.0,0.0,512.81,0.0,0.0,809.1,104.29,183.38,334.71,548.69,990.79,319.56,2163.47,174.81,0.0,570.4,157.05,621.15,4243.17,0.0,1095.93,7.88,0.0,730.08,0.0,1249.35,600.51,898.32,534.44,672.38,250.94,0.0,0.0,169.14,124.28,674.26,698.36,0.0,54.52,183.08,0.0,0.0,361.35,5.1,80.56,0.0,100.95,0.0,317.38
hsa-miR-204-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-204-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-205-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-21-5p,0.0,3226.71,0.0,486.71,0.0,1.66,0.0,95.59,0.0,0.0,2216.11,450.98,82.57,0.0,2.46,394.45,0.0,6.29,438.98,0.0,381.32,401.66,6.25,0.0,521.47,305.63,0.0,0.0,360.29,119.84,4.08,218.52,0.0,0.0,1640.26,21.42,0.0,0.0,1438.07,74.9,1692.29,987.76,2.4,947.31,269.2,1175.98,746.85,742.15,1971.69,964.79,2.71,972.54,186.42,0.0,648.48,2.6,454.37,1025.02,16.99,160.99,660.82,0.0,4.74,197.68,75.72,975.38,0.0
hsa-miR-210-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,2.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.52,0.0,2.6,0.0,0.0,14.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-210-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-219a-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-22-3p,0.64,0.0,0.0,730.06,0.0,0.0,125.28,286.77,900.55,0.0,375.24,0.0,0.0,0.0,0.0,525.93,0.0,0.0,584.87,0.0,210.38,0.0,0.0,0.0,670.46,427.89,0.0,0.0,202.66,0.0,0.0,524.44,122.85,0.0,122.15,0.0,739.78,0.0,0.0,0.0,0.0,472.41,0.0,0.0,269.2,322.58,671.48,403.85,0.0,1022.39,0.0,190.28,869.94,0.0,598.59,0.0,527.07,0.0,2.83,543.36,428.17,0.0,1845.77,0.0,151.43,743.15,0.0
hsa-miR-221-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.9,488.59,0.0,0.0,0.0,0.0,0.0,11.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.17,108.41,0.0,0.0,116.32,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-224-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-23a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2253.74,0.0,0.0,0.0,0.0,0.0,28.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.83,0.0,0.0,0.0,0.0,345.94,0.0,0.0,0.0
hsa-miR-23b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.08,2.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.64,0.0,154.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.68,0.0,0.0,0.0
hsa-miR-25-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,612.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.52,0.0,2.6,0.0,0.0,11.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-26a-5p,0.0,0.0,0.0,243.35,0.0,0.0,0.0,63.73,0.0,0.0,156.72,630.12,0.0,1061.9,4.93,292.18,0.0,106.91,303.41,547.66,92.04,0.0,18.76,1642.24,163.89,61.13,0.0,0.0,157.63,115.14,4.08,0.0,3.07,178.3,366.44,0.0,0.0,0.0,0.0,0.0,83.42,386.51,0.0,260.85,0.0,551.24,301.48,551.86,83.65,0.0,8.12,126.85,62.14,2.52,349.18,2.6,90.87,635.16,5.66,20.12,69.3,5.1,0.0,0.0,0.0,0.0,0.0
hsa-miR-26b-5p,0.0,0.0,0.0,60.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326.85,0.0,745.62,2.46,0.0,0.0,0.0,0.0,0.0,118.34,0.0,179.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.96,0.0,0.0,0.0,0.0,3.26,0.0,0.0,0.0,0.0,0.0,0.0,13.73,0.0,265.41,0.0,0.0,65.72,0.0,2.71,126.85,0.0,0.0,99.77,2.6,54.52,121.82,5.66,20.12,76.72,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-27a-3p,0.0,494.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,520.92,39.28,70.77,0.0,0.0,0.0,0.0,0.0,219.49,0.0,92.04,0.0,0.0,0.0,0.0,0.0,0.0,2419.23,22.52,30.55,326.56,0.0,205.77,411.17,157.05,154.22,1080.35,0.0,280.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.6,530.54,21.14,0.0,0.0,0.0,0.0,0.0,261.1,0.0,0.0,123.75,1560.39,0.0,98.84,0.0,0.0,0.0
hsa-miR-27b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,831.26,0.0,1361.01,362.23,0.0,286.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,770.88,0.0,0.0,0.0,189.02,3434.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,588.87,0.0,0.0,0.0,1201.29,0.0,0.0,0.0,0.0
hsa-miR-28-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-29a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,354.84,0.0,0.0,0.0,1.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.2,1496.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,494.19,0.0,0.0,907.43
hsa-miR-29b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.23,0.0,0.0,0.0,0.0,0.0,304.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.88,0.0,0.0,0.0,0.0,0.0,2.47,5.1,0.0,0.0,0.0,0.0,0.0
hsa-miR-29c-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257.7,0.0,0.0,0.0,175.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227.7,0.0,1149.17,0.0,0.0,0.0,0.0
hsa-miR-30a-3p,0.0,0.0,1.44,121.68,0.0,0.0,0.0,350.5,0.0,0.0,642.32,1.57,448.24,0.0,0.0,146.09,0.0,0.0,0.0,0.0,13.15,0.0,0.0,0.0,536.37,519.58,0.0,0.0,0.0,39.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,638.84,0.0,0.0,85.89,0.0,0.0,0.0,0.0,1055.18,0.0,53.77,201.6,0.0,317.13,372.83,0.0,49.88,0.0,18.17,313.51,0.0,160.99,0.0,0.0,0.0,148.26,151.43,0.0,0.0
hsa-miR-30a-5p,0.64,2032.37,1.44,273.77,0.0,0.0,0.0,127.45,0.41,0.0,682.05,344.13,0.0,633.99,0.0,306.79,0.0,0.0,963.16,0.0,289.28,0.0,327.21,0.0,1102.54,61.13,0.0,4.99,315.25,411.2,979.68,0.0,0.0,329.55,296.64,0.0,692.53,0.0,5648.03,402.08,274.1,343.57,0.0,0.0,993.95,1041.23,287.78,900.73,1177.04,244.8,0.0,317.13,0.0,0.0,698.36,2.6,218.1,1450.06,0.0,100.62,1460.25,5.1,888.53,0.0,25.24,1542.03,0.0
hsa-miR-30b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
