miRNA,SRR21914390,SRR21914391,SRR21914392
hsa-let-7a-5p,1432.5,425.46,3077.09
hsa-let-7b-5p,1278.49,940.4,1903.33
hsa-let-7c-5p,641.8,313.97,834.88
hsa-let-7d-3p,16.14,0.0,42.88
hsa-let-7d-5p,35.13,17.49,118.59
hsa-let-7e-3p,7.97,0.0,8.16
hsa-let-7e-5p,414.86,301.0,1455.72
hsa-let-7f-5p,2221.78,752.9,7293.78
hsa-let-7g-5p,222.24,54.49,309.28
hsa-let-7i-5p,1583.86,587.22,1608.28
hsa-miR-1-3p,216.32,0.0,0.0
hsa-miR-100-5p,58109.81,17595.17,55876.37
hsa-miR-101-3p,276.98,20.01,39.85
hsa-miR-10394-3p,0.0,0.2,0.0
hsa-miR-10395-3p,0.2,0.0,0.0
hsa-miR-10396a-3p,1.23,0.0,0.0
hsa-miR-10399-3p,0.0,0.0,14.99
hsa-miR-103a-3p,80.89,122.15,372.85
hsa-miR-10401-3p,13.07,1.01,0.0
hsa-miR-10526-3p,0.0,0.0,12.14
hsa-miR-106a-5p,0.0,0.0,0.19
hsa-miR-106b-3p,30.23,47.05,63.0
hsa-miR-107,0.0,0.0,6.26
hsa-miR-10a-3p,16.75,0.0,0.0
hsa-miR-10a-5p,19970.88,4557.04,14241.47
hsa-miR-10b-3p,0.0,4.42,0.0
hsa-miR-10b-5p,17189.21,6456.03,24827.13
hsa-miR-11399,0.0,0.0,11.57
hsa-miR-1180-3p,34.72,12.16,37.76
hsa-miR-1197,0.0,0.0,14.99
hsa-miR-122-3p,10.42,0.0,0.0
hsa-miR-122-5p,20670.48,0.2,38.9
hsa-miR-124-3p,100.5,0.1,1.14
hsa-miR-1246,102.95,40.21,109.29
hsa-miR-125a-3p,54.54,12.97,44.97
hsa-miR-125a-5p,1564.66,648.75,2747.31
hsa-miR-125b-1-3p,60.67,0.0,29.41
hsa-miR-125b-2-3p,0.0,0.1,0.19
hsa-miR-125b-5p,1999.95,667.95,2531.76
hsa-miR-126-3p,1939.08,857.76,2038.81
hsa-miR-126-5p,1632.07,375.6,990.09
hsa-miR-1260b,0.0,3.22,1.9
hsa-miR-1268b,0.0,0.0,2.47
hsa-miR-127-3p,6997.06,1308.16,3598.89
hsa-miR-1271-5p,292.71,160.86,369.43
hsa-miR-1275,5.92,1.21,0.76
hsa-miR-128-3p,85.18,14.78,184.62
hsa-miR-1284,0.0,0.0,7.4
