miRNA,SRR28963437,SRR28963447
hsa-let-7a-5p,588.57,570.62
hsa-let-7b-5p,5432.13,4517.21
hsa-let-7c-5p,385.29,427.65
hsa-let-7d-5p,14.79,0.0
hsa-let-7e-5p,156.79,154.89
hsa-let-7f-5p,473.9,440.0
hsa-let-7g-5p,0.28,0.0
hsa-let-7i-5p,233.29,76.32
hsa-miR-100-5p,0.0,0.21
hsa-miR-101-3p,49.31,62.94
hsa-miR-101-5p,2.39,0.0
hsa-miR-10395-5p,3.94,19.13
hsa-miR-10397-3p,2.39,0.0
hsa-miR-103a-3p,0.0,1501.21
hsa-miR-105-5p,186.8,70.97
hsa-miR-106b-3p,30.15,0.0
hsa-miR-106b-5p,2.39,0.0
hsa-miR-107,100.87,35.59
hsa-miR-10a-5p,315.98,109.64
hsa-miR-10b-3p,5.92,0.0
hsa-miR-10b-5p,286.54,36.2
hsa-miR-1180-3p,0.14,0.0
hsa-miR-12136,6.62,0.21
hsa-miR-122-5p,0.0,0.21
hsa-miR-1226-3p,6.62,0.0
hsa-miR-1229-3p,3.66,20.36
hsa-miR-1244,4.65,0.21
hsa-miR-1247-5p,0.0,0.21
hsa-miR-1248,21.13,35.38
hsa-miR-125a-5p,7262.93,3728.13
hsa-miR-125b-5p,8.31,24.89
hsa-miR-1262,5.21,14.81
hsa-miR-1266-5p,21.13,0.0
hsa-miR-128-3p,6.06,0.0
hsa-miR-1291,43.53,262.68
hsa-miR-1292-5p,1.97,0.0
hsa-miR-1301-3p,212.58,51.01
hsa-miR-1303,4.37,0.0
hsa-miR-1306-5p,0.0,0.82
hsa-miR-1307-3p,1002.75,536.47
hsa-miR-1307-5p,9.86,25.92
hsa-miR-130a-3p,5.63,0.0
hsa-miR-130b-5p,31.27,37.44
hsa-miR-132-3p,0.14,0.0
hsa-miR-132-5p,2.25,0.0
hsa-miR-135a-5p,1.41,41.35
hsa-miR-135b-3p,6.62,0.0
hsa-miR-135b-5p,124.67,228.74
hsa-miR-138-5p,14.93,0.0
hsa-miR-140-3p,119.18,47.11
hsa-miR-141-3p,44.09,13.78
hsa-miR-141-5p,25.92,0.0
hsa-miR-142-3p,32.54,62.74
hsa-miR-143-3p,0.0,0.21
hsa-miR-146b-5p,32.96,17.9
hsa-miR-148a-3p,44.38,12.96
hsa-miR-148b-3p,0.85,0.0
hsa-miR-149-5p,223.57,3.7
hsa-miR-151a-3p,76.07,27.15
hsa-miR-151a-5p,15.36,11.11
hsa-miR-155-5p,0.14,0.21
hsa-miR-15a-5p,29.72,0.0
hsa-miR-16-5p,227.51,316.78
hsa-miR-17-5p,104.81,137.82
hsa-miR-181a-2-3p,1.83,0.0
hsa-miR-181a-3p,14.65,0.0
hsa-miR-181a-5p,303.87,234.71
hsa-miR-181b-5p,332.18,360.59
hsa-miR-181c-5p,0.0,46.49
hsa-miR-181d-5p,35.22,19.75
hsa-miR-182-5p,3434.1,2703.95
hsa-miR-1827,0.14,0.0
hsa-miR-183-5p,905.12,477.43
hsa-miR-1843,2.11,0.0
hsa-miR-186-3p,7.33,0.0
hsa-miR-186-5p,71.42,102.03
hsa-miR-18a-3p,18.31,25.1
hsa-miR-18a-5p,47.76,49.99
hsa-miR-190a-5p,5.49,0.0
hsa-miR-190b-5p,8.03,0.0
hsa-miR-191-3p,1.13,0.0
hsa-miR-191-5p,5483.12,2699.63
hsa-miR-1914-5p,0.0,11.93
hsa-miR-192-5p,2.82,23.66
hsa-miR-193b-5p,14.79,0.21
hsa-miR-194-3p,0.0,0.21
hsa-miR-194-5p,6.9,0.0
hsa-miR-196a-5p,41.14,43.61
hsa-miR-196b-5p,276.68,274.82
hsa-miR-197-3p,182.57,22.22
hsa-miR-199a-3p,8.88,20.16
hsa-miR-19a-3p,3.8,0.0
hsa-miR-19b-3p,57.62,76.73
hsa-miR-200a-3p,382.47,525.98
hsa-miR-200a-5p,17.33,0.0
hsa-miR-200b-3p,188.91,126.92
hsa-miR-200b-5p,102.84,48.13
hsa-miR-200c-3p,5674.43,5146.24
hsa-miR-203a-3p,72.97,22.83
hsa-miR-205-5p,6.48,0.0
hsa-miR-20a-5p,159.33,185.54
hsa-miR-21-3p,3.24,0.0
hsa-miR-21-5p,296.96,222.77
hsa-miR-210-3p,40.99,23.24
hsa-miR-211-5p,0.14,0.0
hsa-miR-2110,68.32,0.0
hsa-miR-215-5p,0.0,0.21
hsa-miR-217-3p,0.0,0.21
hsa-miR-218-5p,0.56,0.0
hsa-miR-219a-1-3p,0.14,0.0
hsa-miR-22-3p,66.92,0.21
hsa-miR-221-3p,360.78,250.34
hsa-miR-221-5p,5.35,0.0
hsa-miR-222-3p,130.45,49.16
hsa-miR-223-3p,4.09,0.21
hsa-miR-224-5p,167.08,61.3
hsa-miR-23a-3p,426.85,233.27
hsa-miR-23b-3p,274.42,138.64
hsa-miR-25-3p,70.44,0.62
hsa-miR-25-5p,87.06,0.0
hsa-miR-26a-5p,26.63,26.74
hsa-miR-26b-5p,46.07,96.47
hsa-miR-27a-5p,3.8,0.0
hsa-miR-27b-3p,14.51,0.0
hsa-miR-28-3p,550.54,327.89
hsa-miR-29a-3p,36.06,17.69
hsa-miR-29b-3p,29.3,19.95
hsa-miR-29c-5p,8.03,0.0
hsa-miR-301a-3p,20.99,44.02
hsa-miR-3064-3p,0.14,0.0
hsa-miR-3064-5p,0.0,25.1
hsa-miR-3065-3p,5.78,0.0
hsa-miR-3065-5p,0.0,21.8
hsa-miR-30a-3p,6.9,0.0
hsa-miR-30a-5p,906.81,1309.91
hsa-miR-30c-5p,223.57,139.88
hsa-miR-30d-5p,4196.65,1449.37
hsa-miR-30e-5p,156.79,301.15
hsa-miR-3127-5p,29.58,0.0
hsa-miR-3138,0.0,19.13
hsa-miR-3149,6.62,0.0
hsa-miR-3187-3p,8.17,24.27
hsa-miR-3188,1.13,0.0
hsa-miR-3200-3p,6.2,15.63
hsa-miR-320a-3p,1039.37,459.74
hsa-miR-320a-5p,42.69,0.21
hsa-miR-320b,10.14,0.21
hsa-miR-320c,4.23,0.0
hsa-miR-324-5p,0.14,2.06
hsa-miR-328-3p,15.92,21.19
hsa-miR-330-3p,5.07,0.0
hsa-miR-335-3p,5.35,0.0
hsa-miR-339-3p,5.35,0.0
hsa-miR-339-5p,334.15,91.95
hsa-miR-340-3p,3.8,17.28
hsa-miR-342-3p,2218.21,1574.23
hsa-miR-342-5p,16.2,0.0
hsa-miR-34a-5p,119.6,140.49
hsa-miR-34c-5p,15.07,0.0
hsa-miR-3605-3p,0.0,0.21
hsa-miR-3609,0.0,1.23
hsa-miR-361-3p,145.38,25.92
hsa-miR-361-5p,3.52,0.0
hsa-miR-3613-5p,3.38,0.0
hsa-miR-3615,243.43,89.69
hsa-miR-362-5p,17.75,0.0
hsa-miR-365a-5p,13.52,0.0
hsa-miR-365b-3p,8.88,0.0
hsa-miR-3679-5p,11.55,0.0
hsa-miR-375-3p,4.23,0.0
hsa-miR-3934-5p,1.41,20.98
hsa-miR-3960,0.14,0.0
hsa-miR-421,40.43,0.0
hsa-miR-423-3p,431.92,77.76
hsa-miR-425-3p,15.92,0.0
hsa-miR-425-5p,1281.54,519.6
hsa-miR-429,13.1,18.1
hsa-miR-432-5p,0.28,0.21
hsa-miR-4326,32.68,40.52
hsa-miR-4433a-5p,4.09,0.0
hsa-miR-4449,4.37,0.0
hsa-miR-4485-3p,16.06,0.0
hsa-miR-449c-5p,8.45,0.0
hsa-miR-4508,0.14,0.0
hsa-miR-451a,6.48,0.0
hsa-miR-454-3p,220.89,150.98
hsa-miR-454-5p,0.28,0.0
hsa-miR-4706,14.09,0.0
hsa-miR-4758-5p,9.3,0.0
hsa-miR-484,2.39,0.0
hsa-miR-491-5p,5.07,0.0
hsa-miR-5001-5p,2.25,0.0
hsa-miR-5008-5p,0.99,0.0
hsa-miR-500a-3p,109.88,27.36
hsa-miR-501-3p,28.46,0.0
hsa-miR-501-5p,8.17,0.0
hsa-miR-502-3p,10.99,0.0
hsa-miR-503-5p,11.55,0.0
hsa-miR-504-5p,6.06,21.6
hsa-miR-5047,0.0,0.21
hsa-miR-505-3p,21.41,0.0
hsa-miR-505-5p,20.43,0.0
hsa-miR-509-3p,3.52,0.0
hsa-miR-532-5p,0.14,0.21
hsa-miR-548j-5p,14.65,11.72
hsa-miR-574-3p,4.79,0.0
hsa-miR-574-5p,22.12,16.04
hsa-miR-576-5p,43.11,23.45
hsa-miR-577,8.31,0.0
hsa-miR-589-5p,4.93,0.0
hsa-miR-619-5p,0.14,0.21
hsa-miR-625-3p,5.35,0.0
hsa-miR-628-3p,19.58,0.0
hsa-miR-636,5.49,0.0
hsa-miR-643,0.0,29.0
