miRNA,SRR19661820
hsa-miR-148a-3p,1214
hsa-miR-26a-5p,973
hsa-let-7i-5p,940
hsa-miR-21-5p,350
hsa-miR-191-5p,366
hsa-miR-126-3p,409
hsa-miR-99a-5p,206
hsa-miR-128-3p,382
hsa-let-7f-5p,245
hsa-miR-4497,239
hsa-miR-92a-3p,135
hsa-let-7g-5p,116
hsa-miR-25-3p,100
hsa-miR-451a,110
hsa-let-7a-5p,100
hsa-miR-30d-5p,144
hsa-let-7c-5p,77
hsa-miR-27a-3p,52
hsa-miR-150-5p,68
hsa-miR-143-3p,60
hsa-miR-24-3p,95
hsa-miR-10b-5p,58
hsa-let-7d-5p,59
hsa-miR-425-5p,50
hsa-let-7b-5p,64
hsa-miR-7-5p,37
hsa-miR-320a-3p,46
hsa-miR-100-5p,39
hsa-miR-186-5p,36
hsa-miR-328-3p,31
hsa-miR-30c-5p,56
hsa-miR-142-5p,36
hsa-miR-423-3p,38
hsa-miR-10a-5p,55
hsa-mir-636-3p,54
hsa-miR-27b-3p,57
hsa-miR-181a-5p,42
hsa-miR-30a-5p,45
hsa-miR-423-5p,36
hsa-miR-744-5p,28
hsa-miR-378a-3p,30
hsa-miR-146b-5p,28
hsa-miR-151a-3p,15
hsa-miR-137-3p,15
hsa-miR-181d-5p,23
hsa-miR-23a-3p,18
hsa-miR-146a-5p,22
hsa-miR-140-3p,51
hsa-miR-184,15
hsa-miR-139-5p,10
hsa-miR-30e-5p,14
hsa-miR-3195,16
hsa-miR-22-3p,12
hsa-miR-26b-5p,16
hsa-miR-339-5p,15
hsa-mir-1303-3p,11
hsa-miR-20a-5p,9
hsa-miR-103a-3p,8
hsa-miR-4508,20
hsa-miR-106b-3p,19
hsa-miR-320a-5p,7
hsa-miR-486-5p,7
hsa-miR-27a-5p,8
hsa-miR-16-5p,10
hsa-miR-99b-5p,11
hsa-miR-182-3p,6
hsa-miR-203a-3p,6
hsa-miR-30b-5p,6
hsa-miR-6800-5p,10
hsa-miR-125a-5p,12
hsa-miR-30e-3p,11
hsa-let-7d-3p,11
hsa-miR-4492,11
hsa-miR-93-5p,7
hsa-miR-363-3p,6
hsa-miR-125b-5p,13
hsa-miR-101-3p,10
hsa-miR-152-3p,7
hsa-miR-142-3p,12
hsa-miR-122-5p,5
hsa-miR-199a-3p,8
hsa-miR-222-3p,5
hsa-miR-183-5p,8
hsa-miR-9-5p,10
hsa-miR-223-3p,8
hsa-miR-34a-5p,4
hsa-miR-320b,4
hsa-miR-29a-3p,8
hsa-miR-450a-5p,4
hsa-miR-200c-3p,5
hsa-miR-340-5p,4
hsa-miR-181b-5p,7
hsa-miR-127-3p,9
hsa-miR-149-5p,3
hsa-miR-342-3p,5
hsa-miR-181c-3p,4
hsa-miR-28-3p,5
hsa-miR-144-3p,3
hsa-miR-339-3p,3
hsa-miR-185-5p,4
hsa-miR-4443,3
hsa-miR-223-5p,4
hsa-miR-361-3p,4
hsa-miR-505-3p,2
hsa-miR-200a-3p,4
hsa-miR-133a-3p,2
hsa-miR-379-5p,4
hsa-miR-200b-3p,3
hsa-miR-18a-3p,2
hsa-miR-148b-3p,3
hsa-miR-574-3p,2
hsa-miR-365b-5p,2
hsa-miR-7704,2
hsa-miR-221-3p,4
hsa-miR-1306-3p,2
hsa-miR-330-5p,4
hsa-miR-126-5p,2
hsa-miR-1-3p,4
hsa-miR-140-5p,2
hsa-miR-98-5p,2
hsa-mir-4449-3p,2
hsa-miR-17-5p,4
hsa-miR-199a-5p,2
hsa-miR-23b-3p,3
hsa-miR-195-3p,3
hsa-miR-24-2-5p,4
hsa-miR-129-5p,2
hsa-miR-340-3p,4
hsa-miR-150-3p,3
hsa-miR-571,1
hsa-miR-34c-5p,5
hsa-miR-144-5p,2
hsa-let-7c-3p,1
hsa-miR-200a-5p,1
hsa-miR-671-3p,1
hsa-miR-182-5p,2
hsa-miR-6877-5p,1
hsa-mir-639-3p,1
hsa-miR-32-5p,2
hsa-miR-218-5p,1
hsa-miR-192-5p,3
hsa-miR-584-5p,1
hsa-miR-204-3p,1
hsa-miR-139-3p,1
hsa-miR-532-5p,1
hsa-miR-138-5p,1
hsa-miR-141-3p,1
hsa-miR-106b-5p,1
hsa-miR-615-3p,1
hsa-miR-326,1
hsa-miR-330-3p,1
hsa-miR-15b-3p,1
hsa-mir-298-5p,1
hsa-miR-92b-3p,1
hsa-miR-335-3p,1
hsa-miR-486-3p,1
hsa-miR-210-3p,1
hsa-let-7e-5p,2
hsa-miR-205-5p,1
hsa-miR-1298-5p,1
hsa-miR-542-5p,1
hsa-miR-27b-5p,1
hsa-miR-1843,1
hsa-miR-6789-5p,1
hsa-miR-19b-3p,1
hsa-miR-455-5p,1
hsa-miR-28-5p,1
hsa-miR-30a-3p,1
hsa-miR-15b-5p,1
hsa-miR-411-5p,1
hsa-miR-1287-5p,1
hsa-miR-147b-3p,1
hsa-miR-381-3p,1
hsa-miR-107,1
