miRNA,SRR25779112,SRR25779113,SRR25779114,SRR25779115,SRR25779116,SRR25779117,SRR25779118,SRR25779119,SRR25779120,SRR25779121
hsa-let-7a-3p,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7a-5p,1182.0,1630.0,1591.0,1743.0,717.0,788.0,520.0,912.0,1989.0,1977.0
hsa-let-7b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-let-7b-5p,1212.0,1993.0,1771.0,2408.0,1201.0,747.0,709.0,1255.0,1718.0,1843.0
hsa-let-7c-5p,20.0,59.0,27.0,96.0,51.0,28.0,13.0,46.0,39.0,38.0
hsa-let-7d-3p,5.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,8.0,2.0
hsa-let-7d-5p,52.0,33.0,80.0,68.0,22.0,32.0,19.0,20.0,62.0,58.0
hsa-let-7e-5p,31.0,59.0,51.0,50.0,34.0,26.0,15.0,72.0,61.0,51.0
hsa-let-7f-1-3p,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7f-5p,1206.0,1456.0,1163.0,1313.0,659.0,641.0,419.0,818.0,1565.0,1571.0
hsa-let-7g-5p,137.0,209.0,188.0,220.0,100.0,54.0,89.0,104.0,221.0,217.0
hsa-let-7i-3p,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7i-5p,279.0,233.0,286.0,246.0,174.0,119.0,74.0,107.0,293.0,240.0
hsa-miR-1-3p,75.0,60.0,66.0,250.0,71.0,72.0,48.0,71.0,91.0,66.0
hsa-miR-100-5p,410.0,532.0,313.0,582.0,750.0,328.0,184.0,498.0,323.0,478.0
hsa-miR-101-3p,203.0,86.0,99.0,114.0,150.0,59.0,17.0,45.0,115.0,86.0
hsa-miR-10395-3p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-10399-3p,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-103a-3p,29.0,0.0,0.0,34.0,12.0,10.0,6.0,17.0,41.0,16.0
hsa-miR-106a-3p,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0
hsa-miR-106a-5p,5.0,0.0,6.0,19.0,1.0,3.0,1.0,0.0,0.0,2.0
hsa-miR-106b-3p,83.0,109.0,54.0,85.0,41.0,40.0,12.0,50.0,76.0,94.0
hsa-miR-106b-5p,0.0,0.0,0.0,5.0,0.0,4.0,1.0,0.0,0.0,0.0
hsa-miR-10a-3p,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
