miRNA,SRR17085639,SRR17085640
hsa-let-7a-2-3p,0.19,1.24
hsa-let-7a-3p,2.24,25.53
hsa-let-7a-5p,1821.03,13712.57
hsa-let-7b-3p,2.63,3.28
hsa-let-7b-5p,881.54,2951.01
hsa-let-7c-3p,0.19,0.0
hsa-let-7c-5p,53.37,263.27
hsa-let-7d-3p,18.12,971.77
hsa-let-7d-5p,43.73,698.67
hsa-let-7e-3p,0.0,0.56
hsa-let-7e-5p,63.31,999.11
hsa-let-7f-2-3p,0.0,0.23
hsa-let-7f-5p,285.76,10295.1
hsa-let-7g-5p,217.2,4360.22
hsa-let-7i-3p,0.0,0.34
hsa-let-7i-5p,144.83,3266.8
hsa-miR-1-3p,2.73,32.87
hsa-miR-100-5p,2269.64,11891.57
hsa-miR-101-3p,10.13,940.94
hsa-miR-10399-3p,0.0,2.26
hsa-miR-103a-3p,28.83,1327.21
hsa-miR-10401-3p,16.27,1.02
hsa-miR-10526-3p,0.0,0.9
hsa-miR-106a-3p,0.0,0.79
hsa-miR-106a-5p,0.0,0.11
hsa-miR-106b-3p,2.73,129.77
hsa-miR-106b-5p,3.21,74.43
hsa-miR-107,0.0,21.91
hsa-miR-10a-3p,4.87,17.28
hsa-miR-10a-5p,440.82,2371.72
hsa-miR-10b-3p,0.19,1.81
hsa-miR-10b-5p,164.11,824.49
hsa-miR-11400,0.0,8.24
hsa-miR-11401,0.0,0.9
hsa-miR-1180-3p,0.49,66.86
hsa-miR-1180-5p,0.0,0.11
hsa-miR-1185-2-3p,0.0,0.23
hsa-miR-1197,0.0,3.95
hsa-miR-12136,0.0,4.18
hsa-miR-122-3p,1.17,0.0
hsa-miR-122-5p,13.93,2.15
hsa-miR-1226-3p,0.0,5.31
hsa-miR-1228-5p,0.78,0.0
hsa-miR-124-3p,0.1,0.0
hsa-miR-1245a,0.0,0.34
hsa-miR-1246,6.92,115.99
hsa-miR-1250-5p,0.0,7.68
hsa-miR-1255b-5p,0.0,2.6
hsa-miR-125a-3p,2.05,27.78
hsa-miR-125a-5p,54.25,225.66
hsa-miR-125b-1-3p,4.29,85.84
hsa-miR-125b-5p,99.83,1716.53
hsa-miR-126-3p,20.65,317.6
hsa-miR-126-5p,6.43,180.37
hsa-miR-1260b,5.75,59.97
hsa-miR-1262,0.0,30.61
hsa-miR-1267,0.0,3.16
hsa-miR-1268b,0.0,5.53
hsa-miR-127-3p,8.38,385.59
hsa-miR-127-5p,0.29,16.83
hsa-miR-1270,0.68,0.0
hsa-miR-1271-5p,0.39,9.37
hsa-miR-1276,0.0,0.23
hsa-miR-1278,0.0,2.26
hsa-miR-128-1-5p,0.0,1.13
hsa-miR-128-3p,22.69,561.33
hsa-miR-1285-3p,0.0,6.1
hsa-miR-1285-5p,0.1,4.29
hsa-miR-129-5p,0.1,1.47
hsa-miR-1292-5p,0.0,7.12
hsa-miR-1293,0.0,8.92
hsa-miR-1294,0.0,1.47
hsa-miR-1296-5p,0.0,1.69
hsa-miR-1299,0.0,0.9
hsa-miR-1301-3p,0.0,23.38
hsa-miR-1303,0.0,13.1
hsa-miR-1304-5p,0.0,22.48
hsa-miR-1306-3p,0.0,2.03
hsa-miR-1306-5p,0.78,6.44
hsa-miR-1307-3p,0.0,48.57
hsa-miR-1307-5p,0.0,21.69
hsa-miR-130a-3p,0.68,15.47
hsa-miR-130a-5p,0.0,0.68
hsa-miR-130b-3p,0.29,58.51
hsa-miR-130b-5p,6.14,113.28
hsa-miR-132-3p,1.07,81.09
hsa-miR-132-5p,0.1,4.07
hsa-miR-133a-3p,0.0,11.97
