miRNA,SRR24875824,SRR24875825,SRR24875826,SRR24875827,SRR24875828,SRR24875829,SRR24875830,SRR24875831,SRR24875832
hsa-miR-24-2-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0
hsa-miR-24-3p,18.37,0.0,21.57,42.18,55.24,44.99,54.68,78.17,164.95
hsa-miR-25-3p,280.09,1571.08,301.46,643.28,990.32,652.2,1472.47,563.42,376.17
hsa-miR-25-5p,0.0,0.0,0.0,0.0,0.0,0.0,14.7,12.36,0.0
hsa-miR-26a-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,14.26,5.6,0.0
hsa-miR-26a-5p,308.78,726.83,311.69,435.48,379.87,436.95,657.37,466.52,2.0
hsa-miR-26b-3p,0.0,0.0,0.0,0.0,29.35,0.0,7.94,8.18,0.0
hsa-miR-26b-5p,0.0,0.0,0.0,0.0,0.0,0.0,1.32,12.91,0.0
hsa-miR-27a-3p,18.03,108.8,19.23,2.36,187.49,2.26,65.71,33.23,0.0
hsa-miR-27a-5p,0.0,0.0,0.0,52.92,0.0,49.51,0.15,7.64,0.18
hsa-miR-27b-3p,19.9,192.27,20.4,46.26,0.47,47.03,37.04,117.6,0.54
hsa-miR-27b-5p,0.0,0.0,0.0,0.0,0.16,0.0,0.0,12.52,0.0
hsa-miR-28-3p,156.57,654.63,156.81,361.09,453.1,369.37,303.99,169.24,94.0
hsa-miR-28-5p,0.0,0.0,0.0,0.0,0.0,0.0,22.78,9.34,0.18
hsa-miR-29a-3p,0.06,0.33,0.0,0.0,0.16,0.0,22.64,8.9,0.0
hsa-miR-30a-3p,29.32,0.5,29.57,63.33,249.2,71.79,56.01,56.03,0.36
hsa-miR-30a-5p,25.69,345.45,25.01,2.15,400.86,3.23,2.35,14.06,0.91
hsa-miR-30b-3p,18.2,0.0,20.98,0.0,0.0,0.0,11.17,11.65,0.0
hsa-miR-30b-5p,0.0,0.17,0.0,0.0,6.0,0.0,0.15,0.0,0.0
hsa-miR-30c-1-3p,0.0,0.0,0.0,0.0,0.0,0.0,19.26,0.0,0.0
hsa-miR-30c-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,21.17,15.6,0.0
hsa-miR-30c-5p,63.85,234.83,61.95,230.89,203.43,233.97,111.13,65.2,0.36
hsa-miR-30d-3p,0.0,0.0,0.06,0.0,0.0,0.32,0.15,0.0,0.0
hsa-miR-30d-5p,905.58,687.92,955.7,1600.64,1509.71,1605.64,1435.72,840.92,913.3
hsa-miR-30e-3p,32.78,81.31,33.14,49.05,13.41,46.92,152.44,111.12,0.0
hsa-miR-30e-5p,16.79,0.17,22.27,0.0,0.32,0.0,1.47,0.0,0.0
hsa-miR-3127-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0
hsa-miR-3158-3p,0.0,92.41,0.06,0.0,98.01,133.78,201.09,35.37,0.0
hsa-miR-3168,0.0,0.83,0.06,0.0,0.0,0.0,0.0,0.0,0.18
hsa-miR-3177-3p,18.54,0.0,19.7,0.0,0.0,0.0,0.0,10.99,0.0
hsa-miR-3178,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0
hsa-miR-3191-3p,0.0,0.0,0.0,0.0,0.0,0.0,11.61,0.0,0.0
hsa-miR-3196,14.52,0.0,15.31,0.0,69.44,0.0,0.0,0.0,0.0
hsa-miR-3198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0
hsa-miR-320a-3p,464.79,820.57,436.24,603.35,1852.81,631.97,1548.77,1298.32,505.74
hsa-miR-320b,3.52,7.78,43.54,47.98,178.02,54.89,10.44,32.96,2.18
hsa-miR-320c,0.4,0.0,0.64,1.61,2.37,1.51,43.07,0.49,0.91
hsa-miR-320d,0.45,0.0,0.88,32.95,1.1,0.11,0.59,0.0,0.18
hsa-miR-320e,0.0,0.0,0.0,0.11,0.16,0.11,0.29,0.0,0.0
hsa-miR-323a-3p,0.0,0.0,0.0,0.0,0.0,0.0,34.69,0.0,0.0
hsa-miR-328-3p,94.7,483.23,98.36,114.75,518.28,113.33,65.41,35.05,157.51
hsa-miR-330-3p,0.06,0.0,0.06,0.0,17.04,0.0,9.85,0.05,0.0
hsa-miR-330-5p,0.0,0.0,0.0,68.48,0.0,70.82,0.15,0.0,0.0
hsa-miR-331-3p,0.0,0.0,0.0,1.72,0.0,0.86,0.0,0.0,0.0
hsa-miR-335-3p,19.05,232.34,20.87,111.63,535.17,114.19,55.12,0.0,0.36
hsa-miR-339-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.27,0.0
hsa-miR-339-5p,0.23,0.0,0.18,0.0,0.0,0.0,21.31,0.0,0.0
hsa-miR-33b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,0.0
hsa-miR-340-3p,1.42,0.0,0.41,0.0,4.58,0.11,83.05,0.27,0.36
hsa-miR-342-3p,22.17,0.0,23.26,0.0,0.0,0.0,39.98,11.21,0.0
hsa-miR-342-5p,301.63,584.08,313.79,81.26,568.78,90.3,383.66,99.59,542.39
hsa-miR-3605-3p,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3605-5p,0.0,0.0,0.0,0.0,0.0,0.0,38.37,0.11,0.0
hsa-miR-361-3p,56.2,122.38,55.87,115.5,192.54,111.93,30.43,74.32,3.81
hsa-miR-3614-5p,0.0,123.71,0.0,71.38,0.0,78.35,0.0,0.0,0.18
hsa-miR-3615,86.59,27.82,91.76,71.6,170.6,68.45,44.1,30.16,0.0
hsa-miR-3620-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0
hsa-miR-363-3p,21.55,0.0,23.14,0.0,0.0,0.0,28.96,0.0,0.18
hsa-miR-3648,28.58,0.0,26.07,0.21,0.16,0.11,0.0,6.76,0.36
hsa-miR-365b-5p,37.88,0.0,37.29,0.21,0.0,0.0,0.0,0.0,0.18
hsa-miR-3665,4.76,146.56,5.32,0.32,0.32,0.43,12.79,4.45,0.36
hsa-miR-3678-5p,0.0,0.0,0.0,0.11,0.0,0.22,0.0,2.14,0.0
hsa-miR-3679-5p,0.0,0.0,0.0,0.0,0.0,0.0,11.02,0.0,0.0
hsa-miR-3682-3p,0.06,0.0,0.0,0.0,0.0,0.0,14.11,0.0,0.0
hsa-miR-369-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0
hsa-miR-3690,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.0,0.0
hsa-miR-370-3p,0.0,107.15,0.0,0.0,0.0,0.0,18.52,10.33,0.0
hsa-miR-374b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0
hsa-miR-375-3p,44.12,90.59,51.26,38.32,0.47,37.13,28.37,2.14,0.18
hsa-miR-378a-3p,22.51,0.17,22.79,0.0,0.16,0.0,1.32,8.95,0.18
hsa-miR-378c,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0
hsa-miR-378d,0.06,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0
hsa-miR-381-3p,0.0,0.0,0.0,0.0,0.0,0.0,17.05,0.0,0.0
hsa-miR-382-3p,0.0,0.0,0.0,0.0,0.0,0.0,20.29,0.0,0.0
hsa-miR-382-5p,0.06,0.0,0.0,1.29,0.0,0.65,21.76,20.98,164.77
hsa-miR-3929,0.0,0.0,0.0,0.0,0.0,0.0,14.26,0.0,0.0
hsa-miR-3934-5p,0.0,88.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3960,1.25,0.0,0.94,61.93,0.63,61.24,0.29,14.5,0.36
hsa-miR-409-3p,54.95,100.19,54.18,1.5,161.13,2.8,211.24,204.06,0.73
hsa-miR-421,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0
hsa-miR-423-3p,17.3,1305.45,71.77,463.49,624.97,12.81,190.95,49.22,555.46
hsa-miR-423-5p,1080.36,10437.83,5035.95,4745.57,8350.73,2449.74,14228.03,2397.03,6149.39
hsa-miR-424-3p,0.0,0.17,0.0,0.0,118.68,0.0,0.0,0.0,0.0
hsa-miR-424-5p,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-425-3p,0.0,0.0,0.0,0.0,0.0,0.0,20.43,0.0,0.0
hsa-miR-425-5p,44.06,124.7,42.67,38.32,285.97,45.09,174.05,50.1,0.0
hsa-miR-432-5p,53.93,112.28,53.77,100.04,215.74,88.79,394.54,158.97,268.93
hsa-miR-4326,0.0,0.0,0.0,0.0,0.0,0.0,1.91,0.0,0.0
hsa-miR-4429,0.0,0.0,0.0,0.0,0.0,0.22,0.15,0.0,0.0
hsa-miR-4433a-3p,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4433b-3p,17.24,1002.23,610.4,621.71,88.85,194.37,208.0,0.0,346.05
hsa-miR-4433b-5p,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4443,8.22,0.17,8.88,0.97,0.95,1.08,1.62,0.33,205.05
hsa-miR-4446-3p,109.16,99.86,103.97,54.1,101.32,52.2,60.42,52.68,0.18
hsa-miR-4466,17.98,0.0,19.35,0.0,0.0,0.0,0.0,0.05,0.0
hsa-miR-4473,0.0,0.0,0.0,0.0,0.16,0.0,19.55,0.0,0.0
hsa-miR-4488,15.25,93.57,17.48,0.0,0.79,0.0,18.96,10.71,107.79
hsa-miR-4492,0.06,0.0,0.06,0.0,0.0,0.11,0.0,5.99,0.0
hsa-miR-4497,0.0,0.0,0.0,0.0,0.0,0.0,2.06,4.12,0.0
hsa-miR-4498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0
hsa-miR-4508,526.6,472.47,536.76,245.81,103.85,236.02,1635.2,171.88,1020.36
hsa-miR-4513,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4516,25.8,1.82,25.19,0.0,0.0,0.11,31.46,0.11,0.0
hsa-miR-451a,7.94,2196.57,9.59,561.49,707.51,0.32,15.88,1119.42,1312.7
hsa-miR-455-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0
hsa-miR-4661-5p,16.11,0.0,17.01,0.0,0.0,0.0,19.11,0.0,0.0
hsa-miR-4665-5p,15.37,0.0,15.43,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4689,0.0,0.0,0.0,0.0,0.0,0.0,2.35,0.0,0.0
hsa-miR-4697-5p,0.06,0.0,0.0,0.0,36.93,0.0,0.0,0.0,0.0
hsa-miR-4732-5p,39.47,128.51,40.09,0.0,0.47,0.11,0.15,17.25,0.18
hsa-miR-4741,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0
hsa-miR-4746-5p,0.0,0.0,0.0,0.0,0.0,0.0,16.9,0.0,0.0
hsa-miR-4750-5p,0.0,6.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4755-3p,0.0,0.17,0.0,35.31,0.0,37.56,0.0,0.0,0.0
hsa-miR-4800-5p,0.0,0.0,0.0,2.68,0.0,1.83,0.29,0.0,0.0
hsa-miR-483-5p,71.17,93.07,76.86,132.46,456.26,129.26,57.77,0.0,0.18
hsa-miR-484,0.0,0.17,0.0,0.0,0.16,0.0,21.02,11.32,0.0
hsa-miR-485-5p,38.22,0.0,42.2,0.0,221.74,0.0,19.4,11.1,0.36
hsa-miR-486-3p,131.22,392.98,130.63,256.22,337.58,77.7,378.22,250.32,189.81
hsa-miR-486-5p,3672.3,351.25,3282.06,5551.16,694.88,19.7,2889.68,2430.76,8622.0
hsa-miR-493-3p,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.0,0.0
hsa-miR-493-5p,0.0,0.17,0.0,0.0,115.05,0.0,0.0,24.61,0.0
hsa-miR-495-3p,0.0,0.0,0.0,0.0,0.0,0.0,60.12,9.78,0.0
hsa-miR-5003-3p,0.06,0.0,0.0,0.21,0.0,0.11,0.44,0.0,0.0
hsa-miR-5009-5p,0.0,0.0,0.0,0.0,0.0,0.0,17.79,0.0,0.0
hsa-miR-500a-3p,0.0,0.0,0.0,0.0,0.0,0.0,8.82,13.51,0.0
hsa-miR-501-3p,0.0,0.0,0.0,0.0,35.35,0.0,18.23,0.05,0.18
hsa-miR-5010-5p,20.19,0.0,23.2,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-502-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.11,0.0
hsa-miR-504-3p,0.0,0.17,0.0,0.0,0.0,0.0,9.85,0.0,0.0
hsa-miR-504-5p,0.0,0.0,0.0,0.0,47.35,0.0,0.0,0.0,0.0
hsa-miR-505-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0
hsa-miR-505-5p,22.34,0.0,21.74,0.0,0.0,0.11,38.95,13.18,0.0
hsa-miR-516b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.8,0.0
hsa-miR-5187-5p,0.0,0.0,0.0,0.0,0.0,0.0,1.91,22.58,182.37
hsa-miR-5189-5p,0.51,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-532-5p,0.0,0.17,0.0,28.44,112.84,29.7,38.07,10.44,162.41
hsa-miR-543,22.29,198.23,19.58,48.95,0.79,48.86,62.91,85.31,0.18
hsa-miR-551b-5p,0.0,0.0,0.0,0.0,0.16,0.0,0.0,3.9,0.0
hsa-miR-5588-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0
hsa-miR-574-3p,0.0,0.0,0.0,0.0,106.69,0.0,17.35,0.0,0.0
hsa-miR-574-5p,162.75,464.85,173.41,269.53,391.55,283.91,195.8,53.12,791.9
hsa-miR-584-5p,33.97,0.17,39.22,33.38,119.47,32.5,102.16,99.92,116.86
hsa-miR-589-5p,60.79,117.91,59.85,45.62,0.32,41.33,47.33,59.32,0.0
hsa-miR-6126,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0
hsa-miR-615-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0
hsa-miR-619-5p,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0
hsa-miR-625-3p,94.42,92.08,20.98,0.0,68.18,43.05,106.13,12.91,0.0
hsa-miR-625-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.44,0.0
hsa-miR-628-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.3,0.0
hsa-miR-629-5p,15.42,61.44,14.32,0.0,0.0,0.0,33.07,12.8,0.0
hsa-miR-636,0.0,0.0,0.0,0.0,0.0,0.0,18.67,0.0,0.0
hsa-miR-641,0.0,0.0,0.0,0.0,0.0,0.11,11.17,12.19,0.0
hsa-miR-642a-3p,0.0,0.0,0.0,0.0,0.0,0.0,19.99,0.0,0.0
hsa-miR-642b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0
hsa-miR-652-3p,18.6,0.0,18.76,0.0,0.0,0.0,0.0,9.01,0.18
hsa-miR-654-3p,0.0,0.0,0.0,0.0,0.16,0.22,73.79,9.61,0.36
