miRNA,SRR21275072,SRR21275073,SRR21275074,SRR21275075,SRR21275076,SRR21275077
hsa-let-7a-2-3p,0.05,0.05,0.06,0.0,0.07,0.0
hsa-let-7a-3p,19.74,30.3,27.94,42.75,28.22,26.29
hsa-let-7a-5p,31232.3,26990.54,26150.21,8520.49,10715.11,10087.08
hsa-let-7b-3p,6.96,9.06,7.47,3.29,0.98,2.84
hsa-let-7b-5p,7600.38,6029.57,6597.66,5565.25,5419.52,5515.23
hsa-let-7c-5p,13.27,8.57,6.58,81.99,9.01,9.11
hsa-let-7d-3p,64.61,51.0,94.46,142.94,57.7,64.59
hsa-let-7d-5p,3955.4,2588.6,3103.55,1214.47,1104.43,1235.27
hsa-let-7e-3p,10.5,10.19,10.4,13.08,3.63,10.33
hsa-let-7e-5p,799.75,586.43,383.97,412.67,292.14,256.56
hsa-let-7f-1-3p,13.16,15.74,18.26,3.22,4.4,8.91
hsa-let-7f-2-3p,1.2,1.46,1.38,0.0,0.0,0.0
hsa-let-7f-5p,29383.35,30859.66,25664.42,4593.4,6487.2,5956.46
hsa-let-7g-3p,0.11,0.11,0.44,0.0,0.0,0.0
hsa-let-7g-5p,10610.22,12457.37,10382.34,1911.62,2544.16,2559.93
hsa-let-7i-3p,3.92,1.78,2.21,0.07,1.47,1.42
hsa-let-7i-5p,5307.89,5921.58,6435.14,1427.41,1740.12,1860.39
hsa-miR-1-3p,7.89,5.28,8.85,0.07,4.61,4.39
hsa-miR-100-3p,0.0,0.0,0.06,0.0,0.0,0.0
hsa-miR-100-5p,11.09,8.46,16.82,6.14,6.85,5.17
hsa-miR-101-3p,0.33,1.46,0.5,0.37,0.0,0.0
hsa-miR-101-5p,0.0,0.0,0.0,0.0,0.0,0.58
hsa-miR-10393-3p,0.0,0.0,0.06,0.0,0.0,0.0
hsa-miR-10394-3p,0.0,0.0,0.0,0.0,0.0,0.9
hsa-miR-10394-5p,0.0,0.59,0.0,0.0,0.0,0.0
hsa-miR-10395-3p,2.94,2.05,2.99,0.0,0.35,0.0
hsa-miR-10395-5p,0.0,0.0,0.39,0.0,0.0,0.0
hsa-miR-10396a-5p,0.0,0.0,0.5,0.0,0.0,0.0
hsa-miR-10396b-3p,0.0,0.0,0.17,0.0,0.0,0.0
hsa-miR-10396b-5p,0.0,0.0,0.28,0.0,0.0,0.0
hsa-miR-10397-3p,0.0,0.49,0.0,0.0,0.0,0.0
hsa-miR-10399-3p,26.32,19.78,30.71,0.95,5.52,4.78
hsa-miR-103a-2-5p,0.05,0.54,0.0,0.0,0.7,0.0
hsa-miR-103a-3p,57.65,46.15,39.12,0.0,0.0,0.65
hsa-miR-10401-3p,0.38,1.35,1.11,0.95,1.75,1.55
hsa-miR-10524-5p,0.11,0.0,0.0,0.0,0.0,0.0
hsa-miR-10527-5p,0.54,0.32,0.61,0.0,0.14,0.71
hsa-miR-106a-5p,0.0,0.43,0.28,1.1,0.0,0.0
hsa-miR-106b-3p,3.21,3.07,5.48,0.07,1.75,1.23
hsa-miR-106b-5p,5.22,10.24,7.53,3.22,1.68,2.13
hsa-miR-107,0.0,6.36,3.1,0.0,0.0,1.49
hsa-miR-10a-3p,0.0,0.05,0.44,0.37,0.0,0.0
hsa-miR-10a-5p,17.51,15.42,19.7,10.52,5.94,6.59
hsa-miR-10b-5p,0.05,0.16,0.06,1.83,0.28,0.78
hsa-miR-1180-3p,9.19,3.72,9.68,14.4,10.06,11.05
hsa-miR-12136,3.53,4.8,4.92,6.28,1.96,0.65
hsa-miR-122-3p,0.0,0.0,0.0,1.02,0.0,0.0
hsa-miR-122-5p,3.05,3.67,0.0,1.53,12.85,9.75
hsa-miR-1226-3p,5.55,1.51,7.03,2.12,1.26,4.39
hsa-miR-1227-3p,0.0,0.0,0.0,0.0,0.14,0.0
hsa-miR-1228-3p,0.0,0.27,0.0,0.0,0.0,0.0
hsa-miR-1229-3p,0.0,0.43,0.0,0.0,0.0,0.0
hsa-miR-1233-3p,0.0,0.0,0.0,0.22,0.0,0.0
hsa-miR-1233-5p,0.0,0.0,0.17,0.0,0.0,0.0
hsa-miR-1234-3p,0.6,0.0,0.0,0.0,0.0,0.0
hsa-miR-124-3p,194.58,210.41,222.56,110.35,98.22,112.46
hsa-miR-124-5p,0.0,0.0,0.22,0.22,0.28,0.0
hsa-miR-1243,0.92,0.32,0.77,0.0,0.0,0.0
hsa-miR-1244,0.0,0.0,0.22,0.0,0.49,0.0
hsa-miR-1246,92.56,86.26,136.62,99.24,189.73,156.7
hsa-miR-1247-5p,0.0,0.0,0.06,0.0,0.0,0.0
hsa-miR-1248,0.54,3.72,1.27,0.66,0.0,0.0
hsa-miR-1249-3p,1.74,2.05,0.83,1.68,0.14,0.58
hsa-miR-1249-5p,0.0,0.0,0.0,0.0,0.7,0.0
hsa-miR-1250-5p,0.0,0.0,0.0,0.0,0.91,0.0
hsa-miR-1255a,0.0,0.0,0.0,0.0,0.42,0.0
hsa-miR-1255b-5p,0.44,0.7,0.0,0.0,0.14,0.97
hsa-miR-125a-3p,3.1,4.85,1.44,0.0,0.63,3.68
hsa-miR-125a-5p,402.97,485.41,498.63,416.39,155.01,186.93
hsa-miR-125b-1-3p,0.0,0.0,0.0,0.0,0.0,0.06
hsa-miR-125b-5p,0.49,1.83,0.61,3.95,0.84,0.06
hsa-miR-126-3p,157.87,181.41,263.67,171.29,116.24,138.16
hsa-miR-126-5p,1.85,2.43,1.0,0.0,0.56,1.42
hsa-miR-1260a,0.0,0.11,0.0,0.07,0.0,0.0
hsa-miR-1260b,7.72,15.31,5.37,10.08,4.75,8.2
hsa-miR-1261,0.0,0.0,0.0,0.07,0.0,0.0
hsa-miR-1268a,0.0,0.05,1.38,1.24,0.49,0.06
hsa-miR-1268b,0.82,1.02,0.11,0.0,0.28,0.32
hsa-miR-1269a,0.0,0.0,0.06,0.0,0.0,0.0
hsa-miR-1269b,14.57,17.09,18.26,11.33,12.57,6.14
hsa-miR-127-3p,3.21,4.53,3.21,38.15,7.96,8.01
hsa-miR-1271-5p,0.05,0.0,0.17,0.0,0.0,0.0
hsa-miR-1273c,0.05,0.38,0.0,0.0,0.0,0.0
hsa-miR-1273h-3p,0.0,1.02,0.0,0.0,0.14,0.0
hsa-miR-1273h-5p,1.69,1.13,0.66,2.7,0.7,0.0
hsa-miR-1275,0.22,0.11,0.11,1.97,0.28,0.13
hsa-miR-1276,0.49,0.27,0.0,0.88,0.91,0.32
