miRNA,SRR12692325,SRR12692326,SRR12692327,SRR12692328,SRR12692329,SRR12692330
hsa-let-7a-5p,7.65,0.0,0.0,1.85,0.0,0.45
hsa-let-7b-5p,73.01,170.43,37.84,19.15,52.84,10.46
hsa-let-7c-5p,0.7,9.26,1.61,0.0,0.0,0.0
hsa-let-7f-5p,0.0,1.24,0.0,0.0,0.0,0.0
hsa-let-7i-5p,0.0,3.09,0.0,0.0,0.0,0.0
hsa-miR-1-3p,0.0,0.62,0.0,0.0,0.0,0.0
hsa-miR-101-3p,13.91,0.0,49.92,0.62,1.06,0.0
hsa-miR-10393-3p,0.0,1.24,1.61,0.0,0.0,0.45
hsa-miR-10395-3p,0.0,3.09,0.0,0.0,0.0,0.0
hsa-miR-103a-3p,38.94,175.37,52.34,21.62,14.79,3.64
hsa-miR-107,1.39,0.62,0.81,0.0,0.0,0.0
hsa-miR-10a-5p,0.0,1.24,0.0,0.62,1.06,0.0
hsa-miR-10b-3p,0.0,1.24,0.0,0.0,0.0,0.0
hsa-miR-10b-5p,0.0,0.0,0.0,0.62,0.0,0.0
hsa-miR-1179,1.39,0.62,0.0,0.0,0.0,0.0
hsa-miR-12136,0.7,11.73,0.81,1.85,12.68,1.36
hsa-miR-1255a,0.0,0.0,0.0,0.0,0.0,0.45
hsa-miR-1255b-5p,0.0,0.0,0.0,0.0,0.0,0.45
hsa-miR-125a-5p,4.17,6.79,8.05,0.0,0.0,0.0
hsa-miR-125b-5p,8.34,3.09,10.47,3.09,0.0,1.36
hsa-miR-1262,0.0,0.0,0.0,0.0,0.0,1.36
hsa-miR-127-3p,10.43,14.2,0.81,0.0,1.06,0.0
hsa-miR-127-5p,0.0,0.62,0.0,0.0,0.0,0.0
hsa-miR-1273c,0.0,0.0,0.0,0.0,0.0,0.45
hsa-miR-1273h-3p,0.0,0.0,0.0,0.0,0.0,0.45
hsa-miR-1285-5p,6.26,1.24,5.64,3.71,2.11,6.37
hsa-miR-1304-3p,0.7,0.0,0.0,1.85,0.0,0.91
hsa-miR-1307-3p,2.09,20.38,0.0,0.0,2.11,0.0
hsa-miR-133b,0.0,0.62,0.0,0.0,0.0,0.0
hsa-miR-136-5p,0.0,0.0,1.61,0.62,0.0,0.0
hsa-miR-140-5p,1.39,0.0,2.42,0.0,0.0,0.0
hsa-miR-142-3p,1.39,1.85,0.0,0.0,1.06,0.91
hsa-miR-142-5p,0.0,0.62,1.61,0.0,0.0,0.0
hsa-miR-143-3p,0.7,0.0,3.22,0.0,0.0,3.18
hsa-miR-145-3p,0.0,0.62,0.0,0.62,0.0,0.0
hsa-miR-145-5p,32.68,12.97,2.42,9.27,4.23,6.82
hsa-miR-146a-5p,0.7,0.0,0.0,0.0,0.0,0.0
hsa-miR-146b-3p,2.09,0.62,0.0,0.0,0.0,0.0
hsa-miR-146b-5p,0.0,0.62,0.0,0.0,0.0,0.0
hsa-miR-147b-5p,0.7,0.62,0.0,0.0,0.0,0.0
hsa-miR-148b-3p,0.0,1.24,0.0,0.0,0.0,0.0
hsa-miR-151a-5p,0.0,0.0,0.81,0.0,0.0,0.0
hsa-miR-152-3p,11.82,97.57,22.54,4.32,8.45,2.27
hsa-miR-152-5p,0.0,0.62,0.0,0.0,0.0,0.0
hsa-miR-15a-5p,1.39,0.0,1.61,0.0,0.0,0.0
hsa-miR-16-5p,5.56,1.85,4.83,0.62,1.06,0.91
hsa-miR-181a-5p,0.7,3.71,0.0,0.0,0.0,0.0
hsa-miR-181b-2-3p,5.56,4.94,0.0,0.0,0.0,0.0
hsa-miR-181b-3p,0.0,1.24,0.0,0.0,0.0,0.0
hsa-miR-181b-5p,7.65,11.73,0.81,1.24,0.0,0.0
hsa-miR-185-3p,0.0,0.62,0.0,0.62,0.0,0.0
hsa-miR-185-5p,0.0,0.62,0.0,0.0,0.0,0.0
hsa-miR-186-3p,2.78,0.0,0.81,0.0,0.0,0.45
hsa-miR-186-5p,0.0,5.56,0.0,0.0,0.0,0.0
hsa-miR-192-3p,0.0,0.0,1.61,0.0,0.0,0.0
hsa-miR-192-5p,0.0,0.62,0.0,0.0,0.0,0.0
hsa-miR-193b-5p,0.0,0.62,0.0,0.0,0.0,0.0
hsa-miR-194-5p,0.0,0.62,0.0,0.0,0.0,0.0
hsa-miR-195-5p,0.0,0.0,1.61,0.0,0.0,0.0
hsa-miR-196a-5p,0.0,0.0,0.0,0.62,0.0,0.45
hsa-miR-196b-5p,11.82,6.79,30.6,8.03,10.57,3.64
hsa-miR-199a-3p,31.29,43.84,16.91,3.09,7.4,0.0
hsa-miR-199a-5p,0.0,6.79,0.0,0.0,0.0,0.0
hsa-miR-199b-3p,5.56,8.03,1.61,1.24,1.06,0.0
hsa-miR-19a-3p,0.7,0.0,0.0,0.0,0.0,0.0
hsa-miR-200a-3p,0.0,1.85,0.0,0.0,0.0,0.0
hsa-miR-200c-3p,0.0,1.85,0.0,0.0,0.0,0.0
hsa-miR-204-3p,0.0,0.0,0.0,0.0,0.0,0.45
hsa-miR-206,0.0,0.0,0.0,0.0,0.0,0.45
hsa-miR-21-5p,3.48,3.09,1.61,0.62,0.0,0.0
hsa-miR-218-5p,1.39,0.0,0.0,0.0,0.0,0.0
hsa-miR-22-3p,0.0,0.62,0.0,0.0,0.0,0.0
hsa-miR-221-3p,14.6,43.84,8.86,3.09,1.06,0.45
hsa-miR-222-3p,2.78,5.56,0.0,3.71,1.06,0.91
hsa-miR-23a-3p,18.77,223.54,34.62,7.41,48.61,3.64
hsa-miR-23b-3p,0.0,0.62,0.0,0.0,0.0,0.0
hsa-miR-24-3p,13.21,3.09,2.42,0.0,0.0,0.0
hsa-miR-26a-5p,0.0,0.62,0.81,0.0,0.0,0.0
hsa-miR-26b-3p,1.39,0.0,0.0,0.0,0.0,0.0
hsa-miR-27a-3p,0.0,3.71,0.0,0.0,0.0,0.0
hsa-miR-27b-3p,0.0,0.62,0.0,0.0,0.0,0.0
hsa-miR-28-3p,0.0,23.47,0.81,0.0,1.06,0.0
hsa-miR-29a-3p,2.09,1.24,0.0,0.0,0.0,0.0
hsa-miR-29a-5p,3.48,0.62,0.0,0.0,0.0,0.0
hsa-miR-29b-1-5p,30.59,4.94,0.0,5.56,12.68,1.36
hsa-miR-301a-3p,0.0,0.0,0.81,0.0,0.0,0.0
hsa-miR-3064-5p,0.0,0.0,1.61,0.0,0.0,0.0
hsa-miR-30a-5p,1.39,2.47,0.81,0.0,1.06,0.0
hsa-miR-30d-5p,0.0,0.0,0.0,0.0,1.06,0.0
hsa-miR-30e-5p,2.78,2.47,1.61,0.62,0.0,0.45
hsa-miR-3124-5p,0.0,0.0,0.0,0.62,1.06,0.0
hsa-miR-3135a,0.0,0.0,0.0,0.0,0.0,0.45
hsa-miR-3137,0.0,0.0,0.0,0.0,0.0,0.45
hsa-miR-3178,0.0,0.62,0.0,1.24,1.06,5.46
hsa-miR-3182,27.81,98.19,26.57,2.47,5.28,2.73
hsa-miR-320a-3p,86.22,93.24,8.05,14.83,22.19,1.82
hsa-miR-320a-5p,29963.89,857.11,981.51,75216.64,51550.88,13536.26
hsa-miR-320b,4.17,4.32,2.42,3.09,7.4,0.0
hsa-miR-320c,0.7,0.0,0.0,0.0,0.0,0.0
hsa-miR-320d,0.0,1.24,0.0,0.0,0.0,0.0
hsa-miR-320e,0.0,0.0,0.0,0.0,0.0,0.91
hsa-miR-324-3p,1.39,6.18,0.0,0.0,0.0,0.0
hsa-miR-324-5p,1.39,10.5,0.0,0.62,0.0,0.0
hsa-miR-331-3p,0.0,3.09,0.0,0.0,0.0,0.0
hsa-miR-338-3p,0.0,1.85,0.0,0.0,0.0,0.0
hsa-miR-34a-5p,3.48,6.18,70.05,0.0,1.06,0.0
hsa-miR-3664-3p,0.7,0.0,0.0,0.0,0.0,0.0
hsa-miR-3682-3p,0.7,0.0,0.0,0.0,0.0,0.0
hsa-miR-370-3p,0.0,2.47,0.0,0.0,0.0,0.0
hsa-miR-374a-3p,0.0,0.62,0.0,0.0,0.0,0.0
hsa-miR-378d,0.0,1.85,0.0,0.0,0.0,0.91
hsa-miR-379-3p,0.7,0.0,0.0,0.0,0.0,0.0
hsa-miR-382-3p,0.0,0.0,0.81,0.0,0.0,0.0
hsa-miR-382-5p,0.7,0.0,0.0,0.62,0.0,0.0
hsa-miR-383-5p,0.0,1.85,1.61,0.0,0.0,0.0
hsa-miR-3916,8.34,8.65,0.0,2.47,11.62,1.82
hsa-miR-3960,0.0,0.0,0.81,0.62,0.0,0.0
hsa-miR-409-3p,2.78,1.24,0.81,0.0,0.0,0.0
hsa-miR-423-5p,1.39,0.0,0.0,0.0,0.0,0.0
hsa-miR-424-5p,3.48,2.47,13.69,0.0,1.06,0.45
hsa-miR-432-5p,0.7,3.09,0.0,0.62,4.23,0.0
hsa-miR-4450,0.0,0.0,0.81,0.0,0.0,0.0
hsa-miR-4454,0.7,0.0,0.0,0.0,0.0,0.0
hsa-miR-4484,0.7,0.0,0.0,0.0,0.0,0.0
hsa-miR-4487,0.0,0.0,0.0,0.62,0.0,0.0
hsa-miR-449a,0.0,0.62,0.0,0.0,0.0,0.0
hsa-miR-4511,0.0,0.0,0.0,1.24,1.06,0.0
hsa-miR-4516,0.0,0.0,0.0,0.0,0.0,0.45
hsa-miR-452-3p,0.7,0.0,0.0,0.0,0.0,0.0
hsa-miR-455-5p,1.39,0.62,0.81,0.0,0.0,0.0
hsa-miR-4653-5p,0.0,0.0,1.61,0.0,0.0,0.0
hsa-miR-4667-5p,0.0,0.62,0.0,0.0,0.0,0.0
hsa-miR-4674,0.7,0.0,0.81,0.0,0.0,0.0
hsa-miR-4716-3p,0.0,0.0,0.0,0.0,1.06,0.0
hsa-miR-4717-3p,0.0,0.62,0.0,0.0,0.0,0.0
hsa-miR-4739,0.0,0.0,0.0,0.0,1.06,0.0
hsa-miR-4762-3p,0.0,0.0,0.0,0.62,0.0,1.36
hsa-miR-4763-3p,0.0,0.62,0.0,0.0,0.0,0.0
hsa-miR-4797-5p,0.0,0.0,0.0,0.62,0.0,0.0
hsa-miR-483-5p,0.0,1.24,0.0,0.62,2.11,0.0
hsa-miR-484,0.0,0.62,0.0,0.0,0.0,0.0
hsa-miR-490-5p,0.0,6.18,1.61,0.0,0.0,0.0
hsa-miR-503-3p,0.0,1.24,0.0,0.0,0.0,0.0
hsa-miR-505-5p,0.0,0.62,0.0,0.0,0.0,0.0
hsa-miR-520a-5p,0.0,0.0,0.0,0.0,0.0,0.45
hsa-miR-542-3p,0.7,0.0,4.83,0.62,0.0,0.0
hsa-miR-548ah-5p,0.0,0.0,0.0,0.0,0.0,0.45
hsa-miR-548az-5p,0.0,0.0,0.0,0.0,0.0,1.36
hsa-miR-548bb-5p,0.0,0.0,0.0,0.62,0.0,0.0
hsa-miR-548m,2.78,0.0,0.0,0.0,0.0,0.0
hsa-miR-551b-5p,0.0,0.62,0.0,0.0,0.0,0.0
hsa-miR-561-3p,0.7,0.0,0.0,0.0,0.0,0.0
hsa-miR-561-5p,0.0,0.62,0.0,0.0,0.0,0.0
hsa-miR-5698,0.7,0.0,0.0,0.0,0.0,0.0
hsa-miR-574-3p,0.0,1.24,0.0,0.0,0.0,0.0
hsa-miR-574-5p,0.0,1.24,0.0,0.0,0.0,0.0
hsa-miR-586,0.0,0.0,0.81,0.0,0.0,0.0
hsa-miR-6125,0.0,0.0,0.0,0.62,0.0,0.0
hsa-miR-619-5p,0.0,0.0,0.0,1.24,0.0,0.45
hsa-miR-625-5p,0.0,0.0,0.0,0.62,0.0,0.0
hsa-miR-646,0.7,0.0,0.0,0.62,0.0,0.0
hsa-miR-6512-5p,0.0,0.0,0.0,0.0,0.0,0.45
hsa-miR-659-5p,0.0,0.62,0.0,0.0,0.0,0.0
hsa-miR-664a-5p,0.0,0.62,1.61,0.0,1.06,0.0
hsa-miR-671-5p,6.95,6.18,0.0,0.0,3.17,1.36
hsa-miR-6739-5p,0.7,0.0,0.0,0.0,0.0,0.0
hsa-miR-6748-5p,0.0,0.62,0.0,0.0,0.0,0.0
hsa-miR-6779-5p,0.0,0.0,0.81,0.0,0.0,0.0
hsa-miR-6787-5p,0.7,0.0,0.0,0.0,0.0,0.0
hsa-miR-6823-3p,0.0,0.0,0.81,0.0,0.0,0.0
hsa-miR-6823-5p,0.0,0.0,9.66,0.0,0.0,0.0
hsa-miR-6867-5p,0.0,3.09,0.0,0.0,1.06,0.45
hsa-miR-708-5p,0.0,8.03,2.42,0.0,1.06,0.0
hsa-miR-744-5p,1.39,0.62,0.81,0.0,0.0,0.0
hsa-miR-7515,0.0,0.0,0.0,0.0,0.0,0.45
hsa-miR-8069,0.0,0.62,0.0,0.0,0.0,0.0
hsa-miR-9-3p,0.0,0.0,0.0,0.0,0.0,0.45
hsa-miR-9902,0.7,0.0,0.0,0.0,0.0,0.0
hsa-miR-99a-5p,0.0,0.0,0.0,0.62,0.0,0.45
hsa-mir-11401-5p,0.0,0.0,0.0,0.62,0.0,0.0
hsa-mir-1255b-1-5p,0.0,0.0,0.0,0.0,3.17,0.0
hsa-mir-1268a-5p,0.0,0.0,0.0,0.0,0.0,0.45
hsa-mir-133b-3p,0.0,0.0,0.0,0.62,0.0,0.0
hsa-mir-3128-5p,0.0,0.0,0.0,0.0,0.0,0.45
hsa-mir-3135b-5p,0.0,0.0,0.81,1.24,0.0,1.36
hsa-mir-3159-5p,0.0,0.0,0.81,0.0,1.06,0.0
hsa-mir-3652-5p,0.0,0.0,0.0,0.0,0.0,0.45
hsa-mir-3909-3p,0.0,0.62,0.0,0.0,0.0,0.0
hsa-mir-3929-3p,0.0,0.0,0.81,0.0,0.0,0.0
hsa-mir-4290-3p,0.0,0.0,0.0,0.0,0.0,0.45
hsa-mir-4300-3p,0.7,0.0,0.0,0.0,0.0,0.0
hsa-mir-4330-3p,0.0,0.0,0.0,0.62,0.0,0.0
hsa-mir-4430-5p,0.0,0.0,1.61,0.0,0.0,0.0
hsa-mir-4512-3p,0.0,0.0,0.0,0.0,0.0,0.91
hsa-mir-601-5p,0.0,0.0,0.0,0.62,0.0,0.0
hsa-mir-638-5p,0.7,0.0,0.0,0.0,0.0,0.0
hsa-mir-663a-5p,0.0,0.0,0.0,0.0,0.0,0.45
hsa-mir-6724-4-5p,1.39,0.0,0.0,0.0,0.0,0.0
hsa-mir-760-3p,0.0,0.0,1.61,0.0,0.0,0.0
hsa-mir-7705-5p,0.0,22.23,0.0,0.0,0.0,0.0
hsa-mir-7851-3p,0.0,0.0,2.42,4.32,0.0,5.0
hsa-mir-8086-5p,0.7,0.0,0.0,1.24,1.06,0.45
