miRNA,SRR16248703,SRR16248704
hsa-let-7a-3p,0.0,2.48
hsa-let-7a-5p,359.01,346.02
hsa-let-7b-5p,250.79,186.32
hsa-let-7c-5p,28.01,40.85
hsa-let-7d-3p,94.21,47.66
hsa-let-7d-5p,64.93,39.0
hsa-let-7e-3p,1.27,0.62
hsa-let-7e-5p,8.91,4.95
hsa-let-7f-1-3p,0.0,0.62
hsa-let-7f-5p,190.96,160.32
hsa-let-7g-5p,99.3,63.14
hsa-let-7i-3p,1.27,0.0
hsa-let-7i-5p,124.76,57.57
hsa-miR-1-3p,917.88,469.82
hsa-miR-100-5p,33.1,21.05
hsa-miR-10399-3p,0.0,0.62
hsa-miR-103a-3p,0.0,0.62
hsa-miR-10a-5p,25.46,11.76
hsa-miR-10b-5p,137.49,48.9
hsa-miR-1180-3p,15.28,5.57
hsa-miR-1197,0.0,0.62
hsa-miR-122-5p,3.82,83.56
hsa-miR-1228-3p,1.27,0.0
hsa-miR-1237-5p,1.27,0.0
hsa-miR-124-3p,1.27,0.0
hsa-miR-1246,11.46,5.57
hsa-miR-1249-3p,0.0,0.62
hsa-miR-125a-3p,1.27,0.0
hsa-miR-125a-5p,52.2,20.43
hsa-miR-125b-2-3p,1.27,0.0
hsa-miR-125b-5p,19.1,7.43
hsa-miR-126-3p,581.79,313.21
hsa-miR-126-5p,7.64,16.09
hsa-miR-1260b,0.0,0.62
hsa-miR-127-3p,99.3,117.61
hsa-miR-128-3p,49.65,28.47
hsa-miR-1285-5p,2.55,0.0
hsa-miR-129-2-3p,1.27,0.0
hsa-miR-1296-5p,1.27,0.0
hsa-miR-1301-3p,3.82,0.62
hsa-miR-1304-3p,0.0,0.62
hsa-miR-1306-3p,0.0,4.33
hsa-miR-1306-5p,6.37,3.71
hsa-miR-1307-3p,17.82,6.81
hsa-miR-130a-3p,1.27,1.24
hsa-miR-130b-5p,10.18,3.09
hsa-miR-132-5p,1.27,0.62
hsa-miR-133a-3p,3558.23,1584.63
hsa-miR-133a-5p,2.55,0.0
hsa-miR-133b,100.57,87.9
hsa-miR-136-3p,1.27,0.0
hsa-miR-139-3p,11.46,13.0
hsa-miR-139-5p,103.12,43.95
hsa-miR-140-3p,0.0,0.62
hsa-miR-140-5p,2.55,1.24
hsa-miR-142-3p,0.0,11.76
hsa-miR-142-5p,1.27,0.62
hsa-miR-143-3p,94.21,99.04
hsa-miR-144-3p,1.27,8.05
hsa-miR-145-3p,1.27,0.0
hsa-miR-145-5p,7.64,1.86
hsa-miR-1468-5p,0.0,1.86
hsa-miR-146a-5p,315.72,131.85
hsa-miR-146b-5p,0.0,1.24
hsa-miR-148a-3p,0.0,6.19
hsa-miR-149-5p,45.83,28.47
hsa-miR-150-3p,1.27,0.0
hsa-miR-150-5p,95.48,63.76
hsa-miR-151a-3p,10.18,4.33
hsa-miR-151a-5p,152.77,86.04
hsa-miR-151b,8.91,1.24
hsa-miR-1538,1.27,0.0
hsa-miR-154-5p,0.0,0.62
hsa-miR-15a-3p,1.27,0.0
