miRNA,SRR18583309,SRR18583310,SRR18583311,SRR18583312,SRR18583313,SRR18583314,SRR18583315,SRR18583316,SRR18583317,SRR18583318
hsa-let-7a-3p,0.65,0.3,8.7,0.95,3.66,1.2,5.43,26.01,13.14,5.35
hsa-let-7a-5p,1420.38,599.46,2035.95,178.67,1260.48,1263.01,241.52,5918.67,3807.98,2309.67
hsa-let-7b-3p,1.96,0.0,3.18,0.0,2.69,1.74,0.81,4.62,1.75,6.14
hsa-let-7b-5p,3919.55,2468.36,8248.67,2489.68,5249.16,5232.99,3890.13,6950.04,3473.02,4148.95
hsa-let-7c-5p,52.79,52.33,211.58,15.86,63.05,51.93,17.21,57.44,388.82,233.26
hsa-let-7d-3p,265.54,122.84,487.61,22.37,139.23,117.04,46.59,335.52,325.95,267.03
hsa-let-7d-5p,331.69,105.37,339.08,55.99,265.33,216.44,66.12,745.56,446.18,378.21
hsa-let-7e-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
hsa-let-7e-5p,8.78,1.52,34.14,7.32,7.96,19.6,11.67,7.63,7.54,19.21
hsa-let-7f-1-3p,1.31,0.0,0.94,0.0,0.43,0.0,0.0,0.6,1.01,0.1
hsa-let-7f-2-3p,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.3,0.09,0.0
hsa-let-7f-5p,942.75,416.41,1610.26,67.24,1016.78,1003.68,196.24,5118.68,4921.87,2311.06
hsa-let-7g-3p,0.0,0.0,0.0,0.0,0.0,1.09,2.62,0.9,2.02,0.0
hsa-let-7g-5p,966.11,366.0,1147.06,135.29,964.49,1223.06,244.94,2106.32,3418.7,1429.48
hsa-let-7i-3p,0.0,0.0,0.0,4.61,0.0,0.33,0.0,0.8,1.65,0.0
hsa-let-7i-5p,4134.35,2517.96,5245.44,2511.37,7023.62,6987.66,3648.0,11348.87,13588.29,6622.18
hsa-miR-1-3p,50.83,21.82,28.34,2.71,30.02,13.94,31.0,79.54,32.26,49.8
hsa-miR-100-5p,352.25,176.59,129.46,101.8,481.28,1317.88,200.36,202.96,253.06,502.17
hsa-miR-101-3p,780.17,417.83,1699.4,581.68,1278.02,1312.44,1126.4,1297.7,2608.42,725.83
hsa-miR-101-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
hsa-miR-10392-5p,0.37,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0
hsa-miR-10394-3p,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10395-3p,0.0,0.0,0.0,1.49,0.0,1.2,0.0,0.0,2.21,0.0
hsa-miR-10396a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0
hsa-miR-10396b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0
hsa-miR-10398-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
hsa-miR-10399-3p,6.26,3.43,9.07,11.79,6.89,4.68,9.26,10.85,5.06,9.01
hsa-miR-10399-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.1,0.99
hsa-miR-103a-3p,272.36,16.67,88.58,134.2,348.18,119.1,46.29,167.41,401.14,360.39
hsa-miR-10401-3p,0.84,0.0,0.0,3.12,0.32,1.63,1.91,0.2,0.0,0.59
hsa-miR-10401-5p,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0
hsa-miR-105-5p,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0
hsa-miR-10527-5p,3.64,0.0,0.09,0.27,0.86,0.0,0.0,0.0,0.46,0.1
hsa-miR-106a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.1
hsa-miR-106a-5p,3.64,0.0,6.92,3.52,5.16,7.84,0.0,6.73,9.01,4.75
hsa-miR-106b-3p,333.84,121.93,223.46,329.82,454.81,536.3,285.6,356.91,514.02,337.52
hsa-miR-106b-5p,25.04,11.82,26.28,12.61,19.26,26.56,17.41,24.1,44.12,9.01
hsa-miR-107,35.88,2.12,16.84,0.0,8.5,2.07,0.0,8.03,94.31,1.68
hsa-miR-10a-3p,1.03,1.01,0.65,1.9,0.0,6.42,0.0,0.8,1.65,1.98
hsa-miR-10a-5p,734.02,978.39,1238.63,75.24,1219.7,2538.76,121.67,1138.62,1249.66,1426.51
hsa-miR-10b-3p,0.84,11.52,1.78,1.76,4.52,27.65,2.11,3.72,2.94,6.83
hsa-miR-10b-5p,2014.15,3726.99,3678.02,165.52,6824.57,27949.32,631.88,4842.51,4761.38,3954.3
hsa-miR-11400,0.84,0.3,5.52,2.58,2.69,1.63,17.11,6.13,9.65,4.26
hsa-miR-11401,9.06,9.09,10.1,30.37,20.12,31.03,30.19,21.79,27.85,18.22
hsa-miR-1178-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0
hsa-miR-1179,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0
hsa-miR-1180-3p,110.63,115.27,237.59,143.42,217.67,256.5,137.47,136.58,121.79,101.19
hsa-miR-1185-1-3p,2.06,0.0,0.0,1.9,0.0,0.0,0.0,0.1,0.0,0.0
hsa-miR-1185-2-3p,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1193,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1197,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0
hsa-miR-12129,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0
hsa-miR-12136,0.0,0.0,0.0,0.14,0.22,0.76,0.0,0.0,0.0,0.0
hsa-miR-122-3p,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0
hsa-miR-122-5p,175047.54,58623.43,35371.28,974.67,22510.82,1879.76,46557.17,8454.21,2061.22,5078.24
hsa-miR-1224-5p,0.09,0.0,0.0,0.0,0.54,1.31,1.51,0.0,0.0,0.0
hsa-miR-1226-3p,0.0,0.0,0.0,0.0,0.22,0.54,0.0,0.6,0.0,0.0
hsa-miR-1226-5p,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1227-3p,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1228-3p,0.0,0.91,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1228-5p,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.09,0.0
hsa-miR-122b-5p,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0
hsa-miR-1233-5p,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1234-3p,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1236-5p,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1238-3p,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,2.08
hsa-miR-124-3p,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0
hsa-miR-1246,126.32,42.02,21.98,69.41,177.96,416.0,48.3,30.03,121.06,185.44
hsa-miR-1247-5p,3.83,0.0,0.0,4.07,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
hsa-miR-1249-3p,3.18,0.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.99
hsa-miR-1250-5p,4.67,2.32,1.22,2.17,2.58,2.29,0.0,3.31,7.35,6.63
hsa-miR-1251-5p,0.0,0.0,0.0,0.0,0.0,4.9,0.0,0.0,0.0,0.0
hsa-miR-1255a,3.27,0.0,0.0,0.0,0.0,0.0,0.0,1.21,1.1,2.67
hsa-miR-1255b-5p,9.06,28.69,39.57,8.13,26.15,17.75,14.19,27.42,17.92,11.58
hsa-miR-125a-3p,14.3,11.82,4.58,8.54,32.92,28.31,10.37,11.95,11.31,13.17
hsa-miR-125a-5p,120.72,135.57,157.8,8.54,120.18,107.02,21.03,47.7,69.58,124.65
hsa-miR-125b-1-3p,1.96,0.4,0.19,2.71,1.29,0.98,0.0,0.4,0.55,3.66
hsa-miR-125b-2-3p,1.12,0.0,0.0,0.0,1.94,0.0,0.0,0.0,0.0,0.0
hsa-miR-125b-5p,111.37,44.25,32.27,27.11,91.24,74.9,2.21,34.04,31.25,93.96
hsa-miR-126-3p,2120.39,1761.21,3085.73,719.55,2543.02,2097.51,1281.78,2336.6,3829.3,4061.53
