miRNA,SRR3923811,SRR3923812,SRR3923813,SRR3923814
hsa-let-7a-2-3p,0.0,0.0,1.0,0.0
hsa-let-7a-3p,17.0,11.0,35.0,26.0
hsa-let-7a-5p,87624.0,77451.0,104029.0,58513.0
hsa-let-7b-3p,367.0,172.0,62.0,163.0
hsa-let-7b-5p,6305.0,5133.0,6188.0,3527.0
hsa-let-7c-5p,125.0,186.0,610.0,105.0
hsa-let-7d-3p,1164.0,643.0,747.0,825.0
hsa-let-7d-5p,3615.0,2581.0,2317.0,1309.0
hsa-let-7e-3p,15.0,0.0,9.0,6.0
hsa-let-7e-5p,13998.0,15014.0,10538.0,5355.0
hsa-let-7f-1-3p,20.0,19.0,4.0,1.0
hsa-let-7f-2-3p,0.0,0.0,5.0,2.0
hsa-let-7f-5p,249777.0,244128.0,249608.0,185329.0
hsa-let-7g-3p,0.0,0.0,0.0,2.0
hsa-let-7g-5p,3592.0,3129.0,2906.0,2419.0
hsa-let-7i-3p,0.0,12.0,5.0,6.0
hsa-let-7i-5p,18577.0,16586.0,18416.0,18064.0
hsa-miR-1-3p,5.0,0.0,0.0,0.0
hsa-miR-100-3p,0.0,2.0,23.0,55.0
hsa-miR-100-5p,740.0,1242.0,25823.0,18079.0
hsa-miR-101-3p,3163.0,2422.0,2681.0,2700.0
hsa-miR-101-5p,12.0,10.0,2.0,4.0
hsa-miR-10393-3p,0.0,4.0,0.0,0.0
hsa-miR-10394-3p,21.0,26.0,53.0,35.0
hsa-miR-10394-5p,10.0,0.0,0.0,0.0
hsa-miR-10395-3p,18.0,0.0,10.0,1.0
hsa-miR-10395-5p,12.0,6.0,3.0,1.0
hsa-miR-10396b-3p,11.0,26.0,2.0,9.0
hsa-miR-10397-3p,0.0,15.0,0.0,0.0
hsa-miR-10399-3p,11.0,6.0,18.0,25.0
hsa-miR-10399-5p,11.0,14.0,0.0,0.0
hsa-miR-103a-2-5p,0.0,0.0,1.0,1.0
hsa-miR-103a-3p,167.0,5060.0,3243.0,6816.0
hsa-miR-10401-3p,399.0,111.0,230.0,224.0
hsa-miR-105-3p,4.0,3.0,0.0,0.0
hsa-miR-105-5p,7.0,3.0,3.0,0.0
hsa-miR-10527-5p,0.0,3.0,0.0,0.0
hsa-miR-106b-3p,5691.0,6428.0,4666.0,2911.0
hsa-miR-106b-5p,277.0,244.0,167.0,260.0
hsa-miR-107,3802.0,399.0,719.0,517.0
hsa-miR-10a-3p,264.0,182.0,112.0,93.0
hsa-miR-10a-5p,3863474.0,3556891.0,2204650.0,1385321.0
hsa-miR-10b-3p,0.0,0.0,0.0,4.0
hsa-miR-10b-5p,48359.0,43240.0,78855.0,57112.0
hsa-miR-1180-3p,155.0,114.0,192.0,153.0
hsa-miR-1180-5p,4.0,0.0,2.0,13.0
hsa-miR-12129,0.0,0.0,0.0,4.0
hsa-miR-12131,0.0,0.0,0.0,2.0
hsa-miR-12136,0.0,0.0,4.0,0.0
hsa-miR-1226-3p,4.0,0.0,9.0,0.0
hsa-miR-1228-3p,0.0,0.0,0.0,3.0
hsa-miR-1229-3p,15.0,5.0,0.0,9.0
hsa-miR-1229-5p,4.0,3.0,1.0,0.0
hsa-miR-1233-3p,0.0,10.0,0.0,2.0
hsa-miR-1234-3p,0.0,8.0,2.0,0.0
hsa-miR-1237-5p,0.0,0.0,0.0,3.0
hsa-miR-124-3p,0.0,9.0,0.0,0.0
hsa-miR-1243,0.0,0.0,15.0,0.0
hsa-miR-1244,3.0,18.0,5.0,0.0
hsa-miR-1246,233.0,448.0,1041.0,20021.0
hsa-miR-1247-3p,0.0,8.0,6.0,3.0
hsa-miR-1247-5p,291.0,157.0,458.0,529.0
hsa-miR-1248,6.0,17.0,0.0,0.0
hsa-miR-1249-3p,0.0,0.0,0.0,5.0
hsa-miR-1252-5p,0.0,0.0,2.0,9.0
hsa-miR-1255b-5p,8.0,0.0,0.0,0.0
hsa-miR-125a-3p,86.0,46.0,40.0,24.0
hsa-miR-125a-5p,57605.0,22826.0,7457.0,11314.0
hsa-miR-125b-1-3p,5.0,5.0,85.0,78.0
hsa-miR-125b-2-3p,0.0,0.0,3.0,0.0
hsa-miR-125b-5p,115.0,33.0,491.0,979.0
hsa-miR-126-3p,57.0,35.0,11.0,9.0
hsa-miR-126-5p,670.0,422.0,126.0,152.0
hsa-miR-1260a,0.0,1.0,0.0,0.0
hsa-miR-1260b,1.0,0.0,14.0,26.0
hsa-miR-1262,9.0,19.0,17.0,21.0
hsa-miR-1266-5p,47.0,58.0,56.0,40.0
hsa-miR-1268a,134.0,12.0,22.0,0.0
hsa-miR-1268b,6.0,72.0,1.0,29.0
hsa-miR-1269a,7.0,0.0,18.0,12.0
hsa-miR-127-3p,0.0,2.0,1.0,13.0
hsa-miR-1271-5p,13.0,23.0,58.0,57.0
hsa-miR-1275,5.0,5.0,14.0,16.0
hsa-miR-1276,5.0,12.0,59.0,40.0
hsa-miR-1278,17.0,1.0,3.0,0.0
hsa-miR-128-1-5p,159.0,105.0,203.0,205.0
hsa-miR-128-3p,415.0,382.0,811.0,630.0
hsa-miR-1285-3p,240.0,122.0,160.0,125.0
hsa-miR-1285-5p,14.0,12.0,17.0,26.0
hsa-miR-1286,21.0,7.0,5.0,11.0
hsa-miR-1287-5p,0.0,0.0,2.0,7.0
hsa-miR-129-5p,0.0,5.0,0.0,0.0
hsa-miR-1291,8.0,0.0,5.0,2.0
hsa-miR-1292-5p,14.0,0.0,1.0,0.0
hsa-miR-1294,0.0,0.0,1.0,1.0
hsa-miR-1295a,0.0,0.0,0.0,3.0
hsa-miR-1296-5p,162.0,32.0,67.0,82.0
hsa-miR-1301-3p,73.0,68.0,11.0,2.0
hsa-miR-1302,0.0,0.0,1.0,0.0
hsa-miR-1303,0.0,4.0,6.0,3.0
hsa-miR-1304-5p,0.0,8.0,7.0,8.0
hsa-miR-1305,0.0,8.0,0.0,0.0
hsa-miR-1306-3p,0.0,0.0,2.0,1.0
