miRNA,SRR10188959,SRR10188960,SRR10188961,SRR10188962,SRR10188964,SRR10188965,SRR10188966,SRR10188967,SRR10188968,SRR10188969,SRR10188970,SRR10188971,SRR10188972,SRR10188973,SRR10188975,SRR10188976,SRR10188977,SRR10188978,SRR10188979,SRR10188980,SRR10188981,SRR10188982,SRR10188983,SRR10188984,SRR10188986,SRR10188987,SRR10188988,SRR10188989,SRR10188990,SRR10188991,SRR10188992,SRR10188993,SRR10188994,SRR10188995,SRR10188997,SRR10189043,SRR10189044,SRR10189045,SRR10189046,SRR10189047,SRR10189048,SRR10189055,SRR10189056,SRR10189057,SRR10189058,SRR10189059,SRR10189060,SRR10189061,SRR10189062,SRR10189064,SRR10189065,SRR10189066,SRR10189067,SRR10189068,SRR10189069,SRR10189070,SRR10189071,SRR10189072,SRR10189073
hsa-miR-221-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-222-3p,0.0,27.01,4.13,21.47,7.3,0.0,0.0,27.86,42.18,56.64,176.5,26.44,174.95,0.0,24.34,29.24,31.92,29.04,65.19,13.4,19.57,67.43,31.71,60.42,0.0,187.05,84.17,38.78,77.52,102.27,34.64,23.27,50.32,12.14,194.61,0.0,55.02,16.31,61.16,21.17,56.89,0.0,0.0,0.0,26.34,0.0,48.7,5.81,7.54,15.94,35.47,38.45,13.99,18.88,80.68,61.98,0.0,37.37,46.88
hsa-miR-222-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-223-3p,1761.89,3066.12,4491.59,10159.48,10712.99,11657.16,27248.8,25999.31,63194.15,38754.71,21845.09,38517.68,70143.17,3696.78,7784.61,12759.12,9912.76,18627.43,8556.26,5493.39,1991.32,12632.66,5060.6,69116.25,7986.73,48711.56,24421.26,13985.71,15799.74,18866.65,774.47,1462.62,23120.84,2778.98,28983.76,1698.01,6197.58,7953.46,6042.52,8082.73,33877.73,17489.79,729.72,1662.92,2679.55,1573.9,3033.84,3042.4,918.21,11881.69,22132.65,5666.48,5649.29,21962.59,28172.33,21846.85,1126.61,1026.44,4812.88
hsa-miR-223-5p,150.77,774.41,210.83,1210.89,1316.61,738.55,1884.39,2852.6,4471.23,2714.35,1496.16,3591.03,3029.02,261.23,588.57,1207.9,2287.36,1211.54,896.37,549.34,207.94,2787.28,813.78,4123.1,1542.87,4929.32,4706.04,1973.47,2074.04,2253.11,331.56,273.9,1170.85,420.69,4254.62,340.99,774.21,976.86,844.0,536.26,4622.03,3810.29,23.8,524.59,58.22,258.57,180.18,191.6,160.58,1596.22,1594.05,793.8,1676.6,2919.06,1892.72,3518.39,96.82,149.48,1979.32
hsa-miR-224-5p,0.0,13.51,2.07,0.0,2.43,0.0,0.0,0.0,25.31,15.25,0.0,5.29,5800.4,9.9,1.43,0.0,21.28,0.0,0.0,0.0,0.0,0.0,7.05,13.06,4.47,0.0,5.49,2.04,0.0,0.0,0.0,0.0,13.55,12.14,0.0,0.0,0.0,0.0,0.0,0.0,10.67,4.58,0.0,0.0,24.95,0.0,2.43,0.0,1.08,2.28,13.3,0.0,13.99,2.36,10.09,25.52,11.74,0.0,0.0
hsa-miR-2276-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2277-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2278,0.0,0.0,0.0,12.88,0.0,0.0,0.0,0.0,16.87,0.0,2.72,0.0,0.0,0.0,8.59,0.0,0.0,2.07,0.0,0.0,0.0,5.62,0.0,0.0,0.0,6.84,7.32,16.33,1.58,3.15,0.0,0.0,30.96,4.05,0.0,0.0,3.93,0.0,0.0,3.53,3.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.08,3.36,0.0,0.0,4.98,0.0
hsa-miR-2355-3p,0.0,31.52,0.0,8.59,19.47,9.68,88.14,5.57,52.73,50.1,43.45,37.02,16.18,2.48,25.78,56.93,23.94,2.07,25.61,21.44,7.34,59.0,21.14,97.97,17.86,241.79,62.21,106.12,106.0,40.91,2.47,10.74,34.84,0.0,20.13,0.0,3.93,6.52,6.12,14.11,48.0,36.64,0.0,0.0,0.0,0.0,2.43,0.0,0.0,13.66,84.25,10.99,0.0,89.67,73.96,36.46,0.0,0.0,26.04
hsa-miR-2355-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-23a-3p,527.71,2386.26,872.27,3357.87,2930.13,3349.28,5092.62,7287.5,13031.96,11449.96,9354.42,9376.88,5234.5,835.67,3648.86,7372.04,3819.35,4626.26,5655.28,2982.51,1524.07,11073.24,2303.96,13358.85,3465.31,24251.99,7950.13,6704.08,10950.82,4850.79,712.62,814.55,9391.93,1237.8,7006.03,422.18,2582.0,1731.92,6773.37,1901.61,11620.86,7180.93,269.68,541.73,393.68,534.0,1960.06,1248.31,594.9,5719.97,7744.1,2403.38,2094.25,7504.14,7476.76,6785.21,595.58,640.28,3057.53
hsa-miR-23a-5p,0.0,0.0,0.0,0.0,2.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.18,0.0,0.0,0.0,0.0,0.0,4.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-23b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.44,6.54,10.86,0.0,95.27,6.19,0.0,18.46,2.66,2.07,0.0,16.08,0.0,5.62,0.0,1.63,0.0,31.93,0.0,10.2,18.98,11.01,2.47,3.58,5.81,0.0,0.0,0.0,0.0,0.0,18.35,0.0,7.11,13.74,0.0,0.0,194.07,0.0,0.0,0.0,17.24,11.39,8.87,2.75,0.0,11.8,3.36,0.0,0.0,19.93,0.0
hsa-miR-23b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.43,0.0,19.47,0.0,1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.36,0.0,0.0,0.0,0.0
hsa-miR-23c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-24-3p,10.77,0.0,0.0,12.88,4.87,4.84,31.73,25.07,80.14,17.43,65.17,15.87,1864.27,2.48,7.16,29.24,42.56,20.75,30.27,24.12,9.79,5.62,3.52,42.46,26.79,61.59,12.81,95.92,1.58,23.6,0.0,10.74,50.32,4.05,3.36,0.0,0.0,3.26,3.06,31.75,21.33,0.0,0.0,0.0,69.31,5.62,12.17,0.0,0.0,0.0,11.09,0.0,4.0,4.72,30.26,21.88,0.0,0.0,20.83
hsa-miR-2467-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-25-3p,51.69,18.01,49.61,81.58,65.71,93.53,142.78,52.93,643.27,374.69,461.61,100.49,6656.29,49.52,18.62,340.06,164.9,261.39,195.57,184.9,207.94,314.69,44.04,816.46,174.16,358.12,131.74,108.16,129.73,179.37,32.17,93.09,379.32,8.09,46.98,25.52,133.62,94.59,27.52,38.81,124.44,114.49,47.59,140.58,7773.89,151.77,506.45,290.31,211.23,202.66,288.21,134.59,117.9,214.74,285.76,350.02,193.64,196.82,135.43
hsa-miR-25-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.11,0.0,2.72,0.0,22.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.93,0.0,0.0
hsa-miR-26a-1-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-26a-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-26a-5p,0.0,9.0,0.0,17.18,41.37,1.61,91.66,47.36,73.82,196.06,100.47,37.02,6203.93,0.0,14.32,21.54,31.92,31.12,13.97,80.39,14.68,67.43,8.81,3.27,17.86,145.99,53.06,53.06,41.13,105.42,9.9,3.58,11.61,12.14,6.71,0.0,19.65,1.63,15.29,21.17,81.77,18.32,63.45,0.0,3102.35,5.62,12.17,7.74,22.63,18.22,42.12,16.48,2.0,16.52,16.81,58.34,20.54,17.44,0.0
hsa-miR-26b-3p,0.0,0.0,0.0,21.47,0.0,0.0,8.81,0.0,31.64,6.54,2.72,5.29,8.39,9.9,0.0,4.62,0.0,4.15,0.0,0.0,4.89,0.0,0.0,11.43,0.0,4.56,0.0,10.2,3.16,14.16,0.0,0.0,15.48,0.0,20.13,0.0,7.86,0.0,0.0,7.06,14.22,0.0,0.0,0.0,4.16,0.0,14.61,7.74,18.32,0.0,4.43,0.0,0.0,0.0,16.81,21.88,0.0,0.0,10.42
hsa-miR-26b-5p,0.0,0.0,0.0,4.29,2.43,4.84,10.58,0.0,16.87,28.32,21.72,31.73,7179.05,0.0,0.0,4.62,13.3,14.52,6.98,34.84,4.89,11.24,1.76,13.06,8.93,6.84,27.45,0.0,7.91,18.88,0.0,10.74,9.68,4.05,3.36,0.0,0.0,1.63,0.0,7.06,5.33,0.0,0.0,0.0,1315.52,0.0,4.87,1.94,3.23,0.0,2.22,5.49,0.0,2.36,6.72,25.52,2.93,9.97,0.0
hsa-miR-27a-3p,2.15,9.0,0.0,4.29,0.0,0.0,22.92,0.0,8.44,6.54,24.44,10.58,1221.67,0.0,15.75,7.69,10.64,2.07,4.66,2.68,4.89,14.05,0.0,0.0,0.0,18.25,1.83,6.12,0.0,4.72,0.0,3.58,11.61,0.0,0.0,0.0,3.93,0.0,3.06,0.0,1.78,4.58,0.0,0.0,149.71,0.0,4.87,17.42,0.0,0.0,19.95,19.23,2.0,2.36,0.0,7.29,0.0,4.98,0.0
hsa-miR-27a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-27b-3p,0.0,0.0,4.13,0.0,19.47,12.9,12.34,8.36,29.53,98.03,51.59,10.58,3111.4,7.43,24.34,13.85,34.58,31.12,32.6,34.84,4.89,109.58,29.94,14.7,24.56,207.57,23.79,57.14,30.06,12.59,2.47,10.74,56.12,0.0,30.2,2.32,0.0,8.15,30.58,14.11,64.0,54.96,0.0,0.0,248.13,28.11,2.43,5.81,16.17,25.05,101.98,21.97,17.99,87.31,107.58,29.17,8.8,9.97,0.0
hsa-miR-27b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-28-3p,17.23,283.65,109.55,575.39,615.72,401.53,329.64,715.94,1442.61,583.83,961.24,1766.43,1047.62,112.66,565.66,990.94,194.16,350.6,358.55,340.32,92.96,736.16,213.13,4012.06,388.51,1943.44,1858.99,559.18,1099.51,1316.94,202.9,162.91,588.33,153.71,677.79,155.42,467.67,652.32,211.0,476.28,817.74,865.56,31.73,41.14,119.21,11.24,131.48,168.38,143.34,350.67,629.64,181.28,363.7,783.45,719.44,579.71,120.29,74.74,447.95
hsa-miR-28-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2861,0.0,0.0,0.0,0.0,0.0,0.0,5.29,5.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-296-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-296-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.88,0.0,2.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-299-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-299-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.18,0.0,0.0,15.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-29a-3p,28.0,0.0,8.27,4.29,14.6,0.0,26.44,8.36,92.8,28.32,24.44,31.73,1664.15,16.09,11.46,49.24,18.62,60.16,9.31,10.72,17.12,56.2,0.0,24.49,6.7,100.37,27.45,20.41,31.64,51.92,2.47,32.22,38.71,0.0,20.13,0.0,11.79,0.0,3.06,7.06,19.55,13.74,0.0,3.43,418.64,0.0,4.87,0.0,0.0,2.28,15.52,0.0,0.0,7.08,57.15,0.0,23.47,12.46,0.0
hsa-miR-29a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-29b-1-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-29b-2-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.18,0.0,0.0,5.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-29b-3p,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,23.2,0.0,0.0,0.0,118.03,4.95,0.0,7.69,0.0,0.0,0.0,5.36,2.45,0.0,3.52,1.63,0.0,2.28,0.0,0.0,0.0,3.15,0.0,1.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.53,0.0,0.0,0.0,0.0,95.65,0.0,4.87,0.0,0.0,0.0,4.43,0.0,0.0,0.0,3.36,0.0,0.0,0.0,0.0
hsa-miR-29c-3p,0.0,0.0,0.0,0.0,2.43,0.0,7.05,0.0,52.73,30.5,35.3,26.44,1283.99,0.0,18.62,12.31,10.64,0.0,13.97,16.08,36.7,36.53,1.76,6.53,2.23,52.46,25.62,12.24,17.4,17.31,0.0,16.11,23.22,0.0,20.13,0.0,7.86,1.63,0.0,17.64,7.11,0.0,0.0,0.0,824.8,0.0,12.17,1.94,12.93,0.0,35.47,19.23,0.0,7.08,23.53,14.58,0.0,44.84,0.0
hsa-miR-29c-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-301a-3p,0.0,0.0,0.0,8.59,0.0,0.0,14.1,2.79,14.76,23.96,10.86,10.58,106.95,8.67,0.0,0.0,0.0,8.3,0.0,0.0,12.23,0.0,0.0,0.0,6.7,25.09,1.83,0.0,4.75,1.57,0.0,1.79,5.81,0.0,30.2,0.0,0.0,9.78,0.0,3.53,8.89,0.0,0.0,44.57,0.0,0.0,26.78,19.35,0.0,0.0,4.43,13.73,0.0,14.16,16.81,14.58,0.0,19.93,0.0
hsa-miR-301a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-301b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.18,0.0,0.0,5.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.93,0.0,0.0,0.0,0.0,3.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.11,2.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3059-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.44,0.0,0.0,0.0,0.0,0.0
hsa-miR-3064-5p,23.69,13.51,0.0,0.0,26.77,22.58,10.58,0.0,0.0,8.71,5.43,37.02,8.39,0.0,0.0,9.23,7.98,8.3,6.98,5.36,4.89,22.48,8.81,6.53,29.03,47.9,31.11,20.41,15.82,14.16,0.0,0.0,11.61,0.0,16.78,0.0,0.0,0.0,0.0,3.53,10.67,27.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.3,5.49,0.0,0.0,16.81,3.65,0.0,12.46,0.0
hsa-miR-3065-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.15,0.0,0.0,0.0,0.0,0.0,9.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3065-5p,0.0,13.51,0.0,0.0,0.0,0.0,12.34,0.0,0.0,45.75,0.0,0.0,1.8,4.95,0.0,9.23,5.32,20.75,11.64,0.0,19.57,64.62,21.14,13.06,8.93,0.0,0.0,0.0,0.0,23.6,0.0,14.32,0.0,0.0,67.11,0.0,0.0,19.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.24,0.0,0.0,0.0,0.0,26.6,43.95,0.0,0.0,0.0,36.46,5.87,4.98,0.0
hsa-miR-3074-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-30a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.72,10.94,0.0,0.0,0.0
hsa-miR-30a-5p,21.54,153.08,57.88,120.23,9.73,45.15,84.61,164.36,84.36,93.67,301.41,185.1,1327.42,147.33,339.4,238.5,61.17,203.31,118.74,120.59,80.73,134.87,109.21,213.91,49.12,180.2,166.5,177.55,208.83,75.52,158.36,168.28,356.09,44.5,298.63,16.24,196.5,4.89,45.87,194.04,112.0,50.38,7.93,168.01,199.61,56.21,311.66,207.08,131.48,268.69,390.2,164.8,39.97,184.06,201.71,83.86,82.15,129.55,125.01
