miRNA,SRR23983028,SRR23983029,SRR23983030,SRR23983031
hsa-let-7a-3p,0.9,0.23,0.12,0.07
hsa-let-7a-5p,140.59,109.86,21.22,11.4
hsa-let-7b-3p,0.18,0.0,0.06,0.0
hsa-let-7b-5p,8.61,6.11,2.79,1.47
hsa-let-7c-5p,10.04,5.12,5.0,2.08
hsa-let-7d-3p,0.36,0.61,0.23,0.07
hsa-let-7d-5p,0.81,0.99,1.16,0.74
hsa-let-7e-5p,0.27,0.23,0.12,0.0
hsa-let-7f-1-3p,0.09,0.0,0.0,0.0
hsa-let-7f-2-3p,0.09,0.0,0.0,0.0
hsa-let-7f-5p,28.87,16.49,13.08,3.49
hsa-let-7g-5p,6.72,4.35,15.81,2.41
hsa-let-7i-5p,12.64,6.34,7.97,2.21
hsa-miR-1-3p,0.99,0.53,0.35,0.0
hsa-miR-100-5p,4.66,8.02,2.67,1.27
hsa-miR-101-3p,21.25,11.68,5.58,2.95
hsa-miR-10393-3p,0.0,0.0,0.12,0.07
hsa-miR-10394-3p,0.18,0.08,0.06,0.0
hsa-miR-10395-3p,0.45,0.61,0.23,0.07
hsa-miR-10395-5p,0.09,0.0,0.06,0.07
hsa-miR-10396a-3p,19.55,24.51,95.0,98.6
hsa-miR-10396a-5p,0.54,0.84,0.76,2.41
hsa-miR-10396b-3p,57.83,77.11,27.5,74.87
hsa-miR-10396b-5p,0.81,2.14,1.92,2.01
hsa-miR-103a-2-5p,0.0,0.0,0.06,0.0
hsa-miR-103a-3p,63.48,55.96,0.93,20.85
hsa-miR-10400-5p,0.36,0.15,0.12,0.2
hsa-miR-10401-3p,0.18,0.53,1.4,1.41
hsa-miR-10401-5p,0.09,0.23,0.06,0.2
hsa-miR-105-3p,0.0,0.08,0.0,0.0
hsa-miR-105-5p,3.41,4.35,0.76,0.8
hsa-miR-10527-5p,0.0,0.0,0.06,0.07
hsa-miR-106a-5p,0.18,0.38,0.0,0.07
hsa-miR-106b-3p,66.17,71.3,11.05,9.38
hsa-miR-106b-5p,8.34,5.57,1.1,0.54
hsa-miR-107,2.6,1.98,0.12,0.27
hsa-miR-10a-3p,0.0,0.0,0.7,0.0
hsa-miR-10a-5p,6.28,8.02,29.83,4.96
hsa-miR-10b-3p,0.0,0.0,0.06,0.0
hsa-miR-10b-5p,5.92,3.97,13.61,1.34
hsa-miR-11399,0.09,0.15,0.0,0.0
hsa-miR-11401,0.09,0.08,0.06,0.0
hsa-miR-1180-3p,2.06,2.98,0.52,0.6
hsa-miR-1182,0.0,0.0,0.06,0.0
hsa-miR-12132,0.0,0.0,0.06,0.0
hsa-miR-12136,1.17,1.22,0.29,0.13
hsa-miR-122-5p,4.03,4.05,0.29,0.8
hsa-miR-1226-3p,0.0,0.0,0.06,0.0
hsa-miR-1226-5p,0.0,0.08,0.0,0.0
hsa-miR-1228-5p,0.0,0.0,0.12,0.0
hsa-miR-1229-3p,0.09,0.0,0.0,0.0
hsa-miR-1231,0.0,0.08,0.0,0.0
hsa-miR-1236-5p,0.0,0.0,0.06,0.0
hsa-miR-1237-5p,0.09,0.0,0.0,0.0
hsa-miR-1244,0.18,0.08,0.06,0.13
hsa-miR-1246,87.78,74.82,20.7,11.86
