BioProject,Run,EV_type,Source,disease,Disease_stage/treatment,Release_date,URL,EV isolated method,Project_Title,Project_Description
PRJNA1019767,SRR26165199,sEV,ESC-MSCs (embryonic stem cells-derived mesenchymal stem cell)|Primary cell,-,-,2023-09-25,https://pubmed.ncbi.nlm.nih.gov/37964317/,-,Analysis of miRNAs expression in extracellular vesicles derived from human ESC-MSCs,"Through the utilization of ultracentrifugation, we obtained extracellular vesicles secreted by human ESC-MSCs. Subsequently, the small RNA sequencing analysis was conducted to investigate the expression of miRNAs within these extracellular vesicles."
PRJNA1019767,SRR26165200,sEV,ESC-MSCs (embryonic stem cells-derived mesenchymal stem cell)|Primary cell,-,-,2023-09-25,https://pubmed.ncbi.nlm.nih.gov/37964317/,-,Analysis of miRNAs expression in extracellular vesicles derived from human ESC-MSCs,"Through the utilization of ultracentrifugation, we obtained extracellular vesicles secreted by human ESC-MSCs. Subsequently, the small RNA sequencing analysis was conducted to investigate the expression of miRNAs within these extracellular vesicles."
PRJNA1019767,SRR26165201,sEV,ESC-MSCs (embryonic stem cells-derived mesenchymal stem cell)|Primary cell,-,-,2023-09-25,https://pubmed.ncbi.nlm.nih.gov/37964317/,-,Analysis of miRNAs expression in extracellular vesicles derived from human ESC-MSCs,"Through the utilization of ultracentrifugation, we obtained extracellular vesicles secreted by human ESC-MSCs. Subsequently, the small RNA sequencing analysis was conducted to investigate the expression of miRNAs within these extracellular vesicles."
