miRNA,SRR26495072,SRR26495073,SRR26495074,SRR26495075,SRR26495076,SRR26495077
hsa-let-7a-2-3p,0.0,4.74,2.04,0.0,0.0,0.0
hsa-let-7a-3p,0.0,31.55,12.26,9.54,3.04,8.17
hsa-let-7a-5p,3935.81,4495.22,1696.44,1033.39,800.01,1124.76
hsa-let-7b-3p,0.0,1.14,1.89,0.0,2.23,0.91
hsa-let-7b-5p,4185.71,4453.53,2871.56,2247.18,1802.91,2532.87
hsa-let-7c-3p,0.0,0.33,0.0,0.0,0.0,4.31
hsa-let-7c-5p,259.89,223.32,317.79,446.86,314.05,442.28
hsa-let-7d-3p,87.46,30.08,17.13,25.25,8.91,4.09
hsa-let-7d-5p,381.09,211.22,103.73,76.8,57.91,61.76
hsa-let-7e-3p,0.0,2.78,0.79,0.0,0.0,0.0
hsa-let-7e-5p,86.21,230.19,83.45,24.48,68.44,52.45
hsa-let-7f-1-3p,0.0,0.65,0.0,0.0,0.0,0.0
hsa-let-7f-2-3p,0.0,1.31,0.0,0.0,0.0,0.0
hsa-let-7f-5p,920.86,915.69,409.26,575.71,430.48,548.76
hsa-let-7g-5p,865.88,743.54,566.89,223.43,147.81,184.58
hsa-let-7i-3p,3.75,7.85,1.89,3.61,0.0,0.0
hsa-let-7i-5p,1386.91,1658.73,1637.81,759.45,622.43,728.35
hsa-miR-1-3p,84.96,7.36,11.63,15.72,2.23,12.03
hsa-miR-100-3p,0.0,1.14,0.16,0.0,0.0,0.0
hsa-miR-100-5p,970.83,12339.44,3437.82,2435.3,4215.09,2242.71
hsa-miR-101-3p,89.96,44.96,64.28,0.52,18.02,13.85
hsa-miR-10396a-3p,0.0,0.0,1.57,2.83,0.0,0.0
hsa-miR-10396a-5p,0.0,1.14,1.41,0.0,1.01,0.0
hsa-miR-10396b-3p,0.0,0.0,0.0,0.0,0.0,1.36
hsa-miR-10396b-5p,0.0,0.0,0.63,0.0,0.0,0.68
hsa-miR-103a-3p,498.54,13.9,10.37,60.04,42.12,51.54
hsa-miR-10401-3p,0.0,0.0,0.47,0.0,2.23,3.63
hsa-miR-10401-5p,0.0,0.0,0.47,0.52,0.0,0.0
hsa-miR-106a-5p,0.0,0.16,0.16,0.0,0.0,0.0
hsa-miR-106b-3p,10.0,24.69,19.96,0.77,7.49,4.77
hsa-miR-106b-5p,11.25,11.12,8.8,4.12,0.0,2.95
