miRNA,ERR9872207,ERR9872208,ERR9872209,ERR9872210,ERR9872211,ERR9872212
hsa-miR-3665,0.33,0.17,0.0,4.51,0.49,0.0
hsa-miR-3674,0.0,0.0,0.0,2.62,0.49,1.79
hsa-miR-3677-3p,0.0,0.0,0.0,0.0,0.33,0.0
hsa-miR-3678-5p,0.0,0.0,0.27,0.0,0.0,0.0
hsa-miR-3679-5p,0.0,0.0,0.14,0.15,0.33,0.0
hsa-miR-3682-3p,0.0,0.0,0.14,1.45,0.0,0.0
hsa-miR-3685,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-369-3p,0.17,0.0,0.14,0.0,0.16,0.0
hsa-miR-369-5p,0.0,1.16,0.14,0.15,0.33,0.0
hsa-miR-3690,0.0,0.0,0.14,0.0,0.49,0.49
hsa-miR-370-3p,3.48,14.44,1.23,9.16,2.63,3.75
hsa-miR-372-3p,0.0,0.0,0.0,0.0,0.16,0.0
hsa-miR-374a-3p,0.0,7.64,0.14,0.0,1.48,0.65
hsa-miR-374a-5p,2.65,3.82,3.83,4.36,4.94,0.0
hsa-miR-374b-5p,0.0,2.32,0.0,2.62,1.81,0.0
hsa-miR-375-3p,3.48,12.78,2.6,9.45,4.12,4.89
hsa-miR-376a-3p,0.0,0.17,0.0,0.0,0.49,0.0
hsa-miR-376c-3p,0.17,0.17,0.0,0.0,0.49,0.0
hsa-miR-378a-3p,53.52,169.63,64.45,124.45,53.67,40.43
hsa-miR-378a-5p,0.0,0.0,0.14,2.04,0.16,0.82
hsa-miR-378c,1.82,4.48,0.41,2.62,1.48,0.33
hsa-miR-378d,2.49,8.13,0.14,4.51,0.66,0.0
hsa-miR-378f,0.0,0.17,0.14,0.15,0.0,0.16
hsa-miR-379-3p,0.0,0.0,0.0,2.76,0.0,0.0
hsa-miR-379-5p,3.31,4.32,1.23,16.57,4.94,3.42
hsa-miR-381-3p,3.65,16.76,7.53,18.46,10.54,5.54
hsa-miR-382-3p,0.17,0.0,0.27,0.15,0.33,0.16
hsa-miR-382-5p,0.0,0.17,2.74,8.29,3.13,1.3
hsa-miR-3909,0.0,0.0,0.0,0.15,0.49,0.0
hsa-miR-3911,1.99,0.0,0.0,0.0,0.0,0.0
hsa-miR-3916,0.0,0.0,0.41,0.15,0.16,0.0
hsa-miR-3922-3p,0.0,0.0,0.0,2.33,0.33,0.0
hsa-miR-3925-5p,0.0,0.0,0.0,0.0,0.33,0.0
hsa-miR-3928-3p,0.0,0.0,0.27,0.0,0.49,0.0
hsa-miR-3929,0.83,7.47,1.09,9.89,2.8,5.22
hsa-miR-3934-5p,4.31,2.82,1.92,1.45,1.48,2.12
hsa-miR-3940-5p,0.0,2.99,0.55,0.0,0.0,2.77
hsa-miR-3944-5p,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-3960,2.65,8.13,0.82,7.85,1.81,3.42
hsa-miR-409-3p,41.75,53.78,16.42,88.4,19.76,28.53
hsa-miR-409-5p,0.0,0.0,0.0,0.0,0.0,0.65
hsa-miR-410-3p,0.0,3.49,0.0,1.6,0.33,0.0
hsa-miR-411-3p,1.66,0.0,0.96,0.44,0.66,0.0
hsa-miR-411-5p,0.5,4.15,0.68,3.63,2.47,1.47
hsa-miR-412-5p,0.0,0.17,2.46,0.58,0.16,0.0
hsa-miR-421,0.0,1.83,1.92,0.0,0.82,0.16
hsa-miR-423-3p,248.2,293.62,197.31,154.11,72.77,39.94
hsa-miR-423-5p,27.01,1267.25,658.98,63.97,243.02,315.12
hsa-miR-424-3p,62.3,117.18,26.68,38.24,38.86,43.53
hsa-miR-424-5p,0.17,0.0,0.0,0.0,0.33,0.0
hsa-miR-425-3p,0.0,0.17,0.0,0.29,0.33,0.0
hsa-miR-425-5p,4.47,35.85,15.74,12.36,14.49,4.24
hsa-miR-429,0.0,1.16,0.41,0.0,0.16,0.0
hsa-miR-4306,0.0,0.0,0.0,0.0,0.0,0.82
hsa-miR-431-5p,0.0,0.0,0.0,0.29,0.0,0.0
hsa-miR-432-5p,6.79,5.64,4.65,21.52,5.6,14.18
hsa-miR-4326,9.78,7.14,4.1,4.07,2.63,3.26
hsa-miR-433-3p,0.0,0.17,0.41,2.76,0.66,0.82
hsa-miR-4426,2.49,0.0,0.0,1.45,0.0,0.0
hsa-miR-4429,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-4433b-3p,0.0,0.0,0.0,0.0,0.0,0.16
hsa-miR-4435,0.0,3.65,0.0,0.0,0.0,0.0
hsa-miR-4436b-3p,0.0,9.29,0.0,0.0,0.0,0.0
hsa-miR-4436b-5p,0.0,0.0,0.0,2.18,0.0,0.0
hsa-miR-4441,0.0,0.0,0.0,0.0,0.33,0.0
hsa-miR-4443,0.33,0.5,0.0,0.73,0.33,0.65
hsa-miR-4444,0.0,0.0,0.27,0.0,0.0,0.65
hsa-miR-4449,0.0,1.49,0.0,0.0,0.0,0.0
hsa-miR-4463,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-4466,1.49,8.3,0.0,8.58,0.49,1.14
hsa-miR-4467,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-4473,0.0,0.0,0.14,0.0,0.33,0.0
hsa-miR-4479,0.0,0.0,0.0,2.18,0.0,0.0
hsa-miR-4484,0.0,0.0,0.14,1.45,0.16,0.0
hsa-miR-4485-3p,0.0,0.0,0.14,0.0,0.16,0.0
hsa-miR-4485-5p,0.0,0.0,0.55,0.0,0.0,0.0
hsa-miR-4487,0.0,0.0,0.0,0.0,0.16,0.0
hsa-miR-4488,61.3,6.31,1.09,56.41,3.13,5.87
hsa-miR-4492,0.0,0.33,0.0,0.29,0.0,0.0
hsa-miR-4497,13.25,34.36,1.37,14.1,4.94,3.91
hsa-miR-449c-5p,0.0,0.17,0.0,0.0,0.0,0.0
hsa-miR-4508,9.28,21.25,6.7,54.67,17.95,54.45
hsa-miR-450a-2-3p,0.0,0.0,0.68,0.0,0.49,0.65
hsa-miR-450a-5p,8.12,4.81,4.38,1.74,4.12,4.89
hsa-miR-450b-5p,2.65,0.0,1.23,1.45,6.59,2.45
hsa-miR-4516,2.98,7.47,0.27,2.18,2.14,1.3
hsa-miR-451a,0.0,41.66,6.02,251.96,0.49,3.75
hsa-miR-452-3p,0.0,0.0,0.68,0.0,0.33,0.0
hsa-miR-452-5p,0.0,0.0,8.35,0.0,9.38,3.91
hsa-miR-4521,0.17,0.0,0.0,0.29,0.0,0.0
hsa-miR-454-3p,0.0,0.0,0.55,0.0,0.0,0.0
hsa-miR-454-5p,0.17,0.0,0.41,0.0,0.82,2.77
hsa-miR-455-3p,0.0,0.17,0.82,0.0,0.49,0.33
hsa-miR-455-5p,0.0,0.0,6.16,3.78,2.14,2.28
hsa-miR-4632-5p,0.0,0.0,0.0,0.0,0.0,0.16
hsa-miR-4638-3p,0.0,0.0,0.0,0.0,0.49,0.0
hsa-miR-4640-5p,0.0,0.0,0.0,0.0,0.0,0.16
hsa-miR-4647,0.0,0.0,0.27,0.0,0.16,0.0
hsa-miR-4654,0.0,0.0,0.0,0.0,0.16,0.0
hsa-miR-4661-5p,0.0,2.82,0.68,0.0,0.16,0.98
hsa-miR-4664-3p,0.0,0.0,0.41,0.0,0.82,0.0
hsa-miR-4665-5p,0.0,0.0,0.0,0.0,0.16,0.0
hsa-miR-4667-5p,0.0,0.0,0.0,1.02,0.0,0.0
hsa-miR-4671-3p,0.0,0.0,0.41,0.0,0.0,0.0
hsa-miR-4671-5p,0.0,0.0,0.27,0.0,0.0,0.0
hsa-miR-4674,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-4676-3p,0.0,0.0,0.41,0.0,0.0,0.0
hsa-miR-4677-3p,0.0,0.0,0.0,0.0,0.33,0.0
hsa-miR-4680-5p,0.0,0.0,0.0,0.0,0.0,0.98
hsa-miR-4683,0.0,0.0,0.14,0.0,0.49,0.0
hsa-miR-4684-3p,0.0,0.0,0.0,0.0,0.0,1.96
hsa-miR-4689,0.0,0.0,0.0,0.0,0.16,0.0
hsa-miR-4700-3p,0.0,0.0,0.41,0.0,0.16,2.93
hsa-miR-4700-5p,0.0,0.0,0.82,3.2,1.81,5.38
hsa-miR-4707-5p,0.0,0.0,0.0,0.44,0.0,0.0
hsa-miR-4709-3p,0.0,0.0,0.27,0.0,0.16,0.0
hsa-miR-4709-5p,0.0,0.0,0.41,0.0,0.0,0.0
hsa-miR-4721,0.0,0.0,0.0,0.0,0.16,0.0
hsa-miR-4728-3p,0.0,0.0,0.27,0.0,0.0,0.0
hsa-miR-4732-3p,0.17,0.0,0.0,0.0,0.49,0.0
hsa-miR-4732-5p,0.0,0.0,0.0,0.15,0.0,0.0
hsa-miR-4741,0.0,3.15,0.55,0.0,0.49,1.47
hsa-miR-4742-3p,0.17,0.0,0.0,0.15,0.0,0.0
hsa-miR-4745-5p,0.0,0.0,0.41,0.0,0.0,0.0
hsa-miR-4746-5p,0.0,5.98,1.09,3.63,0.16,0.0
hsa-miR-4755-3p,0.0,0.0,0.14,0.0,0.0,0.65
hsa-miR-4761-3p,0.0,0.17,0.0,0.0,0.0,0.0
hsa-miR-4762-3p,0.0,4.81,0.0,0.0,0.49,0.0
hsa-miR-4763-3p,0.0,0.0,0.0,0.0,0.0,0.16
hsa-miR-4767,0.0,0.17,0.0,0.0,0.0,0.0
hsa-miR-4768-3p,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-4775,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-4781-3p,0.0,0.0,0.0,0.0,0.16,0.0
hsa-miR-4787-5p,0.0,0.0,0.0,0.15,0.0,0.0
hsa-miR-4788,0.0,0.0,0.0,0.0,0.16,1.3
hsa-miR-4791,1.16,1.83,0.0,0.0,0.0,0.0
hsa-miR-4796-3p,0.0,0.0,0.68,0.0,0.16,0.0
hsa-miR-4796-5p,0.0,0.0,0.68,0.0,0.0,0.0
hsa-miR-4800-3p,0.0,0.0,0.55,0.0,0.0,0.49
hsa-miR-4800-5p,0.0,0.0,0.0,0.0,0.0,0.33
hsa-miR-483-3p,0.0,0.0,0.0,0.29,0.0,0.16
hsa-miR-483-5p,0.0,16.43,0.14,5.52,2.14,3.1
hsa-miR-484,21.37,26.06,14.64,16.14,16.46,7.99
hsa-miR-485-3p,0.17,0.0,0.0,0.73,0.33,3.59
hsa-miR-485-5p,7.79,0.17,1.64,0.15,0.33,0.33
hsa-miR-486-3p,3.48,74.19,0.27,0.15,0.0,0.82
hsa-miR-486-5p,115.48,14.11,5.47,257.63,8.89,102.05
hsa-miR-487a-3p,0.0,0.0,0.0,0.0,0.16,0.0
hsa-miR-487a-5p,0.0,0.0,0.0,0.0,0.0,0.49
hsa-miR-487b-3p,0.0,3.65,0.0,0.58,0.49,0.0
hsa-miR-491-5p,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-493-3p,0.17,3.15,1.78,3.34,0.66,0.16
hsa-miR-493-5p,1.16,0.5,1.51,0.0,1.98,1.3
hsa-miR-494-3p,0.5,2.82,3.01,3.34,0.82,0.16
hsa-miR-495-3p,0.33,0.66,1.64,5.23,1.81,0.49
hsa-miR-496,0.0,0.0,0.0,3.34,0.0,0.0
hsa-miR-497-5p,0.0,0.0,0.0,0.15,0.0,0.0
hsa-miR-498-5p,0.0,0.0,0.0,0.0,0.0,0.65
hsa-miR-499a-5p,0.0,0.0,0.0,0.58,0.16,0.0
hsa-miR-5001-3p,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-5001-5p,0.0,0.0,0.0,0.0,0.16,1.14
hsa-miR-5009-3p,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-5009-5p,0.0,0.0,0.27,0.0,0.0,0.0
hsa-miR-500a-3p,0.17,0.66,0.96,0.44,0.49,0.0
hsa-miR-500a-5p,0.0,0.0,0.0,0.15,0.0,0.0
hsa-miR-500b-3p,2.32,0.0,0.14,0.0,0.0,0.0
hsa-miR-501-3p,0.0,0.0,1.92,1.89,2.63,1.14
hsa-miR-501-5p,2.65,5.15,1.23,0.0,0.33,0.0
hsa-miR-5010-3p,0.0,0.0,0.0,0.0,0.33,0.0
hsa-miR-5010-5p,0.0,11.62,0.0,0.0,0.33,1.3
hsa-miR-502-3p,2.49,0.33,1.37,0.0,1.32,0.0
hsa-miR-503-3p,0.0,0.0,0.0,0.0,0.16,0.0
hsa-miR-503-5p,1.82,9.96,3.15,0.15,3.13,0.33
hsa-miR-504-5p,0.17,0.0,0.0,1.31,0.0,0.0
hsa-miR-505-3p,0.0,0.0,0.55,0.29,0.82,1.3
hsa-miR-505-5p,0.0,0.0,1.23,4.07,0.0,6.52
hsa-miR-5100,0.0,0.0,0.0,0.0,0.16,0.0
hsa-miR-511-5p,0.0,0.0,0.0,0.0,0.0,0.65
hsa-miR-512-3p,0.0,0.0,0.27,0.0,0.0,0.98
hsa-miR-516a-5p,0.0,0.0,0.55,0.0,0.16,9.46
hsa-miR-516b-5p,0.33,0.0,12.04,0.0,2.31,240.13
hsa-miR-517a-3p,0.0,0.0,0.14,0.0,0.0,1.63
hsa-miR-517b-3p,0.0,0.0,0.41,0.0,0.0,9.46
hsa-miR-5188,0.0,0.0,0.0,0.0,0.0,0.33
hsa-miR-518b,0.0,0.0,0.27,0.0,0.66,2.61
hsa-miR-518c-5p,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-518f-5p,0.0,0.0,0.0,0.0,0.0,0.33
hsa-miR-519b-5p,0.0,0.0,0.0,0.0,0.0,3.59
hsa-miR-519c-5p,0.0,0.0,0.0,0.0,0.0,1.14
hsa-miR-519d-3p,0.0,0.0,0.0,0.0,0.0,2.12
hsa-miR-519d-5p,0.0,0.0,0.0,0.0,0.0,0.65
hsa-miR-520a-3p,0.0,0.0,0.0,0.0,0.49,0.0
hsa-miR-520g-3p,0.0,0.0,0.55,0.0,0.0,0.0
hsa-miR-522-3p,0.0,0.0,0.68,0.0,0.0,4.4
hsa-miR-522-5p,0.0,0.0,0.27,0.0,0.0,2.61
hsa-miR-525-5p,0.0,0.0,0.0,0.0,0.0,0.82
hsa-miR-526b-5p,0.0,0.0,0.41,0.0,0.16,14.51
hsa-miR-532-3p,0.0,0.0,0.0,0.44,0.16,0.0
hsa-miR-532-5p,18.23,50.13,24.9,27.77,30.62,23.31
hsa-miR-542-3p,0.0,4.48,0.55,0.0,0.0,0.0
hsa-miR-543,24.85,29.88,16.01,5.52,14.16,18.58
hsa-miR-545-5p,0.17,0.0,0.0,0.0,0.0,0.0
hsa-miR-548a-3p,0.0,0.0,0.27,0.0,0.0,0.0
hsa-miR-548a-5p,0.0,0.0,0.0,1.16,0.0,0.0
hsa-miR-548ab,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-548ad-5p,0.0,0.0,0.0,0.0,0.0,0.33
hsa-miR-548ay-3p,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-548az-5p,0.0,0.17,0.0,0.0,0.0,0.0
hsa-miR-548e-3p,0.17,0.83,0.27,0.0,0.16,0.0
hsa-miR-548k,0.0,0.0,0.14,3.05,0.33,0.16
hsa-miR-548l,0.0,0.0,0.14,0.0,0.16,0.0
hsa-miR-548n,0.0,0.0,0.27,0.0,0.0,0.0
hsa-miR-548o-3p,0.0,0.17,1.37,0.0,1.48,0.98
hsa-miR-548t-5p,0.0,0.0,0.27,0.0,0.0,0.0
hsa-miR-550a-3-5p,0.5,3.98,0.96,2.33,0.0,1.3
hsa-miR-550a-5p,0.83,16.27,1.09,10.9,1.98,2.77
hsa-miR-552-3p,0.0,0.0,0.0,0.0,0.16,0.0
hsa-miR-555,0.0,0.0,0.0,0.0,0.0,0.33
hsa-miR-5588-5p,0.0,0.0,0.0,0.0,0.33,0.82
hsa-miR-5682,0.0,0.0,0.0,2.04,0.0,0.0
hsa-miR-5690,0.17,0.0,0.0,0.0,0.0,0.0
hsa-miR-5699-3p,0.0,0.0,0.0,0.0,0.16,0.49
hsa-miR-5699-5p,0.0,0.0,0.0,0.0,0.33,0.65
hsa-miR-573,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-574-3p,0.0,10.79,3.28,1.16,3.29,5.38
hsa-miR-574-5p,0.0,0.33,0.96,0.15,0.33,0.0
hsa-miR-576-3p,0.0,0.0,2.6,0.0,0.99,0.0
hsa-miR-576-5p,0.0,0.0,0.41,0.0,0.49,0.0
hsa-miR-577,0.0,0.0,0.0,0.0,0.16,0.0
hsa-miR-579-5p,0.0,0.0,0.0,0.0,0.16,0.0
hsa-miR-581,0.0,0.0,0.0,0.0,0.16,0.0
hsa-miR-582-3p,1.49,0.0,5.47,0.15,4.61,0.82
hsa-miR-584-5p,0.17,0.17,0.14,0.44,0.33,1.63
hsa-miR-585-3p,0.17,0.0,1.51,0.0,1.15,0.0
hsa-miR-589-5p,1.99,4.81,6.02,3.34,3.13,1.3
hsa-miR-590-3p,0.0,0.0,0.0,0.0,0.49,0.0
hsa-miR-6078,0.0,0.0,0.0,0.0,0.16,0.16
hsa-miR-615-3p,4.8,25.06,12.45,10.9,10.7,9.62
hsa-miR-615-5p,0.0,0.0,0.0,0.0,0.16,2.61
hsa-miR-616-3p,0.0,0.0,0.0,0.0,0.16,0.98
hsa-miR-616-5p,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-618,0.0,0.0,0.27,0.0,0.66,0.0
hsa-miR-619-5p,2.49,0.0,0.27,0.0,0.33,0.98
hsa-miR-625-3p,2.98,24.9,2.6,3.93,0.0,1.14
hsa-miR-627-5p,0.0,0.0,0.0,2.18,0.0,0.0
hsa-miR-628-3p,1.66,0.17,1.78,0.0,1.48,0.0
hsa-miR-628-5p,0.0,0.0,0.0,0.0,0.16,0.0
hsa-miR-629-3p,0.0,0.0,0.0,0.0,0.16,0.0
hsa-miR-629-5p,9.44,50.13,5.47,18.03,10.04,11.09
hsa-miR-632,0.0,0.0,0.0,0.0,0.0,0.98
hsa-miR-639,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-641,3.48,3.65,1.78,4.07,4.12,0.49
hsa-miR-642a-3p,2.15,5.31,0.0,0.0,0.82,2.12
hsa-miR-644a,0.0,0.0,0.27,0.0,0.0,0.0
hsa-miR-6500-3p,0.0,0.0,0.0,0.0,0.33,0.0
hsa-miR-6509-3p,0.0,0.0,0.14,0.0,0.33,0.0
hsa-miR-6509-5p,0.0,0.0,0.0,0.0,0.0,0.82
hsa-miR-651-5p,0.0,0.33,0.0,4.51,0.33,0.0
hsa-miR-6516-3p,0.0,0.17,0.0,0.0,0.0,0.0
hsa-miR-6516-5p,0.0,0.0,0.0,0.0,0.16,0.0
hsa-miR-652-3p,0.0,0.0,0.55,0.73,0.99,0.0
hsa-miR-6529-5p,1.99,14.44,11.49,10.9,4.45,13.69
hsa-miR-654-3p,7.46,12.12,3.69,0.87,4.28,0.98
hsa-miR-654-5p,2.15,0.17,0.27,0.0,0.99,0.0
hsa-miR-655-3p,0.0,0.0,0.0,0.15,0.0,0.0
hsa-miR-656-3p,0.0,0.0,0.27,0.15,0.66,0.0
hsa-miR-658,7.79,3.65,0.41,54.38,0.16,6.52
hsa-miR-660-5p,0.17,0.5,0.68,0.15,0.16,0.65
hsa-miR-663b,0.0,0.0,0.27,0.0,0.0,1.3
hsa-miR-664a-3p,0.0,1.0,0.14,0.0,0.0,0.0
hsa-miR-664a-5p,0.0,0.0,0.41,0.0,0.66,0.33
hsa-miR-665,0.17,1.49,0.0,2.18,0.16,0.0
hsa-miR-671-3p,0.0,15.1,3.28,0.15,3.62,1.96
hsa-miR-671-5p,0.0,0.0,0.27,2.62,1.81,1.14
hsa-miR-6716-3p,0.17,0.0,0.0,0.0,0.0,0.0
hsa-miR-6719-3p,0.0,0.17,0.0,0.0,0.33,0.0
hsa-miR-6722-3p,0.0,0.0,0.14,0.0,0.0,0.16
hsa-miR-6724-5p,0.0,0.0,0.0,0.0,0.33,0.33
hsa-miR-6735-5p,0.0,1.83,0.0,0.0,0.82,0.0
hsa-miR-6739-3p,0.0,0.0,0.27,0.0,0.0,0.0
hsa-miR-6740-3p,0.0,0.0,0.0,0.0,0.33,0.0
hsa-miR-6741-3p,0.17,0.0,0.0,0.0,0.0,0.0
hsa-miR-6741-5p,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-6744-5p,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-6746-3p,0.0,0.0,0.0,0.0,0.16,0.0
hsa-miR-6749-5p,1.66,0.0,0.0,0.0,0.0,0.0
hsa-miR-6753-3p,0.0,0.0,0.0,0.0,0.16,0.16
hsa-miR-6755-3p,0.0,1.83,0.0,0.0,0.0,0.0
hsa-miR-6755-5p,0.0,0.0,0.0,0.0,0.33,0.0
hsa-miR-6762-5p,0.0,0.0,0.0,0.0,0.49,0.0
hsa-miR-6763-5p,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-6767-5p,2.65,0.0,0.0,0.0,0.0,0.0
hsa-miR-6769b-5p,0.0,0.0,0.0,0.0,0.16,0.0
hsa-miR-6777-5p,0.0,0.0,0.27,0.0,0.0,0.0
hsa-miR-6778-5p,0.0,0.0,0.0,0.0,0.0,0.16
hsa-miR-6779-5p,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-6784-3p,0.0,0.0,0.0,0.0,0.0,0.82
hsa-miR-6787-3p,0.17,0.0,0.0,0.0,0.0,0.0
hsa-miR-6787-5p,0.0,0.0,0.0,0.0,0.33,0.0
hsa-miR-6791-5p,0.0,0.0,0.0,0.0,0.0,0.16
hsa-miR-6797-3p,0.0,1.16,0.0,0.0,0.0,0.0
hsa-miR-6797-5p,0.0,0.0,0.0,0.0,0.16,0.33
hsa-miR-6801-5p,0.0,0.0,0.14,0.15,0.0,0.0
hsa-miR-6803-5p,0.33,0.0,0.0,0.0,0.0,0.49
hsa-miR-6805-5p,0.0,0.0,0.14,0.0,0.33,0.0
hsa-miR-6807-5p,0.0,0.0,0.0,0.15,0.0,0.0
hsa-miR-6817-3p,0.0,1.49,0.0,0.0,0.0,0.0
hsa-miR-6833-3p,0.33,0.0,0.0,0.0,0.0,0.0
hsa-miR-6840-5p,0.0,0.0,0.27,0.0,0.33,0.0
hsa-miR-6842-3p,0.17,0.0,0.82,0.0,0.0,0.0
hsa-miR-6859-5p,0.0,0.0,0.0,0.0,0.0,0.98
hsa-miR-6862-5p,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-6866-5p,0.0,0.0,0.0,0.0,0.16,0.0
hsa-miR-6873-3p,0.0,0.0,0.0,0.0,0.33,0.0
hsa-miR-6876-5p,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-6880-3p,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-6894-5p,0.0,0.0,0.0,0.0,0.0,1.3
hsa-miR-7-1-3p,0.0,0.5,0.0,0.15,0.0,0.0
hsa-miR-7-5p,0.33,110.04,7.53,12.5,32.93,25.76
hsa-miR-708-5p,0.0,0.0,0.0,0.15,0.0,0.0
hsa-miR-711,0.0,0.5,0.0,0.0,0.0,0.0
hsa-miR-7110-3p,2.49,0.0,0.0,1.89,0.0,0.0
hsa-miR-7111-3p,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-7161-3p,0.0,0.0,0.14,0.0,0.0,0.98
hsa-miR-744-5p,31.98,100.75,50.08,50.74,41.49,40.43
hsa-miR-758-3p,0.0,0.0,0.0,0.0,0.82,0.0
hsa-miR-760,3.65,3.98,1.51,0.0,1.15,0.33
hsa-miR-762,0.0,1.33,0.0,0.0,0.0,0.16
hsa-miR-765,1.66,0.0,0.0,0.0,0.0,0.0
hsa-miR-766-5p,3.81,0.0,0.0,0.0,0.0,0.16
hsa-miR-767-5p,0.0,0.0,0.41,0.0,0.0,0.0
hsa-miR-769-5p,5.3,14.27,4.93,0.58,3.46,3.91
hsa-miR-7704,2.82,4.15,0.27,1.89,2.63,2.12
hsa-miR-7706,0.33,15.1,4.79,0.0,4.12,1.96
hsa-miR-7845-5p,0.17,1.83,0.0,0.0,0.0,0.0
hsa-miR-7851-3p,0.0,0.0,0.0,0.29,0.0,0.0
hsa-miR-7854-3p,0.0,0.0,0.0,0.0,0.0,0.49
hsa-miR-8072,3.31,11.29,0.41,0.0,1.32,4.89
hsa-miR-8077,1.16,0.0,0.0,0.0,0.0,0.0
hsa-miR-8086,0.0,0.0,0.14,1.31,0.0,0.0
hsa-miR-8485,3.31,0.17,0.96,0.0,1.65,3.42
hsa-miR-873-3p,0.0,0.0,0.14,0.0,0.33,0.0
hsa-miR-873-5p,0.0,0.0,0.14,0.0,0.0,0.0
hsa-miR-874-3p,0.0,0.0,0.55,0.0,0.66,0.0
hsa-miR-877-5p,0.5,0.0,0.0,0.0,0.0,0.0
hsa-miR-885-3p,0.0,0.0,0.0,0.15,0.0,0.0
hsa-miR-885-5p,0.0,0.0,0.0,1.6,0.0,0.0
hsa-miR-887-5p,0.0,0.17,0.0,0.0,0.0,0.0
hsa-miR-889-3p,4.47,6.47,0.41,0.0,0.82,0.0
hsa-miR-891a-5p,0.0,0.0,0.0,0.0,0.33,0.0
hsa-miR-9-3p,4.31,0.0,1.09,0.0,0.99,0.0
hsa-miR-9-5p,12.26,4.98,2.46,5.38,5.1,3.59
hsa-miR-92a-1-5p,0.0,9.96,1.23,4.65,1.81,1.79
hsa-miR-92a-3p,339.32,649.97,204.84,288.89,232.81,234.75
hsa-miR-92b-3p,20.05,50.62,16.28,36.93,24.53,25.92
hsa-miR-92b-5p,4.14,2.82,6.02,11.63,4.12,18.75
hsa-miR-93-3p,0.0,0.0,0.27,0.15,0.33,0.0
hsa-miR-93-5p,7.12,57.1,16.69,6.4,23.87,4.73
hsa-miR-934,0.0,0.0,0.0,0.0,0.0,0.65
hsa-miR-935,4.64,7.14,2.05,0.29,2.14,0.0
hsa-miR-937-3p,3.31,0.0,1.51,2.33,2.8,0.98
hsa-miR-939-5p,0.0,0.17,0.0,0.0,0.0,0.0
hsa-miR-941,25.18,25.23,18.47,6.98,18.11,13.86
hsa-miR-942-5p,0.0,0.33,0.41,0.0,0.66,1.3
hsa-miR-944,0.0,4.15,0.14,0.0,0.0,0.0
hsa-miR-95-3p,0.17,0.66,1.92,2.04,1.98,0.0
hsa-miR-96-3p,0.0,0.0,0.55,0.0,0.0,0.0
hsa-miR-96-5p,0.0,2.32,3.15,0.0,2.63,3.91
hsa-miR-98-5p,22.53,33.53,16.69,39.4,11.53,6.03
hsa-miR-9898,0.0,0.17,0.0,0.0,0.0,0.0
hsa-miR-9901,0.0,0.0,0.41,14.83,0.16,0.82
hsa-miR-9903,0.0,0.0,0.0,0.0,0.0,0.65
hsa-miR-9985,0.0,0.33,0.0,0.0,0.0,0.33
hsa-miR-99a-3p,0.0,0.0,0.0,0.15,0.0,0.0
hsa-miR-99a-5p,121.94,327.81,120.69,140.59,108.01,43.2
hsa-miR-99b-3p,7.46,65.23,22.03,7.71,27.83,8.97
hsa-miR-99b-5p,401.29,1110.4,679.1,407.82,933.88,383.75
hsa-mir-10522-5p,0.0,0.0,0.0,0.0,0.16,0.0
hsa-mir-1181-5p,0.0,0.0,0.0,0.0,0.33,0.49
hsa-mir-1182-3p,0.0,0.0,0.0,0.0,0.0,0.82
hsa-mir-12121-5p,0.5,0.0,0.0,0.0,0.16,0.0
hsa-mir-12127-3p,0.0,0.0,0.0,0.0,0.66,0.82
hsa-mir-12128-3p,0.0,0.0,0.0,0.15,0.0,0.0
hsa-mir-12136-5p,0.0,0.0,0.0,2.62,0.0,0.0
hsa-mir-1237-3p,0.0,0.0,0.0,0.0,0.0,0.16
hsa-mir-1260b-5p,0.0,0.0,0.0,0.0,0.0,0.49
hsa-mir-1267-5p,0.17,0.0,0.0,0.0,0.0,0.0
