miRNA,ERR2298274,ERR2298275,ERR2298276,ERR2298277,ERR2298278,ERR2298279,ERR2298280,ERR2298281,ERR2298282,ERR2298283,ERR2298285,ERR2298286,ERR2298287,ERR2298288,ERR2298289,ERR2298290,ERR2298291,ERR2298292,ERR2298293,ERR2298294,ERR2298295,ERR2298296,ERR2298297,ERR2298298,ERR2298299,ERR2298300,ERR2298301,ERR2298302,ERR2298303,ERR2298304,ERR2298305,ERR2298306,ERR2298307,ERR2298308,ERR2298309,ERR2298310,ERR2298311,ERR2298312,ERR2298313,ERR2298314,ERR2298315,ERR2298316,ERR2298317,ERR2298318,ERR2298319,ERR2298320,ERR2298321,ERR2298322,ERR2298323,ERR2298324,ERR2298325,ERR2298326,ERR2298327,ERR2298328,ERR2298329,ERR2298330,ERR2298331,ERR2298332,ERR2298333,ERR2298334,ERR2298335,ERR2298336,ERR2298337,ERR2298338,ERR2298339,ERR2298340,ERR2298341,ERR2298342,ERR2298343,ERR2298344,ERR2298345,ERR2298346,ERR2298347,ERR2298348,ERR2298349,ERR2298350,ERR2298351,ERR2298352,ERR2298353,ERR2298354,ERR2298355,ERR2298356,ERR2298357,ERR2298358
hsa-miR-301a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.31,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.0,0.28,0.0,0.0,0.0,0.0,0.14,0.17,0.16,0.32,0.18,0.5,0.97,0.42,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-301a-5p,0.48,1.27,0.99,0.0,0.0,0.0,3.68,2.88,0.68,1.59,0.88,0.75,1.65,5.04,3.34,9.2,10.31,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.47,0.0,0.0,4.14,0.0,0.0,0.0,0.35,0.0,2.81,1.26,1.24,2.01,0.0,1.3,0.83,2.5,1.92,1.06,3.36,0.19,3.15,4.53,2.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.83,2.38,0.0,0.0,0.0,0.51,1.53,0.0,0.82,0.0,0.0,1.62,0.42,0.41
hsa-miR-301b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.41,0.73,0.11,0.0,0.5,1.11,0.66,1.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.43,0.0,0.63,0.16,0.35,0.17,0.97,0.63,0.62,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-301b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3059-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3064-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53,0.0,0.0,0.0,0.0,0.0,0.0,0.41
hsa-miR-3064-5p,0.0,0.0,0.0,0.0,1.19,2.87,2.45,0.0,1.37,1.06,0.88,0.86,1.65,8.56,2.78,4.6,8.14,1.8,13.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,7.54,5.52,0.0,0.0,0.66,4.2,0.0,1.97,2.01,2.28,1.01,0.0,1.59,2.83,0.94,2.4,0.88,2.18,1.75,3.36,4.53,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.03,2.04,0.0,0.41,2.82,4.95,1.62,1.27,1.22
hsa-miR-3065-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3065-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.56,1.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.17,0.47,0.0,0.18,0.34,0.19,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3074-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3074-5p,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.15,0.0,0.41,1.01,0.0,0.0,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.21,1.01,0.0,0.29,0.33,0.16,0.32,0.0,1.01,0.58,4.62,0.0,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,1.02,0.41,0.41,0.47,0.45,0.65,0.0,0.0
hsa-miR-3085-3p,0.0,0.0,0.0,0.0,0.0,0.0,1.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-30a-3p,69.71,16.05,105.08,102.29,185.05,89.98,299.38,172.94,56.01,16.48,19.04,27.37,36.34,154.14,94.49,135.38,116.69,191.77,372.35,12.87,182.64,241.07,71.32,25.62,230.83,23.03,62.49,45.74,24.19,169.89,99.32,107.62,97.17,18.56,150.78,128.3,64.39,0.0,165.9,174.98,189.18,165.74,85.25,667.3,179.07,0.0,112.63,69.42,36.77,113.53,44.72,92.65,67.05,60.73,275.34,104.46,8.31,61.53,0.0,64.78,35.05,49.93,96.16,30.65,16.29,0.0,33.53,28.96,10.23,0.95,71.68,23.77,98.28,68.34,69.55,28.48,46.46,27.89,35.52,43.2,101.67,32.8,24.96,44.42
hsa-miR-30a-5p,439.4,164.7,319.2,274.63,351.01,418.32,1052.13,666.97,214.46,73.86,86.13,111.4,174.69,290.15,395.76,389.05,381.55,646.44,997.35,141.53,842.48,650.88,1084.05,366.04,2531.97,143.31,242.15,209.08,123.35,268.53,535.03,325.94,215.15,205.79,269.53,329.73,341.27,245.26,927.68,846.88,342.33,1390.21,550.5,3768.5,767.59,0.0,260.14,166.65,496.27,388.45,382.12,317.24,322.64,356.38,468.44,627.9,228.61,1815.24,197.8,203.58,146.79,112.35,181.0,135.24,62.19,268.19,171.84,373.25,70.83,32.35,204.81,123.58,1818.25,1093.49,556.38,278.22,523.27,510.19,349.93,160.6,165.1,267.88,95.17,346.84
hsa-miR-30b-3p,1.44,0.84,1.98,0.0,2.39,0.0,4.29,0.0,2.73,1.53,0.73,0.86,0.41,3.02,4.45,8.54,9.23,11.7,0.0,0.0,0.0,0.0,9.51,0.0,0.0,0.0,2.4,0.0,0.0,0.0,2.4,0.0,8.68,0.0,7.54,15.18,2.15,0.0,0.99,2.1,0.0,1.4,2.26,1.45,2.01,0.0,1.74,0.83,1.25,2.4,1.77,2.85,2.72,3.15,4.12,1.56,0.0,0.0,0.0,0.0,0.0,0.0,5.66,0.0,1.48,0.0,20.96,0.0,3.15,0.0,10.24,4.75,7.76,6.21,0.0,0.51,3.57,0.82,0.41,5.17,3.15,1.3,0.42,2.85
hsa-miR-30b-5p,23.08,11.4,14.87,17.36,20.3,36.38,35.58,49.0,10.24,35.02,25.34,22.54,32.63,147.59,186.21,155.75,246.95,76.53,53.19,3.68,47.13,0.0,42.79,18.3,43.28,1.28,3.0,3.27,0.0,0.0,26.43,12.3,0.0,0.0,3.77,12.42,0.0,22.3,3.97,1.75,6.43,8.15,4.53,8.29,7.55,0.0,5.21,4.33,9.54,23.86,11.31,23.0,23.13,19.96,27.82,18.23,0.0,0.0,0.0,4.63,4.38,0.0,1.89,5.41,0.0,9.58,0.0,51.48,5.51,0.0,6.83,2.38,23.28,0.0,13.04,7.12,19.91,12.71,15.52,4.7,2.7,16.24,2.54,11.41
hsa-miR-30c-1-3p,2.88,0.42,0.0,1.24,2.39,1.91,7.98,2.88,1.37,1.94,1.46,1.82,3.72,5.04,7.78,12.49,10.31,3.6,0.0,0.0,0.0,0.0,0.0,0.0,3.61,0.0,0.0,0.0,0.0,0.0,0.8,3.07,5.21,6.75,11.31,1.38,0.0,0.0,1.98,1.4,0.0,4.21,3.02,1.04,4.02,0.0,1.74,2.16,1.72,2.08,2.3,2.85,1.17,5.46,5.98,4.22,0.0,0.0,0.0,0.0,4.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,1.9,0.0,0.0,0.0,6.21,0.0,0.0,0.51,1.64,1.22,2.35,2.7,2.6,0.85,0.41
hsa-miR-30c-2-3p,2.4,0.84,0.0,3.1,5.97,2.87,18.4,9.22,2.05,0.53,0.88,0.97,2.48,6.04,2.22,5.26,1.63,7.2,26.6,3.68,5.89,24.11,14.26,0.0,21.64,6.4,6.01,3.27,2.42,10.96,9.61,0.0,3.47,0.0,11.31,1.38,2.15,0.0,3.97,2.1,1.29,3.93,0.5,8.29,2.01,0.0,1.45,0.83,1.1,1.76,2.47,1.85,0.78,2.31,2.27,0.67,0.0,0.0,0.0,37.01,0.0,6.24,0.0,3.61,1.48,0.0,0.0,0.0,2.36,1.9,0.0,4.75,38.8,0.0,8.69,0.0,2.04,0.0,0.41,0.0,0.45,0.0,0.42,1.22
hsa-miR-30c-5p,175.47,104.31,121.93,96.71,156.4,112.0,155.21,168.9,31.42,174.44,98.58,68.36,182.54,287.13,351.29,325.96,645.32,352.03,79.79,7.35,29.46,66.29,33.28,10.98,115.42,17.91,13.82,26.14,14.51,49.32,321.98,15.37,26.03,8.43,64.08,164.17,19.32,44.59,69.07,66.49,32.17,98.88,71.67,102.82,121.23,0.0,150.12,64.26,171.94,164.6,216.34,133.11,97.76,191.64,271.21,148.92,70.66,161.53,14.13,92.54,39.44,12.48,30.17,43.28,23.69,114.94,96.4,25.74,68.47,37.1,23.89,30.89,93.11,55.92,26.08,84.94,219.01,102.94,115.14,54.94,44.54,116.89,30.03,105.97
hsa-miR-30d-3p,1.44,1.27,0.0,0.0,1.19,1.91,6.13,2.88,2.05,1.88,2.64,2.25,4.13,5.04,14.45,5.91,8.14,8.1,13.3,0.0,0.0,0.0,0.0,0.0,7.21,0.0,1.2,0.0,7.26,5.48,0.8,0.0,0.0,5.06,3.77,8.28,0.0,0.0,2.31,3.85,3.86,8.15,5.03,10.16,3.02,0.0,6.37,4.16,5.48,5.76,3.18,7.39,4.86,6.3,9.89,8.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,0.95,0.0,0.0,7.76,0.0,0.0,2.54,4.08,1.64,3.67,1.41,0.9,2.92,0.0,4.48
hsa-miR-30d-5p,1363.86,457.35,1573.19,1017.32,1061.37,915.14,1570.53,1860.83,387.94,2568.98,1831.8,1453.8,2850.85,3463.67,3295.57,4405.11,7570.16,4381.0,1542.57,110.28,1107.6,1362.02,527.76,600.31,1410.25,218.81,457.86,787.33,249.13,1644.06,2188.97,433.56,574.32,192.3,1496.53,2092.87,465.76,66.89,4891.53,6776.43,2754.1,7641.81,6297.71,8059.19,7237.3,698.52,8020.0,4915.75,9991.98,9355.71,8170.57,8305.71,5858.07,8559.7,10483.61,8158.25,174.58,1130.68,282.58,939.25,260.71,358.9,420.45,432.77,153.98,325.66,666.4,1312.8,1279.62,457.61,829.46,420.64,2035.51,1497.33,978.01,8318.57,15352.41,13197.68,10356.49,4719.73,5498.68,8625.81,2592.91,8046.13
hsa-miR-30e-3p,182.68,75.17,236.92,194.04,1267.92,437.47,1085.26,804.75,271.15,205.98,250.62,184.7,484.43,1393.33,1136.69,1376.15,1433.38,1029.08,465.43,23.89,159.07,265.17,40.41,91.51,270.51,95.97,165.24,280.95,82.24,411.02,253.9,119.92,624.64,101.21,825.54,934.0,248.98,0.0,317.27,86.09,36.03,668.56,319.89,384.13,454.22,0.0,643.48,380.91,476.71,467.55,586.26,1017.53,951.4,967.65,1006.13,810.82,4.16,115.38,14.13,138.8,76.68,96.75,294.13,126.22,69.59,0.0,67.06,160.88,79.48,42.81,116.06,64.17,318.13,118.05,121.71,251.77,213.39,181.27,207.83,273.76,547.48,272.75,84.17,208.27
hsa-miR-30e-5p,177.87,60.39,106.07,76.25,103.87,138.8,149.08,153.34,65.57,164.78,139.15,81.35,203.6,329.95,422.44,343.71,518.32,370.03,26.6,0.0,58.91,144.64,28.53,98.83,108.2,15.36,32.45,22.87,7.26,38.36,96.11,27.67,58.99,30.36,116.86,84.16,45.07,0.0,305.37,604.36,254.82,631.2,388.55,552.25,398.38,0.0,406.5,336.63,792.27,943.27,823.63,832.38,726.33,689.23,763.36,871.5,29.1,30.77,0.0,55.52,0.0,24.97,45.25,10.82,0.0,0.0,33.53,67.57,29.91,18.08,23.89,9.51,62.07,86.98,17.39,478.11,1458.51,1114.3,695.77,245.59,165.55,586.74,82.48,472.37
hsa-miR-31-3p,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-31-5p,2.4,0.0,0.0,0.0,0.0,0.0,0.0,1.73,0.0,0.06,0.15,0.0,0.0,0.0,0.56,0.0,1.09,0.0,0.0,0.0,0.0,0.0,2.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.21,0.0,5.65,1.38,0.0,0.0,0.0,0.35,0.0,0.0,0.0,1.04,0.5,0.0,0.0,0.0,0.47,0.96,1.06,0.17,2.72,0.42,0.21,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,1.23,0.82,0.0,0.0,0.97,0.0,0.41
hsa-miR-3115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.73,0.11,0.0,5.04,1.11,1.97,2.17,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.35,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.16,0.0,0.18,0.34,0.0,0.21,0.41,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3117-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.16,0.16,0.0,0.0,0.19,0.0,0.62,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.22,0.0,0.0,0.0,0.0,0.0
hsa-miR-3118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3120-3p,0.96,0.0,0.0,0.62,0.0,0.96,2.45,2.31,0.0,2.41,0.73,0.21,2.89,5.04,1.11,21.69,26.59,18.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,2.57,2.53,0.75,2.9,4.02,0.0,0.43,2.16,0.94,3.2,3.71,4.87,1.75,1.47,13.4,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,1.02,0.51,2.87,4.49,1.88,1.35,9.42,0.85,1.63
hsa-miR-3120-5p,0.0,0.0,1.98,0.0,0.0,0.0,0.0,0.0,0.0,1.82,0.44,1.18,0.0,1.01,0.0,7.89,15.2,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.77,23.45,0.0,0.0,0.33,0.7,5.15,0.0,1.26,1.45,0.0,0.0,6.51,0.17,1.1,0.64,3.89,8.22,2.92,9.04,10.72,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,13.65,9.51,0.0,0.0,0.0,3.05,2.55,4.1,2.45,0.47,9.0,1.95,2.96,0.41
hsa-miR-3121-3p,0.0,0.0,0.0,0.0,1.19,0.0,0.0,0.0,0.0,0.06,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,1.05,0.0,1.4,0.75,1.24,0.5,0.0,0.0,0.0,0.47,0.16,0.35,1.51,1.36,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,1.02,0.41,0.41,0.47,1.35,1.62,1.27,0.0
hsa-miR-3122,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.58,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.14,0.0,0.16,0.0,0.0,0.34,0.19,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0
hsa-miR-3124-5p,0.0,0.0,0.99,0.0,0.0,3.83,0.0,0.58,0.0,0.24,0.59,0.0,0.0,2.52,1.11,2.63,0.0,0.0,0.0,0.0,11.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.96,0.8,0.0,0.0,0.0,0.0,1.38,0.0,0.0,1.98,1.75,1.29,3.09,0.75,3.73,1.51,0.0,0.14,0.33,1.56,0.16,1.24,2.69,2.33,2.52,1.24,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,1.02,6.13,4.1,1.63,2.35,3.15,2.92,0.42,2.04
hsa-miR-3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3126-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0
hsa-miR-3127-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.15,0.0,0.0,0.7,1.29,0.84,0.5,0.21,0.0,0.0,0.14,0.17,0.16,0.48,0.0,0.67,0.39,0.63,0.41,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.82,1.22,0.0,0.0,1.3,0.42,0.82
hsa-miR-3127-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.42,0.0,0.0,0.0,0.0,0.0,1.88,2.76,0.0,0.0,1.98,1.05,3.86,1.4,1.26,1.24,0.0,0.0,1.16,0.5,0.63,0.32,0.88,0.84,1.75,0.21,0.21,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,1.02,1.64,2.45,0.47,6.3,0.65,0.85,1.22
hsa-miR-3128,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12,0.5,0.62,1.01,0.0,0.0,0.0,0.47,0.48,0.35,1.51,1.17,0.84,0.82,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.51,0.82,0.0,0.47,0.0,0.0,0.0,0.0
