miRNA,SRR14867395,SRR14867396,SRR14867397,SRR14867398,SRR14867399,SRR14867400,SRR14867401,SRR14867402,SRR14867403,SRR14867404,SRR14867405,SRR14867406,SRR14867407,SRR14867408,SRR14867409,SRR14867410,SRR14867411,SRR14867412,SRR14867413,SRR14867414,SRR14867415
hsa-miR-141-5p,0.0,0.0,0.0,0.0,3.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-142-3p,5.58,3.8,8.12,15.72,6.37,2.54,8.34,10.21,2.96,5.6,9.04,1.04,0.24,2.9,3.16,0.0,7.37,0.0,0.0,3.72,2.6
hsa-miR-142-5p,3123.84,7585.21,3111.17,4161.77,3728.27,3060.37,3128.67,3222.25,1414.33,4304.12,5960.04,4464.69,3534.04,2657.8,3323.32,2960.16,3858.67,2111.3,2912.18,3287.54,1529.45
hsa-miR-143-3p,1203.41,4960.43,951.49,956.62,827.46,952.5,1184.49,1136.09,572.12,604.75,1159.03,683.17,816.56,799.31,354.09,848.52,459.14,688.68,577.67,970.04,867.38
hsa-miR-143-5p,0.0,0.0,2.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-144-3p,1153.72,4240.78,602.35,1592.1,1581.44,1037.52,698.19,1219.67,672.59,1079.67,1567.03,1464.58,1373.54,588.48,957.62,1019.54,1156.99,852.93,830.4,1389.01,261.51
hsa-miR-144-5p,56.62,203.75,52.67,128.35,59.61,45.21,42.48,55.43,31.92,52.98,65.26,52.05,42.21,33.28,45.84,31.09,11.83,5.82,64.34,53.36,28.26
hsa-miR-145-3p,5.81,26.57,3.97,0.0,11.25,9.52,8.86,13.02,0.59,0.37,12.21,2.87,8.98,4.4,0.08,4.53,0.0,0.0,14.58,16.33,6.17
hsa-miR-145-5p,10.4,10.2,7.38,15.72,0.0,15.07,7.04,11.61,15.37,2.98,1.81,1.96,1.21,6.23,4.86,0.0,0.0,0.0,0.0,2.43,7.47
hsa-miR-1468-5p,2.49,0.0,4.43,8.91,0.0,0.0,1.04,8.8,0.0,6.34,1.96,3.91,4.61,1.93,1.94,7.56,0.0,0.0,9.72,4.2,9.75
hsa-miR-146a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.81,0.0,0.0,0.0,0.0,2.05,0.0,0.0,0.0,0.0,0.0
hsa-miR-146a-5p,5440.1,3201.88,11671.24,2801.75,1846.51,2082.81,18440.79,5088.1,1700.98,2765.21,2584.53,3294.28,2781.77,3158.58,2923.07,2236.23,2158.37,5108.82,4170.28,3938.22,2869.51
hsa-miR-146b-3p,11.08,12.33,10.7,4.71,2.62,0.0,0.0,2.46,0.0,3.73,3.01,0.0,6.31,0.0,1.05,6.26,0.0,19.4,13.89,0.0,4.55
hsa-miR-146b-5p,872.64,845.6,2758.71,969.72,489.65,408.76,613.22,713.22,388.31,406.27,593.68,418.1,819.71,434.11,502.62,420.86,485.87,526.05,1060.91,353.32,1083.74
hsa-miR-147b-3p,1.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.04,1.21,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-147b-5p,0.0,2.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-148a-3p,3112.83,1773.97,1769.78,2825.33,2504.51,1943.54,2744.53,2789.01,1058.53,1279.63,1811.49,1525.76,2334.19,683.48,1020.14,4422.8,1146.39,1723.96,5570.7,3950.67,5660.73
hsa-miR-148a-5p,31.21,25.62,34.22,28.81,11.62,8.57,46.91,33.08,0.0,13.43,21.25,15.78,61.13,6.01,7.86,34.23,11.06,30.72,70.59,16.82,51.33
hsa-miR-148b-3p,141.67,138.52,471.55,199.08,172.09,180.98,119.88,176.68,67.97,123.49,191.26,218.51,171.51,129.46,163.76,144.35,121.2,150.67,181.45,208.92,77.32
hsa-miR-148b-5p,9.8,2.13,19.74,11.0,1.5,0.0,4.43,4.22,8.27,6.72,0.0,1.3,0.97,0.0,0.32,3.35,0.0,0.0,9.49,0.0,2.6
hsa-miR-149-5p,0.0,5.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-150-3p,19.08,54.79,11.62,41.39,21.37,25.06,25.54,31.68,17.14,18.65,17.94,15.0,18.68,21.15,15.87,37.14,37.02,20.37,31.48,8.73,38.33
hsa-miR-150-5p,69.59,226.28,24.63,180.22,85.11,108.02,78.97,107.17,82.15,82.08,57.73,40.7,43.67,62.26,55.72,37.79,70.35,46.88,105.3,33.8,73.42
hsa-miR-151a-3p,1859.43,1361.73,4283.86,736.06,591.63,492.19,795.39,1363.8,683.23,732.71,1033.78,1332.3,867.5,574.74,1113.93,842.26,624.11,1164.28,1187.51,876.42,583.78
hsa-miR-151a-5p,365.9,216.79,647.73,132.54,120.35,90.89,76.36,240.2,66.79,137.66,94.8,184.85,108.19,160.91,128.29,91.88,113.82,75.33,139.79,139.55,86.41
hsa-miR-151b,7.16,55.74,26.1,54.48,17.25,21.89,21.63,48.04,8.87,2.24,41.3,19.05,31.54,2.04,7.29,15.12,10.6,12.61,27.08,47.22,11.7
hsa-miR-152-3p,37.92,10.44,73.98,28.81,37.12,37.75,17.46,28.33,44.33,22.76,11.45,19.31,21.59,17.07,15.87,25.8,15.82,5.17,56.24,32.83,49.7
hsa-miR-152-5p,0.0,4.27,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-153-3p,0.0,6.17,0.0,0.0,0.0,0.0,0.0,3.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-153-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.92,0.0,0.0,0.0,0.0
hsa-miR-1537-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.22,0.0,0.0,0.0,0.0,0.0,0.0,1.86,0.0,0.0,7.44,0.0,0.0,0.0
hsa-miR-1538,1.13,2.61,1.2,0.0,0.0,0.0,2.08,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,2.05,0.0,0.0,0.0,0.0,0.0
hsa-miR-154-3p,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-154-5p,0.38,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,1.87,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-155-5p,168.74,85.15,101.1,223.18,98.98,103.58,600.98,189.88,109.93,54.47,65.26,94.06,48.28,79.65,49.0,98.47,41.94,36.86,135.62,104.3,185.5
hsa-miR-15a-3p,1.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,4.2,0.0
hsa-miR-15a-5p,2107.04,2081.14,2174.35,3510.05,4710.2,4748.06,1538.41,3852.77,4577.51,5166.29,3826.0,3863.96,3855.71,3075.28,3200.21,2503.35,1862.36,2114.85,2405.56,3978.97,1228.95
hsa-miR-15b-3p,13.65,12.81,6.18,20.43,20.25,12.85,18.24,11.79,17.73,17.53,25.32,18.39,14.8,15.57,14.66,6.91,0.0,0.0,8.56,16.17,0.0
hsa-miR-15b-5p,85.8,81.59,69.37,89.58,124.1,118.96,61.5,101.54,96.93,152.21,143.79,105.53,135.36,85.88,116.46,53.23,32.57,49.15,94.2,80.85,40.28
hsa-miR-16-1-3p,0.0,0.0,0.0,5.24,0.0,8.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.22,1.13,0.0,0.0,0.0,0.0,2.59,0.0
hsa-miR-16-2-3p,831.78,1292.23,509.0,1541.8,1573.57,1440.56,750.05,1092.27,909.0,1131.9,1447.05,1349.91,1434.92,805.75,1144.06,862.12,1086.02,717.78,928.07,1433.15,253.72
hsa-miR-16-5p,24576.85,21674.27,11935.79,19201.55,23258.17,7561.93,6889.07,12215.21,5024.92,19495.59,26397.99,25041.01,22610.78,17843.43,24556.12,17517.38,15106.71,13127.54,18375.46,26727.03,5753.64
hsa-miR-17-3p,28.8,88.95,28.32,22.53,20.62,13.17,18.5,13.2,10.05,14.55,30.75,20.22,21.83,12.45,7.69,11.98,37.63,13.58,21.29,47.38,11.05
hsa-miR-17-5p,276.25,137.1,132.37,111.06,148.1,65.83,79.49,34.49,0.0,30.59,112.13,180.54,95.58,85.23,97.03,116.82,17.97,44.62,70.82,142.94,33.46
hsa-miR-181a-2-3p,25.41,31.78,13.38,18.86,12.37,11.1,13.29,2.99,31.32,10.07,11.0,12.13,24.74,4.4,9.72,10.26,4.15,0.0,19.44,13.74,18.52
hsa-miR-181a-3p,6.03,14.94,13.47,6.81,4.87,11.58,14.59,10.38,13.59,8.21,13.26,1.17,3.88,4.4,4.86,5.51,5.38,6.14,7.41,11.32,6.5
hsa-miR-181a-5p,1745.89,3602.73,2913.96,3340.31,2014.85,2037.12,2207.4,3073.03,2281.37,1895.58,2426.88,1783.27,1521.76,1098.05,1218.4,1535.09,2028.1,1266.45,1566.83,1971.94,1842.3
hsa-miR-181b-5p,139.94,153.23,81.45,281.85,163.47,196.53,290.58,257.8,212.77,94.76,134.29,103.84,133.18,88.45,58.47,119.41,82.33,74.69,117.34,145.69,175.43
hsa-miR-181c-3p,8.14,20.16,18.36,5.76,2.25,0.0,0.0,0.0,6.5,0.0,3.92,5.09,5.09,5.69,4.21,1.08,4.61,0.0,6.02,3.56,0.0
hsa-miR-181c-5p,97.64,376.9,85.69,30.39,18.0,30.14,28.93,45.23,51.42,23.88,94.2,59.88,36.15,10.52,37.98,54.31,36.56,18.43,45.82,56.92,40.61
hsa-miR-181d-5p,29.78,12.1,22.14,7.86,8.25,19.19,12.25,25.52,4.14,2.24,7.84,16.96,12.61,7.3,6.88,4.97,0.0,0.0,10.41,7.11,17.22
hsa-miR-182-3p,0.0,0.24,0.0,0.0,0.0,0.16,0.0,0.0,0.0,2.61,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.32
hsa-miR-182-5p,584.63,4042.96,1540.83,661.67,728.11,869.54,596.29,499.77,387.12,1240.84,719.99,468.19,1415.02,323.01,1004.67,574.71,1264.51,467.2,568.41,873.67,304.72
hsa-miR-1827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0
hsa-miR-183-3p,0.0,4.03,4.8,0.0,1.12,0.0,0.0,4.4,3.55,1.87,2.41,0.0,2.18,0.0,3.16,2.38,4.92,0.0,0.0,0.0,0.0
hsa-miR-183-5p,135.04,866.23,531.32,174.45,348.31,275.68,338.28,208.88,189.13,536.85,305.51,204.16,456.55,148.46,375.55,330.27,518.28,215.98,190.7,463.6,85.11
hsa-miR-184,0.0,4.51,0.0,7.33,3.0,7.77,13.55,0.0,11.82,37.68,5.28,2.22,0.0,5.58,3.08,1.08,11.83,0.0,4.86,5.34,0.0
hsa-miR-1843,61.45,45.3,78.87,38.24,34.87,16.5,28.93,17.77,29.55,36.56,44.46,31.18,33.72,38.64,33.12,30.45,45.93,27.81,49.99,32.18,13.64
hsa-miR-185-3p,7.01,5.93,31.27,4.71,12.37,9.83,3.13,2.82,0.0,7.09,6.03,4.17,2.91,2.47,4.62,0.65,18.28,14.23,4.63,9.22,0.0
hsa-miR-185-5p,1650.59,740.52,499.68,707.77,1114.28,371.01,733.89,808.6,144.21,571.92,824.73,1373.78,739.9,908.8,727.2,712.48,407.68,401.24,654.97,1110.56,295.95
hsa-miR-186-5p,1378.03,2352.72,1321.01,823.55,1161.15,684.59,1135.5,1022.76,288.42,831.58,1503.57,1433.66,1133.38,586.33,903.92,721.66,723.81,852.93,1291.89,1147.11,421.02
hsa-miR-188-5p,0.0,4.51,4.89,0.0,0.0,5.23,0.26,4.93,9.46,1.49,2.41,0.0,2.18,5.9,0.0,0.0,0.0,0.0,0.0,2.75,1.3
hsa-miR-18a-3p,5.05,0.0,1.75,4.71,0.75,0.0,0.0,0.0,0.0,0.0,3.92,3.26,5.09,5.9,0.89,4.43,0.0,0.0,0.0,7.6,0.0
hsa-miR-18a-5p,21.71,29.17,27.4,33.53,12.75,33.63,2.35,0.0,13.59,13.43,10.85,18.92,5.09,4.94,11.99,1.94,15.51,6.79,8.56,8.57,0.0
hsa-miR-18b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.64,2.25,1.21,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-18b-5p,2.49,0.0,3.6,7.86,2.62,0.0,0.0,14.61,0.0,0.0,6.18,1.43,10.19,1.93,2.92,7.45,7.37,0.0,0.0,4.2,0.0
hsa-miR-1908-3p,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1908-5p,71.33,32.5,123.24,28.29,19.5,28.87,46.39,62.65,43.74,22.01,11.3,41.09,29.35,46.37,67.55,52.9,20.28,32.01,92.34,9.86,40.61
hsa-miR-1909-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0
hsa-miR-190a-5p,1.96,6.88,7.19,5.24,0.0,5.55,0.0,6.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-190b-5p,0.0,0.0,8.49,6.29,0.0,5.87,8.86,0.0,0.0,9.7,1.06,0.0,0.0,0.0,1.54,0.0,0.0,2.59,0.0,0.0,0.0
hsa-miR-191-3p,4.45,4.98,14.3,0.0,0.0,0.0,0.0,4.05,0.0,0.0,0.0,0.13,0.0,0.0,0.08,0.0,15.82,0.0,8.33,8.09,0.0
hsa-miR-191-5p,3014.29,2945.71,8351.41,1130.55,765.6,835.28,948.64,994.43,588.07,786.06,1639.22,1337.39,991.71,988.77,1265.94,1000.0,1203.38,613.67,1132.42,939.8,670.84
hsa-miR-1910-5p,3.47,3.56,0.0,0.0,0.0,10.94,0.0,0.0,0.0,2.98,0.0,1.7,0.0,2.15,0.0,7.56,0.0,0.0,8.33,2.91,0.0
hsa-miR-1915-3p,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-192-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-192-5p,3723.39,3200.22,1787.76,3165.86,2516.13,1797.93,1455.27,2568.86,604.62,1483.7,2793.73,1420.09,3566.06,1791.51,1590.39,7066.94,1865.28,2056.33,10836.61,3639.88,4349.26
hsa-miR-193a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12,0.0,0.0,0.0,0.0,0.0,0.11,0.0,5.17,0.0,0.0,0.0
hsa-miR-193a-5p,18.55,0.0,3.41,9.43,3.75,2.38,4.17,17.42,20.69,4.1,5.88,8.22,5.58,3.97,3.89,24.18,2.0,9.05,59.48,20.54,33.46
hsa-miR-193b-3p,1.81,3.8,0.0,7.86,0.0,0.0,1.3,3.34,0.0,0.0,0.0,0.0,1.21,0.0,0.0,4.75,0.0,0.0,6.02,0.0,0.0
hsa-miR-193b-5p,25.63,2.37,11.16,24.1,19.87,12.69,13.81,32.2,75.06,2.98,3.32,9.26,31.54,7.19,8.02,76.44,7.53,16.17,96.97,87.64,60.1
hsa-miR-194-3p,2.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.17,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0
hsa-miR-194-5p,54.44,30.6,9.41,25.15,43.49,55.36,10.95,21.64,24.23,14.92,18.84,22.7,31.78,24.69,20.57,65.75,16.44,18.11,122.66,51.58,84.79
hsa-miR-195-3p,2.49,0.0,2.49,9.43,0.0,2.54,0.0,0.0,0.0,0.0,2.41,1.17,0.0,5.37,3.89,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-195-5p,6.03,6.17,3.78,4.71,1.87,6.19,7.82,9.33,0.0,5.22,3.77,4.7,0.0,7.08,0.0,5.51,0.0,0.0,3.93,9.06,0.0
hsa-miR-196a-5p,0.0,8.3,4.8,5.24,4.5,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,2.79,1.3,0.0,4.3,0.0,0.0,0.0,6.17
hsa-miR-196b-5p,8.44,10.44,9.04,7.33,14.62,0.0,0.0,0.53,0.0,0.0,12.66,3.52,7.52,8.05,4.05,3.45,8.76,0.0,0.0,6.47,0.32
hsa-miR-197-3p,11.76,10.2,4.8,18.34,9.0,26.33,10.16,20.59,0.0,2.24,5.58,5.61,1.7,2.68,2.43,3.89,11.52,2.59,10.18,7.92,2.6
hsa-miR-197-5p,0.98,0.0,0.0,2.1,4.87,0.0,3.91,0.0,0.0,3.36,1.21,1.57,6.06,3.22,4.78,1.84,4.15,0.0,0.0,0.0,4.55
hsa-miR-1976,0.75,0.0,0.0,0.0,1.87,8.57,0.0,4.22,0.0,0.0,1.21,3.65,0.0,0.0,2.59,2.59,0.0,0.0,0.0,0.97,2.92
hsa-miR-198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.13,0.0
hsa-miR-199a-3p,1533.34,2130.0,2572.94,371.44,244.45,1472.45,234.29,2546.51,1293.76,130.2,843.12,196.07,1050.41,86.41,814.1,650.62,556.83,234.41,1076.19,1182.19,1022.67
hsa-miR-199a-5p,20.81,41.75,25.0,2.1,3.0,1.43,8.34,0.0,0.0,0.0,5.58,7.04,3.88,7.41,2.92,0.11,8.6,3.23,8.33,7.92,18.84
hsa-miR-199b-3p,441.9,37.95,429.67,1282.48,928.32,146.72,858.72,77.25,0.0,786.06,205.88,847.54,198.2,1100.63,52.97,171.78,35.33,1191.44,110.63,249.5,25.99
hsa-miR-199b-5p,1.51,3.8,2.4,4.71,0.0,0.0,3.39,2.82,0.0,0.37,4.52,3.65,1.46,2.58,1.86,0.0,0.0,0.0,0.0,1.29,0.0
hsa-miR-19a-3p,65.29,86.58,30.62,83.82,56.99,17.61,18.24,16.72,0.0,10.82,77.47,39.79,36.15,20.61,40.25,30.55,34.72,26.19,69.66,51.1,10.07
hsa-miR-19a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-19b-1-5p,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-19b-2-5p,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-19b-3p,171.75,233.16,118.62,205.89,190.09,48.54,62.81,60.53,0.0,25.0,224.12,146.11,90.73,46.59,123.83,99.98,93.7,57.87,124.98,150.71,24.04
hsa-miR-200a-3p,37.85,331.36,59.68,212.17,94.48,27.12,71.93,113.5,110.52,85.06,112.74,22.96,78.11,99.62,41.47,68.02,99.85,37.83,383.72,72.12,53.28
hsa-miR-200a-5p,0.0,5.93,0.0,5.24,0.0,0.0,2.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-200b-3p,1.13,2.37,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-200b-5p,0.0,0.0,0.0,5.76,0.0,0.0,0.0,5.1,0.0,0.0,5.12,2.09,0.0,0.0,2.02,0.0,0.0,0.0,11.57,5.34,0.0
hsa-miR-200c-3p,6.56,28.23,13.84,1.57,11.25,0.0,13.81,5.1,0.0,0.0,1.81,5.22,0.0,0.0,7.13,5.07,0.0,0.0,3.47,2.1,0.0
hsa-miR-202-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-203a-3p,12.82,32.73,0.46,60.25,61.86,6.34,27.1,38.54,130.03,39.92,7.23,31.18,0.0,8.7,8.99,8.85,12.75,39.45,0.0,6.14,0.0
hsa-miR-204-3p,6.26,0.0,0.0,0.0,7.5,9.04,26.32,8.62,0.0,0.0,0.0,6.91,0.73,7.73,0.89,6.59,0.0,0.0,0.0,13.74,3.57
hsa-miR-204-5p,0.0,0.0,0.0,0.0,4.87,0.0,0.0,9.33,3.55,1.49,4.07,0.0,0.0,1.5,2.27,8.53,6.61,0.0,4.4,0.0,8.45
hsa-miR-205-3p,1.88,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-205-5p,2.71,25.62,2.21,33.0,14.25,22.37,9.9,6.69,0.0,5.22,0.0,1.3,0.73,9.12,1.21,0.0,7.37,2.26,0.0,0.0,3.25
hsa-miR-206,15.91,0.0,6.09,72.82,63.74,23.16,37.79,7.39,37.83,11.19,7.99,12.13,2.67,28.12,12.31,13.17,19.82,3.56,42.82,112.71,43.86
hsa-miR-208a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.26,0.0,2.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-208b-3p,2.87,10.2,0.0,24.62,31.49,7.93,0.0,30.09,0.0,6.72,2.71,6.13,0.0,16.53,3.24,6.15,7.22,15.84,1.85,19.73,5.52
hsa-miR-20a-5p,250.77,106.03,122.78,139.88,215.58,56.79,120.14,77.6,0.0,43.65,144.39,186.68,122.02,124.63,113.71,79.79,67.28,54.96,117.11,124.02,22.42
hsa-miR-20b-3p,1.13,3.32,0.0,0.0,5.62,8.09,0.0,0.0,0.0,1.87,3.92,1.3,1.21,0.0,0.0,0.32,0.0,0.0,6.25,1.46,0.0
hsa-miR-20b-5p,88.14,16.6,26.1,60.25,53.24,21.89,53.43,7.92,7.09,28.73,33.91,56.35,51.67,47.98,27.13,41.89,8.29,6.14,29.39,52.23,3.57
hsa-miR-21-3p,68.69,61.2,69.46,25.15,10.12,16.5,163.14,13.02,27.78,3.36,38.13,54.4,41.48,27.48,31.18,57.65,41.78,52.05,50.22,41.56,64.97
hsa-miR-21-5p,3581.5,3674.37,3318.17,5008.37,3991.84,3153.0,9566.36,4151.22,2845.8,2078.38,3061.86,2613.72,2614.39,1969.17,1959.05,2483.91,2132.56,1789.27,4044.84,3827.62,2957.55
hsa-miR-210-3p,55.04,48.86,28.96,27.77,22.12,24.27,25.54,24.81,13.0,2.24,22.91,24.52,17.95,4.51,35.64,53.88,30.11,15.2,56.01,36.38,23.39
hsa-miR-210-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,0.0,0.0
hsa-miR-211-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,1.38,0.0,0.0,0.0,0.0
hsa-miR-211-5p,1.06,0.0,0.0,3.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.44,0.0,5.55,0.0,0.0
hsa-miR-2110,32.5,21.82,12.36,15.72,42.74,24.59,35.18,33.61,30.73,27.98,11.45,39.53,38.09,39.83,40.41,22.13,24.88,8.08,20.6,16.66,14.62
hsa-miR-2115-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2116-3p,1.51,0.0,3.04,6.81,0.0,0.0,2.35,0.0,0.0,0.0,0.0,0.0,1.46,0.0,0.0,2.16,0.0,0.0,0.0,2.1,0.0
hsa-miR-2116-5p,3.54,0.0,0.0,0.0,2.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,0.0,0.0,0.0,0.0,0.0
hsa-miR-212-3p,0.0,8.78,4.43,11.53,0.0,0.0,0.0,0.0,0.0,0.0,1.96,2.09,0.0,0.0,1.94,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-212-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-214-5p,0.0,0.0,1.2,7.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.0,2.7,0.0,0.0,0.0,0.0,0.0
hsa-miR-215-5p,29.18,124.29,24.17,124.16,115.48,137.05,32.06,70.74,50.24,37.31,55.01,5.48,27.17,127.96,14.66,6.69,34.87,15.84,16.43,33.63,13.64
hsa-miR-216a-3p,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-216a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.71,0.0,0.0,0.0,0.89,4.1,0.0,0.0,4.63,0.0,0.0
hsa-miR-216b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0
hsa-miR-216b-5p,2.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.79,2.91,0.0
hsa-miR-217-5p,0.0,7.35,0.0,0.0,0.75,0.0,2.35,0.0,0.0,2.61,2.71,1.3,0.73,0.0,2.59,5.18,0.0,0.0,0.0,4.53,0.0
hsa-miR-218-5p,1.58,5.22,0.0,0.0,4.12,17.29,11.99,2.99,7.68,0.0,0.0,1.57,0.0,10.09,0.0,1.08,0.0,0.0,41.2,1.46,0.32
hsa-miR-219a-1-3p,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.88,3.11,1.54,0.0,0.0,0.0,0.0,0.0,3.9
hsa-miR-219a-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-22-3p,9397.07,9059.61,9055.13,5881.17,3376.58,1825.85,1850.1,3333.82,7795.66,2908.09,7724.2,8270.08,3901.81,5752.19,8486.55,9649.96,6898.6,6380.77,15280.9,13003.17,4830.38
