miRNA,SRR19241179,SRR19241180,SRR19241181,SRR19241182,SRR19241183,SRR19241184,SRR19241185,SRR19241186,SRR19241187
hsa-miR-10526-3p,0.0,0.0,0.51,0.82,0.7,0.0,0.0,0.3,0.0
hsa-miR-106a-5p,0.0,0.26,0.0,1.03,0.23,0.0,0.0,0.0,0.0
hsa-miR-106b-3p,0.0,13.18,18.24,25.16,15.1,0.0,0.0,9.34,0.0
hsa-miR-106b-5p,0.0,5.43,5.65,14.02,3.95,0.88,0.0,4.82,0.0
hsa-miR-107,12.8,11.37,18.24,41.24,3.02,39.65,12.54,1.81,74.32
hsa-miR-10a-3p,0.8,68.74,33.92,75.06,57.36,0.0,0.78,31.05,0.75
hsa-miR-10a-5p,60.0,524.85,330.44,456.11,438.93,81.07,60.36,325.54,152.4
hsa-miR-10b-3p,0.0,51.94,13.62,41.03,38.32,0.0,0.78,26.53,0.0
hsa-miR-10b-5p,1.6,443.96,200.42,325.38,385.05,0.88,0.78,340.61,3.75
hsa-miR-1178-5p,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0
hsa-miR-1179,1.6,0.0,0.77,1.03,0.93,0.0,1.57,0.6,1.5
hsa-miR-1180-3p,0.0,4.39,4.63,7.63,5.57,0.0,0.0,4.22,0.0
hsa-miR-1180-5p,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0
hsa-miR-1185-1-3p,0.0,1.81,1.8,2.89,1.16,0.0,0.0,2.41,0.0
hsa-miR-1185-2-3p,0.0,0.52,0.77,0.0,0.46,0.0,0.0,0.0,0.0
hsa-miR-1185-5p,0.0,0.78,4.88,2.47,0.7,0.0,0.0,0.9,0.0
hsa-miR-1197,0.0,0.26,0.0,0.41,0.23,0.0,0.0,0.0,0.0
hsa-miR-12114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0
hsa-miR-12135,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0
hsa-miR-12136,7.2,8.01,13.36,15.05,13.93,14.1,15.68,22.91,14.26
hsa-miR-122-5p,0.0,1.03,0.0,0.21,1.63,0.0,0.0,0.3,0.0
hsa-miR-1225-3p,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1226-3p,0.0,3.62,2.83,5.15,1.63,0.0,0.0,1.51,0.0
hsa-miR-1228-3p,0.0,0.0,0.51,0.62,0.23,0.0,0.0,0.0,0.0
hsa-miR-1229-3p,0.0,0.0,1.03,0.0,0.23,0.0,0.0,0.0,0.0
hsa-miR-122b-5p,0.0,0.0,1.54,0.62,0.0,0.0,0.0,0.0,0.0
hsa-miR-1236-5p,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1237-5p,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-124-3p,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0
hsa-miR-1246,0.8,84.5,61.67,171.97,58.52,0.0,4.7,109.42,0.0
hsa-miR-1247-5p,0.0,0.78,0.0,0.21,0.0,0.0,0.0,0.0,0.0
hsa-miR-1248,0.0,0.52,6.94,1.24,0.7,0.0,0.0,1.51,0.0
hsa-miR-1249-3p,0.0,0.0,0.0,0.41,0.23,0.0,0.0,0.0,0.0
hsa-miR-1250-5p,0.0,0.0,0.0,0.21,0.23,0.0,0.0,0.0,0.0
hsa-miR-1255a,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0
hsa-miR-1255b-5p,0.0,0.26,0.51,0.41,0.0,0.0,0.0,0.3,0.0
hsa-miR-125a-3p,0.0,12.4,3.6,9.49,6.27,0.0,0.0,4.82,0.0
hsa-miR-125a-5p,70.4,2352.11,1588.72,2709.26,1630.08,76.67,67.41,1636.43,83.33
hsa-miR-125b-1-3p,0.0,18.35,13.62,24.33,10.68,0.0,0.0,8.44,0.75
hsa-miR-125b-2-3p,0.0,0.26,0.0,1.65,1.16,0.0,0.0,0.3,0.0
hsa-miR-125b-5p,64.0,4061.28,5094.03,7535.99,3144.97,64.33,30.57,2594.36,69.82
hsa-miR-126-3p,0.0,11.11,14.13,21.65,20.2,0.0,0.0,9.65,0.0
hsa-miR-126-5p,0.0,10.85,2.06,7.01,11.38,0.0,0.0,3.62,0.0
hsa-miR-1260b,0.0,0.78,0.26,0.0,0.7,0.0,0.0,0.3,0.0
hsa-miR-1262,0.0,1.81,1.8,1.44,1.86,0.0,0.0,0.9,0.0
hsa-miR-1265,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1268b,0.0,0.78,0.0,0.0,0.23,0.0,0.0,0.3,0.0
hsa-miR-127-3p,62.4,156.86,289.33,211.97,126.34,85.48,57.22,100.98,69.82
hsa-miR-127-5p,0.0,7.75,11.31,6.8,6.5,0.0,0.0,4.22,0.0
hsa-miR-1270,0.0,0.78,0.0,0.21,0.7,0.0,0.0,1.51,0.0
hsa-miR-1271-5p,0.0,10.6,5.65,8.66,11.61,0.0,0.0,2.71,0.0
hsa-miR-1273c,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1275,0.0,0.26,2.83,1.24,1.16,0.0,0.0,0.3,0.0
hsa-miR-1276,0.0,0.0,0.26,0.21,0.0,0.0,0.0,0.0,0.0
hsa-miR-1277-3p,0.0,0.78,2.31,2.27,0.7,0.0,0.0,0.9,0.0
hsa-miR-1278,0.0,0.26,0.0,0.21,0.0,0.0,0.0,0.0,0.0
hsa-miR-128-1-5p,0.0,0.0,0.0,0.41,0.7,0.0,0.0,0.3,0.0
hsa-miR-128-3p,8.0,6895.08,8018.38,11957.33,5901.18,14.98,8.62,2129.56,15.01
hsa-miR-1284,0.0,0.0,0.26,0.21,0.0,0.0,0.0,0.0,0.0
hsa-miR-1285-3p,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0
hsa-miR-1285-5p,0.0,0.0,1.8,2.06,0.46,0.0,0.78,1.81,1.5
hsa-miR-1286,0.0,0.0,0.26,0.21,0.0,0.0,0.0,0.0,0.0
hsa-miR-1287-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0
hsa-miR-1287-5p,0.0,6.2,4.37,7.63,6.04,0.0,0.0,3.92,0.0
hsa-miR-129-2-3p,0.0,0.52,0.0,0.0,0.23,0.0,0.0,0.0,0.0
hsa-miR-129-5p,0.0,0.78,0.77,3.71,1.63,0.0,0.0,2.41,0.0
hsa-miR-1290,0.0,0.26,0.0,0.21,0.0,0.0,0.0,0.0,0.0
hsa-miR-1291,0.0,2.33,4.88,3.71,2.79,0.88,0.0,3.01,0.0
hsa-miR-1292-5p,0.0,0.26,0.51,1.44,1.16,0.0,0.0,0.0,0.0
hsa-miR-1295a,0.0,0.26,0.0,0.0,0.23,1.76,0.78,0.0,0.0
hsa-miR-1296-5p,0.8,13.95,5.4,11.96,9.06,0.0,0.0,8.14,0.0
hsa-miR-1299,0.0,0.0,0.26,3.3,0.0,0.0,0.0,0.6,0.0
hsa-miR-1301-3p,0.0,2.07,4.63,4.74,2.55,0.0,0.0,1.21,0.0
hsa-miR-1303,0.0,0.26,1.54,0.62,0.93,0.0,0.0,0.6,0.0
hsa-miR-1304-3p,0.0,0.0,4.11,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1304-5p,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0
hsa-miR-1305,0.0,0.78,0.26,0.82,0.93,0.0,0.0,0.9,0.0
hsa-miR-1306-3p,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1306-5p,0.8,19.64,11.56,22.27,15.79,0.0,0.0,11.45,0.0
hsa-miR-1307-3p,84.0,31.53,69.12,59.18,20.9,111.03,94.85,18.69,132.88
hsa-miR-1307-5p,0.0,12.66,9.51,16.29,8.59,0.0,0.0,8.74,0.0
hsa-miR-130a-3p,0.8,164.35,85.31,191.77,103.35,0.0,0.0,94.95,0.0
hsa-miR-130a-5p,0.0,0.26,0.26,0.21,0.0,0.0,0.0,0.0,0.0
hsa-miR-130b-3p,0.0,20.41,13.88,20.62,8.13,0.0,0.0,14.17,0.0
hsa-miR-130b-5p,0.0,0.26,3.6,3.51,1.63,0.0,0.0,1.21,0.0
hsa-miR-132-3p,0.8,41.09,10.02,19.18,35.07,0.88,2.35,33.76,0.0
hsa-miR-132-5p,0.0,3.88,0.77,3.3,3.72,0.0,0.0,1.51,0.0
hsa-miR-1323,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-133a-3p,30.4,2461.16,5224.82,4473.1,2671.67,47.59,14.11,1735.9,48.8
hsa-miR-133a-5p,2.4,15.51,19.79,21.44,11.15,5.29,3.92,5.43,3.0
hsa-miR-133b,7.2,579.89,95.33,69.9,85.0,2.64,13.33,21.1,6.76
hsa-miR-134-3p,0.8,0.0,0.0,0.21,0.0,0.0,0.0,0.3,0.0
hsa-miR-134-5p,0.0,270.56,123.08,189.7,162.8,0.0,0.0,157.04,0.0
hsa-miR-1343-3p,0.0,0.78,0.26,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1343-5p,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0
hsa-miR-135b-5p,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0
hsa-miR-136-3p,0.0,130.76,110.49,107.64,79.89,0.0,0.0,67.82,0.0
hsa-miR-136-5p,71.2,29.72,42.14,33.82,22.53,121.61,32.92,23.51,172.67
hsa-miR-137-3p,0.0,14.21,11.31,26.19,10.92,0.0,0.0,11.45,0.0
hsa-miR-137-5p,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.3,0.0
hsa-miR-138-1-3p,0.0,4.13,1.03,2.89,0.7,0.0,0.0,1.81,0.0
hsa-miR-138-2-3p,0.0,0.0,0.0,0.41,0.23,0.0,0.0,0.3,0.0
hsa-miR-138-5p,0.0,13.95,5.4,17.94,11.15,0.0,0.0,9.65,0.0
hsa-miR-139-3p,29.6,13.7,13.88,18.15,9.52,40.54,37.63,4.52,39.04
hsa-miR-139-5p,0.0,36.7,67.58,81.04,31.58,0.0,0.0,14.47,0.0
hsa-miR-140-3p,0.0,43.93,19.79,52.17,20.9,0.0,0.0,22.61,1.5
hsa-miR-140-5p,48.8,19.9,21.84,35.26,15.1,43.18,23.52,17.18,24.02
hsa-miR-141-3p,0.8,0.0,0.26,0.0,0.23,0.0,0.0,1.81,0.0
hsa-miR-142-3p,0.8,3.1,0.0,0.21,6.04,2.64,0.78,1.21,1.5
hsa-miR-142-5p,0.0,3.1,0.26,0.41,6.5,0.0,0.0,0.9,0.75
hsa-miR-143-3p,4.8,487.12,229.2,520.65,350.91,0.88,2.35,432.24,1.5
hsa-miR-143-5p,0.0,3.1,2.06,2.47,2.32,0.0,0.0,3.01,0.0
hsa-miR-144-3p,0.0,1.81,0.0,0.0,0.7,0.0,0.0,0.0,0.0
hsa-miR-144-5p,0.0,0.52,0.0,0.0,0.23,0.0,0.0,0.0,0.0
hsa-miR-145-3p,0.0,0.78,0.0,0.41,0.46,0.0,0.0,0.3,0.0
hsa-miR-145-5p,1.6,67.19,15.93,55.26,51.09,0.88,2.35,54.56,0.75
hsa-miR-1468-5p,0.0,0.52,0.51,0.62,0.7,0.0,0.0,1.21,0.0
hsa-miR-146a-5p,0.0,31.27,0.51,7.42,22.06,0.0,0.0,18.09,0.0
hsa-miR-146b-3p,14.4,18.35,1.8,13.82,12.08,3.52,14.11,12.06,3.75
hsa-miR-146b-5p,3.2,769.82,164.96,823.77,549.94,0.88,10.19,779.48,1.5
hsa-miR-147b-3p,0.0,0.0,0.0,0.21,0.23,0.0,0.0,0.6,0.0
hsa-miR-148a-3p,0.8,699.79,101.24,397.97,439.63,0.0,0.0,527.19,0.0
hsa-miR-148a-5p,0.0,0.78,0.0,0.0,0.7,0.0,0.0,0.9,0.0
hsa-miR-148b-3p,2.4,167.45,145.69,286.41,122.39,0.0,0.0,127.5,0.75
hsa-miR-148b-5p,0.0,2.84,2.31,6.8,3.02,0.0,0.0,2.11,0.0
hsa-miR-149-3p,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-149-5p,0.0,133.86,110.75,237.54,113.33,0.0,0.0,63.3,0.0
hsa-miR-150-5p,0.0,0.0,0.0,0.41,0.23,0.0,0.0,0.0,0.0
hsa-miR-151a-3p,3.2,296.66,227.91,433.84,217.61,1.76,3.92,188.09,2.25
hsa-miR-151a-5p,0.0,5.17,23.38,28.25,8.36,0.0,0.0,9.04,0.0
hsa-miR-151b,0.0,1.03,0.26,0.0,0.23,0.0,0.0,3.01,0.0
hsa-miR-152-3p,622.43,295.11,159.05,388.69,207.16,460.87,398.99,194.12,355.1
hsa-miR-152-5p,0.0,0.26,0.0,0.0,0.23,0.0,0.0,0.0,0.0
hsa-miR-153-3p,0.0,0.26,0.26,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1537-3p,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0
hsa-miR-154-3p,0.0,0.26,1.28,0.41,0.46,0.0,0.0,0.0,0.0
hsa-miR-154-5p,0.0,34.11,30.06,43.71,29.26,0.0,0.0,30.75,0.0
hsa-miR-155-5p,0.0,64.86,103.81,62.27,56.67,0.0,0.0,70.53,0.0
hsa-miR-15a-3p,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.75
hsa-miR-15a-5p,4.8,24.81,6.17,16.7,20.2,6.17,4.7,22.91,6.01
hsa-miR-15b-3p,0.0,4.91,3.85,6.6,3.02,0.0,0.0,4.52,0.0
hsa-miR-15b-5p,0.0,24.03,7.45,16.91,14.4,0.0,0.0,15.98,0.0
hsa-miR-16-1-3p,0.0,0.52,0.0,0.21,0.0,0.0,0.0,0.9,0.75
hsa-miR-16-2-3p,0.0,1.03,0.51,0.82,0.46,0.0,0.0,0.3,0.0
hsa-miR-16-5p,63.2,7386.34,2801.27,6374.67,5690.77,86.36,72.9,6917.39,76.58
hsa-miR-17-3p,0.0,1.03,1.28,0.62,0.46,0.0,0.0,0.3,0.0
hsa-miR-17-5p,0.0,32.82,60.13,95.26,36.0,0.0,0.0,24.11,0.0
hsa-miR-181a-2-3p,0.0,6.46,12.59,14.43,6.27,0.0,0.0,3.92,0.75
hsa-miR-181a-3p,0.0,4.91,9.25,8.87,4.64,0.0,0.0,3.01,0.0
hsa-miR-181a-5p,0.0,174.95,261.32,330.74,134.23,0.88,0.0,94.95,5.26
hsa-miR-181b-2-3p,0.8,0.0,0.51,0.41,0.0,1.76,0.0,0.0,0.0
hsa-miR-181b-3p,0.0,0.0,0.26,0.21,0.23,0.0,0.0,0.3,0.0
hsa-miR-181b-5p,88.0,112.15,156.48,191.15,93.82,111.03,134.82,59.98,123.87
hsa-miR-181c-3p,0.0,1.29,2.06,2.68,0.46,0.0,0.0,0.0,0.0
hsa-miR-181c-5p,0.0,0.52,1.28,2.27,0.0,0.0,0.0,0.0,0.0
hsa-miR-181d-5p,0.0,1.03,2.06,2.47,1.63,2.64,2.35,1.51,2.25
hsa-miR-182-5p,0.8,6.98,23.13,13.4,5.81,1.76,0.0,2.41,4.5
hsa-miR-183-5p,0.0,3.62,12.59,4.54,2.09,0.0,0.0,2.11,0.0
hsa-miR-184,0.0,7.49,23.13,27.22,10.92,0.0,0.0,3.92,0.0
hsa-miR-1843,0.8,10.34,7.19,15.46,6.97,1.76,2.35,7.54,1.5
hsa-miR-185-3p,0.8,0.0,0.26,0.0,0.46,0.0,0.0,0.0,0.75
hsa-miR-185-5p,0.8,56.08,52.93,105.78,42.96,1.76,0.78,33.46,0.75
hsa-miR-186-3p,0.8,0.0,0.0,0.41,0.23,0.88,0.0,0.3,0.0
hsa-miR-186-5p,1.6,172.62,155.2,267.24,128.43,2.64,1.57,105.2,5.26
hsa-miR-187-3p,0.0,0.52,0.0,0.62,0.0,0.0,0.0,1.21,0.0
hsa-miR-188-3p,0.0,0.26,0.51,0.62,0.0,0.0,0.0,0.3,0.0
hsa-miR-188-5p,0.0,9.3,12.33,12.17,6.73,0.0,0.0,5.43,0.0
hsa-miR-18a-3p,0.8,0.0,0.0,0.21,0.0,0.0,0.78,0.0,0.0
hsa-miR-18a-5p,0.0,8.27,13.62,23.51,7.43,0.0,0.0,4.22,0.0
hsa-miR-18b-5p,0.0,0.0,0.0,0.21,1.86,0.0,0.0,0.6,0.0
hsa-miR-1908-3p,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.3,0.0
hsa-miR-1908-5p,0.0,0.26,0.0,0.41,0.0,0.0,0.0,0.0,0.0
hsa-miR-1909-5p,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0
hsa-miR-190a-3p,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-190a-5p,0.8,3.1,27.24,17.53,4.64,0.0,0.0,4.82,0.0
hsa-miR-190b-5p,0.8,21.71,35.46,45.98,19.28,0.0,0.0,11.15,0.75
hsa-miR-191-3p,0.0,5.43,3.08,4.33,2.09,0.0,0.0,2.11,0.0
hsa-miR-191-5p,2.4,1456.96,886.73,1858.07,1173.73,8.81,3.14,888.0,4.5
hsa-miR-1914-3p,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1914-5p,0.0,0.26,0.26,0.41,0.0,0.0,0.0,0.0,0.0
hsa-miR-192-3p,0.0,0.26,0.0,0.21,0.0,0.0,0.0,0.3,0.0
hsa-miR-192-5p,0.0,73.13,47.02,79.59,58.06,0.0,0.0,28.94,0.75
hsa-miR-193a-3p,0.0,0.0,0.0,1.24,0.23,0.0,0.0,0.0,0.0
hsa-miR-193a-5p,0.0,67.19,33.4,67.01,50.4,0.0,0.78,46.72,0.0
hsa-miR-193b-3p,0.0,2.33,2.06,4.33,2.79,0.0,0.0,2.11,0.0
hsa-miR-193b-5p,0.0,7.75,1.8,12.37,4.88,0.0,0.0,5.43,0.0
hsa-miR-194-5p,21.6,9.3,6.42,10.1,3.95,27.32,10.19,3.92,24.77
hsa-miR-195-3p,0.0,0.26,1.03,1.03,0.46,0.0,0.0,1.51,0.0
hsa-miR-195-5p,0.8,3.88,1.8,3.3,3.25,1.76,3.92,4.82,3.75
hsa-miR-196a-3p,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0
hsa-miR-196a-5p,284.82,85.79,472.27,512.41,73.16,338.38,362.93,68.72,283.78
hsa-miR-196b-5p,24.8,4.39,12.85,11.13,3.25,16.74,26.65,3.01,17.27
hsa-miR-197-3p,2.4,76.23,35.2,96.5,50.63,0.0,0.0,36.47,0.75
hsa-miR-197-5p,0.0,0.26,1.28,0.82,0.46,0.88,0.78,0.3,0.0
hsa-miR-198,0.0,0.52,0.0,0.0,0.93,0.0,0.0,0.3,0.0
hsa-miR-199a-3p,164.81,27670.27,5886.98,4101.32,18164.99,58.16,94.06,19603.13,67.57
hsa-miR-199a-5p,3.2,759.49,203.5,543.13,510.92,2.64,1.57,510.91,3.0
hsa-miR-199b-3p,21.6,65.9,379.77,13478.47,880.65,60.8,52.52,3281.91,29.28
hsa-miR-199b-5p,0.0,227.15,13.62,62.07,140.97,0.0,0.0,181.46,0.0
hsa-miR-19a-3p,0.8,10.6,11.56,19.59,11.38,1.76,0.78,10.85,0.75
hsa-miR-19a-5p,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0
hsa-miR-19b-1-5p,0.0,0.26,0.0,0.62,0.0,0.0,0.0,0.0,0.0
hsa-miR-19b-3p,0.0,48.32,36.23,59.8,40.18,0.88,0.78,39.79,0.0
hsa-miR-200a-3p,0.0,0.26,0.26,0.62,0.46,0.0,0.0,0.6,5.26
hsa-miR-200b-3p,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0
hsa-miR-200c-3p,0.8,1.03,1.8,1.03,0.0,2.64,4.7,0.0,2.25
hsa-miR-200c-5p,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.0
hsa-miR-202-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0
hsa-miR-203a-3p,1.6,198.72,2.06,2.68,13.47,0.0,0.0,27.73,0.75
hsa-miR-204-3p,0.0,0.78,0.51,0.21,0.23,0.0,0.0,0.9,0.0
hsa-miR-204-5p,0.0,16.02,28.01,8.25,9.29,0.0,0.78,16.88,0.0
hsa-miR-205-5p,0.0,12.66,1.28,1.44,6.5,0.0,0.0,2.11,0.0
hsa-miR-206,322882.91,85285.91,194455.79,203392.94,79718.62,385174.34,452916.8,51174.02,400350.45
hsa-miR-208a-3p,0.0,17.57,5.14,9.69,8.59,0.0,0.0,5.43,0.0
hsa-miR-208a-5p,0.0,0.52,0.26,0.62,0.23,0.0,0.0,0.0,0.0
hsa-miR-208b-3p,0.0,121.2,51.13,124.75,103.58,0.0,0.0,56.06,0.0
hsa-miR-208b-5p,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0
hsa-miR-20a-3p,0.0,0.26,1.03,1.24,0.0,0.0,0.0,0.0,0.0
hsa-miR-20a-5p,0.0,91.48,112.54,222.49,88.95,0.88,0.0,56.06,1.5
hsa-miR-20b-5p,0.0,0.52,0.0,0.0,1.16,0.0,0.0,0.0,0.0
hsa-miR-21-3p,0.0,8.01,9.51,12.37,5.34,0.0,0.0,3.62,0.75
hsa-miR-21-5p,52.0,6550.36,5547.8,9718.2,5561.41,45.82,46.25,4063.2,50.3
hsa-miR-210-3p,0.0,9.3,18.76,12.99,6.04,0.0,0.0,3.32,0.0
hsa-miR-210-5p,0.0,0.26,0.26,0.21,0.0,0.0,0.0,0.0,0.0
hsa-miR-2110,0.0,3.62,2.83,4.95,3.02,0.0,0.0,1.21,0.0
hsa-miR-2114-5p,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0
hsa-miR-2116-3p,0.0,2.07,0.26,1.86,0.93,0.0,0.0,0.6,0.0
hsa-miR-2116-5p,0.0,0.52,0.26,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-212-3p,0.0,3.88,0.26,0.62,1.39,0.0,0.0,1.51,0.0
hsa-miR-212-5p,0.0,0.0,0.0,0.21,0.93,0.0,0.0,0.0,0.0
hsa-miR-214-3p,0.0,130.5,13.36,72.58,92.66,0.0,0.0,59.98,0.0
hsa-miR-214-5p,0.0,1.03,1.54,6.8,1.63,0.0,0.0,6.03,0.0
hsa-miR-215-5p,0.0,1.55,1.28,0.82,0.0,0.88,2.35,0.3,0.0
hsa-miR-216a-5p,0.0,0.26,0.0,0.62,0.0,0.0,0.0,0.0,0.0
hsa-miR-217-5p,0.0,0.0,0.26,0.82,0.23,0.88,0.0,0.3,0.0
hsa-miR-218-1-3p,0.0,1.03,0.0,0.21,0.7,0.0,0.0,0.6,0.0
hsa-miR-218-5p,0.0,13.95,7.97,10.1,8.36,1.76,3.14,17.18,1.5
hsa-miR-219a-1-3p,0.0,0.0,0.0,0.62,0.23,0.0,0.0,0.0,0.0
hsa-miR-219a-5p,0.0,0.26,0.0,0.41,0.93,0.0,0.0,0.3,0.0
hsa-miR-219b-5p,0.0,0.52,0.0,0.21,0.0,0.0,0.0,0.0,0.0
hsa-miR-22-3p,1.6,251.18,163.42,426.01,151.19,3.52,5.49,160.96,9.01
hsa-miR-22-5p,0.0,6.2,4.88,11.34,8.83,0.0,0.0,7.84,0.0
hsa-miR-221-3p,45.6,1263.14,807.34,1938.49,966.81,24.67,30.57,813.24,21.77
hsa-miR-221-5p,0.0,3.88,11.56,21.24,5.11,0.0,0.0,2.71,0.0
hsa-miR-222-3p,5.6,127.14,95.59,197.13,77.8,7.93,13.33,104.9,10.51
hsa-miR-222-5p,0.0,0.0,0.26,0.82,0.23,0.0,0.0,0.6,0.0
hsa-miR-223-3p,0.0,8.27,0.0,0.21,19.04,0.0,1.57,6.33,0.0
hsa-miR-224-3p,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.75
