miRNA,SRR12539417,SRR12539418,SRR12539419,SRR12539420,SRR12539421,SRR12539422,SRR12539423,SRR12539424,SRR12539425,SRR12539426,SRR12539427,SRR12539428,SRR12539429,SRR12539430,SRR12539431
hsa-let-7a-5p,55.0,14.0,35.0,35.0,7086.0,10053.0,31.0,20.0,10.0,0.0,12.0,17.0,41.0,4.0,18.0
hsa-let-7b-5p,392.0,156.0,243.0,285.0,5086.0,4896.0,277.0,86.0,85.0,61.0,108.0,199.0,338.0,168.0,97.0
hsa-let-7c-3p,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7c-5p,5.0,11.0,4.0,6.0,1883.0,1434.0,11.0,0.0,0.0,21.0,0.0,1.0,12.0,10.0,0.0
hsa-let-7d-3p,0.0,0.0,0.0,0.0,7.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7d-5p,0.0,0.0,0.0,0.0,89.0,139.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7e-5p,0.0,0.0,0.0,0.0,229.0,329.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
hsa-let-7f-5p,31.0,25.0,5.0,19.0,6188.0,9888.0,16.0,14.0,7.0,3.0,6.0,10.0,4.0,10.0,8.0
hsa-let-7g-5p,0.0,0.0,0.0,3.0,270.0,245.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
hsa-let-7i-5p,0.0,0.0,0.0,11.0,936.0,1486.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
hsa-miR-1-3p,0.0,0.0,0.0,7.0,12.0,0.0,4.0,0.0,5.0,6.0,0.0,5.0,9.0,0.0,3.0
hsa-miR-100-5p,0.0,0.0,0.0,0.0,24.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-101-3p,56.0,53.0,88.0,60.0,164.0,124.0,26.0,24.0,45.0,26.0,16.0,18.0,63.0,16.0,9.0
hsa-miR-103a-3p,130.0,147.0,120.0,78.0,95.0,95.0,132.0,102.0,138.0,43.0,42.0,132.0,100.0,72.0,97.0
hsa-miR-106b-3p,0.0,0.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-106b-5p,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-107,0.0,5.0,1.0,3.0,7.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10a-5p,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
hsa-miR-10b-5p,0.0,0.0,0.0,0.0,190.0,49.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
hsa-miR-1180-3p,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12136,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0
hsa-miR-122-5p,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1247-5p,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-125a-3p,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-125a-5p,14.0,14.0,7.0,8.0,711.0,674.0,2.0,5.0,3.0,0.0,0.0,3.0,10.0,1.0,4.0
hsa-miR-125b-5p,26.0,4.0,10.0,5.0,1456.0,528.0,1.0,1.0,2.0,1.0,6.0,5.0,11.0,4.0,1.0
hsa-miR-126-3p,0.0,0.0,0.0,0.0,348.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-126-5p,0.0,0.0,0.0,0.0,61.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1268a,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1268b,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-127-3p,12.0,5.0,11.0,1.0,74.0,48.0,4.0,0.0,4.0,0.0,0.0,10.0,1.0,1.0,1.0
hsa-miR-1270,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1275,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-128-3p,0.0,0.0,0.0,0.0,70.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1285-5p,7.0,0.0,0.0,0.0,4.0,43.0,3.0,0.0,4.0,1.0,12.0,0.0,14.0,0.0,3.0
hsa-miR-1307-3p,68.0,21.0,11.0,9.0,47.0,73.0,32.0,14.0,16.0,5.0,8.0,26.0,19.0,6.0,3.0
hsa-miR-1307-5p,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-130a-3p,0.0,0.0,0.0,0.0,26.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-130a-5p,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
