miRNA,SRR21493613,SRR21493614,SRR21493615,SRR21493616,SRR21493617,SRR21493618,SRR21493619,SRR21493620,SRR21493621,SRR21493622,SRR21493623,SRR21493624,SRR21493625,SRR21493626,SRR21493627,SRR21493628,SRR21493629,SRR21493630,SRR21493631,SRR21493632,SRR21493633,SRR21493634,SRR21493635,SRR21493636,SRR21493637,SRR21493638,SRR21493639,SRR21493640,SRR21493641,SRR21493642,SRR21493643,SRR21493644,SRR21493645,SRR21493646,SRR21493647,SRR21493648,SRR21493649,SRR21493650,SRR21493651,SRR21493652,SRR21493653,SRR21493654,SRR21493655,SRR21493656,SRR21493657,SRR21493658,SRR21493659,SRR21493660,SRR21493661,SRR21493662,SRR21493663,SRR21493664,SRR21493665,SRR21493666,SRR21493667,SRR21493668,SRR21493669,SRR21493670,SRR21493671,SRR21493672
hsa-miR-23b-3p,74.0,554.0,59.0,226.0,29.0,47.0,36.0,20.0,70.0,68.0,987.0,291.0,705.0,100.0,376.0,4006.0,86.0,19.0,12.0,74.0,94.0,164.0,317.0,48.0,280.0,1504.0,82.0,6098.0,23.0,662.0,6.0,51.0,96.0,376.0,1364.0,121.0,1.0,34.0,135.0,228.0,227.0,200.0,227.0,122.0,27.0,107.0,261.0,148.0,79.0,51.0,441.0,65.0,109.0,237.0,146.0,143.0,109.0,80.0,427.0,191.0
hsa-miR-23b-5p,1.0,0.0,0.0,0.0,0.0,49.0,7.0,0.0,5.0,0.0,0.0,0.0,79.0,1.0,19.0,0.0,5.0,0.0,0.0,0.0,0.0,105.0,27.0,8.0,4.0,21.0,9.0,0.0,0.0,48.0,0.0,0.0,18.0,9.0,62.0,71.0,0.0,0.0,22.0,0.0,27.0,35.0,7.0,8.0,3.0,90.0,20.0,12.0,31.0,11.0,50.0,16.0,7.0,7.0,20.0,23.0,90.0,46.0,118.0,31.0
hsa-miR-23c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-24-1-5p,1.0,0.0,1.0,5.0,5.0,3.0,0.0,6.0,2.0,7.0,1.0,1.0,0.0,2.0,0.0,104.0,3.0,0.0,0.0,0.0,21.0,22.0,17.0,33.0,7.0,0.0,3.0,47.0,2.0,0.0,0.0,0.0,2.0,12.0,61.0,18.0,0.0,2.0,0.0,7.0,14.0,15.0,5.0,13.0,0.0,4.0,16.0,0.0,0.0,10.0,33.0,9.0,7.0,2.0,0.0,2.0,35.0,4.0,29.0,5.0
hsa-miR-24-2-5p,112.0,186.0,5.0,252.0,34.0,26.0,10.0,21.0,76.0,36.0,450.0,311.0,127.0,79.0,362.0,625.0,36.0,37.0,21.0,6.0,88.0,282.0,96.0,31.0,53.0,268.0,69.0,236.0,38.0,340.0,6.0,59.0,64.0,84.0,697.0,269.0,15.0,30.0,66.0,104.0,110.0,73.0,29.0,45.0,14.0,118.0,89.0,56.0,23.0,50.0,415.0,4.0,45.0,33.0,49.0,40.0,566.0,204.0,515.0,107.0
hsa-miR-24-3p,1338.0,7071.0,220.0,2869.0,1001.0,1452.0,596.0,231.0,2650.0,1983.0,1749.0,6885.0,5364.0,3484.0,6357.0,2908.0,1353.0,575.0,177.0,805.0,5200.0,10440.0,1545.0,1278.0,1555.0,9248.0,2990.0,4089.0,918.0,10327.0,42.0,212.0,2982.0,3339.0,21411.0,13747.0,665.0,683.0,608.0,6762.0,4766.0,4717.0,634.0,2776.0,487.0,4367.0,517.0,832.0,1275.0,889.0,3655.0,746.0,419.0,1608.0,1134.0,4185.0,13150.0,8976.0,32018.0,6552.0
hsa-miR-25-3p,1531.0,3132.0,1282.0,4458.0,1474.0,1687.0,941.0,1417.0,769.0,643.0,3676.0,10129.0,6270.0,1947.0,4631.0,8089.0,2883.0,1047.0,1685.0,1640.0,4369.0,24794.0,4797.0,3562.0,3445.0,25904.0,3954.0,12813.0,375.0,7454.0,54.0,1369.0,6658.0,13146.0,172099.0,40121.0,2304.0,4502.0,4524.0,10502.0,9534.0,8983.0,4222.0,3796.0,964.0,91617.0,5724.0,4382.0,4908.0,4593.0,105695.0,1416.0,3432.0,7135.0,6729.0,3964.0,107193.0,15294.0,110043.0,6522.0
hsa-miR-25-5p,0.0,10.0,0.0,15.0,2.0,15.0,9.0,11.0,4.0,0.0,0.0,0.0,72.0,1.0,0.0,15.0,10.0,12.0,2.0,10.0,53.0,38.0,14.0,31.0,8.0,0.0,14.0,0.0,0.0,60.0,0.0,0.0,49.0,24.0,223.0,113.0,0.0,13.0,21.0,49.0,15.0,34.0,19.0,31.0,2.0,146.0,73.0,23.0,34.0,100.0,226.0,29.0,2.0,12.0,21.0,5.0,200.0,47.0,148.0,21.0
hsa-miR-2681-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2682-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-26a-1-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,9.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,14.0,2.0,0.0,0.0,6.0,6.0,4.0,9.0,6.0
hsa-miR-26a-2-3p,3.0,0.0,3.0,2.0,4.0,0.0,0.0,0.0,10.0,1.0,0.0,10.0,1.0,6.0,0.0,1.0,2.0,1.0,0.0,18.0,0.0,6.0,15.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,13.0,1.0,63.0,1.0,17.0,0.0,2.0,0.0,0.0,14.0,4.0,5.0,9.0,8.0,11.0,2.0,4.0,0.0,13.0,2.0,0.0,2.0,0.0,7.0,9.0,5.0,14.0,9.0
hsa-miR-26a-5p,16147.0,68880.0,4341.0,43096.0,17327.0,46434.0,8563.0,9266.0,32875.0,10935.0,67325.0,55402.0,73426.0,30332.0,87051.0,220686.0,22713.0,8424.0,5886.0,16394.0,75063.0,51630.0,41974.0,17748.0,23815.0,90106.0,65578.0,201317.0,8825.0,111992.0,664.0,10270.0,48035.0,53111.0,101627.0,120418.0,11409.0,15055.0,91578.0,121251.0,113662.0,73215.0,24239.0,43087.0,6613.0,32868.0,38617.0,19212.0,18429.0,17936.0,89030.0,13969.0,15411.0,27003.0,33462.0,66780.0,158800.0,128121.0,256264.0,119921.0
hsa-miR-26b-3p,4.0,3.0,1.0,6.0,7.0,14.0,9.0,11.0,3.0,7.0,27.0,4.0,0.0,7.0,9.0,14.0,16.0,0.0,12.0,2.0,52.0,33.0,18.0,2.0,1.0,4.0,12.0,4.0,4.0,10.0,0.0,8.0,38.0,2.0,43.0,31.0,27.0,17.0,6.0,5.0,21.0,3.0,4.0,16.0,8.0,46.0,29.0,11.0,0.0,7.0,36.0,0.0,9.0,12.0,0.0,13.0,40.0,24.0,41.0,19.0
hsa-miR-26b-5p,1243.0,3495.0,325.0,1839.0,910.0,1930.0,219.0,415.0,1065.0,373.0,8374.0,2637.0,7734.0,1306.0,3318.0,16644.0,963.0,416.0,557.0,1076.0,2959.0,3998.0,2443.0,1414.0,788.0,8113.0,2087.0,26553.0,315.0,5027.0,89.0,430.0,2014.0,2489.0,27927.0,3976.0,649.0,754.0,2325.0,3561.0,3827.0,3793.0,906.0,1916.0,259.0,3082.0,1383.0,755.0,796.0,1174.0,6514.0,450.0,653.0,1193.0,1695.0,1938.0,14143.0,4299.0,11323.0,3611.0
hsa-miR-27a-3p,611.0,2321.0,189.0,1003.0,1974.0,2413.0,677.0,517.0,1243.0,353.0,3086.0,3137.0,3630.0,1214.0,1174.0,4204.0,1514.0,934.0,766.0,1880.0,4674.0,10566.0,4028.0,2376.0,824.0,2896.0,1893.0,3524.0,207.0,5585.0,76.0,530.0,2978.0,6410.0,52079.0,10591.0,684.0,1096.0,1004.0,3874.0,3053.0,4907.0,1457.0,2278.0,593.0,8756.0,3362.0,1737.0,1549.0,3213.0,27867.0,985.0,1458.0,1444.0,2391.0,1184.0,19240.0,4560.0,22217.0,3332.0
hsa-miR-27a-5p,32.0,126.0,14.0,86.0,28.0,339.0,118.0,159.0,31.0,21.0,409.0,745.0,370.0,15.0,290.0,195.0,379.0,206.0,175.0,401.0,439.0,212.0,548.0,413.0,39.0,47.0,182.0,298.0,48.0,1476.0,2.0,56.0,342.0,1512.0,321.0,124.0,144.0,169.0,137.0,744.0,408.0,578.0,480.0,365.0,164.0,162.0,837.0,231.0,284.0,720.0,296.0,369.0,329.0,478.0,831.0,203.0,205.0,94.0,382.0,154.0
hsa-miR-27b-3p,1721.0,7500.0,716.0,3053.0,1624.0,1216.0,288.0,436.0,1627.0,1272.0,12352.0,6825.0,14165.0,946.0,4604.0,40398.0,1110.0,571.0,621.0,1622.0,1782.0,12417.0,4921.0,2039.0,2439.0,14069.0,919.0,53386.0,848.0,11722.0,190.0,1236.0,1880.0,2665.0,14852.0,6463.0,326.0,435.0,1491.0,4107.0,3050.0,2635.0,650.0,1262.0,267.0,3381.0,3420.0,1109.0,1296.0,2039.0,9245.0,873.0,1432.0,1001.0,1820.0,659.0,11114.0,1516.0,7525.0,1629.0
hsa-miR-27b-5p,0.0,0.0,0.0,4.0,4.0,12.0,2.0,0.0,8.0,2.0,130.0,68.0,2.0,3.0,5.0,118.0,5.0,0.0,0.0,7.0,32.0,10.0,41.0,0.0,1.0,33.0,16.0,0.0,1.0,16.0,0.0,2.0,7.0,8.0,16.0,38.0,0.0,0.0,12.0,39.0,10.0,4.0,1.0,14.0,0.0,6.0,36.0,14.0,14.0,15.0,45.0,1.0,1.0,9.0,0.0,11.0,35.0,16.0,78.0,17.0
hsa-miR-28-3p,143.0,1210.0,41.0,808.0,98.0,727.0,169.0,161.0,309.0,250.0,1209.0,1290.0,1440.0,270.0,1110.0,4018.0,434.0,156.0,48.0,158.0,1502.0,1466.0,643.0,195.0,407.0,2719.0,977.0,3150.0,137.0,2695.0,10.0,268.0,1111.0,911.0,1776.0,2939.0,209.0,323.0,1317.0,2282.0,1860.0,1297.0,329.0,797.0,237.0,879.0,945.0,703.0,582.0,592.0,3123.0,194.0,285.0,491.0,568.0,1386.0,2592.0,1619.0,4948.0,1999.0
hsa-miR-28-5p,35.0,195.0,11.0,96.0,28.0,67.0,19.0,19.0,57.0,33.0,201.0,69.0,7.0,91.0,167.0,372.0,51.0,8.0,15.0,10.0,95.0,138.0,158.0,108.0,103.0,132.0,168.0,153.0,19.0,237.0,0.0,51.0,160.0,161.0,426.0,546.0,15.0,28.0,141.0,283.0,376.0,169.0,30.0,104.0,5.0,82.0,122.0,86.0,62.0,40.0,410.0,14.0,28.0,58.0,34.0,126.0,362.0,334.0,1104.0,423.0
hsa-miR-296-3p,0.0,1.0,2.0,0.0,0.0,2.0,1.0,8.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,5.0,4.0,8.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,2.0,9.0,0.0,1.0,1.0,10.0,0.0,13.0,1.0,9.0,0.0,1.0,5.0,1.0,18.0,0.0,18.0,0.0,0.0,7.0,3.0,1.0,0.0,2.0,21.0,0.0
hsa-miR-296-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,2.0,8.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,6.0,10.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,10.0,4.0
hsa-miR-299-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-299-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-29a-3p,229.0,1327.0,171.0,651.0,521.0,301.0,169.0,151.0,298.0,152.0,3434.0,1829.0,3721.0,211.0,1425.0,5466.0,355.0,174.0,188.0,208.0,614.0,3135.0,1415.0,541.0,477.0,3514.0,338.0,10074.0,130.0,2490.0,69.0,302.0,635.0,788.0,6480.0,1763.0,128.0,413.0,298.0,539.0,644.0,947.0,270.0,336.0,106.0,1592.0,836.0,428.0,475.0,362.0,6196.0,257.0,401.0,352.0,309.0,176.0,3891.0,745.0,3209.0,386.0
hsa-miR-29a-5p,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-29b-1-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,3.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0,0.0,0.0,0.0,7.0,5.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,2.0
hsa-miR-29b-2-5p,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,40.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,3.0,0.0,0.0,7.0,6.0,5.0,0.0,9.0,16.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,4.0,15.0
hsa-miR-29b-3p,13.0,208.0,18.0,35.0,12.0,7.0,0.0,8.0,19.0,15.0,672.0,249.0,345.0,12.0,144.0,1163.0,15.0,0.0,0.0,19.0,17.0,79.0,27.0,20.0,6.0,504.0,14.0,2296.0,10.0,150.0,8.0,24.0,37.0,18.0,269.0,27.0,7.0,9.0,8.0,13.0,3.0,0.0,0.0,13.0,4.0,57.0,6.0,16.0,6.0,0.0,146.0,0.0,23.0,25.0,53.0,8.0,197.0,11.0,99.0,15.0
hsa-miR-29c-3p,10.0,28.0,0.0,68.0,2.0,0.0,1.0,0.0,6.0,4.0,0.0,87.0,80.0,6.0,0.0,607.0,14.0,0.0,0.0,0.0,9.0,41.0,12.0,5.0,0.0,24.0,0.0,562.0,1.0,63.0,3.0,8.0,1.0,14.0,103.0,34.0,0.0,1.0,1.0,14.0,0.0,15.0,5.0,9.0,0.0,62.0,16.0,2.0,15.0,10.0,23.0,0.0,3.0,4.0,0.0,2.0,72.0,12.0,34.0,4.0
hsa-miR-29c-5p,1.0,34.0,4.0,22.0,2.0,9.0,0.0,0.0,3.0,3.0,133.0,53.0,53.0,6.0,13.0,174.0,0.0,0.0,0.0,0.0,3.0,22.0,14.0,12.0,0.0,0.0,11.0,383.0,1.0,70.0,1.0,11.0,0.0,0.0,28.0,17.0,0.0,0.0,6.0,10.0,15.0,8.0,10.0,10.0,0.0,0.0,1.0,2.0,4.0,0.0,36.0,17.0,2.0,7.0,0.0,6.0,59.0,12.0,39.0,8.0
hsa-miR-301a-3p,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,37.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,1.0
hsa-miR-301a-5p,2.0,0.0,1.0,7.0,1.0,4.0,1.0,0.0,5.0,1.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,70.0,1.0,0.0,2.0,2.0,0.0,15.0,44.0,2.0,0.0,0.0,0.0,1.0,12.0,18.0,20.0,0.0,0.0,16.0,9.0,35.0,17.0,0.0,3.0,0.0,28.0,4.0,12.0,0.0,0.0,1.0,0.0,0.0,13.0,0.0,22.0,14.0,22.0,56.0,12.0
hsa-miR-301b-3p,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
hsa-miR-301b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3059-5p,0.0,0.0,1.0,4.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,26.0,0.0,1.0,14.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3064-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
hsa-miR-3064-5p,0.0,0.0,0.0,0.0,7.0,15.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,23.0,2.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,6.0,5.0,40.0,0.0,25.0,0.0,0.0,0.0,7.0,27.0,8.0,0.0,0.0,15.0,26.0,1.0,3.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,3.0,13.0,3.0,23.0,12.0
hsa-miR-3065-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
hsa-miR-3074-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-3074-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,3.0,0.0,0.0,0.0,0.0,11.0,13.0,2.0,0.0,0.0,12.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,0.0
hsa-miR-30a-3p,101.0,255.0,67.0,429.0,42.0,321.0,114.0,177.0,72.0,63.0,1351.0,320.0,1073.0,30.0,371.0,1279.0,210.0,118.0,94.0,312.0,437.0,589.0,497.0,583.0,94.0,430.0,153.0,1924.0,30.0,1074.0,4.0,63.0,416.0,520.0,944.0,344.0,116.0,133.0,124.0,677.0,372.0,564.0,196.0,332.0,154.0,347.0,913.0,370.0,278.0,417.0,1114.0,281.0,263.0,157.0,364.0,124.0,671.0,200.0,895.0,238.0
hsa-miR-30a-5p,1002.0,6328.0,783.0,3587.0,592.0,661.0,378.0,452.0,1437.0,1454.0,25676.0,9185.0,19222.0,533.0,6300.0,30818.0,650.0,443.0,261.0,695.0,1605.0,4570.0,2078.0,1852.0,1497.0,22035.0,332.0,70021.0,922.0,15837.0,344.0,1318.0,2399.0,1861.0,5551.0,2829.0,326.0,425.0,432.0,1631.0,1177.0,2151.0,674.0,827.0,266.0,2083.0,2336.0,963.0,786.0,810.0,5177.0,473.0,845.0,627.0,1332.0,309.0,4793.0,1266.0,4160.0,541.0
hsa-miR-30b-3p,1.0,0.0,1.0,0.0,2.0,22.0,18.0,3.0,5.0,0.0,0.0,0.0,0.0,3.0,16.0,55.0,17.0,2.0,0.0,0.0,42.0,33.0,0.0,5.0,0.0,0.0,29.0,0.0,2.0,0.0,0.0,0.0,27.0,28.0,53.0,68.0,0.0,1.0,37.0,65.0,55.0,28.0,6.0,18.0,10.0,4.0,36.0,24.0,23.0,9.0,52.0,10.0,8.0,7.0,13.0,24.0,63.0,35.0,103.0,53.0
hsa-miR-30b-5p,201.0,629.0,54.0,308.0,34.0,28.0,17.0,19.0,84.0,80.0,2967.0,766.0,1128.0,71.0,537.0,3211.0,34.0,6.0,0.0,3.0,14.0,102.0,105.0,31.0,73.0,1261.0,19.0,6343.0,38.0,1007.0,20.0,83.0,69.0,106.0,291.0,123.0,0.0,21.0,54.0,96.0,28.0,80.0,20.0,32.0,0.0,37.0,74.0,52.0,17.0,13.0,165.0,1.0,34.0,66.0,41.0,46.0,118.0,71.0,228.0,66.0
hsa-miR-30c-1-3p,4.0,0.0,0.0,12.0,3.0,10.0,0.0,8.0,5.0,4.0,101.0,0.0,0.0,8.0,0.0,67.0,3.0,10.0,0.0,0.0,21.0,1.0,14.0,2.0,7.0,0.0,5.0,42.0,4.0,0.0,0.0,1.0,8.0,20.0,39.0,37.0,0.0,3.0,24.0,42.0,26.0,16.0,15.0,12.0,0.0,16.0,27.0,6.0,7.0,38.0,10.0,2.0,1.0,7.0,11.0,20.0,23.0,39.0,79.0,38.0
hsa-miR-30c-2-3p,7.0,58.0,4.0,10.0,9.0,33.0,0.0,9.0,7.0,2.0,8.0,16.0,1.0,0.0,34.0,26.0,10.0,12.0,0.0,0.0,23.0,27.0,14.0,57.0,8.0,0.0,4.0,217.0,3.0,130.0,0.0,2.0,26.0,15.0,19.0,26.0,4.0,0.0,6.0,53.0,7.0,4.0,15.0,3.0,13.0,1.0,89.0,41.0,25.0,13.0,38.0,13.0,1.0,5.0,1.0,3.0,13.0,15.0,33.0,13.0
hsa-miR-30c-5p,1254.0,3566.0,355.0,2749.0,513.0,1504.0,428.0,680.0,838.0,492.0,13132.0,3679.0,7492.0,486.0,3580.0,8931.0,1088.0,358.0,302.0,594.0,2898.0,1914.0,2534.0,1881.0,470.0,9828.0,1978.0,36821.0,348.0,7250.0,96.0,691.0,2395.0,2477.0,4434.0,3901.0,645.0,900.0,2138.0,3440.0,3200.0,3258.0,986.0,1704.0,434.0,2235.0,2833.0,1516.0,1253.0,1032.0,3230.0,821.0,985.0,809.0,1661.0,2259.0,4048.0,3055.0,6585.0,3253.0
hsa-miR-30d-3p,15.0,19.0,1.0,0.0,6.0,9.0,0.0,0.0,15.0,6.0,4.0,31.0,0.0,20.0,48.0,206.0,0.0,2.0,0.0,0.0,23.0,19.0,19.0,0.0,1.0,177.0,13.0,41.0,3.0,0.0,2.0,1.0,21.0,0.0,46.0,6.0,0.0,3.0,8.0,5.0,4.0,11.0,0.0,11.0,0.0,8.0,13.0,0.0,13.0,0.0,16.0,1.0,0.0,2.0,6.0,8.0,2.0,19.0,57.0,3.0
hsa-miR-30d-5p,3510.0,15793.0,1179.0,12419.0,2298.0,8819.0,3117.0,2938.0,3981.0,2362.0,33375.0,18846.0,32089.0,3906.0,17297.0,45213.0,4142.0,2319.0,1800.0,3231.0,19477.0,38225.0,8280.0,5942.0,2801.0,42794.0,14567.0,97864.0,1517.0,33964.0,260.0,4445.0,17839.0,13101.0,47278.0,62236.0,2910.0,3728.0,19360.0,22821.0,22519.0,16362.0,5844.0,10187.0,2225.0,40855.0,12276.0,8187.0,6277.0,6150.0,47896.0,4660.0,4221.0,5800.0,7707.0,15617.0,81850.0,39862.0,97897.0,24377.0
