miRNA,SRR29300460,SRR29300461,SRR29300462,SRR29300463,SRR29300464,SRR29300465,SRR29300466,SRR29300467,SRR29300468,SRR29300469,SRR29300470,SRR29300471,SRR29300472,SRR29300473,SRR29300474,SRR29300475,SRR29300476,SRR29300477,SRR29300478,SRR29300479,SRR29300480,SRR29300481,SRR29300482,SRR29300483,SRR29300484,SRR29300485,SRR29300486,SRR29300487
hsa-miR-204-5p,115357.1,86275.85,38525.42,132531.39,93492.6,122802.82,109302.59,106874.16,39571.89,105281.29,76363.18,95397.71,99274.18,98490.42,25965.87,107914.22,83759.74,48577.29,43454.27,48273.15,80441.6,57282.7,49182.57,31711.46,43472.0,106551.46,60768.52,49545.77
hsa-miR-205-5p,0.0,0.0,0.0,0.0,0.0,693.79,0.44,0.0,0.0,0.0,14.84,22.9,4.55,7.72,66.33,12.25,24.11,12.75,332.74,0.0,406.39,9.91,6.09,7.52,0.0,0.0,17.1,7.6
hsa-miR-206,5.22,6.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,317.33,2430.53,398.77,2.73,0.0,0.0,0.0,0.0,0.0,11.84,8.38,0.98,5.95,12.18,7.52,4.72,6.6,689.74,5.07
hsa-miR-208a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,3.04,0.0,0.0,0.0,0.0,2.53
hsa-miR-208a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.04,1.88,4.72,2.2,0.0,0.0
hsa-miR-208b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,1.98,3.04,1.88,2.36,11.0,0.0,2.53
hsa-miR-20a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-20a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290.13,37.11,30.99,11.83,28.29,62.84,19.25,28.94,22.67,133.81,2.09,0.0,0.0,0.0,3.76,2.36,4.4,0.0,0.0
hsa-miR-20b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,2.85,0.0
hsa-miR-21-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.85,0.0
hsa-miR-21-5p,3846.19,360.37,984.01,19.1,1183.33,1539.06,1240.11,30.53,999.07,610.48,2109.55,1541.19,1425.42,675.07,2607.76,878.35,1929.06,1832.33,36245.24,869.24,1326.89,1784.2,1518.88,1035.56,963.58,1689.34,1496.34,1273.91
hsa-miR-210-3p,0.0,3.19,3.59,0.95,3.11,0.0,317.23,2.66,9.44,3.02,0.0,0.0,0.91,0.0,0.0,5.25,0.0,2.83,24.87,0.0,0.0,0.0,3.04,0.0,0.0,0.0,0.0,0.0
hsa-miR-211-5p,5.22,0.0,1.8,0.0,0.0,1.35,1.75,0.0,1.89,0.0,0.0,1.35,0.91,0.0,0.0,0.0,0.0,2.83,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2110,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,1.86,1.35,0.91,1.29,0.0,1.75,0.0,0.0,1.18,4.19,6.85,7.93,18.26,13.16,21.26,6.6,37.05,17.73
hsa-miR-2113,0.0,0.0,0.0,0.0,0.0,705.97,0.44,0.0,0.0,57.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213.48,0.0,76.1,0.0,0.0,0.0,0.0,0.0
hsa-miR-212-3p,2997.58,6.38,1.8,679.8,910.02,2019.17,1019.75,5.31,379.61,1169.59,0.0,1363.36,440.55,626.21,13.96,2750.52,2.41,616.45,606.28,865.05,1165.31,1173.61,864.45,1986.55,1440.64,1502.37,532.98,5.07
hsa-miR-212-5p,626.67,6.38,0.0,0.95,0.0,0.0,0.0,0.0,0.0,114.84,0.0,274.83,0.0,0.0,0.0,0.0,0.0,0.0,182.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-214-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.86,1.35,4.55,0.0,3.49,3.5,0.0,1.42,34.34,0.0,1.96,0.0,3.04,0.0,0.0,0.0,5.7,0.0
hsa-miR-214-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.04,0.91,2.57,0.0,3.5,0.0,0.0,9.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-216a-5p,0.0,0.0,0.0,0.0,0.0,1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-216b-5p,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-218-1-3p,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35,0.91,0.0,6.98,0.0,2.41,1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-218-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-218-5p,3686.92,6607.9,2043.44,6017.95,5453.89,2492.52,7136.94,10807.96,7135.14,4608.85,5827.71,3405.71,6834.91,6475.5,1096.17,4608.7,4538.11,1774.23,4207.24,4335.72,6872.39,4218.64,3527.83,4895.89,4473.08,8605.06,2833.07,531.85
hsa-miR-219a-2-3p,5572.15,4786.9,3535.61,4194.33,6016.05,715.43,7474.67,4654.55,1.89,1598.74,0.0,0.0,3816.59,1092.97,153.6,1550.23,0.0,260.75,2434.59,1189.71,0.98,3441.52,2206.79,5.64,0.0,1935.7,2149.03,1934.93
hsa-miR-219a-5p,0.0,0.0,1.8,0.0,0.0,0.0,378.32,11.95,1063.28,613.51,311.7,274.83,0.0,353.61,3.49,0.0,0.0,0.0,101.84,0.0,511.17,374.68,0.0,0.0,158.23,0.0,0.0,0.0
hsa-miR-22-3p,4368.42,4286.21,1695.08,3544.13,7385.74,5477.32,6587.14,3948.27,4893.37,3617.57,6170.95,3315.45,11216.76,6425.36,3717.89,7035.53,8516.79,2696.77,21077.64,7222.02,7848.7,7019.83,5430.23,6619.32,2638.03,8704.05,6321.68,8669.18
hsa-miR-22-5p,0.0,0.0,0.0,1.91,0.0,0.0,0.0,0.0,0.0,157.15,1.86,2.69,1.82,0.0,6.98,1.75,2.41,2.83,100.65,2.09,0.0,1.98,6.09,1.88,0.0,2.2,0.0,2.53
hsa-miR-221-3p,425.61,558.1,0.0,0.0,1198.86,681.62,0.87,0.0,462.71,444.26,936.96,587.38,1258.85,1257.55,174.55,2129.38,909.07,368.45,885.73,689.11,1870.37,711.7,1671.08,787.48,913.98,640.1,310.67,12.66
hsa-miR-221-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.89,0.0,1.86,1.35,0.0,1.29,0.0,0.0,2.41,1.42,10.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-222-3p,17713.9,12064.52,4415.47,14970.87,8326.81,4615.82,15703.8,6553.02,6538.34,13034.74,12670.3,8274.48,9756.75,4251.0,2049.2,16566.12,2857.42,14556.61,5423.35,10816.27,16073.44,8423.4,8608.02,7782.68,6612.79,16059.71,7564.36,3512.75
hsa-miR-222-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-223-3p,0.0,0.0,3.59,2.86,0.0,1.35,238.25,1.33,0.0,0.0,14.84,32.33,3.64,12.86,27.93,29.74,9.65,18.42,178.8,18.85,399.53,21.81,39.57,26.31,37.79,32.99,438.93,48.12
hsa-miR-223-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.82,0.0,0.0,0.0,0.0,0.0,1.18,0.0,0.0,0.0,0.0,0.0,2.36,0.0,0.0,0.0
hsa-miR-224-5p,0.0,0.0,0.0,0.0,0.0,0.0,200.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,5.7,0.0
hsa-miR-2277-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-23a-3p,459.56,12.76,439.93,0.95,596.33,8.11,374.39,6.64,970.74,24.18,1322.88,362.4,106.5,600.49,649.32,162.72,168.79,257.91,4725.89,953.02,1546.24,723.59,1951.11,838.22,370.79,83.59,686.89,174.75
hsa-miR-23a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.45,0.0,0.0,0.0
hsa-miR-23b-3p,0.0,618.69,1.8,273.07,0.0,5.41,1610.13,2445.43,691.23,465.42,1886.91,661.47,1768.58,711.07,94.26,48.99,77.16,342.94,1242.16,795.93,425.97,17.84,1050.13,9.4,250.34,527.92,62.7,20.26
hsa-miR-23b-5p,0.0,0.0,0.0,0.0,0.0,1.35,0.0,0.0,0.0,160.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.42,8.29,387.49,0.0,0.0,0.0,0.0,243.26,0.0,0.0,0.0
hsa-miR-23c,0.0,3.19,1.8,478.34,0.0,1.35,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-24-1-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-24-2-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.85,0.0
hsa-miR-24-3p,19371.97,2994.6,2991.53,21520.63,1624.36,2702.14,1542.06,6246.34,5796.12,2862.02,31.54,9166.33,3733.76,291.89,2642.67,1653.46,1957.99,3755.35,9199.56,3602.63,6589.38,1704.9,4267.48,4595.18,7403.96,9322.15,2146.18,2094.48
hsa-miR-25-3p,0.0,3.19,1.8,7.64,913.12,5.41,0.44,1.33,0.0,0.0,12.99,177.83,355.9,666.07,17.45,33.24,19.29,293.34,243.93,129.86,41.13,103.09,197.85,137.2,184.21,90.19,199.51,202.61
hsa-miR-25-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.57,3.49,0.0,2.41,0.0,4.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-26a-1-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-26a-5p,4548.59,4984.63,817.02,1787.34,3640.07,3468.97,2624.21,1289.1,3762.1,3883.52,4144.89,2800.82,3845.72,1391.28,2681.07,1658.71,868.08,1154.95,19036.18,462.9,1257.36,1488.82,2231.14,787.48,625.85,4927.24,1701.55,678.74
hsa-miR-26b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.89,0.0,1.86,1.35,0.0,1.29,0.0,1.75,2.41,0.0,7.1,0.0,2.94,1.98,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-26b-5p,15.67,19.13,21.55,959.55,1574.67,893.95,340.79,7.97,43.44,429.15,617.84,300.42,212.08,1301.27,216.44,78.74,94.04,418.05,2614.57,490.13,177.24,19.82,1917.63,18.79,165.32,1876.31,85.51,2286.96
hsa-miR-27a-3p,5.22,1932.62,161.61,3.82,639.81,573.43,1184.25,817.8,1267.25,9.07,1391.53,491.73,1089.54,294.46,443.35,397.18,3122.66,96.36,2661.94,902.75,884.26,559.05,459.62,655.92,878.56,662.1,427.53,75.98
hsa-miR-27a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.86,1.35,0.0,1.29,10.47,0.0,2.41,1.42,17.76,0.0,0.0,3.96,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-27b-3p,2637.24,8617.06,4291.58,9458.0,10665.52,11473.97,14231.11,6647.27,10944.45,6246.88,10560.75,6485.41,14747.54,7392.31,2433.21,9059.92,10371.1,3586.72,10837.22,6775.88,14345.06,8506.66,3975.27,13731.04,7224.47,8420.29,4791.14,3421.58
hsa-miR-27b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.41,0.0,5.92,0.0,0.0,0.0,0.0,1.88,0.0,0.0,0.0,0.0
hsa-miR-28-3p,0.0,0.0,1.8,0.0,3.11,0.0,0.0,0.0,0.0,0.0,0.0,1.35,1.82,0.0,0.0,1.75,0.0,334.44,1.18,2.09,1.96,0.0,0.0,1.88,0.0,0.0,2.85,0.0
hsa-miR-28-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.86,5.39,0.0,1.29,0.0,1.75,4.82,4.25,143.28,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0
hsa-miR-296-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-296-5p,7.83,0.0,5.39,0.95,3.11,1.35,0.87,0.0,5.67,3.02,1.86,2.69,0.0,1.29,3.49,3.5,7.23,7.09,14.21,4.19,0.98,0.0,3.04,1.88,4.72,2.2,8.55,2.53
hsa-miR-297,0.0,0.0,0.0,0.0,3.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-299-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-29a-3p,1336.9,1215.06,272.94,676.94,844.79,17.58,1261.49,3214.11,101.98,1465.77,2295.09,906.66,816.48,1810.47,656.3,83.99,113.33,556.93,2156.31,1128.96,858.8,15.86,788.36,531.88,196.02,1909.3,872.15,12.66
hsa-miR-29a-5p,0.0,0.0,3.59,0.0,0.0,0.0,0.0,1.33,1.89,0.0,1.86,0.0,0.0,0.0,3.49,0.0,0.0,0.0,11.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-29b-1-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.0,0.0,0.0,2.41,0.0,9.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-29b-2-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-29b-3p,20.89,28.7,28.73,17.19,37.27,14.88,9.6,14.6,47.22,33.24,16.7,9.43,347.71,5.14,20.95,5.25,14.47,7.09,213.14,0.0,1006.67,402.44,3.04,3.76,2.36,0.0,8.55,0.0
hsa-miR-29c-3p,785.95,1218.25,290.89,366.63,714.35,751.95,19.2,618.66,88.76,163.2,742.15,10.78,10.01,16.72,38.4,24.5,26.52,12.75,393.13,374.92,888.18,475.79,30.44,1745.98,524.3,950.25,2.85,0.0
hsa-miR-29c-5p,919.12,475.18,5.39,0.0,6.21,666.75,267.92,1.33,3.78,129.95,0.0,207.47,505.18,492.48,13.96,5.25,4.82,0.0,24.87,4.19,150.8,0.0,0.0,1.88,0.0,1260.4,2.85,2.53
hsa-miR-301a-3p,2.61,0.0,3.59,0.0,0.0,0.0,262.25,3.98,3.78,0.0,1.86,0.0,0.91,0.0,3.49,1.75,0.0,304.68,48.55,0.0,0.98,0.0,6.09,0.0,0.0,6.6,0.0,0.0
hsa-miR-301a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.04,0.0,0.0,0.0,0.0,0.0
hsa-miR-302a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.0,2.36,0.0,2.85,5.07
hsa-miR-302b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.98,1.98,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-302d-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.0,3.96,0.0,0.0,0.0,0.0,2.85,2.53
hsa-miR-3059-5p,0.0,0.0,0.0,534.67,6.21,0.0,0.0,0.0,0.0,3.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3065-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.86,0.0,0.0,0.0,3.49,0.0,0.0,0.0,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3074-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.42,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-30a-3p,2.61,0.0,0.0,0.0,0.0,0.0,0.0,1.33,504.26,453.33,7.42,288.3,418.71,7.72,17.45,3.5,7.23,0.0,118.41,404.25,1.96,3.96,6.09,853.26,2.36,2.2,2.85,2.53
hsa-miR-30a-5p,767.67,408.21,23.34,2.86,692.61,559.9,1183.38,428.81,26.44,1976.52,46.38,382.6,719.08,30.86,565.54,31.49,436.45,38.26,828.9,4.19,511.17,519.4,6.09,665.31,4.72,2.2,5.7,5.07
hsa-miR-30b-5p,0.0,6.38,186.75,2.86,24.85,2.7,3.93,1.33,18.89,353.6,48.24,45.8,15.47,41.15,474.77,31.49,45.82,46.76,634.7,2.09,4.9,9.91,21.31,3.76,4.72,4.4,11.4,5.07
hsa-miR-30c-1-3p,2.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-30c-2-3p,0.0,0.0,0.0,0.0,3.11,0.0,0.44,0.0,1.89,0.0,0.0,2.69,0.0,1.29,10.47,0.0,0.0,1.42,48.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-30c-5p,5.22,3.19,7.18,2.86,9.32,2.7,2.18,2.66,13.22,335.46,31.54,471.52,18.2,38.58,411.93,28.0,31.35,19.84,408.53,8.38,3.92,5.95,9.13,7.52,2.36,2.2,14.25,10.13
hsa-miR-30d-3p,0.0,0.0,0.0,161.36,0.0,0.0,0.87,0.0,1.89,3.02,0.0,0.0,0.91,1.29,6.98,0.0,0.0,0.0,20.13,0.0,0.98,547.15,3.04,1.88,0.0,0.0,0.0,2.53
hsa-miR-30d-5p,673.67,2739.47,1089.95,2533.97,1347.94,1067.06,1480.97,2254.26,3346.6,8861.08,1523.26,12803.76,8586.2,3228.75,6213.93,1251.03,1396.16,558.34,2521.03,2877.91,2619.5,2028.04,5329.79,63.9,725.04,2327.24,1881.11,43.05
hsa-miR-30e-3p,0.0,0.0,1.8,0.0,0.0,0.0,0.0,759.39,0.0,0.0,541.77,4.04,525.2,3.86,6.98,0.0,0.0,0.0,28.42,2.09,0.98,0.0,0.0,1.88,2.36,0.0,493.08,0.0
hsa-miR-30e-5p,642.34,9.57,3.59,0.0,12.42,2.7,0.44,866.92,7.55,586.31,12.99,9.43,306.75,2.57,20.95,7.0,12.06,5.67,95.92,0.0,0.98,0.0,0.0,0.0,2.36,2.2,0.0,0.0
hsa-miR-31-3p,2.61,3.19,0.0,0.0,0.0,0.0,0.0,1.33,0.0,0.0,0.0,1.35,0.91,1.29,0.0,3.5,0.0,1.42,13.03,0.0,0.0,0.0,6.09,0.0,0.0,4.4,0.0,0.0
hsa-miR-31-5p,0.0,0.0,1.8,0.95,0.0,0.0,1.75,0.0,3.78,3.02,16.7,5.39,2.73,109.3,139.64,12.25,14.47,1.42,47.37,0.0,2.94,1.98,21.31,1.88,0.0,2.2,5.7,0.0
hsa-miR-3124-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.98,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3127-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3157-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.04,0.0,0.0,0.0,0.0,0.0
hsa-miR-3158-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.04,0.0,0.0,0.0,0.0,0.0
hsa-miR-3173-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.09,0.98,1.98,0.0,7.52,2.36,2.2,14.25,2.53
hsa-miR-3177-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.86,1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3187-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88,2.36,0.0,0.0,0.0
hsa-miR-32-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.41,0.0,9.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-32-5p,0.0,0.0,0.0,0.95,0.0,566.67,282.75,1.33,3.78,193.42,12.99,10.78,10.01,561.91,254.84,1.75,4.82,5.67,165.78,0.0,0.0,0.0,3.04,0.0,0.0,0.0,427.53,0.0
hsa-miR-3200-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88,0.0,0.0,0.0,0.0
hsa-miR-320a-3p,2.61,784.53,1.8,1.91,785.78,2.7,719.54,1415.22,1.89,287.11,1289.48,382.6,591.65,21.86,52.36,5.25,12.06,453.48,427.47,12.57,668.83,574.91,21.31,16.91,25.98,2.2,14.25,15.2
hsa-miR-320b,0.0,1320.3,249.59,2.86,0.0,1.35,351.26,1.33,0.0,151.11,1.86,4.04,0.0,0.0,272.3,0.0,0.0,726.98,9.47,397.96,670.79,0.0,0.0,0.0,2.36,525.72,2.85,1038.38
hsa-miR-320c,0.0,6.38,0.0,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,1.29,3.49,0.0,0.0,239.49,4.74,228.31,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-320d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.02,0.0,0.0,0.0,0.0,0.0,0.0,271.6,0.0,0.0,0.0
hsa-miR-323a-3p,0.0,4123.56,1125.87,1230.71,4506.6,2637.23,7533.58,5792.3,5146.44,1635.01,3779.38,1754.05,3163.05,2071.49,1145.04,4920.14,4526.05,582.43,2577.87,2731.3,4237.22,4510.06,453.53,6175.77,4128.27,1603.55,3411.66,2180.59
hsa-miR-323a-5p,0.0,3.19,3.59,0.95,0.0,1.35,2124.15,7.97,409.83,6.04,972.21,285.61,475.14,1341.13,6.98,764.62,2.41,262.17,1.18,0.0,220.33,469.84,986.21,1.88,243.26,475.13,2.85,0.0
hsa-miR-324-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-324-5p,0.0,0.0,211.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.71,6.74,0.0,0.0,0.0,0.0,0.0,2.83,9.47,2.09,0.0,0.0,0.0,1.88,2.36,0.0,5.7,0.0
hsa-miR-326,0.0,373.13,0.0,0.0,0.0,554.49,0.0,0.0,0.0,0.0,432.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.19,0.98,1.98,6.09,0.0,0.0,2.2,0.0,2.53
