miRNA,SRR11241418,SRR11241419
hsa-let-7a-3p,0.13,0.13
hsa-let-7a-5p,182.85,113.46
hsa-let-7b-3p,0.26,0.26
hsa-let-7b-5p,54.96,104.48
hsa-let-7c-5p,2.62,3.9
hsa-let-7d-3p,14.17,33.44
hsa-let-7d-5p,30.56,23.81
hsa-let-7e-3p,0.0,0.91
hsa-let-7e-5p,13.51,14.57
hsa-let-7f-1-3p,0.0,0.13
hsa-let-7f-2-3p,0.13,0.0
hsa-let-7f-5p,283.07,126.99
hsa-let-7g-5p,90.25,55.43
hsa-let-7i-5p,552.89,291.85
hsa-miR-1-3p,16.27,10.67
hsa-miR-100-5p,8.26,10.67
hsa-miR-101-3p,4.72,2.34
hsa-miR-10394-3p,0.26,0.26
hsa-miR-10395-3p,0.13,0.13
hsa-miR-10397-3p,0.39,0.0
hsa-miR-10399-3p,71.62,79.24
hsa-miR-10399-5p,0.39,0.65
hsa-miR-103a-3p,76.87,65.58
hsa-miR-10401-3p,0.0,0.52
hsa-miR-10527-5p,2.23,0.78
hsa-miR-106a-5p,0.13,0.39
hsa-miR-106b-3p,13.77,31.36
hsa-miR-106b-5p,0.26,0.13
hsa-miR-107,0.13,0.13
hsa-miR-10a-3p,0.13,0.78
hsa-miR-10a-5p,188.63,297.06
hsa-miR-10b-3p,0.13,0.13
hsa-miR-10b-5p,46.04,63.63
hsa-miR-1180-3p,1.97,6.64
hsa-miR-122-5p,0.13,47.88
hsa-miR-1226-3p,0.13,0.0
hsa-miR-1226-5p,0.0,0.13
hsa-miR-1246,33.71,57.77
hsa-miR-1252-5p,0.13,0.0
hsa-miR-1255a,0.13,0.0
hsa-miR-125a-3p,0.39,2.6
hsa-miR-125a-5p,74.64,179.95
hsa-miR-125b-2-3p,0.0,0.13
hsa-miR-125b-5p,2.75,3.38
hsa-miR-126-3p,3.8,1.43
hsa-miR-126-5p,0.13,0.0
hsa-miR-1260b,0.13,0.0
hsa-miR-1262,0.26,0.0
hsa-miR-1268a,0.0,0.39
hsa-miR-127-3p,1.44,0.65
hsa-miR-127-5p,0.13,0.0
hsa-miR-1271-5p,0.13,0.13
hsa-miR-1273h-5p,0.26,0.0
hsa-miR-1275,0.0,0.26
hsa-miR-1278,0.0,0.26
hsa-miR-128-1-5p,0.13,0.0
hsa-miR-128-3p,26.89,37.6
hsa-miR-1284,0.39,1.04
hsa-miR-1285-3p,0.13,0.13
hsa-miR-1287-5p,0.13,0.65
hsa-miR-1289,0.13,0.0
hsa-miR-129-5p,0.13,0.39
hsa-miR-1291,0.0,0.26
hsa-miR-1292-5p,0.0,1.04
hsa-miR-1294,0.0,0.26
hsa-miR-1296-5p,0.13,0.65
hsa-miR-1301-3p,1.71,7.42
hsa-miR-1303,0.26,1.04
hsa-miR-1304-5p,0.13,0.26
hsa-miR-1306-3p,0.13,0.39
hsa-miR-1306-5p,0.0,0.26
hsa-miR-1307-3p,6.69,15.09
hsa-miR-1307-5p,0.39,0.0
hsa-miR-130b-3p,0.39,0.0
hsa-miR-130b-5p,0.92,2.86
hsa-miR-132-3p,0.39,0.91
hsa-miR-133a-3p,0.39,0.52
hsa-miR-133b,0.13,0.13
hsa-miR-134-5p,0.0,0.39
hsa-miR-1343-3p,0.13,0.26
hsa-miR-135b-5p,0.39,0.26
hsa-miR-137-3p,0.13,0.0
hsa-miR-138-5p,0.13,0.0
hsa-miR-139-5p,0.13,1.04
hsa-miR-140-3p,5.51,6.38
hsa-miR-140-5p,0.66,0.39
hsa-miR-142-3p,0.13,0.0
hsa-miR-142-5p,0.26,0.13
hsa-miR-143-3p,7.74,11.45
hsa-miR-143-5p,0.13,0.0
hsa-miR-144-3p,0.13,0.0
hsa-miR-144-5p,0.13,0.0
hsa-miR-145-3p,0.0,0.13
hsa-miR-145-5p,0.0,0.26
hsa-miR-1468-5p,0.0,0.13
hsa-miR-146a-5p,17.05,22.77
hsa-miR-146b-3p,0.13,0.0
hsa-miR-146b-5p,2.49,4.16
hsa-miR-148a-3p,34.1,28.37
hsa-miR-148a-5p,0.0,0.13
hsa-miR-148b-3p,15.87,15.48
hsa-miR-148b-5p,0.26,0.0
hsa-miR-149-3p,0.13,0.0
hsa-miR-149-5p,0.92,2.73
hsa-miR-150-5p,0.39,0.0
hsa-miR-151a-3p,82.77,163.04
hsa-miR-151a-5p,0.39,0.39
hsa-miR-152-3p,16.92,14.31
hsa-miR-152-5p,0.13,0.0
hsa-miR-155-5p,63.23,62.98
hsa-miR-15b-3p,0.13,0.13
hsa-miR-15b-5p,0.79,1.3
hsa-miR-16-2-3p,4.85,5.86
hsa-miR-16-5p,1.71,1.3
hsa-miR-17-5p,8.53,5.73
hsa-miR-181a-2-3p,5.38,7.42
hsa-miR-181a-3p,0.13,0.39
hsa-miR-181a-5p,8.26,9.63
hsa-miR-181b-2-3p,0.13,0.0
hsa-miR-181b-3p,0.39,0.0
hsa-miR-181b-5p,13.9,27.45
hsa-miR-181d-5p,0.26,0.91
hsa-miR-182-5p,93.4,95.64
hsa-miR-183-3p,0.13,0.13
hsa-miR-183-5p,57.72,64.54
hsa-miR-184,0.13,0.13
hsa-miR-1843,0.26,0.91
hsa-miR-185-3p,0.0,0.26
hsa-miR-185-5p,3.94,7.03
hsa-miR-186-5p,6.3,9.63
hsa-miR-18a-3p,0.13,0.78
hsa-miR-18a-5p,0.26,0.13
hsa-miR-1908-5p,0.0,0.39
hsa-miR-190b-5p,0.0,0.13
hsa-miR-191-3p,0.0,0.13
hsa-miR-191-5p,30.69,48.4
hsa-miR-1910-5p,0.26,0.0
hsa-miR-192-5p,1.71,2.73
hsa-miR-193a-5p,4.2,8.85
hsa-miR-193b-3p,0.39,1.04
hsa-miR-193b-5p,1.18,2.47
hsa-miR-194-5p,0.26,0.39
hsa-miR-196a-5p,7.08,11.58
hsa-miR-196b-5p,5.9,5.33
hsa-miR-197-3p,2.62,9.11
hsa-miR-1976,0.0,0.13
hsa-miR-199a-3p,0.26,1.04
hsa-miR-199a-5p,1.97,1.04
hsa-miR-199b-3p,1.71,0.0
hsa-miR-19a-3p,0.13,0.0
hsa-miR-19b-3p,0.26,0.39
hsa-miR-200a-3p,6.69,5.6
hsa-miR-200a-5p,1.31,2.08
hsa-miR-200b-3p,77.26,75.47
hsa-miR-200b-5p,3.67,6.9
hsa-miR-200c-3p,0.39,0.39
hsa-miR-203a-3p,0.26,0.52
hsa-miR-205-5p,0.79,2.86
hsa-miR-206,0.66,0.26
hsa-miR-208b-3p,0.13,0.0
hsa-miR-20a-5p,14.04,7.42
hsa-miR-20b-5p,0.92,0.52
hsa-miR-21-3p,0.66,0.39
hsa-miR-21-5p,1041.91,496.53
hsa-miR-210-3p,0.52,0.0
hsa-miR-2110,1.18,4.55
hsa-miR-2116-3p,0.13,0.39
hsa-miR-212-5p,0.13,0.0
hsa-miR-215-5p,0.13,0.0
hsa-miR-218-5p,0.13,0.26
hsa-miR-219a-1-3p,0.13,0.0
hsa-miR-22-3p,3.94,2.47
hsa-miR-22-5p,0.13,0.0
hsa-miR-221-3p,88.67,82.49
hsa-miR-221-5p,4.2,2.34
hsa-miR-222-3p,205.15,281.44
hsa-miR-223-3p,0.0,0.26
hsa-miR-223-5p,0.13,0.13
hsa-miR-224-5p,4.46,1.95
hsa-miR-2277-5p,1.05,1.04
hsa-miR-2278,0.13,0.0
hsa-miR-2355-3p,0.0,0.13
hsa-miR-2355-5p,0.0,0.13
hsa-miR-23a-3p,7.87,12.75
hsa-miR-23b-3p,1.18,2.21
hsa-miR-23b-5p,0.13,1.3
hsa-miR-24-2-5p,0.13,0.26
hsa-miR-24-3p,21.77,18.87
hsa-miR-25-3p,119.1,178.0
hsa-miR-25-5p,1.05,1.43
hsa-miR-2682-5p,0.26,0.78
hsa-miR-26a-2-3p,0.0,0.13
hsa-miR-26a-5p,54.96,43.07
hsa-miR-26b-3p,0.26,0.0
hsa-miR-26b-5p,3.28,2.6
hsa-miR-27a-3p,3.54,4.68
hsa-miR-27a-5p,0.39,0.26
hsa-miR-27b-3p,32.27,26.28
hsa-miR-27b-5p,0.52,0.0
hsa-miR-28-3p,53.78,123.87
hsa-miR-28-5p,1.97,0.91
hsa-miR-296-3p,1.97,3.77
hsa-miR-296-5p,0.13,0.39
hsa-miR-29a-3p,6.82,6.64
hsa-miR-29b-3p,0.0,0.13
hsa-miR-29c-3p,0.0,0.13
hsa-miR-301a-5p,0.26,0.0
hsa-miR-3064-5p,0.13,0.0
hsa-miR-30a-3p,41.84,42.42
hsa-miR-30a-5p,292.25,217.04
hsa-miR-30b-5p,0.26,0.0
hsa-miR-30c-1-3p,0.0,0.13
hsa-miR-30c-2-3p,4.46,7.16
hsa-miR-30c-5p,62.18,71.04
hsa-miR-30d-5p,247.0,335.05
hsa-miR-30e-3p,1.97,2.34
hsa-miR-30e-5p,4.2,2.99
hsa-miR-31-5p,1.18,0.52
hsa-miR-3126-5p,0.0,0.13
hsa-miR-3131,0.13,0.0
hsa-miR-3143,0.0,0.13
hsa-miR-3158-3p,0.13,0.13
hsa-miR-3161,0.0,0.13
hsa-miR-3173-5p,0.13,0.0
hsa-miR-3177-3p,0.39,1.17
hsa-miR-3178,0.52,0.13
