miRNA,SRR6653346
hsa-miR-451a,5149.25
hsa-miR-21-5p,2223.54
hsa-miR-1246,1845.86
hsa-miR-144-3p,1215.5
hsa-miR-22-3p,643.66
hsa-miR-92a-3p,380.34
hsa-miR-16-5p,409.6
hsa-miR-100-5p,385.66
hsa-miR-125b-5p,364.38
hsa-miR-221-3p,361.72
hsa-miR-26a-5p,372.36
hsa-let-7a-5p,324.49
hsa-miR-25-3p,188.84
hsa-miR-29a-3p,348.43
hsa-miR-23a-3p,383.0
hsa-miR-320a-3p,236.72
hsa-let-7i-5p,178.2
hsa-let-7f-5p,180.86
hsa-miR-320b,132.99
hsa-miR-199a-5p,199.48
hsa-miR-23b-3p,164.9
hsa-miR-26b-5p,130.33
hsa-miR-143-3p,162.24
hsa-miR-142-3p,271.29
hsa-miR-3960,111.71
hsa-miR-199a-3p,148.95
hsa-let-7g-5p,140.97
hsa-miR-126-5p,111.71
hsa-miR-15a-5p,186.18
hsa-miR-29b-3p,146.29
hsa-miR-27b-3p,159.58
hsa-miR-27a-3p,154.26
hsa-miR-15b-5p,151.61
hsa-miR-126-3p,175.54
hsa-miR-222-3p,146.29
hsa-miR-106b-5p,125.01
hsa-miR-145-5p,98.41
hsa-let-7b-5p,178.2
hsa-miR-199b-3p,66.49
hsa-miR-30b-5p,61.17
hsa-let-7d-5p,93.09
hsa-miR-146a-5p,82.45
hsa-miR-93-5p,114.37
hsa-miR-30c-5p,82.45
hsa-miR-320d,47.88
hsa-miR-130a-3p,79.79
hsa-miR-223-3p,71.81
hsa-miR-151a-5p,58.51
hsa-miR-3665,79.79
hsa-miR-181a-5p,85.11
hsa-miR-148a-3p,45.22
hsa-miR-191-5p,63.83
hsa-let-7c-5p,47.88
hsa-miR-486-5p,61.17
hsa-miR-17-5p,85.11
hsa-miR-24-3p,66.49
hsa-miR-423-5p,37.24
hsa-miR-125a-5p,66.49
hsa-miR-18a-5p,42.56
hsa-miR-200a-3p,50.54
hsa-miR-99a-5p,45.22
hsa-miR-30e-5p,85.11
hsa-miR-142-5p,63.83
hsa-miR-210-3p,61.17
hsa-miR-19b-3p,55.85
hsa-miR-10b-5p,31.92
hsa-miR-99b-5p,55.85
hsa-miR-144-5p,47.88
hsa-miR-30a-5p,55.85
hsa-miR-31-5p,58.51
hsa-miR-101-3p,66.49
hsa-miR-193b-3p,29.26
hsa-miR-192-5p,47.88
hsa-miR-152-3p,31.92
hsa-miR-34a-5p,45.22
hsa-miR-122-5p,34.58
hsa-miR-205-5p,39.9
hsa-miR-32-5p,21.28
hsa-miR-29c-3p,26.6
hsa-miR-369-3p,15.96
hsa-miR-127-3p,31.92
hsa-miR-150-5p,15.96
hsa-miR-181b-5p,58.51
hsa-let-7e-5p,31.92
hsa-miR-146b-5p,37.24
hsa-miR-4492,15.96
hsa-miR-33a-5p,15.96
hsa-miR-424-5p,23.94
hsa-miR-532-5p,13.3
hsa-miR-148b-3p,18.62
hsa-miR-4516,23.94
hsa-miR-200b-3p,23.94
hsa-miR-425-5p,34.58
hsa-miR-4488,42.56
hsa-miR-194-5p,31.92
hsa-miR-301a-3p,13.3
hsa-miR-103a-3p,15.96
hsa-mir-3648-2-5p,42.56
hsa-miR-378a-3p,18.62
hsa-miR-128-3p,18.62
hsa-miR-484,15.96
hsa-miR-185-5p,18.62
hsa-miR-10a-5p,13.3
hsa-miR-20a-5p,23.94
hsa-miR-96-5p,18.62
hsa-miR-30d-5p,42.56
hsa-miR-28-5p,10.64
hsa-miR-365a-3p,13.3
hsa-miR-339-5p,31.92
hsa-miR-361-5p,10.64
hsa-miR-3648,31.92
hsa-miR-92b-3p,10.64
hsa-miR-487b-3p,18.62
hsa-miR-450a-5p,7.98
hsa-miR-193a-3p,7.98
hsa-miR-324-5p,13.3
hsa-miR-186-5p,42.56
hsa-miR-574-5p,13.3
hsa-mir-3648-1-5p,29.26
hsa-miR-106b-3p,18.62
hsa-miR-136-5p,7.98
hsa-miR-320c,7.98
hsa-miR-4508,15.96
hsa-miR-204-5p,7.98
hsa-miR-10396a-3p,13.3
hsa-miR-219a-5p,7.98
hsa-miR-431-5p,10.64
hsa-miR-196a-5p,10.64
hsa-let-7i-3p,15.96
hsa-miR-182-5p,13.3
hsa-miR-224-5p,7.98
hsa-let-7d-3p,7.98
hsa-miR-411-5p,10.64
hsa-miR-125a-3p,7.98
hsa-miR-487b-5p,5.32
hsa-miR-1306-5p,5.32
hsa-miR-9901,10.64
hsa-miR-296-5p,5.32
hsa-miR-107,10.64
hsa-miR-423-3p,5.32
hsa-miR-19a-3p,7.98
hsa-miR-494-3p,7.98
hsa-miR-375-3p,5.32
hsa-miR-381-3p,5.32
hsa-miR-652-3p,10.64
hsa-miR-502-3p,7.98
hsa-miR-378d,5.32
hsa-miR-342-3p,5.32
hsa-miR-331-5p,7.98
hsa-miR-22-5p,10.64
hsa-miR-34c-5p,7.98
hsa-miR-136-3p,7.98
hsa-miR-34b-3p,5.32
hsa-miR-369-5p,5.32
hsa-miR-10401-3p,31.92
hsa-miR-139-5p,5.32
hsa-miR-138-5p,13.3
hsa-miR-200c-3p,5.32
hsa-miR-744-5p,7.98
hsa-miR-18b-5p,5.32
hsa-miR-4454,5.32
hsa-miR-15b-3p,5.32
hsa-miR-21-3p,5.32
hsa-miR-374a-5p,7.98
hsa-miR-125b-1-3p,2.66
hsa-miR-29a-5p,5.32
hsa-miR-151a-3p,5.32
hsa-miR-140-3p,7.98
hsa-miR-183-3p,2.66
hsa-miR-345-5p,7.98
hsa-miR-885-5p,2.66
hsa-miR-221-5p,2.66
hsa-miR-31-3p,7.98
hsa-mir-636-3p,2.66
hsa-miR-377-3p,5.32
hsa-miR-196b-5p,2.66
hsa-miR-660-5p,2.66
hsa-miR-183-5p,2.66
hsa-miR-181c-5p,5.32
hsa-miR-155-5p,2.66
hsa-miR-181d-5p,2.66
hsa-miR-3615,2.66
hsa-miR-452-5p,2.66
hsa-miR-8086,2.66
hsa-mir-663a-5p,7.98
hsa-miR-1307-5p,5.32
hsa-miR-769-5p,5.32
hsa-miR-132-3p,2.66
hsa-miR-584-5p,10.64
hsa-miR-1306-3p,2.66
hsa-miR-495-3p,7.98
hsa-miR-1185-5p,2.66
hsa-miR-328-3p,2.66
hsa-miR-1248,5.32
hsa-miR-362-5p,2.66
hsa-miR-548a-3p,2.66
hsa-miR-1307-3p,2.66
hsa-miR-1180-3p,10.64
hsa-miR-147b-3p,2.66
hsa-mir-1303-3p,7.98
hsa-miR-376b-3p,2.66
hsa-miR-193a-5p,2.66
hsa-miR-320a-5p,2.66
hsa-miR-1249-3p,5.32
hsa-miR-574-3p,7.98
hsa-miR-3196,2.66
hsa-miR-143-5p,2.66
hsa-miR-501-5p,5.32
hsa-miR-493-5p,2.66
hsa-miR-16-1-3p,2.66
hsa-miR-4473,2.66
hsa-mir-1291-5p,2.66
hsa-mir-12136-5p,5.32
hsa-miR-424-3p,2.66
hsa-miR-382-3p,2.66
hsa-miR-98-5p,5.32
hsa-miR-455-5p,2.66
hsa-miR-3182,2.66
hsa-miR-296-3p,2.66
hsa-miR-222-5p,2.66
hsa-miR-30d-3p,2.66
hsa-miR-432-5p,5.32
hsa-miR-450a-1-3p,5.32
hsa-miR-17-3p,7.98
hsa-miR-6720-5p,2.66
hsa-miR-421,2.66
hsa-miR-589-5p,2.66
hsa-miR-214-3p,5.32
hsa-miR-4286,2.66
hsa-miR-12136,2.66
hsa-miR-7110-3p,5.32
hsa-miR-10401-5p,2.66
hsa-miR-181a-3p,2.66
hsa-miR-7704,5.32
hsa-miR-92b-5p,2.66
hsa-miR-7-5p,2.66
hsa-miR-299-5p,2.66
hsa-miR-365b-3p,2.66
hsa-miR-409-5p,2.66
hsa-miR-409-3p,2.66
hsa-miR-28-3p,2.66
hsa-miR-9-5p,2.66
hsa-miR-145-3p,2.66
hsa-miR-99b-3p,2.66
hsa-miR-582-5p,2.66
hsa-miR-130b-5p,2.66
hsa-miR-1-3p,2.66
hsa-miR-338-3p,2.66
hsa-miR-329-3p,2.66
hsa-miR-197-3p,2.66
hsa-miR-16-2-3p,2.66
hsa-miR-141-3p,2.66
hsa-miR-663b,2.66
hsa-miR-501-3p,2.66
hsa-miR-4449,2.66
hsa-miR-376a-5p,2.66
hsa-miR-106a-5p,2.66
hsa-miR-497-5p,2.66
hsa-miR-190a-5p,2.66
hsa-miR-1291,2.66
hsa-miR-671-5p,2.66
hsa-miR-335-5p,2.66
hsa-miR-505-3p,2.66
hsa-miR-23b-5p,2.66
