miRNA,SRR8354353,SRR8354354,SRR8354355
hsa-let-7a-3p,0.0,1.4,0.0
hsa-let-7a-5p,2.16,2642.82,11.01
hsa-let-7b-5p,1.62,488.27,22.23
hsa-let-7c-5p,1.22,2432.96,1.04
hsa-let-7d-3p,0.0,64.36,0.0
hsa-let-7d-5p,0.0,433.71,0.0
hsa-let-7e-5p,0.0,484.07,0.21
hsa-let-7f-5p,3.25,8658.75,8.94
hsa-let-7g-5p,2.16,4264.32,6.44
hsa-let-7i-3p,0.0,22.38,0.0
hsa-let-7i-5p,4.33,4493.77,25.97
hsa-miR-1-3p,22.85,254.63,31.79
hsa-miR-100-5p,2.43,619.78,17.25
hsa-miR-101-3p,2.3,540.04,151.27
hsa-miR-10392-5p,0.0,0.0,0.62
hsa-miR-10395-5p,0.0,0.0,0.62
hsa-miR-10399-5p,0.0,0.0,0.21
hsa-miR-103a-3p,0.0,2379.79,5.61
hsa-miR-10401-5p,0.0,0.0,0.62
hsa-miR-106b-3p,0.0,36.38,9.14
hsa-miR-106b-5p,0.0,1.4,0.42
hsa-miR-107,0.0,4.2,0.83
hsa-miR-10a-3p,0.0,0.0,0.21
hsa-miR-10a-5p,4.06,400.13,4.36
hsa-miR-10b-3p,0.0,29.38,0.0
hsa-miR-10b-5p,3.65,9244.96,9.35
hsa-miR-11399,0.14,0.0,0.0
hsa-miR-1180-3p,0.0,0.0,2.49
hsa-miR-1207-5p,0.0,0.0,0.21
hsa-miR-12136,0.0,0.0,2.08
hsa-miR-122-5p,0.68,156.69,15.38
hsa-miR-1246,0.0,0.0,390.45
hsa-miR-1247-3p,0.54,0.0,0.0
hsa-miR-1247-5p,0.0,2.8,0.0
hsa-miR-1250-5p,0.0,0.0,5.19
hsa-miR-125a-3p,0.0,0.0,0.83
hsa-miR-125a-5p,0.0,552.63,0.21
hsa-miR-125b-1-3p,0.0,22.38,0.0
hsa-miR-125b-5p,0.81,1628.5,2.91
hsa-miR-126-3p,1.76,195.87,2.7
hsa-miR-1268a,0.14,0.0,3.74
hsa-miR-1268b,0.0,16.79,4.57
hsa-miR-127-3p,2.16,0.0,9.97
hsa-miR-1270,0.0,0.0,0.42
hsa-miR-1273h-5p,0.0,5.6,207.38
hsa-miR-128-3p,2.84,30.78,0.21
hsa-miR-1285-3p,0.0,0.0,0.42
hsa-miR-1285-5p,8.92,0.0,30.96
hsa-miR-1287-5p,0.0,0.0,0.42
hsa-miR-1288-3p,0.0,0.0,0.62
hsa-miR-129-5p,0.41,0.0,0.21
hsa-miR-1291,0.0,0.0,2.49
hsa-miR-1292-5p,0.0,0.0,0.21
hsa-miR-1293,0.41,0.0,0.0
hsa-miR-1294,0.0,0.0,0.62
hsa-miR-1296-3p,0.0,0.0,0.83
hsa-miR-1299,0.0,0.0,2.29
hsa-miR-1303,0.0,0.0,1.66
hsa-miR-1304-3p,2.03,1.4,0.0
hsa-miR-1306-3p,0.0,0.0,0.62
hsa-miR-1306-5p,0.0,0.0,0.21
hsa-miR-1307-3p,0.0,11.19,31.38
hsa-miR-1307-5p,0.0,0.0,18.08
hsa-miR-130a-3p,0.0,19.59,0.62
hsa-miR-130b-5p,0.0,0.0,0.21
hsa-miR-132-3p,0.0,0.0,0.21
hsa-miR-132-5p,0.41,0.0,0.0
hsa-miR-133a-3p,3.25,0.0,2.08
hsa-miR-134-5p,0.27,0.0,81.87
hsa-miR-136-3p,0.27,0.0,0.0
hsa-miR-139-3p,0.0,0.0,3.12
hsa-miR-139-5p,0.68,0.0,0.0
hsa-miR-140-3p,0.0,243.44,137.35
hsa-miR-140-5p,0.0,95.14,0.0
hsa-miR-141-3p,0.14,0.0,0.0
hsa-miR-142-3p,0.0,0.0,2.08
hsa-miR-142-5p,0.54,29.38,3.74
hsa-miR-143-3p,5.27,5235.27,20.36
hsa-miR-143-5p,0.0,55.96,0.0
hsa-miR-144-3p,0.0,4.2,11.01
hsa-miR-144-5p,0.14,0.0,0.0
hsa-miR-145-3p,0.0,41.97,0.0
hsa-miR-145-5p,0.14,352.56,0.42
hsa-miR-146a-5p,0.27,110.53,106.81
hsa-miR-146b-3p,0.0,0.0,1.25
hsa-miR-146b-5p,0.0,6271.97,3.12
hsa-miR-147b-3p,0.0,0.0,18.49
hsa-miR-148a-3p,10.14,12646.06,29.92
hsa-miR-148a-5p,0.0,27.98,12.68
hsa-miR-148b-3p,0.81,381.94,4.78
hsa-miR-149-3p,0.0,0.0,0.42
hsa-miR-150-5p,0.0,0.0,0.42
hsa-miR-151a-3p,0.0,46.17,63.59
hsa-miR-151b,0.0,0.0,0.62
hsa-miR-152-3p,0.14,737.3,5.61
hsa-miR-155-5p,0.14,0.0,0.0
hsa-miR-15b-5p,0.0,18.19,0.0
hsa-miR-16-5p,0.41,204.26,0.21
hsa-miR-17-5p,0.0,103.53,0.83
hsa-miR-181a-2-3p,0.0,0.0,1.25
hsa-miR-181a-5p,0.27,296.6,6.03
hsa-miR-181b-5p,0.0,103.53,2.08
hsa-miR-181c-3p,0.0,0.0,0.42
hsa-miR-182-5p,0.0,1372.47,2.08
hsa-miR-1827,0.0,0.0,0.21
hsa-miR-183-5p,0.41,2192.32,1.45
hsa-miR-184,0.0,16.79,18.08
hsa-miR-1843,0.0,0.0,0.62
hsa-miR-185-3p,0.0,1.4,29.3
hsa-miR-185-5p,1.08,131.51,209.25
hsa-miR-186-5p,0.68,236.44,17.66
hsa-miR-1908-5p,0.14,22.38,0.62
hsa-miR-191-5p,0.68,584.81,3.74
